Column1,Time,GNARE/NR/2024/12/20/3668,GNARE/SR/2025/01/13/4532,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,NR/01102023/08032047/L_NR_2021_14,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/L_NR_2019_05,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/16072048/L_NR_2022_08,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,GNA/NR/2025/06/07/5932,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/07/01/2952,GNA/NR/2025/07/01/1192,NR/01102023/30042040/GNA_LT_36,NR/01102023/22052037/LT-59,GNA/NR/2025/07/26/3975,GNA/NR/2025/07/16/5917,GNA/NR/2025/07/01/3109,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/07/01/8154,NR/30092023/31122025/SH-07,GNA/NR/2025/07/01/1044,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/30092023/26122029/SH-06,NR/01102023/19072037/LT-05,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/07/23/7329,GNA/NR/2025/07/01/2997,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/07/01/8139,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/07/01/8128,NR/01102023/31052040/LT-31,GNA/NR/2025/07/16/7255,NR/01102023/30042040/GNA_LT_35,NR/01102023/31102037/L_NR_2019_11,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/07/01/2786
6,01:15-01:30,0,35.01,0,0,0,0,0,0,13.33,35.33,13.33,35.34,0,40.01,0,12.33,0,0,0,0,-0,270.31,8.51,49.02,0,10.48,0,81.69,19.22,6.01,20.73,23.64,3.24,18.12,30,115.29,86.69,134.79,15.23,130.04,0,100.13,12.64,0,163.39,0,10.73,29.77,43.68

7,01:30-01:45,0,42.02,0,0,0,0,0,0,13.17,40,13.17,40,0,39.49,0,12.33,0,0,0,0,-0,270.31,8.51,49.02,0,10.48,0,81.69,19.22,6.01,20.73,23.64,3.24,18.12,30,115.29,86.69,134.79,15.23,130.04,0,100.13,12.64,0,163.39,0,10.73,29.77,43.68

8,01:45-02:00,0,42.02,0,0,0,0,0,0,13.17,39.33,13.17,39.34,0,39.49,0,12.33,0,0,0,0,-0,270.31,8.51,49.02,0,10.48,0,81.69,19.22,6.01,20.73,23.64,3.24,18.12,30,115.29,86.69,134.79,15.23,130.04,0,100.13,12.64,0,163.39,0,10.73,29.77,43.68

9,02:00-02:15,0,42.02,0,0,0,0,0,0,13.5,33.33,13.5,33.34,0,40.5,0,12.33,0,0,0,0,-0,270.31,8.51,49.02,0,10.48,0,81.69,19.22,6.01,20.73,23.64,3.24,18.03,30,115.29,86.69,134.79,15.23,130.04,0,100.13,12.64,0,163.39,0,10.73,29.77,43.68

10,02:15-02:30,0,42.02,0,0,0,0,0,0,13.33,33,13.33,33,0,40.01,0,12,0,0,0,0,-0,270.31,8.51,49.02,0,10.48,0,81.69,19.22,6.01,20.73,23.64,3.24,18.03,30,115.29,86.69,134.79,15.23,130.04,0,100.13,12.64,0,163.39,0,10.73,29.77,43.68

11,02:30-02:45,0,42.02,0,0,0,0,0,0,15.02,43.33,15.02,43.34,0,45.08,0,12,0,0,0,0,-0,270.31,8.51,49.02,0,10.48,0,81.69,19.22,6.01,20.73,23.64,3.24,18.03,30,115.29,86.69,134.79,15.23,130.04,0,100.13,12.64,0,163.39,0,10.73,29.77,43.68

12,02:45-03:00,0,42.02,0,0,0,0,0,0,14.97,42.67,14.97,42.66,0,44.92,0,11.67,0,0,0,0,-0,270.31,8.51,49.02,0,10.48,0,81.69,19.22,6.01,20.73,23.64,3.24,18.03,30,115.29,86.69,134.79,15.23,130.04,0,100.13,12.64,0,163.39,0,10.73,29.77,43.68

13,03:00-03:15,0,37.62,0,0,0,0,0,0,14.6,42,14.6,42,0,43.77,0,11.33,0,0,0,0,-0,270.31,8.51,0,0,10.48,0,81.69,19.22,6.15,20.73,23.64,3.24,17.93,30,115.29,86.69,134.79,15.23,130.04,0,100.13,12.64,0,163.39,0,10.73,29.77,43.68

14,03:15-03:30,0,37.02,0,0,0,0,0,0,14.16,41.33,14.16,41.34,0,42.48,0,11,0,0,0,0,-0,270.31,8.51,0,0,10.48,0,81.69,19.22,6.15,20.73,23.64,3.24,17.93,30,115.29,86.69,134.79,15.23,130.04,0,100.13,12.64,0,163.39,0,10.73,29.77,43.68

15,03:30-03:45,0,41.02,0,0,0,0,0,0,13.76,40,13.76,40,0,41.26,0,10.67,0,0,0,0,-0,270.31,8.51,0,0,10.48,0,81.69,19.22,6.15,20.73,23.64,3.24,17.93,30,115.29,86.69,134.79,15.23,130.04,0,100.13,12.64,0,163.39,0,10.5,29.77,43.68

16,03:45-04:00,0,40.42,0,0,0,0,0,0,13.3,38.33,13.3,38.34,0,39.88,0,10,0,0,0,0,-0,270.31,8.51,0,0,10.48,0,81.69,19.22,6.15,20.73,23.64,3.24,17.93,30,115.29,86.69,134.79,15.23,130.04,0,100.13,12.64,0,163.39,0,10.5,29.77,43.68

17,04:00-04:15,0,39.62,0,0,0,0,0,0,12.59,36.67,12.59,36.66,0,37.79,0,9.67,0,0,0,0,-0,270.31,8.51,0,0,10.48,0,81.69,19.22,5.96,20.73,23.64,3.24,17.85,30,115.29,86.69,134.79,15.23,130.04,0,100.13,12.64,0,163.39,0,10.5,29.28,43.68

18,04:15-04:30,0,37.02,0,0,0,0,0,0,12.05,34,12.05,34,0,36.12,0,9,0,0,0,0,-0,270.31,8.51,0,0,10.48,0,81.69,19.22,5.96,20.73,23.64,3.24,17.85,30,115.29,86.69,134.79,15.23,130.04,0,100.13,12.64,0,163.39,0,10.5,29.28,43.68

19,04:30-04:45,0,37.02,0,0,0,0,0,0,15,38.33,15,38.34,0,45,0,11.13,0,0,0,0,-0,270.31,8.51,0,0,10.48,0,81.69,19.22,5.96,20.73,23.64,3.24,17.85,30,115.29,86.69,134.79,15.23,130.04,0,100.13,12.64,0,163.39,0,10.5,29.28,43.68

20,04:45-05:00,0,37.02,0,0,0,0,0,0,14.67,37.67,14.67,37.66,0,43.99,0,10.63,0,0,0,0,-0,270.31,8.51,0,0,10.48,0,81.69,19.22,5.96,20.73,23.64,3.24,17.85,30,115.29,86.69,134.79,15.23,130.04,0,100.13,12.64,0,163.39,0,10.5,29.28,43.68

21,05:00-05:15,0,40.02,0,0,0,0,0,0,14.17,37,14.17,37,0,42.49,0,10.47,0,0,0,0,-0,270.31,8.51,0,0,10.48,0,81.69,19.22,5.78,20.73,23.64,3.24,17.75,30,115.29,86.69,134.79,15.23,130.04,0,100.13,12.64,0,163.39,0,10.34,28.27,43.68

22,05:15-05:30,0,40.02,0,0,0,0,0,0,13.33,35,13.33,35,0,40.01,0,10.45,0,0,0,0,-0,270.31,8.51,0,0,10.48,0,81.69,19.22,5.78,20.73,23.64,3.24,17.75,30,115.29,86.69,134.79,15.23,130.04,0,100.13,12.64,0,163.39,0,10.34,28.27,43.68

23,05:30-05:45,0,42.02,0,0,0,0,0,0,13.33,33.33,13.33,33.34,0,40.01,0,10.52,0,0,0,0,-0,270.31,8.51,0,0,10.48,0,81.69,19.22,5.78,20.73,23.64,3.24,17.75,30,115.29,86.69,134.79,15.23,130.04,0,100.13,12.64,0,163.39,0,10.34,28.27,43.68

24,05:45-06:00,0.2,42.02,1,0,0,0,0,0,13.33,32.67,13.33,32.66,0,40.01,0,10.64,0.08,0,0,0,-0,270.31,8.51,0,0,10.48,0,81.69,19.22,5.78,20.73,23.64,3.24,17.75,30,115.29,86.69,134.79,15.23,130.04,0,100.13,12.64,0,163.39,0,10.34,28.27,43.68

25,06:00-06:15,1.13,43.02,1,1,0.23,1.17,0,1,13.39,40,13.39,40,8.98,40.19,9.65,10.56,0.33,0,1,0,-0,270.31,8.51,0,0,10.48,0,81.69,19.22,5.78,20.73,23.64,3.24,17.75,30,115.29,86.69,134.79,15.23,130.04,0,100.13,12.64,0,163.39,0,10.19,27.26,43.68

26,06:15-06:30,2.12,43.02,3,2,1.57,7.87,0,2,13.17,39.33,13.17,39.34,15.1,39.49,15.65,10.39,0.94,0,2,1,-0,270.31,8.51,0,0,10.48,0,81.69,19.22,5.78,20.73,23.64,3.24,17.75,30,115.29,86.69,134.79,15.23,130.04,0,100.13,12.64,0,163.39,0,10.19,27.26,43.68

27,06:30-06:45,5.43,40.02,4,3,2.93,14.67,0,3,12.79,38.33,12.79,38.34,22.16,38.35,20.45,10.18,1.76,3,3,2,-0,270.31,8.51,0,0.82,10.48,0,81.69,19.22,5.78,20.73,23.64,3.24,17.75,30,115.29,86.69,134.79,15.23,130.04,0,100.13,12.64,1.06,163.39,1.06,10.19,27.26,43.68

28,06:45-07:00,8.15,39.62,6,4,3.55,17.74,0,6,12.23,36.67,12.23,36.66,30.6,36.66,27.68,10.04,2.8,5,7,3,-0,270.31,8.51,0,1.2,10.48,0,81.69,19.22,5.78,20.73,23.64,3.24,17.75,30,115.29,86.69,134.79,15.23,130.04,0,100.13,12.64,1.55,163.39,1.55,10.19,26.25,43.68

29,07:00-07:15,12.42,39.22,9,5,5.5,27.47,0,11,13.7,35,13.7,35,33,41.1,33,10.9,4.23,8,10,5,-0,270.31,8.51,0,1.72,10.48,0,81.69,19.22,5.68,20.73,23.64,3.24,17.67,30,115.29,86.69,134.79,15.23,130.04,0,100.13,12.64,2.22,163.39,2.22,10.19,26.25,43.68

30,07:15-07:30,17.3,38.42,12,7,7.64,38.22,0,13,15.03,33.33,15.03,33.34,33,45.09,33,12.22,6.15,13,12,6,-0,270.31,8.51,0,2.27,10.48,0,81.69,19.22,5.68,20.73,23.64,3.24,17.67,30,115.29,86.69,134.79,15.23,130.04,0,100.13,12.64,2.94,163.39,2.94,10.19,26.25,43.68

31,07:30-07:45,22.51,42.02,16,9,10.17,50.83,0,18,11.56,31.67,11.56,31.66,33,34.65,33,8.95,12.28,20,20,10,-0,231.87,8.51,0,2.82,10.48,0,81.69,19.22,5.68,20.73,23.64,3.24,17.67,30,70.08,66.83,134.79,15.23,102.32,0,100.13,12.64,3.65,163.39,3.65,10.19,26.75,43.68

32,07:45-08:00,27.94,42.02,21,12,13.04,65.22,0,22,11.82,30.67,11.82,30.66,33,35.46,33,8.94,13.93,28,25,12,-0,231.87,8.51,0,3.3,10.48,0,81.69,19.22,5.68,20.73,23.64,3.24,17.67,30,70.08,66.83,134.79,15.23,102.32,0,100.13,12.64,4.26,163.39,4.26,10.19,27.26,43.68

33,08:00-08:15,33.64,43.02,22,16,16.52,82.58,0,25,11.31,30.67,11.31,30.66,32.67,33.91,32.67,9.02,17.61,32.66,25,13,-0,231.87,8.51,0,3.94,10.48,0,81.69,19.22,5.59,20.73,26.5,3.24,17.67,26.5,70.08,55.89,134.79,15.23,84.06,0,81.69,12.64,5.1,163.39,5.1,10.12,27.76,43.68

34,08:15-08:30,39.3,43.02,27,19,20.28,101.39,0,28,11.32,30.33,11.32,30.34,33,33.96,33,9.15,18.54,33,32,16,-0,231.87,8.51,0,4.47,10.48,0,81.69,19.22,5.59,20.73,26.5,3.24,17.67,26.5,70.08,55.89,134.79,15.23,84.06,0,50.8,12.64,5.79,163.39,5.79,10.12,27.76,43.68

35,08:30-08:45,44.95,43.02,34,19,23.2,115.99,0,33,11.38,32,11.38,32,33,34.11,33,9.33,22.43,33,39,19,-0,231.87,8.51,0,5.07,10.48,0,81.69,19.22,5.59,20.73,26.5,3.24,17.67,26.5,70.08,55.89,134.79,15.23,84.06,0,50.8,12.64,6.56,163.39,6.56,10.12,25.74,43.68

36,08:45-09:00,50.69,43.02,39,20,26.08,130.38,0,37,11.39,32,11.39,32,33,34.16,33,9.57,24.54,33,45,23,-0,231.87,8.51,0,5.72,10.48,0,81.69,19.22,5.59,20.73,26.5,3.24,17.67,26.5,70.08,37.99,134.79,15.23,54.15,0,50.8,12.64,7.41,163.39,7.41,10.12,25.74,43.68

37,09:00-09:15,49,42.82,46,21,28.86,144.31,0,47,15.5,39.32,15.5,39.33,33,46.5,33,12.33,29.78,33,53,27,-0,231.87,8.51,0,6.38,10.48,0,81.69,19.22,5.59,20.73,26.61,3.24,17.57,26.61,70.08,37.99,134.79,15.23,54.15,0,50.8,12.64,8.26,163.39,8.26,10.12,25.74,43.68

38,09:15-09:30,53.33,42.42,52,25,31.65,158.23,0,51,15.5,42.21,15.5,42.2,33,46.5,33,13,35.87,33,60,30,-0,231.87,8.51,0,6.83,10.48,0,81.69,19.22,5.59,20.73,26.61,3.24,17.57,26.61,70.08,37.99,134.79,15.23,54.15,0,50.8,12.64,8.84,163.39,8.84,10.12,25.74,43.68

39,09:30-09:45,60.57,42.22,57,29,34.43,172.16,0,59,15.5,45.38,15.5,45.37,33,46.5,33,14,42.53,33,67,33,-0,231.87,8.51,0,7.57,10.48,0,81.69,19.22,5.59,20.73,26.61,3.24,17.57,26.61,70.08,37.99,134.79,15.23,54.15,0,50.8,12.64,9.79,163.39,9.79,10.12,25.74,43.68

40,09:45-10:00,67.77,42.02,60,31,36.35,181.73,0,64,15.5,48.79,15.5,48.78,33,46.5,33,15,49.53,33,72,36,-0,231.87,8.51,0,8.31,10.48,0,81.69,19.22,5.59,20.73,26.61,3.24,17.57,26.61,70.08,55.89,134.79,15.23,84.06,0,50.8,12.64,10.75,163.39,10.75,10.12,25.74,43.68

41,10:00-10:15,71.92,42.02,67,31,37.03,185.16,0,69,15.33,43.33,15.33,43.34,33,46.01,33,16.33,55.79,33,77,38,-0,270.31,8.51,0,9.07,10.48,0,81.69,19.22,5.59,20.73,26.61,3.24,17.57,26.61,70.08,55.89,134.79,15.23,84.06,0,50.8,12.64,11.74,163.39,11.74,10.34,25.74,43.68

42,10:15-10:30,75.67,42.02,70,32,38.75,193.74,0,72,15.33,43.67,15.33,43.66,33,46.01,33,17.33,63,33,81,41,-0,270.31,8.51,0,9.63,10.48,0,81.69,19.22,5.59,20.73,26.61,3.24,17.57,26.61,70.08,55.89,134.79,15.23,84.06,0,50.8,12.64,12.46,163.39,12.46,10.34,25.74,43.68

43,10:30-10:45,79.17,42.02,73,36,37.5,187.5,0,71,15.5,49.33,15.5,49.34,33,46.5,33,16.67,74.77,33,83,42,-0,270.31,8.51,0,10.38,10.48,0,81.69,19.22,5.59,20.73,26.61,3.24,17.57,26.61,70.08,55.89,134.79,15.23,84.06,0,50.8,12.64,13.43,163.39,13.43,10.34,25.74,43.68

44,10:45-11:00,82.31,42.02,76,36,39.5,197.5,0,74,15.83,51.67,15.83,51.66,33,47.51,33,17,77.38,33,84,42,-0,270.31,8.51,0,10.98,10.48,0,81.69,19.22,5.59,20.73,26.61,3.24,17.57,26.61,70.08,55.89,134.79,15.23,84.06,0,50.8,12.64,14.21,163.39,14.21,10.34,25.74,43.68

45,11:00-11:15,83.88,42.02,79,38,41.5,207.5,0,81,16,52.67,16,52.66,33,48,33,17.33,79.73,33,87,43,-0,270.31,6.62,0,11.38,10.48,0,81.69,19.22,5.12,20.73,26.61,3.24,17.47,26.61,70.08,38.44,134.79,15.23,72.41,0,52.86,9.76,14.72,163.39,14.72,10.73,25.24,43.68

46,11:15-11:30,85.14,42.02,82,40,42.5,212.5,0,82,16.5,54,16.5,54,33,49.5,33,17.67,82.01,33,87,43,-0,270.31,6.62,0,11.83,10.48,0,81.69,19.22,5.12,20.73,26.61,3.24,17.47,26.61,70.08,38.44,134.79,15.23,72.41,0,52.86,9.76,15.31,163.39,15.31,10.73,25.24,43.68

47,11:30-11:45,90.75,42.02,76,40,42.5,212.5,0,81,22.5,68.33,22.5,68.34,33,67.5,33,21.67,84.24,33,87,43,-0,270.31,6.62,0,12.15,10.48,0,81.69,19.22,5.12,20.73,26.61,3.24,17.47,26.61,70.08,38.44,134.79,15.23,72.41,0,52.86,9.76,15.72,163.39,15.72,10.73,25.24,43.68

48,11:45-12:00,91.77,42.02,76,40,42.5,212.5,0,81,22.5,68.33,22.5,68.34,33,67.5,33,21.67,86.12,33,87,43,-0,270.31,6.62,0,12.38,10.48,0,81.69,19.22,5.12,20.73,26.61,3.24,17.47,26.61,70.08,38.44,134.79,15.23,72.41,0,52.86,9.76,16.02,163.39,16.02,10.73,25.24,43.68

49,12:00-12:15,91.15,42.02,76,40,45.83,229.17,0,85,28,66.67,28,66.66,33,84,33,27,87.81,33,85,43,-0,270.31,6.62,0,12.41,10.48,0,81.69,19.22,5.12,20.73,26.7,3.24,17.47,26.7,64.11,38.44,134.79,15.23,72.41,0,81.69,9.76,16.05,163.39,16.05,10.73,23.72,43.68

50,12:15-12:30,90.96,42.02,76,40,45.83,229.17,0,85,28.5,65.67,28.5,65.66,33,85.5,33,26.67,87.84,33,85,43,-0,270.31,6.62,0,12.62,10.48,0,81.69,19.22,5.12,20.73,26.7,3.24,17.47,26.7,64.11,38.44,134.79,15.23,72.41,0,100.13,9.76,16.33,163.39,16.33,10.73,23.72,43.68

51,12:30-12:45,93.33,42.02,69,41,45.83,229.17,0,85,28.83,73.33,28.83,73.34,33,86.51,33,30,87.66,33,83,42,-0,270.31,6.62,0,12.24,10.48,0,81.69,19.22,5.59,20.73,26.7,3.24,17.47,26.7,64.11,56.34,134.79,15.23,104.14,0,100.13,9.76,15.85,163.39,15.85,10.73,23.72,43.68

52,12:45-13:00,93.33,42.02,69,41,45.83,229.17,0,85,29.17,73.33,29.17,73.34,33,87.49,33,30,87.41,33,81,41,-0,270.31,6.62,0,12.11,10.48,0,81.69,19.22,5.59,20.73,26.7,3.24,17.47,26.7,64.11,56.34,134.79,15.23,101.24,0,100.13,9.76,15.67,163.39,15.67,10.73,23.72,43.68

53,13:00-13:15,92.33,42.02,69,41,44.17,220.83,0,83,29.5,77,29.5,77,33,88.5,33,30,87.45,33,73,37,-0,270.31,6.62,0,12.37,10.48,0,81.69,19.22,5.78,20.73,26.7,3.24,17.47,26.7,64.11,56.34,134.79,15.23,101.24,0,100.13,9.76,16.01,163.39,16.01,10.73,23.72,43.68

54,13:15-13:30,91,42.02,69,40,44.17,220.83,0,82,29.83,77,29.83,77,33,89.51,33,30,97.37,33,70,35,-0,270.31,6.62,0,12.07,10.48,0,81.69,19.22,5.78,20.73,26.7,3.24,17.47,26.7,64.11,56.34,134.79,15.23,101.24,0,100.13,9.76,15.62,163.39,15.62,10.73,23.72,43.68

55,13:30-13:45,91.67,44.02,69,40,44.17,220.83,0,82,24.17,69.88,24.17,69.89,33,72.49,33,30.43,96.03,33,60,30,-0,270.31,4,0,11.81,10.48,0,81.69,19.22,5.78,20.73,26.7,3.24,17.47,26.7,64.11,66.83,134.79,15.23,101.48,0,100.13,6.88,15.29,163.39,15.29,10.73,23.72,26.21

56,13:45-14:00,91,44.02,69,40,43.33,216.67,0,80,23.33,69.44,23.33,69.44,33,70.01,33,31.9,95.7,33,59,29,-0,270.31,4,0,11.59,10.48,0,81.69,19.22,5.78,20.73,26.7,3.24,17.47,26.7,64.11,66.83,134.79,15.23,121.09,0,100.13,6.88,14.99,163.39,14.99,10.73,23.72,26.21

57,14:00-14:15,91.54,44.02,69,39,45.77,228.87,0,78,29.67,76.67,29.67,76.66,33,88.99,33,32.27,89.79,33,50,25,-0,270.31,4,0,11.46,10.48,0,81.69,19.22,5.96,20.73,26.7,3.24,17.67,26.7,64.11,66.83,134.79,15.23,101.24,0,100.13,6.88,14.84,163.39,14.84,10.73,23.72,26.21

58,14:15-14:30,88.23,44.02,69,39,44.43,222.13,0,74,29.67,76.67,29.67,76.66,33,88.99,33,31.9,85.5,33,48,24,-0,270.31,4,0,11.37,10.48,0,81.69,19.22,5.96,20.73,26.7,3.24,17.67,26.7,64.11,66.83,134.79,15.23,101.24,0,100.13,6.88,14.71,163.39,14.71,10.73,23.72,26.21

59,14:30-14:45,78.33,44.02,46,39,44.17,220.83,0,70,29,76.67,29,76.66,33,87,33,31.53,69.6,33,50,25,-0,270.31,4,0,11.31,10.48,0,81.69,19.22,5.96,20.73,26.7,0,17.67,26.7,64.11,66.83,134.79,15.23,101.24,0,100.13,6.88,14.65,163.39,14.65,10.73,24.23,26.21

60,14:45-15:00,76.67,44.02,45,38,43.33,216.67,0,68,28.17,76.67,28.17,76.66,33,84.49,33,31.17,63.35,33,48,24,-0,270.31,4,0,10.74,10.48,0,81.69,19.22,5.96,20.73,26.7,0,17.67,26.7,64.11,66.83,134.79,15.23,101.24,0,100.13,6.88,13.89,163.39,13.89,10.73,24.23,26.21

61,15:00-15:15,75,44.02,33,30,43.37,216.82,0,61,27.67,76.67,27.67,76.66,33,82.99,33,30.8,57.03,33,50,25,-0,270.31,4,0,6.56,10.48,0,81.69,19.22,6.15,20.73,26.7,0,18.03,26.7,64.11,66.83,134.79,15.23,101.24,0,100.13,6.88,8.5,163.39,8.5,10.73,25.74,26.21

62,15:15-15:30,72.51,44.02,30,28,41.12,205.6,0,58,27.33,76,27.33,76,33,82.01,33,30.8,51.26,33,50,25,-0,270.31,4,0,6.56,10.48,0,81.69,19.22,6.15,20.73,26.7,0,18.03,26.7,64.11,66.83,134.79,15.23,101.24,0,100.13,6.88,8.5,163.39,8.5,10.73,25.74,26.21

63,15:30-15:45,57.15,44.02,24,26,38.35,191.75,0,37,27.67,75,27.67,75,33,82.99,33,30.43,51.91,33,30,15,-0,270.31,4,0,6.56,10.48,0,81.69,19.22,6.15,20.73,26.7,0,18.03,26.7,64.11,66.83,134.79,15.23,101.24,0,100.13,6.83,8.5,163.39,8.5,10.73,26.25,26.21

64,15:45-16:00,53.52,44.02,22,23,35.6,177.99,0,33,28,74,28,74,33,84,33,30.07,52.01,33,28,14,-0,270.31,4,0,6.56,10.48,0,81.69,19.22,6.15,20.73,26.7,0,18.03,26.7,64.11,66.83,134.79,15.23,101.24,0,100.13,6.83,8.5,163.39,8.5,10.73,26.25,26.21

65,16:00-16:15,48.81,44.02,21,12,27.89,139.43,0,30,30.83,76.67,30.83,76.66,33,92.51,33,33.33,49.7,24,27,13,-0,270.31,4,0,6.89,10.48,0,81.69,19.22,6.43,20.73,26.7,0,18.21,26.7,64.11,66.83,134.79,15.23,101.24,0,100.13,6.75,8.92,163.39,8.92,10.73,27.26,26.21

66,16:15-16:30,44.44,44.02,19,11,24.75,123.74,0,27,30.83,76.67,30.83,76.66,33,92.51,33,33.33,45.81,16,27,13,-0,270.31,4,0,6.56,10.48,0,81.69,19.22,6.43,20.73,26.7,0,18.21,26.7,64.11,66.83,134.79,15.23,101.24,0,100.13,6.75,8.5,163.39,8.5,10.73,27.26,26.21

67,16:30-16:45,23.33,44.02,18,10,14.17,70.83,0,27,34.33,79.67,34.33,79.66,33,103.01,33,35,38.05,8,15,7,-0,270.31,4,0,5.96,10.48,0,81.69,19.22,6.43,20.73,26.7,0,18.21,26.7,64.11,66.83,134.79,15.23,101.24,0,100.13,6.75,7.7,163.39,7.7,10.73,27.26,26.21

68,16:45-17:00,21.67,44.02,18,9,13.33,66.67,0,27,34.33,78.67,34.33,78.66,33,103.01,33,34,30.57,5,15,7,-0,270.31,4,0,5.17,10.48,0,81.69,19.22,6.43,20.73,26.7,0,18.21,26.7,64.11,66.83,134.79,15.23,101.24,0,100.13,6.75,6.7,163.39,6.7,10.73,27.26,26.21

69,17:00-17:15,20,46.82,18,10,12.5,62.5,0,23,33.71,75.67,33.71,75.66,33,101.1,33,33.33,23.76,2,10,5,-0,270.31,4,0,2.44,10.48,0,81.69,19.22,6.71,20.73,26.7,0,18.67,26.7,64.11,66.83,134.79,15.23,101.32,0,100.13,6.75,3.16,163.39,3.16,10.73,28.77,26.21

