Block,Time Block,NLCIIST2,NLCIIST1,KHSTPP-I,JHAJJAR,KGSU1AND2,KOTESHWR,KGSU3AND4,KHSTPP-II,KKNP,KKNPPU2,KOLDAM,KISHANGANGA,NLCEXP,CHAMERA3,CHAMERA2,DHAULIGNGA,FSTPP I & II,DADRT2,DULHASTI,CHAMERA1,NJPC,NAPP,MAPS,RAMPUR,NTPL,PARBATI3,BSIUL,BRBCL,NNTPP,NLCTS2EXP,ANTA_RF,AURY_LF,DADRI_RF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_LF,ANTA_GF,DADRI_GF,AURY_CRF,AURY_RF,ANTA_CRF,KUDGI,TANDA2,TEHRI,UNCHAHAR3,UNCHAHAR2,URI,TANAKPUR,UNCHAHAR1,VALLURNTECL,TelanganaSTPP,UNCHAHAR4,URI2,TALST2,TALA,RSTPSU1TO6,RAPPC,RSTPSU7,SALAL,RIHAND3,SASAN,RAPPB,SIMHST1,RIHAND2,SIMHST2,RIHAND1,SEWA2,SINGRAULI,SINGRAULI_HYDRO,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
61,15:00-15:15,0,0,42.71,300.15,0,8.55,0,142.93,0,0,0,0,0,0,2.31,8.78,20.05,226.56,31.77,0,22.54,40.25,0,0,0,0,0,14.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.92,30.48,2.13,6.79,14.49,0,0,0,4.4,0,0,0,50.02,0,20.15,119.82,323.11,0,0,114.46,0,88.67,0,134.62,0,0,0,0,0,0

62,15:15-15:30,0,0,42.71,300.15,0,8.55,0,142.93,0,0,0,0,0,0,2.31,8.78,20.05,231.17,31.77,0,22.54,40.25,0,0,0,0,0,14.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.92,30.48,2.13,6.79,14.49,0,0,0,4.4,0,0,0,50.02,0,20.15,119.82,323.11,0,0,114.46,0,88.67,0,134.62,0,0,0,0,0,0

63,15:30-15:45,0,0,42.71,317.49,0,8.55,0,142.93,0,0,0,0,0,0,2.31,8.78,20.05,203.76,31.77,0,22.54,40.25,0,0,0,0,0,14.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.52,35.07,2.13,6.79,16.63,0,0,0,4.4,0,0,0,50.02,0,12.32,119.82,271.07,0,0,114.46,0,88.67,0,134.62,0,0,0,0,0,0

64,15:45-16:00,0,0,42.71,330.18,0,8.55,0,142.93,0,0,0,0,0,0,2.31,8.78,20.05,205.85,31.77,0,22.54,40.25,0,0,0,0,0,14.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.52,35.07,2.13,6.79,16.63,0,0,0,4.4,0,0,0,50.02,0,12.32,119.82,243.96,0,0,114.46,0,88.67,0,134.62,0,0,0,0,0,0

65,16:00-16:15,0,0,42.71,330.18,0,8.55,0,142.93,0,0,0,0,0,0,2.31,8.78,20.05,186.16,31.77,0,22.54,40.25,0,0,0,0,0,14.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.52,35.07,2.13,6.79,16.63,0,0,0,4.4,0,0,0,50.02,0,12.32,119.82,243.96,0,0,114.46,0,88.67,0,134.62,0,0,0,0,0,0

66,16:15-16:30,0,0,42.71,231.47,0,8.55,0,142.93,0,0,0,0,0,0,2.31,8.78,20.05,198.86,31.77,0,22.54,40.25,0,0,0,0,0,14.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.52,35.07,2.13,6.79,16.63,0,0,0,4.4,0,0,0,50.02,0,12.32,119.82,243.96,0,0,114.46,0,88.67,0,134.62,0,0,0,0,0,0

67,16:30-16:45,0,0,42.71,231.47,0,8.55,0,142.93,0,0,0,0,0,0,2.31,8.78,20.05,233.92,31.77,0,22.54,40.25,0,0,0,15.33,0,14.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.39,20.52,35.07,1.28,6.79,16.63,0,0,0,4.4,0,0,0,50.02,0,12.32,119.82,243.96,0,0,114.46,0,88.67,0,134.62,0,0,0,0,0,0

68,16:45-17:00,0,0,42.71,231.47,0,8.55,0,142.93,0,0,0,0,0,0,2.31,8.78,20.05,242.1,31.77,0,41.08,40.25,0,0,0,15.33,0,14.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.39,25.43,40.87,1.28,6.79,19.82,0,0,0,4.4,0,0,0,50.02,0,12.32,119.82,243.96,0,0,114.46,0,88.67,2.57,134.62,0,0,0,0,0,0

69,17:00-17:15,0,0,42.71,309.92,0,8.55,0,142.93,0,0,0,0,0,0,2.31,8.78,20.05,284.29,47.64,0,63.89,40.25,0,0,0,0,0,14.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.39,25.43,40.87,1.28,6.79,19.82,0,0,0,4.4,0,0,0,50.02,0,12.32,119.82,243.96,0,0,114.46,0,88.67,2.57,134.62,0,0,0,0,0,0

70,17:15-17:30,0,0,42.71,399.17,0,8.55,0,142.93,0,0,0,0,0,9.33,3.86,17.57,20.05,329.21,47.64,11.42,82.14,40.25,0,0,0,0,1.06,14.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.79,25.43,40.87,1.28,6.79,19.82,0,0,0,4.4,0,0,0,50.02,0,12.32,119.82,243.96,0,0,114.46,0,88.67,2.57,134.62,0,0,0,0,0,0

71,17:30-17:45,0,0,42.71,484.13,0,8.55,0,142.93,0,0,0,0,0,18.66,15.41,26.49,20.05,329.21,47.64,27.08,109.53,40.25,0,0,0,0,6.28,14.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,25.43,40.87,1.28,6.79,19.82,0,0,0,4.4,0,0,0,50.02,0,25.76,119.82,243.96,0,0,114.46,0,88.67,6.93,134.62,0,0,0,0,0,0

72,17:45-18:00,0,0,42.71,484.13,0,19.01,0,142.93,0,0,0,0,0,28.01,39.31,36.29,20.05,329.21,48.12,40.62,135.26,40.25,0,0,0,0,18.85,14.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.99,25.43,40.87,1.28,7.4,19.82,0,0,0,4.4,0,0,0,50.02,0,76.51,119.82,243.96,0,0,114.46,0,88.67,15.24,134.62,0,0,0,0,0,0

73,18:00-18:15,0,0,42.71,484.13,0,19.01,0,142.93,0,0,0,0,0,28.01,39.31,36.29,20.05,329.21,48.12,40.62,135.26,40.25,0,0,0,0,18.85,14.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.99,25.43,40.87,2.13,7.4,19.82,0,0,0,4.4,0,0,0,50.02,0,76.51,119.82,243.96,0,0,114.46,0,88.67,15.24,134.62,0,0,0,0,0,0

74,18:15-18:30,0,0,42.71,484.13,0,19.01,0,142.93,0,0,0,0,0,28.01,39.31,36.29,20.05,329.21,48.12,40.62,135.26,40.25,0,0,0,0,18.85,14.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.99,25.43,40.87,2.13,7.4,19.82,0,0,0,4.4,0,0,0,50.02,0,76.51,119.82,243.96,0,0,114.46,0,88.67,15.24,134.62,0,0,0,0,0,0

75,18:30-18:45,0,0,42.71,484.13,0,19.01,0,142.93,0,0,0,0,0,28.01,39.31,36.29,20.05,329.21,48.12,40.62,135.26,40.25,0,0,0,0,18.85,14.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.99,25.43,40.87,2.13,7.4,19.82,0,0,0,4.4,0,0,0,50.02,0,76.51,119.82,243.96,0,0,114.46,0,88.67,15.24,134.62,0,0,0,0,0,0

76,18:45-19:00,0,0,42.71,484.13,0,19.01,0,142.93,0,0,0,0,0,28.01,39.31,36.29,20.05,329.21,48.12,40.62,135.26,40.25,0,0,0,0,18.85,14.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.99,25.43,40.87,4.25,7.4,19.82,0,0,0,4.4,0,0,0,50.02,0,25.76,119.82,243.96,0,0,114.46,0,88.67,15.24,134.62,0,0,0,0,0,0

77,19:00-19:15,0,0,42.71,484.13,0,19.01,0,142.93,0,0,0,0,0,28.01,39.31,36.29,20.05,329.21,48.12,40.62,135.26,40.25,0,0,0,3.06,18.85,14.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.99,25.43,40.87,37.77,7.4,19.82,0,0,0,4.4,0,0,0,50.02,0,12.32,119.82,243.96,0,0,114.46,0,88.67,15.24,134.62,0,0,0,0,0,0

78,19:15-19:30,0,0,42.71,484.13,0,19.01,0,142.93,0,0,0,0,0,28.01,39.31,36.29,20.05,329.21,48.12,40.62,135.26,40.25,0,0,0,15.95,18.85,14.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.99,25.43,40.87,37.77,7.4,19.82,0,0,0,4.4,0,0,0,50.02,0,12.32,119.82,243.96,0,0,114.46,0,88.67,15.24,134.62,0,0,0,0,0,0

79,19:30-19:45,0,0,42.71,452.18,0,19.01,0,142.93,0,0,0,0,0,28.01,39.31,36.29,20.05,327.48,48.12,40.62,135.26,40.25,0,0,0,15.95,18.85,14.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.99,25.43,40.87,4.25,7.4,19.82,0,0,0,4.4,0,0,0,50.02,0,12.32,119.82,243.96,0,0,114.46,0,88.67,15.24,134.62,0,0,0,0,0,0

80,19:45-20:00,0,0,42.71,452.18,0,8.55,0,142.93,0,0,0,0,0,18.66,25.69,26.49,20.05,327.48,47.64,27.08,95.83,40.25,0,0,0,15.95,6.28,14.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.99,25.43,40.87,2.13,7.4,19.82,0,0,0,4.4,0,0,0,50.02,0,2.25,119.82,243.96,0,0,114.46,0,88.67,7.71,134.62,0,0,0,0,0,0

81,20:00-20:15,0,0,42.71,373.14,0,8.55,0,142.93,0,0,0,0,0,9.33,20.56,17.57,20.05,327.48,31.77,27.08,77.58,40.25,0,0,0,15.95,6.28,14.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.99,25.43,40.87,2.13,7.4,19.82,0,0,0,4.4,0,0,0,50.02,0,2.25,119.82,243.96,0,0,114.46,0,88.67,7.71,134.62,0,0,0,0,0,0

82,20:15-20:30,0,0,42.71,415.55,0,8.55,0,142.93,0,0,0,0,0,9.33,2.31,8.78,20.05,327.48,31.77,11.58,59.33,40.25,0,0,0,15.95,0,14.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.26,25.43,40.87,2.13,7.4,19.82,0,0,0,4.4,0,0,0,50.02,0,2.25,119.82,243.96,0,0,114.46,0,88.67,7.71,134.62,0,0,0,0,0,0

83,20:30-20:45,0,0,42.71,392.42,0,8.55,0,142.93,0,0,0,0,0,9.33,2.31,8.78,20.05,327.48,15.88,11.58,38.34,40.25,0,0,0,15.95,0,14.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.17,25.43,40.87,2.13,7.4,19.82,0,0,0,4.4,0,0,0,50.02,0,2.25,119.82,243.96,0,0,114.46,0,88.67,7.71,134.62,0,0,0,0,0,0

84,20:45-21:00,0,0,42.71,392.42,0,8.55,0,142.93,0,0,0,0,0,9.33,2.31,8.78,20.05,327.48,15.88,0,38.34,40.25,0,0,0,3.06,0,14.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.17,25.43,40.87,2.13,7.4,19.82,0,0,0,4.4,0,0,0,50.02,0,2.25,119.82,243.96,0,0,114.46,0,88.67,7.71,134.62,0,0,0,0,0,0

85,21:00-21:15,0,0,42.71,442.94,0,8.55,0,142.93,0,0,0,0,0,9.33,2.31,8.78,20.05,327.48,15.88,0,38.34,40.25,0,0,0,3.06,0,14.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.17,25.43,40.87,4.25,7.4,19.82,0,0,0,4.4,0,0,0,50.02,0,2.25,119.82,243.96,0,0,114.46,0,88.67,7.59,134.62,0,0,0,0,0,0

86,21:15-21:30,0,0,42.71,442.94,0,8.55,0,142.93,0,0,0,0,0,9.33,2.31,8.78,20.05,327.48,15.88,0,38.34,40.25,0,0,0,0,0,14.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.17,25.43,40.87,37.77,7.4,19.82,0,0,0,4.4,0,0,0,50.02,0,2.25,119.82,243.96,0,0,114.46,0,88.67,2.57,134.62,0,0,0,0,0,0

87,21:30-21:45,0,0,42.71,442.94,0,8.55,0,142.93,0,0,0,0,0,0,2.31,8.78,20.05,327.48,15.88,0,38.34,40.25,0,0,0,0,0,14.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.79,25.43,40.87,37.77,7.4,19.82,0,0,0,18.15,0,0,0,50.02,0,2.25,119.82,243.96,0,0,114.46,0,88.67,0,134.62,0,0,0,0,0,0

88,21:45-22:00,0,0,42.71,442.94,0,8.55,0,142.93,0,0,0,0,0,0,2.31,8.78,20.05,327.48,15.88,0,38.34,40.25,0,0,0,0,0,14.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.79,25.43,40.87,4.25,7.4,19.82,0,0,0,18.15,0,0,0,50.02,0,2.25,119.82,243.96,0,0,114.46,0,88.67,0,134.62,0,0,0,0,0,0

89,22:00-22:15,0,0,42.71,375.48,0,8.55,0,142.93,0,0,0,0,0,0,2.31,8.78,20.05,327.48,15.88,0,38.34,40.25,0,0,0,0,0,14.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.79,25.43,40.87,2.13,7.4,19.82,0,0,0,18.15,0,0,0,50.02,0,2.25,119.82,243.96,0,0,114.46,0,88.67,0,134.62,0,0,0,0,0,0

90,22:15-22:30,0,0,42.71,375.48,0,8.55,0,142.93,0,0,0,0,0,0,2.31,8.78,20.05,327.48,15.88,0,38.34,40.25,0,0,0,0,0,14.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.79,25.43,40.87,2.13,7.4,19.82,0,0,0,18.15,0,0,0,50.02,0,2.25,119.82,243.96,0,0,114.46,0,88.67,0,134.62,0,0,0,0,0,0

91,22:30-22:45,0,0,42.71,375.48,0,8.55,0,142.93,0,0,0,0,0,0,2.31,8.78,20.05,327.48,15.88,0,38.34,40.25,0,0,0,0,0,14.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.79,25.43,40.87,2.13,7.4,19.82,0,0,0,18.15,0,0,0,50.02,0,2.25,119.82,243.96,0,0,114.46,0,88.67,0,134.62,0,0,0,0,0,0

92,22:45-23:00,0,0,42.71,375.48,0,8.55,0,142.93,0,0,0,0,0,0,2.31,8.78,20.05,327.48,15.88,0,38.34,40.25,0,0,0,0,0,14.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.79,25.43,40.87,2.13,7.4,19.82,0,0,0,18.15,0,0,0,50.02,0,2.25,119.82,243.96,0,0,114.46,0,88.67,0,134.62,0,0,0,0,0,0

93,23:00-23:15,0,0,42.71,375.48,0,8.55,0,142.93,0,0,0,0,0,0,2.31,8.78,20.05,327.48,15.88,0,38.34,40.25,0,0,0,0,0,14.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.79,25.43,40.87,2.13,7.4,19.82,0,0,0,4.4,0,0,0,50.02,0,2.25,119.82,243.96,0,0,114.46,0,88.67,0,134.62,0,0,0,0,0,0

94,23:15-23:30,0,0,42.71,375.48,0,8.55,0,142.93,0,0,0,0,0,0,2.31,8.78,20.05,327.48,15.88,0,38.34,40.25,0,0,0,0,0,14.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.79,25.43,40.87,2.13,7.4,19.82,0,0,0,4.4,0,0,0,50.02,0,2.25,119.82,243.96,0,0,114.46,0,88.67,0,134.62,0,0,0,0,0,0

95,23:30-23:45,0,0,42.71,375.48,0,8.55,0,142.93,0,0,0,0,0,0,2.31,8.78,20.05,327.48,15.88,0,38.34,40.25,0,0,0,0,0,14.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.79,25.43,40.87,37.77,7.4,19.82,0,0,0,4.4,0,0,0,50.02,0,2.25,119.82,243.96,0,0,114.46,0,88.67,0,134.62,0,0,0,0,0,0

96,23:45-24:00,0,0,42.71,375.48,0,8.55,0,142.93,0,0,0,0,0,0,2.31,8.78,20.05,327.48,15.88,0,38.34,40.25,0,0,0,0,0,14.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.79,25.43,40.87,37.77,7.4,19.82,0,0,0,4.4,0,0,0,50.02,0,2.25,119.82,243.96,0,0,114.46,0,88.67,0,134.62,0,0,0,0,0,0

