Block,Time,BSIUL,DHAULIGNGA,FSTPP I & II,KUDGI,NLCTS2EXP,PARBATI3,SINGRAULI,TANAKPUR,UNCHAHAR4,VALLURNTECL,BRBCL,DADRT2,KGSU3AND4,KHSTPP-I,NTPL,RAPPB,RAPPC,RIHAND1,TALA,AURY_CRF,CHAMERA3,KKNP,NLCIIST2,NNTPP,RIHAND2,RSTPSU1TO6,SEWA2,UNCHAHAR2,ANTA_RF,DADRI_CRF,DULHASTI,KHSTPP-II,MAPS,NLCIIST1,RAMPUR,RIHAND3,CHAMERA2,KISHANGANGA,NJPC,SINGRAULI_HYDRO,TANDA2,TEHRI,CHAMERA1,KKNPPU2,KOTESHWR,PARBATI2,SALAL,SASAN,SIMHST1,ANTA_CRF,ANTA_GF,ANTA_LF,AURY_RF,DADRI_GF,JHAJJAR,KGSU1AND2,KOLDAM,NAPP,NLCEXP,TelanganaSTPP,UNCHAHAR1,URI,URI2,AURY_LF,DADRI_RF,RSTPSU7,SIMHST2,TALST2,UNCHAHAR3,AURY_GF,DADRI_LF
10,02:15-02:30,6.52,0,13.9,0,0,0,129.09,6.27,1.88,0,20,688.87,0,45.83,0,0,69.94,95.98,0,0,0,0,0,0,123.03,0,18.88,44.97,53.7,0,19.81,148.3,0,0,0,129.05,0,5.63,0,0.87,5.65,0,0,0,10.41,0,26.73,418.77,0,0,0,0,85.35,0,513.51,0,0,52.26,0,0,21.63,35.88,39.63,0,74.38,0,0,0,27.67,0,0

11,02:30-02:45,6.52,0,13.9,0,0,0,129.09,6.27,3.18,0,20,688.87,0,45.83,0,0,69.94,95.98,0,0,0,0,0,0,123.03,0,18.88,44.97,53.7,0,19.81,148.3,0,0,0,129.05,0,5.63,0,0.87,5.65,0,0,0,10.41,0,26.73,418.77,0,0,0,0,85.35,0,513.51,0,0,52.26,0,0,21.63,35.88,39.63,0,74.38,0,0,0,27.67,0,0

12,02:45-03:00,6.52,0,13.9,0,0,0,131.52,6.27,3.18,0,20,688.87,0,45.83,0,0,69.94,95.98,0,0,0,0,0,0,123.03,0,18.88,44.97,53.7,0,19.81,148.3,0,0,0,129.05,0,5.63,0,0.87,5.65,0,0,0,10.41,0,26.73,418.77,0,0,0,0,85.35,0,513.51,0,0,52.26,0,0,21.63,35.88,39.63,0,74.38,0,0,0,27.67,0,0

13,03:00-03:15,6.52,0,13.9,0,0,0,131.52,6.27,3.18,0,20,688.87,0,45.83,0,0,69.94,95.98,0,0,0,0,0,0,123.03,0,18.88,44.97,53.97,0,19.81,148.3,0,0,0,129.05,0,5.63,0,0.95,5.65,0,0,0,10.41,0,26.73,418.77,0,0,0,0,85.35,0,513.51,0,0,52.26,0,0,21.63,35.88,38.05,0,74.38,0,0,0,27.67,0,0

14,03:15-03:30,6.52,0,13.9,0,0,0,133.94,6.27,3.18,0,20,688.87,0,45.83,0,0,69.94,95.98,0,0,0,0,0,0,123.03,0,18.88,44.97,54.37,0,19.81,148.3,0,0,0,129.05,0,5.63,0,0.95,5.65,0,0,0,10.41,0,26.73,418.77,0,0,0,0,85.35,0,513.51,0,0,52.26,0,0,21.63,35.88,38.05,0,74.38,0,0,0,27.67,0,0

15,03:30-03:45,6.52,0,13.9,0,0,0,136.36,0,3.18,0,20,688.87,0,45.83,0,0,69.94,95.98,0,0,0,0,0,0,123.03,0,18.88,44.97,54.37,0,19.81,148.3,0,0,0,129.05,0,5.63,0,0.95,5.65,0,0,0,10.41,0,26.73,418.77,0,0,0,0,85.35,0,513.51,0,0,52.26,0,0,21.63,35.88,38.05,0,74.38,0,0,0,27.67,0,0

16,03:45-04:00,6.52,0,13.9,0,0,0,137.98,0,3.18,0,20,688.87,0,45.83,0,0,69.94,95.98,0,0,0,0,0,0,123.03,0,18.88,44.97,54.37,0,19.81,148.3,0,0,0,129.05,0,5.63,0,0.95,5.65,13.06,0,0,10.41,0,26.73,418.77,0,0,0,0,85.35,0,513.51,0,0,52.26,0,0,21.63,35.88,38.05,0,74.38,0,0,0,27.67,0,0

17,04:00-04:15,6.52,0,13.9,0,0,0,137.98,0,3.18,0,20,688.87,0,45.83,0,0,69.94,95.98,0,0,0,0,0,0,123.03,0,18.88,44.97,54.37,0,19.81,148.3,0,0,0,129.05,0,5.63,0,0.95,5.65,13.06,0,0,10.41,0,26.73,418.77,0,0,0,0,85.35,0,513.51,0,0,52.26,0,0,21.63,35.88,38.05,0,74.38,0,0,0,27.67,0,0

18,04:15-04:30,6.52,0,13.9,0,0,0,137.98,0,3.18,0,20,688.87,0,45.83,0,0,69.94,95.98,0,0,0,0,0,0,123.03,0,18.88,44.97,54.37,0,19.81,148.3,0,0,0,129.05,0,5.63,0,0.95,5.65,26.11,0,0,10.41,0,26.73,418.77,0,0,0,0,85.35,0,513.51,0,0,52.26,0,0,21.63,35.88,38.05,0,74.38,0,0,0,27.67,0,0

19,04:30-04:45,6.52,0,13.9,0,0,0,137.98,0,1.88,0,20,688.87,0,45.83,0,0,69.94,95.98,0,0,0,0,0,0,123.03,0,18.88,44.97,54.37,0,19.81,148.3,0,0,0,129.05,0,5.63,0,0.95,5.65,26.11,0,0,10.41,0,26.73,418.77,0,0,0,0,85.35,0,513.51,0,0,52.26,0,0,21.63,35.88,38.05,0,74.38,0,0,0,27.67,0,0

20,04:45-05:00,13.04,0,13.9,0,0,0,137.98,0,3.18,0,20,688.87,0,45.83,0,0,69.94,95.98,0,0,0,0,0,0,123.03,0,18.88,44.97,54.37,0,19.81,148.3,0,0,1.09,129.05,0,5.63,27.63,0.95,5.65,26.11,0,0,10.41,0,26.73,418.77,0,0,0,0,85.35,0,513.51,0,0,52.26,0,0,21.63,35.88,38.05,0,74.38,0,0,0,27.67,0,0

21,05:00-05:15,13.04,0,13.9,0,0,0,137.98,0,3.18,0,20,688.87,0,45.83,0,0,69.94,95.98,0,0,0,0,0,0,123.03,0,18.88,44.97,54.37,0,19.81,148.3,0,0,2.18,129.05,0,5.63,55.26,0.95,5.65,26.11,0,0,10.41,0,26.73,418.77,0,0,0,0,85.35,0,513.51,0,0,52.26,0,0,21.63,35.88,38.05,0,74.38,0,0,0,27.67,0,0

22,05:15-05:30,13.04,0,13.9,0,0,0,137.98,0,1.88,0,20,688.87,0,45.83,0,0,69.94,95.98,0,0,0,0,0,0,123.03,0,18.88,44.97,54.37,0,19.81,148.3,0,0,2.18,129.05,0,5.63,55.26,0.95,4.35,26.11,0,0,10.41,0,26.73,418.77,0,0,0,0,85.35,0,513.51,0,0,52.26,0,0,21.63,35.88,38.05,0,74.38,0,0,0,27.67,0,0

23,05:30-05:45,13.04,0,13.9,0,0,0,137.98,0,1.88,0,20,688.87,0,45.83,0,0,69.94,95.98,0,0,0,0,0,0,123.03,0,18.88,44.87,54.37,0,19.81,148.3,0,0,2.18,129.05,0,5.63,55.26,0.95,4.35,26.11,0,0,10.41,0,26.73,418.77,0,0,0,0,85.35,0,513.51,0,0,52.26,0,0,21.63,35.88,38.05,0,74.38,0,0,0,27.67,0,0

24,05:45-06:00,13.04,0,13.9,0,0,0,137.98,0,1.88,0,20,688.87,0,45.83,0,0,69.94,95.98,0,0,0,0,0,0,123.03,0,18.88,44.87,54.37,0,19.81,148.3,0,0,2.18,129.05,0,5.63,55.26,0.95,4.35,26.11,0,0,10.41,0,26.73,418.77,0,0,0,0,85.35,0,513.51,0,0,52.26,0,0,21.63,35.88,38.05,0,74.38,0,0,0,27.67,0,0

25,06:00-06:15,13.04,0,13.9,0,0,0,137.98,0,1.88,0,20,688.67,0,45.83,0,0,69.94,95.98,0,0,0,0,0,0,123.03,0,18.88,44.47,54.37,0,39.62,148.3,0,0,2.18,129.05,0,5.63,55.26,0.95,4.35,26.11,0,0,10.41,0,26.73,418.77,0,0,0,0,85.35,0,513.51,0,0,52.26,0,0,21.63,39.75,38.05,0,74.38,0,0,0,27.67,0,0

26,06:15-06:30,13.04,0,13.9,0,0,0,137.98,0,1.88,0,20,688.67,0,45.83,0,0,69.94,95.98,0,0,0,0,0,0,123.03,0,18.88,44.47,54.37,0,39.62,148.3,0,0,2.18,129.05,0,5.63,55.26,0.95,4.35,26.11,0,0,10.41,0,26.73,418.77,0,0,0,0,85.35,0,513.51,0,0,52.26,0,0,21.63,39.75,38.05,0,74.38,0,0,0,27.67,0,0

27,06:30-06:45,13.04,0,13.9,0,0,0,137.98,0,1.88,0,20,688.67,0,45.83,0,0,69.94,95.98,0,0,0,0,0,0,123.03,0,18.88,44.57,54.37,0,39.62,148.3,0,0,2.18,129.05,0,5.63,55.26,0.95,4.35,26.11,0,0,10.41,0,26.73,418.77,0,0,0,0,85.35,0,513.51,0,0,52.26,0,0,21.63,39.75,38.05,0,74.38,0,0,0,27.67,0,0

28,06:45-07:00,13.04,0,13.9,0,0,0,137.98,0,1.88,0,20,688.67,0,45.83,0,0,69.94,92.78,0,0,0,0,0,0,123.03,0,18.88,44.57,54.37,0,39.62,148.3,0,0,2.18,129.05,0,5.63,55.26,0.95,4.35,26.11,0,0,10.41,0,29.04,418.77,0,0,0,0,85.35,0,513.51,0,0,52.26,0,0,21.63,39.75,38.05,0,74.38,0,0,0,27.67,0,0

29,07:00-07:15,13.04,0,13.9,0,0,0,137.98,0,1.88,0,20,688.59,0,45.83,0,0,69.94,95.98,0,0,0,0,0,0,123.03,0,18.88,44.67,54.11,0,39.62,148.3,0,0,2.18,129.05,0,5.63,55.26,0.95,4.35,26.11,0,0,10.41,0,13.36,418.77,0,0,0,0,85.35,0,484.51,0,0,52.26,0,0,21.63,35.88,38.05,0,74.38,0,0,0,27.67,0,0

30,07:15-07:30,13.04,0,13.9,0,0,0,137.98,0,1.88,0,20,688.87,0,45.83,0,0,69.94,95.98,0,0,0,0,0,0,123.03,0,18.88,44.97,54.11,0,39.62,148.3,0,0,2.18,129.05,0,5.63,55.26,0.95,4.35,26.11,0,0,10.41,0,13.36,418.77,0,0,0,0,85.35,0,484.51,0,0,52.26,0,0,21.63,35.88,38.05,0,74.38,0,0,0,27.67,0,0

31,07:30-07:45,13.04,0,13.9,0,0,0,137.98,0,3.18,0,20,688.87,0,45.83,0,0,69.94,95.98,0,0,0,0,0,0,123.03,0,18.88,44.97,54.11,0,39.62,148.3,0,0,2.18,129.05,0,5.63,55.26,0.95,5.65,26.11,0,0,10.41,0,13.36,418.77,0,0,0,0,85.35,0,670.51,0,0,52.26,0,0,21.63,35.88,38.05,0,74.38,0,0,0,27.67,0,0

32,07:45-08:00,13.04,0,13.9,0,0,0,137.98,0,3.18,0,20,688.87,0,45.83,0,0,69.94,95.98,0,0,0,0,0,0,123.03,0,18.88,44.97,54.11,0,39.62,148.3,0,0,2.18,129.05,0,5.63,55.26,0.95,5.65,13.06,0,0,10.41,0,13.36,418.77,0,0,0,0,85.35,0,670.51,0,0,52.26,0,0,21.63,35.88,38.05,0,74.38,0,0,0,27.67,0,0

33,08:00-08:15,13.04,0,13.9,0,0,0,137.98,0,3.18,0,20,688.87,0,45.83,0,0,69.94,95.98,0,0,0,0,0,0,123.03,0,18.88,44.97,54.11,0,19.81,148.3,0,0,2.18,129.05,0,5.63,55.26,0.94,5.65,13.06,0,0,10.41,0,13.36,418.77,0,0,0,0,85.35,0,670.51,0,0,52.26,0,0,21.63,35.88,38.05,0,74.38,0,0,0,27.67,0,0

34,08:15-08:30,13.04,0,13.9,0,0,0,137.98,0,3.18,0,20,688.87,0,45.83,0,0,69.94,95.98,0,0,0,0,0,0,123.03,0,18.88,44.97,54.11,0,19.81,148.3,0,0,1.76,129.05,0,5.63,44.74,0.94,5.65,0,0,0,10.41,0,13.36,418.77,0,0,0,0,85.35,0,670.51,0,0,52.26,0,0,21.63,39.75,38.05,0,74.38,0,0,0,27.67,0,0

35,08:30-08:45,13.04,0,13.9,0,0,0,137.98,2.05,3.18,0,20,688.87,0,45.83,0,0,69.94,95.98,0,0,0,0,0,0,123.03,0,18.88,44.97,54.11,0,19.81,148.3,0,0,1.76,129.05,0,5.63,44.74,0.94,5.65,0,0,0,10.41,0,26.73,418.77,0,0,0,0,85.35,0,670.51,0,0,52.26,0,0,21.63,39.75,38.05,0,74.38,0,0,0,27.67,0,0

36,08:45-09:00,13.04,0,13.9,0,0,0,137.98,2.05,3.18,0,20,688.87,0,45.83,0,0,69.94,95.98,0,0,0,0,0,0,123.03,0,0,44.97,54.11,0,19.81,148.3,0,0,1.76,129.05,0,5.63,44.74,0.94,5.65,0,0,0,10.41,0,70.88,418.77,0,0,0,0,85.35,0,670.51,0,0,52.26,0,0,21.63,39.75,38.05,0,74.38,0,0,0,27.67,0,0

37,09:00-09:15,13.04,0,13.9,0,0,0,140.28,2.05,3.18,0,20,688.87,0,45.83,0,0,69.94,97.18,0,0,0,0,0,0,124.53,0,0,44.97,54.11,0,19.81,148.3,0,0,1.76,130.65,0,5.63,44.74,0.94,5.65,0,0,0,10.41,0,70.88,418.77,0,0,0,0,85.35,0,670.51,0,0,52.26,0,0,21.63,39.75,38.05,0,74.38,0,0,0,27.67,0,0

38,09:15-09:30,13.04,0,13.9,0,0,0,140.28,2.05,3.18,0,20,688.87,0,45.83,0,0,69.94,97.18,0,0,0,0,0,0,124.53,0,0,44.97,54.11,0,19.81,148.3,0,0,1.76,130.65,0,5.63,44.74,0.94,5.65,0,0,0,10.41,0,70.88,418.77,0,0,0,0,85.35,0,670.51,0,0,52.26,0,0,21.63,35.88,38.05,0,74.38,0,0,0,27.67,0,0

39,09:30-09:45,13.04,0,13.9,0,0,0,147.13,1.79,3.18,0,20,688.87,0,45.83,0,0,69.94,97.18,0,0,0,0,0,0,124.53,0,0,44.97,53.97,0,19.81,148.3,0,0,1.76,130.65,0,8.45,44.74,0.94,5.65,0,0,0,10.41,0,15.11,418.77,0,0,0,0,85.35,0,670.51,0,0,52.26,0,0,21.63,35.88,38.05,0,74.38,0,0,0,27.67,0,0

40,09:45-10:00,13.04,0,13.9,0,0,0,147.13,1.79,3.18,0,20,688.87,0,45.83,0,0,69.94,97.18,0,0,0,0,0,0,124.53,0,0,44.97,53.97,0,19.81,148.3,0,0,1.76,130.65,0,8.45,44.74,0.94,5.65,0,0,0,10.41,0,13.36,418.77,0,0,0,0,85.35,0,670.51,0,0,52.26,0,0,21.63,35.88,38.05,0,74.38,0,0,0,27.67,0,0

41,10:00-10:15,13.04,0,13.9,0,0,0,147.13,1.28,3.18,0,20,688.87,0,45.83,0,0,69.94,97.18,0,0,0,0,0,0,124.53,0,0,44.97,53.44,0,19.81,148.3,0,0,1.76,130.65,0,8.45,44.74,0.94,5.65,0,0,0,10.41,0,13.36,418.77,0,0,0,0,85.35,0,670.51,0,0,52.26,0,0,21.63,35.88,38.05,0,74.38,0,0,0,27.67,0,0

42,10:15-10:30,13.04,0,13.9,0,0,0,147.13,1.28,3.18,0,20,688.87,0,45.83,0,0,69.94,97.18,0,0,0,0,0,0,124.53,0,0,44.97,53.44,0,19.81,148.3,0,0,1.09,130.65,0,8.45,27.63,0.94,5.65,0,0,0,10.41,0,13.36,418.77,0,0,0,0,85.35,0,670.51,0,0,52.26,0,0,21.63,35.88,38.05,0,74.38,0,0,0,27.67,0,0

43,10:30-10:45,13.04,0,13.9,0,0,0,147.13,1.15,3.18,0,20,688.87,0,45.83,0,0,69.94,97.18,0,0,0,0,0,0,124.53,0,0,44.97,53.44,0,19.81,148.3,0,0,0,130.65,0,8.45,0,0.94,5.65,0,0,0,10.41,0,13.36,418.77,0,0,0,0,85.35,0,670.51,0,0,52.26,0,0,21.63,35.88,38.05,0,74.38,0,0,0,27.67,0,0

44,10:45-11:00,13.04,0,13.9,0,0,0,147.13,1.15,3.18,0,20,688.87,0,45.83,0,0,69.94,97.18,0,0,0,0,0,0,124.53,0,0,44.97,53.44,0,19.81,148.3,0,0,0,130.65,0,8.45,0,0.94,5.65,0,0,0,10.41,0,13.36,418.77,0,0,0,0,85.35,0,670.51,0,0,52.26,0,0,21.63,35.88,38.05,0,74.38,0,0,0,27.67,0,0

45,11:00-11:15,13.04,0,13.9,0,0,0,147.13,0.51,3.18,0,20,688.87,0,45.83,0,0,69.94,97.18,0,0,0,0,0,0,124.53,0,0,44.97,53.05,0,19.81,148.3,0,0,0,130.65,0,8.45,0,0.94,5.65,0,0,0,10.41,0,13.36,418.77,0,0,0,0,85.35,0,670.51,0,0,52.26,0,0,21.63,35.88,38.05,0,74.38,0,0,0,27.67,0,0

46,11:15-11:30,13.04,0,13.9,0,0,0,147.13,0.51,3.18,0,20,688.87,0,45.83,0,0,69.94,97.18,0,0,0,0,0,0,124.53,0,0,44.97,53.05,0,19.81,148.3,0,0,0,130.65,0,8.45,0,0.94,5.65,0,0,0,10.41,0,13.36,418.77,0,0,0,0,85.35,0,670.51,0,0,52.26,0,0,21.63,35.88,38.05,0,74.38,0,0,0,27.67,0,0

47,11:30-11:45,13.04,0,13.9,0,0,0,147.13,0.25,3.18,0,20,688.87,0,45.83,0,0,69.94,97.18,0,0,0,0,0,0,124.53,0,0,44.97,53.05,0,19.81,148.3,0,0,0,130.65,0,8.45,0,0.94,5.65,0,0,0,10.41,0,70.88,418.77,0,0,0,0,85.35,0,670.51,0,0,52.26,0,0,21.63,35.88,38.05,0,74.38,0,0,0,27.67,0,0

48,11:45-12:00,13.04,0,13.9,0,0,0,147.13,0.25,3.18,0,20,688.87,0,45.83,0,0,69.94,97.18,0,0,0,0,0,0,124.53,0,0,44.97,52.66,0,19.81,148.3,0,0,0,130.65,0,8.45,0,0.94,5.65,0,0,0,10.41,0,70.88,418.77,0,0,0,0,85.35,0,670.51,0,0,52.26,0,0,21.63,35.88,38.05,0,74.38,0,0,0,27.67,0,0

49,12:00-12:15,6.52,0,13.9,0,0,0,147.13,0.25,3.18,0,20,688.87,0,45.83,0,0,69.94,97.18,0,0,0,0,0,0,124.53,0,0,44.97,52.66,0,0,148.3,0,0,0,130.65,0,8.45,0,0.94,5.65,0,0,0,10.41,0,70.88,418.77,0,0,0,0,85.35,0,670.51,0,0,52.26,0,0,21.63,35.88,38.05,0,74.38,0,0,0,27.67,0,0

50,12:15-12:30,6.52,0,13.9,0,0,0,147.13,0.25,3.18,0,20,688.87,0,45.83,0,0,69.94,97.18,0,0,0,0,0,0,124.53,0,0,44.97,51.61,0,0,148.3,0,0,0,130.65,0,8.45,0,0.94,5.65,0,0,0,10.41,0,70.88,418.77,0,0,0,0,85.35,0,670.51,0,0,52.26,0,0,21.63,35.88,38.05,0,74.38,0,0,0,27.67,0,0

51,12:30-12:45,6.52,0,13.9,0,0,0,147.13,0,3.18,0,20,688.87,0,45.83,0,0,69.94,97.18,0,0,0,0,0,0,124.53,0,0,44.97,51.61,0,0,148.3,0,0,0,130.65,0,8.45,0,0.94,5.65,0,0,0,10.41,0,13.36,418.77,0,0,0,0,85.35,0,670.51,0,0,52.26,0,0,21.63,35.88,38.05,0,74.38,0,0,0,27.67,0,0

52,12:45-13:00,6.52,0,13.9,0,0,0,147.13,0,3.18,0,20,688.87,0,45.83,0,0,69.94,97.18,0,0,0,0,0,0,124.53,0,0,44.97,51.61,0,0,148.3,0,0,0,130.65,0,8.45,0,0.94,5.65,0,0,0,10.41,0,13.36,418.77,0,0,0,0,85.35,0,670.51,0,0,52.26,0,0,21.63,35.88,38.05,0,74.38,0,0,0,27.67,0,0

53,13:00-13:15,6.52,0,13.9,0,0,0,147.23,0,3.18,0,20,688.87,0,45.83,0,0,69.94,97.18,0,0,0,0,0,0,124.53,0,0,44.97,51.61,0,0,148.3,0,0,0,130.65,0,8.45,0,0.94,5.65,0,0,0,10.41,0,13.36,418.77,0,0,0,0,85.35,0,670.51,0,0,52.26,0,0,21.63,35.88,38.05,0,74.38,0,0,0,27.67,0,0

54,13:15-13:30,6.52,0,13.9,0,0,0,147.23,0,3.18,0,20,688.87,0,45.83,0,0,69.94,97.18,0,0,0,0,0,0,124.53,0,0,44.97,51.61,0,0,148.3,0,0,0,130.65,0,8.45,0,0.94,5.65,0,0,0,10.41,0,13.36,418.77,0,0,0,0,85.35,0,670.51,0,0,52.26,0,0,21.63,35.88,38.05,0,74.38,0,0,0,27.67,0,0

55,13:30-13:45,6.52,0,13.9,0,0,0,147.23,0.77,3.18,0,20,688.87,0,45.83,0,0,69.94,97.18,0,0,0,0,0,0,124.53,0,0,44.97,51.61,0,0,148.3,0,0,0,130.65,0,8.45,0,0.94,5.65,0,0,0,10.41,0,13.36,418.77,0,0,0,0,85.35,0,670.51,0,0,52.26,0,0,21.63,35.88,38.05,0,74.38,0,0,0,27.67,0,0

56,13:45-14:00,6.52,0,13.9,0,0,0,147.23,0.77,3.18,0,20,688.87,0,45.83,0,0,69.94,97.18,0,0,0,0,0,0,124.53,0,0,44.97,51.61,0,0,148.3,0,0,0,130.65,0,8.45,0,0.94,5.65,0,0,0,10.41,0,13.36,418.77,0,0,0,0,85.35,0,670.51,0,0,52.26,0,0,21.63,35.88,38.05,0,74.38,0,0,0,27.67,0,0

57,14:00-14:15,6.52,0,13.9,0,0,0,147.13,0.77,3.18,0,20,688.87,0,45.83,0,0,69.94,97.18,0,0,0,0,0,0,124.53,0,0,44.97,51.61,0,0,148.3,0,0,0,130.65,0,8.45,0,0.94,5.65,0,0,0,10.41,0,13.36,418.77,0,0,0,0,85.35,0,670.51,0,0,52.26,0,0,21.63,35.88,38.05,0,74.38,0,0,0,27.67,0,0

58,14:15-14:30,6.52,0,13.9,0,0,0,147.13,0.77,3.18,0,20,688.87,0,45.83,0,0,69.94,97.18,0,0,0,0,0,0,124.53,0,0,44.97,51.61,0,0,148.3,0,0,0,130.65,0,8.45,0,0.94,5.65,0,0,0,10.41,0,13.36,418.77,0,0,0,0,85.35,0,670.51,0,0,52.26,0,0,21.63,35.88,38.05,0,74.38,0,0,0,27.67,0,0

59,14:30-14:45,6.52,0,13.9,0,0,0,147.13,0.25,3.18,0,20,688.87,0,45.83,0,0,69.94,96.88,0,0,0,0,0,0,124.53,0,0,44.97,51.61,0,0,148.3,0,0,0,130.65,0,8.45,0,0.94,5.65,0,0,0,10.41,0,13.36,418.77,0,0,0,0,85.35,0,670.51,0,0,52.26,0,0,21.63,35.88,36.1,0,74.38,0,0,0,27.67,0,0

60,14:45-15:00,6.52,0,13.9,0,0,0,147.13,0.25,3.18,0,20,688.87,0,45.83,0,0,69.94,96.88,0,0,0,0,0,0,124.53,0,0,44.97,51.09,0,0,148.3,0,0,0,130.65,0,8.45,0,0.94,5.65,0,0,0,10.41,0,13.36,418.77,0,0,0,0,85.35,0,670.51,0,0,52.26,0,0,21.63,35.88,36.1,0,74.38,0,0,0,27.67,0,0

