Block,Time,DULHASTI,KOLDAM,ANTA_RF,DADRT2,AURY_RF,RAPPC,SALAL,TANAKPUR,CHAMERA2,URI,UNCHAHAR4,UNCHAHAR1,DADRI_RF,AURY_LF,JHAJJAR,UNCHAHAR2,ANTA_LF,DADRI_GF,BSIUL,NJPC,KHSTPP-II,TALA,KHSTPP-I,RIHAND3,SEWA2,KOTESHWR,RIHAND1,TEHRI,KUDGI,ANTA_CRF,UNCHAHAR3,DHAULIGNGA,RAPPB,CHAMERA1,AURY_GF,KISHANGANGA,RIHAND2,FSTPP I & II,CHAMERA3,PARBATI3,AURY_CRF,DADRI_LF,ANTA_GF,SINGRAULI_HYDRO,RAMPUR,SASAN,TANDA2,DADRI_CRF,URI2,SINGRAULI,NAPP,BRBCL,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
9,02:00-02:15,47.770544,0.000000,32.467680,660.114860,62.964108,24.892564,76.701241,11.388039,0.000000,10.667952,0.000000,19.311506,76.252666,0.000000,562.502556,39.990132,0.000000,0.000000,0.000000,41.178874,86.160140,21.306915,40.468644,119.498093,0.000000,0.000000,80.951203,0.000000,26.24,0.000000,25.500754,8.807728,0.000000,0.000000,0.000000,0.000000,0.000000,8.260416,0.000000,0.000000,0.000000,0.000000,0.000000,0.757898,0.000000,337.214542,0.000000,0.000000,9.099067,99.649688,39.113118,17.608859,0,0,0,0,0

10,02:15-02:30,47.770544,0.000000,32.467680,660.114860,62.964108,24.892564,34.808059,11.388039,0.000000,10.667952,0.000000,19.311506,76.252666,0.000000,562.502556,39.990132,0.000000,0.000000,0.000000,41.178874,86.160140,21.306915,40.468644,119.498093,0.000000,0.000000,80.951203,0.000000,27.06,0.000000,25.500754,8.807728,0.000000,0.000000,0.000000,0.000000,0.000000,8.260416,0.000000,0.000000,0.000000,0.000000,0.000000,0.757898,0.000000,337.214542,0.000000,0.000000,9.099067,99.649688,39.113118,17.496469,0,0,0,0,0

11,02:30-02:45,47.770544,0.000000,32.467680,660.114860,62.964108,24.892564,34.808059,11.388039,0.000000,8.534362,0.000000,19.311506,76.252666,0.000000,562.502556,39.990132,0.000000,0.000000,6.301049,41.178874,86.160140,21.306915,40.468644,119.498093,0.000000,0.000000,80.951203,0.000000,26.75,0.000000,25.500754,8.807728,0.000000,0.000000,0.000000,0.000000,0.000000,8.260416,0.000000,0.000000,0.000000,0.000000,0.000000,0.757898,0.000000,337.214542,0.000000,0.000000,9.099067,99.649688,39.113118,19.325969,0,0,0,0,0

12,02:45-03:00,47.770544,0.000000,32.467680,660.114860,62.964108,24.892564,34.808059,11.388039,0.000000,8.534362,0.000000,19.311506,76.252666,0.000000,562.502556,39.990132,0.000000,0.000000,6.301049,41.178874,86.160140,21.306915,40.468644,119.498093,0.000000,0.000000,80.951203,0.000000,27.06,0.000000,25.500754,8.807728,0.000000,0.000000,0.000000,0.000000,0.000000,8.260416,0.000000,0.000000,0.000000,0.000000,0.000000,0.757898,0.000000,337.214542,0.000000,0.000000,9.099067,99.649688,39.113118,18.389225,0,0,0,0,0

13,03:00-03:15,47.770544,0.000000,32.467680,660.114860,62.964108,24.892564,34.808059,11.388039,11.592701,8.534362,0.000000,19.311506,76.252666,0.000000,562.502556,39.990132,0.000000,0.000000,6.301049,41.178874,86.160140,21.306915,40.468644,119.498093,0.000000,8.574946,80.951203,0.000000,26.09,0.000000,25.500754,8.807728,0.000000,0.000000,0.000000,0.000000,0.000000,8.260416,0.000000,0.000000,0.000000,0.000000,0.000000,0.757898,0.000000,337.214542,0.000000,0.000000,9.099067,99.649688,39.113118,19.325969,0,0,0,0,0

14,03:15-03:30,47.770544,0.000000,32.467680,660.114860,62.964108,24.892564,34.808059,11.388039,11.592701,8.534362,0.000000,19.311506,76.252666,0.000000,562.502556,39.990132,0.000000,0.000000,6.301049,41.178874,86.160140,21.306915,40.468644,119.498093,0.000000,8.574946,80.951203,0.000000,25.12,0.000000,25.500754,8.807728,0.000000,0.000000,0.000000,0.000000,0.000000,8.260416,0.000000,0.000000,0.000000,0.000000,0.000000,0.757898,0.000000,337.214542,0.000000,0.000000,9.099067,99.649688,39.113118,19.325969,0,0,0,0,0

15,03:30-03:45,47.770544,0.000000,32.467680,660.114860,62.964108,24.892564,50.527827,11.388039,11.592701,8.534362,0.000000,19.311506,76.252666,0.000000,562.502556,39.990132,0.000000,0.000000,6.301049,41.178874,86.160140,21.306915,40.468644,119.498093,0.000000,8.574946,80.951203,0.000000,24.16,0.000000,25.500754,8.807728,0.000000,0.000000,0.000000,0.000000,0.000000,8.260416,0.000000,0.000000,0.000000,0.000000,0.000000,0.757898,0.000000,337.214542,0.000000,0.000000,9.099067,99.649688,39.113118,17.590396,0,0,0,0,0

16,03:45-04:00,47.770544,0.000000,32.467680,660.114860,62.964108,24.892564,50.527827,11.388039,11.592701,8.534362,0.000000,19.311506,76.252666,0.000000,562.502556,39.990132,0.000000,0.000000,6.301049,41.178874,86.160140,21.306915,40.468644,119.498093,0.000000,8.574946,80.951203,0.000000,24.16,0.000000,25.500754,8.807728,0.000000,0.000000,0.000000,0.000000,0.000000,8.260416,0.000000,0.000000,0.000000,0.000000,0.000000,0.757898,0.000000,337.214542,0.000000,0.000000,9.099067,99.649688,39.113118,19.325969,0,0,0,0,0

17,04:00-04:15,47.770544,0.000000,32.467680,660.114860,62.964108,24.892564,50.527827,11.388039,11.592701,8.534362,0.000000,19.311506,76.252666,0.000000,562.502556,39.990132,0.000000,0.000000,6.301049,41.178874,86.160140,21.306915,40.468644,119.498093,0.000000,8.574946,80.951203,0.000000,23.85,0.000000,25.500754,8.807728,0.000000,0.000000,0.000000,0.000000,0.000000,8.260416,0.000000,0.000000,0.000000,0.000000,0.000000,0.757898,0.000000,337.214542,0.000000,0.000000,9.099067,99.649688,39.113118,19.325969,0,0,0,0,0

18,04:15-04:30,47.770544,0.000000,28.302927,660.114860,53.310771,24.892564,50.527827,11.388039,11.592701,8.534362,0.000000,19.311506,64.409693,0.000000,562.502556,39.990132,0.000000,0.000000,6.301049,41.178874,86.160140,21.306915,40.468644,119.498093,0.000000,8.574946,80.951203,0.000000,22.22,0.000000,25.500754,8.807728,0.000000,0.000000,0.000000,0.000000,0.000000,8.260416,0.000000,0.000000,0.000000,0.000000,0.000000,0.757898,0.000000,337.214542,0.000000,0.000000,9.099067,99.649688,39.113118,19.325969,0,0,0,0,0

19,04:30-04:45,47.770544,0.000000,28.302927,660.114860,53.310771,24.892564,50.527827,11.388039,11.592701,8.534362,0.000000,19.311506,64.409693,0.000000,562.502556,39.990132,0.000000,0.000000,6.301049,41.178874,86.160140,21.306915,40.468644,119.498093,0.000000,8.574946,80.951203,0.000000,22.22,0.000000,25.500754,8.807728,0.000000,0.000000,0.000000,0.000000,0.000000,8.260416,0.000000,0.000000,0.000000,0.000000,0.000000,0.757898,0.000000,337.214542,0.000000,0.000000,9.099067,99.649688,39.113118,19.325969,0,0,0,0,0

20,04:45-05:00,47.770544,0.000000,28.302927,660.114860,53.310771,24.892564,50.527827,11.388039,11.592701,8.534362,0.000000,19.311506,64.409693,0.000000,562.502556,39.990132,0.000000,0.000000,1.062930,41.178874,86.160140,21.306915,40.468644,119.498093,0.000000,8.574946,80.951203,0.000000,21.74,0.000000,25.500754,8.807728,0.000000,0.000000,0.000000,0.000000,0.000000,8.260416,0.000000,0.000000,0.000000,0.000000,0.000000,0.757898,0.000000,337.214542,0.000000,0.000000,9.099067,99.649688,39.113118,19.325969,0,0,0,0,0

21,05:00-05:15,47.770544,0.000000,32.467680,660.114860,62.964108,24.892564,50.527827,11.388039,11.592701,8.534362,0.000000,19.311506,76.252666,0.000000,562.502556,39.990132,0.000000,0.000000,1.062930,60.853226,86.160140,21.306915,40.468644,119.498093,0.000000,8.574946,80.951203,0.000000,21.26,0.000000,25.500754,8.807728,0.000000,0.000000,0.000000,0.000000,0.000000,8.260416,0.000000,0.000000,0.000000,0.000000,0.000000,0.757898,0.000000,337.214542,0.000000,0.000000,9.099067,99.649688,39.113118,19.325969,0,0,0,0,0

22,05:15-05:30,47.770544,0.000000,32.467680,660.114860,62.964108,24.892564,50.527827,11.388039,11.592701,8.534362,0.000000,19.311506,76.252666,0.000000,562.502556,39.990132,0.000000,0.000000,1.062930,67.807880,86.160140,21.306915,40.468644,119.498093,0.000000,8.574946,80.951203,14.610456,21.26,0.000000,25.500754,8.807728,0.000000,0.000000,0.000000,0.000000,0.000000,8.260416,0.000000,0.000000,0.000000,0.000000,0.000000,0.757898,0.000000,337.214542,0.000000,0.000000,9.099067,99.649688,39.113118,19.325969,0,0,0,0,0

23,05:30-05:45,47.770544,0.000000,32.467680,660.114860,62.964108,24.892564,50.527827,11.388039,11.592701,8.534362,0.000000,19.311506,76.252666,0.000000,562.502556,39.990132,0.000000,0.000000,1.062930,90.410507,86.160140,21.306915,40.468644,119.498093,0.000000,8.574946,80.951203,30.073189,22.22,0.000000,25.500754,11.105396,0.000000,13.511773,0.000000,0.000000,0.000000,8.260416,0.000000,0.000000,0.000000,0.000000,0.000000,0.757898,0.000000,337.214542,0.000000,0.000000,9.099067,99.649688,39.113118,19.325969,0,0,0,0,0

24,05:45-06:00,47.770544,0.000000,32.467680,660.114860,62.964108,24.892564,50.527827,11.388039,25.375135,8.534362,0.000000,19.311506,76.252666,0.000000,562.502556,39.990132,0.000000,0.000000,1.062930,90.410507,86.160140,21.306915,40.468644,119.498093,0.000000,8.574946,80.951203,45.109783,21.26,0.000000,25.500754,17.615456,0.000000,27.099884,0.000000,0.000000,0.000000,8.260416,0.000000,0.000000,0.000000,0.000000,0.000000,0.757898,0.000000,337.214542,0.000000,0.000000,9.099067,99.649688,39.113118,19.325969,0,0,0,0,0

25,06:00-06:15,47.770544,0.000000,32.467680,660.114860,62.964108,24.892564,23.579653,11.388039,25.375135,8.534362,0.000000,19.311506,76.252666,0.000000,562.502556,39.990132,0.000000,0.000000,3.188790,113.013133,86.160140,21.306915,40.468644,119.498093,5.100788,8.574946,80.951203,60.146377,22.22,0.000000,25.500754,26.423184,0.000000,27.099884,0.000000,0.000000,0.000000,8.260416,9.351697,0.000000,0.000000,0.000000,0.000000,0.757898,0.000000,337.214542,0.000000,0.000000,9.099067,99.649688,39.113118,19.325969,0,0,0,0,0

26,06:15-06:30,47.770544,0.000000,32.467680,660.114860,62.964108,24.892564,23.579653,11.388039,38.178629,8.534362,0.000000,19.311506,76.252666,0.000000,562.502556,39.990132,0.000000,0.000000,18.903147,135.615760,86.160140,21.306915,40.468644,119.498093,15.271452,19.055436,80.951203,60.146377,11.97,0.000000,25.500754,35.312606,0.000000,40.687994,0.000000,0.000000,0.000000,8.260416,28.083391,0.000000,0.000000,0.000000,0.000000,0.757898,0.000000,337.214542,0.000000,0.000000,9.099067,99.649688,39.113118,19.325969,0,0,0,0,0

27,06:30-06:45,47.770544,0.000000,32.467680,660.114860,62.964108,24.892564,34.808059,10.769124,38.178629,8.534362,0.000000,19.311506,71.705258,0.000000,562.502556,39.990132,0.000000,0.000000,18.903147,135.615760,86.160140,21.306915,40.468644,119.498093,15.271452,19.055436,80.951203,60.146377,21.26,0.000000,25.500754,35.312606,0.000000,40.687994,0.000000,0.000000,0.000000,8.260416,28.083391,0.000000,0.000000,0.000000,0.000000,0.757898,0.000000,337.214542,0.000000,0.000000,9.099067,99.649688,39.113118,19.325969,0,0,0,0,0

28,06:45-07:00,47.770544,0.000000,32.467680,660.114860,62.964108,24.892564,34.808059,10.769124,38.178629,13.868338,0.000000,19.311506,71.705258,0.000000,562.502556,39.990132,0.000000,0.000000,18.903147,135.615760,86.160140,21.306915,40.468644,119.498093,15.271452,19.055436,80.951203,60.146377,24.16,0.000000,25.500754,35.312606,0.000000,40.687994,0.000000,0.000000,0.000000,8.260416,28.083391,0.000000,0.000000,0.000000,0.000000,0.757898,0.000000,337.214542,0.000000,0.000000,9.099067,99.649688,39.113118,19.325969,0,0,0,0,0

29,07:00-07:15,47.770544,0.000000,32.467680,660.114860,62.964108,24.892564,34.808059,10.769124,38.178629,47.472386,0.000000,19.311506,71.705258,0.000000,562.502556,39.990132,0.000000,0.000000,18.903147,135.615760,86.160140,21.306915,40.468644,119.498093,15.271452,19.055436,80.951203,60.146377,27.06,0.000000,25.500754,35.312606,0.000000,40.687994,0.000000,0.000000,0.000000,8.260416,28.083391,0.000000,0.000000,0.000000,0.000000,0.757898,0.000000,337.214542,0.000000,0.000000,9.099067,99.649688,39.113118,19.325969,0,0,0,0,0

30,07:15-07:30,47.770544,0.000000,32.467680,660.114860,62.964108,24.892564,34.808059,10.769124,38.178629,47.472386,0.000000,19.311506,71.705258,0.000000,562.502556,39.990132,0.000000,0.000000,6.301049,113.013133,86.160140,21.306915,40.468644,119.498093,5.100788,8.574946,80.951203,45.109783,28.99,0.000000,25.500754,26.423184,0.000000,27.099884,0.000000,0.000000,0.000000,8.260416,18.703394,0.000000,0.000000,0.000000,0.000000,0.757898,0.000000,337.214542,0.000000,0.000000,9.099067,99.649688,39.113118,19.325969,0,0,0,0,0

31,07:30-07:45,47.770544,0.000000,32.467680,660.114860,62.964108,24.892564,34.808059,10.769124,25.375135,13.868338,0.000000,19.311506,71.705258,0.000000,562.502556,39.990132,0.000000,0.000000,6.301049,90.410507,86.160140,21.306915,40.468644,119.498093,0.000000,8.574946,80.951203,30.073189,30.92,0.000000,25.500754,17.615456,0.000000,13.511773,0.000000,0.000000,0.000000,8.260416,9.351697,0.000000,0.000000,0.000000,0.000000,0.757898,0.000000,337.214542,0.000000,0.000000,9.099067,99.649688,39.113118,19.325969,0,0,0,0,0

32,07:45:08:00,47.770544,0.000000,32.467680,660.114860,62.964108,24.892564,34.808059,10.769124,11.592701,10.667952,0.000000,19.311506,71.705258,0.000000,562.502556,39.990132,0.000000,0.000000,6.301049,67.807880,86.160140,21.306915,40.468644,119.498093,0.000000,8.574946,80.951203,14.610456,31.89,0.000000,25.500754,8.807728,0.000000,0.000000,0.000000,0.000000,0.000000,8.260416,0.000000,0.000000,0.000000,0.000000,0.000000,0.757898,0.000000,337.214542,0.000000,0.000000,9.099067,99.649688,39.113118,19.325969,0,0,0,0,0

33,08:00-08:15,47.770544,0.000000,32.467680,660.114860,62.964108,24.892564,23.579653,10.769124,11.592701,10.667952,0.000000,19.311506,71.705258,0.000000,562.502556,39.990132,0.000000,0.000000,6.301049,67.807880,86.160140,21.306915,40.468644,119.498093,0.000000,8.574946,80.951203,0.000000,34.79,0.000000,25.500754,8.807728,0.000000,0.000000,0.000000,0.000000,0.000000,8.260416,0.000000,3.075250,0.000000,0.000000,0.000000,0.757898,0.000000,337.214542,0.000000,0.000000,9.099067,99.649688,39.113118,19.325969,0,0,0,0,0

34,08:15-08:30,47.770544,0.000000,32.467680,653.718860,62.964108,24.892564,23.579653,10.769124,11.592701,10.667952,0.000000,14.697810,71.705258,0.000000,557.284536,39.990132,0.000000,0.000000,6.301049,41.178874,86.160140,21.306915,40.468644,119.498093,0.000000,8.574946,80.951203,0.000000,36.72,0.000000,18.166053,8.807728,0.000000,0.000000,0.000000,0.000000,0.000000,8.260416,0.000000,6.150500,0.000000,0.000000,0.000000,0.757898,0.000000,337.214542,0.000000,0.000000,9.099067,99.649688,39.113118,19.325969,0,0,0,0,0

35,08:30-08:45,47.770544,0.000000,32.467680,606.370160,62.964108,24.892564,23.579653,12.663004,11.592701,10.667952,0.000000,14.697810,71.705258,0.000000,557.284536,39.990132,0.000000,0.000000,6.301049,41.178874,86.160140,21.306915,40.468644,119.498093,0.000000,8.574946,80.951203,0.000000,37.69,0.000000,18.166053,8.807728,0.000000,0.000000,0.000000,0.000000,0.000000,8.260416,0.000000,31.598806,0.000000,0.000000,0.000000,0.757898,0.000000,337.214542,0.000000,0.000000,9.099067,99.649688,39.113118,19.325969,0,0,0,0,0

36,08:45:09:00,47.770544,0.000000,32.467680,564.819260,62.964108,24.892564,23.579653,12.663004,11.592701,10.667952,0.000000,14.697810,71.705258,0.000000,557.284536,39.990132,0.000000,0.000000,6.301049,41.178874,86.160140,21.306915,40.468644,119.498093,0.000000,8.574946,80.951203,0.000000,38.65,0.000000,18.166053,8.807728,0.000000,0.000000,0.000000,0.000000,0.000000,8.260416,0.000000,47.398209,0.000000,0.000000,0.000000,0.757898,0.000000,337.214542,0.000000,0.000000,9.099067,99.649688,39.113118,19.325969,0,0,0,0,0

37,09:00:09:15,47.770544,0.000000,32.467680,522.302060,62.964108,24.892564,23.579653,12.663004,11.592701,10.667952,0.000000,14.697810,71.705258,0.000000,557.284536,39.990132,0.000000,0.000000,6.301049,41.178874,86.160140,21.306915,40.468644,119.498093,0.000000,8.574946,80.951203,0.000000,17.39,0.000000,18.166053,8.807728,0.000000,0.000000,0.000000,0.000000,0.000000,8.260416,0.000000,47.398209,0.000000,0.000000,0.000000,0.757898,0.000000,337.214542,0.000000,0.000000,10.398934,99.649688,39.113118,19.325969,0,0,0,0,0

38,09:15-09:30,47.770544,0.000000,32.467680,499.110860,62.964108,24.892564,23.579653,12.663004,11.592701,13.868338,0.000000,14.697810,71.705258,0.000000,557.284536,39.990132,0.000000,0.000000,6.301049,41.178874,86.160140,21.306915,40.468644,119.498093,0.000000,8.574946,80.951203,0.000000,18.36,0.000000,18.166053,8.807728,0.000000,0.000000,0.000000,0.000000,0.000000,8.260416,0.000000,47.398209,0.000000,0.000000,0.000000,0.757898,0.000000,337.214542,0.000000,0.000000,30.822440,99.649688,39.113118,19.325969,0,0,0,0,0

39,09:30-09:45,47.770544,0.000000,32.467680,509.740160,62.964108,24.892564,12.912667,11.388039,11.592701,47.472386,0.000000,14.697810,71.705258,0.000000,557.284536,40.961554,0.000000,0.000000,2.125860,41.178874,86.160140,21.306915,40.468644,119.498093,0.000000,8.574946,80.951203,0.000000,20.29,0.000000,18.166053,8.807728,0.000000,0.000000,0.000000,0.000000,0.000000,8.260416,0.000000,47.398209,0.000000,0.000000,0.000000,0.757898,0.000000,337.214542,0.000000,0.000000,30.822440,99.649688,39.113118,19.325969,0,0,0,0,0

40,09:45-10:00,47.770544,0.000000,32.467680,490.414160,62.964108,24.892564,12.912667,11.388039,11.592701,47.472386,0.000000,14.697810,71.705258,0.000000,557.284536,40.961554,0.000000,0.000000,0.000000,41.178874,86.160140,21.306915,40.468644,119.498093,0.000000,8.574946,80.951203,0.000000,21.26,0.000000,18.166053,8.807728,0.000000,0.000000,0.000000,0.000000,0.000000,8.260416,0.000000,31.598806,0.000000,0.000000,0.000000,0.757898,0.000000,337.214542,0.000000,0.000000,30.822440,99.649688,39.113118,19.325969,0,0,0,0,0

41,10:00-10:15,47.770544,0.000000,32.467680,493.313060,62.964108,24.892564,12.912667,11.388039,11.592701,13.868338,0.000000,14.697810,71.705258,0.000000,557.284536,35.682560,0.000000,0.000000,0.000000,41.178874,86.160140,21.306915,40.468644,119.498093,0.000000,8.574946,80.951203,0.000000,22.22,0.000000,18.166053,8.807728,0.000000,0.000000,0.000000,0.000000,0.000000,8.260416,0.000000,4.920400,0.000000,0.000000,0.000000,0.757898,0.000000,337.214542,0.000000,0.000000,30.822440,99.649688,39.113118,19.325969,0,0,0,0,0

42,10:15-10:30,47.770544,0.000000,13.636426,502.976060,31.081373,24.892564,12.912667,11.388039,11.592701,12.801542,0.000000,14.697810,51.412958,0.000000,493.911007,32.438691,0.000000,0.000000,0.000000,41.178874,86.160140,21.306915,40.468644,119.498093,0.000000,8.574946,80.951203,0.000000,24.16,0.000000,18.166053,8.807728,0.000000,0.000000,0.000000,0.000000,0.000000,8.260416,0.000000,0.000000,0.000000,0.000000,0.000000,0.757898,0.000000,337.214542,0.000000,0.000000,30.822440,99.649688,39.113118,19.325969,0,0,0,0,0

43,10:30-10:45,47.770544,0.000000,0.230456,513.605360,1.797074,24.892564,12.912667,11.388039,11.592701,10.667952,0.000000,11.670488,10.828358,0.000000,435.933007,32.438691,0.000000,0.000000,0.000000,41.178874,86.160140,21.306915,40.468644,119.498093,0.000000,8.574946,80.951203,0.000000,26.09,0.000000,14.207606,8.807728,0.000000,0.000000,0.000000,0.000000,0.000000,8.260416,0.000000,0.000000,0.000000,0.000000,0.000000,0.757898,0.000000,337.214542,0.000000,0.000000,30.822440,99.649688,39.113118,19.325969,0,0,0,0,0

44,10:45-11:00,47.770544,0.000000,0.000000,530.998760,0.000000,24.892564,12.912667,11.388039,11.592701,10.667952,0.000000,11.670488,0.000000,0.000000,435.933007,32.438691,0.000000,0.000000,0.000000,41.178874,86.160140,21.306915,40.468644,119.498093,0.000000,8.574946,80.951203,0.000000,26.09,0.000000,14.207606,8.807728,0.000000,0.000000,0.000000,0.000000,0.000000,8.260416,0.000000,0.000000,0.000000,0.000000,0.000000,0.757898,0.000000,337.214542,0.000000,0.000000,10.398934,99.649688,39.113118,19.325969,0,0,0,0,0

45,11:00-11:15,47.770544,0.000000,0.000000,533.897660,0.000000,24.892564,12.912667,11.388039,11.592701,10.667952,0.000000,11.670488,0.000000,0.000000,435.933007,32.438691,0.000000,0.000000,0.000000,41.178874,86.160140,21.306915,40.468644,119.498093,0.000000,8.574946,80.951203,0.000000,26.09,0.000000,14.207606,8.807728,0.000000,0.000000,0.000000,0.000000,0.000000,8.260416,0.000000,0.000000,0.000000,0.000000,0.000000,0.757898,0.000000,337.214542,0.000000,0.000000,9.099067,99.649688,39.113118,19.325969,0,0,0,0,0

46,11:15-11:30,47.770544,0.000000,0.000000,540.661760,0.000000,24.892564,12.912667,11.388039,11.592701,10.667952,0.000000,11.670488,0.000000,0.000000,435.933007,32.438691,0.000000,0.000000,0.000000,41.178874,86.160140,21.306915,40.468644,119.498093,0.000000,8.574946,80.951203,0.000000,28.02,0.000000,14.207606,8.807728,0.000000,0.000000,0.000000,0.000000,0.000000,8.260416,0.000000,0.000000,0.000000,0.000000,0.000000,0.757898,0.000000,337.214542,0.000000,0.000000,9.099067,99.649688,39.113118,19.325969,0,0,0,0,0

