Block,Time,NR/26072023/31072042/L_NR_2023_07,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_16,NR/01102023/31052040/LT-31,NR/01062024/30062024/8588/OAN/GMRETL/GPHHPPL-BRPL,NR/30092023/26122029/SH-06,NR/01102023/23072042/L_NR_2012_04,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/05012040/L_NR_2020_02,NR/01102023/06022042/L_NR_2012_02,NR/01042024/31072024/LT_MEJA_DELHI,NR/01062024/30062024/NDMC/D-46/EE(Power)/2024,NR/01062024/30062024/APPCPL/180/F25/GNA/12300,NR/01062024/30062024/1000011017-PPGCL-BRPL,NR/01102023/30042040/GNA_LT_36,NR/25062024/25062024/IEX_240624_01295,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/16062024/30062024/1000011196-KWHPS-BRPL(DISCOM),NR/01102023/19072037/LT-05,NR/01062024/30062024/1000011034-ACBL-BRPL,NR/20062024/30062024/1000011400-GOHP-BRPL(DISCOM),NR/01062024/30062024/IEPL01,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2022_09,NR/01062024/30062024/1000011195-SIEL-BRPL(DISCOM),NR/01062024/30062024/R2,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01062024/30062024/IIPL/(JPL(TM)-BRPL)/BRPLT-169/24-25/1,NR/01102023/22052037/LT-59,NR/01102023/31102037/L_NR_2019_11,WR/01102023/24112044/L_NR_2020_07,L_NR_2019_19,WR/01102023/29112042/L_NR_2019_05,SR/01102023/07102043/L_NR_2018_61,NR/01102023/06022042/L_NR_2012_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/30042040/GNA_LT_35,NR/25062024/25062024/IEX_240624_01292,WR/01102023/31032046/L_NR_2020_05,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,NR/30092023/31122025/SH-07,NR/01062024/30062024/JPL-BRPL(PTC)GNA
52,12:45-13:00,179,223.21,86.47,43,85,13.640000,24.120000,20.230000,0.000000,53.060000,6.310000,166.840000,11.810000,21.750000,0.000000,0.000000,13.970000,0.000000,0.000000,30.270000,0.000000,66.180000,0.000000,0.000000,0.000000,272.770000,7.34,14.67,0.000000,0.000000,33,14.67,7.34,33,13.630000,0.000000,8.850000,9.200000,7.33,108.119424,33,44.01,57.590000,76,13.640000,0.000000,22,42,44.64,20.230000,0.000000

53,13:00-13:15,182,226.67,86.37,44,88,13.640000,24.120000,20.230000,0.000000,53.060000,6.210000,166.840000,11.810000,21.750000,0.000000,0.000000,13.970000,0.000000,0.000000,30.270000,0.000000,66.180000,0.000000,0.000000,0.000000,272.770000,7.34,14.67,0.000000,0.000000,33,14.67,7.34,33,13.450000,0.000000,9.000000,9.430000,7.33,105.86856,33,44.01,57.590000,78,13.640000,0.000000,22,42,45.33,20.230000,0.000000

54,13:15-13:30,182,226.67,86.37,44,88,13.640000,24.120000,20.230000,0.000000,53.060000,6.210000,166.840000,11.810000,21.750000,0.000000,0.000000,13.970000,0.000000,0.000000,30.270000,0.000000,66.180000,0.000000,0.000000,0.000000,272.770000,7.34,14.67,0.000000,0.000000,33,14.67,7.34,33,13.450000,0.000000,9.000000,9.430000,7.33,102.497136,33,44.01,57.590000,78,13.640000,0.000000,22,42,45.33,20.230000,0.000000

55,13:30-13:45,182,210.8,86.28,44,88,13.520000,24.120000,20.230000,0.000000,53.060000,6.210000,166.840000,11.810000,21.750000,0.000000,0.000000,13.860000,0.000000,0.000000,30.270000,0.000000,66.180000,0.000000,0.000000,0.000000,272.770000,7.34,15.67,0.000000,0.000000,33,15.67,7.66,33,13.450000,0.000000,9.000000,9.430000,7.67,116.09976,33,44.01,57.590000,78,13.520000,0.000000,23,41,42.16,20.230000,0.000000

56,13:45-14:00,182,210.8,86.32,44,88,13.320000,24.120000,20.230000,0.000000,53.060000,6.210000,166.840000,15.610000,21.750000,0.000000,0.000000,13.650000,0.000000,0.000000,30.270000,0.000000,93.030000,0.000000,0.000000,0.000000,272.770000,7.66,18.33,0.000000,0.000000,33,18.33,8.16,33,13.450000,0.000000,9.000000,9.430000,8.17,79.02384,33,44.01,57.590000,78,13.320000,0.000000,24.5,41,42.16,20.230000,0.000000

57,14:00-14:15,179,210.8,86.18,44,88,13.050000,24.120000,20.230000,0.000000,52.090000,6.310000,215.080000,16.090000,21.750000,0.000000,0.000000,13.380000,0.000000,0.000000,30.270000,0.000000,93.030000,0.000000,0.000000,0.000000,272.770000,9.34,21.67,0.000000,0.000000,33,21.67,9.16,33,13.350000,0.000000,9.160000,9.820000,9.17,71.404032,33,44.01,76.490000,76,13.050000,0.000000,27.5,40,42.16,20.230000,0.000000

58,14:15-14:30,175,209.25,85.85,43,85,12.620000,24.120000,20.230000,0.000000,52.090000,6.310000,226.300000,16.090000,21.750000,0.000000,0.000000,12.930000,0.000000,0.000000,30.270000,0.000000,93.030000,0.000000,0.000000,0.000000,272.770000,12,25,0.000000,0.000000,33,25,10.84,33,13.350000,0.000000,9.160000,9.820000,10.83,66.074064,33,44.01,76.490000,75,12.620000,0.000000,32.5,39,41.85,20.230000,0.000000

59,14:30-14:45,172,205.38,85.2,41,82,12.180000,24.120000,20.230000,0.000000,52.090000,6.310000,226.300000,16.090000,21.750000,0.000000,0.000000,12.480000,0.000000,0.000000,30.270000,0.000000,93.030000,0.000000,0.000000,0.000000,272.770000,11,28.33,0.000000,0.000000,33,28.33,11,33,13.350000,0.000000,9.160000,9.820000,11,57.713712,33,44.01,76.490000,73,12.180000,0.000000,33,38,41.07,20.230000,0.000000

60,14:45-15:00,165,191.15,83.42,39,79,11.640000,24.120000,20.230000,0.000000,52.090000,6.310000,226.300000,16.090000,21.750000,0.000000,0.000000,11.930000,0.000000,0.000000,30.270000,0.000000,93.030000,0.000000,0.000000,0.000000,272.770000,12,31.67,0.000000,0.000000,33,31.67,11.34,33,13.350000,0.000000,9.160000,9.820000,11.33,77.152992,33,44.01,76.490000,70,11.640000,0.000000,34,38,38.23,20.230000,0.000000

61,15:00-15:15,158,179.92,79.87,37,75,11.180000,24.120000,20.230000,0.000000,81.030000,6.490000,261.920000,16.090000,21.750000,0.000000,0.000000,11.460000,0.000000,0.000000,30.270000,0.000000,93.030000,0.000000,0.000000,0.000000,272.770000,13,35,0.000000,0.000000,33,35,12.34,33,13.450000,0.000000,9.460000,10.210000,12.33,68.919312,33,44.01,76.490000,67,11.180000,0.000000,37,35,35.98,20.230000,0.000000

62,15:15-15:30,147,168.68,75.18,35,70,10.540000,24.120000,20.230000,0.000000,100.500000,6.490000,261.920000,16.090000,21.750000,0.000000,0.000000,10.800000,0.000000,0.000000,30.270000,0.000000,93.030000,0.000000,0.000000,0.000000,272.770000,14.34,38.33,0.000000,0.000000,33,38.33,14.16,33,13.450000,0.000000,9.460000,10.210000,14.17,66.668448,33,44.01,76.490000,63,10.540000,0.000000,42.5,33,33.73,20.230000,0.000000

63,15:30-15:45,130,157.45,63.11,31,62,9.720000,24.120000,30.870000,0.000000,100.500000,6.490000,261.920000,16.090000,21.750000,0.000000,0.000000,9.960000,0.000000,0.000000,30.270000,0.000000,93.030000,0.000000,0.000000,0.000000,272.770000,16,43.33,0.000000,0.000000,33,43.33,17.16,33,13.450000,0.000000,9.460000,10.210000,17.17,61.543104,33,44.01,76.490000,55,9.720000,0.000000,51.5,31,31.49,9.600000,0.000000

64,15:45-16:00,119,146.21,58.33,28,57,9.080000,24.120000,30.870000,0.000000,100.500000,6.490000,261.920000,16.090000,21.750000,0.000000,0.000000,9.310000,0.000000,0.000000,30.270000,0.000000,93.030000,0.000000,0.000000,0.000000,272.770000,18,50,0.000000,0.000000,33,50,18.66,33,13.450000,0.000000,9.460000,10.210000,18.67,56.252112,33,44.01,76.490000,51,9.080000,0.000000,56,30,29.24,9.600000,0.000000

65,16:00-16:15,116,134.4,53.34,27,55,8.280000,24.120000,30.870000,0.000000,71.560000,6.870000,261.920000,16.090000,21.750000,0.000000,0.000000,8.490000,0.000000,0.000000,30.270000,0.000000,93.030000,0.000000,0.000000,38.590000,272.770000,18,52.33,48.240000,0.000000,33,52.33,20,33,13.720000,24.120000,9.700000,10.590000,20,51.243696,33,44.01,76.090000,49,8.280000,0.000000,60,26,26.88,9.600000,48.240000

66,16:15-16:30,102,122.6,48.09,24,48,7.480000,24.120000,30.870000,0.000000,52.090000,6.870000,261.920000,16.090000,21.750000,0.000000,0.000000,7.660000,0.000000,0.000000,30.270000,0.000000,93.030000,0.000000,0.000000,38.590000,272.770000,18,54,48.240000,0.000000,33,54,21.5,33,13.720000,24.120000,9.700000,10.590000,21.5,46.469136,33,44.01,76.090000,43,7.480000,0.000000,64.5,24,24.52,9.600000,48.240000

67,16:30-16:45,90,110.78,42.59,21,41,6.630000,24.120000,30.870000,0.000000,52.090000,6.870000,261.920000,8.620000,21.750000,0.000000,0.000000,6.800000,0.000000,0.000000,30.270000,0.000000,93.030000,0.000000,0.000000,38.590000,272.770000,18.34,56,48.240000,0.000000,33,56,22.66,22,13.720000,24.120000,9.700000,10.590000,22.67,41.148912,33,43.61,76.090000,38,6.630000,0.000000,68,22,22.16,9.600000,48.240000

68,16:45-17:00,77,98.98,36.45,18,35,5.720000,24.120000,30.870000,0.000000,52.090000,6.870000,261.920000,8.620000,21.750000,0.000000,0.000000,5.860000,0.000000,0.000000,30.270000,0.000000,93.030000,0.000000,0.000000,38.590000,272.770000,18,57.67,48.240000,0.000000,33,57.67,22.34,12,13.720000,24.120000,9.700000,10.590000,22.33,36.920016,33,43.01,76.090000,33,5.720000,0.000000,67,17,19.8,9.600000,48.240000

69,17:00-17:15,67,57.73,30.24,16,32,4.750000,24.120000,30.870000,0.000000,81.030000,7.420000,261.920000,15.610000,21.750000,0.000000,24.120000,4.870000,0.000000,0.000000,30.270000,0.000000,93.030000,0.000000,0.000000,38.590000,272.770000,17.34,57,48.240000,24.120000,33,57,25.84,7,14.090000,24.120000,10.400000,10.590000,25.83,31.063872,27.11,42.41,76.090000,28,4.750000,0.000000,77.5,13,11.54,9.600000,48.240000

70,17:15-17:30,56,42.08,24.52,13,27,3.840000,24.120000,30.870000,0.000000,100.500000,7.420000,261.920000,15.610000,21.750000,0.000000,24.120000,3.930000,0.000000,0.000000,30.270000,0.000000,93.030000,0.000000,0.000000,38.590000,272.770000,17,56.67,48.240000,24.120000,30.82,56.67,25.84,1,14.090000,24.120000,10.400000,10.590000,25.83,25.441584,19.9,41.61,76.090000,24,3.840000,0.000000,77.5,10,8.41,9.600000,48.240000

71,17:30-17:45,42,37.5,18.82,10,20,2.920000,24.120000,30.870000,0.000000,100.500000,7.420000,261.920000,15.610000,21.750000,0.000000,24.120000,3.000000,0.000000,0.000000,31.290000,0.000000,93.030000,0.000000,0.000000,38.590000,272.770000,17.66,57,48.240000,24.120000,22.15,57,25.84,0,14.090000,24.120000,10.400000,10.590000,25.83,20.160336,13.12,41.01,76.090000,18,2.920000,0.000000,77.5,7,7.5,9.600000,48.240000

72,17:45-18:00,28,37.5,13.31,7,13,2.280000,24.120000,30.870000,0.000000,100.500000,7.420000,261.920000,15.610000,21.750000,0.000000,24.120000,2.340000,0.000000,0.000000,30.270000,0.000000,93.030000,0.000000,0.000000,38.590000,272.770000,18.66,57.33,48.240000,24.120000,14.45,57.33,25.84,0,14.090000,24.120000,10.400000,10.590000,25.83,15.268848,8.39,40.41,76.090000,12,2.280000,0.000000,77.5,5,7.5,9.600000,48.240000

73,18:00-18:15,14,31.88,8.41,3,5,1.690000,24.120000,30.870000,0.000000,100.500000,8.070000,261.920000,8.620000,21.750000,0.000000,24.120000,1.730000,0.000000,0.000000,30.270000,0.000000,93.030000,0.000000,0.000000,38.590000,272.770000,19.34,56.89,48.240000,24.120000,0,56.89,25.5,0,14.360000,24.120000,10.400000,10.590000,25.5,10.728144,0,39.81,76.090000,6,1.690000,0.000000,76.5,2,6.37,9.600000,48.240000

74,18:15-18:30,7,20.32,4.55,1,3,1.190000,24.120000,30.870000,0.000000,100.500000,8.070000,261.920000,8.620000,21.750000,0.000000,24.120000,1.220000,0.000000,0.000000,29.270000,0.000000,93.030000,0.000000,0.000000,38.590000,272.770000,20,56.73,48.240000,24.120000,0,56.73,24.84,0,14.360000,24.120000,10.400000,10.590000,24.83,6.996192,0,38.61,76.090000,3,1.190000,0.000000,74.5,5,4.06,9.600000,48.240000

75,18:30-18:45,4,14.12,1.97,1,1,0.790000,24.120000,30.870000,0.000000,100.500000,8.070000,261.920000,8.620000,21.750000,0.000000,24.120000,0.810000,0.000000,0.000000,29.270000,0.000000,93.030000,0.000000,0.000000,38.590000,272.770000,22.66,54.62,48.240000,24.120000,0,54.62,24.34,0,14.360000,24.120000,10.400000,10.590000,24.33,3.293472,0,37.02,87.020000,1,0.790000,0.000000,73,3,2.82,9.600000,48.240000

76,18:45-19:00,1,9.03,0,0,0,0.470000,24.120000,30.870000,0.000000,100.500000,8.070000,261.920000,8.620000,21.750000,0.000000,24.120000,0.480000,0.000000,0.000000,29.270000,0.000000,93.030000,0.000000,0.000000,38.590000,272.770000,22.66,53.72,48.240000,24.120000,0,53.72,23.84,0,14.360000,24.120000,10.400000,10.590000,23.83,0.818496,0,35.82,87.020000,0,0.470000,0.000000,71.5,3,1.8,9.600000,48.240000

77,19:00-19:15,1,5.08,0,0,0,0.080000,24.120000,30.870000,0.000000,100.500000,8.820000,261.920000,8.620000,21.750000,0.000000,24.120000,0.080000,19.780000,0.000000,29.270000,0.000000,93.030000,0.000000,0.000000,38.590000,272.770000,22.34,61.29,27.240000,24.120000,0,61.29,23.5,0,14.730000,24.120000,10.400000,10.590000,23.5,0,0,35.82,87.020000,0,0.080000,0.000000,70.5,1,1.02,0.000000,48.240000

78,19:15-19:30,0,2.26,0,0,0,0.010000,24.120000,30.870000,0.000000,100.500000,8.820000,261.920000,8.620000,21.750000,0.000000,24.120000,0.010000,19.780000,0.000000,29.270000,0.000000,93.030000,0.000000,0.000000,38.590000,272.770000,22.66,59.51,27.240000,24.120000,0,59.51,23.16,0,14.730000,24.120000,10.400000,10.590000,23.17,0,0,35.82,87.020000,0,0.010000,0.000000,69.5,0.5,0.45,0.000000,48.240000

79,19:30-19:45,0,0.57,0,0,0,0.000000,24.120000,30.870000,0.000000,100.500000,8.820000,261.920000,15.610000,21.750000,0.000000,24.120000,0.000000,19.780000,0.000000,29.270000,0.000000,93.030000,0.000000,0.000000,38.590000,272.770000,22.66,63.33,27.240000,24.120000,0,63.33,29.21,0,15.940000,24.120000,10.440000,10.590000,29.21,0,0,37.02,87.020000,0,0.000000,0.000000,87.62,0,0.11,30.870000,48.240000

80,19:45-20:00,0,0,0,0,0,0.000000,24.120000,30.870000,0.000000,100.500000,8.820000,261.920000,15.610000,21.750000,0.000000,24.120000,0.000000,19.780000,0.000000,29.270000,0.000000,93.030000,0.000000,0.000000,38.590000,272.770000,22.66,63.33,27.240000,24.120000,0,63.33,28.88,0,15.940000,24.120000,10.440000,10.590000,28.87,0,0,37.02,87.020000,0,0.000000,0.000000,86.62,0,0,30.870000,48.240000

81,20:00-20:15,0,0,0,0,0,0.000000,24.120000,30.870000,0.000000,100.500000,8.820000,261.920000,15.610000,21.750000,0.000000,24.120000,0.000000,19.780000,0.000000,29.270000,0.000000,93.030000,24.120000,67.530000,38.590000,272.770000,21.34,63.33,27.240000,24.120000,0,63.33,28.38,0,16.210000,24.120000,10.440000,10.590000,28.37,0,0,39.61,87.020000,0,0.000000,0.000000,85.12,0,0,30.870000,48.240000

82,20:15-20:30,0,0,0,0,0,0.000000,24.120000,30.870000,0.000000,100.500000,8.820000,261.920000,15.610000,21.750000,0.000000,24.120000,0.000000,19.780000,0.000000,29.270000,0.000000,93.030000,24.120000,67.530000,38.590000,272.770000,22.34,63,27.240000,24.120000,0,63,28.55,0,16.210000,24.120000,10.440000,10.590000,28.54,0,0,38.61,87.020000,0,0.000000,0.000000,85.62,0,0,30.870000,48.240000

83,20:30-20:45,0,0,0,0,0,0.000000,24.120000,30.870000,0.000000,100.500000,8.820000,261.920000,15.610000,21.750000,0.000000,24.120000,0.000000,19.780000,0.000000,29.270000,0.000000,93.030000,24.120000,67.530000,38.590000,272.770000,21.66,62.67,27.240000,24.120000,0,62.67,28.72,0,16.210000,24.120000,10.440000,10.590000,28.71,0,0,38.01,87.020000,0,0.000000,0.000000,86.14,0,0,30.870000,48.240000

84,20:45-21:00,0,0,0,0,0,0.000000,24.120000,30.870000,0.000000,100.500000,8.820000,261.920000,15.610000,21.750000,0.000000,24.120000,0.000000,19.780000,0.000000,29.270000,0.000000,93.030000,24.120000,67.530000,38.590000,272.770000,21,62,27.240000,24.120000,0,62,27.54,0,16.210000,24.120000,10.440000,10.590000,27.54,0,0,37.42,87.020000,0,0.000000,0.000000,82.61,0,0,30.870000,48.240000

85,21:00-21:15,0,0,0,0,0,0.000000,24.120000,30.870000,0.000000,100.500000,8.620000,261.920000,15.610000,21.750000,0.000000,24.120000,0.000000,19.780000,0.000000,31.290000,0.000000,93.030000,24.120000,67.530000,38.590000,272.770000,20.34,60.33,27.240000,24.120000,0,60.33,24.3,0,12.710000,24.120000,10.440000,10.590000,24.3,0,0,41.01,87.020000,0,0.000000,0.000000,72.9,0,0,30.870000,48.240000

86,21:15-21:30,0,0,0,0,0,0.000000,24.120000,30.870000,0.000000,100.500000,8.620000,261.920000,15.610000,21.750000,0.000000,24.120000,0.000000,19.780000,0.000000,31.290000,0.000000,93.030000,24.120000,67.530000,38.590000,272.770000,19.34,59.33,27.240000,24.120000,0,59.33,22.97,0,12.710000,24.120000,10.440000,10.590000,22.96,0,0,41.01,87.020000,0,0.000000,0.000000,68.89,0,0,30.870000,48.240000

87,21:30-21:45,0,0,0,0,0,0.000000,24.120000,30.870000,0.000000,100.500000,8.620000,261.920000,15.610000,21.750000,0.000000,24.120000,0.000000,19.780000,0.000000,31.290000,0.000000,93.030000,24.120000,67.530000,38.590000,272.770000,18.34,58,27.240000,24.120000,0,58,22.35,0,12.710000,24.120000,10.440000,10.590000,22.36,0,0,43.01,87.020000,0,0.000000,0.000000,67.07,0,0,30.870000,48.240000

88,21:45-22:00,0,0,0,0,0,0.000000,24.120000,30.870000,0.000000,100.500000,8.620000,261.920000,15.610000,21.750000,0.000000,24.120000,0.000000,19.780000,0.000000,31.290000,0.000000,93.030000,24.120000,67.530000,38.590000,272.770000,17.66,57,27.240000,24.120000,0,57,22.19,0,12.710000,24.120000,10.440000,10.590000,22.2,0,0,43.01,87.020000,0,0.000000,0.000000,66.6,0,0,30.870000,48.240000

89,22:00-22:15,0,0,0,0,0,0.000000,24.120000,30.870000,0.000000,100.500000,8.620000,261.920000,15.610000,21.750000,0.000000,24.120000,0.000000,19.780000,0.000000,31.290000,0.000000,93.030000,24.120000,67.530000,38.590000,272.770000,16.34,56,27.240000,24.120000,0,56,21.94,0,12.710000,24.120000,10.440000,10.590000,21.93,0,0,43.01,87.020000,0,0.000000,0.000000,65.81,0,0,30.870000,48.240000

90,22:15-22:30,0,0,0,0,0,0.000000,24.120000,30.870000,0.000000,100.500000,8.620000,261.920000,15.610000,21.750000,0.000000,24.120000,0.000000,19.780000,0.000000,31.290000,0.000000,93.030000,24.120000,67.530000,38.590000,272.770000,16.66,55.33,27.240000,24.120000,0,55.33,21.65,0,12.710000,24.120000,10.440000,10.590000,21.64,0,0,43.01,87.020000,0,0.000000,0.000000,64.93,0,0,30.870000,48.240000

91,22:30-22:45,0,0,0,0,0,0.000000,24.120000,30.870000,0.000000,100.500000,8.620000,261.920000,15.610000,21.750000,0.000000,24.120000,0.000000,19.780000,0.000000,31.290000,0.000000,93.030000,24.120000,67.530000,38.590000,272.770000,16.66,50.33,27.240000,24.120000,0,50.33,21.39,0,12.710000,24.120000,10.440000,10.590000,21.4,0,0,43.01,87.020000,0,0.000000,0.000000,64.19,0,0,30.870000,48.240000

92,22:45-23:00,0,0,0,0,0,0.000000,24.120000,30.870000,0.000000,100.500000,8.620000,261.920000,15.610000,21.750000,0.000000,24.120000,0.000000,19.780000,0.000000,30.280000,0.000000,93.030000,24.120000,67.530000,38.590000,272.770000,16.66,50.33,27.240000,24.120000,0,50.33,21.1,0,12.710000,24.120000,10.440000,10.590000,21.1,0,0,43.01,87.020000,0,0.000000,0.000000,63.31,0,0,30.870000,48.240000

93,23:00-23:15,0,0,0,0,0,0.000000,24.120000,30.870000,0.000000,100.500000,8.440000,261.920000,15.610000,21.750000,0.000000,24.120000,0.000000,19.780000,0.000000,31.290000,0.000000,93.030000,24.120000,67.530000,38.590000,272.770000,17,50.33,27.240000,24.120000,0,50.33,20.99,0,16.390000,24.120000,10.440000,10.590000,21,0,0,43.01,87.020000,0,0.000000,96.470000,62.99,0,0,30.870000,48.240000

94,23:15-23:30,0,0,0,0,0,0.000000,24.120000,30.870000,0.000000,100.500000,8.440000,261.920000,15.610000,21.750000,0.000000,24.120000,0.000000,19.780000,0.000000,31.290000,0.000000,93.030000,24.120000,67.530000,38.590000,272.770000,17,50.33,27.240000,24.120000,0,50.33,20.95,0,16.390000,24.120000,10.440000,10.590000,20.95,0,0,43.01,87.020000,0,0.000000,96.470000,62.85,0,0,30.870000,48.240000

95,23:30-23:45,0,0,0,0,0,0.000000,24.120000,30.870000,0.000000,100.500000,8.440000,261.920000,15.610000,21.750000,0.000000,24.120000,0.000000,19.780000,0.000000,31.290000,0.000000,93.030000,24.120000,67.530000,38.590000,272.770000,15.66,50.67,27.240000,24.120000,0,50.67,20.94,0,16.390000,24.120000,10.440000,10.590000,20.93,0,0,43.01,87.020000,0,0.000000,96.470000,62.79,0,0,30.870000,48.240000

96,23:45-24:00,0,0,0,0,0,0.000000,24.120000,30.870000,0.000000,100.500000,8.440000,261.920000,15.610000,21.750000,0.000000,24.120000,0.000000,19.780000,0.000000,30.280000,0.000000,93.030000,24.120000,67.530000,38.590000,272.770000,16.66,51,27.240000,24.120000,0,51,21.04,0,16.390000,24.120000,10.440000,10.590000,21.04,0,0,43.01,87.020000,0,0.000000,96.470000,63.12,0,0,30.870000,48.240000

