Block,Time,KISHANGANGA,KUDGI,NAPP,RSTPSU1TO6,SALAL,UNCHAHAR3,DADRI_RF,CHAMERA3,DADRT2,KGSU1AND2,KHSTPP-I,MAPS,NLCTS2EXP,RIHAND3,TelanganaSTPP,KKNPPU2,KOLDAM,NJPC,NLCIIST2,RAMPUR,RAPPB,SASAN,SEWA2,SIMHST2,URI2,AURY_LF,KHSTPP-II,PARBATI2,PARBATI3,RAPPD,SINGRAULI,TALA,UNCHAHAR1,UNCHAHAR4,AURY_GF,AURY_RF,DADRI_LF,DHAULIGNGA,FSTPP I & II,JHAJJAR,KGSU3AND4,NTPL,RIHAND1,RIHAND2,SINGRAULI_HYDRO,TANDA2,UNCHAHAR2,VALLURNTECL,ANTA_LF,ANTA_RF,AURY_CRF,DADRI_GF,DULHASTI,KOTESHWR,NLCIIST1,SIMHST1,TALST2,DADRI_CRF,BRBCL,BSIUL,CHAMERA1,CHAMERA2,KKNP,TANAKPUR,NLCEXP,NNTPP,RAPPC,RSTPSU7,TEHRI,URI,ANTA_CRF,ANTA_GF
13,03:00-03:15,8.63,0,25.11,0,53.45,27.68,112.08,35.03,688.55,0,45.53,0,0,130.79,0,0,1.93,110.67,0,4.33,0,418.77,18.9,0,36.47,0,148.3,15.02,19.64,29.51,150.34,0,21.64,2.3,0,85.48,0,10.95,18.2,428.67,0,0,97.23,124.58,1,5.7,44.5,0,0,53.54,0,0,59.5,10.43,0,0,0,0,20,13.04,42.15,48.81,0,0.25,0,0,68.56,0,0,49.13,0,0

14,03:15-03:30,8.63,0,25.11,0,51.13,27.68,112.08,35.03,688.55,0,45.53,0,0,130.79,0,0,1.93,110.67,0,4.33,0,418.77,18.9,0,36.47,0,148.3,15.02,19.64,29.51,150.34,0,21.64,2.3,0,85.48,0,10.95,18.2,428.67,0,0,97.23,124.58,1,5.7,44.5,0,0,53.54,0,0,59.5,10.43,0,0,0,0,20,13.04,42.15,48.81,0,0.25,0,0,68.56,0,0,49.13,0,0

15,03:30-03:45,8.63,0,25.11,0,51.13,27.68,112.08,35.03,688.92,0,45.53,0,0,130.79,0,0,1.93,110.67,0,4.33,0,418.77,18.9,0,36.47,0,148.3,15.02,19.64,29.51,150.34,0,21.64,2.3,0,85.48,0,10.95,18.2,428.67,0,0,97.23,124.58,1,5.7,44.5,0,0,53.54,0,0,59.5,10.43,0,0,0,0,20,13.04,42.15,48.81,0,0.25,0,0,68.56,0,0,49.13,0,0

16,03:45-04:00,8.63,0,25.11,0,51.13,27.68,112.08,35.03,688.92,0,45.53,0,0,130.79,0,0,1.93,110.67,0,4.33,0,418.77,18.9,0,36.47,0,148.3,15.02,19.64,29.51,150.34,0,21.64,2.3,0,85.48,0,10.95,18.2,428.67,0,0,97.23,124.58,1,5.7,44.5,0,0,53.54,0,0,59.5,10.43,0,0,0,0,20,13.04,42.15,48.81,0,0.25,0,0,68.56,0,0,49.13,0,0

17,04:00-04:15,8.63,0,25.11,0,51.13,27.68,112.08,35.03,688.92,0,45.53,0,0,130.79,0,0,1.93,110.67,0,4.33,0,418.77,18.9,0,36.47,0,148.3,15.02,16.88,29.51,150.34,0,21.64,2.3,0,85.48,0,10.95,18.2,428.67,0,0,97.23,124.58,1,5.7,44.5,0,0,53.54,0,0,59.5,10.43,0,0,0,0,20,13.04,42.15,48.81,0,0.25,0,0,68.56,0,12.12,49.13,0,0

18,04:15-04:30,8.63,0,25.11,0,51.13,27.68,112.08,35.03,688.92,0,45.53,0,0,130.79,0,0,1.93,110.67,0,4.33,0,418.77,18.9,0,36.47,0,148.3,15.02,16.88,29.51,150.34,0,21.64,2.3,0,85.48,0,10.95,18.2,428.67,0,0,97.23,124.58,1,5.7,44.5,0,0,53.54,0,0,59.5,10.43,0,0,0,0,20,13.04,42.15,48.81,0,0.25,0,0,68.56,0,12.12,49.13,0,0

19,04:30-04:45,8.63,0,25.11,0,51.13,27.68,112.08,27.63,688.92,0,45.53,0,0,130.79,0,0,1.93,110.67,0,4.33,0,418.77,18.9,0,36.47,0,148.3,15.02,16.88,29.51,150.34,0,21.64,2.3,0,85.48,0,10.95,18.2,428.67,0,0,97.23,124.58,1,5.7,44.5,0,0,53.54,0,0,59.5,10.43,0,0,0,0,20,13.04,42.15,48.81,0,0.25,0,0,68.56,0,24.23,49.13,0,0

20,04:45-05:00,8.63,0,25.11,0,51.13,27.68,112.08,27.63,688.92,0,45.53,0,0,130.79,0,0,1.93,110.67,0,4.33,0,418.77,18.9,0,36.47,0,148.3,15.02,16.88,29.51,150.34,0,21.64,2.3,0,85.48,0,10.95,18.2,428.67,0,0,97.23,124.58,1,5.7,44.5,0,0,53.54,0,0,59.5,10.43,0,0,0,0,20,13.04,42.15,48.81,0,0.25,0,0,68.56,0,24.23,49.13,0,0

21,05:00-05:15,8.63,0,25.11,0,51.13,27.68,112.08,27.63,688.92,0,45.53,0,0,130.79,0,0,1.93,110.67,0,4.33,0,418.77,18.9,0,36.47,0,148.3,15.02,16.88,29.51,150.34,0,21.64,2.3,0,85.48,0,10.95,18.2,428.67,0,0,97.23,124.58,1,5.7,44.5,0,0,53.27,0,0,59.5,10.43,0,0,0,0,20,19.56,42.15,48.81,0,6.27,0,0,68.56,0,25.04,52.36,0,0

22,05:15-05:30,8.63,0,25.11,0,51.13,27.68,112.08,27.63,688.55,0,45.53,0,0,130.79,0,0,1.93,110.67,0,4.33,0,418.77,18.9,0,36.47,0,148.3,15.02,16.88,29.51,150.34,0,21.64,2.3,0,85.48,0,10.95,18.2,428.67,0,0,97.23,124.58,1,5.7,44.5,0,0,53.54,0,0,59.5,10.43,0,0,0,0,20,19.56,42.15,48.81,0,6.27,0,0,68.56,0,25.19,52.36,0,0

23,05:30-05:45,8.63,0,25.11,0,51.13,27.68,112.08,27.63,688.92,0,45.53,0,0,130.79,0,0,4.79,78.4,0,3.11,0,418.77,18.9,0,36.47,0,148.3,15.02,19.64,29.51,150.34,0,21.64,2.3,0,85.48,0,10.95,18.2,428.67,0,0,97.23,124.58,1,5.7,44.5,0,0,53.54,0,0,59.5,10.43,0,0,0,0,20,19.56,42.15,48.81,0,6.27,0,0,68.56,0,25.19,52.36,0,0

24,05:45-06:00,8.63,0,25.11,0,51.13,27.68,112.08,27.63,688.92,0,45.53,0,0,130.79,0,0,7.19,69.33,0,2.75,0,418.77,18.9,0,36.47,0,148.3,15.02,19.64,29.51,150.34,0,21.64,2.3,0,85.48,0,10.95,18.2,428.67,0,0,97.23,124.58,1,5.7,44.5,0,0,53.54,0,0,59.5,10.43,0,0,0,0,20,19.56,42.15,48.81,0,6.27,0,0,68.56,0,25.19,52.36,0,0

25,06:00-06:15,8.63,0,25.11,0,51.13,27.68,112.08,27.63,688.55,0,45.53,0,0,130.79,0,0,9.59,69.33,0,2.75,0,418.77,18.9,0,36.47,0,148.3,15.02,19.64,29.51,150.34,0,21.64,2.3,0,85.48,0,10.95,18.2,428.67,0,0,97.23,124.58,1,5.7,44.5,0,0,53.54,0,0,59.5,10.43,0,0,0,0,20,19.56,42.15,48.81,0,6.27,0,0,68.56,0,25.19,52.36,0,0

26,06:15-06:30,8.63,0,25.11,0,51.13,27.68,112.08,27.63,688.55,0,45.53,0,0,130.79,0,0,9.59,69.33,0,2.75,0,418.77,18.9,0,36.47,0,148.3,15.02,19.64,29.51,150.34,0,21.64,2.3,0,85.48,0,10.95,18.2,428.67,0,0,97.23,124.58,1,5.7,44.5,0,0,53.54,0,0,59.5,10.43,0,0,0,0,20,19.56,42.15,48.81,0,6.27,0,0,68.56,0,25.19,52.36,0,0

27,06:30-06:45,8.63,0,25.11,0,51.13,27.68,112.08,27.63,688.92,0,45.53,0,0,130.79,0,0,9.59,69.33,0,2.75,0,418.77,18.9,0,36.47,0,148.3,15.02,19.64,29.51,150.34,0,21.64,2.3,0,85.48,0,10.95,18.2,428.67,0,0,97.23,124.58,1,5.7,44.5,0,0,53.27,0,0,59.5,10.43,0,0,0,0,20,19.56,42.15,48.81,0,1.79,0,0,68.56,0,25.19,49.68,0,0

28,06:45-07:00,8.63,0,25.11,0,51.13,27.68,112.08,27.63,688.92,0,45.53,0,0,130.79,0,0,9.59,69.33,0,2.75,0,418.77,18.9,0,36.47,0,148.3,15.02,19.64,29.51,150.34,0,21.64,2.3,0,85.48,0,10.95,18.2,428.67,0,0,94.03,124.58,1,5.7,44.5,0,0,53.27,0,0,59.5,10.43,0,0,0,0,20,19.56,42.15,48.81,0,1.79,0,0,68.56,0,25.19,49.68,0,0

29,07:00-07:15,8.63,0,25.11,0,51.13,27.68,112.08,27.63,688.92,0,45.53,0,0,130.79,0,0,7.19,69.33,0,2.75,0,418.77,18.9,0,36.47,0,148.3,15.02,19.64,29.51,150.34,0,21.64,2.3,0,85.48,0,10.95,18.2,670.67,0,0,97.23,124.58,1,5.7,45,0,0,53.27,0,0,59.5,10.43,0,0,0,0,20,19.56,42.15,32.53,0,0.51,0,0,68.56,0,25.19,49.68,0,0

30,07:15-07:30,8.63,0,25.11,0,51.13,27.68,112.08,27.63,688.92,0,45.53,0,0,130.79,0,0,2.4,69.33,0,2.75,0,418.77,18.9,0,36.47,0,148.3,15.02,19.64,29.51,150.34,0,21.64,3.2,0,85.48,0,21.88,18.2,670.67,0,0,97.23,124.58,1,5.7,45,0,0,53.27,0,0,59.5,10.43,0,0,0,0,20,19.56,42.15,32.53,0,0.51,0,0,68.56,0,25.19,49.68,0,0

31,07:30-07:45,8.63,0,25.11,0,51.13,27.68,112.08,23.33,688.92,0,45.53,0,0,130.79,0,0,2.4,69.33,0,2.75,0,418.77,18.9,0,36.47,0,148.3,15.02,19.64,29.51,150.34,0,21.64,3.2,0,85.48,0,21.88,18.2,670.67,0,0,97.23,124.58,1,5.7,45,0,0,53.27,0,0,59.5,10.43,0,0,0,0,20,19.56,28.1,48.81,0,0.51,0,0,68.56,0,25.19,49.68,0,0

32,07:45-08:00,8.63,0,25.11,0,51.13,27.68,112.08,23.33,688.92,0,45.53,0,0,130.79,0,0,2.4,69.33,0,2.75,0,418.77,18.9,0,36.47,0,148.3,15.02,19.64,29.51,150.34,0,21.64,3.2,0,85.48,0,21.88,18.2,670.67,0,0,97.23,124.58,1,5.7,45,0,0,53.27,0,0,59.5,10.43,0,0,0,0,20,19.56,27.65,48.81,0,0.51,0,0,68.56,0,12.12,49.68,0,0

33,08:00-08:15,8.63,0,25.11,0,51.13,27.68,112.08,23.33,688.92,0,45.53,0,0,130.79,0,0,2.4,69.33,0,2.75,0,418.77,18.9,0,36.47,0,148.3,15.02,19.64,29.51,131.54,0,21.64,3.2,0,85.48,0,21.88,18.2,670.67,0,0,97.23,124.58,1,5.7,45,0,0,53.01,0,0,59.5,10.43,0,0,0,0,20,19.56,19.52,48.81,0,0.25,0,0,68.56,0,0,49.68,0,0

34,08:15-08:30,8.63,0,25.11,0,51.13,27.68,112.08,23.33,688.92,0,45.53,0,0,130.79,0,0,2.4,69.33,0,2.75,0,418.77,18.9,0,36.47,0,148.3,15.02,19.64,29.51,131.54,0,21.64,3.2,0,85.48,0,21.88,18.2,560.67,0,0,97.23,124.58,1,5.7,45,0,0,53.01,0,0,59.5,10.43,0,0,0,0,20,19.56,12.64,48.81,0,0.25,0,0,68.56,0,0,49.68,0,0

35,08:30-08:45,8.63,0,25.11,0,51.13,27.68,112.08,23.33,688.92,0,45.53,0,0,130.79,0,0,2.4,69.33,0,2.75,0,418.77,18.9,0,36.47,0,148.3,15.02,19.64,29.51,131.54,0,21.64,3.2,0,85.48,0,21.88,18.2,520.67,0,0,97.23,124.58,1,5.7,45,0,0,53.01,0,0,59.5,10.43,0,0,0,0,20,19.56,12.16,48.81,0,0.25,0,0,68.56,0,0,49.68,0,0

36,08:45-09:00,8.63,0,25.11,0,51.13,27.68,112.08,23.33,688.92,0,45.53,0,0,130.79,0,0,2.4,69.33,0,2.75,0,418.77,18.9,0,36.47,0,148.3,15.02,19.64,29.51,150.34,0,21.64,3.2,0,85.48,0,21.88,18.2,520.67,0,0,97.23,124.58,1,5.7,45,0,0,53.01,0,0,59.5,10.43,0,0,0,0,20,19.56,0,48.81,0,0.25,0,0,68.56,0,0,49.68,0,0

37,09:00-09:15,8.63,0,25.11,0,51.13,27.68,112.08,18.42,688.92,0,45.53,0,0,130.79,0,0,2.4,69.33,0,2.75,0,418.77,18.9,0,38.56,0,148.3,15.02,19.64,29.51,150.34,0,21.64,3.2,0,85.48,0,21.88,18.2,520.67,0,0,97.23,124.58,1,2.7,45,0,0,52.74,0,0,59.5,10.43,0,0,0,0,20,19.56,0,48.81,0,0.25,0,0,68.56,0,0,49.68,0,0

38,09:15-09:30,8.63,0,25.11,0,51.13,27.68,112.08,18.42,688.92,0,45.53,0,0,130.79,0,0,2.22,69.33,0,2.75,0,418.77,18.9,0,38.56,0,148.3,15.02,19.64,29.51,150.34,0,21.64,3.2,0,85.48,0,21.88,18.2,430.67,0,0,97.23,124.58,1,2.7,45,0,0,52.74,0,0,59.5,10.43,0,0,0,0,20,19.56,0,48.81,0,0.25,0,0,68.56,0,0,49.68,0,0

39,09:30-09:45,8.63,0,25.11,0,63.92,27.68,112.08,18.42,688.92,0,45.53,0,0,130.79,0,0,2.22,69.33,0,2.75,0,418.77,18.9,0,38.56,0,148.3,15.02,19.64,29.51,150.34,0,21.64,3.2,0,85.48,0,10.95,18.2,430.67,0,0,97.23,124.58,1,2.7,45,0,0,52.74,0,0,59.5,10.43,0,0,0,0,20,19.56,0,48.81,0,0.25,0,0,68.56,0,0,13.25,0,0

40,09:45-10:00,8.63,0,25.11,0,63.92,27.68,112.08,18.42,688.92,0,45.53,0,0,130.79,0,0,0,69.33,0,2.75,0,418.77,18.9,0,38.56,0,148.3,15.02,19.64,29.51,150.34,0,21.64,3.2,0,85.48,0,10.95,18.2,430.67,0,0,97.23,124.58,1,2.7,45,0,0,52.74,0,0,59.5,10.43,0,0,0,0,20,19.56,0,32.53,0,0.25,0,0,68.56,0,0,5.52,0,0

41,10:00-10:15,8.63,0,25.11,0,63.92,27.68,112.08,0,688.92,0,45.53,0,0,130.79,0,0,0,69.33,0,2.75,0,418.77,12.61,0,36.14,0,148.3,22.54,23.02,29.51,150.34,0,21.64,3.2,0,85.48,0,10.95,18.2,430.67,0,0,97.23,124.58,1,2.7,45,0,0,52.22,0,0,59.5,10.43,0,0,0,0,20,19.56,0,16.27,0,0.25,0,0,68.56,0,0,49.13,0,0

42,10:15-10:30,8.63,0,25.11,0,63.92,27.68,112.08,0,688.92,0,45.53,0,0,130.79,0,0,0,69.33,0,2.75,0,418.77,6.3,0,36.14,0,148.3,22.54,23.02,29.51,150.34,0,21.64,3.2,0,85.48,0,10.95,18.2,430.67,0,0,97.23,124.58,1,2.7,45,0,0,52.22,0,0,59.5,0,0,0,0,0,20,19.56,0,16.27,0,0.25,0,0,68.56,0,0,49.13,0,0

43,10:30-10:45,8.63,0,25.11,0,63.92,27.68,112.08,0,688.92,0,45.53,0,0,130.79,0,0,0,69.33,0,2.75,0,418.77,0,0,36.14,0,148.3,22.54,23.02,29.51,150.34,0,21.64,3.2,0,85.48,0,10.95,18.2,410.67,0,0,97.23,124.58,1,2.7,45,0,0,52.22,0,0,59.5,0,0,0,0,0,20,13.04,0,0,0,0.51,0,0,68.56,0,0,49.13,0,0

44,10:45-11:00,8.63,0,25.11,0,63.92,27.68,112.08,0,688.92,0,45.53,0,0,130.79,0,0,0,69.33,0,2.75,0,418.77,0,0,36.14,0,148.3,22.54,23.02,29.51,150.34,0,21.64,3.2,0,85.48,0,10.95,18.2,410.67,0,0,97.23,124.58,1,2.7,45,0,0,52.22,0,0,59.5,0,0,0,0,0,20,13.04,0,0,0,0.51,0,0,68.56,0,0,49.13,0,0

45,11:00-11:15,8.63,0,25.11,0,63.92,27.68,112.08,0,688.92,0,45.53,0,0,130.79,0,0,0,69.33,0,2.75,0,418.77,0,0,36.14,0,148.3,22.54,23.02,29.51,150.34,0,21.64,3.2,0,85.48,0,10.95,18.2,410.67,0,0,97.23,124.58,1,2.7,45,0,0,51.7,0,0,59.5,0,0,0,0,0,20,13.04,0,0,0,0.51,0,0,68.56,0,0,49.13,0,0

46,11:15-11:30,8.63,0,25.11,0,63.92,27.68,112.08,0,688.92,0,45.53,0,0,130.79,0,0,0,69.33,0,2.75,0,418.77,0,0,36.14,0,148.3,22.54,23.02,29.51,150.34,0,21.64,3.2,0,85.48,0,10.95,18.2,410.67,0,0,97.23,124.58,1,2.7,45,0,0,51.7,0,0,59.5,0,0,0,0,0,20,13.04,0,0,0,0.51,0,0,68.56,0,0,49.13,0,0

47,11:30-11:45,8.63,0,25.11,0,63.92,27.68,112.08,0,688.92,0,45.53,0,0,130.79,0,0,0,69.33,0,2.75,0,418.77,0,0,36.14,0,148.3,14.88,19.64,29.51,150.34,0,21.64,3.2,0,85.48,0,10.95,18.2,410.67,0,0,97.23,124.58,1,2.7,45,0,0,51.7,0,0,59.5,0,0,0,0,0,20,13.04,0,0,0,0.51,0,0,68.56,0,0,49.13,0,0

48,11:45-12:00,8.63,0,25.11,0,63.92,27.68,112.08,0,688.92,0,45.53,0,0,130.79,0,0,0,50.4,0,2.01,0,418.77,0,0,36.14,0,148.3,0,4.29,29.51,150.34,0,21.64,3.2,0,85.48,0,10.95,18.2,410.67,0,0,97.23,124.58,1,2.7,45,0,0,51.7,0,0,59.5,0,0,0,0,0,20,13.04,0,0,0,0.51,0,0,68.56,0,0,49.13,0,0

49,12:00-12:15,8.63,0,25.11,0,63.92,27.68,112.08,0,688.92,0,45.53,0,0,130.79,0,0,0,50.4,0,2.01,0,418.77,0,0,36.14,0,148.3,0,4.29,29.51,150.34,0,21.64,3.2,0,85.48,0,10.95,18.2,410.67,0,0,97.23,124.58,1,3.38,45,0,0,51.7,0,0,59.5,0,0,0,0,0,20,13.04,0,0,0,0.51,0,0,68.56,0,0,49.13,0,0

50,12:15-12:30,8.63,0,25.11,0,63.92,27.68,112.08,0,688.92,0,45.53,0,0,130.79,0,0,0,50.4,0,2.01,0,418.77,0,0,36.14,0,148.3,0,4.29,29.51,150.34,0,21.64,3.2,0,85.48,0,10.95,18.2,410.67,0,0,97.23,124.58,1,3.38,45,0,0,51.17,0,0,59.5,0,0,0,0,0,20,13.04,0,0,0,0.51,0,0,68.56,0,0,49.68,0,0

51,12:30-12:45,8.63,0,25.11,0,63.92,27.68,112.08,0,688.92,0,45.53,0,0,130.79,0,0,0,50.4,0,2.01,0,418.77,0,0,36.14,0,148.3,0,4.29,29.51,150.34,0,21.64,3.2,0,85.48,0,10.95,18.2,410.67,0,0,97.23,124.58,1,3.61,45,0,0,51.17,0,0,59.5,0,0,0,0,0,20,13.04,0,0,0,0.51,0,0,68.56,0,0,49.68,0,0

52,12:45-13:00,8.63,0,25.11,0,63.92,27.68,112.08,0,688.92,0,45.53,0,0,130.79,0,0,0,50.4,0,2.01,0,418.77,0,0,36.14,0,148.3,0,4.29,29.51,150.34,0,21.64,3.2,0,85.48,0,10.95,18.2,410.67,0,0,97.23,124.58,1,3.84,45,0,0,51.17,0,0,59.5,0,0,0,0,0,20,13.04,0,0,0,0.51,0,0,68.56,0,0,49.68,0,0

53,13:00-13:15,8.63,0,25.11,0,63.92,27.68,112.08,0,688.92,0,45.53,0,0,130.79,0,0,0,50.4,0,2.01,0,418.77,0,0,36.14,0,148.3,0,4.29,29.51,150.34,0,21.64,3.2,0,85.48,0,10.95,18.2,410.67,0,0,97.23,124.58,1,3.84,45,0,0,51.17,0,0,59.5,0,0,0,0,0,20,13.04,0,0,0,0.51,0,0,68.56,0,0,49.68,0,0

54,13:15-13:30,8.63,0,25.11,0,63.92,27.68,112.08,0,688.92,0,45.53,0,0,130.79,0,0,0,50.4,0,2.01,0,418.77,0,0,36.14,0,148.3,0,4.29,29.51,150.34,0,21.64,3.2,0,85.48,0,10.95,18.2,410.67,0,0,97.23,124.58,1,4.08,45,0,0,51.17,0,0,59.5,0,0,0,0,0,20,13.04,0,0,0,0.51,0,0,68.56,0,0,49.68,0,0

55,13:30-13:45,8.63,0,25.11,0,63.92,27.68,112.08,0,688.92,0,45.53,0,0,130.79,0,0,0,50.4,0,2.01,0,418.77,0,0,36.14,0,148.3,0,4.29,29.51,150.34,0,21.64,3.2,0,85.48,0,21.88,18.2,410.67,0,0,97.23,124.58,1,4.08,45,0,0,51.17,0,0,59.5,0,0,0,0,0,20,13.04,0,0,0,0.51,0,0,68.56,0,0,49.68,0,0

56,13:45-14:00,8.63,0,25.11,0,63.92,27.68,112.08,0,688.92,0,45.53,0,0,130.79,0,0,0,25.09,0,1,0,418.77,0,0,36.14,0,148.3,0,4.29,29.51,150.34,0,21.64,3.2,0,85.48,0,43.78,18.2,410.67,0,0,97.23,124.58,1,4.3,45,0,0,51.17,0,0,59.5,0,0,0,0,0,20,13.04,0,0,0,0.51,0,0,68.56,0,0,49.68,0,0

