Column1,Time,NR/01102023/19072037/LT-05,GNA/NR/2025/06/01/2868,NR/01102023/06022042/L_NR_2012_07,NR/01102023/31052040/LT-31,GNA/NR/2025/06/01/7782,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/06/01/4973,GNA/NR/2025/06/01/9719,GNA/NR/2025/06/01/9257,GNA/NR/2025/06/01/2569,GNA/NR/2025/06/01/4444,GNA/NR/2025/06/01/7786,GNA/NR/2025/06/01/7663,GNA/NR/2025/04/01/8456,NR/01102023/30042040/GNA_LT_35,NR/30092023/31122025/SH-07,GNA/NR/2025/06/01/5280,NR/30092023/26122029/SH-06,GNA/NR/2025/06/01/7762,NR/01102023/31102037/L_NR_2019_11,NR/01102023/06022042/L_NR_2012_02,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/04/01/8510,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/04/01/8964,NR/01102023/22052037/LT-59,NR/01102023/05012040/L_NR_2020_02,L_NR_2019_19,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/RUMS(L_NR_2019_06),GNARE/NR/2024/12/20/3668,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/L_NR_2019_05,NR/01102023/25072045/L_NR_2021_15,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,WR/01102023/30052048/L_NR_2022_10,GNARE/SR/2025/01/13/4532,NR/01102023/02122045/L_NR_2021_13,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,NR/22102023/11042047/L_NR_2021_17,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_16,WR/01102023/01102023/L_NR_2022_09,NR/01102023/08032047/L_NR_2021_14
75,18:30-18:45,70.44,17.39,69.15,0,11.9,273.16,41.06,20.53,20.53,53.38,164.24,41.06,41.06,0,0,26.96,11.91,26.96,20.53,5.31,201.31,12.39,0,8.55,100.65,27.76,3.99,4.68,2.99,5.57,41.33,0,0,0.62,124.01,0,1,13.72,0,40.67,25.01,2.74,43.33,41.33,1,1,2,40.67,2

76,18:45-19:00,70.44,17.39,69.15,0,11.9,273.16,41.06,20.53,20.53,53.38,164.24,41.06,41.06,0,0,26.96,11.91,26.96,20.53,5.31,201.31,12.39,0,7.82,100.65,27.76,3.89,4.68,2.99,2.41,41.33,0,0,0.23,124.01,0,1,8.45,0,40.67,26.01,1.69,43.33,41.33,0,0,0,40.67,1

77,19:00-19:15,70.44,17.39,69.15,0,11.9,273.16,41.06,20.53,20.53,53.38,164.24,41.06,41.06,0,0,26.96,11.91,26.96,20.53,5.39,201.31,12.76,0,7.31,100.65,27.76,3.85,4.68,3.19,0.25,41.33,0,0,0.15,124.01,0,0,4.68,0,40.67,33.21,0.94,43.33,41.33,0,0,0,40.67,0

78,19:15-19:30,70.44,17.39,69.15,0,11.9,273.16,41.06,20.53,20.53,53.38,164.24,41.06,41.06,0,0,26.96,11.91,26.96,20.53,5.39,201.31,12.76,0,7.31,100.65,28.26,3.85,4.68,3.19,0,41.33,0,0,0,124.01,0,0,2.22,0,40.67,34.21,0.44,43.33,41.33,0,0,0,40.67,0

79,19:30-19:45,70.44,26.08,69.15,0,11.9,273.16,41.06,20.53,20.53,53.38,164.24,41.06,41.06,0,0,26.96,11.91,26.96,20.53,5.39,201.31,12.76,0,7.31,100.65,28.26,3.85,4.68,3.19,0,41.33,0,0,0,124.01,0,0,0,0,40.67,35.21,0,43.33,41.33,0,0,0,40.67,0

80,19:45-20:00,70.44,26.08,69.15,0,11.9,273.16,41.06,20.53,20.53,53.38,164.24,41.06,41.06,0,0,26.96,11.91,26.96,20.53,5.39,201.31,12.76,0,7.31,100.65,28.26,3.85,4.68,3.19,0,41.33,0,0,0,124.01,0,0,0,0,40.67,37.22,0,43.33,41.33,0,0,0,40.67,0

81,20:00-20:15,70.44,26.08,69.15,0,11.9,273.16,41.06,20.53,20.53,53.38,0,41.06,41.06,0,0,29.5,11.91,26.66,20.53,5.39,201.31,13.23,0,7.31,100.65,28.26,1.19,4.83,2.62,0,41.33,0,0,0,124.01,0,0,0,0,40.67,41.22,0,43.33,41.33,0,0,0,40.67,0

82,20:15-20:30,70.44,26.08,69.15,0,11.9,273.16,41.06,20.53,20.53,53.38,0,41.06,41.06,0,0,29.5,11.91,26.66,20.53,5.39,201.31,13.23,0,7.31,100.65,27.76,1.19,4.83,2.62,0,41.33,0,0,0,124.01,0,0,0,0,40.67,41.22,0,43.33,41.33,0,0,0,40.67,0

83,20:30-20:45,115.51,26.08,69.15,0,11.9,273.16,41.06,20.53,20.53,53.38,0,41.06,41.06,0,0,29.5,11.91,26.66,20.53,5.78,201.31,12.3,0,7.65,100.65,27.76,1.19,4.83,2.62,0,41.33,0,0,0,124.01,0,0,0,0,40.67,41.22,0,43.33,41.33,0,0,0,40.67,0

84,20:45-21:00,115.51,26.08,69.15,0,11.9,273.16,41.06,20.53,20.53,53.38,0,41.06,41.06,0,0,29.5,11.91,26.66,20.53,5.78,201.31,12.3,0,7.65,100.65,26.24,1.19,4.83,2.62,0,41.33,0,0,0,124.01,0,0,0,0,40.67,41.22,0,43.33,41.33,0,0,0,40.67,0

85,21:00-21:15,115.51,26.08,69.15,0,11.9,273.16,41.06,20.53,20.53,53.38,0,41.06,41.06,0,0,29.5,11.91,26.66,20.53,5.78,201.31,12.2,0,2.42,100.65,26.74,1.19,4.99,2.81,0,41.33,0,0,0,124.01,0,0,0,0,40.67,35.21,0,43.33,41.33,0,0,0,40.67,0

86,21:15-21:30,115.51,26.08,69.15,0,11.9,273.16,41.06,20.53,20.53,53.38,0,41.06,41.06,0,0,29.5,11.91,26.66,20.53,5.78,201.31,12.2,0,2.42,100.65,26.74,1.19,4.99,2.81,0,41.33,0,0,0,124.01,0,0,0,0,40.67,35.21,0,43.33,41.33,0,0,0,40.67,0

87,21:30-21:45,115.51,26.08,69.15,0,11.9,273.16,41.06,20.53,20.53,53.38,0,41.06,41.06,0,0,29.5,11.91,26.66,20.53,6.16,201.31,12.2,0,2.42,100.65,26.74,1.19,4.99,2.81,0,41.33,0,0,0,124.01,0,0,0,0,40.67,35.21,0,43.33,41.33,0,0,0,40.67,0

88,21:45-22:00,115.51,26.08,69.15,0,11.9,273.16,41.06,20.53,20.53,53.38,0,41.06,41.06,0,0,29.5,11.91,26.66,20.53,6.16,201.31,12.2,0,2.42,100.65,26.74,1.19,4.99,2.81,0,41.33,0,0,0,124.01,0,0,0,0,40.67,35.21,0,43.33,41.33,0,0,0,40.67,0

89,22:00-22:15,115.51,26.08,69.15,0,11.9,273.16,41.06,20.53,20.53,53.38,0,41.06,41.06,0,0,29.5,11.91,26.66,20.53,6.16,201.31,12.02,0,2.42,100.65,26.74,1.19,4.99,2.81,0,35,0,0,0,105,0,0,0,0,40.67,35.21,0,36.67,35,0,0,0,40.67,0

90,22:15-22:30,115.51,26.08,69.15,0,11.9,273.16,41.06,20.53,20.53,53.38,0,41.06,41.06,0,0,29.5,11.91,26.66,20.53,6.16,201.31,12.02,0,2.42,100.65,26.24,1.19,4.99,2.81,0,35.83,0,0,0,107.51,0,0,0,0,40.67,35.21,0,36.67,35.83,0,0,0,40.67,0

91,22:30-22:45,115.51,26.08,69.15,0,11.9,273.16,41.06,20.53,20.53,53.38,0,41.06,41.06,0,0,29.5,11.91,26.66,20.53,6.16,201.31,12.02,0,2.42,100.65,26.24,1.19,4.99,2.81,0,30,0,0,0,90,0,0,0,0,40.67,39.62,0,26.33,30,0,0,0,40.67,0

92,22:45-23:00,115.51,26.08,69.15,0,11.9,273.16,41.06,20.53,20.53,53.38,0,41.06,41.06,0,0,29.5,11.91,26.66,20.53,6.16,201.31,12.02,0,2.42,100.65,26.24,1.19,4.99,2.81,0,30.5,0,0,0,91.5,0,0,0,0,40.67,39.22,0,25,30.5,0,0,0,40.67,0

93,23:00-23:15,115.51,26.08,69.15,0,11.9,273.16,41.06,20.53,20.53,53.38,0,41.06,41.06,0,0,29.5,11.91,26.66,20.53,6.01,201.31,11.83,0,2.42,100.65,26.24,1.19,4.83,2.81,0,27.5,0,0,0,82.5,0,0,0,0,40.67,37.82,0,24.67,27.5,0,0,0,40.67,0

94,23:15-23:30,115.51,26.08,69.15,0,11.9,273.16,41.06,20.53,20.53,53.38,0,41.06,41.06,0,0,29.5,11.91,26.66,20.53,6.01,201.31,11.83,0,2.42,100.65,26.24,1.19,4.83,2.81,0,28,0,0,0,84,0,0,0,0,40.67,37.82,0,24.33,28,0,0,0,40.67,0

95,23:30-23:45,115.51,26.08,69.15,0,11.9,273.16,41.06,20.53,20.53,53.38,0,41.06,41.06,0,0,29.5,11.91,26.66,20.53,6.01,201.31,11.83,0,2.42,100.65,26.24,1.19,4.83,2.81,0,28.5,0,0,0,85.5,0,0,0,0,40.67,37.82,0,24,28.5,0,0,0,40.67,0

96,23:45-24:00,115.51,26.08,69.15,0,12.17,273.16,41.06,20.53,20.53,53.38,0,41.06,41.06,0,0,29.5,11.91,26.66,20.53,6.01,201.31,11.83,0,2.42,100.65,26.24,1.19,4.83,2.81,0,29.17,0,0,0,87.49,0,0,0,0,40.67,37.82,0,23.67,29.17,0,0,0,40.67,0

