Block,Time,SR/01102023/07102043/L_NR_2018_61,SR/01112023/30112023/KSEB_BYPL-NOV23,NR/01112023/30112023/HP-09,NR/01102023/05012040/L_NR_2020_02,NR/30092023/26122029/SH-06,NR/01102023/22052037/LT-59,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_35,NR/01102023/23072042/L_NR_2012_04,NR/01112023/30112023/HP-10,NR/01102023/15082037/GNA_NR_2012_01,NR/01112023/01112023/HPX-TAMCTG-311023-05130,NR/01102023/30042040/GNA_LT_36,NR/01102023/31052040/LT-31,NR/01102023/25122043/GNA_MEJA_DELHI,NR/30092023/31122025/SH-07,NR/01102023/06022042/L_NR_2012_02,NR/01102023/31102037/L_NR_2019_11,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/06022042/L_NR_2012_07,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,NR/26072023/25122043/L_NR_2023_10,WR/01102023/29112042/L_NR_2019_05,WR/01102023/24112044/L_NR_2020_07,NR/01102023/02122045/L_NR_2021_13,NR/01102023/25072045/L_NR_2021_15,NR/01102023/13082046/L_NR_2021_12,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/22102023/11042047/L_NR_2021_17,WR/01102023/31032046/L_NR_2020_05,WR/01102023/30052048/L_NR_2022_10,NR/01102023/02012046/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_16,NR/01102023/08032047/L_NR_2021_14,NR/01102023/14082046/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_07),L_NR_2019_19
14,03:15-03:30,6.01,145.02,76.850000,2.750000,26.090000,2.250000,71.930000,0.000000,210.760000,49.320000,101.260000,0.000000,0.000000,0.000000,0.000000,26.090000,208.220000,2.080000,26.100000,59.120000,5,5,11.67,0,0,5,0,0,0,0,0,15,11.67,0,0,0,0,0,0,0

15,03:30-03:45,6.01,145.02,76.850000,2.750000,26.090000,2.250000,71.930000,0.000000,210.760000,49.320000,101.260000,0.000000,0.000000,0.000000,0.000000,26.090000,208.220000,2.080000,26.100000,59.120000,5,5,11.67,0,0,5,0,0,0,0,0,15,11.67,0,0,0,0,0,0,0

16,03:45-04:00,6.01,145.02,76.850000,2.750000,26.090000,2.250000,71.930000,0.000000,210.760000,49.320000,101.260000,0.000000,0.000000,0.000000,0.000000,26.090000,208.220000,2.080000,26.100000,59.120000,5,5,11.67,0,0,5,0,0,0,0,0,15,11.67,0,0,0,0,0,0,0

17,04:00-04:15,6.01,145.02,76.850000,2.750000,26.090000,2.250000,71.930000,0.000000,210.760000,49.320000,101.260000,0.000000,0.000000,0.000000,0.000000,26.090000,227.560000,2.080000,26.100000,59.120000,5,5,11.67,0,0,5,0,0,0,0,0,15,11.67,0,0,0,0,0,0,0

18,04:15-04:30,6.01,145.02,76.850000,2.750000,26.090000,2.250000,71.930000,0.000000,210.760000,49.320000,101.260000,0.000000,0.000000,0.000000,0.000000,26.090000,237.830000,2.080000,26.100000,59.120000,5,5,11.67,0,0,5,0,0,0,0,0,15,11.67,0,0,0,0,0,0,0

19,04:30-04:45,6.01,145.02,76.850000,2.750000,26.090000,2.250000,71.930000,0.000000,210.760000,49.320000,101.260000,0.000000,0.000000,0.000000,0.000000,26.090000,237.830000,2.080000,26.100000,59.120000,5,5,11.67,0,0,5,0,0,0,0,0,15,11.67,0,0,0,0,0,0,0

20,04:45-05:00,6.01,145.02,76.850000,2.750000,26.090000,2.250000,67.680000,0.000000,210.760000,49.320000,101.260000,0.000000,0.000000,0.000000,0.000000,26.090000,237.830000,2.080000,26.100000,74.130000,5,5,11.33,0,0,5,0,0,0,0,0,15,11.33,0,0,0,0,0,0,0

21,05:00-05:15,6.01,145.02,76.850000,2.700000,26.090000,2.250000,67.680000,0.000000,210.760000,49.320000,101.260000,0.000000,0.000000,0.000000,0.000000,26.090000,237.830000,2.080000,26.100000,74.130000,5,5,11,0,0,5,0,0,0,0,0,15,11,0,0,0,0,0,0,0

22,05:15-05:30,6.01,145.02,76.850000,2.700000,26.090000,2.250000,76.380000,0.000000,210.760000,49.320000,101.260000,0.000000,0.000000,0.000000,0.000000,26.090000,237.830000,2.080000,26.100000,74.130000,5,5,10.67,0,0,5,0,0,0,0,0,15,10.67,0,0,0,0,0,0,0

23,05:30-05:45,11.31,145.02,76.850000,2.700000,26.090000,2.250000,85.080000,0.000000,210.760000,49.320000,101.260000,0.000000,0.000000,0.000000,0.000000,26.090000,237.830000,2.080000,27.070000,74.130000,5,5,10.33,0,0,5,0,0,0,0,0,15,10.33,0,0,0,0,0,0,0

24,05:45-06:00,10.7,145.02,76.850000,2.700000,26.090000,2.250000,93.780000,0.000000,210.760000,49.320000,101.260000,0.000000,0.000000,0.000000,0.000000,26.090000,237.830000,2.080000,27.070000,74.130000,5,5,10,0,0,5,0,0,0,0,0,15,10,0,0,0,0,0,0,0

25,06:00-06:15,10.3,145.02,0.000000,2.700000,26.090000,2.180000,117.950000,0.000000,231.070000,231.420000,101.260000,0.000000,0.000000,0.000000,0.000000,26.090000,237.830000,2.080000,27.070000,74.130000,5,5,9.67,0,0,5,0,0,0,0,0,15,9.67,0,0,0,0,0,1,0

26,06:15-06:30,14.52,145.02,0.000000,2.700000,26.090000,2.180000,117.950000,0.000000,251.370000,231.420000,101.260000,0.000000,0.000000,0.000000,0.000000,26.090000,237.830000,2.080000,27.070000,74.130000,5,5,9.33,0,0,5,0,0,0,0,0,15,9.33,0,0,0,0,0,4,0

27,06:30-06:45,14.45,145.02,0.000000,2.700000,26.090000,2.180000,117.950000,0.010000,271.910000,231.420000,101.260000,0.000000,0.010000,0.010000,0.000000,26.090000,237.830000,2.080000,27.070000,74.130000,5,5,8.33,0,1,5,0,0.32,0,3,0,15,8.33,0,0,0,0,0,10,3.425664

28,06:45-07:00,14.23,145.02,0.000000,2.700000,26.090000,2.180000,117.950000,0.080000,271.910000,231.420000,101.260000,0.000000,0.080000,0.080000,0.000000,26.090000,237.830000,2.080000,26.100000,74.130000,5,5,8.33,1.5,7.64,5,0,1.08,0,15,0,15,8.33,0,3.5,1,0.33,0,20,13.566408

29,07:00-07:15,13.96,145.02,0.000000,2.700000,26.090000,2.180000,117.950000,0.380000,271.910000,231.420000,101.260000,0.000000,0.390000,0.380000,0.000000,26.090000,237.830000,2.080000,26.100000,74.130000,5,5,8.33,3,20,5,0.49,2.55,2.47,30.95,1,15,8.33,0,7,1,2.33,0,30,23.570904

30,07:15-07:30,13.69,145.02,0.000000,2.700000,26.090000,2.180000,117.950000,0.990000,271.910000,231.420000,101.260000,0.000000,1.010000,0.990000,0.000000,26.090000,237.830000,2.080000,26.100000,74.130000,5,5,8.33,4.5,27.65,5,2.28,5,11.39,27.65,2,15,8.33,0,10.5,5,5,0,27.65,33.0888

31,07:30-07:45,13.43,145.02,0.000000,2.700000,26.090000,2.180000,117.950000,1.910000,271.910000,231.420000,101.260000,0.000000,1.960000,1.910000,0.000000,26.090000,237.830000,2.160000,26.100000,74.130000,5,5,8.33,9,29.99,5,4.47,9,22.37,29.98,5,15,8.33,0,21,10,8.75,0,29.98,43.326864

32,07:45:08:00,18.93,145.02,0.000000,2.700000,26.090000,2.180000,117.950000,3.030000,271.910000,231.420000,101.260000,0.000000,3.100000,3.030000,0.000000,26.090000,237.830000,2.160000,26.100000,74.130000,5,5,8.53,15.6,30.49,5,7.25,12,36.25,30.48,8,15,8.53,0,36.4,17,15.25,0,30.48,54.20724

33,08:00-08:15,18.33,145.02,0.000000,2.700000,26.090000,2.180000,117.950000,4.220000,271.910000,231.420000,101.260000,0.000000,4.330000,4.220000,0.000000,26.090000,237.830000,2.160000,26.100000,74.130000,5,5,8.53,24.9,30.99,5,10.56,17.5,52.79,30.98,15,15,8.53,0,58.1,29,22.33,0,30.98,65.506092

34,08:15-08:30,17.73,145.02,0.000000,2.700000,26.090000,2.180000,67.680000,5.510000,271.910000,231.420000,101.260000,0.000000,5.650000,5.510000,0.000000,26.090000,237.830000,2.160000,26.100000,74.130000,5,5,15.14,31.2,31.31,5,14,21,69.99,31.32,19,15,15.14,0,72.8,38,29.73,0,31.32,75.95826

35,08:30-08:45,11.08,145.02,0.000000,2.700000,26.090000,2.180000,67.680000,6.760000,271.910000,231.420000,101.260000,0.000000,6.930000,6.760000,0.000000,26.090000,237.830000,2.160000,27.070000,74.130000,5,5,15.52,38.1,32.16,5,17.22,24,86.1,32.17,22,15,15.52,0,88.9,45,37.36,0,32.17,85.388568

36,08:45:09:00,10.68,145.02,0.000000,2.700000,26.090000,2.180000,67.680000,7.950000,271.910000,231.420000,101.260000,0.000000,8.150000,7.950000,0.000000,26.090000,237.830000,2.160000,27.070000,74.130000,5,5,15.16,46.5,32.16,5,20.81,27,104.03,32.17,25,15,15.16,0,108.5,51,44.87,0,32.17,94.001388

37,09:00:09:15,10.08,145.02,0.000000,2.700000,26.090000,2.180000,67.680000,9.010000,271.910000,231.420000,101.260000,0.000000,9.230000,9.010000,0.000000,26.090000,237.830000,2.160000,27.070000,74.130000,5,5,14.9,52.5,32.34,5,24.76,30.5,123.79,32.33,28,15,14.9,0,122.5,56,50.24,0,32.33,89.446812

38,09:15-09:30,9.67,145.02,0.000000,2.700000,26.090000,2.180000,117.950000,9.990000,271.910000,231.420000,101.260000,0.000000,10.240000,9.990000,0.000000,26.090000,237.830000,2.160000,27.070000,74.130000,5,5,14.18,58.8,32.34,5,27.75,32.5,138.73,32.33,31,15,14.18,0,137.2,63,56.42,0,32.33,96.68742

39,09:30-09:45,9.48,145.02,0.000000,2.700000,26.090000,2.180000,117.950000,10.970000,271.910000,231.420000,101.260000,0.000000,11.240000,10.970000,0.000000,26.090000,237.830000,2.160000,28.040000,74.130000,5,5,13.53,63,32.34,5,30.86,36,154.29,32.33,34,15,13.53,0,147,69,62.36,0,32.33,103.947492

40,09:45-10:00,10.14,145.02,0.000000,2.700000,26.090000,2.180000,117.950000,11.820000,271.910000,231.420000,101.260000,0.000000,12.120000,11.820000,0.000000,26.090000,237.830000,2.160000,28.040000,74.130000,5,5.84,13.33,69,32.34,5.83,33.92,37.5,169.59,32.33,37,17.5,13.33,0,161,75,67.52,0,32.33,109.961868

41,10:00-10:15,9.54,145.02,0.000000,2.700000,26.090000,2.180000,117.950000,12.540000,271.910000,231.420000,101.260000,0.000000,12.840000,12.540000,0.000000,26.090000,237.830000,2.230000,28.040000,74.130000,5,5.84,13.33,73.5,32.34,5.83,36.45,39,182.23,32.33,40,17.5,13.33,0,171.5,79,72.31,0,32.33,115.343664

42,10:15-10:30,8.64,145.02,0.000000,2.700000,26.090000,2.180000,117.950000,13.270000,271.910000,231.420000,101.260000,0.000000,13.600000,13.270000,0.000000,26.090000,237.830000,2.230000,28.040000,74.130000,5,5.84,13.33,77.1,32.34,5.83,38.7,41.5,193.53,32.33,42,17.5,13.33,0,179.9,84,75.22,0,32.33,120.131808

43,10:30-10:45,8.42,145.02,0.000000,2.700000,26.090000,2.180000,117.950000,14.120000,271.910000,231.420000,101.260000,0.000000,14.480000,14.120000,0.000000,26.090000,237.830000,2.230000,28.040000,74.130000,5,5.84,13.33,81,32.34,5.83,40.92,42,204.58,32.33,44,17.5,13.33,0,189,87,78.2,0,32.33,125.59146

44,10:45-11:00,7.71,145.02,0.000000,2.700000,26.090000,2.180000,117.950000,14.420000,271.910000,231.420000,101.260000,0.000000,14.780000,14.420000,0.000000,26.090000,237.830000,2.230000,27.070000,74.130000,5,5.84,13.33,81,32.34,5.83,42.42,43,212.11,32.33,45,17.5,13.33,0,189,90,80.73,0,32.33,129.231228

45,11:00-11:15,7.67,145.02,0.000000,2.700000,26.090000,2.180000,117.950000,14.420000,271.910000,231.420000,101.260000,0.000000,14.780000,14.420000,0.000000,26.090000,237.830000,2.230000,27.070000,74.130000,5,5.84,13.33,81,32.34,5.83,43.37,43.5,216.88,32.33,45,17.5,13.33,0,189,90,82.83,0,32.33,132.520644

46,11:15-11:30,8.18,145.02,0.000000,2.700000,26.090000,2.180000,117.950000,14.420000,271.910000,231.420000,101.260000,0.000000,14.780000,14.420000,0.000000,26.090000,237.830000,2.230000,27.070000,74.130000,5,5.84,13.33,81,32.34,5.83,44.21,45,221.04,32.33,45,17.5,13.33,0,189,90,84.67,0,32.33,135.109356

47,11:30-11:45,8.08,145.02,0.000000,2.700000,26.090000,2.180000,117.950000,14.420000,271.910000,231.420000,101.260000,0.000000,14.780000,14.420000,0.000000,26.090000,237.830000,2.230000,27.070000,74.130000,5,5.84,13.33,81,32.34,5.83,45.04,45,225.21,32.33,45,17.5,13.33,0,189,90,85.71,0,32.33,137.201736

48,11:45-12:00,8.55,145.02,0.000000,2.700000,26.090000,2.180000,117.950000,14.420000,271.910000,231.420000,101.260000,0.000000,14.780000,14.420000,0.000000,26.090000,237.830000,2.230000,27.070000,74.130000,5,5.84,13.33,81,32.34,5.83,45.87,45,229.38,32.33,45,17.5,13.33,0,189,90,86.27,0,32.33,138.466896

49,12:00-12:15,8.18,145.02,0.000000,2.700000,26.090000,2.250000,117.950000,14.420000,271.910000,231.420000,101.260000,0.000000,14.780000,14.420000,0.000000,26.090000,197.230000,2.230000,28.040000,74.130000,5,5.84,12.67,81,32.34,5.83,45.87,45,229.38,32.33,45,17.5,12.67,0,189,90,86.66,0,32.33,138.836712

50,12:15-12:30,7.21,145.02,0.000000,2.700000,26.090000,2.250000,117.950000,14.420000,271.910000,231.420000,101.260000,0.000000,14.780000,14.420000,0.000000,26.090000,197.230000,2.230000,28.040000,74.130000,5,5.84,12.67,81,32.34,5.83,45.87,45,229.38,32.33,45,17.5,12.67,0,189,90,86.33,0,32.33,138.136008

51,12:30-12:45,7.64,145.02,0.000000,2.700000,26.090000,2.250000,117.950000,14.420000,271.910000,231.420000,101.260000,0.000000,14.780000,14.420000,0.000000,26.090000,197.230000,2.230000,28.040000,58.010000,5.34,5.84,12.67,81,32.34,5.83,45.87,45,229.38,32.33,45,17.5,12.67,0,189,90,86.54,0,32.33,136.432908

52,12:45-13:00,8.04,145.02,0.000000,2.700000,26.090000,2.250000,87.010000,14.420000,271.910000,231.420000,101.260000,0.000000,14.780000,14.420000,0.000000,26.090000,197.230000,2.230000,28.040000,58.010000,5.66,5.84,12.67,81,32.34,5.83,45.87,45,229.38,32.33,45,17.5,12.67,0,189,90,85.9,0,32.33,133.922052

53,13:00-13:15,8.13,145.02,0.000000,2.750000,26.090000,2.330000,67.680000,14.420000,271.910000,231.420000,101.260000,0.000000,14.780000,14.420000,0.000000,26.090000,179.270000,2.310000,28.040000,47.940000,6,5.84,12.67,81,32.34,5.83,45.04,44.5,225.21,32.33,45,17.5,12.67,0,189,90,84.9,0,32.33,130.272552

54,13:15-13:30,7.79,145.02,0.000000,2.750000,26.090000,2.330000,67.680000,14.420000,271.910000,231.420000,101.260000,0.000000,14.780000,14.420000,0.000000,26.090000,179.270000,2.310000,28.040000,47.940000,6.34,5.84,12.67,81,32.34,5.83,41.71,43,208.54,32.33,45,17.5,12.67,0,189,90,83.42,0,32.33,125.7861

55,13:30-13:45,7.45,145.02,0.000000,2.750000,26.090000,2.330000,67.680000,14.420000,271.910000,231.420000,101.260000,0.000000,14.780000,14.420000,0.000000,26.090000,179.270000,2.310000,28.040000,47.940000,6.66,5.84,13.33,81,32.34,5.83,40.04,42,200.21,32.33,45,17.5,13.33,0,189,90,81.46,0,32.33,120.793584

56,13:45-14:00,7.27,145.02,0.000000,2.750000,26.090000,2.330000,87.010000,14.220000,271.910000,231.420000,101.260000,0.000000,14.570000,14.220000,0.000000,26.090000,197.230000,2.310000,28.040000,58.010000,7,5.84,13.33,81,32.34,5.83,39.21,41,196.04,32.33,45,17.5,13.33,0,189,90,80.15,0,32.33,115.061436

57,14:00-14:15,7.21,145.02,0.000000,2.750000,26.090000,2.330000,117.950000,14.030000,271.910000,231.420000,101.260000,0.000000,14.380000,14.030000,0.000000,26.090000,197.230000,2.310000,28.040000,58.010000,7,5.84,13.33,77.1,32.34,5.83,36.81,40,184.07,32.33,44,17.5,13.33,0,179.9,88,78.1,0,32.33,109.163844

58,14:15-14:30,7.21,145.02,0.000000,2.750000,26.090000,2.330000,117.950000,13.710000,271.910000,231.420000,101.260000,0.000000,14.050000,13.710000,0.000000,26.090000,197.230000,2.310000,28.040000,58.010000,7,5.84,13.33,74.4,32.34,5.83,35.07,38,175.35,32.33,42,17.5,13.33,0,173.6,84,75.33,0,32.33,102.341712

59,14:30-14:45,7.21,145.02,0.000000,2.750000,26.090000,2.330000,117.950000,13.280000,271.910000,231.420000,101.260000,0.000000,13.620000,13.280000,0.000000,26.090000,197.230000,2.310000,28.040000,58.010000,7,5.84,13.33,70.8,32.34,5.83,30.58,37,152.9,32.33,40,17.5,13.33,0,165.2,80,71.89,0,32.33,94.69236

60,14:45-15:00,7.21,145.02,0.000000,2.750000,26.090000,2.330000,117.950000,12.750000,271.910000,231.420000,101.260000,0.000000,13.060000,12.750000,0.000000,26.090000,197.230000,2.310000,28.040000,58.010000,7,5.84,13.33,66,32.34,5.83,28.06,34,140.32,32.33,37,17.5,13.33,0,154,75,68.24,0,32.33,86.692656

61,15:00-15:15,7.21,145.02,0.000000,2.780000,26.090000,2.410000,117.950000,12.100000,271.910000,231.420000,101.260000,0.000000,12.400000,12.100000,0.000000,26.090000,197.230000,2.310000,28.040000,58.010000,7,5.84,13.33,61.5,32.5,5.83,19.77,31,98.88,32.5,35,17.5,13.33,0,143.5,70,63.38,0,32.5,78.225816

62,15:15-15:30,7.21,145.02,0.000000,2.780000,26.090000,2.410000,117.950000,11.410000,271.910000,231.420000,101.260000,0.000000,11.700000,11.410000,0.000000,26.090000,197.230000,2.310000,29.000000,58.010000,7,5.84,13.33,57.6,32.5,5.83,17.7,30,88.49,32.5,32,17.5,13.33,0,134.4,65,58.2,0,32.5,69.058272

63,15:30-15:45,7.21,145.02,0.000000,2.780000,26.090000,2.410000,117.950000,10.610000,271.910000,231.420000,101.260000,0.000000,10.880000,10.610000,0.000000,26.090000,197.230000,2.310000,29.000000,58.010000,7,5.84,13.33,51,32.5,5.83,15.87,25,79.35,32.5,29,17.5,13.33,0,119,59,52.53,0,32.5,59.209488

64,15:45-16:00,7.21,145.02,0.000000,2.780000,26.090000,2.410000,117.950000,9.620000,271.910000,231.420000,101.260000,0.000000,9.870000,9.620000,0.000000,26.090000,197.230000,2.310000,29.970000,58.010000,7,5.84,13.33,42.6,32.5,5.83,14.07,23,70.35,32.5,26,17.5,13.33,0,99.4,53,46.42,0,32.5,48.737856

65,16:00-16:15,7.21,145.02,0.000000,2.780000,26.090000,2.410000,117.950000,8.520000,271.910000,231.420000,101.260000,0.000000,8.730000,8.520000,0.000000,26.090000,197.230000,2.390000,29.970000,58.010000,7,5.84,13.33,36,32.66,5.83,10.05,19,50.26,32.67,22,17.5,13.33,0,84,45,39.84,0,32.67,38.120244

66,16:15-16:30,7.21,145.02,0.000000,2.780000,23.470000,2.410000,117.950000,7.370000,271.910000,231.420000,101.260000,0.000000,7.550000,7.370000,0.000000,23.470000,197.230000,2.390000,29.970000,58.010000,7,5.84,13.33,30,32.66,5.83,8.46,15,42.29,32.67,19,17.5,13.33,0,70,37,33.2,0,32.67,27.59022

67,16:30-16:45,7.21,145.02,0.000000,2.780000,20.000000,2.410000,117.950000,6.160000,271.910000,231.420000,101.260000,0.000000,6.310000,6.160000,0.000000,20.010000,197.230000,2.390000,30.940000,58.010000,7,5.84,13.33,22.5,30.27,5.83,7.5,12,37.5,24.41,14,17.5,13.33,0,52.5,29,26.18,0,33,18.78276

68,16:45-17:00,7.21,145.02,0.000000,2.780000,20.000000,2.410000,117.950000,4.910000,271.910000,231.420000,101.260000,0.000000,5.020000,4.910000,0.000000,20.010000,197.230000,2.390000,30.940000,58.010000,7,5.84,13.33,15.6,14.06,5.83,7.17,9,35.83,12.88,10,17.5,13.33,0,36.4,21,19.65,0,28,10.958232

69,17:00-17:15,7.21,145.02,0.000000,2.780000,20.000000,2.410000,117.950000,3.670000,271.910000,231.420000,101.260000,241.700000,3.760000,3.670000,0.000000,20.010000,197.230000,2.390000,30.940000,58.010000,7,5.84,13.33,12,4.85,5.83,6.67,5,33.33,0.6,7,17.5,13.33,0,28,14,12.75,0,14,5.187156

70,17:15-17:30,7.21,145.02,0.000000,2.780000,20.000000,2.410000,117.950000,2.490000,271.910000,231.420000,101.260000,241.700000,2.560000,2.490000,0.000000,20.010000,197.230000,2.390000,30.940000,58.010000,7,5.84,13.33,9,1,5.83,5,3,25,1,4,17.5,13.33,0,21,8,6.5,0,7,1.284624

71,17:30-17:45,7.21,145.02,0.000000,2.780000,20.000000,2.410000,117.950000,1.500000,271.910000,231.420000,101.260000,241.700000,1.540000,1.500000,0.000000,20.010000,197.230000,2.390000,30.940000,58.010000,7,5.84,13.33,3,0.1,5.83,3.33,2,16.67,0,1,17.5,13.33,0,7,3,1.36,0,1,0.116784

72,17:45-18:00,7.21,145.02,0.000000,2.780000,20.000000,2.410000,117.950000,0.720000,271.910000,231.420000,101.260000,241.700000,0.740000,0.720000,0.000000,20.010000,197.230000,2.390000,30.940000,58.010000,7,5.84,13.33,1.5,0,5.83,1.67,1,8.33,0,0,17.5,13.33,0,3.5,0,0.97,0,0,0

73,18:00-18:15,7.21,145.02,0.000000,2.780000,20.000000,2.410000,117.950000,0.210000,271.910000,49.320000,101.260000,241.700000,0.210000,0.210000,0.000000,20.010000,197.230000,2.310000,30.940000,58.010000,7,7.34,13.33,0,0,7.33,1.37,0,6.88,0,0,22,13.33,0,0,0,0.32,0,0,0

74,18:15-18:30,8.69,145.02,0.000000,2.780000,20.000000,2.410000,117.950000,0.000000,271.910000,49.320000,101.260000,241.700000,0.000000,0.000000,0.000000,20.010000,197.230000,2.310000,30.940000,58.010000,7,7.34,13.33,0,0,7.33,0.87,0,4.38,0,0,22,13.33,0,0,0,0,0,0,0

