Block,Time,FSTPP I & II,RAPPC,TANDA2,UNCHAHAR3,ANTA_LF,ANTA_RF,DULHASTI,KHSTPP-I,NLCEXP,RAPPB,RIHAND2,URI,VALLURNTECL,ANTA_GF,CHAMERA1,KGSU3AND4,KHSTPP-II,KOTESHWR,PARBATI3,SIMHST2,DADRI_LF,NAPP,RIHAND1,SIMHST1,DADRI_GF,BRBCL,KKNP,KOLDAM,MAPS,NLCIIST1,RAMPUR,RIHAND3,SINGRAULI_HYDRO,TelanganaSTPP,URI2,AURY_LF,BSIUL,CHAMERA2,DADRT2,DHAULIGNGA,KGSU1AND2,NJPC,SEWA2,SINGRAULI,TALA,TALST2,UNCHAHAR2,AURY_CRF,DADRI_CRF,DADRI_RF,JHAJJAR,KUDGI,NNTPP,NTPL,RSTPSU7,SALAL,SASAN,TEHRI,UNCHAHAR4,AURY_GF,CHAMERA3,KISHANGANGA,KKNPPU2,NLCIIST2,NLCTS2EXP,RSTPSU1TO6,TANAKPUR,UNCHAHAR1,ANTA_CRF,AURY_RF
63,15:30-15:45,18.2,25.38,0,26.4,0,26.77,0,45.83,0,0,118.76,35.33,0,0,0,0,148.3,8.87,0,0,0,42.72,92,0,0,20,0,0,0,0,0,124.33,0.79,0,24.21,0,6.52,0,683.14,9.14,0,23.39,15.81,139.69,0,0,42.39,0,0,59.73,561.33,0,0,0,0,13.36,348.98,10.9,0,0,0,0,0,0,0,0,2.05,20.85,0,52.67

64,15:45-16:00,18.2,25.38,0,26.4,0,26.77,0,45.83,0,0,118.76,35.33,0,0,0,0,148.3,8.87,0,0,0,42.72,92,0,0,20,0,0,0,0,0,124.33,0.79,0,24.21,0,6.52,0,683.14,9.14,0,23.39,15.81,139.69,0,0,42.39,0,0,59.73,561.33,0,0,0,0,13.36,348.98,21.8,0,0,0,0,0,0,0,0,2.05,20.85,0,52.67

65,16:00-16:15,18.2,25.38,0,26.4,0,26.77,0,45.83,0,0,118.76,35.33,0,0,0,0,148.3,8.87,0,0,0,42.72,92,0,0,20,0,0,0,0,0,124.33,0.79,0,24.21,0,6.52,0,683.14,9.14,0,23.39,15.81,139.69,0,0,42.39,0,0,59.73,561.33,0,0,0,0,13.36,348.98,32.7,0,0,0,0,0,0,0,0,1.66,20.85,0,52.67

66,16:15-16:30,18.2,25.38,0,26.4,0,26.77,0,45.83,0,0,118.76,35.33,0,0,0,0,148.3,8.87,0,0,0,42.72,92,0,0,20,0,0,0,0,0,124.33,0.79,0,24.21,0,6.52,0,683.14,9.14,0,43.56,15.81,139.69,0,0,42.39,0,0,59.73,561.33,0,0,0,0,13.36,348.98,32.7,0,0,0,0,0,0,0,0,1.66,20.85,0,52.67

67,16:30-16:45,18.2,25.38,0,26.4,0,26.88,0,45.83,0,0,118.76,35.33,0,0,0,0,148.3,8.87,0,0,0,42.72,92,0,0,20,0,0,0,0,0,124.33,0.79,0,24.21,0,6.52,0,683.14,9.14,0,43.56,15.81,139.69,0,0,42.39,0,0,59.73,561.33,0,0,0,0,13.36,348.98,32.7,0,0,0,0,0,0,0,0,1.66,20.85,0,52.67

68,16:45-17:00,18.2,25.38,0,26.4,0,26.88,0,45.83,0,0,118.76,35.33,0,0,0,0,148.3,8.87,0,0,0,42.72,83.8,0,0,20,0,0,0,0,0,124.33,0.79,0,24.21,0,6.52,0,683.14,9.14,0,43.56,15.81,139.69,0,0,42.39,0,0,59.73,561.33,0,0,0,0,13.36,348.98,32.7,0,0,0,0,0,0,0,0,1.66,20.85,0,52.67

69,17:00-17:15,18.2,25.38,0,26.4,0,26.88,0,45.83,0,0,118.76,35.33,0,0,0,0,148.3,8.87,0,0,0,42.72,87.8,0,0,20,0,0,0,0,0,124.33,0.79,0,26.9,0,1.1,0,683.14,9.14,0,43.56,15.81,139.69,0,0,42.39,0,0,59.73,561.33,0,0,0,0,13.36,348.98,32.7,0,0,0,0,0,0,0,0,1.66,20.85,0,52.67

70,17:15-17:30,18.2,25.38,0,26.4,0,26.88,0,45.83,0,0,118.76,35.33,0,0,0,0,148.3,8.87,0,0,0,42.72,92,0,0,20,0,0,0,0,0,124.33,0.79,0,26.9,0,1.1,3.34,683.14,9.14,0,43.56,15.81,139.69,0,0,42.39,0,0,59.73,561.33,0,0,0,0,13.36,348.98,32.7,0,0,0,0,0,0,0,0,1.66,20.85,0,52.67

71,17:30-17:45,18.2,25.38,0,26.4,0,27.09,0,45.83,0,0,118.76,35.33,0,0,0,0,148.3,8.87,0,0,0,42.72,92,0,0,20,0,0,0,0,0,124.33,0.79,0,26.9,0,1.1,13.17,683.14,9.14,0,43.56,15.81,139.69,0,0,42.39,0,0,59.73,561.33,0,0,0,0,26.73,348.98,32.7,0,0,0,0,0,0,0,0,1.66,20.85,0,52.67

72,17:45-18:00,18.2,25.38,0,26.4,0,27.19,16.48,45.83,0,0,118.76,35.33,0,0,13.2,0,148.3,8.87,0,0,0,42.72,92,0,0,20,0,0,0,0,0,124.33,0.79,0,26.9,0,6.52,13.17,683.14,7.92,0,70.17,15.81,139.69,0,0,42.39,0,0,59.73,561.33,0,0,0,0,26.73,348.98,32.7,0,0,9.68,0,0,0,0,0,1.66,20.85,0,52.67

73,18:00-18:15,18.2,25.38,0,26.4,0,27.3,32.96,45.83,0,0,118.76,35.33,0,0,24.57,0,148.3,17.75,0,0,0,42.72,92,0,0,20,0,0,0,0,0,124.33,0.79,0,26.9,0,6.52,26.34,683.14,15.85,0,93.56,15.81,139.69,0,0,42.39,0,0,59.73,483.93,0,0,0,0,26.73,348.98,32.7,0,0,19.35,0,0,0,0,0,1.66,20.85,0,52.67

74,18:15-18:30,18.2,25.38,0,26.4,0,27.41,49.43,45.83,0,0,118.76,39.75,0,0,42.15,0,148.3,39.05,0,0,0,42.72,92,0,0,20,0,0,0,0,0,124.33,0.79,0,26.9,0,19.56,39.51,683.14,18.27,0,140.35,15.81,139.69,0,0,42.39,0,0,59.73,533.93,0,0,0,0,26.73,348.98,43.84,0,0,29.06,0,0,0,0,0,1.66,20.85,0,52.67

75,18:30-18:45,18.2,25.38,0,26.4,0,27.41,49.43,45.83,0,0,118.76,39.75,0,0,42.15,0,148.3,39.05,0,0,0,42.72,92,0,0,20,0,0,0,0,0,124.33,0.79,0,26.9,0,19.56,39.51,683.14,36.55,0,140.35,15.81,139.69,0,0,42.39,0,0,59.73,533.93,0,0,0,0,26.73,348.98,43.84,0,0,29.06,0,0,0,0,0,1.66,20.85,0,52.67

76,18:45-19:00,18.2,25.38,0,26.4,0,27.62,49.43,45.83,0,0,118.76,39.75,0,0,42.15,0,148.3,39.05,0,0,0,42.72,92,0,0,20,0,0,0,0,0,124.33,0.79,0,26.9,0,19.56,39.51,683.14,36.55,0,140.35,15.81,139.69,0,0,42.39,0,0,59.73,533.93,0,0,0,0,26.73,348.98,43.84,0,0,29.06,0,0,0,0,0,1.66,20.85,0,52.67

77,19:00-19:15,18.2,25.38,0,26.4,0,27.72,49.43,45.83,0,0,118.76,39.75,0,0,42.15,0,148.3,39.05,3.82,0,0,42.72,92,0,0,20,0,0,0,0,0,124.33,0.79,0,28.25,0,19.56,39.51,683.14,36.55,0,140.35,15.81,139.69,0,0,42.39,0,0,59.73,533.93,0,0,0,0,26.73,348.98,43.84,0,0,29.06,0,0,0,0,0,1.66,20.85,0,52.67

78,19:15-19:30,18.2,25.38,0,26.4,0,27.93,49.43,45.83,0,0,118.76,34.78,0,0,42.15,0,148.3,39.05,16.54,0,0,42.72,92,0,0,20,0,0,0,0,0,124.33,0.79,0,28.25,0,19.56,39.51,683.14,36.55,0,140.35,15.81,139.69,0,0,42.39,0,0,59.73,533.93,0,0,0,0,26.73,348.98,43.84,0,0,29.06,0,0,0,0,0,1.66,20.85,0,52.67

79,19:30-19:45,18.2,25.38,0,26.4,0,27.93,49.43,45.83,0,0,118.76,34.78,0,0,42.15,0,148.3,39.05,16.54,0,0,42.72,92,0,0,20,0,0,0,0,0,124.33,0.79,0,28.25,0,19.56,39.51,683.14,27.41,0,140.35,15.81,139.69,0,0,42.39,0,0,59.73,600.6,0,0,0,0,26.73,348.98,43.84,0,0,29.06,0,0,0,0,0,1.66,20.85,0,52.67

80,19:45-20:00,18.2,25.38,0,26.4,0,27.93,49.43,45.83,0,0,118.76,34.78,0,0,42.15,0,148.3,39.05,16.54,0,0,42.72,92,0,0,20,0,0,0,0,0,124.33,0.79,0,28.25,0,19.56,39.51,683.14,18.27,0,140.35,15.81,139.69,0,0,42.39,0,0,59.73,635.25,0,0,0,0,26.73,348.98,43.84,0,0,29.06,0,0,0,0,0,1.66,20.85,0,52.67

81,20:00-20:15,18.2,25.38,0,26.4,0,27.93,32.96,45.83,0,0,118.76,34.78,0,0,42.15,0,148.3,18.24,16.54,0,0,42.72,92,0,0,20,0,0,0,0,0,124.33,0.79,0,28.25,0,6.52,39.51,683.14,18.27,0,116.95,15.81,139.69,0,0,42.39,0,0,59.73,651.98,0,0,0,0,26.73,348.98,43.84,0,0,19.35,0,0,0,0,0,1.66,20.85,0,52.67

82,20:15-20:30,18.2,25.38,0,26.4,0,27.93,16.48,45.83,0,0,118.76,34.78,0,0,42.15,0,148.3,8.87,16.54,0,0,42.72,92,0,0,20,0,0,0,0,0,124.33,0.79,0,28.25,0,6.52,26.34,683.14,15.85,0,93.56,15.81,139.69,0,0,42.39,0,0,59.73,651.98,0,0,0,0,26.73,348.98,43.84,0,0,9.68,0,0,0,0,0,1.66,20.85,0,52.67

83,20:30-20:45,18.2,25.38,0,26.4,0,27.93,16.48,45.83,0,0,118.76,34.78,0,0,28.05,0,148.3,8.87,16.54,0,0,42.72,92,0,0,20,0,0,0,0,0,124.33,0.79,0,28.25,0,6.52,26.34,683.14,9.14,0,70.17,15.81,139.69,0,0,42.39,0,0,59.73,651.98,0,0,0,0,26.73,348.98,43.84,0,0,9.68,0,0,0,0,0,1.66,20.85,0,52.67

84,20:45-21:00,18.2,25.38,0,26.4,0,27.93,16.48,45.83,0,0,118.76,34.78,0,0,23.7,0,148.3,8.87,3.57,0,0,42.72,92,0,0,20,0,0,0,0,0,124.33,0.79,0,28.25,0,6.52,26.34,683.14,9.14,0,46.78,15.81,139.69,0,0,42.39,0,0,59.73,651.98,0,0,0,0,26.73,348.98,32.7,0,0,9.68,0,0,0,0,0,1.66,20.85,0,52.67

85,21:00-21:15,18.2,25.38,0,26.4,0,28.14,16.48,45.83,0,0,118.76,35.33,0,0,23.7,0,148.3,8.87,0,0,0,42.72,92,0,0,20,0,0,0,0,0,124.33,0.79,0,28.25,0,6.52,26.34,683.14,9.14,0,23.49,15.81,139.69,0,0,42.39,0,0,59.73,651.98,0,0,0,0,26.73,348.98,32.7,0,0,9.68,0,0,0,0,0,1.66,20.85,0,52.67

86,21:15-21:30,18.2,25.38,0,26.4,0,28.14,16.48,45.83,0,0,118.76,35.33,0,0,13.2,0,148.3,8.87,0,0,0,42.72,92,0,0,20,0,0,0,0,0,124.33,0.79,0,28.25,0,6.52,13.17,683.14,9.14,0,23.49,15.81,139.69,0,0,42.39,0,0,59.73,651.98,0,0,0,0,26.73,348.98,32.7,0,0,9.68,0,0,0,0,0,1.66,20.85,0,52.67

87,21:30-21:45,18.2,25.38,0,26.4,0,28.14,16.48,45.83,0,0,118.76,35.33,0,0,13.2,0,148.3,8.87,0,0,0,42.72,92,0,0,20,0,0,0,0,0,124.33,0.79,0,28.25,0,6.52,13.17,683.14,9.14,0,0,15.81,139.69,0,0,42.39,0,0,59.73,651.98,0,0,0,0,26.73,348.98,32.7,0,0,9.68,0,0,0,0,0,1.66,20.85,0,52.67

88,21:45-22:00,18.2,25.38,0,26.4,0,28.14,16.48,45.83,0,0,118.76,35.33,0,0,0,0,148.3,8.87,0,0,0,42.72,92,0,0,20,0,0,0,0,0,124.33,0.79,0,28.25,0,6.52,13.17,683.14,9.14,0,0,15.81,139.69,0,0,42.39,0,0,59.73,651.98,0,0,0,0,26.73,348.98,21.8,0,0,9.68,0,0,0,0,0,1.66,20.85,0,52.67

89,22:00-22:15,18.2,25.38,0,26.4,0,28.14,16.48,45.83,0,0,118.76,35.33,0,0,0,0,148.3,8.87,0,0,0,42.72,92,0,0,20,0,0,0,0,0,124.33,0.79,0,28.25,0,6.52,13.17,683.14,9.14,0,0,15.81,139.69,0,0,42.39,0,0,59.73,651.98,0,0,0,0,13.36,348.98,21.8,0,0,9.68,0,0,0,0,0,1.66,20.85,0,52.67

90,22:15-22:30,18.2,25.38,0,26.4,0,28.14,16.48,45.83,0,0,118.76,35.33,0,0,0,0,148.3,8.87,0,0,0,42.72,92,0,0,20,0,0,0,0,0,124.33,0.79,0,28.25,0,6.52,13.17,683.14,9.14,0,0,15.81,139.69,0,0,42.39,0,0,59.73,651.98,0,0,0,0,13.36,348.98,21.8,0,0,9.68,0,0,0,0,0,1.66,20.85,0,52.67

91,22:30-22:45,18.2,25.38,0,26.4,0,28.14,16.48,45.83,0,0,118.76,35.33,0,0,0,0,148.3,8.87,0,0,0,42.72,92,0,0,20,0,0,0,0,0,124.33,0.79,0,28.25,0,6.52,13.17,683.14,0,0,0,15.81,139.69,0,0,42.39,0,0,59.73,651.98,0,0,0,0,13.36,348.98,21.8,0,0,9.68,0,0,0,0,0,1.66,20.85,0,52.67

92,22:45-23:00,18.2,25.38,0,26.4,0,28.14,16.48,45.83,0,0,118.76,35.33,0,0,0,0,148.3,8.87,0,0,0,42.72,92,0,0,20,0,0,0,0,0,124.33,0.79,0,28.25,0,6.52,13.17,683.14,0,0,0,15.81,139.69,0,0,42.39,0,0,59.73,651.98,0,0,0,0,13.36,348.98,21.55,0,0,9.68,0,0,0,0,0,1.66,20.85,0,52.67

93,23:00-23:15,18.2,25.38,0,26.4,0,28.24,16.48,45.83,0,0,118.76,35.33,0,0,0,0,148.3,8.87,0,0,0,42.72,92,0,0,20,0,0,0,0,0,124.33,0.79,0,28.25,0,6.52,13.17,679,0,0,0,15.81,139.69,0,0,42.39,0,0,59.73,651.98,0,0,0,0,13.36,348.98,20.79,0,0,9.68,0,0,0,0,0,1.66,20.85,0,52.67

94,23:15-23:30,18.2,25.38,0,26.4,0,28.24,16.48,45.83,0,0,118.76,35.33,0,0,0,0,148.3,8.87,0,0,0,42.72,92,0,0,20,0,0,0,0,0,124.33,0.79,0,28.25,0,6.52,13.17,679,0,0,0,15.81,139.69,0,0,42.39,0,0,59.73,651.98,0,0,0,0,13.36,348.98,20.79,0,0,9.68,0,0,0,0,0,1.66,20.85,0,52.67

95,23:30-23:45,18.2,25.38,0,26.4,0,28.35,16.48,45.83,0,0,118.76,35.33,0,0,0,0,148.3,8.87,0,0,0,42.72,92,0,0,20,0,0,0,0,0,124.33,0.79,0,25.56,0,6.52,13.17,683.14,0,0,0,15.81,139.69,0,0,42.39,0,0,59.73,651.98,0,0,0,0,26.73,348.98,10.39,0,0,9.68,0,0,0,0,0,1.66,20.85,0,52.67

96,23:45-24:00,18.2,25.38,0,26.4,0,28.35,16.48,45.83,0,0,118.76,35.33,0,0,0,0,148.3,8.87,0,0,0,42.72,92,0,0,20,0,0,0,0,0,124.33,0.79,0,25.56,0,6.52,13.17,683.14,0,0,0,15.81,139.69,0,0,42.39,0,0,59.73,651.98,0,0,0,0,26.73,348.98,10.39,0,0,9.68,0,0,0,0,0,1.66,20.85,0,52.67

