Block,Time,SEWA2,SINGRAULI,TANAKPUR,TANDA2,UNCHAHAR1,UNCHAHAR2,UNCHAHAR4,URI2,UNCHAHAR3,TEHRI,SINGRAULI_HYDRO,URI,SALAL,RAPPB,RAPPC,RIHAND2,RIHAND3,BSIUL,CHAMERA1,CHAMERA3,DADRT2,DULHASTI,JHAJJAR,KOLDAM,KOTESHWR,NJPC,CHAMERA2,NAPP,RIHAND1,KISHANGANGA,PARBATI3,RAMPUR,DHAULIGNGA,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,NNTPP,NTPL,RSTPSU1TO6,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,KUDGI,MAPS,NLCEXP,NLCIIST1,NLCIIST2,NLCTS2EXP,RSTPSU7,VALLURNTECL,SIMHST1,SIMHST2,TALST2,BRBCL,FSTPP I & II,TALA,KHSTPP-II,KHSTPP-I,SASAN
1,00:00-00:15,15.804048,139.3125,10.5042,0,19.985,42.392196,0,32.41932,26.39091,62.244,1.07128,46.92,85.407,0,50.76,118.125,123.665624,0,42.66,28.14214,686.779958,16.4224,653.1525,0,26.622,152.9405,0,38.5548,92,0,0,0,36.5917,0,8.4,0,31.5,0,65.16,0,2.172,0,62.472,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,26.46,147.515625,32.171,418.77

2,00:15-00:30,15.804048,139.3125,10.5042,0,19.985,42.392196,0,32.41932,26.39091,62.244,1.07128,46.92,85.407,0,50.76,118.125,123.665624,0,42.66,28.14214,686.779958,16.4224,653.1525,0,26.622,152.9405,0,38.5548,92,0,0,0,36.5917,0,8.4,0,31.5,0,65.16,0,2.172,0,62.472,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,26.46,147.515625,32.171,418.77

3,00:30-00:45,15.804048,139.3125,10.5042,0,19.985,42.392196,0,31.6122,26.39091,62.244,1.07128,46.92,85.407,0,50.76,118.125,123.665624,0,42.66,28.14214,686.779958,16.4224,653.1525,0,26.622,152.9405,0,38.5548,92,0,0,0,36.5917,0,8.4,0,31.5,0,65.16,0,2.172,0,62.472,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,26.46,147.515625,32.171,418.77

4,00:45-01:00,15.804048,139.3125,10.5042,0,19.985,42.392196,0,31.6122,26.39091,62.244,1.07128,46.92,85.407,0,50.76,118.125,123.665624,0,42.66,28.14214,686.779958,16.4224,653.1525,0,26.622,152.9405,0,38.5548,92,0,0,0,36.5917,0,8.4,0,31.5,0,65.16,0,2.172,0,62.472,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,26.46,147.515625,32.171,418.77

5,01:00-01:15,15.804048,139.3125,12.5538,0,19.985,42.392196,0,31.6122,26.39091,62.244,1.07128,46.92,85.407,0,50.76,118.125,123.665624,0,42.66,28.14214,686.779958,16.4224,653.1525,0,26.622,152.9405,0,38.5548,92,0,0,0,36.5917,0,8.4,0,31.5,0,65.16,0,2.172,0,62.472,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,26.46,147.515625,32.171,418.77

