Block,Time Block,NLCEXP,NJPC,NAPP,DHAULIGNGA,FSTPP I & II,JHAJJAR,DULHASTI,CHAMERA1,DADRT2,CHAMERA3,CHAMERA2,KUDGI,BRBCL,BSIUL,AURY_RF,DADRI_LF,AURY_LF,DADRI_GF,AURY_GF,DADRI_CRF,DADRI_RF,SIMHST1,SALAL,SEWA2,SIMHST2,SASAN,UNCHAHAR2,URI2,VALLURNTECL,UNCHAHAR4,URI,UNCHAHAR3,ANTA_LF,ANTA_CRF,ANTA_GF,AURY_CRF,ANTA_RF,SINGRAULI_HYDRO,SINGRAULI,TelanganaSTPP,TALA,TEHRI,UNCHAHAR1,TANDA2,TALST2,TANAKPUR,MAPS,RSTPSU7,KKNPPU2,KKNP,KHSTPP-II,KGSU1AND2,KISHANGANGA,KGSU3AND4,KHSTPP-I,KOTESHWR,KOLDAM,RIHAND1,RIHAND3,RAMPUR,RAPPC,NLCIIST2,PARBATI3,NLCTS2EXP,RAPPB,RSTPSU1TO6,NNTPP,RIHAND2,NTPL,NLCIIST1,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
58,14:15-14:30,0,140.17,39.48,38.9,20.13,284.24,52.77,0,589.01,10.34,13,0,14.52,0,0,0,0,0,0,0,0,0,75.34,0,0,405.24,37.05,10.02,0,1.57,16.03,0,0,0,0,0,0,0,103.27,0,10.02,0,15.11,1.29,0,9.17,0,0,0,0,95.68,0,0,0,43.47,9.35,1.13,45.8,123.48,3.02,57.86,0,0,0,0,0,0,117.78,0,0,0,0,0,0,0

59,14:30-14:45,0,140.17,39.48,29.25,20.13,284.24,52.77,0,589.01,10.34,13,0,14.52,0,0,0,0,0,0,0,0,0,75.34,0,0,405.24,42.3,14.29,0,1.57,16.03,0,0,0,0,0,0,0,101.76,0,10.02,0,20.28,1.29,0,9.17,0,0,0,0,95.68,0,0,0,43.47,9.35,1.13,45.8,123.48,3.02,57.86,0,0,0,0,0,0,117.78,0,0,0,0,0,0,0

60,14:45-15:00,0,140.17,39.48,29.25,20.13,284.24,52.77,0,589.01,10.34,13,0,14.52,0,0,0,0,0,0,0,0,0,75.34,0,0,405.24,42.3,14.29,0,1.57,16.03,0,0,0,0,0,0,0,101.76,0,10.02,0,20.28,1.29,0,9.17,0,0,0,0,95.68,0,0,0,43.47,9.35,2.31,45.8,123.48,3.02,57.86,0,0,0,0,0,0,117.78,0,0,0,0,0,0,0

61,15:00-15:15,0,140.17,39.48,29.25,20.13,284.24,52.77,0,589.01,10.34,13,0,14.52,0,0,0,0,0,0,0,0,0,74.21,0,0,405.24,42.3,14.29,0,1.57,16.03,0,0,0,0,0,0,0,102.48,0,10.02,0,20.28,1.29,0,9.17,0,0,0,0,95.68,0,0,0,43.47,9.35,2.31,45.8,123.48,3.02,57.86,0,0,0,0,0,0,117.78,0,0,0,0,0,0,0

62,15:15-15:30,0,140.17,39.48,29.25,20.13,284.24,52.77,0,589.01,10.34,13,0,14.52,0,0,0,0,0,0,0,0,0,74.21,0,0,405.24,42.3,14.29,0,1.57,16.03,0,0,0,0,0,0,0,102.48,0,10.02,0,20.28,1.29,0,9.17,0,0,0,0,95.68,0,0.14,0,43.47,9.35,2.31,45.8,123.48,3.02,57.86,0,0,0,0,0,0,117.78,0,0,0,0,0,0,0

63,15:30-15:45,0,140.17,39.48,29.25,20.13,284.24,52.77,0,589.01,10.34,13,0,14.52,0,0,0,0,0,0,0,0,0,74.21,0,0,405.24,42.3,14.29,0,1.57,16.03,0,0,0,0,0,0,0,102.48,0,10.44,0,20.28,1.29,0,9.17,0,0,0,0,95.68,0,1.39,0,43.47,9.35,2.35,45.8,123.48,3.02,57.86,0,0,0,0,0,0,117.78,0,0,0,0,0,0,0

64,15:45-16:00,0,140.17,39.48,29.25,20.13,284.24,52.77,0,589.01,10.34,13,0,14.52,0,0,0,0,0,0,0,0,0,74.21,0,0,405.24,37.05,14.29,0,1.57,16.03,0,0,0,0,0,0,0,102.48,0,10.44,7.92,17.86,1.29,0,9.17,0,0,0,0,95.68,0,1.39,0,43.47,9.35,2.35,45.8,123.48,3.02,57.86,0,0,0,0,0,0,117.78,0,0,0,0,0,0,0

65,16:00-16:15,0,140.17,39.48,29.25,17.02,283.21,52.77,0,589.01,10.34,13,0,14.52,0,0,0,0,0,0,0,0,0,74.21,0,0,405.24,37.05,15.73,0,1.57,10.68,0,0,0,0,0,0,0,102.48,0,10.44,17.15,18.13,1.29,0,9.17,0,0,0,0,95.68,0,1.39,0,43.47,9.35,2.35,45.8,123.48,3.02,57.86,0,0,0,0,0,0,117.78,0,0,0,0,0,0,0

66,16:15-16:30,0,140.17,39.48,29.25,14.13,283.21,52.77,0,589.01,10.34,13,0,14.52,0,0,0,0,0,0,0,0,0,74.21,0,0,405.24,37.05,15.73,0,1.57,10.68,0,0,0,0,0,0,0,102.48,0,10.44,17.15,18.13,1.29,0,9.17,0,0,0,0,95.68,0,1.39,0,43.47,9.35,2.35,45.8,123.48,3.02,57.86,0,0,0,0,0,0,117.78,0,0,0,0,0,0,0

67,16:30-16:45,0,140.17,39.48,29.25,14.13,283.21,52.77,0,589.01,10.34,13,0,14.52,0,0,0,0,0,0,0,0,0,74.21,0,0,405.24,37.05,15.73,0,1.57,19.23,0,0,0,0,0,0,0,102.48,0,9.53,34.3,18.13,1.29,0,1.73,0,0,0,0,95.68,0,1.39,0,43.47,9.35,2.35,45.8,123.48,3.02,57.86,0,0,0,0,0,0,117.78,0,0,0,0,0,0,0

68,16:45-17:00,0,140.17,39.48,29.25,14.13,283.21,52.77,0,589.01,10.34,13,0,14.52,0,0,0,0,0,0,0,0,0,74.21,0,0,405.24,37.05,15.73,0,1.57,19.23,0,0,0,0,0,0,0,102.48,0,9.53,34.3,18.13,1.29,0,1.73,0,0,0,0,95.68,0,1.39,0,43.47,9.35,2.35,45.8,123.48,3.02,57.86,0,0,0,0,0,0,117.78,0,0,0,0,0,0,0

69,17:00-17:15,0,140.17,39.48,29.25,14.13,371.81,52.77,0,589.03,10.34,13,0,14.52,0,0,0,0,0,0,0,0,0,74.21,0,0,405.24,37.68,15.73,0,1.57,48.71,0,0,0,0,0,0,0,102.48,0,9.27,51.44,18.13,1.29,0,1.73,0,0,0,0,95.68,0,1.39,0,43.47,9.35,2.35,45.8,123.48,3.02,57.86,0,0,0,0,0,0,117.78,0,0,0,0,0,0,0

70,17:15-17:30,0,140.17,39.48,29.25,14.13,371.81,52.77,0,589.03,10.34,13,0,14.52,0,0,0,0,0,0,0,0,0,74.21,0,0,405.24,37.68,15.73,0,1.57,48.71,0,0,0,0,0,0,0,102.48,0,8.99,51.44,18.13,1.29,0,7.94,0,0,0,0,95.68,0,1.39,0,43.47,9.35,2.35,45.8,123.48,3.02,57.86,0,0,0,0,0,0,117.78,0,0,0,0,0,0,0

71,17:30-17:45,0,140.17,39.48,38.9,14.13,371.81,52.77,0,589.03,10.34,13,0,14.52,0,0,0,0,0,0,0,0,0,74.21,0,0,405.24,37.68,34.31,0,1.57,16.03,0,0,0,0,0,0,0,102.48,0,8.71,51.44,18.13,1.45,0,9.17,0,0,0,0,95.68,0,1.39,0,43.47,9.35,2.35,45.8,123.48,3.02,57.86,0,3.81,0,0,0,0,117.78,0,0,0,0,0,0,0

72,17:45-18:00,0,145.17,39.48,38.9,14.13,400.44,52.77,0,658.51,10.34,13,0,14.52,0,0,0,0,0,0,0,0,0,74.21,0,0,405.24,42.3,34.31,0,1.57,10.68,0,0,0,0,0,0,0,102.48,0,8.71,68.58,19.07,1.58,0,9.17,0,0,0,0,95.68,0,1.39,0,43.47,9.35,2.35,45.8,123.48,3.12,57.86,0,5.44,0,0,0,0,117.78,0,0,0,0,0,0,0

73,18:00-18:15,0,145.17,39.48,38.9,14.13,400.44,52.77,13.6,663.59,20.68,14.26,0,14.52,6.31,0,0,0,0,0,0,0,0,74.21,2.85,0,405.24,42.3,34.31,0,1.57,10.68,0,0,0,0,0,0,0,102.48,0,8.42,68.58,20.28,1.68,0,9.43,0,0,0,0,95.68,0,2.79,0,43.47,9.35,2.35,45.8,123.48,3.12,57.86,0,8.16,0,0,0,0,117.78,0,0,0,0,0,0,0

74,18:15-18:30,0,145.17,39.48,38.9,14.13,400.44,52.77,27.19,663.59,20.68,25.98,0,14.52,6.31,0,0,0,0,0,0,0,0,74.21,8.52,0,405.24,42.3,34.31,0,1.57,10.68,0,0,0,0,0,0,0,102.48,0,8.42,68.58,20.28,1.8,0,9.43,0,0,0,0,95.68,0,2.79,0,43.47,9.35,3.52,45.8,123.48,3.12,57.86,0,52.36,0,0,0,0,117.78,0,0,0,0,0,0,0

75,18:30-18:45,0,148.39,39.48,40.08,14.13,400.44,53.3,40.79,663.59,32.65,44.18,0,14.52,18.93,0,0,0,0,0,0,0,0,74.21,14.19,0,405.24,42.3,20.01,0,1.57,16.03,0,0,0,0,0,0,0,103.27,0,8.14,68.58,20.28,1.85,0,10.29,0,0,0,0,95.68,0,4.18,0,43.47,20.77,3.88,45.8,123.48,3.18,57.86,0,52.36,0,0,0,0,117.78,0,0,0,0,0,0,0

76,18:45-19:00,0,148.39,39.48,40.08,14.13,400.44,53.3,40.79,663.59,32.65,44.18,0,14.52,18.93,0,0,0,0,0,0,0,0,74.21,14.19,0,405.24,42.3,20.01,0,1.57,16.03,0,0,0,0,0,0,0,103.27,0,8.14,68.58,20.28,1.91,0,10.29,0,0,0,0,95.68,0,4.18,0,43.47,20.77,3.88,45.8,123.48,3.18,57.86,0,52.36,0,0,0,0,117.78,0,0,0,0,0,0,0

77,19:00-19:15,0,148.39,39.48,40.08,14.13,400.44,53.3,40.79,663.59,32.65,44.18,0,14.52,18.93,0,0,0,0,0,0,0,0,74.21,14.19,0,405.24,42.3,20.01,0,1.57,16.03,0,0,0,0,0,0,0,103.27,0,8.42,68.58,20.28,1.95,0,10.29,0,0,0,0,95.68,0,4.18,0,43.47,20.77,3.88,45.8,123.48,3.18,57.86,0,52.36,0,0,0,0,117.78,0,0,0,0,0,0,0

78,19:15-19:30,0,148.39,39.48,40.08,14.13,400.44,53.3,40.79,663.59,32.65,44.18,0,14.52,18.93,0,0,0,0,0,0,0,0,74.21,14.19,0,405.24,42.3,20.01,0,1.57,21.37,0,0,0,0,0,0,0,103.27,0,8.71,68.58,20.28,2,0,10.29,0,0,0,0,95.68,0,4.18,0,43.47,20.77,3.88,45.8,123.48,3.18,57.86,0,52.36,0,0,0,0,117.78,0,0,0,0,0,0,0

79,19:30-19:45,0,148.39,39.48,40.08,14.13,400.44,53.3,40.79,663.59,32.65,44.18,0,14.52,18.93,0,0,0,0,0,0,0,0,74.21,14.19,0,405.24,42.3,20.01,0,1.57,48.71,0,0,0,0,0,0,0,103.27,0,8.71,68.58,20.28,2.05,0,10.29,0,0,0,0,95.68,0,4.18,0,43.47,20.77,3.88,45.8,123.48,3.18,57.86,0,52.36,0,0,0,0,117.78,0,0,0,0,0,0,0

80,19:45-20:00,0,148.39,39.48,40.08,14.13,400.44,53.3,40.79,663.59,32.65,44.18,0,14.52,18.93,0,0,0,0,0,0,0,0,74.21,14.19,0,405.24,42.3,34.31,0,1.57,48.71,0,0,0,0,0,0,0,103.27,0,8.85,68.58,20.28,2.11,0,10.29,0,0,0,0,95.68,0,4.18,0,43.47,20.77,3.88,45.8,123.48,3.18,57.86,0,6.8,0,0,0,0,117.78,0,0,0,0,0,0,0

81,20:00-20:15,0,148.39,39.48,40.08,14.13,400.44,53.3,40.79,663.59,32.65,44.18,0,14.52,18.93,0,0,0,0,0,0,0,0,74.21,14.19,0,405.24,42.3,34.31,0,1.57,16.03,0,0,0,0,0,0,0,103.27,0,8.93,68.58,20.28,2.22,0,10.29,0,0,0,0,95.68,0,4.18,0,43.47,20.77,3.88,45.8,123.48,3.18,57.86,0,3.81,0,0,0,0,117.78,0,0,0,0,0,0,0

82,20:15-20:30,0,148.39,39.48,40.08,14.13,400.44,53.3,40.79,663.59,32.65,44.18,0,14.52,18.93,0,0,0,0,0,0,0,0,74.21,14.19,0,405.24,42.3,11.44,0,1.57,10.68,0,0,0,0,0,0,0,103.27,0,8.99,68.58,20.28,2.32,0,10.29,0,0,0,0,95.68,0,4.18,0,43.47,20.77,3.88,45.8,123.48,3.18,57.86,0,3.81,0,0,0,0,117.78,0,0,0,0,0,0,0

83,20:30-20:45,0,145.17,39.48,38.9,14.13,400.44,52.77,27.19,663.59,31.04,42.79,0,14.52,0,0,0,0,0,0,0,0,0,74.21,9.93,0,405.24,42.3,10.02,0,1.57,10.68,0,0,0,0,0,0,0,103.27,0,9.22,68.58,20.28,2.43,0,9.43,0,0,0,0,95.68,0,4.18,0,43.47,18.91,3.88,45.8,123.48,3.12,57.86,0,3.81,0,0,0,0,117.78,0,0,0,0,0,0,0

84,20:45-21:00,0,145.17,39.48,38.9,14.13,400.44,52.77,27.19,663.59,31.04,42.79,0,14.52,0,0,0,0,0,0,0,0,0,74.21,4.95,0,405.24,42.3,10.02,0,1.57,10.68,0,0,0,0,0,0,0,103.27,0,9.44,68.58,20.28,2.54,0,9.43,0,0,0,0,95.68,0,4.18,0,43.47,18.7,3.88,45.8,123.48,3.12,57.86,0,3.81,0,0,0,0,117.78,0,0,0,0,0,0,0

85,21:00-21:15,0,145.17,39.48,38.9,14.13,400.44,52.77,27.19,633.5,31.04,42.79,0,14.52,0,0,0,0,0,0,0,0,0,74.21,4.95,0,405.24,42.3,10.02,0,1.57,16.03,0,0,0,0,0,0,0,103.27,0,9.56,68.58,20.28,2.71,0,9.43,0,0,0,0,95.68,0,4.18,0,43.47,18.7,3.88,45.8,123.48,3.12,57.86,0,3.81,0,0,0,0,117.78,0,0,0,0,0,0,0

86,21:15-21:30,0,145.17,39.48,38.9,14.13,400.44,52.77,27.19,643.17,31.04,42.79,0,14.52,0,0,0,0,0,0,0,0,0,74.21,4.95,0,405.24,42.3,10.02,0,1.57,16.03,0,0,0,0,0,0,0,103.27,0,9.58,68.58,20.28,2.71,0,9.43,0,0,0,0,95.68,0,4.18,0,43.47,18.7,3.88,45.8,123.48,3.12,57.86,0,3.81,0,0,0,0,117.78,0,0,0,0,0,0,0

87,21:30-21:45,0,145.17,39.48,38.9,14.13,400.44,52.77,27.19,661.36,31.04,42.79,0,14.52,0,0,0,0,0,0,0,0,0,74.21,4.95,0,405.24,42.3,10.02,0,1.57,16.03,0,0,0,0,0,0,0,103.27,0,9.76,68.58,20.28,2.71,0,9.43,0,0,0,0,95.68,0,4.18,0,43.47,18.7,3.88,45.8,123.48,3.12,57.86,0,3.81,0,0,0,0,117.78,0,0,0,0,0,0,0

88,21:45-22:00,0,145.17,39.48,38.9,14.13,400.44,52.77,27.19,661.36,31.04,42.79,0,14.52,0,0,0,0,0,0,0,0,0,74.21,9.93,0,405.24,42.3,10.02,0,1.57,16.03,0,0,0,0,0,0,0,103.27,0,9.78,68.58,20.28,2.71,0,9.43,0,0,0,0,95.68,0,4.18,0,43.47,18.7,3.88,45.8,123.48,3.12,57.86,0,3.81,0,0,0,0,117.78,0,0,0,0,0,0,0

89,22:00-22:15,0,148.39,39.48,40.08,14.13,400.44,53.3,40.79,591.21,32.65,44.18,0,14.52,18.93,0,0,0,0,0,0,0,0,74.21,12.76,0,405.24,42.3,10.02,0,1.57,16.03,0,0,0,0,0,0,0,103.27,0,9.99,68.58,20.28,2.71,0,10.29,0,0,0,0,95.68,0,4.18,0,43.47,31.16,3.88,45.8,123.48,3.18,57.86,0,3.81,0,0,0,0,117.78,0,0,0,0,0,0,0

90,22:15-22:30,0,148.39,39.48,40.08,14.13,400.44,53.3,40.79,587.7,32.65,44.18,0,14.52,18.93,0,0,0,0,0,0,0,0,74.21,12.76,0,405.24,42.3,10.02,0,1.57,48.71,0,0,0,0,0,0,0,103.27,0,9.99,68.58,20.28,2.71,0,10.29,0,0,0,0,95.68,0,4.18,0,43.47,31.16,3.88,45.8,123.48,3.18,57.86,0,3.81,0,0,0,0,117.78,0,0,0,0,0,0,0

91,22:30-22:45,0,148.39,39.48,40.08,14.13,400.44,53.3,40.79,587.7,32.65,44.18,0,14.52,18.93,0,0,0,0,0,0,0,0,62.97,12.76,0,405.24,42.3,10.02,0,1.57,48.71,0,0,0,0,0,0,0,103.27,0,10.13,68.58,20.28,2.71,0,10.29,0,0,0,0,95.68,0,4.18,0,43.47,31.16,3.88,45.8,123.48,3.18,57.86,0,3.81,0,0,0,0,117.78,0,0,0,0,0,0,0

92,22:45-23:00,0,148.39,39.48,40.08,14.13,400.44,53.3,40.79,587.7,32.65,44.18,0,14.52,18.93,0,0,0,0,0,0,0,0,62.97,12.76,0,405.24,42.3,10.02,0,1.57,16.03,0,0,0,0,0,0,0,103.27,0,10.13,68.58,20.28,2.71,0,10.29,0,0,0,0,95.68,0,4.18,0,43.47,31.16,3.88,45.8,123.48,3.18,57.86,0,3.81,0,0,0,0,117.78,0,0,0,0,0,0,0

93,23:00-23:15,0,145.17,39.48,38.9,14.13,400.44,52.77,27.19,587.7,31.04,42.79,0,14.52,1.06,0,0,0,0,0,0,0,0,62.97,9.21,0,405.24,42.3,10.02,0,1.57,8.54,0,0,0,0,0,0,0,103.27,0,10.27,68.58,20.28,2.71,0,9.43,0,0,0,0,95.68,0,2.79,0,43.47,20.77,3.88,45.8,123.48,3.12,57.86,0,3.81,0,0,0,0,117.78,0,0,0,0,0,0,0

94,23:15-23:30,0,145.17,39.48,38.9,14.13,400.44,52.77,13.6,587.7,31.04,42.79,0,14.52,1.06,0,0,0,0,0,0,0,0,62.97,2.85,0,405.24,42.3,10.02,0,1.57,8.54,0,0,0,0,0,0,0,103.27,0,10.27,68.58,20.28,2.71,0,9.43,0,0,0,0,95.68,0,1.39,0,43.47,9.35,3.88,45.8,123.48,3.12,57.86,0,3.81,0,0,0,0,117.78,0,0,0,0,0,0,0

95,23:30-23:45,0,145.17,39.48,38.9,14.13,400.44,52.77,13.6,587.7,31.04,42.79,0,14.52,1.06,0,0,0,0,0,0,0,0,62.97,0,0,405.24,42.3,10.02,0,1.57,8.54,0,0,0,0,0,0,0,103.27,0,10.35,68.58,20.28,2.29,0,9.43,0,0,0,0,95.68,0,0.14,0,43.47,9.35,3.88,45.8,123.48,3.12,57.86,0,3.81,0,0,0,0,117.78,0,0,0,0,0,0,0

96,23:45-24:00,0,145.17,39.48,38.9,14.13,400.44,52.77,13.6,587.7,31.04,42.79,0,14.52,1.06,0,0,0,0,0,0,0,0,62.97,0,0,405.24,42.3,10.02,0,1.57,8.54,0,0,0,0,0,0,0,103.27,0,10.41,68.58,20.28,2.29,0,9.43,0,0,0,0,95.68,0,0,0,43.47,9.35,3.88,45.8,123.48,3.12,57.86,0,3.81,0,0,0,0,117.78,0,0,0,0,0,0,0

