Block,Time,DULHASTI,KISHANGANGA,NLCIIST1,RAPPD,RIHAND1,SIMHST1,TALST2,VALLURNTECL,ANTA_GF,CHAMERA2,DHAULIGNGA,KKNP,KKNPPU2,KOLDAM,PARBATI3,RSTPSU1TO6,SIMHST2,TEHRI,UNCHAHAR1,CHAMERA1,JHAJJAR,NLCIIST2,NNTPP,SINGRAULI,TANAKPUR,URI,DADRI_GF,BSIUL,DADRT2,KHSTPP-II,SALAL,SASAN,TALA,UNCHAHAR4,ANTA_LF,ANTA_RF,CHAMERA3,KGSU3AND4,KHSTPP-I,NJPC,NLCTS2EXP,RAPPB,TelanganaSTPP,URI2,ANTA_CRF,DADRI_LF,KGSU1AND2,NAPP,PARBATI2,RIHAND2,RSTPSU7,SEWA2,SINGRAULI_HYDRO,AURY_GF,DADRI_RF,FSTPP I & II,KUDGI,NLCEXP,NTPL,TANDA2,UNCHAHAR2,AURY_RF,DADRI_CRF,BRBCL,KOTESHWR,MAPS,RAMPUR,RAPPC,RIHAND3,TEHRIPSP,UNCHAHAR3,AURY_CRF,AURY_LF
55,13:30-13:45,38.31,2.32,0,24.52,48.09,0,0,0,0,47.12,42.46,0,0,8.62,56.49,0,0,0,21.65,42.15,667.25,0,0,113.75,11.91,33.12,0,13.04,689.38,98.87,82.5,418.77,31.37,3.22,0,49.06,33.94,0,45.53,175.79,0,0,0,24.94,0,0,0,24.62,38.7,125.27,0,18.34,0,0,103.41,20.15,0,0,0,5.73,45,80.39,0,24.99,10.14,0,5.67,65.59,130.84,0,27.69,0,0

56,13:45-14:00,38.31,2.32,0,24.52,48.09,0,0,0,0,47.12,42.46,0,0,8.62,56.49,0,0,0,21.65,42.15,667.25,0,0,113.75,11.91,33.12,0,13.04,689.38,98.87,82.5,418.77,31.37,3.22,0,49.06,33.94,0,45.53,175.79,0,0,0,24.94,0,0,0,24.62,38.7,125.27,0,18.34,0,0,103.41,20.15,0,0,0,5.73,45,80.39,0,24.99,10.14,0,5.67,65.59,130.84,0,27.69,0,0

57,14:00-14:15,38.31,2.32,0,24.52,48.09,0,0,0,0,47.12,42.46,0,0,8.62,56.49,0,0,0,21.65,42.15,667.25,0,0,113.75,11.91,33.12,0,13.04,689.38,98.87,82.5,418.77,28.13,3.22,0,49.06,33.94,0,45.53,175.79,0,0,0,24.94,0,0,0,24.62,38.7,125.27,0,18.34,0,0,103.41,20.15,0,0,0,5.73,45,80.39,0,24.99,10.14,0,5.67,65.59,130.84,0,27.69,0,0

58,14:15-14:30,38.31,2.32,0,24.52,48.09,0,0,0,0,47.12,42.46,0,0,8.62,56.49,0,0,0,21.65,42.15,667.25,0,0,113.75,11.91,33.12,0,13.04,689.38,98.87,82.5,418.77,28.13,3.22,0,49.06,33.94,0,45.53,175.79,0,0,0,24.94,0,0,0,24.62,38.7,125.27,0,18.34,0,0,103.41,20.15,0,0,0,5.73,45,80.39,0,24.99,20.29,0,5.67,65.59,130.84,0,27.69,0,0

59,14:30-14:45,38.31,2.32,0,24.52,48.09,0,0,0,0,47.12,42.46,0,0,8.62,56.49,0,0,18.89,21.65,42.15,667.25,0,0,113.75,11.91,26.49,0,13.04,689.38,98.87,82.5,418.77,22.7,3.22,0,49.06,33.94,0,45.53,175.79,0,0,0,24.94,0,0,0,24.62,38.7,125.27,0,18.34,0,0,103.41,20.15,0,0,0,5.73,45,80.39,0,24.99,30.43,0,5.67,65.59,130.84,0,27.69,0,0

60,14:45-15:00,38.31,2.32,0,24.52,48.09,0,0,0,0,47.12,42.46,0,0,8.62,56.49,0,0,37.78,21.65,42.15,667.25,0,0,113.75,11.91,26.49,0,13.04,689.38,98.87,82.5,418.77,22.7,3.22,0,49.06,33.94,0,45.53,175.79,0,0,0,24.94,0,0,0,24.62,38.7,125.27,0,18.34,0,0,103.41,20.15,0,0,0,5.73,45,80.39,0,24.99,40.57,0,5.67,65.59,130.84,0,27.69,0,0

61,15:00-15:15,38.31,2.32,0,24.52,48.09,0,0,0,0,47.12,42.46,0,0,8.62,56.49,0,0,56.67,21.65,42.15,667.25,0,0,113.75,11.91,44.16,0,13.04,689.38,98.87,82.5,418.77,22.7,3.22,0,48.55,33.94,0,45.53,175.79,0,0,0,24.94,0,0,0,24.62,38.7,125.27,0,18.34,0,0,103.41,20.15,0,0,0,5.73,45,80.39,0,24.99,40.57,0,5.67,65.59,130.84,0,27.69,0,0

62,15:15-15:30,38.31,2.32,0,24.52,48.09,0,0,0,0,47.12,42.46,0,0,8.62,56.49,0,0,75.56,21.65,42.15,667.25,0,0,113.75,11.91,44.16,0,13.04,689.38,98.87,82.5,418.77,22.7,3.22,0,48.55,33.94,0,45.53,175.79,0,0,0,24.94,0,0,0,24.62,38.7,125.27,0,18.34,0,0,103.41,20.15,0,0,0,5.73,45,80.39,0,24.99,40.57,0,5.67,65.59,130.84,0,27.69,0,0

63,15:30-15:45,38.31,2.32,0,24.52,48.09,0,0,0,0,47.12,42.46,0,0,8.62,56.49,0,0,75.56,21.65,42.15,667.25,0,0,113.75,11.91,44.16,0,13.04,689.38,98.87,82.5,418.77,22.4,3.22,0,48.55,33.94,0,45.53,175.79,0,0,0,24.94,0,0,0,24.62,38.7,125.27,0,18.34,0,0,103.41,20.15,0,0,0,5.73,45,80.39,0,24.99,40.57,0,5.67,65.59,130.84,0,27.69,0,0

64,15:45-16:00,38.31,2.32,0,24.52,48.09,0,0,0,0,47.12,42.46,0,0,8.62,56.49,0,0,75.56,21.65,42.15,667.25,0,0,113.75,11.91,35.33,0,13.04,689.38,98.87,82.5,418.77,19.43,3.22,0,48.55,33.94,0,45.53,175.79,0,0,0,24.94,0,0,0,24.62,38.7,125.27,0,18.34,0,0,103.41,20.15,0,0,0,5.73,45,80.39,0,24.99,40.57,0,5.67,65.59,130.84,0,27.69,0,0

65,16:00-16:15,38.31,2.32,0,24.52,48.09,0,0,0,0,47.12,42.46,0,0,8.62,56.49,0,0,75.56,21.65,42.15,667.25,0,0,113.75,11.91,35.33,0,13.04,689.38,98.87,82.5,418.77,19.4,3.22,0,48.04,33.94,0,45.53,175.79,0,0,0,24.94,0,0,0,24.62,38.7,125.27,0,18.34,0,0,103.41,20.15,0,0,0,5.73,45,80.39,0,24.99,40.57,0,5.67,65.59,130.84,0,27.69,0,0

66,16:15-16:30,38.31,2.32,0,24.52,48.09,0,0,0,0,47.12,42.46,0,0,8.62,56.49,0,0,75.56,21.65,42.15,667.25,0,0,113.75,11.91,35.33,0,13.04,689.38,98.87,82.5,418.77,19.4,3.22,0,48.04,33.94,0,45.53,175.79,0,0,0,24.94,0,0,0,24.62,38.7,125.27,0,18.34,0,0,103.41,20.15,0,0,0,5.73,45,80.39,0,24.99,40.57,0,5.67,65.59,130.84,0,27.69,0,0

67,16:30-16:45,38.31,2.32,0,24.52,48.09,0,0,0,0,47.12,42.46,0,0,8.62,56.49,0,0,75.56,21.65,42.15,667.25,0,0,113.75,11.91,35.33,0,13.04,689.38,98.87,82.5,418.77,19.35,3.22,0,48.04,33.94,0,45.53,175.79,0,0,0,24.94,0,0,0,24.62,38.7,125.27,0,18.34,0,0,103.41,20.15,0,0,0,5.73,45,80.39,0,24.99,40.57,0,5.67,65.59,130.84,0,27.69,0,0

68,16:45-17:00,38.31,2.32,0,24.52,48.09,0,0,0,0,47.12,42.46,0,0,8.62,56.49,0,0,75.56,21.65,42.15,667.25,0,0,113.75,11.91,35.33,0,13.04,689.38,98.87,82.5,418.77,19.26,3.22,0,48.04,33.94,0,45.53,175.79,0,0,0,24.94,0,0,0,24.62,38.7,125.27,0,18.34,0,0,103.41,20.15,0,0,0,5.73,45,80.39,0,24.99,40.57,0,5.67,65.59,130.84,0,27.69,0,0

69,17:00-17:15,38.31,2.32,0,24.52,48.09,0,0,0,0,47.12,42.46,0,0,8.62,56.49,0,0,75.56,21.65,42.15,667.25,0,0,113.75,11.91,35.33,0,13.04,689.38,98.87,82.5,418.77,19.22,3.22,0,47.53,33.94,0,45.53,175.79,0,0,0,24.94,0,0,0,24.62,38.7,125.27,0,18.34,0,0,103.41,20.15,0,0,0,5.73,45,80.39,0,24.99,40.57,0,5.67,65.59,130.84,0,27.69,0,0

70,17:15-17:30,38.31,2.32,0,24.52,48.09,0,0,0,0,47.12,42.46,0,0,8.62,56.49,0,0,75.56,21.65,42.15,667.25,0,0,113.75,11.91,35.33,0,13.04,689.38,98.87,82.5,418.77,19.22,3.22,0,47.53,33.94,0,45.53,175.79,0,0,0,24.94,0,0,0,24.62,38.7,125.27,0,18.34,0,0,103.41,20.15,0,0,0,5.73,45,80.26,0,24.99,40.57,0,5.67,65.59,130.84,0,27.69,0,0

71,17:30-17:45,38.31,4.64,0,24.52,48.09,0,0,0,0,47.12,42.46,0,0,8.62,56.49,0,0,75.56,21.65,42.15,667.25,0,0,113.75,11.91,35.33,0,13.04,689.38,98.87,82.5,418.77,19.51,3.22,0,47.53,33.94,0,45.53,175.79,0,0,0,27.28,0,0,0,24.62,38.7,125.27,0,18.34,0,0,103.41,20.15,0,0,0,5.73,45,80.26,0,24.99,40.57,0,5.67,65.59,130.84,0,27.69,0,0

72,17:45-18:00,38.31,4.64,0,24.52,48.09,0,0,0,0,47.12,42.46,0,0,8.62,56.49,0,0,75.56,21.65,42.15,667.25,0,0,113.75,11.91,35.33,0,13.04,689.38,98.87,82.5,418.77,19.26,3.22,0,47.53,33.94,0,45.53,175.79,0,0,0,27.28,0,0,0,24.62,38.7,125.27,0,18.34,0,0,103.41,20.15,0,0,0,5.73,45,80.26,0,24.99,40.57,0,5.67,65.59,130.84,0,27.69,0,0

73,18:00-18:15,38.31,4.64,0,24.52,48.09,0,0,0,0,47.12,42.46,0,0,8.62,56.49,0,0,75.56,21.65,42.15,667.25,0,0,113.75,11.91,35.33,0,13.04,689.38,98.87,82.5,418.77,18.81,3.22,0,47.53,33.94,0,45.53,175.79,0,0,0,27.28,0,0,0,24.62,38.7,125.27,0,18.34,0,0,103.41,20.15,0,0,0,5.73,45,80.26,0,24.99,40.57,0,5.67,65.59,130.84,0,27.69,0,0

74,18:15-18:30,38.31,4.64,0,24.52,48.09,0,0,0,0,47.12,42.46,0,0,8.62,56.49,0,0,75.56,21.65,42.15,667.25,0,0,113.75,11.91,35.33,0,13.04,689.38,98.87,82.5,418.77,18.69,3.22,0,47.53,33.94,0,45.53,175.79,0,0,0,27.28,0,0,0,24.62,38.7,125.27,0,18.34,0,0,103.41,20.15,0,0,0,5.73,45,80.26,0,24.99,40.57,0,5.67,65.59,130.84,0,27.69,0,0

75,18:30-18:45,38.31,6.96,0,24.52,48.09,0,0,0,0,47.12,42.46,0,0,8.62,56.49,0,0,75.56,21.65,42.15,667.25,0,0,113.75,11.91,28.71,0,19.56,689,98.87,82.5,418.77,18.49,3.22,0,47.28,33.94,0,45.53,175.79,0,0,0,27.28,0,0,0,24.62,38.7,125.27,0,18.34,0,0,103.41,20.15,0,0,0,5.73,45,80.26,0,24.99,40.57,0,5.67,65.59,130.84,0,27.69,0,0

76,18:45-19:00,38.44,7.18,0,24.52,48.09,0,0,0,0,49.59,44.81,0,0,8.62,57.98,0,0,76.18,21.65,42.35,667.25,0,0,113.75,11.91,28.71,0,20.46,689,98.87,82.5,418.77,18.26,2.97,0,47.28,35.69,0,45.53,177.44,0,0,0,27.28,0,0,0,24.62,56.29,125.27,0,18.34,0,0,103.41,20.15,0,0,0,5.73,45,80.65,0,24.99,44.64,0,5.84,65.59,130.84,0,27.69,0,0

77,19:00-19:15,38.44,7.18,0,24.52,48.09,0,0,0,0,49.59,44.81,0,0,8.62,57.98,0,0,76.18,21.65,42.35,667.25,0,0,113.75,11.91,28.71,0,20.46,689,98.87,82.5,348.98,18.26,2.76,0,47.28,35.69,0,45.53,177.44,0,0,0,27.28,0,0,0,24.62,56.29,125.27,0,18.34,0,0,103.41,20.15,0,0,0,5.73,45,80.65,0,24.99,44.64,0,5.84,65.59,130.84,0,27.69,0,0

78,19:15-19:30,38.44,7.18,0,24.52,48.09,0,0,0,0,49.59,44.81,0,0,8.62,57.98,0,0,76.18,21.65,42.35,667.25,0,0,113.75,11.91,28.71,0,20.46,689,98.87,82.5,348.98,18.31,2.76,0,47.28,35.69,0,45.53,177.44,0,0,0,27.28,0,0,0,24.62,56.29,125.27,0,18.34,0,0,103.41,20.15,0,0,0,5.73,45,80.65,0,24.99,44.64,0,5.84,65.59,130.84,0,27.69,0,0

79,19:30-19:45,38.44,7.18,0,24.52,48.09,0,0,0,0,49.59,44.81,0,0,8.62,57.98,0,0,76.18,21.65,42.35,667.25,0,0,113.75,11.91,52.36,0,20.46,689,98.87,82.5,348.98,23.96,2.76,0,47.79,35.69,0,45.53,177.44,0,0,0,27.28,0,0,0,24.62,56.29,125.27,0,18.34,0,0,103.41,20.15,0,0,0,5.73,45,80.65,0,24.99,44.64,0,5.84,65.59,130.84,0,27.69,0,0

80,19:45-20:00,38.44,7.18,0,24.52,48.09,0,0,0,0,49.59,44.81,0,0,8.62,57.98,0,0,76.18,21.65,42.35,667.25,0,0,113.75,11.91,52.36,0,20.46,689,98.87,82.5,348.98,24.1,2.76,0,47.79,35.69,0,45.53,177.44,0,0,0,27.28,0,0,0,24.62,56.29,125.27,0,18.34,0,0,103.41,20.15,0,0,0,5.73,45,80.65,0,24.99,44.64,0,5.84,65.59,130.84,0,27.69,0,0

81,20:00-20:15,38.44,7.18,0,24.52,48.09,0,0,0,0,49.59,44.81,0,0,8.62,57.98,0,0,76.18,21.65,42.35,667.25,0,0,113.75,11.91,52.36,0,20.46,689,98.87,82.5,348.98,24.1,2.76,0,48.55,35.69,0,45.53,177.44,0,0,0,27.28,0,0,0,24.62,56.29,125.27,0,18.34,0,0,106.04,20.15,0,0,0,5.73,45,80.65,0,24.99,44.64,0,5.84,65.59,130.84,88.59,27.69,0,0

82,20:15-20:30,38.44,7.18,0,24.52,48.09,0,0,0,0,49.59,44.81,0,0,8.62,57.98,0,0,76.18,21.65,42.35,667.25,0,0,113.75,11.91,39.75,0,20.46,689,98.87,82.5,348.98,24.25,2.76,0,48.55,35.69,0,45.53,177.44,0,0,0,27.28,0,0,0,24.62,56.29,125.27,0,18.34,0,0,106.04,20.15,0,0,0,5.73,45,80.65,0,24.99,44.64,0,5.84,65.59,130.84,177.18,27.69,0,0

83,20:30-20:45,38.44,7.18,0,24.52,48.09,0,0,0,0,49.59,44.81,0,0,8.62,57.98,0,0,76.18,21.65,42.35,667.25,0,0,113.75,11.91,35.33,0,20.46,689,98.87,82.5,348.98,24.15,2.76,0,48.55,35.69,0,45.53,177.44,0,0,0,27.28,0,0,0,24.62,56.29,125.27,0,18.34,0,0,106.04,20.15,0,0,0,5.73,45,80.65,0,24.99,44.64,0,5.84,65.59,130.84,177.18,27.69,0,0

84,20:45-21:00,38.31,6.96,0,24.52,48.09,0,0,0,0,47.12,42.46,0,0,8.62,57.24,0,0,76.18,21.65,42.15,667.25,0,0,113.75,11.91,35.33,0,19.56,689,98.87,82.5,348.98,24.29,2.76,0,48.55,33.94,0,45.53,175.79,0,0,0,27.28,0,0,0,24.62,50.66,125.27,0,18.34,0,0,106.04,20.15,0,0,0,5.73,45,80.65,0,24.99,42.83,0,5.67,65.59,130.84,177.18,27.69,0,0

85,21:00-21:15,38.31,6.96,0,24.52,48.09,0,0,0,0,47.12,42.46,0,0,8.62,57.24,0,0,76.18,21.65,42.15,667.25,0,0,113.75,11.91,41.95,0,19.56,689,98.87,82.5,348.98,24.32,2.76,0,49.31,33.94,0,45.53,175.79,0,0,0,27.28,0,0,0,24.62,50.66,125.27,0,18.34,0,0,106.04,20.15,0,0,0,5.73,45,80.65,0,24.99,42.83,0,5.67,65.59,130.84,177.18,27.69,0,0

86,21:15-21:30,38.31,6.96,0,24.52,48.09,0,0,0,0,47.12,42.46,0,0,8.62,57.24,0,0,76.18,21.65,42.15,667.25,0,0,113.75,11.91,41.95,0,19.56,689,98.87,82.5,348.98,24.32,2.76,0,49.31,33.94,0,45.53,175.79,0,0,0,27.28,0,0,0,24.62,50.66,125.27,0,18.34,0,0,106.04,20.15,0,0,0,5.73,45,80.65,0,24.99,42.83,0,5.67,65.59,130.84,177.18,27.69,0,0

87,21:30-21:45,38.44,7.18,0,24.52,48.09,0,0,0,0,49.59,44.81,0,0,8.62,57.98,0,0,76.18,21.65,42.35,667.25,0,0,113.75,11.91,41.95,0,20.46,689,98.87,82.5,348.98,24.38,2.76,0,50.06,35.69,0,45.53,177.44,0,0,0,27.28,0,0,0,24.62,56.29,125.27,0,18.34,0,0,106.04,20.15,0,0,0,5.73,45,80.65,0,24.99,44.64,0,5.84,65.59,130.84,177.18,27.69,0,0

88,21:45-22:00,38.44,7.18,0,24.52,48.09,0,0,0,0,49.59,44.81,0,0,8.62,57.98,0,0,76.18,21.65,42.35,667.25,0,0,113.75,11.91,41.95,0,20.46,689,98.87,82.5,348.98,24.38,2.76,0,50.06,35.69,0,45.53,177.44,0,0,0,27.28,0,0,0,24.62,56.29,125.27,0,18.34,0,0,106.04,20.15,0,0,0,5.73,45,80.65,0,24.99,44.64,0,5.84,65.59,130.84,177.18,27.69,0,0

89,22:00-22:15,38.44,7.18,0,24.52,48.09,0,0,0,0,49.59,44.81,0,0,8.62,57.98,0,0,76.18,21.65,42.35,667.25,0,0,113.75,11.91,37.53,0,20.46,689,98.87,82.5,348.98,24.47,2.76,0,50.57,35.69,0,45.53,177.44,0,0,0,27.28,0,0,0,24.62,56.29,125.27,0,18.34,0,0,106.04,20.15,0,0,0,5.73,45,80.65,0,24.99,44.64,0,5.84,65.59,130.84,177.18,27.69,0,0

90,22:15-22:30,38.44,7.18,0,24.52,48.09,0,0,0,0,49.59,44.81,0,0,8.62,57.98,0,0,76.18,21.65,42.35,667.25,0,0,113.75,11.91,37.53,0,20.46,689,98.87,82.5,348.98,24.47,2.76,0,50.57,35.69,0,45.53,177.44,0,0,0,27.28,0,0,0,24.62,56.29,125.27,0,18.34,0,0,106.04,20.15,0,0,0,5.73,45,80.65,0,24.99,44.64,0,5.84,65.59,130.84,177.18,27.69,0,0

91,22:30-22:45,38.31,6.96,0,24.52,48.09,0,0,0,0,47.12,42.46,0,0,8.62,57.24,0,0,75.56,21.65,42.15,667.25,0,0,113.75,3.85,37.53,0,19.56,689,98.87,82.5,348.98,24.82,2.76,0,50.82,33.94,0,45.53,175.79,0,0,0,27.28,0,0,0,24.62,49.26,125.27,0,18.34,0,0,106.04,20.15,0,0,0,5.73,45,81.17,0,24.99,43.05,0,5.67,65.59,130.84,177.18,27.69,0,0

92,22:45-23:00,38.31,6.96,0,24.52,48.09,0,0,0,0,47.12,42.46,0,0,8.62,57.24,0,0,75.56,21.65,42.15,667.25,0,0,113.75,3.85,37.53,0,19.56,689,98.87,82.5,348.98,24.82,2.76,0,50.82,33.94,0,45.53,175.79,0,0,0,27.28,0,0,0,24.62,49.26,125.27,0,18.34,0,0,106.04,20.15,0,0,0,5.73,45,81.17,0,24.99,42.83,0,5.67,65.59,130.84,177.18,27.69,0,0

93,23:00-23:15,38.31,6.96,0,24.52,48.09,0,0,0,0,47.12,42.46,0,0,8.62,57.24,0,0,75.56,21.65,42.15,667.25,0,0,113.75,3.85,37.53,0,19.56,689,98.87,82.5,348.98,25,2.76,0,51.59,33.94,0,45.53,175.79,0,0,0,27.28,0,0,0,24.62,49.26,125.27,0,18.34,0,0,106.04,20.15,0,0,0,5.73,45,81.17,0,24.99,42.83,0,5.67,65.59,130.84,88.59,27.69,0,0

94,23:15-23:30,38.31,6.96,0,24.52,48.09,0,0,0,0,47.12,42.46,0,0,8.62,57.24,0,0,75.56,21.65,42.15,667.25,0,0,113.75,11.91,37.53,0,19.56,689,98.87,82.5,348.98,25,2.76,0,51.59,33.94,0,45.53,175.79,0,0,0,27.28,0,0,0,24.62,49.26,125.27,0,18.34,0,0,106.04,20.15,0,0,0,5.73,45,81.17,0,24.99,42.83,0,5.67,65.59,130.84,0,27.69,0,0

95,23:30-23:45,38.31,6.96,0,24.52,48.09,0,0,0,0,47.12,42.46,0,0,8.62,57.24,0,0,75.56,21.65,42.15,667.25,0,0,113.75,11.91,37.53,0,19.56,689,98.87,82.5,348.98,25.15,2.76,0,51.84,33.94,0,45.53,175.79,0,0,0,27.28,0,0,0,24.62,49.26,125.27,0,18.34,0,0,106.04,20.15,0,0,0,5.73,45,81.17,0,24.99,42.83,0,5.67,65.59,130.84,0,27.69,0,0

96,23:45-24:00,38.31,6.96,0,24.52,48.09,0,0,0,0,47.12,42.46,0,0,8.62,57.24,0,0,75.56,21.65,42.15,667.25,0,0,113.75,11.91,37.53,0,19.56,689,98.87,82.5,348.98,25.15,2.76,0,51.84,33.94,0,45.53,175.79,0,0,0,27.28,0,0,0,24.62,49.26,125.27,0,18.34,0,0,106.04,20.15,0,0,0,5.73,45,81.17,0,24.99,42.83,0,5.67,65.59,130.84,0,27.69,0,0

