Block,Time,CHAMERA2,CHAMERA3,KGSU3AND4,SALAL,SIMHST2,UNCHAHAR3,URI,AURY_CRF,BSIUL,KHSTPP-I,KISHANGANGA,MAPS,NLCEXP,NLCIIST2,NNTPP,NTPL,TALA,URI2,VALLURNTECL,AURY_LF,NJPC,RIHAND2,RSTPSU1TO6,TANDA2,TEHRI,ANTA_RF,DADRI_GF,RAMPUR,RAPPB,RIHAND3,SEWA2,SINGRAULI_HYDRO,TelanganaSTPP,DADRI_LF,CHAMERA1,NLCIIST1,RSTPSU7,ANTA_GF,DADRI_CRF,BRBCL,DULHASTI,FSTPP I & II,KOTESHWR,KUDGI,NLCTS2EXP,RAPPC,SINGRAULI,TALST2,UNCHAHAR1,UNCHAHAR4,ANTA_LF,AURY_GF,AURY_RF,DADRT2,KGSU1AND2,KKNP,KKNPPU2,KOLDAM,NAPP,SASAN,SIMHST1,TANAKPUR,DHAULIGNGA,JHAJJAR,KHSTPP-II,PARBATI3,RIHAND1,UNCHAHAR2,ANTA_CRF,DADRI_RF
64,15:45-16:00,0,0,0,26.73,0,26.4,36.43,0,6.52,45.53,0,0,0,0,0,0,0,31.9,0,0,0,118.76,0,0,34.77,40.95,0,0,0,93.66,10.53,0.75,0,0,0,0,0,0,0,20,16.48,18.2,8.87,0,0,26.01,139.69,0,9.71,0,0,0,68.96,683.14,0,0,0,0,20.83,416.25,0,0.51,0,434.65,148.3,0,92,42.39,0,59.73

65,16:00-16:15,0,0,0,13.36,0,26.4,36.43,0,6.52,45.53,0,0,0,0,0,0,0,31.9,0,0,0,118.76,0,0,34.77,40.95,0,0,0,102.89,10.53,0.75,0,0,0,0,0,0,0,20,16.48,18.2,8.87,0,0,26.01,139.69,0,9.71,0,0,0,68.96,683.14,0,0,0,0,20.83,416.25,0,0.51,0,434.65,148.3,0,92,42.39,0,59.73

66,16:15-16:30,0,0,0,13.36,0,26.4,36.43,0,13.04,45.53,0,0,0,0,0,0,0,31.9,0,0,0,118.76,0,0,34.77,40.95,0,0,0,112.13,10.53,0.75,0,0,13.99,0,0,0,0,20,16.48,18.2,8.87,0,0,26.01,139.69,0,9.71,0,0,0,68.96,683.14,0,0,0,0,20.83,416.25,0,0.51,0,434.65,148.3,0,92,42.39,0,59.73

67,16:30-16:45,0,0,0,13.36,0,26.4,36.43,0,13.04,45.53,0,0,0,0,0,0,0,31.9,0,0,0,118.76,0,0,34.77,40.74,0,0,0,112.13,15.81,0.75,0,0,28.09,0,0,0,0,20,16.48,18.2,8.87,0,0,26.01,139.69,0,9.71,0,0,0,68.96,683.14,0,0,0,0,20.83,416.25,0,0.51,0,434.65,148.3,0,92,42.39,0,59.73

68,16:45-17:00,3.34,0,0,13.36,0,26.4,36.43,0,13.04,45.53,0,0,0,0,0,0,0,31.9,0,0,20.84,118.76,0,0,34.77,40.74,0,0,0,112.13,15.81,0.75,0,0,28.09,0,0,0,0,20,16.48,18.2,8.87,0,0,26.01,139.69,0,9.71,0,0,0,68.96,683.14,0,0,0,0,20.83,416.25,0,0.51,7.92,434.65,148.3,0,92,42.39,0,59.73

69,17:00-17:15,13.17,0,0,13.36,0,26.4,39.75,0,13.04,45.53,0,0,0,0,0,0,0,31.9,0,0,43.56,118.76,0,0,46.37,40.74,0,0,0,112.13,15.81,0.75,0,0,42.15,0,0,0,0,20,16.48,18.2,17.75,0,0,26.01,139.69,0,9.71,0,0,0,68.96,683.14,0,0,0,0,20.83,416.25,0,0.51,7.92,434.65,148.3,0,92,42.39,0,59.73

70,17:15-17:30,13.17,9.68,0,13.36,0,26.4,39.75,0,13.04,45.53,0,0,0,0,0,0,0,31.9,0,0,66.29,118.76,0,0,46.37,40.74,0,0,0,112.13,15.81,0.75,0,0,42.15,0,0,0,0,20,32.96,18.2,26.62,0,0,26.01,139.69,0,9.71,0,0,0,68.96,683.14,0,0,0,0,20.83,416.25,0,0.51,16.38,434.65,148.3,0,92,42.39,0,59.73

71,17:30-17:45,39.51,29.06,0,13.36,0,26.4,39.75,0,19.56,45.53,0,0,0,0,0,0,0,33.23,0,0,85.23,118.76,0,0,46.37,41.48,0,0,0,112.13,15.81,0.75,0,0,42.15,0,0,0,0,20,49.43,18.2,39.05,0,0,26.01,139.69,0,9.71,0,0,0,68.96,683.14,0,0,0,0,20.83,416.25,0,0.77,27.41,434.65,148.3,0,92,42.39,0,59.73

72,17:45-18:00,39.51,29.06,0,13.36,0,26.4,39.75,0,19.56,45.53,0,0,0,0,0,0,0,33.23,0,0,113.64,118.76,0,0,46.37,41.37,0,0,0,112.13,15.81,0.75,0,0,42.15,0,0,0,0,20,49.43,18.2,39.05,0,0,26.01,139.69,0,9.71,0,0,0,68.96,683.14,0,0,0,0,20.83,416.25,0,0.77,27.41,434.65,148.3,0,92,42.39,0,59.73

73,18:00-18:15,39.51,29.06,0,13.36,0,26.4,36.43,0,19.56,45.53,0,0,0,0,0,0,0,33.23,0,0,137.32,118.76,0,0,46.37,42,0,0,0,112.13,15.81,0.75,0,0,42.15,0,0,0,0,20,49.43,18.2,39.05,0,0,26.01,139.69,0,9.71,0,0,0,68.96,683.14,0,0,0,0,20.83,416.25,0,1.15,27.41,434.65,148.3,0,92,42.39,0,59.73

74,18:15-18:30,39.51,29.06,0,13.36,0,26.4,36.43,0,19.56,45.53,0,0,0,0,0,0,0,33.23,0,0,137.32,118.76,0,0,46.37,42,0,0,0,112.13,15.81,0.75,0,0,42.15,0,0,0,0,20,49.43,18.2,39.05,0,0,26.01,139.69,0,9.71,0,0,0,68.96,683.14,0,0,0,0,20.83,416.25,0,1.15,27.41,434.65,148.3,0,92,42.39,0,59.73

75,18:30-18:45,39.51,29.06,0,27.89,0,26.4,36.43,0,19.56,45.53,0,0,0,0,0,0,0,33.23,0,0,137.32,118.76,0,0,46.37,42,0,0,0,112.13,15.81,0.75,0,0,42.15,0,0,0,0,20,49.43,17.38,39.05,0,0,26.01,139.69,0,9.71,0,0,0,68.96,683.14,0,0,0,0,20.83,416.25,0,1.15,27.41,434.65,148.3,0,92,42.39,0,59.73

76,18:45-19:00,39.51,29.06,0,70.88,0,26.4,36.43,0,19.56,45.53,0,0,0,0,0,0,0,33.23,0,0,137.32,118.76,0,0,46.37,42,0,0,0,112.13,15.81,0.75,0,0,42.15,0,0,0,0,20,49.43,17.38,39.05,0,0,26.01,139.69,0,9.71,0,0,0,68.96,683.14,0,0,0,0,20.83,416.25,0,1.15,27.41,434.65,148.3,0,92,42.39,0,59.73

77,19:00-19:15,39.51,19.35,0,70.88,0,26.4,36.43,0,6.52,45.53,0,0,0,0,0,0,0,31.9,0,0,116.95,118.76,0,0,46.37,42,0,0,0,112.13,15.81,0.75,0,0,28.09,0,0,0,0,20,32.96,17.38,17.75,0,0,26.01,139.69,0,9.71,0,0,0,68.96,683.14,0,0,0,0,20.83,416.25,0,1.15,15.85,434.65,148.3,3.82,92,42.39,0,59.73

78,19:15-19:30,26.34,9.68,0,70.88,0,26.4,36.43,0,6.52,45.53,0,0,0,0,0,0,0,31.9,0,0,94.51,118.76,0,0,34.77,42.21,0,0,0,112.13,15.81,0.75,0,0,28.09,0,0,0,0,20,32.96,17.38,17.75,0,0,26.01,139.69,0,9.71,0,0,0,68.96,683.14,0,0,0,0,20.83,416.25,0,1.15,7.92,434.65,148.3,16.54,92,42.39,0,59.73

79,19:30-19:45,26.34,0,0,40.68,0,26.4,36.43,0,6.52,45.53,0,0,0,0,0,0,0,31.9,0,0,70.17,118.76,0,0,34.77,42.21,0,0,0,112.13,15.81,0.75,0,0,28.09,0,0,0,0,20,16.48,17.38,17.75,0,0,26.01,139.69,0,9.71,0,0,0,68.96,683.14,0,0,0,0,20.83,416.25,0,1.15,7.92,434.65,148.3,16.54,92,42.39,0,59.73

80,19:45-20:00,26.34,0,0,26.73,0,26.4,36.43,0,6.52,45.53,0,0,0,0,0,0,0,31.9,0,0,46.78,118.76,0,0,34.77,42.21,0,0,0,112.13,15.81,0.75,0,0,25.28,0,0,0,0,20,16.48,17.38,17.75,0,0,26.01,139.69,0,9.71,0,0,0,68.96,683.14,0,0,0,0,20.83,416.25,0,1.15,0,434.65,148.3,16.54,92,42.39,0,59.73

81,20:00-20:15,26.34,0,0,26.73,0,26.4,36.43,0,6.52,45.53,0,0,0,0,0,0,0,31.9,0,0,20.84,118.76,0,0,34.77,42.21,0,0,0,118.72,15.81,0.75,0,0,13.99,0,0,0,0,20,16.48,17.38,17.75,0,0,26.01,139.69,0,9.71,0,0,0,68.96,683.14,0,0,0,0,20.83,405,0,1.15,0,434.65,148.3,16.54,92,42.39,0,59.73

82,20:15-20:30,13.17,0,0,26.73,0,26.4,36.43,0,6.52,45.53,0,0,0,0,0,0,0,31.9,0,0,0,118.76,0,0,34.77,42.21,0,0,0,124.33,15.81,0.75,0,0,12.64,0,0,0,0,20,16.48,17.38,17.75,0,0,26.01,139.69,0,9.71,0,0,0,68.96,683.14,0,0,0,0,20.83,405,0,1.15,0,434.65,148.3,16.54,92,42.39,0,59.73

83,20:30-20:45,0,0,0,26.73,0,26.4,36.43,0,6.52,45.53,0,0,0,0,0,0,0,31.9,0,0,0,118.76,0,0,34.77,42.52,0,0,0,124.33,15.81,0.75,0,0,12.64,0,0,0,0,20,16.48,17.38,17.75,0,0,26.01,133.5,0,9.71,0,0,0,68.96,683.14,0,0,0,0,20.83,405,0,1.15,0,434.65,148.3,16.54,92,42.39,0,59.73

84,20:45-21:00,0,0,0,26.73,0,26.4,36.43,0,6.52,45.53,0,0,0,0,0,0,0,31.9,0,0,0,118.76,0,0,23.19,42.52,0,0,0,124.33,15.81,0.75,0,0,12.64,0,0,0,0,20,16.48,17.38,8.87,0,0,26.01,133.5,0,9.71,0,0,0,68.96,683.14,0,0,0,0,20.83,405,0,1.15,0,434.65,148.3,3.57,92,42.39,0,59.73

85,21:00-21:15,0,0,0,26.73,0,26.4,36.43,0,6.52,45.53,0,0,0,0,0,0,0,31.9,0,0,0,118.76,0,0,23.19,42.52,0,0,0,124.33,15.81,0.77,0,0,0,0,0,0,0,20,16.48,17.38,8.87,0,0,26.01,133.5,0,9.71,0,0,0,68.96,683.14,0,0,0,0,20.83,405,0,1.15,0,434.65,148.3,0,92,42.39,0,59.73

86,21:15-21:30,0,0,0,40.09,0,26.4,36.43,0,6.52,45.53,0,0,0,0,0,0,0,31.9,0,0,0,118.76,0,0,23.19,42.52,0,0,0,124.33,15.81,0.77,0,0,0,0,0,0,0,20,16.48,17.38,8.87,0,0,26.01,133.5,0,9.71,0,0,0,68.96,683.14,0,0,0,0,20.83,405,0,1.15,0,434.65,148.3,0,92,42.39,0,59.73

87,21:30-21:45,0,0,0,40.09,0,26.4,36.43,0,6.52,45.53,0,0,0,0,0,0,0,31.9,0,0,0,118.76,0,0,23.19,42.52,0,0,0,124.33,15.81,0.77,0,0,0,0,0,0,0,20,16.48,17.38,8.87,0,0,26.01,133.5,0,9.71,0,0,0,68.96,683.14,0,0,0,0,20.83,405,0,0.51,0,434.65,148.3,0,92,42.39,0,59.73

88,21:45-22:00,0,0,0,40.09,0,26.4,13.25,0,6.52,45.53,0,0,0,0,0,0,0,31.9,0,0,0,118.76,0,0,23.19,42.52,0,0,0,124.33,15.81,0.77,0,0,0,0,0,0,0,20,16.48,17.38,8.87,0,0,26.01,133.5,0,9.71,0,0,0,68.96,683.14,0,0,0,0,20.83,405,0,0.51,0,434.65,148.3,0,92,42.39,0,59.73

89,22:00-22:15,0,0,0,40.09,0,26.4,4.41,0,6.52,45.53,0,0,0,0,0,0,0,31.9,0,0,0,118.76,0,0,23.19,42.73,0,0,0,124.33,15.81,0.77,0,0,0,0,0,0,0,20,16.48,17.38,8.87,0,0,26.01,133.5,0,9.71,0,0,0,68.96,683.14,0,0,0,0,20.83,405,0,0.51,0,434.65,148.3,0,92,42.39,0,59.73

90,22:15-22:30,0,0,0,40.09,0,26.4,4.41,0,6.52,45.53,0,0,0,0,0,0,0,31.9,0,0,0,118.76,0,0,11.4,42.73,0,0,0,124.33,10.53,0.77,0,0,0,0,0,0,0,20,16.48,17.38,8.87,0,0,26.01,133.5,0,9.71,0,0,0,68.96,683.14,0,0,0,0,20.83,405,0,0.51,0,434.65,148.3,0,92,42.39,0,59.73

91,22:30-22:45,0,0,0,26.73,0,26.4,13.25,0,6.52,45.53,0,0,0,0,0,0,0,31.9,0,0,0,118.76,0,0,11.4,42.73,0,0,0,124.33,10.53,0.77,0,0,0,0,0,0,0,20,16.48,17.38,8.87,0,0,26.01,133.5,0,9.71,0,0,0,68.96,683.14,0,0,0,0,20.83,405,0,0.51,0,434.65,148.3,0,92,42.39,0,59.73

92,22:45-23:00,0,0,0,26.73,0,26.4,36.43,0,6.52,45.53,0,0,0,0,0,0,0,31.9,0,0,0,118.76,0,0,11.4,42.73,0,0,0,124.33,10.53,0.77,0,0,0,0,0,0,0,20,16.48,17.38,8.87,0,0,26.01,133.5,0,9.71,0,0,0,68.96,683.14,0,0,0,0,20.83,405,0,0.51,0,434.65,148.3,0,92,42.39,0,59.73

93,23:00-23:15,0,0,0,26.73,0,26.4,36.43,0,6.52,45.53,0,0,0,0,0,0,0,31.9,0,0,0,118.76,0,0,11.4,42.73,0,0,0,124.33,10.53,0.77,0,0,0,0,0,0,0,20,16.48,18.2,8.87,0,0,26.01,139.69,0,9.71,0,0,0,68.96,683.14,0,0,0,0,20.83,405,0,0.51,0,434.65,148.3,0,92,42.39,0,59.73

94,23:15-23:30,0,0,0,26.73,0,26.4,36.43,0,6.52,45.53,0,0,0,0,0,0,0,31.9,0,0,0,118.76,0,0,0,42.73,0,0,0,124.33,10.53,0.77,0,0,0,0,0,0,0,20,16.48,18.2,8.87,0,0,26.01,139.69,0,9.71,0,0,0,68.96,683.14,0,0,0,0,20.83,405,0,0.51,0,434.65,148.3,0,92,42.39,0,59.73

95,23:30-23:45,0,0,0,26.73,0,26.4,36.43,0,6.52,45.53,0,0,0,0,0,0,0,31.9,0,0,0,118.76,0,0,0,42.73,0,0,0,124.33,10.53,0.77,0,0,0,0,0,0,0,20,16.48,18.2,8.87,0,0,26.01,139.69,0,9.71,0,0,0,68.96,683.14,0,0,0,0,20.83,405,0,0.51,0,434.65,148.3,0,92,42.39,0,59.73

96,23:45-24:00,0,0,0,26.73,0,26.4,36.43,0,6.52,45.53,0,0,0,0,0,0,0,31.9,0,0,0,118.76,0,0,0,42.73,0,0,0,124.33,10.53,0.77,0,0,0,0,0,0,0,20,16.48,18.2,8.87,0,0,26.01,139.69,0,9.71,0,0,0,68.96,683.14,0,0,0,0,20.83,405,0,0.51,0,434.65,148.3,0,92,42.39,0,59.73

