Column1,Time,L_NR_2019_19,GNARE/SR/2025/01/13/4532,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_16,NR/01102023/13082046/L_NR_2021_12,NR/01102023/02122045/L_NR_2021_13,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2022_09,WR/01102023/01102023/L_NR_2020_06,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,GNARE/NR/2024/12/20/3668,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/30052048/L_NR_2022_10,WR/01102023/24112044/L_NR_2020_07,GNA/NR/2025/07/01/3109,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/06/07/5932,NR/30092023/26122029/SH-06,GNA/NR/2025/07/16/7255,GNA/NR/2025/07/01/2997,GNA/NR/2025/07/01/1192,NR/01102023/31052040/LT-31,GNA/NR/2025/07/01/1044,GNA/NR/2025/07/01/2786,GNA/NR/2025/07/16/5917,NR/01102023/22052037/LT-59,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/30092023/31122025/SH-07,NR/01102023/19072037/LT-05,GNA/NR/2025/07/01/8154,NR/01102023/31102037/L_NR_2019_11,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/30042040/GNA_LT_36,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/07/01/8139,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/07/01/8128,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/07/01/2952,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/15082037/GNA_NR_2012_01
10,02:15-02:30,0,39.82,0,0,0,0,0,0,0,0,0,0,37.33,9.67,28.99,10,0,0,37.34,9.67,19.23,100.17,-0,30,163.44,15.24,49.03,0,0,43.7,81.72,10.47,134.12,26.17,70.11,20.74,10.73,17.3,0,7.69,134.84,0,9.77,68.34,6.62,25.23,100.16

11,02:30-02:45,0,39.82,0,0,0,0,0,0,0,0,0,0,36.67,13.15,39.43,11.4,0,0,36.66,13.15,19.23,100.17,-0,26.7,163.44,15.24,49.03,0,0,43.7,81.72,10.47,134.12,26.7,70.11,20.74,10.73,17.3,0,7.69,134.84,0,9.77,68.34,6.62,25.23,100.16

12,02:45-03:00,0,39.82,0,0,0,0,0,0,0,0,0,0,35,12.65,37.97,11.21,0,0,35,12.65,19.23,100.17,-0,26.7,163.44,15.24,49.03,0,0,43.7,81.72,10.47,134.12,26.7,70.11,20.74,10.73,17.3,0,7.69,134.84,0,9.77,68.34,6.62,25.74,100.16

13,03:00-03:15,0,39.62,0,0,0,0,0,0,0,0,0,0,33.33,12.08,36.23,10.78,0,0,33.34,12.08,19.23,130.08,-0,26.7,163.44,15.24,0,0,0,43.7,81.72,10.47,134.12,26.7,70.11,20.74,10.73,17.21,0,7.46,134.84,0,9.77,86.72,6.62,25.74,100.16

14,03:15-03:30,0,39.22,0,0,0,0,0,0,0,0,0,0,32.67,11.44,34.34,10.25,0,0,32.66,11.44,19.23,130.08,-0,26.7,163.44,15.24,0,0,0,43.7,81.72,10.47,134.12,26.7,70.11,20.74,10.73,17.21,0,7.46,134.84,0,9.77,86.72,6.62,25.74,100.16

15,03:30-03:45,0,37.62,0,0,0,0,0,0,0,0,0,0,31.67,10.66,31.99,9.68,0,0,31.66,10.66,19.23,130.08,-0,26.7,163.44,15.24,0,0,0,43.7,81.72,10.47,134.12,26.7,70.11,20.74,10.73,17.21,0,7.46,134.84,0,9.77,85.41,6.62,25.74,100.16

16,03:45-04:00,0,36.62,0,0,0,0,0,0,0,0,0,0,31,9.99,29.96,9.06,0,0,31,9.99,19.23,130.08,-0,26.7,163.44,15.24,0,0,0,43.7,81.72,10.47,134.12,26.7,70.11,20.74,10.73,17.21,0,7.46,134.84,0,9.77,85.34,6.62,25.74,100.16

17,04:00-04:15,0,34.21,0,0,0,0,0,0,0,0,0,0,33,8.24,24.71,8.74,0,0,33,8.24,19.23,130.08,-0,26.7,163.44,15.24,0,0,0,43.7,81.72,10.47,134.12,26.7,93.87,20.74,10.73,17.11,0,7.22,134.84,0,9.77,86.72,6.62,25.74,100.16

18,04:15-04:30,0,33.81,0,0,0,0,0,0,0,0,0,0,31.53,7.65,22.94,8.53,0,0,31.54,7.65,19.23,130.08,-0,26.7,163.44,15.24,0,0,0,43.7,81.72,10.47,134.12,26.7,77.09,20.74,10.73,17.11,0,7.22,134.84,0,9.77,86.72,6.62,25.74,100.16

19,04:30-04:45,0,32.61,0,0,0,0,0,0,0,0,0,0,29.7,7.34,21.99,8.38,0,0,29.7,7.34,19.23,130.08,-0,26.7,163.44,15.24,0,0,0,43.7,81.72,10.47,134.12,26.7,70.11,20.74,10.73,17.11,0,7.22,134.84,0,9.77,86.72,6.62,25.23,100.16

20,04:45-05:00,0,30.81,0,0,0,0,0,0,0,0,0,0,27.87,7.27,21.82,8.27,0,0,27.86,7.27,19.23,130.08,-0,26.7,163.44,15.24,0,0,0,43.7,81.72,10.47,134.12,26.7,70.11,20.74,10.73,17.11,0,7.22,134.84,0,9.77,86.72,6.62,25.23,100.16

21,05:00-05:15,0,33.41,0,0,0,0,0,0,0,0,0,0,26.03,7.15,21.47,7.87,0,0,26.04,7.15,19.23,130.08,-0,26.7,163.44,15.24,0,0,0,43.7,81.72,10.47,134.12,26.7,70.11,20.74,10.73,17.03,0,6.99,134.84,0,9.77,86.72,6.62,25.23,100.16

22,05:15-05:30,0,33.21,0,0,0,0,0,0,0,0,0,0,24.2,7,21.02,7.58,0,0,24.2,7,19.23,130.08,-0,26.7,163.44,15.24,0,0,0,43.7,81.72,10.47,134.12,26.7,70.11,20.74,10.73,17.03,0,6.99,134.84,0,9.77,86.72,6.62,24.73,100.16

23,05:30-05:45,0,32.41,0,0,0,0,0,0,0,0,0,0,23.1,6.85,20.57,7.24,0,0,23.1,6.85,19.23,130.08,-0,26.7,163.44,15.24,0,0,0,43.7,81.72,10.47,134.12,26.7,64.08,20.74,10.73,17.03,0,6.99,134.84,0,9.77,86.72,6.62,24.73,100.16

24,05:45-06:00,0.14,32.21,0,0,0,0.25,0.05,0,1,0,0,0,22,6.75,20.25,6.89,0.49,0,22,6.75,19.23,130.08,-0,26.7,163.44,15.24,0,0,0,43.7,81.72,10.47,134.12,26.7,64.08,20.74,10.73,17.03,0,6.99,134.84,0,9.77,86.72,6.62,25.23,100.16

25,06:00-06:15,0.59,30.21,1,0,1,1.47,0.3,0,1,1,4,4.08,18.33,6.84,20.49,6.56,1.61,0,18.34,6.84,19.23,130.08,-0,26.7,163.44,15.24,0,0,0,43.7,81.72,10.47,134.12,26.7,64.08,20.74,10.73,16.93,0,6.76,134.84,0,9.77,86.72,6.62,25.74,100.16

26,06:15-06:30,1.34,28.41,2,1,2,2.7,0.54,0,3,2,6.65,6.78,18.33,6.55,19.62,6.22,2.73,0,18.34,6.55,19.23,130.08,-0,26.7,163.44,15.24,0,0,0,43.7,81.72,10.47,134.12,26.7,115.33,20.74,10.73,16.93,0,6.76,134.84,0,9.77,86.72,6.62,24.73,100.16

27,06:30-06:45,2.3,32.61,3,2,3,3.92,0.79,0,4,3,20.95,21.37,18,6.32,18.94,5.87,3.85,3,18,6.32,19.23,130.08,-0,26.7,163.44,15.24,0,0.68,0,43.7,81.72,10.47,134.12,26.7,115.33,20.74,10.73,16.93,0.53,6.76,134.84,0.68,9.77,86.72,6.62,24.73,100.16

28,06:45-07:00,3.48,31.01,6,3,7,10.86,2.17,0,6,4,30.9,31.52,18,6.12,18.37,5.54,4.98,5,18,6.12,19.23,130.08,-0,26.7,163.44,15.24,0,1.06,0,43.7,81.72,10.47,134.12,26.7,106.85,20.74,10.73,16.93,0.82,6.76,134.84,1.06,9.77,86.72,6.62,24.73,100.16

29,07:00-07:15,4.76,28.81,11,5,10,17.56,3.51,0,9,5,33,33,17.97,6.18,18.56,5.41,6.22,8,17.96,6.18,19.23,130.08,-0,26.7,163.44,15.24,0,1.53,0,43.7,81.72,10.47,134.12,26.7,98.37,20.74,10.73,16.83,1.19,6.76,134.84,1.53,12.64,86.72,8.51,24.73,100.16

30,07:15-07:30,6.08,26.81,13,6,12,24.22,4.85,0,10,6,33,33,17.23,6.29,18.85,5.36,7.47,11,17.24,6.29,19.23,130.08,-0,26.7,163.44,15.24,0,2.09,0,43.7,81.72,10.47,134.12,26.7,89.89,20.74,10.73,16.83,1.61,6.76,134.84,2.09,12.64,86.72,8.51,24.73,100.16

31,07:30-07:45,7.57,34.81,17,10,20,31.33,6.27,0,15,7,33,33,17.6,6.34,19.01,5.33,8.72,16,17.6,6.34,19.23,111.69,-0,26.7,163.44,15.24,0,2.72,0,43.7,81.72,10.47,134.12,26.7,70.11,20.74,10.73,16.83,2.11,6.76,134.84,2.72,12.64,66.85,8.51,24.73,100.16

32,07:45-08:00,9.12,32.01,20,12,23,38.83,7.77,0,19,8,33,33,18.33,6.47,19.41,5.31,9.96,25,18.34,6.47,19.23,102.35,-0,26.7,163.44,15.24,0,3.16,0,43.7,81.72,10.47,113.45,26.7,70.11,20.74,10.73,16.83,2.44,6.76,134.84,3.16,12.64,66.85,8.51,25.74,100.16

33,08:00-08:15,10.74,30.61,22,14,27,45.33,9.07,0,24,8,33,33,18.7,6.55,19.62,5.27,17.24,33,18.7,6.55,19.23,102.35,-0,26.7,163.44,15.24,0,3.33,0,43.7,81.72,10.47,94.22,26.7,70.11,20.74,10.73,16.83,2.58,6.53,134.84,3.33,12.64,66.85,8.51,27.25,100.16

34,08:15-08:30,12.43,29.01,24,16,32,51.89,10.38,0,28,9,33,33,19.43,6.53,19.6,5.2,20.23,33,19.44,6.53,19.23,102.35,-0,26.7,163.44,15.24,0,4.03,0,43.7,81.72,10.47,85.56,26.7,70.11,20.74,10.73,16.83,3.11,6.53,134.84,4.03,12.64,66.85,8.51,27.25,100.16

35,08:30-08:45,14.01,27.61,38,13,27,38.26,7.65,0,22,10,33,33,18.7,6.59,19.76,5.15,23.33,33,18.7,6.59,19.23,102.35,-0,26.7,163.44,15.24,0,4.58,0,43.7,81.72,10.47,91.33,26.7,70.11,20.74,10.73,16.83,3.54,6.53,134.84,4.58,12.64,66.85,8.51,25.74,100.16

36,08:45-09:00,17.56,25.81,45,15,30,40.97,8.19,0,25,11,33,33,17.97,6.68,20.02,5.1,26.44,33,17.96,6.68,19.23,102.35,-0,26.7,163.44,15.24,0,5.12,0,43.7,81.72,10.47,88.45,26.7,70.11,20.74,10.73,16.83,3.96,6.53,134.84,5.12,12.64,66.85,8.51,26.24,100.16

37,09:00-09:15,17.56,24.21,37,17,33,46.78,9.36,0,28,16,33,33,14.67,6.7,20.11,6.67,30.81,33,14.66,6.7,19.23,111.44,-90.85,26.75,163.44,15.24,0,5.76,0,43.7,81.72,10.47,107.68,26.75,70.11,20.74,10.73,13.16,4.45,6.53,134.84,5.76,12.64,66.85,8.51,27.25,100.16

38,09:15-09:30,17.56,21.81,41,19,38,52.6,10.52,0,31,18,33,33,14.67,6.73,20.2,6.67,35.06,33,14.66,6.73,19.23,130.08,-181.7,26.75,163.44,15.24,0,7.02,0,43.7,81.72,10.47,126.9,26.75,70.11,20.74,10.73,13.16,5.42,6.53,134.84,7.02,12.64,86.49,8.51,27.25,100.16

39,09:30-09:45,17.56,21.01,33,20,40,70.83,14.17,0,33,20,33,33,14.67,6.75,20.23,6.67,39.21,33,14.66,6.75,19.23,130.08,-181.7,26.75,163.44,15.24,0,7.64,0,43.7,81.72,10.47,134.12,26.75,115.33,20.74,10.73,13.16,5.9,6.53,134.84,7.64,12.64,86.72,8.51,27.25,100.16

40,09:45-10:00,17.56,21.21,37,22,43,79.17,15.83,0,36,21,33,33,14.67,6.78,20.35,6.67,42.99,33,14.66,6.78,19.23,130.08,-181.7,26.75,163.44,15.24,0,8.18,0,43.7,81.72,10.47,134.12,26.75,115.33,20.74,10.73,13.16,6.32,6.53,134.84,8.18,12.64,86.72,8.51,27.25,100.16

41,10:00-10:15,17.56,21.61,33,20,40,95.83,19.17,0,33,21,33,33,14.67,6.67,19.99,6.67,51.49,33,14.66,6.67,19.23,130.08,-181.7,26.75,163.44,15.24,0,8.88,0,43.7,81.72,10.47,134.12,26.75,115.33,20.74,10.73,13.16,6.86,8.85,134.84,8.88,12.64,86.72,8.51,25.23,100.16

42,10:15-10:30,19.51,22.01,37,22,43,104.74,20.95,0,36,22,33,33,14.67,6.78,20.34,6.67,53.33,33,14.66,6.78,19.23,130.08,-181.7,26.75,163.44,15.24,0,9.35,0,43.7,81.72,10.47,134.12,26.75,115.33,20.74,10.73,13.16,7.22,8.85,134.84,9.35,12.64,86.72,8.51,25.23,100.16

43,10:30-10:45,20.48,28.01,28,20,40,108.87,21.77,0,31,16,33,33,14.67,6.96,20.86,6.67,41.67,33,14.66,6.96,19.23,130.08,-181.7,26.75,163.44,15.24,0,8.97,0,43.7,81.72,10.47,134.12,26.75,115.33,20.74,10.73,13.16,6.94,8.85,134.84,8.97,12.64,86.72,8.51,25.23,100.16

44,10:45-11:00,21.46,29.01,27,22,43,111.72,22.34,0,34,16,33,33,14.67,7.1,21.31,6.67,45,33,14.66,7.1,19.23,130.08,-181.7,26.75,163.44,15.24,0,9.32,0,43.7,81.72,10.47,134.12,26.75,115.33,20.74,10.73,13.16,7.2,8.85,134.84,9.32,12.64,86.72,8.51,25.23,100.16

45,11:00-11:15,22.43,30.01,27,23,47,115.07,23.02,0,37,14,33,33,14.67,7.02,21.04,6.67,28.33,33,14.66,7.02,19.23,130.08,-181.7,26.75,163.44,15.24,0,7.52,0,43.7,81.72,10.47,134.12,26.75,115.33,20.74,10.73,13.16,5.82,6.53,134.84,7.52,12.64,86.72,8.51,23.72,100.16

46,11:15-11:30,23.41,31.01,27,24,48,114.17,22.83,0,42,14,33,33,14.67,6.99,20.98,6.67,30,33,14.66,6.99,19.23,130.08,-181.7,26.75,163.44,15.24,0,7.58,0,43.7,81.72,10.47,134.12,26.75,115.33,20.74,10.73,13.16,5.85,6.53,134.84,7.58,12.64,86.72,8.51,23.72,100.16

47,11:30-11:45,24.38,31.81,27,21,41,137.5,27.5,0,36,12,33,33,14.67,6.95,20.86,6.67,65,33,14.66,6.95,19.23,130.08,-181.7,26.75,163.44,15.24,0,7.6,0,43.7,81.72,10.47,134.12,26.75,115.33,20.74,10.73,13.16,5.87,6.53,134.84,7.6,12.64,86.72,8.51,23.72,100.16

48,11:45-12:00,21.46,34.01,27,22,43,137.5,27.5,0,39,12,33,33,14.67,6.92,20.74,6.67,65,33,14.66,6.92,19.23,130.08,-181.7,26.75,163.44,15.24,0,7.62,0,43.7,81.72,10.47,134.12,26.75,115.33,20.74,10.73,13.16,5.89,6.53,134.84,7.62,12.64,86.72,8.51,23.72,100.16

49,12:00-12:15,21.46,36.42,30,23,47,137.5,27.5,0,48,14,33,33,20.67,6.5,19.47,7,45,33,20.66,6.5,19.23,130.08,-181.7,26.8,163.44,15.24,0,7.64,0,43.7,81.72,10.85,134.12,26.8,115.33,20.74,10.73,13.16,5.9,8.39,134.84,7.64,12.64,86.72,8.51,23.72,100.16

50,12:15-12:30,21.46,38.62,32,25,50,137.5,27.5,0,51,16,33,33,22,6.6,19.77,7,46.67,33,22,6.6,19.23,130.08,-181.7,26.8,163.44,15.24,0,7.65,0,43.7,81.72,10.85,134.12,26.8,115.33,20.74,10.73,13.16,5.92,8.39,134.84,7.65,12.64,86.72,8.51,23.72,100.16

51,12:30-12:45,21.46,38.82,32,25,50,137.5,27.5,0,48,16,33,33,21.67,6.69,20.08,7,50,33,21.66,6.69,19.23,130.08,-181.7,26.8,163.44,15.24,0,7.68,0,43.7,81.72,10.85,134.12,26.8,115.33,20.74,10.73,13.16,5.94,8.39,134.84,7.68,12.64,86.72,8.51,23.72,100.16

52,12:45-13:00,21.46,39.22,32,27,53,133.33,26.67,0,51,18,33,33,21.67,6.76,20.28,7.33,53.33,33,21.66,6.76,19.23,130.08,-181.7,26.8,163.44,15.24,0,10.96,0,43.7,81.72,10.85,134.12,26.8,115.33,20.74,10.73,13.16,8.47,8.39,134.84,10.96,12.64,86.72,8.51,23.72,100.16

53,13:00-13:15,21.46,39.82,28,37,73,119.1,23.82,0,63,16,33,33,21.67,6.83,20.48,7.33,45,33,21.66,6.83,19.23,130.08,-181.7,26.8,163.44,15.24,0,10.96,0,43.7,81.72,10.85,134.12,26.8,115.33,20.74,10.73,15.92,8.47,9.33,134.84,10.96,12.64,86.72,8.51,23.72,100.16

54,13:15-13:30,21.46,39.82,28,38,77,114.3,22.86,0,66,16,33,33,21.67,7.02,21.05,7.67,45,33,21.66,7.02,19.23,130.08,-181.7,26.8,163.44,15.24,0,10.96,0,43.7,81.72,10.85,134.12,26.8,115.33,20.74,10.73,15.92,8.47,9.33,134.84,10.96,12.64,86.72,8.51,23.72,100.16

55,13:30-13:45,21.46,41.22,22,43,87,116.67,23.33,0,72,12,33,33,21.67,7.19,21.55,7.67,45,33,21.66,7.19,19.23,130.08,-181.7,26.8,163.44,15.24,0,10.96,0,43.7,81.72,10.85,134.12,26.8,115.33,20.74,10.73,15.92,8.47,9.33,134.84,10.96,12.64,86.72,8.51,23.72,100.16

56,13:45-14:00,18.53,42.22,22,43,87,112.5,22.5,0,75,11,33,33,21.67,7.32,21.96,8,45,33,21.66,7.32,19.23,130.08,-181.7,26.8,163.44,15.24,0,10.96,0,43.7,81.72,10.85,134.12,26.8,115.33,20.74,10.73,15.92,8.47,9.33,134.84,10.96,12.64,86.72,8.51,24.22,100.16

57,14:00-14:15,18.53,42.62,23,43,85,96.57,19.31,0,72,11,33,33,21.67,8.5,25.51,8.33,28.33,33,21.66,8.5,19.23,130.08,-181.7,26.8,163.44,15.24,0,10.96,0,43.7,81.72,10.47,134.12,26.8,115.33,20.74,10.73,15.92,8.47,9.69,134.84,10.96,12.64,86.72,8.51,24.22,100.16

58,14:15-14:30,18.53,43.02,23,42,83,84.68,16.94,0,70,11,33,33,21.67,8.84,26.51,8.67,28.33,33,21.66,8.84,19.23,130.08,-181.7,26.8,163.44,15.24,0,10.96,0,43.7,81.72,10.47,134.12,26.8,115.33,20.74,10.73,15.92,8.47,9.69,134.84,10.96,12.64,86.72,8.51,24.22,100.16

59,14:30-14:45,18.53,43.02,25,41,81,107.22,21.44,0,69,14,33,33,21.67,9.32,27.97,9,28.33,33,21.66,9.32,19.23,130.08,-181.7,26.8,163.44,15.24,0,10.96,0,43.7,81.72,10.47,134.12,26.8,115.33,20.74,10.73,15.92,8.47,9.69,134.84,10.96,12.64,86.72,8.51,25.23,100.16

60,14:45-15:00,18.53,43.02,25,40,80,97.82,19.56,0,69,16,33,33,21.67,9.86,29.56,9.33,28.33,33,21.66,9.86,19.23,130.08,-181.7,26.8,163.44,15.24,0,10.88,0,43.7,81.72,10.47,134.12,26.8,115.33,20.74,10.73,15.92,8.41,9.69,134.84,10.88,12.64,86.72,8.51,25.23,100.16

61,15:00-15:15,18.53,40.02,32,37,73,79.17,15.83,0,64,16,33,33,26.67,10.27,30.79,9.67,27.67,33,26.66,10.27,19.23,130.08,-181.7,26.8,163.44,15.24,0,10.6,0,43.7,81.72,10.47,134.12,26.8,115.33,20.74,10.73,15.92,8.18,10.07,134.84,10.6,12.64,86.72,8.51,26.24,100.16

62,15:15-15:30,18.53,40.02,30,35,70,77.5,15.5,0,60,16,33,33,28.67,10.83,32.48,10,26.67,33,28.66,10.83,19.23,130.08,-181.7,26.8,163.44,15.24,0,9.94,0,43.7,81.72,10.47,134.12,26.8,115.33,20.74,10.73,15.92,7.68,10.07,134.84,9.94,12.64,86.72,8.51,26.24,100.16

63,15:30-15:45,18.53,40.02,23,28,57,75,15,0,55,12,33,33,30.33,11.33,34,10.33,24,33,30.34,11.33,19.23,130.08,-181.7,26.8,163.44,15.24,0,8.59,0,43.7,81.72,10.47,134.12,26.8,115.33,20.74,10.73,15.92,6.64,10.07,134.84,8.59,12.64,86.72,8.51,26.24,100.16

64,15:45-16:00,18.53,40.02,22,27,55,73.33,14.67,0,51,11,33,33,31.67,11.8,35.41,10.67,24,33,31.66,11.8,19.23,130.08,-181.7,26.8,163.44,15.24,0,8.14,0,43.7,81.72,10.47,134.12,26.8,115.33,20.74,10.73,15.92,6.29,10.07,134.84,8.14,12.64,86.72,8.51,26.24,100.16

65,16:00-16:15,18.53,40.02,17,22,43,29.17,5.83,0,36,10,33,33,32.67,11.68,35.04,11,10,24,32.66,11.68,19.23,130.08,-181.7,26.8,163.44,15.24,0,7.81,0,43.7,81.72,10.47,134.12,26.8,115.33,20.74,10.73,15.92,6.04,10.44,134.84,7.81,12.64,86.72,8.51,26.24,100.16

66,16:15-16:30,16.58,40.02,17,20,40,29.17,5.83,0,33,9,33,33,33.67,11.94,35.79,11,10,16,33.66,11.94,19.23,130.08,-181.7,26.8,163.44,15.24,0,7.21,0,43.7,81.72,10.47,134.12,26.8,115.33,20.74,10.73,15.92,5.58,10.44,134.84,7.21,12.64,86.72,8.51,26.24,100.16

67,16:30-16:45,16.58,40.02,22,19,39,29.17,5.83,0,30,12,33,33,34.67,12.26,36.8,14.67,10,8,34.66,12.26,19.23,130.08,-181.7,26.8,163.44,15.24,0,6.5,0,43.7,81.72,10.47,134.12,26.8,115.33,20.74,10.73,15.92,5.02,10.44,134.84,6.5,12.64,86.72,8.51,26.24,100.16

68,16:45-17:00,16.58,40.02,22,17,35,29.17,5.83,0,27,10,33,33,34,12.31,36.93,15,10,5,34,12.31,19.23,130.08,-181.7,26.8,163.44,15.24,0,5.79,0,43.7,81.72,10.47,134.12,26.8,115.33,20.74,10.73,15.92,4.46,10.44,134.84,5.79,12.64,86.72,8.51,26.24,100.16

69,17:00-17:15,14.08,43.02,22,8,17,25,5,0,16,7,33,33,41.33,12.66,37.98,15.67,10,2,41.34,12.66,19.23,130.08,-181.7,26.8,163.44,15.24,0,5.08,0,43.7,81.72,10.47,134.12,26.8,115.33,20.74,10.73,18.22,3.93,11,134.84,5.08,12.64,86.72,8.51,26.24,100.16

70,17:15-17:30,13.29,43.02,18,7,15,25,5,0,15,7,33,33,43,12.88,38.65,16,10,0,43,12.88,19.23,130.08,-90.85,26.8,163.44,15.24,0,4.36,0,43.7,81.72,10.47,134.12,26.8,115.33,20.74,10.73,18.22,3.37,11,134.84,4.36,12.64,86.72,8.51,27.25,100.16

71,17:30-17:45,11.19,43.02,15,6,12,25,5,0,13,7,33,33,44.33,13.18,39.54,16.33,10,0,44.34,13.18,19.23,130.08,-0,26.8,163.44,15.24,0,2.85,0,43.7,81.72,10.47,148.06,26.8,115.33,20.74,10.73,18.22,2.2,11,134.84,2.85,12.64,86.72,8.51,27.25,100.16

