Time,Block,NR/2023/16187/A,NR/2023/17968/C,NR/2023/17064/A,NR/2023/17901/A/898,NR/2023/17905/A/853,WR/2023/18560/A,WR/2023/18560/A/II,WR/2023/20254/A/903,NR/2023/17967/C,WR/2023/20256/A/904,NR/2023/17971/C,Total
51,12:30-12:45,0.000000,3.320000,100.000000,0.970000,1.930000,0.000000,100.000000,0.000000,4.28,0.000000,24.16,234.66

52,12:45-13:00,0.000000,3.320000,100.000000,0.970000,1.930000,0.000000,100.000000,0.000000,3.86,0.000000,24.16,234.24

53,13:00-13:15,0.000000,3.320000,100.000000,0.970000,1.930000,0.000000,100.000000,0.000000,6,0.000000,24.16,236.38

54,13:15-13:30,0.000000,3.320000,100.000000,0.970000,1.930000,0.000000,100.000000,0.000000,3.25,0.000000,24.16,233.63

55,13:30-13:45,0.000000,3.320000,100.000000,0.970000,1.930000,0.000000,100.000000,0.000000,5.41,0.000000,24.16,235.79

56,13:45-14:00,0.000000,3.320000,100.000000,0.970000,1.930000,0.000000,100.000000,0.000000,3.67,0.000000,24.16,234.05

57,14:00-14:15,0.000000,3.320000,100.000000,0.970000,1.930000,0.000000,100.000000,0.000000,4.46,0.000000,24.16,234.84

58,14:15-14:30,0.000000,3.320000,100.000000,0.970000,1.930000,0.000000,100.000000,0.000000,3.45,0.000000,24.16,233.83

59,14:30-14:45,0.000000,3.320000,100.000000,0.970000,1.930000,0.000000,100.000000,0.000000,2.7,0.000000,24.16,233.08

60,14:45-15:00,0.000000,3.320000,100.000000,0.970000,1.930000,0.000000,100.000000,0.000000,4.51,0.000000,24.16,234.89

61,15:00-15:15,0.000000,3.320000,100.000000,0.970000,1.930000,0.000000,100.000000,0.000000,2.67,0.000000,24.16,233.05

62,15:15-15:30,0.000000,3.320000,100.000000,0.970000,1.930000,0.000000,100.000000,0.000000,2.12,0.000000,24.16,232.5

63,15:30-15:45,0.000000,3.320000,100.000000,0.970000,1.930000,0.000000,100.000000,0.000000,2.11,0.000000,24.16,232.49

64,15:45-16:00,0.000000,3.320000,100.000000,0.970000,1.930000,0.000000,100.000000,0.000000,1.8,0.000000,24.16,232.18

65,16:00-16:15,0.000000,3.320000,100.000000,0.630000,1.930000,0.000000,100.000000,0.000000,1.65,0.000000,0,207.53

66,16:15-16:30,0.000000,3.320000,100.000000,0.630000,1.930000,0.000000,100.000000,0.000000,1.02,0.000000,0,206.9

67,16:30-16:45,0.000000,3.320000,100.000000,0.630000,1.930000,0.000000,100.000000,0.000000,0.89,0.000000,0,206.77

68,16:45-17:00,0.000000,3.320000,100.000000,0.630000,1.930000,0.000000,100.000000,0.000000,0.84,0.000000,0,206.72

69,17:00-17:15,0.000000,3.320000,100.000000,0.580000,1.930000,0.000000,100.000000,0.000000,0.48,0.000000,0,206.31

70,17:15-17:30,0.000000,3.320000,100.000000,0.580000,1.930000,0.000000,100.000000,0.000000,0.22,0.000000,0,206.05

71,17:30-17:45,0.000000,3.320000,100.000000,0.580000,1.930000,0.000000,100.000000,0.000000,0,0.000000,0,205.83

72,17:45-18:00,0.000000,3.320000,100.000000,0.580000,1.930000,0.000000,100.000000,0.000000,0,0.000000,0,205.83

73,18:00-18:15,0.000000,3.320000,100.000000,0.630000,1.930000,100.000000,0.000000,55.000000,0,25.000000,0,285.88

74,18:15-18:30,0.000000,3.320000,100.000000,0.630000,1.930000,100.000000,0.000000,55.000000,0,25.000000,0,285.88

75,18:30-18:45,0.000000,3.320000,100.000000,0.630000,1.930000,100.000000,0.000000,55.000000,0,25.000000,0,285.88

76,18:45-19:00,0.000000,3.320000,100.000000,0.630000,1.930000,100.000000,0.000000,55.000000,0,25.000000,0,285.88

77,19:00-19:15,0.000000,3.320000,100.000000,0.630000,1.930000,100.000000,0.000000,55.000000,0,25.000000,0,285.88

78,19:15-19:30,0.000000,3.320000,100.000000,0.630000,1.930000,100.000000,0.000000,55.000000,0,25.000000,0,285.88

79,19:30-19:45,0.000000,3.320000,100.000000,0.630000,1.930000,100.000000,0.000000,55.000000,0,25.000000,0,285.88

80,19:45-20:00,0.000000,3.320000,100.000000,0.630000,1.930000,100.000000,0.000000,55.000000,0,25.000000,0,285.88

81,20:00-20:15,0.000000,3.410000,0.000000,0.580000,1.930000,100.000000,0.000000,55.000000,0,25.000000,0,185.92

82,20:15-20:30,0.000000,3.410000,0.000000,0.580000,1.930000,100.000000,0.000000,55.000000,0,25.000000,0,185.92

83,20:30-20:45,0.000000,3.410000,0.000000,0.580000,1.930000,100.000000,0.000000,55.000000,0,25.000000,0,185.92

84,20:45-21:00,0.000000,3.410000,0.000000,0.580000,1.930000,100.000000,0.000000,55.000000,0,25.000000,0,185.92

85,21:00-21:15,0.000000,3.410000,0.000000,0.580000,1.930000,100.000000,0.000000,55.000000,0,25.000000,0,185.92

86,21:15-21:30,0.000000,3.410000,0.000000,0.580000,1.930000,100.000000,0.000000,55.000000,0,25.000000,0,185.92

87,21:30-21:45,0.000000,3.410000,0.000000,0.580000,1.930000,100.000000,0.000000,55.000000,0,25.000000,0,185.92

88,21:45-22:00,0.000000,3.410000,0.000000,0.580000,1.930000,100.000000,0.000000,55.000000,0,25.000000,0,185.92

89,22:00-22:15,17.080000,3.320000,0.000000,0.580000,1.930000,100.000000,0.000000,55.000000,0,0.000000,0,177.91

90,22:15-22:30,17.080000,3.320000,0.000000,0.580000,1.930000,100.000000,0.000000,55.000000,0,0.000000,0,177.91

91,22:30-22:45,17.080000,3.320000,0.000000,0.580000,1.930000,100.000000,0.000000,55.000000,0,0.000000,0,177.91

92,22:45-23:00,17.080000,3.320000,0.000000,0.580000,1.930000,100.000000,0.000000,55.000000,0,0.000000,0,177.91

93,23:00-23:15,17.080000,3.320000,0.000000,0.580000,1.930000,100.000000,0.000000,0.000000,0,0.000000,0,122.91

94,23:15-23:30,17.080000,3.320000,0.000000,0.580000,1.930000,100.000000,0.000000,0.000000,0,0.000000,0,122.91

95,23:30-23:45,17.080000,3.320000,0.000000,0.580000,1.930000,100.000000,0.000000,0.000000,0,0.000000,0,122.91

96,23:45-24:00,17.080000,3.320000,0.000000,0.580000,1.930000,100.000000,0.000000,0.000000,0,0.000000,0,122.91

