Time,Block,NR/2023/16187/A,NR/2023/17968/C,NR/2023/17064/A,NR/2023/17901/A/898,NR/2023/17905/A/853,WR/2023/18560/A,WR/2023/18560/A/II,WR/2023/20254/A/903,NR/2023/17967/C,WR/2023/20256/A/904,NR/2023/17971/C,Total
,,APPCPL,TPDDL,GMRETL,ITCLH,IEXL,MANIKARAN,MANIKARAN,APPCPL,NVVNL,MANIKARAN,SJVNL,Total

,,DELHI,HIMACHAL PRADESH,DELHI,ANDHRA PRADESH,HIMACHAL PRADESH,DELHI,DELHI,DELHI,NA,DELHI,NA,
,,BYPL,CHANJUII,BYPL,ITCWIND,BSHP,BYPL,BYPL,BRPL,SOLAPUR_SOLAR,BRPL,RSRPL_BKN,
,,HIMACHAL PRADESH,DELHI,RAJASTHAN,DELHI,DELHI,MAHARASHTRA,MAHARASHTRA,GOA,DELHI,GOA,DELHI,
,,HP,TPDDL,RUVNL,ITCLH,MES (Delhi),AEML,AEML,GOA_Beneficiary,MES (Delhi),GOA_Beneficiary,NDMC,
,,North-North,North-North,North-North,South-West-North,North-North,North-West,North-East-West,North-West,West-North,North-West,North-North,
1,00:00-00:15,17.080000,3.410000,0.000000,0.480000,1.930000,100.000000,0.000000,0.000000,0,0.000000,0,122.9

2,00:15-00:30,17.080000,3.410000,0.000000,0.480000,1.930000,100.000000,0.000000,0.000000,0,0.000000,0,122.9

3,00:30-00:45,17.080000,3.410000,0.000000,0.480000,1.930000,100.000000,0.000000,0.000000,0,0.000000,0,122.9

4,00:45-01:00,17.080000,3.410000,0.000000,0.480000,1.930000,100.000000,0.000000,0.000000,0,0.000000,0,122.9

5,01:00-01:15,17.080000,3.410000,0.000000,0.480000,1.930000,100.000000,0.000000,0.000000,0,0.000000,0,122.9

6,01:15-01:30,17.080000,3.410000,0.000000,0.480000,1.930000,100.000000,0.000000,0.000000,0,0.000000,0,122.9

7,01:30-01:45,17.080000,3.410000,0.000000,0.480000,1.930000,100.000000,0.000000,0.000000,0,0.000000,0,122.9

8,01:45-02:00,17.080000,3.410000,0.000000,0.480000,1.930000,100.000000,0.000000,0.000000,0,0.000000,0,122.9

9,02:00-02:15,17.080000,3.410000,0.000000,0.430000,1.930000,100.000000,0.000000,0.000000,0,0.000000,0,122.85

10,02:15-02:30,17.080000,3.410000,0.000000,0.430000,1.930000,100.000000,0.000000,0.000000,0,0.000000,0,122.85

11,02:30-02:45,17.080000,3.410000,0.000000,0.430000,1.930000,100.000000,0.000000,0.000000,0,0.000000,0,122.85

12,02:45-03:00,17.080000,3.410000,0.000000,0.430000,1.930000,100.000000,0.000000,0.000000,0,0.000000,0,122.85

13,03:00-03:15,17.080000,3.410000,0.000000,0.430000,1.930000,100.000000,0.000000,0.000000,0,0.000000,0,122.85

14,03:15-03:30,17.080000,3.410000,0.000000,0.430000,1.930000,100.000000,0.000000,0.000000,0,0.000000,0,122.85

15,03:30-03:45,17.080000,3.410000,0.000000,0.430000,1.930000,100.000000,0.000000,0.000000,0,0.000000,0,122.85

16,03:45-04:00,17.080000,3.410000,0.000000,0.430000,1.930000,100.000000,0.000000,0.000000,0,0.000000,0,122.85

17,04:00-04:15,17.080000,3.410000,0.000000,0.430000,1.930000,100.000000,0.000000,0.000000,0,0.000000,0,122.85

18,04:15-04:30,17.080000,3.410000,0.000000,0.430000,1.930000,100.000000,0.000000,0.000000,0,0.000000,0,122.85

19,04:30-04:45,17.080000,3.410000,0.000000,0.430000,1.930000,100.000000,0.000000,0.000000,0,0.000000,0,122.85

20,04:45-05:00,17.080000,3.410000,0.000000,0.430000,1.930000,100.000000,0.000000,0.000000,0,0.000000,0,122.85

21,05:00-05:15,17.080000,3.410000,0.000000,0.430000,1.930000,100.000000,0.000000,0.000000,0,0.000000,0,122.85

22,05:15-05:30,17.080000,3.410000,0.000000,0.430000,1.930000,100.000000,0.000000,0.000000,0,0.000000,0,122.85

23,05:30-05:45,17.080000,3.410000,0.000000,0.430000,1.930000,100.000000,0.000000,0.000000,0,0.000000,0,122.85

24,05:45-06:00,17.080000,3.410000,0.000000,0.430000,1.930000,100.000000,0.000000,0.000000,0,0.000000,0,122.85

25,06:00-06:15,0.000000,3.410000,100.000000,0.430000,1.930000,0.000000,100.000000,0.000000,0,0.000000,0,205.77

26,06:15-06:30,0.000000,3.410000,100.000000,0.430000,1.930000,0.000000,100.000000,0.000000,0,0.000000,0,205.77

27,06:30-06:45,0.000000,3.410000,100.000000,0.430000,1.930000,0.000000,100.000000,0.000000,0,0.000000,0,205.77

28,06:45-07:00,0.000000,3.410000,100.000000,0.430000,1.930000,0.000000,100.000000,0.000000,0,0.000000,0,205.77

29,07:00-07:15,0.000000,3.320000,100.000000,0.580000,1.930000,0.000000,100.000000,0.000000,0.53,0.000000,0,206.36

30,07:15-07:30,0.000000,3.320000,100.000000,0.580000,1.930000,0.000000,100.000000,0.000000,0.77,0.000000,0,206.6

31,07:30-07:45,0.000000,3.320000,100.000000,0.580000,1.930000,0.000000,100.000000,0.000000,0.94,0.000000,0,206.77

32,07:45:08:00,0.000000,3.320000,100.000000,0.580000,1.930000,0.000000,100.000000,0.000000,0.93,0.000000,0,206.76

33,08:00-08:15,0.000000,3.320000,50.000000,0.970000,1.930000,0.000000,100.000000,0.000000,1.21,0.000000,0,157.43

34,08:15-08:30,0.000000,3.320000,50.000000,0.970000,1.930000,0.000000,100.000000,0.000000,1.66,0.000000,0,157.88

35,08:30-08:45,0.000000,3.320000,50.000000,0.970000,1.930000,0.000000,100.000000,0.000000,1.87,0.000000,0,158.09

36,08:45:09:00,0.000000,3.320000,50.000000,0.970000,1.930000,0.000000,100.000000,0.000000,2.03,0.000000,0,158.25

37,09:00:09:15,0.000000,3.320000,50.000000,0.970000,1.930000,0.000000,100.000000,0.000000,2.32,0.000000,24.16,182.7

38,09:15-09:30,0.000000,3.320000,50.000000,0.970000,1.930000,0.000000,100.000000,0.000000,2.21,0.000000,24.16,182.59

39,09:30-09:45,0.000000,3.320000,50.000000,0.970000,1.930000,0.000000,100.000000,0.000000,2.73,0.000000,24.16,183.11

40,09:45-10:00,0.000000,3.320000,50.000000,0.970000,1.930000,0.000000,100.000000,0.000000,3.68,0.000000,24.16,184.06

41,10:00-10:15,0.000000,3.320000,50.000000,0.970000,1.930000,0.000000,100.000000,0.000000,4.91,0.000000,24.16,185.29

42,10:15-10:30,0.000000,3.320000,50.000000,0.970000,1.930000,0.000000,100.000000,0.000000,3.61,0.000000,24.16,183.99

43,10:30-10:45,0.000000,3.320000,50.000000,0.970000,1.930000,0.000000,100.000000,0.000000,5.42,0.000000,24.16,185.8

44,10:45-11:00,0.000000,3.320000,50.000000,0.970000,1.930000,0.000000,100.000000,0.000000,5.25,0.000000,24.16,185.63

45,11:00-11:15,0.000000,3.320000,100.000000,0.970000,1.930000,0.000000,100.000000,0.000000,4.98,0.000000,24.16,235.36

46,11:15-11:30,0.000000,3.320000,100.000000,0.970000,1.930000,0.000000,100.000000,0.000000,4.71,0.000000,24.16,235.09

47,11:30-11:45,0.000000,3.320000,100.000000,0.970000,1.930000,0.000000,100.000000,0.000000,3.01,0.000000,24.16,233.39

48,11:45-12:00,0.000000,3.320000,100.000000,0.970000,1.930000,0.000000,100.000000,0.000000,4.94,0.000000,24.16,235.32

49,12:00-12:15,0.000000,3.320000,100.000000,0.970000,1.930000,0.000000,100.000000,0.000000,3.39,0.000000,24.16,233.77

50,12:15-12:30,0.000000,3.320000,100.000000,0.970000,1.930000,0.000000,100.000000,0.000000,6.77,0.000000,24.16,237.15

