Block,Time Block,DHAULIGNGA,FSTPP I & II,BSIUL,CHAMERA3,DULHASTI,DADRT2,CHAMERA2,BRBCL,CHAMERA1,KOLDAM,NAPP,NLCEXP,NLCIIST1,NJPC,NLCIIST2,PARBATI3,RIHAND2,NTPL,PARBATI2,RIHAND1,RAPPB,RSTPSU1TO6,RAPPD,RSTPSU7,SASAN,SALAL,RAMPUR,RIHAND3,NLCTS2EXP,RAPPC,NNTPP,AURY_LF,DADRI_GF,AURY_GF,DADRI_CRF,DADRI_RF,AURY_RF,DADRI_LF,KKNPPU2,ANTA_RF,ANTA_LF,ANTA_GF,AURY_CRF,UNCHAHAR3,TEHRI,TelanganaSTPP,UNCHAHAR2,URI,ANTA_CRF,UNCHAHAR1,UNCHAHAR4,VALLURNTECL,TEHRIPSP,URI2,KKNP,KOTESHWR,KUDGI,MAPS,KHSTPP-I,JHAJJAR,KHSTPP-II,KGSU1AND2,KGSU3AND4,KISHANGANGA,TALA,TALST2,TANDA2,TANAKPUR,SINGRAULI_HYDRO,SEWA2,SIMHST2,SIMHST1,SINGRAULI,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
54,13:15-13:30,40.92,13.26,0,32.71,53.38,8.15,45.41,19.16,40.62,8.31,23.23,0,0,169.43,0,31.53,120.74,0,0,94.76,0,0,23.45,0,395.76,67.2,5.49,126.1,0,62.91,0,0,0,0,0,0,0,0,0,0,0,0,0,16.17,0,0,30.25,46.81,0,13.32,2.23,0,0,30.04,0,9.77,0,0,35,245.84,75.17,0,0,3.08,22.9,0,2.94,11.48,0,17.68,0,0,98.11,0,0,0,0,0

55,13:30-13:45,40.92,13.37,0,32.71,53.38,8.15,45.41,19.14,40.62,8.31,23.23,0,0,169.43,0,31.53,120.74,0,0,94.76,0,0,23.45,0,395.76,67.2,5.49,126.1,0,62.91,0,0,0,0,0,0,0,0,0,0,0,0,0,16.17,0,0,30.25,46.81,0,13.32,2.23,0,0,30.04,0,9.77,0,0,43.88,245.84,94.01,0,0,3.08,21.53,0,3.61,11.48,0,17.68,0,0,98.11,0,0,0,0,0

56,13:45-14:00,40.92,13.37,0,32.71,53.38,8.15,45.41,19.28,40.62,8.31,23.23,0,0,169.43,0,31.53,120.74,0,0,94.76,0,0,23.45,0,395.76,67.2,5.49,126.1,0,62.91,0,0,0,0,0,0,0,0,0,0,0,0,0,16.17,0,0,30.25,46.81,0,13.32,2.23,0,0,30.04,0,9.77,0,0,43.88,245.84,94.01,0,0,3.08,21.53,0,3.61,11.48,0,17.68,0,0,98.11,0,0,0,0,0

57,14:00-14:15,40.92,13.37,0,32.71,53.38,8.15,45.41,19.28,40.62,8.31,23.23,0,0,169.43,0,31.53,120.74,0,0,94.76,0,0,23.45,0,325.28,62.71,5.49,126.1,0,62.91,0,0,0,0,0,0,0,0,0,0,0,0,0,16.17,0,0,30.25,46.81,0,13.32,2.23,0,0,30.04,0,9.77,0,0,43.88,245.84,94.01,0,0,3.08,22.23,0,5.35,11.48,0,17.68,0,0,98.11,0,0,0,0,0

58,14:15-14:30,40.92,13.37,0,32.71,53.38,8.15,45.41,19.28,40.62,8.31,23.23,0,0,169.43,0,31.53,120.74,0,0,94.76,0,0,23.45,0,325.28,62.71,5.49,126.1,0,62.91,0,0,0,0,0,0,0,0,0,0,0,0,0,16.17,0,0,30.25,46.81,0,13.32,2.23,0,0,30.04,0,9.77,0,0,43.88,245.84,94.01,0,0,3.08,22.23,0,5.35,11.48,0,17.68,0,0,98.11,0,0,0,0,0

59,14:30-14:45,40.92,13.37,0,32.71,53.38,8.15,45.41,19.28,40.62,8.31,23.23,0,0,169.43,0,35.82,120.74,0,0,94.76,0,0,23.45,0,325.28,36.96,5.49,126.1,0,62.91,0,0,0,0,0,0,0,0,0,0,0,0,0,16.17,0,0,30.25,46.81,0,13.32,2.23,0,0,30.04,0,9.77,0,0,43.88,245.84,94.01,0,0,3.08,25.37,0,5.35,11.48,0,17.68,0,0,98.11,0,0,0,0,0

60,14:45-15:00,40.92,16.78,0,32.71,53.38,8.15,45.41,19.19,40.62,8.31,23.23,0,0,169.43,0,35.82,120.74,0,0,94.76,0,0,23.45,0,325.28,36.96,5.49,126.1,0,62.91,0,0,0,0,0,0,0,0,0,0,0,0,0,16.17,0,0,30.25,46.81,0,13.32,2.23,0,0,30.04,0,9.77,0,0,43.88,245.84,94.01,0,0,3.08,25.37,0,5.35,11.48,0,17.68,0,0,98.11,0,0,0,0,0

61,15:00-15:15,40.92,16.78,0,32.71,53.38,53.15,45.41,18.43,40.62,8.31,23.23,0,0,169.43,0,40.11,120.74,0,0,94.76,0,0,23.45,0,325.28,36.96,5.49,126.1,0,62.91,0,0,0,0,0,0,0,0,0,0,0,0,0,18.76,0,0,30.51,46.81,0,15.53,2.23,0,0,30.04,0,9.77,0,0,43.88,245.84,94.01,0,0,3.08,21.02,0,5.35,11.48,0,17.68,0,0,98.11,0,0,0,0,0

62,15:15-15:30,40.92,16.78,0,32.71,53.38,82.07,45.41,21.55,40.62,8.31,23.23,0,0,169.43,0,40.11,120.74,0,0,94.76,0,0,23.45,0,325.28,36.96,5.49,126.1,0,62.91,0,0,0,0,0,0,0,0,0,0,0,0,0,18.76,0,0,30.51,46.81,0,15.53,2.23,0,0,30.04,0,9.77,0,0,43.88,245.84,94.01,0,0,3.08,21.02,0,5.35,11.48,0,17.68,0,0,98.11,0,0,0,0,0

63,15:30-15:45,40.92,18.59,0,32.71,53.38,120.62,45.41,20.92,40.62,8.31,23.23,0,0,169.43,0,48.72,120.74,0,3.39,94.76,0,0,23.45,0,325.28,36.96,5.49,126.1,0,62.91,0,0,0,0,0,0,0,0,0,0,0,0,0,21.49,0,0,36.48,46.81,0,17.85,2.23,0,0,30.04,0,9.77,0,0,43.88,245.84,94.01,0,0,3.08,20.86,0,5.35,11.48,0,17.68,0,0,98.11,0,0,0,0,0

64,15:45-16:00,40.92,18.76,0,32.71,53.38,149.53,45.41,19.46,40.62,8.31,23.23,0,0,169.43,0,48.72,120.74,0,6.79,94.76,0,0,23.45,0,325.28,36.96,5.49,126.1,0,62.91,0,0,0,0,0,0,0,0,0,0,0,0,0,21.49,0,0,36.48,46.81,0,18.24,2.23,0,0,30.04,0,9.77,0,0,43.88,245.84,94.01,0,0,3.08,20.88,0,5.35,11.48,0,17.68,0,0,98.11,0,0,0,0,0

65,16:00-16:15,40.92,18.76,0,32.71,53.38,72.43,45.41,17.26,40.62,8.31,23.23,0,0,169.43,0,48.72,120.74,0,10.84,94.76,0,0,23.45,0,325.28,36.96,5.49,126.1,0,62.91,0,0,0,0,0,0,0,0,0,0,0,0,0,26.02,0,0,42.03,46.81,0,20.46,2.23,0,0,30.04,0,9.77,0,0,43.88,296.47,94.01,0,0,3.08,20.74,0,5.35,9.5,0,17.68,0,0,98.11,0,0,0,0,0

66,16:15-16:30,40.92,18.76,0,32.71,53.38,60.38,45.41,19.87,40.62,8.31,23.23,0,0,169.43,0,40.11,120.74,0,10.84,94.76,0,0,23.45,0,325.28,36.96,5.49,126.1,0,62.91,0,0,0,0,0,0,0,0,0,0,0,0,0,26.02,0,0,42.03,46.81,0,20.46,2.23,0,0,30.04,0,9.77,0,0,43.88,335.03,94.01,0,0,3.08,20.74,0,5.35,9.5,0,17.68,0,0,98.11,0,0,0,0,0

67,16:30-16:45,40.92,18.76,0,32.71,53.38,8.15,45.41,18.02,40.62,8.31,23.23,0,0,169.43,0,50.15,120.74,0,10.84,94.76,0,0,23.45,0,325.28,53.75,5.49,126.1,0,62.91,0,0,0,0,0,0,0,0,0,0,0,0,0,26.02,0,0,42.03,46.81,0,20.46,2.23,0,0,30.04,0,9.77,0,0,43.88,325.76,94.01,0,0,3.08,20.61,0,5.35,9.5,0,17.68,0,0,98.11,0,0,0,0,0

68,16:45-17:00,40.92,18.76,0,32.71,53.38,8.15,45.41,16.04,40.62,8.31,23.23,0,0,169.43,0,50.15,120.74,0,10.84,94.76,0,0,23.45,0,325.28,53.75,5.49,126.1,0,62.91,0,0,0,0,0,0,0,0,0,0,0,0,0,26.02,0,0,42.03,46.81,0,20.46,2.23,0,0,30.04,0,9.77,0,0,43.88,325.76,94.01,0,0,3.08,20.61,0,5.35,9.5,0,17.68,0,0,98.11,0,0,0,0,0

69,17:00-17:15,40.92,18.76,0,32.71,53.38,8.15,45.41,24,40.62,8.31,23.23,0,0,169.43,0,50.15,120.74,0,10.84,94.76,0,0,23.45,0,325.28,64.95,5.49,126.1,0,62.91,0,0,0,0,0,0,0,0,0,0,0,0,0,26.02,16.12,0,42.03,46.81,0,20.46,2.23,0,0,30.04,0,9.77,0,0,43.88,325.76,94.01,0,0,3.08,19.84,0,5.35,9.5,0,17.68,0,0,98.11,0,0,0,0,0

70,17:15-17:30,40.92,18.76,0,32.71,53.38,8.15,45.41,22.71,40.62,8.31,23.23,0,0,169.43,0,50.15,120.74,0,10.84,94.76,0,0,23.45,0,325.28,64.95,5.49,126.1,0,62.91,0,0,0,0,0,0,0,0,0,0,0,0,0,26.02,32.26,0,42.03,46.81,0,20.46,2.23,0,0,30.04,0,9.77,0,0,43.88,325.76,94.01,0,0,3.08,19.84,0,5.35,9.5,0,17.68,0,0,98.11,0,0,0,0,0

71,17:30-17:45,40.92,18.76,0,32.71,53.38,8.15,45.41,19.44,40.62,8.31,23.23,0,0,169.43,0,54.45,120.74,0,10.84,94.76,0,0,23.45,0,325.28,53.75,5.49,126.1,0,62.91,0,0,0,0,0,0,0,0,0,0,0,0,0,26.02,48.37,0,42.03,46.81,0,20.46,2.23,0,0,30.04,0,9.77,0,0,43.88,325.76,94.01,0,0,3.08,19.84,0,5.35,9.5,0,17.68,0,0,98.11,0,0,0,0,0

72,17:45-18:00,40.92,18.76,0,32.71,53.38,8.15,45.41,22.01,40.62,8.31,23.23,0,0,169.43,0,54.45,120.74,0,10.84,94.76,0,0,23.45,0,325.28,53.75,5.49,126.1,0,62.91,0,0,0,0,0,0,0,0,0,0,0,0,0,26.02,64.5,0,42.03,46.81,0,20.46,2.23,0,0,30.04,0,9.77,0,0,43.88,325.76,94.01,0,0,3.08,19.84,0,5.35,9.5,0,17.68,0,0,98.11,0,0,0,0,0

73,18:00-18:15,40.92,18.76,0,32.71,53.38,45.44,45.41,21.9,40.62,8.31,23.23,0,0,169.43,0,55.88,120.74,0,24.42,94.76,0,0,23.45,0,325.28,53.75,5.49,126.1,0,62.91,0,0,0,0,0,0,0,0,0,0,0,0,0,26.02,65.99,0,42.03,46.81,0,20.46,1.71,0,0,30.04,0,9.77,0,0,43.88,336.37,94.01,0,0,6.71,19.84,0,5.35,9.5,0,17.68,0,0,98.11,0,0,0,0,0

74,18:15-18:30,40.92,18.76,0,32.71,53.38,84.96,45.41,18.1,40.62,8.31,23.23,0,0,169.43,0,55.88,120.74,0,24.42,94.76,0,0,23.45,0,325.28,53.75,5.49,126.1,0,62.91,0,0,0,0,0,0,0,0,0,0,0,0,0,26.02,65.99,0,42.03,46.81,0,20.46,1.71,0,0,30.04,0,9.77,0,0,43.88,297.81,94.01,0,0,6.71,19.56,0,5.35,9.5,0,17.68,0,0,98.11,0,0,0,0,0

75,18:30-18:45,40.92,18.76,0,32.71,53.38,88.97,45.41,19.08,40.62,8.31,23.23,0,0,169.43,0,55.88,120.74,0,24.42,94.76,0,0,23.45,0,331.1,53.75,5.49,126.1,0,62.91,0,0,0,0,0,0,0,0,0,0,0,0,0,26.02,65.99,0,42.03,47.35,0,20.46,1.71,0,0,30.04,0,9.77,0,0,43.88,360.23,94.01,0,0,6.71,19.56,0,5.35,9.5,0,17.68,0,0,98.11,0,0,0,0,0

76,18:45-19:00,40.92,18.76,0,32.71,53.38,88.97,45.41,18.38,40.62,8.31,23.23,0,0,169.43,0,55.88,120.74,0,24.42,94.76,0,0,23.45,0,332.88,53.75,5.49,126.1,0,62.91,0,0,0,0,0,0,0,0,0,0,0,0,0,26.02,65.99,0,42.03,47.35,0,20.46,1.71,0,0,30.04,0,19.56,0,0,43.88,440.57,94.01,0,0,6.71,19.18,0,5.35,9.5,0,17.68,0,0,98.11,0,0,0,0,0

77,19:00-19:15,40.92,18.76,0,32.71,53.38,144.17,45.41,18.95,40.62,8.31,23.23,0,0,169.43,0,55.88,120.74,0,24.42,94.76,0,0,23.45,0,332.88,53.75,5.49,126.1,0,62.91,0,0,0,0,0,0,0,0,0,0,0,0,0,26.69,65.99,0,43.37,47.35,0,20.87,3.1,0,85.38,30.04,0,29.33,0,0,43.88,353.52,94.01,0,0,6.71,18.99,0,5.35,9.5,0,17.68,0,0,98.11,0,0,0,0,0

78,19:15-19:30,43.19,18.76,0,34.4,55.58,283.72,47.79,20.76,40.74,8.31,23.23,0,0,171.02,0,55.88,120.74,0,27.13,94.76,0,0,23.45,0,332.88,53.75,5.63,126.1,0,62.91,0,0,0,0,0,0,0,0,0,0,0,0,0,26.69,67.18,0,43.37,47.35,0,20.87,3.1,0,85.38,30.04,0,42.37,0,0,43.88,456.75,94.01,0,0,6.92,18.99,0,5.35,9.5,0,18.78,0,0,98.11,0,0,0,0,0

79,19:30-19:45,43.19,18.76,0,34.4,55.58,361.7,47.79,21.43,40.74,8.31,23.23,0,0,171.02,0,0,120.74,0,27.13,94.76,0,0,23.45,0,332.88,49.28,5.63,126.1,0,62.91,0,0,0,0,0,0,0,0,0,0,0,0,0,26.69,67.48,0,43.37,47.35,0,20.87,3.1,0,170.77,30.04,0,42.37,0,0,43.88,443.37,94.01,0,0,6.92,18.99,0,5.35,9.5,0,18.78,0,0,95.18,0,0,0,0,0

80,19:45-20:00,43.19,18.76,0,34.4,55.58,390.62,47.79,23.91,40.74,8.31,23.23,0,0,171.02,0,0,120.74,0,27.13,94.76,0,0,23.45,0,332.88,49.28,5.63,126.1,0,62.91,0,0,0,0,0,0,0,0,0,0,0,0,0,26.69,67.48,0,43.37,47.35,0,20.87,3.1,0,170.77,30.04,0,42.37,0,0,43.88,432.66,94.01,0,0,6.92,18.99,0,5.35,9.5,0,18.78,0,0,95.18,0,0,0,0,0

81,20:00-20:15,43.19,18.76,0,34.4,55.58,438.81,47.79,23.53,40.74,8.31,23.23,0,0,171.02,0,0,120.74,0,27.13,94.76,0,0,23.45,0,332.88,49.28,5.63,126.1,0,62.91,0,0,0,0,0,24.1,19.28,0,0,11.67,0,0,0,26.69,67.48,0,43.37,47.35,0,20.87,3.1,0,170.77,30.04,0,42.37,0,0,43.88,437.65,94.01,0,0,6.92,18.99,0,5.35,9.5,0,18.78,0,0,87.73,0,0,0,0,0

82,20:15-20:30,43.19,18.76,0,34.4,55.58,487,47.79,22.24,40.74,8.31,23.23,0,0,171.02,0,0,120.74,0,27.13,94.76,0,0,23.45,0,332.88,49.28,5.63,126.1,0,62.91,0,0,0,0,0,24.1,19.28,0,0,11.67,0,0,0,26.69,67.48,0,43.37,47.35,0,20.87,3.1,0,170.77,30.04,0,42.37,0,0,43.88,437.65,94.01,0,0,6.92,18.99,0,5.35,9.5,0,18.78,0,0,87.73,0,0,0,0,0

83,20:30-20:45,43.19,18.76,0,34.4,55.58,528.21,47.79,22.88,40.74,8.31,23.23,0,0,171.02,0,0,120.74,0,27.13,94.76,0,0,23.45,0,332.88,49.28,5.63,126.1,0,62.91,0,0,0,0,0,24.1,19.28,0,0,11.67,0,0,0,26.69,67.48,0,43.37,47.35,0,20.87,3.1,0,170.77,30.04,0,42.37,0,0,43.88,437.65,94.01,0,0,6.92,18.99,0,5.35,9.5,0,18.78,0,0,87.73,0,0,0,0,0

84,20:45-21:00,43.19,18.76,0,34.4,55.58,528.6,47.79,21.88,40.74,8.31,23.23,0,0,171.02,0,0,120.74,0,27.13,94.76,0,0,23.45,0,332.88,49.28,5.63,126.1,0,62.91,0,0,0,0,0,24.1,19.28,0,0,11.67,0,0,0,26.69,67.48,0,43.37,47.35,0,20.87,3.1,0,170.77,30.04,0,42.37,0,0,43.88,437.65,94.01,0,0,6.92,18.99,0,5.35,9.5,0,18.78,0,0,87.73,0,0,0,0,0

85,21:00-21:15,43.19,18.76,0,34.4,55.58,528.6,47.79,22.3,40.74,8.31,23.23,0,0,171.02,0,0,120.74,0,27.13,94.76,0,0,23.45,0,332.88,49.28,5.63,126.1,0,62.91,0,0,0,0,0,24.1,19.28,0,0,11.83,0,0,0,26.69,67.48,0,43.37,47.35,0,20.87,3.1,0,170.77,30.04,0,42.37,0,0,43.88,437.65,94.01,0,0,6.92,18.99,0,5.35,9.5,0,18.78,0,0,87.73,0,0,0,0,0

86,21:15-21:30,40.92,18.76,0,32.71,53.38,528.6,45.41,23.83,40.62,8.31,23.23,0,0,169.43,0,0,120.74,0,23.74,94.76,0,0,23.45,0,332.88,49.28,5.49,126.1,0,62.91,0,0,0,0,0,24.1,19.28,0,0,11.83,0,0,0,26.69,67.48,0,43.37,47.35,0,20.87,3.1,0,170.77,30.04,0,39.1,0,0,43.88,437.65,94.01,0,0,6.72,19.4,0,5.35,9.5,0,17.68,0,0,87.73,0,0,0,0,0

87,21:30-21:45,40.92,18.76,0,32.71,53.38,528.6,45.41,17.47,40.62,8.31,23.23,0,0,169.43,0,0,120.74,0,23.74,94.76,0,0,23.45,0,332.88,44.8,5.49,126.1,0,62.91,0,0,0,0,0,24.1,19.28,0,0,11.83,0,0,0,26.69,67.48,0,43.37,47.35,0,20.87,3.1,0,170.77,30.04,0,39.1,0,0,43.88,437.65,94.01,0,0,6.72,19.4,0,5.35,9.5,0,17.68,0,0,87.73,0,0,0,0,0

88,21:45-22:00,43.19,18.76,0,34.4,55.58,528.6,47.79,18.38,40.74,8.31,23.23,0,0,171.02,0,0,120.74,0,27.13,94.76,0,0,23.45,0,332.88,44.8,5.63,126.1,0,62.91,0,0,0,0,0,24.1,19.28,0,0,11.83,0,0,0,26.69,67.48,0,43.37,47.35,0,20.87,3.1,0,170.77,30.04,0,43.02,0,0,43.88,437.65,94.01,0,0,6.92,19.4,0,5.35,9.5,0,18.78,0,0,87.73,0,0,0,0,0

89,22:00-22:15,43.19,18.76,0,34.4,55.58,528.6,47.79,18.57,40.74,8.31,23.23,0,0,171.02,0,0,120.74,0,27.13,94.76,0,0,23.45,0,332.88,44.8,5.63,126.1,0,62.91,0,0,0,0,0,24.1,19.28,0,0,12.3,0,0,0,26.69,67.48,0,43.37,47.35,0,20.87,3.1,0,170.77,30.04,0,43.02,0,0,43.88,432.66,94.01,0,0,6.92,19.4,0,5.35,9.5,0,18.78,0,0,87.73,0,0,0,0,0

90,22:15-22:30,43.19,18.76,0,34.4,55.58,528.6,47.79,19.94,40.74,8.31,23.23,0,0,171.02,0,0,120.74,0,27.13,94.76,0,0,23.45,0,332.88,44.8,5.63,126.1,0,62.91,0,0,0,0,0,24.1,19.28,0,0,12.3,0,0,0,26.69,67.48,0,43.37,47.35,0,20.87,3.1,0,170.77,30.04,0,43.02,0,0,43.88,432.66,94.01,0,0,6.92,19.4,0,5.35,9.5,0,18.78,0,0,87.73,0,0,0,0,0

91,22:30-22:45,43.19,18.76,0,34.4,55.58,528.6,47.79,17.91,40.74,8.31,23.23,0,0,171.02,0,0,120.74,0,27.13,94.76,0,0,23.45,0,332.88,44.8,5.63,126.1,0,62.91,0,0,0,0,0,24.1,19.28,0,0,12.3,0,0,0,26.69,67.48,0,43.37,47.35,0,20.87,3.1,0,170.77,30.04,0,43.02,0,0,43.88,437.65,94.01,0,0,6.92,19.97,0,5.35,9.5,0,18.78,0,0,87.73,0,0,0,0,0

92,22:45-23:00,40.92,18.76,0,32.71,53.38,528.6,45.41,20.33,40.62,8.31,23.23,0,0,169.43,0,0,120.74,0,23.74,94.76,0,0,23.45,0,332.88,44.8,5.49,126.1,0,62.91,0,0,0,0,0,24.1,19.28,0,0,12.3,0,0,0,26.69,64.8,0,43.37,47.35,0,20.87,3.1,0,170.77,30.04,0,39.1,0,0,43.88,437.65,94.01,0,0,3.08,19.97,0,5.35,9.5,0,17.68,0,0,87.73,0,0,0,0,0

93,23:00-23:15,40.92,17.69,0,32.71,53.38,528.6,45.41,18.5,40.62,8.31,23.23,0,0,169.43,0,0,120.74,0,23.74,94.76,0,0,23.45,0,332.88,44.8,5.49,126.1,0,62.91,0,0,0,0,0,24.1,19.28,0,0,12.61,0,0,0,26.69,64.8,0,43.37,47.35,0,20.87,3.1,0,170.77,30.04,0,39.1,0,0,43.88,439.64,94.01,0,0,3.08,20.11,0,5.35,9.5,0,17.68,0,0,87.73,0,0,0,0,0

94,23:15-23:30,40.92,17.69,0,32.71,53.38,528.6,45.41,17.46,40.62,8.31,23.23,0,0,169.43,0,0,120.74,0,23.74,94.76,0,0,23.45,0,332.88,44.8,5.49,126.1,0,62.91,0,0,0,0,0,24.1,19.28,0,0,12.61,0,0,0,26.69,64.8,0,43.37,47.35,0,20.87,3.1,0,170.77,30.04,0,39.1,0,0,43.88,482.39,94.01,0,0,3.08,20.11,0,5.35,9.5,0,17.68,0,0,87.73,0,0,0,0,0

95,23:30-23:45,40.92,17.69,0,32.71,53.38,528.6,45.41,15.97,40.62,8.31,23.23,0,0,169.43,0,0,120.74,0,23.74,94.76,0,0,23.45,0,332.88,44.8,5.49,126.1,0,62.91,0,0,0,0,0,24.1,19.28,0,0,12.61,0,0,0,26.69,64.8,0,43.37,47.35,0,20.87,3.1,0,170.77,30.04,0,39.1,0,0,43.88,457.62,94.01,0,0,3.08,20.54,0,5.35,9.5,0,17.68,0,0,87.73,0,0,0,0,0

96,23:45-24:00,40.92,17.69,0,32.71,53.38,529.11,45.41,14.59,40.62,8.31,23.23,0,0,169.43,0,0,120.74,0,23.74,94.76,0,0,23.45,0,332.88,44.8,5.49,126.1,0,62.91,0,0,0,0,0,24.1,19.28,0,0,12.61,0,0,0,26.69,64.8,0,43.37,47.35,0,20.87,3.1,0,85.38,30.04,0,39.1,0,0,43.88,457.62,94.01,0,0,3.08,20.54,0,5.35,9.5,0,17.68,0,0,87.73,0,0,0,0,0

