Block,Time,NR/01102023/06022042/L_NR_2012_02,NR/01102023/06022042/L_NR_2012_07,NR/01042024/31072024/LT_MEJA_DELHI,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/16072048/L_NR_2022_08,NR/01102023/25072045/L_NR_2021_15,NR/01102023/14082046/L_NR_2021_16,NR/01102023/08032047/L_NR_2021_14,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/30042040/GNA_LT_35,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_17,NR/01102023/05012040/L_NR_2020_02,NR/01102023/15082037/GNA_NR_2012_01,NR/30092023/26122029/SH-06,NR/16042024/31052024/IEX_240323_06618,SR/01102023/07102043/L_NR_2018_61,NR/01102023/31052040/LT-31,NR/01102023/27052033/DIAPL(L_NR_2023_04),WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/L_NR_2019_05,L_NR_2019_19,WR/01102023/31032046/L_NR_2020_05,NR/01102023/22052037/LT-59,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/30092023/31122025/SH-07,NR/01042024/30042024/PTC/OA/32001,NR/16042024/30042024/IEX_240323_06617,NR/01102023/02012046/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,NR/01102023/30042040/GNA_LT_36,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/22102023/11042047/L_NR_2021_16,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/26072023/31072042/L_NR_2023_07,WR/01102023/01102023/L_NR_2022_09,NR/01102023/13082046/L_NR_2021_12,NR/01102023/19072037/LT-05,NR/04042024/30042024/SJVN040424NR1694,WR/01102023/30052048/L_NR_2022_10,NR/01102023/23072042/L_NR_2012_04,NR/01102023/31102037/L_NR_2019_11
26,06:15-06:30,262.570000,87.230000,16.130000,2,14.66,1,0,3.79,0.000000,0.040000,1,0,3.390000,100.750000,30.950000,48.360000,6.01,0.040000,27.760000,19.33,7.55,9.16218,58,4.040000,10.520000,30.950000,48.360000,9.670000,0,1.3,0.040000,19.34,10.51,0,253.380000,1,47.33,6.5,115.620000,0,47.33,0.000000,4.080000

27,06:30-06:45,262.570000,87.230000,16.130000,5,14,2,0,6.53,0.000000,0.270000,1,0,3.390000,100.750000,30.950000,48.360000,6.01,0.270000,27.760000,19,12.61,14.415813,57,4.040000,10.520000,30.950000,48.360000,9.670000,0,2.13,0.280000,19,22.25,1,253.380000,4,46.67,10.68,115.620000,0,46.67,0.000000,4.080000

28,06:45-07:00,262.570000,87.230000,16.130000,9,14,3,0,9.75,0.000000,0.720000,3,1,3.390000,100.750000,30.950000,48.360000,6.01,0.720000,27.240000,18.67,20.64,20.975544,56,4.040000,10.520000,30.950000,48.360000,9.670000,0,3.29,0.740000,18.66,33,3,253.380000,7,46,16.46,115.620000,0,46,0.000000,4.080000

29,07:00-07:15,238.740000,63.420000,16.130000,18,14,5.5,0,11.67,0.000000,1.260000,7,3,3.390000,100.750000,30.950000,48.360000,6.01,1.260000,27.240000,18.33,31.22,29.260494,55,3.970000,10.440000,30.950000,48.360000,9.670000,0,5.67,1.290000,18.34,31.48,7,253.380000,18,45.33,28.38,115.620000,0,45.33,0.000000,4.000000

30,07:15-07:30,201.990000,44.400000,12.320000,27.49,14,9,0,15,0.000000,2.020000,10,7,3.390000,100.750000,30.950000,48.360000,6.01,2.020000,26.740000,18,27.48,38.841795,54,3.970000,10.440000,30.950000,48.360000,9.670000,0,8.28,2.070000,18,27.48,13,253.380000,25,44.67,41.43,107.090000,0,44.67,0.000000,4.000000

31,07:30-07:45,201.990000,44.400000,12.320000,29.81,13,14.8,0,20,0.000000,3.110000,15,8,3.390000,100.750000,30.950000,48.360000,6.01,3.110000,26.740000,17.33,29.82,49.670712,52,3.970000,10.440000,30.950000,48.360000,9.670000,0,11.22,3.200000,17.34,29.82,17,253.380000,35,42.67,56.11,98.560000,0,42.67,0.000000,3.850000

32,07:45:08:00,201.990000,33.850000,12.320000,30,12.66,18.61,0,24.19,0.000000,4.050000,22,12,3.390000,100.750000,30.950000,48.360000,6.01,4.050000,26.240000,16.83,30,59.866074,50.5,3.970000,10.440000,30.950000,48.360000,9.670000,0,14.08,4.140000,16.84,30,23,253.380000,53,40,70.43,90.030000,0,40,0.000000,3.850000

33,08:00-08:15,201.990000,33.850000,12.320000,30,12.34,22.14,0,32.21,0.000000,5.290000,28,17,3.390000,100.750000,30.950000,48.360000,6.01,5.290000,26.240000,19.33,30,69.154965,58,3.970000,10.340000,30.950000,48.360000,9.670000,0,17.77,5.420000,19.34,30,33,253.380000,67,41.33,88.85,81.500000,0,41.33,0.000000,3.850000

34,08:15-08:30,201.990000,33.850000,12.320000,30.66,11.66,25.57,0,40.36,0.000000,6.440000,36,20,3.390000,100.750000,30.950000,48.360000,6.01,6.440000,26.740000,18.83,30.67,77.605614,56.5,3.970000,10.340000,30.950000,48.360000,9.670000,0,21.32,6.600000,18.84,30.67,41,253.380000,84,39.33,106.61,72.970000,0,39.33,0.000000,3.850000

35,08:30-08:45,201.990000,33.850000,12.320000,31.66,11.34,29.13,0,48.05,0.000000,7.620000,42,25,3.390000,100.750000,25.500000,48.360000,6.01,7.620000,26.740000,17.5,31.67,85.627395,52.5,3.970000,10.340000,25.500000,48.360000,9.670000,0,25.08,7.810000,17.5,31.67,50,253.380000,98,36.67,125.43,70.500000,0,36.67,0.000000,3.850000

36,08:45:09:00,201.990000,33.850000,12.320000,31.66,10,31.99,0,55.38,0.000000,8.720000,48,29,3.390000,71.570000,25.500000,48.360000,6.01,8.720000,26.740000,16.17,31.67,93.113091,48.5,3.970000,10.340000,25.500000,48.360000,9.670000,0,28.53,8.940000,16.16,31.67,57,253.380000,112,35.67,142.67,70.500000,0,35.67,0.000000,3.850000

37,09:00:09:15,201.990000,33.850000,12.320000,31.66,8.34,34.62,0,62.28,0.000000,9.840000,54,29,3.390000,71.570000,25.500000,48.360000,6.01,9.840000,27.240000,15.83,31.67,102.031596,47.5,3.890000,10.250000,25.500000,48.360000,9.670000,0,31.73,10.080000,15.84,31.67,59,253.380000,126,34,158.68,70.500000,0,34,0.000000,0.000000

38,09:15-09:30,201.990000,33.850000,12.320000,31.66,7.34,37.21,0,68.72,0.000000,10.900000,60,33,3.390000,71.570000,25.500000,48.360000,6.01,10.900000,27.240000,15.67,31.67,106.934337,47,3.890000,10.250000,25.500000,48.360000,9.670000,0,34.83,11.170000,15.66,31.67,65,253.380000,140,32,174.16,70.500000,0,32,0.000000,0.000000

39,09:30-09:45,201.990000,33.850000,12.320000,31.66,7.34,39.34,0,74.7,0.000000,11.730000,64,36,3.390000,90.910000,25.500000,48.360000,6.01,11.730000,27.760000,15.67,31.67,111.544668,47,3.500000,10.250000,25.500000,48.360000,9.670000,0,37.86,12.010000,15.66,31.67,72,253.380000,151,27.67,189.33,70.500000,0,27.67,0.000000,0.000000

40,09:45-10:00,201.990000,33.850000,12.320000,31.56,7.34,41.54,0,80.01,0.000000,12.570000,69,39,3.390000,85.100000,25.500000,48.360000,6.01,12.570000,27.760000,15.5,31.57,115.004853,46.5,2.730000,10.250000,25.500000,48.360000,9.670000,0,40.75,12.870000,15.5,31.57,77,253.380000,161,27.33,203.78,70.500000,0,27.33,0.000000,0.000000

41,10:00-10:15,112.180000,33.850000,12.320000,31.56,8.34,43.46,0,84.62,0.000000,13.270000,73,41,3.440000,53.190000,25.500000,48.360000,6.01,13.270000,27.760000,14.5,31.57,117.763254,43.5,1.560000,10.150000,25.500000,48.360000,9.670000,0,43.17,13.610000,14.5,31.57,83,253.380000,172,26.33,215.88,70.500000,0,26.33,0.000000,0.000000

42,10:15-10:30,112.180000,33.850000,12.320000,31.56,8.34,45.3,0,88.8,0.000000,13.900000,78,44,3.440000,53.190000,25.500000,48.360000,6.01,13.900000,27.760000,14.17,31.57,121.35015,42.5,2.730000,10.150000,25.500000,48.360000,9.670000,0,44.9,14.250000,14.16,31.57,89,253.380000,182,25.67,224.51,70.500000,0,25.67,0.000000,0.000000

43,10:30-10:45,112.180000,33.850000,12.320000,31.56,8.34,47,0,91.13,0.000000,14.520000,81,46,3.440000,53.190000,25.500000,48.360000,6.01,14.520000,27.760000,13.83,31.57,127.568736,41.5,3.110000,10.150000,25.500000,48.360000,9.670000,0,45.83,14.880000,13.84,31.57,91,253.380000,189,24.33,229.17,70.500000,0,24.33,0.000000,0.000000

44,10:45-11:00,112.180000,33.850000,12.320000,31.56,8.34,47,0,91.96,0.000000,14.920000,82,47,3.440000,53.190000,25.500000,48.360000,6.01,14.920000,27.760000,13.5,31.57,129.303702,40.5,3.890000,10.150000,25.500000,48.360000,9.670000,0,45.83,15.290000,13.5,31.57,93,253.380000,191,23.33,229.17,70.500000,0,23.33,0.000000,0.000000

45,11:00-11:15,112.180000,33.850000,12.320000,31.56,18.34,47,0,92.08,0.000000,15.280000,82,47,3.440000,53.190000,25.500000,48.360000,6.01,15.280000,27.760000,13,31.57,129.917763,39,4.040000,10.150000,25.500000,48.360000,9.670000,0,45.83,15.660000,13,31.57,94,253.380000,193,22.33,229.17,70.500000,0,22.33,0.000000,0.000000

46,11:15-11:30,112.180000,33.850000,12.320000,31.4,18,47,0,92.04,0.000000,15.280000,82,47,3.440000,53.190000,25.500000,48.360000,6.01,15.280000,27.760000,12.5,31.4,129.420666,37.5,4.040000,10.150000,25.500000,48.360000,9.670000,0,45.83,15.660000,12.5,31.4,94,253.380000,193,21,229.17,70.500000,0,21,0.000000,0.000000

47,11:30-11:45,112.180000,33.850000,12.320000,31.4,17.66,47,0,92.12,0.000000,15.280000,82,47,3.440000,53.190000,25.500000,48.360000,6.01,15.280000,27.760000,18.33,31.4,129.079521,55,4.040000,10.150000,25.500000,48.360000,9.670000,0,45.83,15.660000,18.34,31.4,94,253.380000,193,30,229.17,70.500000,0,30,0.000000,0.000000

48,11:45-12:00,131.530000,33.850000,12.320000,31.4,17.34,47,0,92.3,0.000000,15.280000,82,47,3.440000,53.190000,25.500000,48.360000,6.01,15.280000,27.760000,17.5,31.4,128.679894,52.5,4.040000,10.150000,25.500000,48.360000,9.670000,0,45.83,15.660000,17.5,31.4,94,253.380000,193,29.33,229.17,70.500000,0,29.33,0.000000,0.000000

49,12:00-12:15,141.200000,33.850000,12.320000,31.4,16.66,47,0,92.4,0.000000,15.280000,82,47,3.530000,53.190000,25.500000,48.360000,6.01,15.280000,29.260000,16.67,31.4,117.285651,50,4.040000,10.150000,25.500000,48.360000,9.670000,0,45.83,15.660000,16.66,31.4,94,253.380000,193,28.67,229.17,70.500000,0,28.67,0.000000,0.000000

50,12:15-12:30,141.200000,33.850000,12.320000,31.4,16.66,47,0,92.36,0.000000,15.280000,82,47,3.530000,53.190000,25.500000,48.360000,6.52,15.280000,29.260000,15.83,31.4,116.788554,47.5,4.040000,10.150000,25.500000,48.360000,9.670000,0,45.83,15.660000,15.84,31.4,94,253.380000,193,28,229.17,70.500000,0,28,0.000000,0.000000

51,12:30-12:45,168.230000,33.850000,12.320000,31.4,16.66,47,0,92.31,0.000000,15.280000,82,47,3.530000,53.190000,25.500000,48.360000,7.7,15.280000,29.260000,15,31.4,115.375239,45,4.040000,10.150000,25.500000,48.360000,9.670000,0,45.83,15.660000,15,31.4,94,253.380000,193,27.33,229.17,70.500000,0,27.33,0.000000,0.000000

52,12:45-13:00,168.230000,33.850000,12.320000,31.4,16.66,47,0,92.25,0.000000,15.280000,82,47,3.530000,53.190000,25.500000,48.360000,8.54,15.280000,29.260000,14.17,31.4,113.035959,42.5,4.040000,10.150000,25.500000,48.360000,9.670000,0,45.83,15.660000,14.16,31.4,94,253.380000,193,26.33,229.17,70.500000,0,26.33,0.000000,0.000000

53,13:00-13:15,141.200000,33.850000,12.320000,31.4,14.34,47,0,92.15,0.000000,15.280000,82,47,3.530000,53.190000,25.500000,48.360000,8.61,15.280000,29.260000,13.33,31.4,111.252258,40,4.040000,10.150000,25.500000,48.360000,9.670000,0,46.29,15.660000,13.34,31.4,94,212.760000,193,25,231.46,70.500000,0,25,0.000000,0.000000

54,13:15-13:30,112.180000,33.850000,12.320000,31.24,14.34,47,0,92.15,0.000000,15.280000,82,47,3.530000,53.190000,25.500000,48.360000,9.01,15.280000,29.260000,12.5,31.23,108.77652,37.5,4.040000,10.150000,25.500000,48.360000,9.670000,0,46.29,15.660000,12.5,31.23,94,212.760000,193,23.33,231.46,70.500000,0,23.33,0.000000,0.000000

55,13:30-13:45,112.180000,33.850000,12.320000,31.24,14.66,47,0,92.05,0.000000,15.280000,82,47,3.530000,53.190000,25.500000,48.360000,8.81,15.280000,29.260000,11.67,31.23,66.045672,35,4.040000,10.150000,25.500000,48.360000,9.670000,0,46.29,15.660000,11.66,31.23,94,212.760000,193,25,231.46,70.500000,0,25,0.000000,0.000000

56,13:45-14:00,160.540000,33.850000,16.130000,31.4,12,47,0,92.1,0.000000,15.050000,82,47,3.530000,53.190000,25.500000,48.360000,9.01,15.050000,29.260000,10.83,31.4,66.688974,32.5,4.040000,10.150000,25.500000,48.360000,9.670000,0,46.29,15.420000,10.84,31.4,94,253.380000,193,25,231.46,70.500000,0,25,0.000000,0.000000

57,14:00-14:15,208.890000,33.850000,16.130000,31.4,12,47,0,91.95,0.000000,14.800000,82,47,3.530000,90.910000,25.500000,48.360000,9.61,14.800000,29.270000,10,31.4,67.215312,30,4.200000,10.250000,25.500000,48.360000,9.670000,0,46.29,15.170000,10,31.4,93,253.380000,191,25,231.46,70.500000,0,25,0.000000,0.000000

58,14:15-14:30,257.250000,76.680000,16.130000,31.4,12.34,46.9,0,91.59,0.000000,14.320000,81,46,3.530000,100.750000,25.500000,48.360000,10.41,14.320000,29.270000,10,31.4,67.293288,30,4.200000,10.250000,25.500000,48.360000,9.670000,0,46.29,14.680000,10,31.4,93,253.380000,189,25,231.46,70.500000,0,25,0.000000,0.000000

59,14:30-14:45,262.570000,87.230000,16.130000,31.4,12.66,46,0,90.9,0.000000,13.490000,79,46,3.530000,100.750000,25.500000,48.360000,12.01,13.490000,29.270000,10,31.4,66.201624,30,4.200000,10.250000,25.500000,48.360000,9.670000,0,46.29,13.830000,10,31.4,92,253.380000,186,22.33,231.46,94.770000,0,22.33,0.000000,0.000000

60,14:45-15:00,262.570000,87.230000,16.130000,31.4,12.66,44.48,0,89.01,0.000000,12.900000,76,45,3.530000,100.750000,25.500000,48.360000,14,12.900000,29.270000,10.17,31.4,64.193742,30.5,4.200000,10.250000,25.500000,48.360000,9.670000,0,45.39,13.220000,10.16,31.4,89,253.380000,179,23.33,226.97,115.620000,0,23.33,0.000000,0.000000

61,15:00-15:15,262.570000,87.230000,16.130000,31.4,10,42.56,0,85.21,0.000000,12.420000,73,42,3.670000,100.750000,25.500000,48.360000,15.4,12.420000,29.270000,10.67,31.4,61.99092,32,4.200000,10.340000,25.500000,48.360000,9.670000,0,43.06,12.720000,10.66,31.4,84,253.380000,172,21.33,215.28,115.620000,0,21.33,0.000000,0.000000

62,15:15-15:30,262.570000,87.230000,16.130000,31.5,10.66,39.94,0,80.21,0.000000,11.780000,69,39,3.670000,100.750000,25.500000,48.360000,16.6,11.780000,29.780000,11.17,31.5,57.517047,33.5,4.200000,10.340000,25.500000,48.360000,9.670000,0,40.08,12.080000,11.16,31.5,77,253.380000,161,21.67,200.43,115.620000,0,21.67,0.000000,0.000000

63,15:30-15:45,262.570000,87.230000,16.130000,31.5,9,37.6,0,74.82,0.000000,11.060000,64,37,3.670000,100.750000,25.500000,48.360000,12.01,11.060000,29.780000,10.67,31.5,52.867728,32,4.200000,10.340000,25.500000,48.360000,9.670000,0,37.74,11.340000,10.66,31.5,73,253.380000,151,22.67,188.73,115.620000,0,22.67,0.000000,0.000000

64,15:45-16:00,262.570000,87.230000,16.130000,31.5,9.34,34.92,0,69.15,0.000000,9.980000,58,34,3.670000,100.750000,25.500000,48.360000,12.01,9.980000,29.780000,11,31.5,47.185227,33,4.200000,10.340000,25.500000,48.360000,9.670000,0,35.02,10.230000,11,31.5,68,253.380000,137,24,175.08,115.620000,0,24,0.000000,0.000000

65,16:00-16:15,262.570000,87.230000,16.130000,31.66,10,31.86,0,63.23,0.000000,8.820000,52,30,3.810000,100.750000,25.500000,48.360000,12.01,8.820000,29.780000,11.83,31.67,40.625496,35.5,4.350000,10.440000,25.500000,48.360000,9.670000,0,31.78,9.050000,11.84,31.67,60,253.380000,123,24.67,158.89,115.620000,0,24.67,0.000000,0.000000

66,16:15-16:30,262.570000,87.230000,16.130000,32,11,28.67,0,57.01,0.000000,8.060000,46,27,3.810000,100.750000,25.500000,48.360000,12.01,8.060000,29.780000,12.67,32,34.397163,38,4.350000,10.440000,25.500000,48.360000,9.670000,0,28.67,8.260000,12.66,32,53,253.380000,109,25.33,143.35,115.620000,0,25.33,0.000000,0.000000

67,16:30-16:45,262.570000,87.230000,16.130000,32,12,25.15,0,50.49,0.000000,6.960000,39,23,3.810000,100.750000,23.750000,48.360000,12.01,6.960000,30.280000,13.67,32,32.087124,41,4.350000,10.440000,23.750000,48.360000,9.670000,0,27.56,7.130000,13.66,32,47,253.380000,91,26,137.83,115.620000,0,26,0.000000,0.000000

