Block,Time,BRBCL,DHAULIGNGA,KHSTPP-I,RAMPUR,RIHAND2,TALA,TALST2,TANAKPUR,ANTA_GF,ANTA_LF,FSTPP I & II,JHAJJAR,KOLDAM,KOTESHWR,NLCTS2EXP,NTPL,SINGRAULI,UNCHAHAR1,ANTA_CRF,ANTA_RF,AURY_LF,AURY_RF,CHAMERA3,DADRT2,PARBATI3,RIHAND3,TANDA2,UNCHAHAR2,UNCHAHAR4,URI,CHAMERA2,KHSTPP-II,KKNP,NLCIIST2,SEWA2,SIMHST1,SIMHST2,UNCHAHAR3,DULHASTI,KGSU1AND2,KUDGI,NAPP,NJPC,RAPPB,RIHAND1,SALAL,VALLURNTECL,AURY_GF,CHAMERA1,KGSU3AND4,KISHANGANGA,RSTPSU7,URI2,DADRI_RF,BSIUL,KKNPPU2,MAPS,NLCEXP,NNTPP,RAPPC,SASAN,TEHRI,TelanganaSTPP,DADRI_CRF,DADRI_GF,DADRI_LF,NLCIIST1,RSTPSU1TO6,SINGRAULI_HYDRO,AURY_CRF
60,14:45-15:00,15,30.23,44.92,3.12,121.71,10.35,0,9.48,0,0,20.8,413.81,2.39,9.66,0,0,106.72,20.96,0,30.16,0,70.64,10.69,686.07,0,127.6,1.37,43.71,1.62,16.56,13.43,98.87,0,0,0,0,0,0,54.53,0,0,40.8,144.85,0,47.33,77.85,0,0,0,0,0,0,14.77,96.2,0,0,0,0,0,59.79,418.77,0,0,0,0,0,0,0,0,0

61,15:00-15:15,15,30.23,44.92,3.12,121.71,10.35,0,9.48,0,0,20.8,413.81,2.39,9.66,0,0,106.72,20.96,0,29.56,0,70.64,10.69,686.07,0,127.6,1.37,43.71,1.62,16.56,13.43,98.87,0,0,0,0,0,0,54.53,0,0,40.8,144.85,0,47.33,76.69,0,0,0,0,0,0,14.77,94.96,0,0,0,0,0,59.79,418.77,0,0,0,0,0,0,0,0,0

62,15:15-15:30,15,30.23,44.92,3.12,121.71,10.35,0,9.48,0,0,20.8,413.81,2.39,9.66,0,0,106.72,20.96,0,29.56,0,70.64,10.69,686.07,0,127.6,1.37,43.71,1.62,16.56,13.43,98.87,0,0,0,0,0,0,54.53,0,0,40.8,144.85,0,47.33,76.69,0,0,0,0,0.14,0,14.77,94.96,0,0,0,0,0,59.79,418.77,0,0,0,0,0,0,0,0,0

63,15:30-15:45,15,30.23,44.92,3.12,121.71,10.79,0,9.48,0,0,20.8,413.81,2.43,9.66,0,0,106.72,20.96,0,29.56,0,70.64,10.69,686.07,0,127.6,1.37,43.71,1.62,16.56,13.43,98.87,0,0,0,0,0,0,54.53,0,0,40.8,144.85,0,47.33,76.69,0,0,0,0,1.44,0,14.77,94.96,0,0,0,0,0,59.79,418.77,0,0,0,0,0,0,0,0,0

64,15:45-16:00,15,30.23,44.92,3.12,121.71,10.79,0,9.48,0,0,20.8,413.81,2.43,9.66,0,0,106.72,20.96,0,29.56,0,70.64,10.69,686.07,0,127.6,1.37,43.71,1.62,16.56,13.43,98.87,0,0,0,0,0,0,54.53,0,0,40.8,144.85,0,47.33,76.69,0,0,0,0,1.44,0,14.77,94.96,0,0,0,0,0,59.79,418.77,8.18,0,0,0,0,0,0,0,0

65,16:00-16:15,15,30.23,44.92,3.12,121.71,10.79,0,9.48,0,0,17.59,413.81,2.43,9.66,0,0,106.72,20.96,0,29.56,0,70.64,10.69,686.07,0,127.6,1.37,43.71,1.62,11.04,13.43,98.87,0,0,0,0,0,0,54.53,0,0,40.8,144.85,0,47.33,76.69,0,0,0,0,1.44,0,16.26,94.96,0,0,0,0,0,59.79,418.77,17.72,0,0,0,0,0,0,0,0

66,16:15-16:30,15,30.23,44.92,3.12,121.71,10.79,0,9.48,0,0,14.6,413.81,2.43,9.66,0,0,106.72,20.96,0,29.56,0,70.64,10.69,686.07,0,127.6,1.37,43.71,1.62,11.04,13.43,98.87,0,0,0,0,0,0,54.53,0,0,40.8,144.85,0,47.33,76.69,0,0,0,0,1.44,0,16.26,94.96,0,0,0,0,0,59.79,418.77,17.72,0,0,0,0,0,0,0,0

67,16:30-16:45,15,30.23,44.92,3.12,121.71,9.85,0,1.79,0,0,14.6,413.81,2.43,9.66,0,0,106.72,20.96,0,29.56,0,70.64,10.69,686.07,0,127.6,1.37,43.71,1.62,19.87,13.43,98.87,0,0,0,0,0,0,54.53,0,0,40.8,144.85,0,47.33,76.69,0,0,0,0,1.44,0,16.26,94.96,0,0,0,0,0,59.79,418.77,35.44,0,0,0,0,0,0,0,0

68,16:45-17:00,15,30.23,44.92,3.12,121.71,9.85,0,1.79,0,0,14.6,413.81,2.43,9.66,0,0,106.72,20.96,0,29.56,0,70.64,10.69,686.07,0,127.6,1.37,43.71,1.62,19.87,13.43,98.87,0,0,0,0,0,0,54.53,0,0,40.8,144.85,0,47.33,76.69,0,0,0,0,1.44,0,16.26,94.96,0,0,0,0,0,59.79,418.77,35.44,0,0,0,0,0,0,0,0

69,17:00-17:15,15,30.23,44.92,3.12,121.71,9.58,0,1.79,0,0,14.6,413.81,2.43,9.66,0,0,106.72,20.96,0,28.98,0,70.64,10.69,686.07,0,127.6,1.37,43.71,1.62,50.34,13.43,98.87,0,0,0,0,0,0,54.53,0,0,40.8,144.85,0,47.33,76.69,0,0,0,0,1.44,0,16.26,94.96,0,0,0,0,0,59.79,418.77,53.16,0,0,0,0,0,0,0,0

70,17:15-17:30,15,30.23,44.92,3.12,121.71,9.29,0,8.2,0,0,14.6,413.81,2.43,9.66,0,0,106.72,20.96,0,28.98,0,70.64,10.69,686.07,0,127.6,1.37,43.71,1.62,50.34,13.43,98.87,0,0,0,0,0,0,54.53,0,0,40.8,144.85,0,47.33,76.69,0,0,0,0,1.44,0,16.26,94.96,0,0,0,0,0,59.79,418.77,53.16,0,0,0,0,0,0,0,0

71,17:30-17:45,15,40.2,44.92,3.12,121.71,9,0,9.48,0,0,14.6,413.81,2.43,9.66,0,0,106.72,20.96,0,28.98,0,70.64,10.69,686.07,3.94,127.6,1.73,43.71,1.62,16.56,13.43,98.87,0,0,0,0,0,0,54.53,0,0,40.8,144.85,0,47.33,76.69,0,0,0,0,1.44,0,35.46,94.96,0,0,0,0,0,59.79,418.77,53.16,0,0,0,0,0,0,0,0

72,17:45-18:00,15,40.2,44.92,3.22,121.71,9,0,9.48,0,0,14.6,413.81,2.43,9.66,0,0,106.72,20.96,0,28.98,0,70.64,10.69,685.74,5.62,127.6,1.85,43.71,1.62,11.04,13.43,98.87,0,0,0,0,0,0,54.53,0,0,40.8,150.02,0,47.33,76.69,0,0,0,0,1.44,0,35.46,94.96,0,0,0,0,0,59.79,418.77,70.87,0,0,0,0,0,0,0,0

73,18:00-18:15,15,40.2,44.92,3.22,121.71,8.7,0,9.74,0,0,14.6,413.81,2.43,9.66,0,0,106.72,20.96,0,28.15,0,70.64,21.37,685.74,8.43,127.6,1.85,43.71,1.62,11.04,14.74,98.87,0,0,2.94,0,0,0,54.53,0,0,40.8,150.02,0,47.33,76.69,0,0,14.05,0,2.88,0,35.46,94.94999999999999,6.52,0,0,0,0,59.79,418.77,70.87,0,0,0,0,0,0,0,0

74,18:15-18:30,15,40.2,44.92,3.22,121.71,8.7,0,9.74,0,0,14.6,413.81,3.64,9.66,0,0,106.72,20.96,0,28.15,0,70.64,21.37,685.74,54.11,127.6,1.97,43.71,1.62,11.04,26.85,98.87,0,0,8.8,0,0,0,54.53,0,0,40.8,150.02,0,47.33,76.69,0,0,28.1,0,2.88,0,35.46,94.94999999999999,6.52,0,0,0,0,59.79,418.77,70.87,0,0,0,0,0,0,0,0

75,18:30-18:45,15,41.42,44.92,3.29,121.71,8.41,0,10.63,0,0,14.6,413.81,4.01,21.46,0,0,106.72,20.96,0,28.15,0,70.64,33.74,685.74,54.11,127.6,1.97,43.71,1.62,16.56,45.65,98.87,0,0,14.66,0,0,0,55.08,0,0,40.8,153.34,0,47.33,76.69,0,0,42.15,0,4.32,0,20.68,94.94999999999999,19.56,0,0,0,0,59.79,418.77,70.87,0,0,0,0,0,0,0,0

76,18:45-19:00,15,41.42,44.92,3.29,121.71,8.41,0,10.63,0,0,14.6,413.81,4.01,21.46,0,0,106.72,20.96,0,28.15,0,70.64,33.74,685.74,54.11,127.6,2.09,43.71,1.62,16.56,45.65,98.87,0,0,14.66,0,0,0,55.08,0,0,40.8,153.34,0,47.33,76.69,0,0,42.15,0,4.32,0,20.68,94.94999999999999,19.56,0,0,0,0,59.79,418.77,70.87,0,0,0,0,0,0,0,0

77,19:00-19:15,15,41.42,44.92,3.29,121.71,8.7,0,10.63,0,0,14.6,413.81,4.01,21.46,0,0,106.72,20.96,0,28.15,0,70.64,33.74,685.74,54.11,127.6,2.09,43.71,1.62,16.56,45.65,98.87,0,0,14.66,0,0,0,55.08,0,0,40.8,153.34,0,47.33,76.69,0,0,42.15,0,4.32,0,20.68,94.94999999999999,19.56,0,0,0,0,59.79,418.77,70.87,0,0,0,0,0,0,0,0

78,19:15-19:30,15,41.42,44.92,3.29,121.71,9,0,10.63,0,0,14.6,413.81,4.01,21.46,0,0,106.72,20.96,0,28.15,0,70.64,33.74,685.74,54.11,127.6,2.2,43.71,1.62,22.08,45.65,98.87,0,0,14.66,0,0,0,55.08,0,0,40.8,153.34,0,47.33,76.69,0,0,42.15,0,4.32,0,20.68,94.94999999999999,19.56,0,0,0,0,59.79,418.77,70.87,0,0,0,0,0,0,0,0

79,19:30-19:45,15,41.42,44.92,3.29,121.71,9,0,10.63,0,0,14.6,413.81,4.01,21.46,0,0,106.72,20.96,0,28.15,0,70.64,33.74,685.74,54.11,127.6,2.2,43.71,1.62,50.34,45.65,98.87,0,0,14.66,0,0,0,55.08,0,0,40.8,153.34,0,47.33,76.69,0,0,42.15,0,4.32,0,20.68,94.94999999999999,19.56,0,0,0,0,59.79,418.77,70.87,0,0,0,0,0,0,0,0

80,19:45-20:00,15,41.42,44.92,3.29,121.71,9.15,0,10.63,0,0,14.6,413.81,4.01,21.46,0,0,106.72,20.96,0,28.15,0,70.64,33.74,685.74,7.03,127.6,2.32,43.71,1.62,50.34,45.65,98.87,0,0,14.66,0,0,0,55.08,0,0,40.8,153.34,0,47.33,76.69,0,0,42.15,0,4.32,0,35.46,94.94999999999999,19.56,0,0,0,0,59.79,418.77,70.87,0,0,0,0,0,0,0,0

81,20:00-20:15,15,41.42,44.92,3.29,121.71,9.23,0,10.63,0,0,14.6,413.81,4.01,21.46,0,0,106.72,20.96,0,28.15,0,70.64,33.74,685.74,3.94,127.6,2.43,43.71,1.62,16.56,45.65,98.87,0,0,14.66,0,0,0,55.08,0,0,40.8,153.34,0,47.33,76.69,0,0,42.15,0,4.32,0,35.46,94.94999999999999,19.56,0,0,0,0,59.79,418.77,70.87,0,0,0,0,0,0,0,0

82,20:15-20:30,15,41.42,44.92,3.29,121.71,9.29,0,10.63,0,0,14.6,413.81,4.01,21.46,0,0,106.72,20.96,0,28.15,0,70.64,33.74,685.74,3.94,127.6,2.55,43.71,1.62,11.04,45.65,98.87,0,0,14.66,0,0,0,55.08,0,0,40.8,153.34,0,47.33,76.69,0,0,42.15,0,4.32,0,11.82,94.94999999999999,19.56,0,0,0,0,59.79,418.77,70.87,0,0,0,0,0,0,0,0

83,20:30-20:45,15,40.2,44.92,3.22,121.71,9.53,0,9.74,0,0,14.6,413.81,4.01,19.54,0,0,106.72,20.96,0,28.15,0,70.64,32.08,685.74,3.94,127.6,2.66,43.71,1.62,11.04,44.22,98.87,0,0,10.26,0,0,0,54.53,0,0,40.8,150.02,0,47.33,76.69,0,0,28.1,0,4.32,0,10.35,94.94999999999999,0,0,0,0,0,59.79,418.77,70.87,0,0,0,0,0,0,0,0

84,20:45-21:00,15,40.2,44.92,3.22,121.71,9.76,0,9.74,0,0,14.6,413.81,4.01,19.32,0,0,106.72,20.96,0,28.15,0,70.64,32.08,685.74,3.94,127.6,2.78,43.71,1.62,11.04,44.22,98.87,0,0,5.12,0,0,0,54.53,0,0,40.8,150.02,0,47.33,76.69,0,0,28.1,0,4.32,0,10.35,94.94999999999999,0,0,0,0,0,59.79,418.77,70.87,0,0,0,0,0,0,0,0

85,21:00-21:15,15,40.2,44.92,3.22,121.71,9.88,0,9.74,0,0,14.6,413.81,4.01,19.32,0,0,106.72,20.96,0,28.98,0,71.86,32.08,685.74,3.94,127.6,2.89,43.71,1.62,16.56,44.22,98.87,0,0,5.12,0,0,0,54.53,0,0,40.8,150.02,0,47.33,76.69,0,0,28.1,0,4.32,0,10.35,94.94999999999999,0,0,0,0,0,59.79,418.77,70.87,0,0,0,0,0,0,0,0

86,21:15-21:30,15,40.2,44.92,3.22,121.71,9.9,0,9.74,0,0,14.6,413.81,4.01,19.32,0,0,106.72,20.96,0,28.98,0,71.86,32.08,685.74,3.94,127.6,2.89,43.71,1.62,16.56,44.22,98.87,0,0,5.12,0,0,0,54.53,0,0,40.8,150.02,0,47.33,76.69,0,0,28.1,0,4.32,0,10.35,94.94999999999999,0,0,0,0,0,59.79,418.77,70.87,0,0,0,0,0,0,0,0

87,21:30-21:45,15,40.2,44.92,3.22,121.71,10.09,0,9.74,0,0,14.6,413.81,4.01,19.32,0,0,106.72,20.96,0,28.98,0,71.86,32.08,685.74,3.94,127.6,2.89,43.71,1.62,16.56,44.22,98.87,0,0,5.12,0,0,0,54.53,0,0,40.8,150.02,0,47.33,76.69,0,0,28.1,0,4.32,0,10.35,94.94999999999999,0,0,0,0,0,59.79,418.77,70.87,0,0,0,0,0,0,0,0

88,21:45-22:00,15,40.2,44.92,3.22,121.71,10.11,0,9.74,0,0,14.6,413.81,4.01,19.32,0,0,106.72,20.96,0,28.98,0,71.86,32.08,685.74,3.94,127.6,2.89,43.71,1.62,16.56,44.22,98.87,0,0,10.26,0,0,0,54.53,0,0,40.8,150.02,0,47.33,76.69,0,0,28.1,0,4.32,0,10.35,94.94999999999999,0,0,0,0,0,59.79,418.77,70.87,0,0,0,0,0,0,0,0

89,22:00-22:15,15,41.42,44.92,3.29,121.71,10.32,0,10.63,0,0,14.6,413.81,4.01,32.2,0,0,106.72,20.96,0,28.98,0,71.86,33.74,685.74,3.94,127.6,2.89,43.71,1.62,16.56,45.65,98.87,0,0,13.19,0,0,0,55.08,0,0,40.8,153.34,0,47.33,76.69,0,0,42.15,0,4.32,0,10.35,94.94999999999999,19.56,0,0,0,0,59.79,418.77,70.87,0,0,0,0,0,0,0,0

90,22:15-22:30,15,41.42,44.92,3.29,121.71,10.32,0,10.63,0,0,14.6,413.81,4.01,32.2,0,0,106.72,20.96,0,28.98,0,71.86,33.74,685.74,3.94,127.6,2.89,43.71,1.62,50.34,45.65,98.87,0,0,13.19,0,0,0,55.08,0,0,40.8,153.34,0,47.33,76.69,0,0,42.15,0,4.32,0,10.35,94.94999999999999,19.56,0,0,0,0,59.79,418.77,70.87,0,0,0,0,0,0,0,0

91,22:30-22:45,15,41.42,44.92,3.29,121.71,10.47,0,10.63,0,0,14.6,413.81,4.01,32.2,0,0,106.72,20.96,0,28.98,0,71.86,33.74,685.74,3.94,127.6,2.89,43.71,1.62,50.34,45.65,98.87,0,0,13.19,0,0,0,55.08,0,0,40.8,153.34,0,47.33,65.07,0,0,42.15,0,4.32,0,10.35,94.94999999999999,19.56,0,0,0,0,59.79,418.77,70.87,0,0,0,0,0,0,0,0

92,22:45-23:00,15,41.42,44.92,3.29,121.71,10.47,0,10.63,0,0,14.6,413.81,4.01,32.2,0,0,106.72,20.96,0,28.98,0,71.86,33.74,685.74,3.94,127.6,2.89,43.71,1.62,16.56,45.65,98.87,0,0,13.19,0,0,0,55.08,0,0,40.8,153.34,0,47.33,65.07,0,0,42.15,0,4.32,0,10.35,94.94999999999999,19.56,0,0,0,0,59.79,418.77,70.87,0,0,0,0,0,0,0,0

93,23:00-23:15,15,40.2,44.92,3.22,121.71,10.61,0,9.74,0,0,14.6,413.81,4.01,21.46,0,0,106.72,20.96,0,29.56,0,71.86,32.08,685.74,3.94,127.6,2.89,43.71,1.62,8.83,44.22,98.87,0,0,9.52,0,0,0,54.53,0,0,40.8,150.02,0,47.33,65.07,0,0,28.1,0,2.88,0,10.35,94.94999999999999,1.1,0,0,0,0,59.79,418.77,70.87,0,0,0,0,0,0,0,0

94,23:15-23:30,15,40.2,44.92,3.22,121.71,10.61,0,9.74,0,0,14.6,413.81,4.01,9.66,0,0,106.72,20.96,0,29.56,0,71.86,32.08,685.74,3.94,127.6,2.89,43.71,1.62,8.83,44.22,98.87,0,0,2.94,0,0,0,54.53,0,0,40.8,150.02,0,47.33,65.07,0,0,14.05,0,1.44,0,10.35,94.94999999999999,1.1,0,0,0,0,59.79,418.77,70.87,0,0,0,0,0,0,0,0

95,23:30-23:45,15,40.2,44.92,3.22,121.71,10.7,0,9.74,0,0,14.6,413.81,4.01,9.66,0,0,106.72,20.96,0,29.56,0,71.86,32.08,685.74,3.94,127.6,2.45,43.71,1.62,8.83,44.22,98.87,0,0,0,0,0,0,54.53,0,0,40.8,150.02,0,47.33,65.07,0,0,14.05,0,0.14,0,10.35,94.94999999999999,1.1,0,0,0,0,59.79,418.77,70.87,0,0,0,0,0,0,0,0

96,23:45-24:00,15,40.2,44.92,3.22,121.71,10.76,0,9.74,0,0,14.6,413.81,4.01,9.66,0,0,106.72,20.96,0,29.56,0,71.86,32.08,685.74,3.94,127.6,2.45,43.71,1.62,8.83,44.22,98.87,0,0,0,0,0,0,54.53,0,0,40.8,150.02,0,47.33,65.07,0,0,14.05,0,0,0,10.35,94.94999999999999,1.1,0,0,0,0,59.79,418.77,70.87,0,0,0,0,0,0,0,0

