Block,Time Block,KGSU3AND4,KHSTPP-II,KISHANGANGA,KHSTPP-I,KKNP,KOTESHWR,KOLDAM,KKNPPU2,CHAMERA2,CHAMERA3,DADRT2,BRBCL,CHAMERA1,BSIUL,TALST2,TALA,TANAKPUR,RSTPSU7,SASAN,SALAL,URI,URI2,RSTPSU1TO6,RIHAND2,RIHAND1,RAPPD,RIHAND3,UNCHAHAR2,UNCHAHAR4,UNCHAHAR3,JHAJJAR,FSTPP I & II,KGSU1AND2,DULHASTI,DHAULIGNGA,SEWA2,SINGRAULI_HYDRO,RAPPC,RAPPB,PARBATI3,RAMPUR,NLCTS2EXP,PARBATI2,NLCEXP,NLCIIST1,NLCIIST2,NNTPP,NTPL,NJPC,NAPP,KUDGI,MAPS,SIMHST1,SIMHST2,SINGRAULI,DADRI_RF,ANTA_GF,DADRI_CRF,AURY_CRF,AURY_RF,ANTA_CRF,DADRI_GF,ANTA_RF,AURY_LF,DADRI_LF,ANTA_LF,AURY_GF,VALLURNTECL,TANDA2,TEHRI,TEHRIPSP,TelanganaSTPP,UNCHAHAR1,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
53,13:00-13:15,0,94.01,6.71,43.88,0,9.77,8.31,0,45.41,32.71,210.55,19.52,40.62,12.57,0,28.2,11.48,0,329.62,63.83,46.81,29.29,0,120.74,94.76,23.45,126.1,37.74,3.1,23.18,290.88,17.32,0,53.38,40.92,17.68,0,63.05,0,31.53,5.49,0,10.84,0,0,0,0,0,169.43,23.48,0,0,0,0,72.23,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35,0,0,0,18.09,0,0,0,0,0

54,13:15-13:30,0,94.01,6.71,43.88,0,9.77,8.31,0,45.41,32.71,302.11,18.44,40.62,12.57,0,28.2,11.48,0,329.62,63.83,46.81,29.29,0,120.74,94.76,23.45,126.1,37.74,3.1,23.18,290.88,17.32,0,53.38,40.92,17.68,0,63.05,0,31.53,5.49,0,10.84,0,0,0,0,0,169.43,23.48,0,0,0,0,72.23,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35,0,0,0,18.09,0,0,0,0,0

55,13:30-13:45,0,94.01,6.71,43.88,0,9.77,8.31,0,45.41,32.71,359.94,19.84,40.62,12.57,0,27.82,11.48,0,329.62,63.83,46.81,29.29,0,120.74,94.76,23.45,126.1,37.74,3.1,23.18,290.88,17.32,0,53.38,40.92,17.68,0,63.05,0,31.53,5.49,0,10.84,0,0,0,0,0,169.43,23.48,0,0,0,0,72.23,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35,0,0,0,18.09,0,0,0,0,0

56,13:45-14:00,0,94.01,6.71,43.88,0,9.77,8.31,0,45.41,32.71,455.49,18.72,40.62,12.57,0,27.6,11.48,0,329.62,63.83,46.81,29.29,0,120.74,94.76,23.45,126.1,37.74,3.1,23.18,290.88,17.32,0,53.38,40.92,17.68,0,63.05,0,31.53,5.49,0,10.84,0,0,0,0,0,169.43,23.48,0,0,0,0,72.23,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35,0,0,0,18.09,0,0,0,0,0

57,14:00-14:15,0,94.01,6.71,43.88,0,9.77,8.31,0,45.41,32.71,474.77,17.12,40.62,12.57,0,27.71,11.48,0,329.62,63.83,46.81,29.29,0,120.74,94.76,23.45,126.1,37.74,3.1,23.18,290.88,19.25,0,53.38,40.92,17.68,0,63.05,0,31.53,5.49,0,10.84,0,0,0,0,0,169.43,23.48,0,0,0,0,72.23,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35,0,0,0,18.09,0,0,0,0,0

58,14:15-14:30,0,94.01,6.71,43.88,0,9.77,8.31,0,45.41,32.71,513.32,18.69,40.62,12.57,0,27.31,11.48,0,329.62,63.83,46.81,29.29,0,120.74,94.76,23.45,126.1,37.74,3.1,23.18,290.88,19.25,0,53.38,40.92,17.68,0,63.05,0,31.53,5.49,0,10.84,0,0,0,0,0,169.43,23.48,0,0,0,0,72.23,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35,0,0,0,18.09,0,0,0,0,0

59,14:30-14:45,0,94.01,6.71,43.88,0,9.77,8.31,0,45.41,32.71,551.87,20.97,40.62,12.57,0,27.43,11.48,0,329.62,63.83,46.81,29.29,0,120.74,94.76,23.45,126.1,37.74,3.1,23.18,290.88,19.25,0,53.38,40.92,17.68,0,63.05,0,31.53,5.49,0,10.84,0,0,0,0,0,169.43,23.48,0,0,0,0,72.23,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35,0,0,0,18.09,0,0,0,0,0

60,14:45-15:00,0,94.01,6.71,43.88,0,9.77,8.31,0,45.41,32.71,520.55,18.24,40.62,12.57,0,27.09,11.48,0,329.62,63.83,46.81,29.29,0,120.74,94.76,23.45,126.1,37.74,3.1,23.18,290.88,19.25,0,53.38,40.92,17.68,0,63.05,0,31.53,5.49,0,10.84,0,0,0,0,0,169.43,23.48,0,0,0,0,72.23,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35,0,0,0,18.09,0,0,0,0,0

61,15:00-15:15,0,94.01,6.71,43.88,0,9.77,8.31,0,45.41,32.71,455.49,17.14,40.62,12.57,0,21.97,11.48,0,329.62,63.83,46.81,29.29,0,120.74,94.76,23.45,126.1,37.74,3.1,23.18,290.88,19.25,0,53.38,40.92,17.68,0,63.05,0,31.53,5.49,0,10.84,0,0,0,0,0,169.43,23.48,0,0,0,0,72.23,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35,0,0,0,18.09,0,0,0,0,0

62,15:15-15:30,0,94.01,6.71,43.88,0,9.77,8.31,0,45.41,32.71,455.49,21.83,40.62,12.57,0,21.82,11.48,0,329.62,63.83,46.81,29.29,0,120.74,94.76,23.45,126.1,37.74,3.1,23.18,290.88,19.25,0,53.38,40.92,17.68,0,63.05,0,31.53,5.49,0,10.84,0,0,0,0,0,169.43,23.48,0,0,0,0,72.23,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35,0,0,0,18.09,0,0,0,0,0

63,15:30-15:45,0,94.01,6.71,43.88,0,9.77,8.31,0,45.41,32.71,455.49,20.86,40.62,12.57,0,21.82,11.48,0,329.62,63.83,46.81,29.29,0,120.74,94.76,23.45,126.1,37.74,3.1,23.18,290.88,19.25,0,53.38,40.92,17.68,0,63.05,0,31.53,5.49,0,10.84,0,0,0,0,0,169.43,23.48,0,0,0,0,72.23,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35,0,0,0,18.09,0,0,0,0,0

64,15:45-16:00,0,94.01,6.71,43.88,0,9.77,8.31,0,45.41,32.71,455.49,18.7,40.62,12.57,0,21.82,11.48,0,329.62,63.83,46.81,29.29,0,120.74,94.76,23.45,126.1,37.74,3.1,23.18,290.88,19.25,0,53.38,40.92,17.68,0,63.05,0,31.53,5.49,0,10.84,0,0,0,0,0,169.43,23.48,0,0,0,0,72.23,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35,0,0,0,18.09,0,0,0,0,0

65,16:00-16:15,0,94.01,6.71,43.88,0,9.77,8.31,0,45.41,32.71,390.44,20.18,40.62,12.57,0,20.97,11.48,0,329.62,63.83,46.81,29.29,0,120.74,94.76,23.45,126.1,37.74,3.1,23.18,290.88,19.25,0,53.38,40.92,17.68,0,63.05,0,31.53,5.49,0,10.84,0,0,0,0,0,169.43,23.48,0,0,0,0,72.23,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35,0,0,0,18.09,0,0,0,0,0

66,16:15-16:30,0,94.01,6.71,43.88,0,9.77,8.31,0,45.41,32.71,390.44,20.1,40.62,12.57,0,20.97,11.48,0,329.62,63.83,46.81,29.29,0,120.74,94.76,23.45,126.1,37.74,3.1,23.18,290.88,19.25,0,53.38,40.92,17.68,0,63.05,0,31.53,5.49,0,10.84,0,0,0,0,0,169.43,23.48,0,0,0,0,72.23,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35,0,0,0,18.09,0,0,0,0,0

67,16:30-16:45,0,94.01,6.71,43.88,0,9.77,8.31,0,45.41,32.71,320.56,17.19,40.62,12.57,0,20.97,11.48,0,329.62,63.83,46.81,29.29,0,120.74,94.76,23.45,126.1,37.74,3.1,23.18,290.88,19.25,0,53.38,40.92,17.68,0,63.05,0,36.54,5.49,0,10.84,0,0,0,0,0,169.43,23.48,0,0,0,0,72.23,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35,0,0,0,18.09,0,0,0,0,0

68,16:45-17:00,0,94.01,6.71,43.88,0,9.77,8.31,0,45.41,32.71,180.81,17.27,40.62,12.57,0,20.97,11.48,0,329.62,63.83,46.81,29.29,0,120.74,94.76,23.45,126.1,37.74,3.1,23.18,290.88,19.25,0,53.38,40.92,17.68,0,63.05,0,36.54,5.49,0,10.84,0,0,0,0,0,169.43,23.48,0,0,0,0,72.23,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35,0,0,0,18.09,0,0,0,0,0

69,17:00-17:15,0,94.01,6.71,43.88,0,9.77,8.31,0,45.41,32.71,94.87,21.61,40.62,12.57,0,20.97,11.48,0,329.62,63.83,46.81,29.29,0,120.74,94.76,23.45,126.1,37.74,3.1,23.18,290.88,19.25,0,53.38,40.92,17.68,0,63.05,0,40.11,5.49,0,10.84,0,0,0,0,0,169.43,23.48,0,0,0,0,72.23,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35,15.9,0,0,18.09,0,0,0,0,0

70,17:15-17:30,0,94.01,6.71,43.88,0,9.77,8.31,0,45.41,32.71,94.87,20.3,40.62,12.57,0,20.97,11.48,0,329.62,63.83,46.81,29.29,0,120.74,94.76,23.45,126.1,37.74,3.1,23.18,290.88,19.25,0,53.38,40.92,17.68,0,63.05,0,40.11,5.49,0,10.84,0,0,0,0,0,169.43,23.48,0,0,0,0,72.23,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35,31.81,0,0,18.09,0,0,0,0,0

71,17:30-17:45,0,94.01,6.71,43.88,0,9.77,8.31,0,45.41,32.71,94.87,18.21,40.62,18.85,0,20.97,11.48,0,329.62,63.83,46.81,29.29,0,120.74,94.76,23.45,126.1,37.74,3.1,23.18,290.88,19.25,0,53.38,40.92,17.68,0,63.05,0,47.28,5.49,0,10.84,0,0,0,0,0,169.43,23.48,0,0,0,0,72.23,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35,47.71,0,0,18.09,0,0,0,0,0

72,17:45-18:00,0,94.01,6.71,43.88,0,9.77,8.31,0,45.41,32.71,94.87,19.22,40.62,18.85,0,20.97,11.48,0,329.62,63.83,46.81,29.29,0,120.74,94.76,23.45,126.1,37.74,3.1,23.18,290.88,19.25,0,53.38,40.92,17.68,0,63.05,0,47.28,5.49,0,10.84,0,0,0,0,0,169.43,23.48,0,0,0,0,72.23,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35,63.61,0,0,18.09,0,0,0,0,0

73,18:00-18:15,0,94.01,6.71,43.88,0,9.77,8.31,0,45.41,32.71,128.6,20.66,40.62,18.85,0,20.97,9.5,0,329.62,63.83,46.81,29.29,0,120.74,94.76,23.45,126.1,34.47,2.04,21.25,342.34,15.56,0,53.38,40.92,17.68,0,63.05,0,50.15,5.49,0,10.84,0,0,0,0,0,169.43,23.48,0,0,0,0,72.23,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35,65.1,0,0,16.64,0,0,0,0,0

74,18:15-18:30,0,94.01,6.71,43.88,0,9.77,8.31,0,45.41,32.71,165.17,18.76,40.62,18.85,0,20.97,9.5,0,329.62,63.83,46.81,29.29,0,120.74,94.76,23.45,126.1,34.47,2.04,21.25,376.07,15.56,0,53.38,40.92,17.68,0,63.05,0,50.15,5.49,0,10.84,0,0,0,0,0,169.43,23.48,0,0,0,0,72.23,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35,65.1,0,0,16.64,0,0,0,0,0

75,18:30-18:45,0,94.01,6.71,43.88,0,9.77,8.31,0,45.41,32.71,165.17,20.63,40.62,12.57,0,20.86,9.5,0,329.62,63.83,46.81,29.29,0,120.74,94.76,23.45,126.1,34.47,3.1,21.25,376.07,19.25,0,53.38,40.92,17.68,0,63.05,0,40.11,5.49,0,10.84,0,0,0,0,0,169.43,23.48,0,0,0,0,72.23,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35,65.1,0,0,16.64,0,0,0,0,0

76,18:45-19:00,0,94.01,6.71,43.88,0,19.56,8.31,0,45.41,32.71,165.17,17.79,40.62,12.57,0,19.75,9.5,0,329.62,63.83,46.81,29.29,0,120.74,94.76,23.45,126.1,34.47,3.1,21.25,401.13,19.25,0,53.38,40.92,17.68,0,63.05,0,40.11,5.49,0,10.84,0,0,0,0,0,169.43,23.48,0,0,0,0,72.23,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35,65.1,0,0,16.64,0,0,0,0,0

77,19:00-19:15,0,94.01,6.71,43.88,0,29.33,8.31,0,45.41,32.71,224.88,18.77,40.62,18.85,0,19.47,9.5,0,329.62,63.83,46.81,29.29,0,120.74,94.76,23.45,126.1,43.37,3.1,26.69,284.3,19.25,0,53.38,40.92,17.68,0,63.05,0,25.79,5.49,0,10.84,0,0,0,0,0,169.43,23.48,0,0,0,0,72.23,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35,65.1,0,0,20.87,0,0,0,0,0

78,19:15-19:30,0,94.01,6.92,43.88,0,43.02,8.31,0,47.79,34.4,303.88,19.52,40.74,19.72,0,19.7,9.5,0,329.62,63.83,46.81,29.29,0,120.74,94.76,23.45,126.1,43.37,3.1,26.69,374.7,19.25,0,55.58,43.19,18.78,0,63.05,0,55.88,5.63,0,13.56,0,0,0,0,0,171.02,23.48,0,0,0,0,72.23,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35,65.1,0,0,20.87,0,0,0,0,0

79,19:30-19:45,0,94.01,6.92,43.88,0,43.02,8.31,0,47.79,34.4,371.34,21.06,40.74,19.72,0,19.56,9.5,0,329.62,63.83,46.81,29.29,0,120.74,94.76,23.45,126.1,43.37,3.1,26.69,450.74,19.25,0,55.58,43.19,18.78,0,63.05,0,55.88,5.63,0,13.56,0,0,0,0,0,171.02,23.48,0,0,0,0,72.23,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35,65.39,0,0,20.87,0,0,0,0,0

80,19:45-20:00,0,94.01,6.92,43.88,0,43.02,8.31,0,47.79,34.4,438.81,21.23,40.74,19.72,0,19.56,9.5,0,329.62,63.83,46.81,29.29,0,120.74,94.76,23.45,126.1,43.37,3.1,26.69,450.76,19.25,0,55.58,43.19,18.78,0,63.05,0,55.88,5.63,0,13.56,0,0,0,0,0,171.02,23.48,0,0,0,0,72.23,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35,65.39,0,0,20.87,0,0,0,0,0

81,20:00-20:15,0,94.01,6.92,43.88,0,43.02,8.31,0,47.79,34.4,502.13,21.82,40.74,19.72,0,19.56,9.5,0,329.62,80.64,46.81,29.29,0,120.74,94.76,23.45,126.1,43.37,3.1,26.69,450.76,19.25,0,55.58,43.19,18.78,0,63.05,0,55.88,5.63,0,13.56,0,0,0,0,0,171.02,23.48,0,0,0,0,72.23,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35,65.39,80.17,0,20.87,0,0,0,0,0

82,20:15-20:30,0,94.01,6.92,43.88,0,43.02,8.31,0,47.79,34.4,524.46,19.27,40.74,19.72,0,19.56,9.5,0,329.62,80.64,46.81,29.29,0,120.74,94.76,23.45,126.1,43.37,3.1,26.69,450.76,19.25,0,55.58,43.19,18.78,0,63.05,0,55.88,5.63,0,13.56,0,0,0,0,0,171.02,23.48,0,0,0,0,72.23,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35,65.39,80.17,0,20.87,0,0,0,0,0

83,20:30-20:45,0,94.01,6.92,43.88,0,43.02,8.31,0,47.79,34.4,528.6,18.81,40.74,19.72,0,18.99,9.5,0,329.62,80.64,46.81,29.29,0,120.74,94.76,23.45,126.1,43.37,3.1,26.69,527.77,19.25,0,55.58,43.19,18.78,0,63.05,0,55.88,5.63,0,13.56,0,0,0,0,0,171.02,23.48,0,0,0,0,72.23,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35,65.39,80.17,0,20.87,0,0,0,0,0

84,20:45-21:00,0,94.01,6.92,43.88,0,43.02,8.31,0,47.79,34.4,528.6,22.93,40.74,19.72,0,18.99,9.5,0,329.62,80.64,46.81,29.29,0,120.74,94.76,23.45,126.1,43.37,3.1,26.69,457.62,19.25,0,55.58,43.19,18.78,0,63.05,0,55.88,5.63,0,13.56,0,0,0,0,0,171.02,23.48,0,0,0,0,72.23,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35,65.39,80.17,0,20.87,0,0,0,0,0

85,21:00-21:15,0,94.01,6.92,43.88,0,43.02,8.31,0,47.79,34.4,528.6,18.77,40.74,19.72,0,18.99,9.5,0,329.62,80.64,46.81,29.29,0,120.74,94.76,23.45,126.1,43.37,3.1,26.69,406.45,18.08,0,55.58,43.19,18.78,0,63.05,0,55.88,5.63,0,13.56,0,0,0,0,0,171.02,23.48,0,0,0,0,72.23,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35,65.39,80.17,0,20.87,0,0,0,0,0

86,21:15-21:30,0,94.01,6.71,43.88,0,39.1,8.31,0,45.41,32.71,528.6,20.56,40.62,18.85,0,18.99,9.5,0,329.62,80.64,46.81,29.29,0,120.74,94.76,23.45,126.1,43.37,3.1,26.69,394.41,18.08,0,53.38,40.92,17.68,0,63.05,0,40.11,5.49,0,10.84,0,0,0,0,0,169.43,23.48,0,0,0,0,72.23,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35,65.39,80.17,0,20.87,0,0,0,0,0

87,21:30-21:45,0,94.01,6.71,43.88,0,39.1,8.31,0,45.41,32.71,528.6,21.03,40.62,18.85,0,18.99,9.5,0,329.62,80.64,46.81,29.29,0,120.74,94.76,23.45,126.1,43.37,3.1,26.69,453.17,18.08,0,53.38,40.92,17.68,0,63.05,0,25.79,5.49,0,10.84,0,0,0,0,0,169.43,23.48,0,0,0,0,72.23,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35,65.39,80.17,0,20.87,0,0,0,0,0

88,21:45-22:00,0,94.01,6.92,43.88,0,43.02,8.31,0,47.79,34.4,528.6,19.99,40.74,19.72,0,18.99,9.5,0,329.62,80.64,46.81,29.29,0,120.74,94.76,23.45,126.1,43.37,3.1,26.69,455.59,18.08,0,55.58,43.19,18.78,0,63.05,0,55.88,5.63,0,13.56,0,0,0,0,0,171.02,23.48,0,0,0,0,72.23,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35,65.39,80.17,0,20.87,0,0,0,0,0

89,22:00-22:15,0,94.01,6.92,43.88,0,43.02,8.31,0,47.79,34.4,528.6,18.17,40.74,19.72,0,19.27,9.5,0,329.62,80.64,46.81,29.29,0,120.74,94.76,23.45,126.1,43.37,3.1,26.69,432.66,18.08,0,55.58,43.19,18.78,0,63.05,0,55.88,5.63,0,13.56,0,0,0,0,0,171.02,23.48,0,0,0,0,72.23,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35,65.39,80.17,0,20.87,0,0,0,0,0

90,22:15-22:30,0,94.01,6.92,43.88,0,43.02,8.31,0,47.79,34.4,528.6,19.23,40.74,19.72,0,19.27,9.5,0,329.62,80.64,46.81,29.29,0,120.74,94.76,23.45,126.1,43.37,3.1,26.69,432.66,18.08,0,55.58,43.19,18.78,0,63.05,0,55.88,5.63,0,13.56,0,0,0,0,0,171.02,23.48,0,0,0,0,72.23,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35,65.39,80.17,0,20.87,0,0,0,0,0

91,22:30-22:45,0,94.01,6.92,43.88,0,43.02,8.31,0,47.79,34.4,528.6,18.43,40.74,19.72,0,20.11,9.5,0,329.62,80.64,46.81,29.29,0,120.74,94.76,23.45,126.1,43.37,3.1,26.69,432.66,18.08,0,55.58,43.19,18.78,0,63.05,0,55.88,5.63,0,13.56,0,0,0,0,0,171.02,23.48,0,0,0,0,72.23,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35,65.39,80.17,0,20.87,0,0,0,0,0

92,22:45-23:00,0,94.01,6.71,43.88,0,39.1,8.31,0,45.41,32.71,528.6,20.02,40.62,18.85,0,20.11,9.5,0,329.62,80.64,46.81,29.29,0,120.74,94.76,23.45,126.1,43.37,3.1,26.69,432.66,18.08,0,53.38,40.92,17.68,0,63.05,0,35.82,5.49,0,10.84,0,0,0,0,0,169.43,23.48,0,0,0,0,72.23,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35,63.91,80.17,0,20.87,0,0,0,0,0

93,23:00-23:15,0,94.01,6.71,43.88,0,39.1,8.31,0,45.41,32.71,528.6,19.41,40.62,18.85,0,20.11,9.5,0,329.62,77.28,46.81,30.04,0,120.74,94.76,23.45,126.1,43.37,3.1,26.69,432.66,18.08,0,53.38,40.92,17.68,0,63.05,0,35.82,5.49,0,10.84,0,0,0,0,0,169.43,23.48,0,0,0,0,72.23,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35,63.91,80.17,0,20.87,0,0,0,0,0

94,23:15-23:30,0,94.01,6.71,43.88,0,39.1,8.31,0,45.41,32.71,528.6,17.93,40.62,18.85,0,20.11,9.5,0,329.62,77.28,46.81,30.04,0,120.74,94.76,23.45,126.1,43.37,3.1,26.69,455.33,18.08,0,53.38,40.92,17.68,0,63.05,0,35.82,5.49,0,10.84,0,0,0,0,0,169.43,23.48,0,0,0,0,72.23,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35,63.91,0,0,20.87,0,0,0,0,0

95,23:30-23:45,0,94.01,6.71,43.88,0,39.1,8.31,0,45.41,32.71,529.14,14.77,40.62,18.85,0,20.4,9.5,0,329.62,77.28,46.81,30.04,0,120.74,94.76,23.45,126.1,43.37,3.1,26.69,457.62,18.08,0,53.38,40.92,17.68,0,63.05,0,40.11,5.49,0,10.84,0,0,0,0,0,169.43,23.48,0,0,0,0,72.23,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35,63.91,0,0,20.87,0,0,0,0,0

96,23:45-24:00,0,94.01,6.71,43.88,0,39.1,8.31,0,45.41,32.71,529.49,16.75,40.62,18.85,0,20.4,9.5,0,329.62,77.28,46.81,30.04,0,120.74,94.76,23.45,126.1,43.37,3.1,26.69,457.62,18.08,0,53.38,40.92,17.68,0,63.05,0,40.11,5.49,0,10.84,0,0,0,0,0,169.43,23.48,0,0,0,0,72.23,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35,63.91,0,0,20.87,0,0,0,0,0

