Block,Time,RIHAND2,CHAMERA3,DHAULIGNGA,KISHANGANGA,NAPP,CHAMERA2,JHAJJAR,KOTESHWR,PARBATI3,RAMPUR,RIHAND1,DADRT2,DULHASTI,KOLDAM,NJPC,RAPPC,TANDA2,RIHAND3,SINGRAULI,UNCHAHAR2,SEWA2,UNCHAHAR1,UNCHAHAR4,URI2,TEHRI,SINGRAULI_HYDRO,UNCHAHAR3,BSIUL,RAPPB,CHAMERA1,URI,TANAKPUR,SALAL,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,NTPL,RSTPSU1TO6,RSTPSU7,SIMHST1,SIMHST2,TALST2,TelanganaSTPP,VALLURNTECL,NLCIIST1,NLCIIST2,NLCTS2EXP,NNTPP,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,KUDGI,MAPS,NLCEXP,KHSTPP-I,KHSTPP-II,FSTPP I & II,TALA,BRBCL,SASAN
1,00:00-00:15,118.125,0,0,0,43.1472,0,653.1525,8.381,0,0,92,679.493168,0,0,0,53.4249,0,123.665625,125.5875,42.392196,15.804048,10.91181,0,21.5232,0,0.66955,26.39091,13.0416,0,0,40.848,5.6364,25.564,0,69.9384,0,0,0,42.735,0,0,0,89.872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,9.73,0,20.0018,348.975

2,00:15-00:30,118.125,0,0,0,43.1472,0,653.1525,8.381,0,0,92,679.493168,0,0,0,53.4249,0,123.665625,125.5875,42.392196,15.804048,10.91181,0,21.5232,0,0.66955,26.39091,13.0416,0,0,40.848,5.6364,25.564,0,69.9384,0,0,0,42.735,0,0,0,89.872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,9.73,0,20.0018,348.975

3,00:30-00:45,118.125,0,0,0,43.1472,0,653.1525,8.381,0,0,92,679.493168,0,0,0,53.4249,0,123.665625,125.5875,42.392196,15.804048,10.91181,0,24.2136,0,0.66955,26.39091,13.0416,0,0,34.224,5.6364,25.564,0,69.9384,0,0,0,42.735,0,0,0,89.872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,9.73,0,20.0018,348.975

4,00:45-01:00,118.125,0,0,0,43.1472,0,653.1525,8.381,0,0,92,679.493168,0,0,0,53.4249,0,123.665625,125.5875,42.392196,15.804048,10.91181,0,24.2136,0,0.66955,26.39091,13.0416,0,0,34.224,5.6364,25.564,0,69.9384,0,0,0,42.735,0,0,0,89.872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,9.73,0,20.0018,348.975

5,01:00-01:15,118.125,0,0,0,43.1472,0,653.1525,8.381,0,0,92,679.493168,0,0,0,53.4249,0,123.665625,125.5875,42.392196,15.804048,10.91181,0,32.55384,0,0.66955,26.39091,13.0416,0,0,34.224,0,25.564,0,69.9384,0,0,0,42.735,0,0,0,89.872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,9.73,0,20.0018,348.975

6,01:15-01:30,118.125,0,0,0,43.1472,0,653.1525,8.381,0,0,92,679.493168,0,0,0,53.4249,0,123.665625,125.5875,42.392196,15.804048,10.91181,0,32.55384,0,0.66955,26.39091,13.0416,0,0,34.224,0,25.564,0,69.9384,0,0,0,42.735,0,0,0,89.872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,9.73,0,20.0018,348.975

7,01:30-01:45,118.125,0,0,0,43.1472,0,653.1525,8.381,0,0,92,679.493168,0,0,0,53.4249,0,123.665625,125.5875,42.392196,15.804048,10.91181,0,32.55384,0,0.66955,26.39091,13.0416,0,0,34.224,0,25.564,0,69.9384,0,0,0,42.735,0,0,0,89.872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,9.73,0,20.0018,348.975

8,01:45-02:00,118.125,0,0,0,43.1472,0,653.1525,8.381,0,0,92,679.493168,0,0,0,53.4249,0,123.665625,125.5875,42.392196,15.804048,10.91181,0,32.55384,0,0.66955,26.39091,13.0416,0,0,34.224,0,25.564,0,69.9384,0,0,0,42.735,0,0,0,89.872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,9.73,0,20.0018,348.975

9,02:00-02:15,118.125,0,0,0,43.1472,0,653.1525,8.381,0,0,92,679.493168,16.478852,0,0,53.4249,0,123.665625,125.5875,42.392196,15.804048,10.91181,0,32.55384,0,0.66955,26.39091,13.0416,0,0,34.224,0,25.564,0,69.9384,0,0,0,43.155,0,0,0,89.872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,9.73,0,20.0018,348.975

10,02:15-02:30,118.125,0,0,0,43.1472,0,653.1525,8.381,0,0,92,679.493168,16.478852,0,0,53.4249,0,123.665625,125.5875,42.392196,15.804048,10.91181,0,32.55384,0,0.66955,26.39091,13.0416,0,0,34.224,0,25.564,0,69.9384,0,0,0,43.155,0,0,0,89.872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,9.73,0,20.0018,348.975

11,02:30-02:45,118.125,0,0,0,43.1472,0,653.1525,8.381,0,0,92,679.493168,16.478852,0,0,53.4249,0,123.665625,125.5875,42.392196,15.804048,10.91181,0,21.5232,0,0.66955,26.39091,13.0416,0,0,40.848,0,25.564,0,69.9384,0,0,0,43.155,0,0,0,89.872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,9.73,0,20.0018,348.975

12,02:45-03:00,118.125,0,0,0,43.1472,0,653.1525,8.381,0,0,92,679.493168,16.478852,0,0,53.4249,0,123.665625,125.5875,42.392196,15.804048,10.91181,0,21.5232,0,0.66955,26.39091,13.0416,0,0,40.848,0,25.564,0,69.9384,0,0,0,43.155,0,0,0,89.872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,9.73,0,20.0018,348.975

13,03:00-03:15,118.125,0,0,0,43.1472,0,653.1525,8.381,0,0,92,679.493168,16.478852,0,0,53.4249,0,123.665625,135.75,42.392196,15.804048,10.91181,0,21.5232,0,0.66955,26.39091,13.0416,0,0,34.224,0,12.782,0,69.9384,0,0,0,43.155,0,0,0,89.872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,9.73,0,20.0018,348.975

14,03:15-03:30,118.125,0,0,0,43.1472,0,653.1525,8.381,0,0,92,679.493168,16.478852,0,0,53.4249,0,123.665625,137.25,42.392196,15.804048,10.91181,0,21.5232,0,0.66955,26.39091,13.0416,0,0,34.224,0,12.782,0,69.9384,0,0,0,43.155,0,0,0,89.872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,9.73,0,20.0018,348.975

15,03:30-03:45,118.125,0,0,0,43.1472,0,653.1525,8.381,0,0,92,679.493168,16.478852,0,0,53.4249,0,123.665625,137.25,42.392196,15.804048,10.91181,0,21.5232,0,0.66955,26.39091,13.0416,0,0,34.224,0,12.782,0,69.9384,0,0,0,43.155,0,0,0,89.872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,9.73,0,20.0018,348.975

16,03:45-04:00,118.125,0,0,0,43.1472,0,653.1525,8.381,0,0,92,679.493168,16.478852,0,0,53.4249,0,123.665625,137.25,42.392196,15.804048,10.91181,0,21.5232,0,0.66955,26.39091,13.0416,0,0,34.224,0,12.782,0,69.9384,0,0,0,43.155,0,0,0,89.872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,9.73,0,20.0018,348.975

17,04:00-04:15,118.125,0,0,0,43.1472,0,653.1525,8.381,0,0,92,679.493168,16.478852,0,0,53.4249,0,123.665625,137.25,42.392196,15.804048,10.91181,0,26.904,0,0.66955,26.39091,6.5208,0,0,34.224,0,12.782,0,69.9384,0,0,0,43.155,0,0,0,89.872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,9.73,0,20.0018,348.975

18,04:15-04:30,118.125,0,0,0,43.1472,0,653.1525,8.381,0,0,92,679.493168,16.478852,0,0,53.4249,0,123.665625,137.25,42.392196,15.804048,10.91181,0,26.904,0,0.66955,26.39091,6.5208,0,0,34.224,0,12.782,0,69.9384,0,0,0,43.155,0,0,0,89.872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,9.73,0,20.0018,348.975

19,04:30-04:45,118.125,0,0,0,43.1472,0,653.1525,8.381,0,0,92,679.493168,16.478852,0,0,53.4249,0,123.665625,137.25,42.392196,15.804048,10.91181,0,32.55384,0,0.66955,26.39091,6.5208,0,14.04936,34.224,0,25.564,0,69.9384,0,0,0,43.155,0,0,0,89.872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,9.73,0,20.0018,348.975

20,04:45-05:00,118.125,0,0,0,43.1472,0,653.1525,8.381,0,0,92,679.493168,16.478852,0,0,53.4249,0,123.665625,137.25,42.392196,15.804048,10.91181,0,32.55384,0,0.66955,26.39091,13.0416,0,14.04936,34.224,0,25.564,0,69.9384,0,0,0,43.155,0,0,0,89.872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,9.73,0,20.0018,348.975

21,05:00-05:15,118.125,0,0,0,43.1472,0,653.1525,8.381,0,0,92,679.493168,16.478852,0,19.5082,53.4249,0,123.665625,134.25,42.392196,15.804048,10.91181,0,32.55384,12.537,0.66955,26.39091,13.0416,0,14.04936,40.848,0,25.564,0,69.9384,0,0,0,43.155,0,0,0,89.872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,9.73,0,20.0018,348.975

22,05:15-05:30,118.125,9.67784,0,0,43.1472,3.3325,653.1525,8.381,0,0,92,679.493168,16.478852,0,44.1302,53.4249,0,123.665625,131.25,42.392196,15.804048,10.91181,0,32.55384,12.537,0.66955,26.39091,13.0416,0,14.04936,40.848,0,25.564,0,69.9384,0,0,0,43.155,0,0,0,89.872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,9.73,0,20.0018,348.975

23,05:30-05:45,118.125,19.35568,0,0,43.1472,13.17004,653.1525,8.381,0,0,92,679.493168,16.478852,0,59.661,53.4249,0,123.665625,128.25,42.392196,15.804048,10.91181,0,21.5232,12.537,0.66955,26.39091,13.0416,0,28.09872,34.224,0,25.564,0,69.9384,0,0,0,43.155,0,0,0,89.872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.39908,147.515625,9.73,0,20.0018,348.975

