Block,Time,NR/01102023/02012046/L_NR_2021_17,NR/01102023/13082046/L_NR_2021_12,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/02122045/L_NR_2021_13,WR/01102023/01102023/L_NR_2020_06,SR/01102023/07102043/L_NR_2018_61,WR/01102023/30052048/L_NR_2022_10,NR/05012024/31012024/SJVN050124NR1341,WR/01102023/31032046/L_NR_2020_05,NR/05012024/31012024/SJVN050124NR1342,NR/26072023/31072042/L_NR_2023_07,L_NR_2019_19,NR/01102023/22052037/LT-59,WR/01102023/24112044/L_NR_2020_07,NR/22102023/11042047/L_NR_2021_16,NR/01102023/14082046/L_NR_2021_16,NR/01102023/25072045/L_NR_2021_15,NR/01102023/08032047/L_NR_2021_14,WR/01102023/01102023/L_NR_2022_09,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/L_NR_2019_05,NR/26072023/25122043/L_NR_2023_10,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/16072048/L_NR_2022_08,NR/01102023/19072037/LT-05,NR/20122023/29022024/IEX_LDC_231218_00501,NR/01102023/06022042/L_NR_2012_07,NR/01012024/31012024/HPX-GTAMLDCRA-141223-05423,NR/01102023/05012040/L_NR_2020_02,NR/01012024/31012024/HPX-TAMLDCRA-141223-05419,NR/01012024/31012024/HP-26,NR/01102023/25122043/GNA_MEJA_DELHI,NR/28012024/28012024/HPX-TAMCTG-270124-05944,NR/01102023/31052040/LT-31,NR/01102023/23072042/L_NR_2012_04,NR/20122023/29022024/IEX_LDC_231218_00502,NR/30092023/31122025/SH-07,NR/01012024/31012024/52,NR/06012024/31012024/NVVN/OA/16855,NR/01012024/31012024/HPX-GTAMLDCRA-141223-05424,NR/01102023/30042040/GNA_LT_36,NR/28012024/28012024/IEX_240127_06209,NR/01012024/31032024/ ChanjuII,NR/30092023/26122029/SH-06,NR/28012024/28012024/DD20240128NR22415,NR/01012024/31012024/HP-27,NR/01012024/31012024/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/01102023/31102037/L_NR_2019_11,NR/01102023/06022042/L_NR_2012_02,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/28012024/28012024/HPX-TAMCTG-270124-05943,NR/01102023/30042040/GNA_LT_35,NR/28012024/28012024/DD20240128NR22410,NR/01012024/31012024/HP-28,NR/01102023/15082037/GNA_NR_2012_01,NR/28012024/28012024/HPX-TAMCTG-270124-05946
6,01:15-01:30,0,0,0,0,7.5,15.41,24.88,0,22.5,0,0,0,0.650000,7.5,0,0,0,0,24.88,0,0,0,0,7.38,70.070000,8.170000,36.530000,5.770000,1.340000,6.730000,152.330000,0.000000,0.000000,0.000000,148.680000,11.530000,22.080000,0.000000,48.060000,18.260000,0.000000,0.000000,1.290000,22.080000,0.000000,57.240000,48.060000,0.950000,114.380000,23.070000,0.000000,0.000000,0.000000,24.500000,55.750000,0.000000

7,01:30-01:45,0,0,0,0,7.5,15.12,24.15,0,22.5,0,0,0,0.650000,7.5,0,0,0,0,24.15,0,0,0,0,7.27,70.070000,8.170000,36.530000,5.770000,1.340000,6.730000,152.330000,0.000000,0.000000,0.000000,148.680000,11.530000,22.080000,0.000000,48.060000,18.260000,0.000000,0.000000,1.290000,22.080000,0.000000,57.240000,48.060000,0.950000,114.380000,23.070000,0.000000,0.000000,0.000000,24.500000,55.750000,0.000000

8,01:45-02:00,0,0,0,0,7.5,14.73,22.45,0,22.5,0,0,0,0.650000,7.5,0,0,0,0,22.45,0,0,0,0,7.25,70.070000,8.170000,36.530000,5.770000,1.340000,6.730000,152.330000,0.000000,0.000000,0.000000,148.680000,11.530000,22.080000,0.000000,48.060000,18.260000,0.000000,0.000000,1.290000,22.080000,0.000000,57.240000,48.060000,0.950000,114.380000,23.070000,0.000000,0.000000,0.000000,24.500000,55.750000,0.000000

9,02:00-02:15,0,0,0,0,7.5,14.6,16.92,0,22.5,0,0,0,0.650000,7.5,0,0,0,0,16.92,0,0,0,0,7.1,70.070000,8.170000,36.530000,5.770000,1.340000,6.730000,152.330000,0.000000,0.000000,0.000000,148.680000,11.530000,22.080000,0.000000,48.060000,18.260000,0.000000,0.000000,1.290000,22.080000,0.000000,57.240000,48.060000,0.950000,114.380000,23.070000,0.000000,0.000000,0.000000,24.500000,55.750000,0.000000

10,02:15-02:30,0,0,0,0,7.5,14.18,16.64,0,22.5,0,0,0,0.650000,7.5,0,0,0,0,16.64,0,0,0,0,7.07,70.070000,8.170000,36.530000,5.770000,1.340000,6.730000,152.330000,0.000000,0.000000,0.000000,148.680000,11.530000,22.080000,0.000000,48.060000,18.260000,0.000000,0.000000,1.290000,22.080000,0.000000,57.240000,48.060000,0.950000,114.380000,23.070000,0.000000,0.000000,0.000000,24.500000,55.750000,0.000000

11,02:30-02:45,0,0,0,0,7.5,11.41,16.49,0,22.5,0,0,0,0.650000,7.5,0,0,0,0,16.49,0,0,0,0,6.96,70.070000,8.170000,36.530000,5.770000,1.340000,6.730000,152.330000,0.000000,0.000000,0.000000,148.680000,11.530000,22.080000,0.000000,48.060000,18.260000,0.000000,0.000000,1.290000,22.080000,0.000000,57.240000,48.060000,0.950000,114.380000,23.070000,0.000000,0.000000,0.000000,24.500000,55.750000,0.000000

12,02:45-03:00,0,0,0,0,7.5,11.16,16.31,0,22.5,0,0,0,0.650000,7.5,0,0,0,0,16.31,0,0,0,0,6.86,70.070000,8.170000,36.530000,5.770000,1.340000,6.730000,152.330000,0.000000,0.000000,0.000000,148.680000,11.530000,22.080000,0.000000,48.060000,18.260000,0.000000,0.000000,1.290000,22.080000,0.000000,57.240000,48.060000,0.950000,114.380000,23.070000,0.000000,0.000000,0.000000,24.500000,55.750000,0.000000

13,03:00-03:15,0,0,0,0,7.5,11.03,15.72,0,22.5,0,0,0,0.650000,7.5,0,0,0,0,15.72,0,0,0,0,5,70.070000,8.170000,36.530000,5.770000,1.340000,6.730000,152.330000,0.000000,0.000000,0.000000,148.680000,11.530000,22.080000,0.000000,48.060000,18.260000,0.000000,0.000000,1.290000,22.080000,0.000000,57.240000,48.060000,0.950000,114.380000,23.070000,0.000000,0.000000,0.000000,24.500000,55.750000,0.000000

14,03:15-03:30,0,0,0,0,7.5,10.7,14.87,0,22.5,0,0,0,0.650000,7.5,0,0,0,0,14.87,0,0,0,0,5,70.070000,8.170000,36.530000,5.770000,1.340000,6.730000,152.330000,0.000000,0.000000,0.000000,148.680000,11.530000,22.080000,0.000000,48.060000,18.260000,0.000000,0.000000,1.290000,22.080000,0.000000,57.240000,48.060000,0.950000,114.380000,23.070000,0.000000,0.000000,0.000000,24.500000,55.750000,0.000000

15,03:30-03:45,0,0,0,0,7.5,10.4,14.21,0,22.5,0,0,0,0.650000,7.5,0,0,0,0,14.21,0,0,0,0,5,70.070000,8.170000,36.530000,5.770000,1.340000,6.730000,152.330000,0.000000,0.000000,0.000000,148.680000,11.530000,22.080000,0.000000,48.060000,18.260000,0.000000,0.000000,1.290000,22.080000,0.000000,57.240000,48.060000,0.950000,114.380000,23.070000,0.000000,0.000000,0.000000,24.500000,55.750000,0.000000

16,03:45-04:00,0,0,0,0,7.5,10.12,13.44,0,22.5,0,0,0,0.650000,7.5,0,0,0,0,13.44,0,0,0,0,5,70.070000,8.170000,36.530000,5.770000,1.340000,6.730000,152.330000,0.000000,0.000000,0.000000,148.680000,11.530000,22.080000,0.000000,48.060000,18.260000,0.000000,0.000000,1.290000,22.080000,0.000000,57.240000,48.060000,0.950000,114.380000,23.070000,0.000000,0.000000,0.000000,24.500000,55.750000,0.000000

17,04:00-04:15,0,0,0,0,7.5,11.92,12.87,0,22.5,0,0,0,0.650000,7.5,0,0,0,0,12.87,0,0,0,0,5,70.070000,8.170000,36.530000,5.770000,1.340000,6.730000,152.330000,0.000000,0.000000,0.000000,148.680000,11.530000,22.080000,0.000000,48.060000,18.260000,0.000000,0.000000,1.370000,22.080000,0.000000,57.240000,48.060000,0.950000,114.380000,23.070000,0.000000,0.000000,0.000000,24.500000,55.750000,0.000000

18,04:15-04:30,0,0,0,0,7.5,11.83,12.33,0,22.5,0,0,0,0.650000,7.5,0,0,0,0,12.33,0,0,0,0,5,70.070000,8.170000,36.530000,5.770000,1.340000,6.730000,152.330000,0.000000,0.000000,0.000000,148.680000,11.530000,22.080000,0.000000,48.060000,18.260000,0.000000,0.000000,1.370000,22.080000,0.000000,57.240000,48.060000,0.950000,114.380000,23.070000,0.000000,0.000000,0.000000,24.500000,55.750000,0.000000

19,04:30-04:45,0,0,0,0,7.44,11.66,12.33,0,22.32,0,0,0,0.650000,7.44,0,0,0,0,12.33,0,0,0,0,5,65.930000,8.170000,36.530000,5.770000,1.340000,6.730000,152.330000,0.000000,0.000000,0.000000,148.680000,11.530000,22.080000,0.000000,48.060000,18.260000,0.000000,0.000000,1.370000,22.080000,0.000000,57.240000,48.060000,0.950000,114.380000,23.070000,0.000000,0.000000,0.000000,24.500000,55.750000,0.000000

20,04:45-05:00,0,0,0,0,7.41,11.52,12.33,0,22.26,0,0,0,0.650000,7.42,0,0,0,0,12.33,0,0,0,0,5,65.930000,8.170000,36.530000,5.770000,1.340000,6.730000,152.330000,0.000000,0.000000,0.000000,192.240000,11.530000,22.080000,0.000000,48.060000,18.260000,0.000000,0.000000,1.370000,22.080000,0.000000,57.240000,48.060000,0.950000,114.380000,23.070000,0.000000,0.000000,0.000000,24.500000,55.750000,0.000000

21,05:00-05:15,0,0,0,0,7.43,11.45,12.33,0,22.27,0,0,0,0.650000,7.42,0,0,0,0,12.33,0,0,0,0,5,65.930000,8.170000,36.530000,5.770000,1.300000,6.730000,152.330000,0.000000,0.000000,0.000000,230.690000,11.530000,22.080000,0.000000,48.060000,18.260000,0.000000,0.000000,1.290000,22.080000,0.000000,57.240000,48.060000,0.950000,141.300000,23.070000,0.000000,0.000000,0.000000,24.500000,53.590000,0.000000

22,05:15-05:30,0,0,0,0,7.44,11.04,12.33,0,22.32,0,0,0,0.650000,7.44,0,0,0,0,12.33,0,0,0,0,5,74.410000,8.170000,53.510000,5.770000,1.300000,6.730000,152.330000,0.000000,0.000000,0.000000,270.340000,11.530000,22.080000,0.000000,48.060000,18.260000,0.000000,0.000000,1.290000,22.080000,0.000000,57.240000,48.060000,0.950000,167.910000,23.070000,0.000000,0.000000,0.000000,24.500000,53.590000,0.000000

23,05:30-05:45,0,0,0,0,7.52,11.01,12.33,0,22.58,0,0,0,0.650000,7.53,0,0,0,0,12.33,0,0,0,0,5,82.880000,8.170000,53.510000,5.770000,1.300000,6.730000,152.330000,0.000000,0.000000,0.000000,270.340000,11.530000,22.080000,0.000000,48.060000,18.260000,0.000000,0.000000,1.290000,22.080000,0.000000,57.240000,48.060000,0.950000,215.970000,23.070000,0.000000,0.000000,0.000000,24.500000,53.590000,0.000000

24,05:45-06:00,0,0,0,0,7.54,11.01,12.33,0,22.67,0,0,0,0.650000,7.56,0,0,0,0,12.33,0,0,0,0,5,84.770000,8.170000,53.510000,5.770000,1.300000,6.730000,152.330000,0.000000,0.000000,0.000000,270.340000,11.530000,22.080000,0.000000,48.060000,18.260000,0.000000,0.000000,1.290000,22.080000,0.000000,57.240000,48.060000,0.950000,227.730000,23.070000,0.000000,0.000000,0.000000,24.500000,53.590000,0.000000

25,06:00-06:15,0,0,0,0,7.6,16.76,12.33,0,22.85,0,0,0,0.650000,7.62,0,0,0,0,12.33,0,0,0,0,5,65.930000,8.170000,60.190000,5.770000,1.300000,6.730000,77.520000,0.000000,0.000000,0.000000,270.340000,11.530000,22.080000,96.120000,48.060000,18.260000,0.000000,0.000000,1.290000,22.080000,0.000000,0.000000,48.060000,0.950000,260.100000,23.070000,0.000000,0.000000,0.000000,0.000000,53.590000,0.000000

26,06:15-06:30,0,0,0,0,7.69,16.44,12.33,0,23.09,0,0,0,0.650000,7.7,0,0,0,0,12.33,0,0,0,0,5,84.770000,8.170000,69.720000,5.770000,1.300000,6.730000,77.520000,0.000000,0.000000,0.000000,230.690000,11.530000,22.080000,96.120000,48.060000,18.260000,0.000000,0.000000,1.290000,22.080000,0.000000,0.000000,48.060000,0.950000,233.490000,23.070000,0.000000,0.000000,0.000000,0.000000,82.420000,0.000000

27,06:30-06:45,0,0,0,0,7.69,16.25,12.33,0,23.08,0,0,0,0.650000,7.69,0,0,0,0,12.33,0,0,0,0,5,114.910000,8.170000,86.700000,5.770000,1.300000,6.730000,77.520000,0.000000,0.000000,0.000000,270.340000,11.530000,13.410000,96.120000,48.060000,18.260000,0.000000,0.000000,1.290000,30.760000,0.000000,0.000000,48.060000,0.950000,260.100000,23.070000,0.000000,0.000000,0.000000,0.000000,99.600000,0.000000

28,06:45-07:00,0,0,0.4,0,7.63,16.07,12.33,0,22.84,0,0,0,0.650000,7.61,0,0,0,0,12.33,0,0,0,1.9,5,114.910000,8.170000,86.700000,5.770000,1.300000,6.730000,77.520000,0.000000,0.000000,0.000000,270.340000,11.530000,3.800000,96.120000,48.060000,18.260000,0.000000,0.000000,1.290000,30.760000,0.000000,0.000000,48.060000,0.950000,260.100000,23.070000,0.000000,0.000000,0.000000,0.000000,99.600000,0.000000

29,07:00-07:15,0,0.02,5.57,0,7.55,15.2,12.33,0,22.65,0,0,0.534545,0.650000,7.55,0,0,0,0,12.33,0,2.55,0,6.6,5,114.910000,8.170000,86.700000,5.770000,1.300000,6.730000,77.520000,0.000000,0.000000,0.000000,270.340000,11.530000,3.800000,96.120000,48.060000,18.260000,0.000000,0.000000,1.290000,30.760000,0.000000,0.000000,48.060000,0.950000,260.100000,23.070000,0.000000,0.000000,0.000000,0.000000,99.600000,0.000000

30,07:15-07:30,0,1.01,17.54,0.2,7.39,14.71,12.33,0,22.22,0,0,4.37355,0.650000,7.41,1,0,0,0.33,12.33,0,7.45,0,13.2,5,114.910000,8.170000,86.700000,5.770000,1.300000,6.730000,77.520000,0.000000,0.000000,0.000000,270.340000,11.530000,3.800000,96.120000,48.060000,18.260000,0.000000,0.000000,1.290000,30.760000,0.000000,0.000000,48.060000,0.950000,260.100000,22.110000,0.000000,0.000000,0.000000,0.000000,99.600000,0.000000

31,07:30-07:45,0,3.67,27.86,0.73,7.26,14.8,12.33,0,21.81,0,2,10.234107,0.650000,7.27,3,0,0.55,1.78,12.33,1,15.48,1,19,5,114.910000,8.170000,86.700000,5.770000,1.300000,6.730000,77.520000,0.000000,0.000000,0.100000,270.340000,11.530000,0.000000,96.120000,48.060000,18.260000,0.100000,0.000000,1.290000,30.760000,0.000000,0.000000,48.060000,0.950000,260.100000,22.110000,0.000000,0.100000,0.000000,0.000000,99.600000,0.000000

32,07:45:08:00,0,25.13,23.32,5.02,7.15,14.8,12.33,0,21.43,0,7,16.026631,0.650000,7.14,5,0,3.23,3.33,12.33,3,23.31,3,23.32,5,114.910000,8.170000,86.700000,5.770000,1.300000,6.730000,77.520000,0.000000,0.000000,0.420000,270.340000,11.530000,0.000000,96.120000,48.060000,18.260000,0.440000,0.000000,1.290000,30.760000,0.000000,0.000000,48.060000,0.950000,260.100000,21.150000,0.000000,0.420000,0.000000,0.000000,99.600000,0.000000

33,08:00-08:15,0,26.96,25.65,5.39,7,14.8,12.33,0,21.01,0,14,22.567518,0.650000,7.01,8,0,6.67,5,12.33,4,25.65,6,25.65,5,114.910000,8.170000,86.700000,5.770000,1.300000,6.730000,77.520000,0.000000,102.850000,2.870000,270.340000,11.530000,0.000000,48.060000,48.060000,18.260000,2.940000,0.000000,1.370000,30.760000,54.600000,0.000000,48.060000,0.950000,260.100000,21.150000,0.000000,2.870000,0.000000,0.000000,99.600000,0.000000

34,08:15-08:30,0,38.25,26.32,7.65,6.86,14.8,12.33,0,20.58,0,25,30.828668,0.650000,6.86,10,0,10.13,6.67,12.33,5,26.31,10,26.32,5,114.910000,8.170000,86.700000,5.770000,1.300000,6.730000,77.520000,0.000000,102.850000,2.870000,270.340000,11.530000,0.000000,48.060000,48.060000,18.260000,2.940000,0.000000,1.370000,30.760000,54.600000,0.000000,48.060000,0.950000,260.100000,20.190000,0.000000,2.870000,0.000000,0.000000,99.600000,0.000000

35,08:30-08:45,0,38.75,27.15,7.75,6.8,14.8,12.33,0,20.42,0,25,40.790643,0.650000,6.81,19,0,7.55,10,12.33,9,27.15,10,27.15,5,114.910000,8.170000,86.700000,5.770000,1.300000,6.730000,77.520000,0.000000,102.850000,2.870000,270.340000,11.530000,0.000000,48.060000,48.060000,18.260000,2.940000,0.000000,1.370000,30.760000,54.600000,0.000000,48.060000,0.950000,260.100000,19.220000,173.020000,2.870000,0.000000,0.000000,99.600000,0.000000

36,08:45:09:00,0,48.63,27.15,9.72,6.78,14.65,12.33,0,20.32,0,39,51.928617,0.650000,6.77,29,0,10.24,13.33,12.33,14,27.15,16,27.15,5,114.910000,8.170000,86.700000,5.770000,1.300000,6.730000,77.520000,0.000000,102.850000,2.870000,270.340000,11.530000,0.000000,48.060000,48.060000,18.260000,2.940000,0.000000,1.370000,30.760000,54.600000,0.000000,48.060000,0.950000,260.100000,18.260000,173.020000,2.870000,0.000000,0.000000,99.600000,0.000000

37,09:00:09:15,0,54.53,27.15,10.91,6.75,14.93,12.33,0,20.25,0,46,63.630293,0.650000,6.75,20,0,13.47,16.67,12.33,10,27.15,19,27.15,5,114.910000,8.170000,86.700000,5.770000,1.300000,6.730000,77.520000,0.000000,102.850000,3.010000,270.340000,11.530000,0.000000,48.060000,48.060000,18.260000,3.080000,0.000000,1.290000,30.760000,54.600000,0.000000,48.060000,0.950000,260.100000,0.000000,173.020000,3.010000,0.000000,0.000000,99.600000,0.000000

38,09:15-09:30,0,66.06,29.15,13.21,6.74,16.34,12.33,0,20.25,0,60,75.642977,0.650000,6.75,27,0,16.63,23.33,12.33,13,29.15,25,29.15,5,114.910000,8.170000,86.700000,5.770000,1.300000,6.730000,77.520000,0.000000,102.850000,3.870000,270.340000,11.530000,0.000000,48.060000,48.060000,18.260000,3.970000,0.000000,1.290000,30.760000,54.600000,0.000000,48.060000,0.950000,260.100000,0.000000,173.020000,3.870000,0.000000,0.000000,99.600000,0.000000

39,09:30-09:45,0,111.33,29.15,22.26,6.74,12.41,12.33,0,20.24,0,70,87.150273,0.650000,6.75,31,0,19.38,47.56,12.33,16,29.15,30,29.15,4,114.910000,8.170000,86.700000,5.770000,1.300000,6.730000,77.520000,0.000000,102.850000,4.750000,270.340000,11.530000,0.000000,48.060000,48.060000,18.260000,4.870000,0.000000,1.290000,30.760000,54.600000,0.000000,48.060000,0.950000,260.100000,0.000000,173.020000,4.750000,96.120000,0.000000,99.600000,29.800000

40,09:45-10:00,0,131.4,29.65,26.28,6.74,12.41,12.33,0,20.24,0,84,97.617636,0.650000,6.75,39,0,21.87,53.1,12.33,19,29.65,36,29.65,4,114.910000,8.170000,86.700000,5.770000,1.300000,6.730000,77.520000,0.000000,102.850000,5.420000,270.340000,11.530000,0.000000,48.060000,48.060000,18.260000,5.570000,0.000000,1.290000,30.760000,54.600000,0.000000,48.060000,0.950000,260.100000,0.000000,173.020000,5.420000,96.120000,0.000000,99.600000,29.800000

41,10:00-10:15,0,149.73,29.65,29.95,5.84,12.41,12.33,0,17.5,0,84,107.229727,0.650000,5.83,42,0,28,58.24,12.33,21,29.65,36,29.65,4,114.910000,8.170000,86.700000,5.770000,1.300000,6.730000,77.520000,0.000000,102.850000,6.420000,270.340000,11.530000,0.000000,48.060000,48.060000,18.260000,6.580000,0.000000,1.290000,30.760000,54.600000,0.000000,48.060000,0.950000,260.100000,0.000000,173.020000,6.420000,96.120000,0.000000,99.600000,29.800000

42,10:15-10:30,0,165.68,29.65,33.13,5.84,12.41,12.33,0,17.5,0,95,115.617224,0.650000,5.83,45,0,32,63.11,12.33,23,29.65,40,29.65,4,114.910000,8.170000,86.700000,5.770000,1.300000,6.730000,77.520000,0.000000,102.850000,8.030000,270.340000,11.530000,0.000000,48.060000,48.060000,18.260000,8.230000,0.000000,1.290000,30.760000,54.600000,0.000000,48.060000,0.950000,260.100000,0.000000,173.020000,8.030000,96.120000,0.000000,99.600000,29.800000

43,10:30-10:45,0,182.62,29.65,36.52,5.84,12.41,12.33,0,17.5,0,109,131.177343,0.650000,5.83,56,0,31,67.63,12.33,28,29.65,46,29.65,4,114.910000,8.170000,86.700000,5.770000,1.300000,6.730000,77.520000,0.000000,102.850000,10.000000,270.340000,11.530000,0.000000,48.060000,48.060000,18.260000,10.260000,0.000000,1.290000,30.760000,54.600000,0.000000,48.060000,0.950000,260.100000,0.000000,173.020000,10.000000,96.120000,0.000000,99.600000,29.800000

44,10:45-11:00,0,198.19,29.65,39.64,5.84,12.41,12.33,0,17.5,0,119,136.114595,0.650000,5.83,61,0,34,71.91,12.33,30,29.65,51,29.65,4,114.910000,8.170000,86.700000,5.770000,1.300000,6.730000,77.520000,0.000000,102.850000,7.500000,270.340000,11.530000,0.000000,48.060000,48.060000,18.260000,7.690000,0.000000,1.290000,30.760000,54.600000,0.000000,48.060000,0.950000,260.100000,0.000000,173.020000,7.500000,96.120000,0.000000,99.600000,19.220000

45,11:00-11:15,0,193.78,29.82,38.76,5.84,13.07,12.33,0,17.5,0,137,140.24517,0.650000,5.83,67,0,36,75.37,12.33,33,29.81,58,29.82,4,114.910000,8.170000,86.700000,5.770000,1.300000,6.730000,77.520000,0.000000,0.000000,8.130000,270.340000,11.530000,0.000000,96.120000,48.060000,18.260000,8.330000,76.900000,1.290000,30.760000,0.000000,0.000000,48.060000,0.950000,260.100000,0.000000,0.000000,8.130000,96.120000,0.000000,99.600000,0.000000

46,11:15-11:30,0,209.53,29.82,41.9,5.84,13.27,12.33,0,17.5,0,148,143.64682,0.650000,5.83,71,0,37.5,77.61,12.33,35,29.81,64,29.82,4,114.910000,8.170000,86.700000,5.770000,1.300000,6.730000,77.520000,0.000000,0.000000,9.140000,270.340000,11.530000,9.560000,96.120000,48.060000,18.260000,9.370000,76.900000,1.290000,30.760000,0.000000,0.000000,48.060000,0.950000,260.100000,0.000000,0.000000,9.140000,96.120000,0.000000,99.600000,0.000000

47,11:30-11:45,0,217.66,30.15,43.53,5.84,13.53,12.33,0,17.5,0,140,146.513925,0.650000,5.83,73,0,38.5,79.38,12.33,37,30.15,60,30.15,4,114.910000,8.170000,86.700000,5.770000,1.300000,6.730000,77.520000,0.000000,0.000000,9.660000,270.340000,11.530000,11.810000,96.120000,48.060000,18.260000,9.890000,76.900000,1.290000,33.010000,0.000000,0.000000,48.060000,0.950000,260.100000,0.000000,0.000000,9.660000,96.120000,0.000000,99.600000,0.000000

