Block,Time,NR/01102023/22052037/LT-59,NR/01102023/30042040/GNA_LT_35,NR/30092023/31122025/SH-07,NR/30092023/26122029/SH-06,NR/01102023/23072042/L_NR_2012_04,NR/01102023/06022042/L_NR_2012_02,NR/01102023/31052040/LT-31,NR/01102023/31102037/L_NR_2019_11,NR/01102023/19072037/LT-05,NR/01102023/06022042/L_NR_2012_07,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/30042040/GNA_LT_36,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/05012040/L_NR_2020_02,WR/01102023/29112042/L_NR_2019_05,WR/01102023/31032046/L_NR_2020_05,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2022_09,NR/26072023/31072042/L_NR_2023_07,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_07),SR/01102023/07102043/L_NR_2018_61,NR/22102023/11042047/L_NR_2021_16,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,L_NR_2019_19,NR/26072023/25122043/L_NR_2023_10,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/25072045/L_NR_2021_15,WR/01102023/24112044/L_NR_2020_07,NR/01102023/02122045/L_NR_2021_13,WR/01102023/16072048/L_NR_2022_08,NR/01102023/13082046/L_NR_2021_12
11,02:30-02:45,2.330000,0.000000,26.130000,26.130000,132.840000,183.850000,0.000000,2.390000,77.460000,38.100000,101.410000,26.140000,0.000000,0.000000,2.840000,0,20,13.33,13.33,0,6.66,0,4,0,0,0,0,0,0,0,6.67,0,6.66,0

12,02:45-03:00,2.330000,0.000000,26.130000,26.130000,132.840000,183.850000,0.000000,2.390000,77.460000,38.100000,101.410000,26.140000,0.000000,0.000000,2.840000,0,20,13.33,13.33,0,6.66,0,4,0,0,0,0,0,0,0,6.67,0,6.66,0

13,03:00-03:15,2.330000,0.000000,26.130000,26.130000,132.840000,232.860000,0.000000,2.390000,77.460000,50.110000,101.410000,26.140000,0.000000,0.000000,2.790000,0,20,13.33,13.33,0,6.66,0,4,0,0,0,0,0,0,0,6.67,0,6.66,0

14,03:15-03:30,2.330000,0.000000,26.130000,26.130000,132.840000,232.860000,0.000000,2.390000,77.460000,50.110000,101.410000,26.140000,0.000000,0.000000,2.790000,0,20,13.33,13.33,0,6.66,0,4,0,0,0,0,0,0,0,6.67,0,6.66,0

15,03:30-03:45,2.330000,0.000000,26.130000,26.130000,132.840000,232.860000,0.000000,2.390000,77.460000,50.110000,101.410000,26.140000,0.000000,0.000000,2.790000,0,20,13.33,13.33,0,6.66,0,4,0,0,0,0,0,0,0,6.67,0,6.66,0

16,03:45-04:00,2.330000,0.000000,26.130000,26.130000,132.840000,232.860000,0.000000,2.390000,77.460000,50.110000,101.410000,26.140000,0.000000,0.000000,2.790000,0,20,13.33,13.33,0,6.66,0,4,0,0,0,0,0,0,0,6.67,0,6.66,0

17,04:00-04:15,2.330000,0.000000,26.130000,26.130000,132.840000,232.860000,0.000000,2.310000,77.460000,50.110000,101.410000,26.140000,0.000000,0.000000,2.790000,0,20,13.33,13.33,0,6.66,0,4,0,0,0,0,0,0,0,6.67,0,6.66,0

18,04:15-04:30,2.330000,0.000000,26.130000,26.130000,132.840000,209.850000,0.000000,2.310000,77.460000,50.110000,101.410000,26.140000,0.000000,0.000000,2.790000,0,20,13.33,13.33,0,6.66,0,4,0,0,0,0,0,0,0,6.67,0,6.66,0

19,04:30-04:45,2.330000,0.000000,26.130000,26.130000,132.840000,209.850000,0.000000,2.310000,96.820000,50.110000,101.410000,26.140000,0.000000,0.000000,2.790000,0,20,13.33,13.33,0,6.66,0,4,0,0,0,0,0,0,0,6.67,0,6.66,0

20,04:45-05:00,2.330000,0.000000,26.130000,26.130000,132.840000,209.850000,0.000000,2.310000,105.530000,50.110000,101.410000,26.140000,0.000000,0.000000,2.790000,0,20,13.33,13.33,0,6.66,0,4,0,0,0,0,0,0,0,6.67,0,6.66,0

21,05:00-05:15,2.330000,0.000000,26.130000,26.130000,132.840000,232.860000,0.000000,2.310000,114.250000,58.090000,101.410000,26.140000,0.000000,0.000000,2.790000,0,20,12.26,12.26,0,6.66,0,4,0,0,0,0,0,0,0,6.67,0,6.66,0

22,05:15-05:30,2.330000,0.000000,26.130000,26.130000,132.840000,232.860000,0.000000,2.310000,118.510000,58.090000,101.410000,26.140000,0.000000,0.000000,2.790000,0,20,12.26,12.26,0,6.66,0,4,0,0,0,0,0,0,0,6.67,0,6.66,0

23,05:30-05:45,2.330000,0.000000,26.130000,26.130000,132.840000,232.860000,0.000000,2.310000,118.510000,58.090000,101.410000,27.110000,0.000000,0.000000,2.790000,0,20,12.26,12.26,0,6.66,0,4,0,0,0,0,0,0,0,6.67,0,6.66,0

24,05:45-06:00,2.330000,0.000000,26.130000,26.130000,132.840000,232.860000,0.000000,2.310000,118.510000,58.090000,101.410000,27.110000,0.000000,0.000000,2.790000,0,20,12.26,12.26,0,6.66,0,4,0,0.18,0,0,0,0,0,6.67,0,6.66,0

25,06:00-06:15,2.330000,0.000000,26.130000,26.130000,132.840000,232.860000,0.000000,2.310000,118.510000,58.090000,101.410000,27.110000,0.000000,0.000000,2.790000,0,20,12.26,12.26,0,6.66,1,4,0,1.66,0,0,0,0,0,6.67,0,6.66,0

26,06:15-06:30,2.330000,0.000000,26.130000,26.130000,132.840000,232.860000,0.000000,2.310000,118.510000,58.090000,101.410000,27.110000,0.000000,0.000000,2.790000,0,20,12.26,12.26,0,6.66,5,4,0,3.79,0,0.09735,0,0,0,6.67,0,6.66,0

27,06:30-06:45,2.330000,0.040000,26.130000,26.130000,132.840000,232.860000,0.040000,2.310000,118.510000,58.090000,101.410000,27.110000,0.040000,0.000000,2.790000,1,20,12.26,12.26,0,6.66,12,4.21,0,6.53,0,3.942675,0,3,0.32,6.67,0,6.66,0

28,06:45-07:00,2.330000,0.260000,26.130000,26.130000,132.840000,232.860000,0.260000,2.310000,118.510000,58.090000,101.410000,25.170000,0.260000,0.000000,2.790000,7.64,20,12.26,12.26,3.5,6.66,22.99,4.21,1,9.75,0,13.16172,1.5,15,1.08,6.67,0.16,6.66,0.79

29,07:00-07:15,2.330000,0.720000,26.130000,26.130000,132.840000,232.860000,0.720000,2.310000,118.510000,58.090000,101.410000,25.170000,0.740000,0.000000,2.790000,19.85,20,12.26,12.26,7,6.66,19.85,4.21,1,2.33,1,22.302885,3,19.85,2.55,6.67,1.2,6.66,5.99

30,07:15-07:30,2.330000,1.370000,26.130000,26.130000,132.840000,232.860000,1.370000,2.310000,118.510000,58.090000,101.410000,25.170000,1.400000,0.000000,2.790000,20.68,20,12.26,12.26,10.5,6.66,20.69,4.21,5,5,2,31.005975,4.5,20.68,5,6.67,3.07,6.66,15.36

31,07:30-07:45,2.330000,2.170000,26.130000,26.130000,132.840000,232.860000,2.170000,2.310000,118.510000,58.090000,101.410000,25.170000,2.220000,0.000000,2.790000,21.68,20,12.26,12.26,21,6.66,21.69,4.21,10,8.75,5,40.73124,9,21.68,9,6.67,5.84,6.66,29.18

32,07:45:08:00,2.330000,3.090000,26.130000,26.130000,132.840000,232.860000,3.090000,2.310000,118.510000,58.090000,101.410000,23.240000,3.170000,0.000000,2.790000,22.52,20,12.26,12.26,36.4,6.66,22.51,4.21,17,15.25,9,50.68041,15.6,22.52,12,6.67,9.26,6.66,46.3

33,08:00-08:15,2.330000,4.450000,26.130000,26.130000,132.840000,232.860000,4.450000,2.240000,118.510000,58.090000,101.410000,23.240000,4.560000,0.000000,2.790000,24.85,20,12.26,12.26,58.1,6.66,24.85,4,27,22.33,13,60.892425,24.9,24.85,17,6.67,13.2,6.66,66.02

34,08:15-08:30,2.330000,5.800000,26.130000,26.130000,132.840000,232.860000,5.800000,2.240000,109.790000,58.090000,101.410000,23.240000,5.950000,0.000000,2.790000,25.52,20,12.26,12.26,72.8,6.66,25.51,4,35,29.73,17,70.607955,31.2,25.52,21.5,6.67,17.27,6.66,86.36

35,08:30-08:45,2.330000,7.110000,26.130000,26.130000,132.840000,232.860000,7.110000,2.240000,101.080000,58.090000,101.410000,23.240000,7.290000,0.000000,2.790000,26.35,20,12.26,12.26,88.9,6.66,26.35,4,44,37.36,22,79.41813,38.1,26.35,25,6.67,20.45,6.66,102.27

36,08:45:09:00,2.330000,9.560000,26.130000,26.130000,132.840000,232.860000,9.560000,2.240000,92.370000,58.090000,101.410000,23.240000,9.800000,0.000000,2.790000,26.65,20,12.26,12.26,108.5,6.66,26.65,4,50,44.87,25,87.468975,46.5,26.65,27.8,6.67,23.95,6.66,119.74

37,09:00:09:15,1.560000,10.740000,26.130000,26.130000,132.840000,232.860000,10.740000,2.240000,83.650000,58.090000,101.410000,23.240000,11.010000,0.000000,2.750000,26.65,20,12.26,12.26,122.5,6.66,26.65,7.21,56,51.79,28,92.26833,52.5,26.65,30.5,6.67,27.53,6.66,137.63

38,09:15-09:30,2.180000,11.840000,26.130000,26.130000,132.840000,232.860000,11.840000,2.240000,72.030000,58.090000,101.410000,23.240000,12.140000,0.000000,2.750000,28.65,20,12.26,12.26,137.2,6.66,28.65,7.21,61,58.16,31,99.62799,58.8,28.65,33,6.67,30.94,6.66,154.69

39,09:30-09:45,2.180000,12.740000,26.130000,26.130000,132.840000,232.860000,12.740000,2.240000,87.140000,58.090000,101.410000,23.240000,13.050000,0.000000,2.750000,28.65,10,8.33,8.33,147,3.34,28.65,7.21,65,64.29,32,106.822155,63,28.65,36,3.33,34.08,6.66,170.41

40,09:45-10:00,2.180000,13.480000,26.130000,26.130000,132.840000,232.860000,13.480000,2.240000,96.820000,58.090000,101.410000,23.240000,13.810000,0.000000,2.750000,29.15,10,8.33,8.33,161,3.34,29.15,7.21,69,69.61,34,112.94547,69,29.15,37.5,3.33,36.69,6.66,183.46

41,10:00-10:15,2.260000,10.050000,26.130000,26.130000,132.840000,205.010000,10.050000,2.240000,118.510000,50.110000,101.410000,25.170000,10.290000,0.000000,2.750000,29.15,10,8.33,8.33,171.5,3.34,29.15,7.21,71,75.88,35,118.41654,73.5,29.15,39,3.33,38.99,6.66,194.97

42,10:15-10:30,2.260000,10.320000,26.130000,26.130000,132.840000,205.010000,10.320000,2.240000,118.510000,50.110000,72.360000,25.170000,10.580000,0.000000,2.750000,29.15,10,8.33,8.33,179.9,3.34,29.15,7.21,75,78.88,37,123.28404,77.1,29.15,42,3.33,41.26,6.66,206.29

43,10:30-10:45,2.260000,10.520000,26.130000,26.130000,132.840000,205.010000,10.520000,2.240000,118.510000,50.110000,53.250000,25.170000,10.780000,0.000000,2.750000,29.15,10,8.33,8.33,189,3.34,29.15,6.01,74,81.96,37,120.24672,81,29.15,43,3.33,45.57,6.66,227.85

44,10:45-11:00,2.260000,15.310000,26.130000,26.130000,132.840000,205.010000,10.640000,2.240000,118.510000,50.110000,53.250000,25.170000,15.690000,0.000000,2.750000,29.15,10,8.33,8.33,189,3.34,29.15,6.01,77,84.56,39,124.62747,81,29.15,43.5,3.33,46.67,6.66,233.33

45,11:00-11:15,2.260000,15.310000,26.130000,26.130000,132.840000,205.010000,10.650000,2.310000,118.510000,50.110000,53.250000,25.170000,15.690000,0.000000,2.750000,29.82,7.5,6.67,6.67,189,2.5,29.81,4,77,86.72,39,128.46306,81,29.82,44,2.5,46.67,4,233.33

46,11:15-11:30,2.260000,15.310000,26.130000,26.130000,132.840000,205.010000,10.650000,2.310000,118.510000,49.900000,53.250000,25.170000,15.690000,0.000000,2.750000,29.82,7.5,6.67,6.67,189,2.5,29.81,7.21,79,88.62,39,131.55879,81,29.82,46,2.5,46.67,4,233.33

47,11:30-11:45,2.260000,10.650000,26.130000,26.130000,132.840000,205.010000,10.650000,2.310000,72.030000,49.900000,53.250000,23.240000,10.920000,0.000000,2.750000,30.15,7.5,6.67,6.67,189,2.5,30.15,7.21,80,89.69,40,133.904925,81,30.15,46,2.5,46.67,4,233.33

48,11:45-12:00,2.260000,16.070000,26.130000,26.130000,132.840000,205.010000,16.070000,2.310000,72.030000,49.900000,53.250000,23.240000,16.470000,0.000000,2.750000,30.15,7.5,6.67,6.67,189,2.5,30.15,7.21,80,90.27,40,135.58908,81,30.15,46,2.5,46.67,4,233.33

49,12:00-12:15,2.330000,16.070000,26.130000,26.130000,132.840000,205.010000,16.070000,2.310000,72.030000,49.900000,53.250000,24.200000,16.470000,0.000000,2.750000,30.15,7.5,6.67,6.67,189,2.5,30.15,7.21,80,90.67,40,141.60531,81,30.15,46,2.5,46.67,4,233.33

50,12:15-12:30,2.330000,16.070000,26.130000,26.130000,132.840000,205.010000,16.070000,2.310000,72.030000,49.900000,53.250000,25.170000,16.470000,0.000000,2.750000,30.15,7.5,6.67,6.67,189,2.5,30.15,7.21,80,90.34,40,140.836245,81,30.15,45,2.5,46.67,4,233.33

51,12:30-12:45,2.330000,16.070000,26.130000,26.130000,132.840000,205.010000,16.070000,2.310000,72.030000,49.900000,53.250000,25.170000,16.470000,0.000000,2.750000,30.15,7.5,6.67,6.67,189,2.5,30.15,7.21,80,90.55,40,139.15209,81,30.15,45,2.5,46.67,4,233.33

52,12:45-13:00,2.330000,16.070000,26.130000,26.130000,132.840000,205.010000,16.070000,2.310000,72.030000,49.900000,53.250000,25.170000,16.470000,0.000000,2.750000,30.15,7.5,6.67,6.67,189,2.5,30.15,7.21,80,89.89,40,136.630725,81,30.15,45,2.5,46.67,4,233.33

53,13:00-13:15,2.410000,16.070000,26.130000,26.130000,132.840000,175.360000,16.070000,2.470000,72.030000,39.820000,53.250000,25.170000,16.470000,0.000000,2.790000,30.15,7.5,6.67,6.67,189,2.5,30.15,7.21,79,88.86,39,133.13586,81,30.15,44.5,2.5,46.67,4,233.33

54,13:15-13:30,2.410000,16.070000,26.130000,26.130000,132.840000,175.360000,16.070000,2.470000,72.030000,39.820000,53.250000,25.170000,16.470000,0.000000,2.790000,30.15,7.5,6.67,6.67,189,2.5,30.15,7.21,77,87.34,39,129.056895,81,30.15,44.5,2.5,46.67,4,233.33

55,13:30-13:45,2.410000,16.070000,26.130000,26.130000,132.840000,175.360000,16.070000,2.470000,72.030000,46.710000,53.250000,25.170000,16.470000,0.000000,2.790000,30.15,7.5,6.67,6.67,189,2.5,30.15,7.21,70,85.31,35,121.697235,81,30.15,42,2.5,46.67,4,233.33

56,13:45-14:00,2.410000,15.840000,26.130000,26.130000,132.840000,205.010000,15.840000,2.470000,67.770000,46.710000,53.250000,25.170000,16.240000,0.000000,2.790000,30.15,7.5,6.67,6.67,189,2.5,30.15,7.21,66,83.97,33,116.323515,81,30.15,41,2.5,46.67,4,233.33

57,14:00-14:15,2.490000,15.630000,26.130000,26.130000,132.840000,205.010000,15.630000,2.610000,67.770000,61.730000,53.250000,25.170000,16.020000,0.000000,2.790000,30.15,7.5,6.67,6.67,179.9,2.5,30.15,7.21,64,81.85,32,110.560395,77.1,30.15,40,2.5,45.71,4,228.55

58,14:15-14:30,2.490000,15.280000,26.130000,26.130000,132.840000,205.010000,15.280000,2.610000,67.770000,61.730000,53.250000,25.170000,15.660000,0.000000,2.790000,30.15,7.5,6.67,6.67,173.6,2.5,30.15,7.21,61,79,31,103.765365,74.4,30.15,38,2.5,43.78,4,218.9

59,14:30-14:45,2.490000,14.800000,26.130000,26.130000,132.840000,205.010000,14.800000,2.610000,76.490000,61.730000,53.250000,27.110000,15.170000,0.000000,2.790000,30.15,7.5,6.67,6.67,165.2,2.5,30.15,7.21,57,75.45,28,96.55173,70.8,30.15,37,2.5,41.25,4,206.24

60,14:45-15:00,2.490000,14.200000,26.130000,26.130000,132.840000,205.010000,14.200000,2.610000,106.500000,61.730000,53.250000,27.110000,14.560000,0.000000,2.790000,30.15,7.5,6.67,6.67,154,2.5,30.15,7.21,52,71.68,26,88.66638,66,30.15,34,2.5,38.72,4,193.59

61,15:00-15:15,2.570000,13.480000,26.130000,26.130000,132.840000,238.180000,13.480000,2.540000,118.510000,74.240000,82.300000,27.110000,13.820000,0.000000,2.790000,30.15,7.5,6.67,6.67,143.5,2.5,30.15,7.21,48,66.68,24,81.686385,61.5,30.15,31,2.5,37.65,4,188.23

62,15:15-15:30,2.570000,12.720000,26.130000,26.130000,132.840000,238.180000,12.720000,2.540000,118.510000,74.240000,101.410000,27.110000,13.040000,0.000000,2.790000,30.15,7.5,6.67,6.67,134.4,2.5,30.15,8.54,43,61.33,22,72.52575,57.6,30.15,30,2.5,34.89,4,174.44

63,15:30-15:45,2.570000,11.820000,26.130000,26.130000,132.840000,238.180000,11.820000,2.540000,118.510000,74.240000,101.410000,27.110000,12.120000,0.000000,2.790000,30.15,7.5,9.34,9.34,119,2.5,30.15,8.94,37,55.49,18,62.28453,51,30.15,25,2.5,32.16,4,160.81

64,15:45-16:00,2.570000,10.720000,26.130000,26.130000,132.840000,238.180000,10.720000,2.540000,118.510000,74.240000,101.410000,27.110000,10.990000,0.000000,2.790000,30.15,7.5,9.55,9.55,99.4,2.5,30.15,9.18,30,49.19,15,51.799935,42.6,30.15,23,2.5,28.74,4,143.69

65,16:00-16:15,2.570000,9.490000,26.130000,26.130000,132.840000,238.180000,9.490000,2.470000,118.510000,74.240000,101.410000,27.110000,9.730000,0.000000,2.840000,30.15,7.5,9.51,9.51,84,2.5,30.15,9.2,24,42.4,12,41.12064,36,30.15,19,2.5,25.03,4,125.13

66,16:15-16:30,2.570000,8.210000,26.130000,26.130000,132.840000,238.180000,8.210000,2.470000,118.510000,74.240000,101.410000,27.110000,8.420000,0.000000,2.840000,30.15,7.5,9.45,9.45,70,2.5,30.15,18.34,20,35.56,10,28.942155,30,30.15,15,2.5,21.3,6.66,106.51

67,16:30-16:45,2.570000,6.870000,26.130000,26.130000,132.840000,238.180000,6.870000,2.470000,118.510000,74.240000,101.410000,27.110000,7.040000,0.000000,2.840000,30.27,7.5,9.55,9.55,52.5,2.5,31.93,16.55,15,28.33,8,21.24177,22.5,24.41,12,2.5,17.42,6.66,87.08

68,16:45-17:00,2.570000,5.460000,24.710000,24.700000,132.840000,238.180000,5.460000,2.470000,118.510000,74.240000,101.410000,27.110000,5.610000,0.000000,2.840000,14.06,7.5,9.66,9.66,36.4,2.5,30,10.07,7,21.59,3,12.67497,15.6,12.88,9,2.5,13.72,6.66,68.59

69,17:00-17:15,2.570000,4.090000,24.710000,24.700000,132.840000,238.180000,4.090000,2.470000,118.510000,74.240000,101.410000,28.080000,4.190000,0.000000,2.840000,4.85,7.5,9.95,9.95,28,2.5,16,9.7,15,14.48,7,6.56139,12,0.6,5,2.5,9.79,6.66,48.98

70,17:15-17:30,2.570000,2.780000,24.710000,24.700000,132.840000,238.180000,2.780000,2.470000,118.510000,74.240000,101.410000,28.080000,2.850000,0.000000,2.840000,1,20,11.2,11.2,21,6.66,7,9.33,9,8.03,4,1.606275,9,1,3,6.67,6.12,6.66,30.63

71,17:30-17:45,2.570000,1.670000,24.710000,24.700000,132.840000,238.180000,1.670000,2.470000,118.510000,74.240000,101.410000,28.080000,1.710000,0.000000,2.840000,0.1,20,11.5,11.5,7,6.66,1,8.9,3,2.73,2,0.184965,3,0,2,6.67,2.9,6.66,14.48

72,17:45-18:00,2.570000,0.800000,24.710000,24.700000,132.840000,238.180000,0.800000,2.470000,118.510000,74.240000,101.410000,28.080000,0.820000,0.000000,2.840000,0,20,11.81,11.81,3.5,6.66,0,8.33,1,1,0,0,1.5,0,1,6.67,0.91,6.66,4.55

73,18:00-18:15,2.570000,0.230000,24.710000,24.700000,132.840000,238.180000,0.230000,2.470000,118.510000,74.240000,101.410000,28.080000,0.240000,0.000000,2.840000,0,20,12.1,12.1,0,6.66,0,7.9,0,0.33,0,0.09735,0,0,0,6.67,0.07,6.34,0.37

74,18:15-18:30,2.570000,0.000000,24.710000,24.700000,132.840000,238.180000,0.000000,2.470000,118.510000,74.240000,101.410000,28.080000,0.000000,0.000000,2.840000,0,20,13.34,13.34,0,6.66,0,7.7,0,0,0,0,0,0,0,6.67,0,6.34,0

75,18:30-18:45,2.570000,0.000000,24.710000,24.700000,132.840000,238.180000,0.000000,2.470000,118.510000,74.240000,101.410000,29.050000,0.000000,0.000000,2.840000,0,20,14.01,14.01,0,6.66,0,7.4,0,0,0,0,0,0,0,6.67,0,6.34,0

76,18:45-19:00,2.570000,0.000000,24.710000,24.700000,132.840000,238.180000,0.000000,2.470000,118.510000,74.240000,101.410000,29.050000,0.000000,0.000000,2.840000,0,20,14.34,14.34,0,6.66,0,7.2,0,0,0,0,0,0,0,6.67,0,6.34,0

77,19:00-19:15,2.570000,0.000000,24.710000,24.700000,132.840000,238.180000,0.000000,2.470000,118.510000,74.240000,101.410000,29.050000,0.000000,0.000000,2.840000,0,20,14.67,14.67,0,6.66,0,7.2,0,0,0,0,0,0,0,6.67,0,6.34,0

78,19:15-19:30,2.570000,0.000000,24.710000,24.700000,132.840000,238.180000,0.000000,2.470000,118.510000,74.240000,101.410000,29.050000,0.000000,0.000000,2.840000,0,20,15.01,15.01,0,6.66,0,7.01,0,0,0,0,0,0,0,6.67,0,6.34,0

79,19:30-19:45,1.950000,0.000000,24.710000,24.700000,132.840000,238.180000,0.000000,2.470000,118.510000,74.240000,101.410000,29.050000,0.000000,0.000000,2.840000,0,20,14.67,14.67,0,6.66,0,6.61,0,0,0,0,0,0,0,6.67,0,6.34,0

80,19:45-20:00,1.950000,0.000000,26.130000,26.130000,132.840000,238.180000,0.000000,2.470000,118.510000,74.240000,101.410000,29.050000,0.000000,0.000000,2.840000,0,20,14.34,14.34,0,6.66,0,6.61,0,0,0,0,0,0,0,6.67,0,8,0

81,20:00-20:15,2.410000,0.000000,26.130000,26.130000,132.840000,238.180000,0.000000,2.470000,118.510000,74.240000,101.410000,29.050000,0.000000,0.000000,2.790000,0,20,14.17,14.17,0,6.66,0,6.61,0,0,0,0,0,0,0,6.67,0,7.66,0

82,20:15-20:30,2.410000,0.000000,26.130000,26.130000,132.840000,238.180000,0.000000,2.470000,118.510000,74.240000,101.410000,29.050000,0.000000,0.000000,2.790000,0,20,13.33,13.33,0,6.66,0,6.61,0,0,0,0,0,0,0,6.67,0,7.66,0

83,20:30-20:45,2.410000,0.000000,26.130000,26.130000,132.840000,238.180000,0.000000,2.470000,118.510000,74.240000,101.410000,29.050000,0.000000,0.000000,2.790000,0,20,13.33,13.33,0,6.66,0,6.61,0,0,0,0,0,0,0,6.67,0,7.34,0

84,20:45-21:00,2.410000,0.000000,26.130000,26.130000,132.840000,238.180000,0.000000,2.470000,118.510000,74.240000,101.410000,29.050000,0.000000,0.000000,2.790000,0,20,13.33,13.33,0,6.66,0,6.61,0,0,0,0,0,0,0,6.67,0,7.34,0

85,21:00-21:15,2.410000,0.000000,26.130000,26.130000,132.840000,238.180000,0.000000,2.470000,118.510000,74.240000,101.410000,29.050000,0.000000,0.000000,2.790000,0,20,13.33,13.33,0,6.66,0,6.61,0,0,0,0,0,0,0,6.67,0,6.66,0

86,21:15-21:30,2.410000,0.000000,26.130000,26.130000,132.840000,238.180000,0.000000,2.470000,118.510000,74.240000,101.410000,29.050000,0.000000,0.000000,2.790000,0,20,13.33,13.33,0,6.66,0,6.61,0,0,0,0,0,0,0,6.67,0,6.66,0

87,21:30-21:45,2.410000,0.000000,26.130000,26.130000,132.840000,238.180000,0.000000,2.470000,118.510000,74.240000,101.410000,29.050000,0.000000,0.000000,2.790000,0,20.03,13.33,13.33,0,6.68,0,6.61,0,0,0,0,0,0,0,6.68,0,6.66,0

