Block,Time,KGSU1AND2,KGSU3AND4,NLCTS2EXP,NNTPP,RAPPB,SALAL,SIMHST1,ANTA_LF,DHAULIGNGA,DULHASTI,KKNPPU2,RIHAND2,SIMHST2,UNCHAHAR4,ANTA_CRF,BSIUL,KHSTPP-I,NLCIIST1,PARBATI3,RIHAND3,RSTPSU7,SEWA2,TelanganaSTPP,UNCHAHAR2,URI2,AURY_CRF,AURY_GF,AURY_LF,DADRI_CRF,DADRI_RF,BRBCL,FSTPP I & II,KOTESHWR,NAPP,RIHAND1,SASAN,SINGRAULI_HYDRO,TALA,TANAKPUR,UNCHAHAR1,UNCHAHAR3,KISHANGANGA,NLCIIST2,RSTPSU1TO6,TANDA2,ANTA_GF,CHAMERA1,DADRT2,KUDGI,NLCEXP,NTPL,RAPPC,VALLURNTECL,CHAMERA3,JHAJJAR,KHSTPP-II,KKNP,KOLDAM,TALST2,CHAMERA2,MAPS,NJPC,RAMPUR,SINGRAULI,TEHRI,URI,ANTA_RF,AURY_RF,DADRI_GF,DADRI_LF
63,15:30-15:45,0,0,0,0,0,12.78,0,0,9.11,32.96,0,118.76,0,0,0,0,44.92,0,0,124.32,0,0,0,42.4,5.38,0,0,0,0,65.76,15,14.3,8.87,41.65,92,416.25,0,1.65,10.89,20.56,0,0,0,0,0,0,0,341.57,0,0,0,51.9,0,0,454.31,148.3,0,0,0,2.4,0,46.78,0,103.12,0,5.19,41.16,68.96,0,21.92

64,15:45-16:00,0,0,0,0,0,12.78,0,0,9.11,32.96,0,118.76,0,0,0,0,44.92,0,0,124.32,0,0,0,42.4,5.38,0,0,0,0,65.76,15,14.3,8.87,41.65,92,416.25,0,1.65,10.89,20.56,0,0,0,0,0,0,0,341.57,0,0,0,51.9,0,0,454.31,148.3,0,0,0,2.4,0,46.78,0,103.12,0,5.19,41.16,68.96,0,21.92

65,16:00-16:15,0,0,0,0,0,12.78,0,0,9.11,32.96,0,118.76,0,0,0,0,44.92,0,0,124.32,0,0,0,42.4,5.38,0,0,0,0,65.76,15,14.3,8.87,41.65,92,416.25,0,2.38,10.89,20.56,0,0,0,0,0,0,0,341.57,0,0,0,51.9,0,0,454.31,148.3,0,0,0,2.4,0,46.78,0,103.12,0,5.19,40.11,68.96,0,21.92

66,16:15-16:30,0,0,0,0,0,12.78,0,0,9.11,32.96,0,118.76,0,0,0,0,44.92,0,0,124.32,0,0,0,42.4,5.38,0,0,0,0,65.76,15,14.3,8.87,41.65,92,416.25,0,2.38,10.89,20.56,0,0,0,0,0,0,0,341.57,0,0,0,51.9,0,0,454.31,148.3,0,0,0,2.4,0,46.78,0,103.12,0,5.19,40.11,68.96,0,21.92

67,16:30-16:45,0,0,0,0,0,12.78,0,0,9.11,32.96,0,118.76,0,0,0,0,44.92,0,0,124.32,0,0,0,42.4,5.38,0,0,0,0,65.76,15,14.3,8.87,41.65,92,416.25,0,2.38,10.89,20.56,0,0,0,0,0,0,0,341.57,0,0,0,51.9,0,0,454.31,148.3,0,0,0,2.4,0,46.78,0,118.12,0,5.19,40.11,68.96,0,21.92

68,16:45-17:00,0,0,0,0,0,12.78,0,0,9.11,32.96,0,118.76,0,0,0,0,44.92,0,0,124.32,0,0,0,42.4,5.38,0,0,0,0,65.76,15,14.3,8.87,41.65,92,416.25,0,2.38,10.89,20.56,0,0,0,0,0,0,0,341.57,0,0,0,51.9,0,0,454.31,148.3,0,0,0,2.4,0,46.78,0,118.12,0,5.19,40.11,68.96,0,21.92

69,17:00-17:15,0,0,0,0,0,20.91,0,0,18.23,49.43,0,118.76,0,0,0,0,44.92,0,0,124.32,0,0,0,42.4,5.38,0,0,0,0,65.76,15,7.81,8.87,41.65,92,416.25,0,1.03,10.89,20.56,0,0,0,0,0,0,0,341.57,0,0,0,51.9,0,0,454.31,148.3,0,0,0,2.4,0,46.78,0,120.75,14.93,5.19,40.11,68.96,0,21.92

70,17:15-17:30,0,0,0,0,0,20.91,0,0,18.23,49.43,0,118.76,0,0,0,0,44.92,0,0,124.32,0,0,0,42.4,5.38,0,0,0,0,65.76,15,7.81,8.87,41.65,92,416.25,0,0.88,10.89,20.56,0,0,0,0,0,0,0,341.57,0,0,0,51.9,0,0,454.31,148.3,0,0,0,2.4,0,46.78,0,123,14.93,5.19,40.11,68.96,0,21.92

71,17:30-17:45,0,0,0,0,0,25.57,0,0,18.23,49.43,0,118.76,0,0,0,0,44.92,0,0,124.32,0,0,0,42.4,5.38,0,0,0,0,65.76,15,7.81,8.87,41.65,92,416.25,0,0.59,10.89,20.56,0,0,0,0,0,0,0,341.57,0,0,0,51.9,0,0,454.31,148.3,0,0,0,2.4,0,70.17,0,125.25,29.87,5.19,40.11,68.96,0,21.92

72,17:45-18:00,0,0,0,0,0,79.38,0,0,18.23,49.43,0,118.76,0,0,0,1.1,44.92,0,0,124.32,0,0,0,42.4,5.38,0,0,0,0,65.76,15,7.81,8.87,41.65,92,416.25,0,0.29,10.89,20.56,0,0,0,0,0,0,14.05,341.57,0,0,0,51.9,0,9.68,454.31,148.3,0,0,0,11.33,0,93.56,0,127.5,46.69,5.19,40.11,68.96,0,21.92

73,18:00-18:15,0,0,0,0,0,79.38,0,0,27.48,49.43,0,118.76,0,0,0,3.3,44.92,0,3.56,124.32,0,2.67,0,42.4,5.38,0,0,0,0,65.76,15,7.81,8.87,41.65,92,416.25,0,0.14,10.89,20.56,0,0,0,0,0,0,28.1,341.57,0,0,0,51.9,0,19.36,454.31,148.3,0,0,0,26.34,0,116.95,0,129.75,46.69,5.19,40.63,69.29,0,21.92

74,18:15-18:30,0,0,0,0,0,79.38,0,0,37.65,49.43,0,118.76,0,0,0,19.56,44.92,0,33.1,124.32,0,7.19,0,42.4,5.38,0,0,0,0,65.76,15,7.81,19.72,41.65,92,416.25,0,0.14,13.06,20.56,0,0,0,0,0,0,42.15,341.57,0,0,0,51.9,0,30.56,454.31,148.3,0,0,0,40.79,0,140.34,0,129.75,62.24,5.19,40.63,69.29,0,21.92

75,18:30-18:45,0,0,0,0,0,79.38,0,0,37.65,49.43,0,118.76,0,0,0,19.56,44.92,0,49.01,124.32,0,15.81,0,42.4,5.38,0,0,0,0,65.76,15,7.81,19.72,41.65,92,416.25,0,0.24,13.06,20.56,0,0,0,0,0,0,42.15,341.57,0,0,0,51.9,0,30.56,454.31,148.3,0,0,0,40.79,0,140.34,0,132,62.24,8.83,40.63,69.29,0,21.92

76,18:45-19:00,0,0,0,0,0,25.57,0,0,37.65,49.43,0,118.76,0,0,0,19.56,44.92,0,49.01,124.32,0,15.81,0,42.4,5.38,0,0,0,0,65.76,15,7.81,19.72,41.65,92,416.25,0,0.24,13.06,20.56,0,0,0,0,0,0,42.15,341.57,0,0,0,51.9,0,30.56,454.31,148.3,0,0,0,40.79,0,140.34,0,134.25,62.24,8.83,40.95,69.29,0,21.92

77,19:00-19:15,0,0,0,0,0,25.57,0,0,37.65,49.43,0,118.76,0,0,0,19.56,44.92,0,49.01,124.32,0,15.81,0,42.4,5.38,0,0,0,0,65.76,15,7.81,19.72,41.65,92,416.25,0,0.24,13.06,20.56,0,0,0,0,0,0,42.15,341.57,0,0,0,51.9,0,30.56,454.31,148.3,0,0,0,40.79,0,140.34,0,136.12,62.24,41.95,41.16,69.29,0,21.92

78,19:15-19:30,0,0,0,0,0,25.57,0,0,37.65,49.43,0,118.76,0,0,0,19.56,44.92,0,49.01,124.32,0,15.81,0,42.4,5.38,0,0,0,0,65.76,15,7.81,19.72,41.65,92,416.25,0,0.45,11.91,20.56,0,0,0,0,0,0,42.15,341.57,0,0,0,51.9,0,30.56,454.31,148.3,0,0,0,40.79,0,140.34,0,136.12,62.24,41.95,41.16,69.29,0,21.92

79,19:30-19:45,0,0,0,0,0,25.57,0,0,37.65,49.43,0,118.76,0,0,0,19.56,44.92,0,49.01,124.32,0,15.81,0,42.4,5.38,0,0,0,0,65.76,15,7.81,19.72,41.65,92,416.25,0,0.73,11.91,20.56,0,0,0,0,0,0,42.15,341.57,0,0,0,51.9,0,30.56,454.31,148.3,0,0,0,40.79,0,140.34,0,136.12,62.24,8.83,41.16,69.29,0,21.92

80,19:45-20:00,0,0,0,0,0,25.57,0,0,37.65,49.43,0,118.76,0,0,0,19.56,44.92,0,6.36,124.32,0,15.81,0,42.4,5.38,0,0,0,0,65.76,15,7.81,19.72,41.65,92,416.25,0,0.88,11.91,20.56,0,0,0,0,0,0,42.15,341.57,0,0,0,51.9,0,30.56,454.31,148.3,0,0,0,40.79,0,140.34,0,136.12,62.24,6.63,41.16,69.29,0,21.92

81,20:00-20:15,0,0,0,0,0,12.78,0,0,37.65,49.43,0,118.76,0,0,0,19.56,44.92,0,3.18,124.32,0,12,0,42.4,5.38,0,0,0,0,65.76,15,14.27,19.72,41.65,92,416.25,0,1.03,11.91,20.56,0,0,0,0,0,0,42.15,341.57,0,0,0,51.9,0,30.56,454.31,148.3,0,0,0,40.79,0,140.34,0,136.12,62.24,6.63,41.16,69.29,0,21.92

82,20:15-20:30,0,0,0,0,0,12.78,0,0,27.48,49.43,0,118.76,0,0,0,6.52,44.92,0,3.18,124.32,0,8.84,0,42.4,5.38,0,0,0,0,65.76,15,7.81,9.86,41.65,92,416.25,0,1.18,10.89,20.56,0,0,0,0,0,0,42.15,341.57,0,0,0,51.9,0,19.36,454.31,148.3,0,0,0,26.34,0,116.95,0,136.12,62.24,6.63,41.16,69.29,0,21.92

83,20:30-20:45,0,0,0,0,0,12.78,0,0,18.23,49.43,0,118.76,0,0,0,6.52,44.92,0,3.18,124.32,0,8,0,42.4,5.38,0,0,0,0,65.76,15,7.81,8.87,41.65,92,416.25,0,1.18,10.89,20.56,0,0,0,0,0,0,42.15,341.57,0,0,0,51.9,0,9.68,454.31,148.3,0,0,0,12,0,93.56,0,136.12,62.24,8.83,41.16,69.29,0,21.92

84,20:45-21:00,0,0,0,0,0,12.78,0,0,18.23,49.43,0,118.76,0,0,0,6.52,44.92,0,3.18,124.32,0,8,0,42.4,5.38,0,0,0,0,65.76,15,7.81,8.87,41.65,92,416.25,0,1.18,10.89,20.56,0,0,0,0,0,0,42.15,341.57,0,0,0,51.9,0,9.68,454.31,148.3,0,0,0,12,0,70.17,0,136.12,62.24,8.83,41.16,69.29,0,21.92

85,21:00-21:15,0,0,0,0,0,12.78,0,0,18.23,49.43,0,118.76,0,0,0,6.52,44.92,0,3.18,124.32,0,8,0,42.4,5.38,0,0,0,0,65.76,15,7.81,8.87,41.65,92,416.25,0,1.23,10.89,20.56,0,0,0,0,0,0,42.15,341.57,0,0,0,51.9,0,9.68,454.31,148.3,0,0,0,12,0,46.78,0,136.12,62.24,41.95,41.16,69.29,0,21.92

86,21:15-21:30,0,0,0,0,0,12.78,0,0,18.23,49.43,0,118.76,0,0,0,0,44.92,0,3.18,124.32,0,8,0,42.4,5.38,0,0,0,0,65.76,15,7.81,8.87,41.65,92,416.25,0,1.23,10.89,20.56,0,0,0,0,0,0,42.15,341.57,0,0,0,51.9,0,9.68,454.31,148.3,0,0,0,12,0,46.78,0,136.12,62.24,41.95,41.16,69.29,0,21.92

87,21:30-21:45,0,0,0,0,0,12.78,0,0,18.23,49.43,0,118.76,0,0,0,0,44.92,0,3.18,124.32,0,8,0,42.4,7.54,0,0,0,0,65.76,15,7.81,8.87,41.65,92,416.25,0,1.41,10.89,20.56,0,0,0,0,0,0,28.1,341.57,0,0,0,51.9,0,9.68,454.31,148.3,0,0,0,12,0,46.78,0,136.12,62.24,41.95,41.16,69.29,0,21.92

88,21:45-22:00,0,0,0,0,0,12.78,0,0,18.23,49.43,0,118.76,0,0,0,0,44.92,0,3.18,124.32,0,8,0,42.4,7.54,0,0,0,0,65.76,15,7.81,8.87,41.65,92,416.25,0,1.53,10.89,20.56,0,0,0,0,0,0,28.1,341.57,0,0,0,51.9,0,9.68,454.31,148.3,0,0,0,12,0,46.78,0,136.12,62.24,41.95,41.16,69.29,0,21.92

89,22:00-22:15,0,0,0,0,0,12.78,0,0,9.11,32.96,0,118.76,0,0,0,0,44.92,0,0,124.32,0,8,0,42.4,7.54,0,0,0,0,65.76,15,14.3,8.87,41.65,92,416.25,0,1.82,10.89,20.56,0,0,0,0,0,0,12.48,341.57,0,0,0,51.9,0,9.68,454.31,148.3,0,0,0,12,0,46.78,0,136.12,60.98,6.63,41.68,69.5,0,21.92

90,22:15-22:30,0,0,0,0,0,12.78,0,0,9.11,32.96,0,118.76,0,0,0,0,44.92,0,0,124.32,0,8,0,42.4,7.54,0,0,0,0,65.76,15,14.3,8.87,41.65,92,416.25,0,1.86,10.89,20.56,0,0,0,0,0,0,11.85,341.57,0,0,0,51.9,0,9.68,454.31,148.3,0,0,0,12,0,46.78,0,136.12,46.69,4.97,41.68,69.5,0,21.92

91,22:30-22:45,0,0,0,0,0,12.78,0,0,9.11,32.96,0,118.76,0,0,0,0,44.92,0,0,124.32,0,2.67,0,42.4,7.54,0,0,0,0,65.76,15,14.3,8.87,41.65,92,416.25,0,1.86,10.89,20.56,0,0,0,0,0,0,11.85,341.57,0,0,0,51.9,0,9.68,454.31,148.3,0,0,0,12,0,46.78,0,136.12,46.69,4.97,41.68,69.5,0,21.92

92,22:45-23:00,0,0,0,0,0,12.78,0,0,9.11,32.96,0,118.76,0,0,0,0,44.92,0,0,124.32,0,0,0,42.4,7.54,0,0,0,0,65.76,15,14.3,8.87,41.65,92,416.25,0,1.86,10.89,20.56,0,0,0,0,0,0,11.85,341.57,0,0,0,51.9,0,9.68,454.31,148.3,0,0,0,12,0,46.78,0,136.12,46.69,4.97,41.68,69.5,0,21.92

93,23:00-23:15,0,0,0,0,0,12.78,0,0,9.11,32.96,0,118.76,0,0,0,0,44.92,0,0,124.32,0,0,0,42.4,7.54,0,0,0,0,65.76,15,14.3,8.87,41.65,92,416.25,0,1.86,10.89,20.56,0,0,0,0,0,0,11.85,341.57,0,0,0,51.9,0,9.68,454.31,148.3,0,0,0,12,0,46.78,0,136.12,46.69,4.97,42.74,69.5,0,21.92

94,23:15-23:30,0,0,0,0,0,12.78,0,0,9.11,32.96,0,118.76,0,0,0,0,44.92,0,0,124.32,0,0,0,42.4,7.54,0,0,0,0,65.76,15,14.3,8.87,41.65,92,416.25,0,1.86,10.89,20.56,0,0,0,0,0,0,11.85,341.57,0,0,0,51.9,0,9.68,454.31,148.3,0,0,0,12,0,46.78,0,136.12,46.69,4.97,42.74,69.5,0,21.92

95,23:30-23:45,0,0,0,0,0,12.78,0,0,9.11,32.96,0,118.76,0,0,0,0,44.92,0,0,124.32,0,0,0,42.4,7.54,0,0,0,0,65.76,15,14.3,8.87,41.65,92,416.25,0,1.86,10.89,20.56,0,0,0,0,0,0,11.85,341.57,0,0,0,51.9,0,9.68,454.31,148.3,0,0,0,13.17,0,46.78,0,136.12,46.69,41.95,42.74,69.5,0,21.92

96,23:45-24:00,0,0,0,0,0,12.78,0,0,9.11,32.96,0,118.76,0,0,0,0,44.92,0,0,124.32,0,0,0,42.4,7.54,0,0,0,0,65.76,15,14.3,8.87,41.65,92,416.25,0,1.86,10.89,20.56,0,0,0,0,0,0,11.85,341.57,0,0,0,51.9,0,9.68,454.31,148.3,0,0,0,13.17,0,46.78,0,136.12,46.69,41.95,42.74,69.5,0,21.92

