Time,Block,NR/2023/10181/A,NR/2023/11097/F,NR/2023/10486/A,NR/2023/11102/F,NR/2023/11341/F,NR/2023/11099/F,NR/2023/11166/F,NR/2023/11920/C,NR/2023/11368/F,NR/2023/11095/F,NR/2023/11104/F,NR/2023/11096/F,NR/2023/10433/A,NR/2023/11925/C,NR/2023/11221/F,NR/2023/11367/F,NR/2023/10197/A,NR/2023/11911/D,NR/2023/11154/F,NR/2023/11747/F,NR/2023/11913/D,NR/2023/11343/F,NR/2023/11914/C,NR/2023/11369/F,NR/2023/10182/A,NR/2023/11912/D,NR/2023/11100/F,Total
86,21:15-21:30,99.830000,0.420000,20.590000,0.710000,115.740000,0.420000,14.470000,8.650000,0.410000,2.890000,0.530000,0.620000,24.110000,0.000000,17.360000,0.340000,49.910000,0,9.640000,0.000000,0,48.220000,30.570000,0.720000,49.910000,0,0.620000,496.68

87,21:30-21:45,99.830000,0.420000,20.590000,0.710000,115.740000,0.420000,14.470000,8.650000,0.410000,2.890000,0.530000,0.620000,24.110000,0.000000,17.360000,0.340000,49.910000,0,9.640000,0.000000,0,48.220000,30.570000,0.720000,49.910000,0,0.620000,496.68

88,21:45-22:00,99.830000,0.420000,20.590000,0.710000,115.740000,0.420000,14.470000,8.650000,0.410000,2.890000,0.530000,0.620000,24.110000,0.000000,17.360000,0.340000,49.910000,0,9.640000,0.000000,0,48.220000,30.570000,0.720000,49.910000,0,0.620000,496.68

89,22:00-22:15,99.830000,0.420000,20.590000,0.710000,115.740000,0.420000,14.470000,8.830000,0.410000,2.890000,0.530000,0.620000,24.110000,0.000000,17.360000,0.340000,49.910000,0,9.640000,0.000000,0,48.220000,27.520000,0.720000,49.910000,0,0.620000,493.81

90,22:15-22:30,99.830000,0.420000,20.590000,0.710000,115.740000,0.420000,14.470000,8.830000,0.410000,2.890000,0.530000,0.620000,24.110000,0.000000,17.360000,0.340000,49.910000,0,9.640000,0.000000,0,48.220000,27.520000,0.720000,49.910000,0,0.620000,493.81

91,22:30-22:45,99.830000,0.420000,20.590000,0.710000,115.740000,0.420000,14.470000,8.830000,0.410000,2.890000,0.530000,0.620000,24.110000,0.000000,17.360000,0.340000,49.910000,0,9.640000,0.000000,0,48.220000,27.520000,0.720000,49.910000,0,0.620000,493.81

92,22:45-23:00,99.830000,0.420000,20.590000,0.710000,115.740000,0.420000,14.470000,8.830000,0.410000,2.890000,0.530000,0.620000,24.110000,0.000000,17.360000,0.340000,49.910000,0,9.640000,0.000000,0,48.220000,27.520000,0.720000,49.910000,0,0.620000,493.81

93,23:00-23:15,99.830000,0.420000,20.590000,0.710000,115.740000,0.420000,14.470000,9.030000,0.410000,2.890000,0.530000,0.620000,24.110000,0.000000,17.360000,0.340000,49.910000,0,9.640000,0.000000,0,48.220000,27.520000,0.720000,49.910000,0,0.620000,494.01

94,23:15-23:30,99.830000,0.420000,20.590000,0.710000,115.740000,0.420000,14.470000,9.030000,0.410000,2.890000,0.530000,0.620000,24.110000,0.000000,17.360000,0.340000,49.910000,0,9.640000,0.000000,0,48.220000,27.520000,0.720000,49.910000,0,0.620000,494.01

95,23:30-23:45,99.830000,0.420000,20.590000,0.710000,115.740000,0.420000,14.470000,9.030000,0.410000,2.890000,0.530000,0.620000,24.110000,0.000000,17.360000,0.340000,49.910000,0,9.640000,0.000000,0,48.220000,27.520000,0.720000,49.910000,0,0.620000,494.01

96,23:45-24:00,99.830000,0.420000,20.590000,0.710000,115.740000,0.420000,14.470000,9.030000,0.410000,2.890000,0.530000,0.620000,24.110000,0.000000,17.360000,0.340000,49.910000,0,9.640000,0.000000,0,48.220000,27.520000,0.720000,49.910000,0,0.620000,494.01

