Block,Time,KHSTPP-I,MAPS,PARBATI2,RAMPUR,RAPPB,SASAN,TALST2,UNCHAHAR1,UNCHAHAR2,UNCHAHAR3,URI2,DADRI_RF,CHAMERA2,CHAMERA3,NNTPP,RSTPSU1TO6,SINGRAULI,URI,AURY_LF,BRBCL,NLCEXP,RSTPSU7,SEWA2,TEHRI,TEHRIPSP,TelanganaSTPP,VALLURNTECL,DADRI_CRF,DADRT2,DHAULIGNGA,JHAJJAR,KHSTPP-II,UNCHAHAR4,ANTA_CRF,ANTA_RF,AURY_RF,KOLDAM,KUDGI,NLCTS2EXP,RAPPC,RAPPD,SALAL,TALA,ANTA_GF,AURY_GF,BSIUL,FSTPP I & II,KGSU3AND4,KKNPPU2,NTPL,PARBATI3,SIMHST1,SIMHST2,TANAKPUR,AURY_CRF,DADRI_LF,CHAMERA1,KGSU1AND2,KKNP,KOTESHWR,NLCIIST1,NLCIIST2,RIHAND3,SINGRAULI_HYDRO,DULHASTI,KISHANGANGA,NAPP,NJPC,RIHAND1,RIHAND2,TANDA2,ANTA_LF,DADRI_GF
55,13:30-13:45,45.53,0,0,5.7,0,337.5,0,21.65,45,27.69,36.97,78.25,47.12,33.94,0,0,113.75,48.57,0,24.99,0,0,12.22,0,0,0,0,0,689.38,42.46,667.25,98.87,3.22,0,47.91,77.92,8.62,0,0,65.42,23.96,63.92,24.91,0,0,19.56,14.6,0,0,0,32.71,0,0,11.91,0,0,42.15,0,0,10.14,0,0,130.84,0.66,55.38,6.96,24.36,175.79,98.32,125.27,5.73,0,0

56,13:45-14:00,45.53,0,0,5.7,0,337.5,0,21.65,45,27.69,36.97,78.25,47.12,33.94,0,0,113.75,48.57,0,24.99,0,0,12.22,0,0,0,0,0,689.38,42.46,667.25,98.87,3.22,0,47.91,77.92,8.62,0,0,65.42,23.96,63.92,24.91,0,0,19.56,14.6,0,0,0,32.71,0,0,11.91,0,0,42.15,0,0,10.14,0,0,130.84,0.66,55.38,6.96,24.36,175.79,98.32,125.27,5.73,0,0

57,14:00-14:15,45.53,0,0,5.7,0,337.5,0,21.65,45,27.69,36.97,78.25,47.12,33.94,0,0,113.75,48.57,0,24.99,0,0,12.22,0,0,0,0,0,689.38,42.46,667.25,98.87,3.22,0,47.28,77.92,8.62,0,0,65.42,23.96,63.92,30.79,0,0,19.56,14.6,0,0,0,32.71,0,0,11.91,0,0,42.15,0,0,10.14,0,0,130.84,0.66,55.38,6.96,24.36,175.79,98.32,125.27,5.73,0,0

58,14:15-14:30,45.53,0,0,5.7,0,337.5,0,21.65,45,27.69,36.97,78.25,47.12,33.94,0,0,113.75,48.57,0,24.99,0,0,12.22,0,0,0,0,0,689.38,42.46,667.25,98.87,3.22,0,47.28,77.92,8.62,0,0,65.42,23.96,63.92,30.79,0,0,19.56,14.6,0,0,0,32.71,0,0,11.91,0,0,42.15,0,0,10.14,0,0,130.84,0.66,55.38,6.96,24.36,175.79,98.32,125.27,5.73,0,0

59,14:30-14:45,45.53,0,0,5.7,0,337.5,0,21.65,45,27.69,36.97,78.25,47.12,33.94,0,0,113.75,48.57,0,24.99,0,0,12.22,0,0,0,0,0,689.38,42.46,667.25,98.87,3.22,0,47.28,77.92,8.62,0,0,65.42,23.96,72.05,30.79,0,0,19.56,14.6,0,0,0,32.71,0,0,11.91,0,0,42.15,0,0,10.14,0,0,130.84,0.66,55.38,6.96,24.36,175.79,98.32,125.27,5.73,0,0

60,14:45-15:00,45.53,0,0,5.7,0,337.5,0,21.65,45,27.69,36.97,78.25,47.12,33.94,0,0,113.75,48.57,0,24.99,0,0,12.22,0,0,0,0,0,689.38,42.46,667.25,98.87,3.22,0,47.28,77.92,8.62,0,0,65.42,23.96,72.05,30.75,0,0,19.56,14.6,0,0,0,32.71,0,0,11.91,0,0,42.15,0,0,10.14,0,0,130.84,0.66,55.38,6.96,24.36,175.79,98.32,125.27,5.73,0,0

61,15:00-15:15,45.53,0,0,5.7,0,337.5,0,21.65,45,27.69,36.97,78.25,47.12,33.94,0,0,113.75,48.57,0,24.99,0,0,12.22,0,0,0,0,0,689.38,42.46,667.25,98.87,3.22,0,47.28,77.92,8.62,0,0,65.42,23.96,72.05,20.4,0,0,19.56,14.6,0,0,0,32.71,0,0,11.91,0,0,42.15,0,0,10.14,0,0,130.84,0.66,55.38,6.96,24.36,175.79,98.32,125.27,5.73,0,0

62,15:15-15:30,45.53,0,0,5.7,0,337.5,0,21.65,45,27.69,36.97,78.25,47.12,33.94,0,0,113.75,48.57,0,24.99,0,0,12.22,0,0,0,0,0,689.38,42.46,667.25,98.87,3.22,0,47.28,77.92,8.62,0,0,65.42,23.96,72.05,17.78,0,0,19.56,14.6,0,0,0,32.71,0,0,11.91,0,0,42.15,0,0,10.14,0,0,130.84,0.66,55.38,6.96,24.36,175.79,98.32,125.27,5.73,0,0

63,15:30-15:45,45.53,0,0,5.7,0,337.5,0,21.65,45,27.69,36.97,78.25,47.12,33.94,0,0,113.75,48.57,0,24.99,0,0,12.22,0,0,0,0,0,689.38,42.46,667.25,98.87,3.22,0,47.28,77.92,8.62,0,0,65.42,23.96,69.72,17.78,0,0,19.56,14.6,0,0,0,22.3,0,0,9.99,0,0,42.15,0,0,10.14,0,0,130.84,0.66,55.38,6.96,24.36,175.79,98.32,125.27,5.73,0,0

64,15:45-16:00,45.53,0,0,5.7,0,337.5,0,21.65,45,27.69,36.97,78.25,47.12,33.94,0,0,113.75,48.57,0,24.99,0,0,12.22,0,0,0,0,0,689.38,42.46,667.25,98.87,3.22,0,47.28,77.92,8.62,0,0,65.42,23.96,69.72,17.73,0,0,19.56,14.6,0,0,0,22.3,0,0,9.99,0,0,42.15,0,0,10.14,0,0,130.84,0.66,55.38,6.96,24.36,175.79,98.32,125.27,5.73,0,0

65,16:00-16:15,45.53,0,0,5.7,0,337.5,0,21.65,45,27.69,36.97,78.25,47.12,33.94,0,0,113.75,48.57,0,24.99,0,0,12.22,0,0,0,0,0,549.38,42.46,667.25,98.87,3.22,0,46.65,77.92,8.62,0,0,65.42,23.96,69.72,17.58,0,0,19.56,14.6,0,0,0,22.3,0,0,9.99,0,0,42.15,0,0,10.14,0,0,130.84,0.47,55.38,6.96,24.36,175.79,98.32,125.27,5.73,0,0

66,16:15-16:30,45.53,0,0,5.7,0,337.5,0,21.65,45,27.69,36.97,78.25,47.12,33.94,0,0,113.75,48.57,0,24.99,0,0,12.22,0,0,0,0,0,549.38,42.46,667.25,98.87,3.22,0,46.65,77.92,8.62,0,0,65.42,23.96,69.72,17.58,0,0,19.56,14.6,0,0,0,32.71,0,0,9.99,0,0,42.15,0,0,10.14,0,0,130.84,0.47,55.38,6.96,24.36,175.79,98.32,125.27,5.73,0,0

67,16:30-16:45,45.53,0,0,5.7,0,337.5,0,21.65,45,27.69,36.97,78.25,47.12,33.94,0,0,113.75,48.57,0,24.99,0,0,12.22,0,0,0,0,0,549.38,42.46,667.25,98.87,3.22,0,46.02,77.92,8.62,0,0,65.42,23.96,69.72,22.93,0,0,19.56,14.6,0,0,0,37.17,0,0,9.99,0,0,42.15,0,0,10.14,0,0,130.84,0.47,55.38,6.96,24.36,175.79,98.32,125.27,5.73,0,0

68,16:45-17:00,45.53,0,0,5.7,0,337.5,0,21.65,45,27.69,36.97,78.25,47.12,33.94,0,0,113.75,48.57,0,24.99,0,0,12.22,16.19,0,0,0,0,549.38,42.46,667.25,98.87,3.22,0,46.02,77.92,8.62,0,0,65.42,23.96,69.72,22.76,0,0,19.56,14.6,0,0,0,37.17,0,0,9.99,0,0,42.15,0,0,10.14,0,0,130.84,0.47,55.38,6.96,24.36,175.79,98.32,125.27,5.73,0,0

69,17:00-17:15,45.53,0,0,5.7,0,337.5,0,21.65,45,27.69,36.97,78.25,47.12,33.94,0,0,113.75,48.57,0,24.99,0,0,12.22,32.38,0,0,0,0,549.38,42.46,667.25,98.87,3.22,0,46.02,77.92,8.62,0,0,65.42,23.96,69.72,27.46,0,0,19.56,14.6,0,0,0,37.17,0,0,9.99,0,0,42.15,0,0,10.14,0,0,130.84,0.47,55.38,6.96,24.36,175.79,98.32,125.27,5.73,0,0

70,17:15-17:30,45.53,0,0,5.7,0,337.5,0,21.65,45,27.69,36.97,78.25,47.12,33.94,0,0,113.75,48.57,0,24.99,0,0,12.22,48.57,0,0,0,0,549.38,42.46,667.25,98.87,3.22,0,46.02,77.92,8.62,0,0,65.42,23.96,69.72,27.46,0,0,19.56,14.6,0,0,0,37.17,0,0,9.99,0,0,42.15,0,0,10.14,0,0,130.84,0.47,55.38,6.96,24.36,175.79,98.32,125.27,5.73,0,0

71,17:30-17:45,45.53,0,0,5.7,0,337.5,0,21.65,45,27.69,36.97,78.25,47.12,33.94,0,0,113.75,48.57,0,24.99,0,0,12.22,64.76,0,0,0,0,549.38,42.46,667.25,98.87,3.22,0,46.02,77.92,8.62,0,0,65.42,23.96,63.92,27.22,0,0,19.56,14.6,0,0,0,32.71,0,0,11.91,0,0,42.15,0,0,10.14,0,0,130.84,0.47,55.38,6.96,24.36,175.79,98.32,125.27,5.73,0,0

72,17:45-18:00,45.53,0,0,5.7,0,337.5,0,21.65,45,27.69,36.97,78.25,47.12,33.94,0,0,113.75,48.57,0,24.99,0,0,12.22,64.76,0,0,0,0,549.38,42.46,667.25,98.87,3.22,0,46.02,77.92,8.62,0,0,65.42,23.96,63.92,27.19,0,0,19.56,14.6,0,0,0,32.71,0,0,11.91,0,0,42.15,0,0,10.14,0,0,130.84,0.47,55.38,6.96,24.36,175.79,98.32,125.27,5.73,0,0

73,18:00-18:15,45.53,0,0,5.7,0,337.5,0,21.65,45,27.69,36.97,78.25,47.12,33.94,0,0,113.75,48.57,0,24.99,0,0,12.22,64.76,0,0,0,0,549.38,42.46,667.25,98.87,3.22,0,45.38,77.92,8.62,0,0,65.42,23.96,63.92,32.63,0,0,19.56,17.38,0,0,0,32.71,0,0,11.91,0,0,42.15,0,0,10.14,0,0,130.84,0.41,55.38,6.96,24.36,175.79,98.32,125.27,5.73,0,0

74,18:15-18:30,45.53,0,0,5.7,0,337.5,0,21.65,45,27.69,36.97,79.04,47.12,33.94,0,0,113.75,48.57,0,24.99,0,0,12.22,64.76,0,0,0,0,549.38,42.46,667.25,98.87,3.22,0,45.38,77.92,8.62,0,0,65.42,23.96,63.92,32.63,0,0,19.56,17.38,0,0,0,32.71,0,0,11.91,0,0,42.15,0,0,10.14,0,0,130.84,0.41,55.38,6.96,24.36,175.79,98.32,125.27,5.73,0,0

75,18:30-18:45,45.53,0,0,5.7,0,337.5,0,21.65,45,27.69,36.97,79.04,47.12,33.94,0,0,113.75,48.57,0,24.99,0,0,12.22,64.76,83.18,0,0,0,549.38,42.46,667.25,98.87,3.22,0,45.38,77.92,8.62,0,0,65.42,23.96,63.92,26.7,0,0,19.56,17.38,0,0,0,32.71,0,0,11.91,0,0,42.15,0,0,20.29,0,0,130.84,0.41,55.38,6.96,24.36,175.79,98.32,125.27,5.73,0,0

76,18:45-19:00,45.53,0,0,5.7,0,337.5,0,21.65,45,27.69,36.97,79.04,47.12,33.94,0,0,113.75,48.57,0,24.99,0,0,12.22,64.76,83.18,0,0,0,549.38,42.46,667.25,98.87,3.22,0,45.38,77.92,8.62,0,0,65.42,23.96,63.92,26.25,0,0,19.56,17.38,0,0,0,35.68,0,0,11.91,0,0,42.15,0,0,30.43,0,0,130.84,0.41,55.38,6.96,24.36,175.79,98.32,125.27,5.73,0,0

77,19:00-19:15,45.53,0,0,5.7,0,337.5,0,21.65,45,27.69,36.97,79.04,47.12,33.94,0,0,113.75,48.57,0,24.99,0,0,12.22,64.76,83.18,0,0,0,549.38,42.46,667.25,98.87,3.22,0,45.63,77.92,8.62,0,0,65.42,23.96,63.92,26.25,0,0,19.56,17.38,0,0,0,26.76,0,0,11.91,0,0,42.15,0,0,40.57,0,0,130.84,0.41,55.38,6.96,24.36,175.79,98.32,125.27,5.73,0,0

78,19:15-19:30,45.53,0,0,5.84,0,337.5,0,21.65,45,27.69,36.97,79.04,49.59,35.69,0,0,113.75,48.57,0,24.99,0,0,12.99,66.31,83.18,0,0,0,549.38,44.81,667.25,98.87,3.22,0,45.63,77.92,8.62,0,0,65.42,23.96,63.92,26.46,0,0,20.46,17.38,0,0,0,57.98,0,0,11.91,0,0,42.27,0,0,44.64,0,0,130.84,0.41,57.67,7.18,24.36,177.44,98.32,125.27,5.73,0,0

79,19:30-19:45,45.53,0,0,5.84,0,337.5,0,21.65,45,27.69,36.97,79.04,49.59,35.69,0,0,113.75,48.57,0,24.99,0,0,12.99,66.31,83.18,0,0,0,549.38,44.81,667.25,98.87,3.22,0,46.02,77.92,8.62,0,0,65.42,23.96,63.92,32.1,0,0,20.46,17.38,0,0,0,57.98,0,0,11.91,0,0,42.27,0,0,44.64,0,0,130.84,0.41,57.67,7.18,24.36,177.44,98.32,125.27,5.73,0,0

80,19:45-20:00,45.53,0,0,5.84,0,337.5,0,21.65,45,27.69,36.97,79.04,49.59,35.69,0,0,113.75,48.57,0,24.99,0,0,12.99,66.31,83.18,0,0,0,549.38,44.81,667.25,98.87,3.22,0,46.02,77.92,8.62,0,0,65.42,23.96,63.92,32.25,0,0,20.46,17.38,0,0,0,57.98,0,0,11.91,0,0,42.27,0,0,44.64,0,0,130.84,0.41,57.67,7.18,24.36,177.44,98.32,125.27,5.73,0,0

81,20:00-20:15,45.53,0,0,5.84,0,337.5,0,21.65,45,27.69,36.97,79.04,49.59,35.69,0,0,113.75,48.57,0,24.99,0,0,12.99,66.31,83.18,0,0,0,549.38,44.81,667.25,98.87,3.22,0,46.65,77.92,8.62,0,0,65.42,23.96,63.92,32.55,0,0,20.46,17.38,0,0,0,57.98,0,0,11.91,0,0,42.27,0,0,44.64,0,0,130.84,0.41,57.67,7.18,24.36,177.44,98.32,125.27,5.73,0,0

82,20:15-20:30,45.53,0,0,5.84,0,337.5,0,21.65,45,27.69,36.97,79.04,49.59,35.69,0,0,113.75,48.57,0,24.99,0,0,12.99,66.31,83.18,0,0,0,549.38,44.81,667.25,98.87,3.22,0,46.65,77.92,8.62,0,0,65.42,23.96,63.92,32.69,0,0,20.46,17.38,0,0,0,57.98,0,0,11.91,0,0,42.27,0,0,44.64,0,0,130.84,0.41,57.67,7.18,24.36,177.44,98.32,125.27,5.73,0,0

83,20:30-20:45,45.53,0,0,5.84,0,337.5,0,21.65,45,27.69,36.97,79.04,49.59,35.69,0,0,113.75,48.57,0,24.99,0,0,12.99,66.31,83.18,0,0,0,549.38,44.81,667.25,98.87,3.22,0,46.65,77.92,8.62,0,0,65.42,23.96,63.92,32.25,0,0,20.46,17.38,0,0,0,57.98,0,0,11.91,0,0,42.27,0,0,44.64,0,0,130.84,0.41,57.67,7.18,24.36,177.44,98.32,125.27,5.73,0,0

84,20:45-21:00,45.53,0,0,5.84,0,337.5,0,21.65,45,27.69,36.97,79.04,49.59,35.69,0,0,113.75,48.57,0,24.99,0,0,12.99,66.31,83.18,0,0,0,549.38,44.81,667.25,98.87,3.22,0,46.65,77.92,8.62,0,0,65.42,23.96,63.92,32.34,0,0,20.46,17.38,0,0,0,57.98,0,0,11.91,0,0,42.27,0,0,44.64,0,0,130.84,0.41,57.67,7.18,24.36,177.44,98.32,125.27,5.73,0,0

85,21:00-21:15,45.53,0,0,5.84,0,337.5,0,21.65,45,27.69,36.97,79.04,49.59,35.69,0,0,113.75,48.57,0,24.99,0,0,12.99,66.31,83.18,0,0,0,549.38,44.81,667.25,98.87,3.22,0,47.28,77.92,8.62,0,0,65.42,23.96,63.92,32.34,0,0,20.46,17.38,0,0,0,57.98,0,0,11.91,0,0,42.27,0,0,44.64,0,0,130.84,0.41,57.67,7.18,24.36,177.44,98.32,125.27,5.73,0,0

86,21:15-21:30,45.53,0,0,5.7,0,337.5,0,21.65,45,27.69,36.97,79.04,47.12,33.94,0,0,111.85,48.57,0,24.99,0,0,12.22,66.31,83.18,0,0,0,549.38,42.46,667.25,98.87,3.22,0,47.28,77.92,8.62,0,0,65.42,23.96,63.92,32.48,0,0,19.56,17.38,0,0,0,13.38,0,0,11.91,0,0,42.15,0,0,40.57,0,0,130.84,0.41,55.38,6.96,24.36,175.79,98.32,125.27,5.73,0,0

87,21:30-21:45,45.53,0,0,5.7,0,337.5,0,21.65,45,27.69,36.97,79.04,47.12,33.94,0,0,111.85,48.57,0,24.99,0,0,12.22,66.31,83.18,0,0,0,549.38,42.46,667.25,98.87,3.22,0,47.28,77.92,8.62,0,0,65.42,23.96,63.92,32.63,0,0,19.56,17.38,0,0,0,17.84,0,0,11.91,0,0,42.15,0,0,40.57,0,0,130.84,0.41,55.38,6.96,24.36,175.79,98.32,125.27,5.73,0,0

88,21:45-22:00,45.53,0,0,5.84,0,337.5,0,21.65,45,27.69,36.97,79.04,49.59,35.69,0,0,111.85,48.57,0,24.99,0,0,12.99,66.31,83.18,0,0,0,549.38,44.81,667.25,98.87,3.22,0,47.28,77.92,8.62,0,0,65.42,23.96,63.92,32.79,0,0,20.46,17.38,0,0,0,57.98,0,0,11.91,0,0,42.27,0,0,44.64,0,0,130.84,0.41,57.67,7.18,24.36,177.44,98.32,125.27,5.73,0,0

89,22:00-22:15,45.53,0,0,5.84,0,337.5,0,21.65,45,27.69,36.97,79.04,49.59,35.69,0,0,111.85,48.57,0,24.99,0,0,12.99,66.31,83.18,0,0,0,549.38,44.81,667.25,98.87,3.22,0,48.04,77.92,8.62,0,0,65.42,23.96,63.92,32.93,0,0,20.46,18.35,0,0,0,57.98,0,0,11.91,0,0,42.27,0,0,44.64,0,0,130.84,0.41,57.67,7.18,24.36,177.44,98.32,125.27,5.73,0,0

90,22:15-22:30,45.53,0,0,5.84,0,337.5,0,21.65,45,27.69,36.97,79.04,49.59,35.69,0,0,111.85,48.57,0,24.99,0,0,12.99,66.31,83.18,0,0,0,549.38,44.81,667.25,98.87,3.22,0,48.04,77.92,8.62,0,0,65.42,23.96,63.92,32.93,0,0,20.46,18.35,0,0,0,57.98,0,0,11.91,0,0,42.27,0,0,44.64,0,0,130.84,0.41,57.67,7.18,24.36,177.44,98.32,125.27,5.73,0,0

91,22:30-22:45,45.53,0,0,5.84,0,337.5,0,21.65,45,27.69,36.97,79.04,49.59,35.69,0,0,113.75,48.57,0,24.99,0,0,12.99,66.31,83.18,0,0,0,549.38,44.81,667.25,98.87,3.22,0,48.04,77.92,8.62,0,0,65.42,23.96,63.92,32.93,0,0,20.46,18.35,0,0,0,57.98,0,0,11.91,0,0,42.27,0,0,44.64,0,0,130.84,0.41,57.67,7.18,24.36,177.44,98.32,125.27,5.73,0,0

92,22:45-23:00,45.53,0,0,5.7,0,337.5,0,21.65,45,27.69,36.97,79.04,47.12,33.94,0,0,113.75,48.57,0,24.99,0,0,12.22,64.76,83.18,0,0,0,549.38,42.46,667.25,98.87,3.22,0,48.04,77.92,8.62,0,0,65.42,23.96,63.92,32.93,0,0,19.56,18.35,0,0,0,22.3,0,0,11.91,0,0,42.15,0,0,40.8,0,0,130.84,0.41,55.38,6.96,24.36,175.79,98.32,125.27,5.73,0,0

93,23:00-23:15,45.53,0,0,5.7,0,337.5,0,21.65,45,27.69,36.97,79.04,47.12,33.94,0,0,113.75,48.57,0,24.99,0,0,12.22,64.76,83.18,0,0,0,549.38,42.46,667.25,98.87,3.22,0,48.04,78.96,8.62,0,0,65.42,23.96,63.92,32.93,0,0,19.56,18.35,0,0,0,22.3,0,0,11.91,0,0,42.15,0,0,40.57,0,0,130.84,0.41,55.38,6.96,24.36,175.79,98.32,125.27,5.73,0,0

94,23:15-23:30,45.53,0,0,5.7,0,337.5,0,21.65,45,27.69,36.97,79.04,47.12,33.94,0,0,113.75,48.57,0,24.99,0,0,12.22,64.76,83.18,0,0,0,549.38,42.46,667.25,98.87,3.22,0,48.04,78.96,8.62,0,0,65.42,23.96,63.92,32.93,0,0,19.56,18.35,0,0,0,32.71,0,0,11.91,0,0,42.15,0,0,40.57,0,0,130.84,0.41,55.38,6.96,24.36,175.79,98.32,125.27,5.73,0,0

95,23:30-23:45,45.53,0,0,5.7,0,337.5,0,21.65,45,27.69,36.97,79.04,47.12,33.94,0,0,113.75,48.57,0,24.99,0,0,12.22,64.76,83.18,0,0,0,549.38,42.46,667.25,98.87,3.22,0,48.04,78.96,8.62,0,0,65.42,23.96,63.92,32.93,0,0,19.56,18.35,0,0,0,37.17,0,0,11.91,0,0,42.15,0,0,40.57,0,0,130.84,0.41,55.38,6.96,24.36,175.79,98.32,125.27,5.73,0,0

96,23:45-24:00,45.53,0,0,5.7,0,337.5,0,21.65,45,27.69,36.97,79.04,47.12,33.94,0,0,113.75,48.57,0,24.99,0,0,12.22,64.76,83.18,0,0,0,549.38,42.46,667.25,98.87,3.22,0,48.04,78.96,8.62,0,0,65.42,23.96,63.92,32.93,0,0,19.56,18.35,0,0,0,37.17,0,0,11.91,0,0,42.15,0,0,40.57,0,0,130.84,0.41,55.38,6.96,24.36,175.79,98.32,125.27,5.73,0,0

