Block,Time,DADRT2,FSTPP I & II,KGSU3AND4,KKNP,MAPS,NLCTS2EXP,RAMPUR,RAPPC,RIHAND2,RSTPSU1TO6,SALAL,SIMHST1,ANTA_CRF,AURY_LF,JHAJJAR,KHSTPP-II,NAPP,TALA,TelanganaSTPP,UNCHAHAR3,URI,ANTA_LF,AURY_RF,KGSU1AND2,KISHANGANGA,NJPC,NNTPP,RIHAND1,RSTPSU7,URI2,DADRI_GF,DADRI_LF,DADRI_RF,SASAN,UNCHAHAR1,UNCHAHAR4,ANTA_GF,BRBCL,BSIUL,KHSTPP-I,KUDGI,SIMHST2,TANDA2,AURY_GF,KOTESHWR,NLCIIST1,RIHAND3,SINGRAULI,TALST2,UNCHAHAR2,CHAMERA1,CHAMERA2,CHAMERA3,DHAULIGNGA,KKNPPU2,NLCIIST2,PARBATI3,SEWA2,SINGRAULI_HYDRO,TANAKPUR,TEHRI,AURY_CRF,DADRI_CRF,DULHASTI,KOLDAM,NLCEXP,NTPL,RAPPB,VALLURNTECL,ANTA_RF
63,15:30-15:45,341.57,20.8,0,0,0,0,0,52.03,118.76,0,12.78,0,0,0,654.31,148.3,42.08,0,0,26.39,1.66,0,70.16,0,0,41.67,0,92,0,4.57,0,21.92,65.76,418.77,20.56,0,0,20.01,0,33.69,0,0,0,0,8.87,0,124.32,103.93,0,42.4,0,2.4,0,9.11,0,0,0,0,0,6.4,0,0,0,32.96,0,0,0,0,0,41.16

64,15:45-16:00,341.57,20.8,0,0,0,0,0,52.03,118.76,0,12.78,0,0,0,654.31,148.3,42.08,0,0,26.39,1.66,0,70.16,0,0,41.67,0,92,0,4.57,0,21.92,65.76,418.77,20.56,0,0,20.01,0,33.69,0,0,0,0,8.87,0,124.32,103.93,0,42.4,0,2.4,0,9.11,0,0,0,0,0,6.4,0,0,0,32.96,0,0,0,0,0,41.16

65,16:00-16:15,341.57,20.8,0,0,0,0,0,52.03,118.76,0,12.78,0,0,0,654.31,148.3,42.08,0,0,26.39,1.66,0,70.16,0,0,41.67,0,92,0,4.57,0,21.92,65.76,418.77,20.56,0,0,20.01,0,33.69,0,0,0,0,8.87,0,124.32,103.93,0,42.4,0,2.4,0,9.11,0,0,0,0,0,6.4,14.93,0,0,32.96,0,0,0,0,0,40.11

66,16:15-16:30,341.57,20.8,0,0,0,0,0,52.03,118.76,0,12.78,0,0,0,654.31,148.3,42.08,0,0,26.39,1.66,0,70.16,0,0,70.17,0,92,0,4.57,0,21.92,65.76,418.77,20.56,0,0,20.01,0,33.69,0,0,0,0,8.87,0,124.32,103.93,0,42.4,0,2.4,0,9.11,0,0,0,0,0,6.4,29.87,0,0,32.96,0,0,0,0,0,40.11

67,16:30-16:45,341.57,20.8,0,0,0,0,0,52.03,118.76,0,12.78,0,0,0,654.31,148.3,42.08,0,0,26.39,1.66,0,70.16,0,0,70.17,0,92,0,4.57,0,21.92,65.76,418.77,20.56,0,0,20.01,0,33.69,0,0,0,0,8.87,0,124.32,103.93,0,42.4,0,2.4,0,9.11,0,0,0,0,0,6.4,29.87,0,0,32.96,0,0,0,0,0,40.11

68,16:45-17:00,341.57,20.8,0,0,0,0,0,52.03,118.76,0,12.78,0,0,0,654.31,148.3,42.08,0,0,26.39,1.66,0,70.16,0,0,70.17,0,92,0,4.57,0,21.92,65.76,418.77,20.56,0,0,20.01,0,33.69,0,0,0,0,8.87,0,124.32,103.93,0,42.4,0,2.4,0,9.11,0,0,0,0,0,6.4,46.69,0,0,32.96,0,0,0,0,0,40.11

69,17:00-17:15,341.57,20.8,0,0,0,0,0,52.03,118.76,0,12.78,0,0,0,654.31,148.3,42.08,0,0,26.39,1.66,0,70.16,0,0,70.17,0,92,0,4.57,0,21.92,65.76,418.77,20.56,0,0,20.01,1.1,33.69,0,0,0,0,8.87,0,124.32,103.93,0,42.4,11.85,4,0,9.11,0,0,0,0,0,6.4,46.69,0,0,49.43,0,0,0,0,0,40.11

70,17:15-17:30,341.57,20.8,0,0,0,0,0,52.03,118.76,0,12.78,0,0,0,459.82,148.3,42.08,0,0,26.39,1.66,0,70.16,0,0,93.56,0,92,0,4.57,0,21.92,65.76,418.77,20.56,0,0,20.01,1.1,33.69,0,0,0,0,8.87,0,124.32,103.93,0,42.4,27.17,8,9.68,18.23,0,0,0,0,0,6.4,62.24,0,0,49.43,0,0,0,0,0,40.11

71,17:30-17:45,341.57,20.8,0,0,0,0,0,52.03,118.76,0,12.78,0,0,0,459.81,148.3,42.08,0,0,26.39,1.66,0,70.16,0,0,115.54,0,92,0,4.57,0,21.92,65.76,418.77,20.56,0,0,20.01,6.52,33.69,0,0,0,0,8.87,0,124.32,103.93,0,42.4,42.15,15.99,19.36,27.48,0,0,0,5.27,0,6.4,62.24,0,0,49.43,0,0,0,0,0,40.11

72,17:45-18:00,341.57,20.8,0,0,0,0,0,52.03,118.76,0,12.78,0,0,0,459.81,148.3,42.08,0,0,26.39,1.66,0,70.16,0,0,140.34,0,92,0,4.57,0,21.92,65.76,418.77,20.56,0,0,20.01,19.56,33.69,0,0,0,0,9.86,0,124.32,103.93,0,42.4,42.15,39.51,29.06,37.65,0,0,0,10.54,0,11.92,62.24,0,0,49.43,0,0,0,0,0,40.11

73,18:00-18:15,341.57,20.8,0,0,0,0,0,52.03,118.76,0,12.78,0,0,0,459.81,148.3,42.08,0,0,26.39,2.76,0,70.16,0,0,140.34,0,92,0,4.57,0,21.92,65.76,418.77,20.56,0,0,20.01,19.56,33.69,0,0,0,0,9.86,0,124.32,103.93,0,42.4,42.15,39.51,29.06,37.65,0,0,0,10.54,0,11.92,62.24,0,0,49.43,0,0,0,0,0,40.63

74,18:15-18:30,341.57,20.8,0,0,0,0,0,52.03,118.76,0,13.95,0,0,0,459.81,148.3,42.08,0,0,26.39,39.19,0,70.16,0,0,140.34,0,92,0,4.57,0,21.92,65.76,418.77,20.56,0,0,20.01,19.56,33.69,0,0,0,0,9.86,0,124.32,103.93,0,42.4,42.15,39.51,29.06,37.65,0,0,0,10.54,0,7.68,62.24,0,0,49.43,0,0,0,0,0,40.63

75,18:30-18:45,341.57,20.8,0,0,0,0,0,52.03,118.76,0,79.38,0,0,0,459.81,148.3,42.08,0,0,26.39,39.19,0,70.16,0,0,140.34,0,92,0,4.57,0,21.92,65.76,418.77,20.56,0,0,20.01,19.56,33.69,0,0,0,0,9.86,0,124.32,103.93,0,42.4,42.15,39.51,29.06,37.65,0,0,0,10.54,0,7.68,62.24,0,0,49.43,0,0,0,0,0,40.63

76,18:45-19:00,341.57,20.8,0,0,0,0,0,52.03,118.76,0,79.38,0,0,0,459.81,148.3,42.08,0,0,26.39,3.31,0,70.16,0,0,140.34,0,92,0,4.57,0,21.92,65.76,418.77,20.56,0,0,20.01,19.56,33.69,0,0,0,0,9.86,0,124.32,103.93,0,42.4,42.15,39.51,29.06,37.65,0,0,2.55,10.54,0,7.68,62.24,0,0,49.43,0,0,0,0,0,40.95

77,19:00-19:15,341.57,20.8,0,0,0,0,0,52.03,118.76,0,79.38,0,0,0,459.81,148.3,42.08,0,0,26.39,1.66,0,70.16,0,0,140.34,0,92,0,4.57,0,21.92,65.76,418.77,20.56,0,0,20.01,19.56,33.69,0,0,0,0,9.86,0,124.32,103.93,0,42.4,42.15,39.51,29.06,37.65,0,0,6.36,10.54,0,7.68,62.24,0,0,49.43,0,0,0,0,0,41.16

78,19:15-19:30,341.57,20.8,0,0,0,0,0,52.03,118.76,0,79.38,0,0,0,459.81,148.3,42.08,0,0,26.39,1.66,0,70.16,0,0,140.34,0,92,0,4.57,0,21.92,65.76,418.77,20.56,0,0,20.01,19.56,33.69,0,0,0,0,9.86,0,124.32,103.93,0,42.4,42.15,39.51,29.06,37.65,0,0,33.1,10.54,0,7.68,62.24,0,0,49.43,0,0,0,0,0,41.16

79,19:30-19:45,341.57,20.8,0,0,0,0,0,52.03,118.76,0,13.95,0,0,0,459.81,148.3,42.08,0,0,26.39,1.66,0,70.16,0,0,116.95,0,92,0,4.57,0,21.92,65.76,418.77,20.56,0,0,20.01,1.1,33.69,0,0,0,0,8.87,0,124.32,103.93,0,42.4,42.15,26.34,19.36,27.48,0,0,33.1,5.27,0,7.68,62.24,0,0,49.43,0,0,0,0,0,41.16

80,19:45-20:00,341.57,20.8,0,0,0,0,0,52.03,118.76,0,2.33,0,0,0,459.81,148.3,42.08,0,0,26.39,1.66,0,70.16,0,0,93.56,0,92,0,4.57,0,21.92,65.76,418.77,20.56,0,0,20.01,0,33.69,0,0,0,0,8.87,0,124.32,103.93,0,42.4,27.17,12,9.68,18.23,0,0,33.1,0,0,7.68,62.24,0,0,49.43,0,0,0,0,0,41.16

81,20:00-20:15,341.57,20.8,0,0,0,0,0,52.03,118.76,0,2.33,0,0,0,654.31,148.3,42.08,0,0,26.39,1.66,0,70.16,0,0,93.56,0,92,0,4.57,0,21.92,65.76,418.77,20.56,0,0,20.01,0,33.69,0,0,0,0,8.87,0,124.32,103.93,0,42.4,11.85,2.14,9.68,9.11,0,0,33.1,0,0,6.4,62.24,0,0,32.96,0,0,0,0,0,41.16

82,20:15-20:30,341.57,20.8,0,0,0,0,0,52.03,118.76,0,2.33,0,0,0,654.31,148.3,42.08,0,0,26.39,1.66,0,70.16,0,0,70.17,0,92,0,4.57,0,21.92,65.76,418.77,20.56,0,0,20.01,0,33.69,0,0,0,0,8.87,0,124.32,103.93,0,42.4,0,2.14,9.68,9.11,0,0,33.1,0,0,6.4,46.69,0,0,32.96,0,0,0,0,0,41.16

83,20:30-20:45,341.57,20.8,0,0,0,0,0,52.03,118.76,0,2.33,0,0,0,654.31,148.3,42.08,0,0,26.39,2.76,0,70.16,0,0,70.17,0,92,0,4.57,0,21.92,65.76,418.77,20.56,0,0,20.01,0,33.69,0,0,0,0,8.87,0,124.32,103.93,0,42.4,0,2.14,9.68,9.11,0,0,33.1,0,0,6.4,46.69,0,0,32.96,0,0,0,0,0,41.16

84,20:45-21:00,341.57,20.8,0,0,0,0,0,52.03,118.76,0,2.33,0,0,0,654.31,148.3,42.08,0,0,26.39,39.19,0,70.16,0,0,70.17,0,92,0,4.57,0,21.92,65.76,418.77,20.56,0,0,20.01,0,33.69,0,0,0,0,8.87,0,124.32,103.93,0,42.4,0,2.14,9.68,9.11,0,0,5.09,0,0,6.4,46.69,0,0,32.96,0,0,0,0,0,41.16

85,21:00-21:15,341.57,20.8,0,0,0,0,0,52.03,118.76,0,2.33,0,0,0,654.31,148.3,42.08,0,0,26.39,39.19,0,70.16,0,0,46.78,0,92,0,4.57,0,21.92,65.76,418.77,20.56,0,0,20.01,0,33.69,0,0,0,0,8.87,0,124.32,103.93,0,42.4,0,2.14,9.68,9.11,0,0,2.55,0,0,6.4,29.87,0,0,32.96,0,0,0,0,0,41.16

86,21:15-21:30,341.57,20.8,0,0,0,0,0,52.03,118.76,0,2.33,0,0,0,654.31,148.3,42.08,0,0,26.39,3.31,0,70.16,0,0,46.78,0,92,0,4.57,0,21.92,65.76,418.77,20.56,0,0,20.01,0,33.69,0,0,0,0,8.87,0,124.32,103.93,0,42.4,0,2.14,9.68,9.11,0,0,0,0,0,6.4,29.87,0,0,32.96,0,0,0,0,0,41.16

87,21:30-21:45,341.57,20.8,0,0,0,0,0,52.03,118.76,0,2.33,0,0,0,654.31,148.3,42.08,0,0,26.39,1.66,0,70.16,0,0,23.39,0,92,0,4.57,0,21.92,65.76,418.77,20.56,0,0,20.01,0,33.69,0,0,0,0,8.87,0,124.32,103.93,0,42.4,0,2.14,0,9.11,0,0,0,0,0,6.4,29.87,0,0,16.48,0,0,0,0,0,41.16

88,21:45-22:00,341.57,20.8,0,0,0,0,0,52.03,118.76,0,2.33,0,0,0,654.31,148.3,42.08,0,0,26.39,1.66,0,70.16,0,0,23.29,0,92,0,4.57,0,21.92,65.76,418.77,20.56,0,0,20.01,0,33.69,0,0,0,0,8.87,0,124.32,103.93,0,42.4,0,2.14,0,9.11,0,0,0,0,0,6.4,29.87,0,0,16.48,0,0,0,0,0,41.16

89,22:00-22:15,341.57,20.8,0,0,0,0,0,52.03,118.76,0,2.33,0,0,0,654.31,148.3,42.08,0,0,26.39,1.66,0,70.16,0,0,21.78,0,92,0,4.57,0,21.92,65.76,418.77,20.56,0,0,20.01,0,33.69,0,0,0,0,8.87,0,124.32,103.93,0,42.4,0,2.14,0,9.11,0,0,0,0,0,6.4,15.56,0,0,16.48,0,0,0,0,0,41.68

90,22:15-22:30,341.57,20.8,0,0,0,0,0,52.03,118.76,0,2.33,0,0,0,654.31,148.3,42.08,0,0,26.39,1.66,0,70.16,0,0,21.78,0,92,0,18.83,0,21.92,65.76,418.77,20.56,0,0,20.01,0,33.69,0,0,0,0,8.87,0,124.32,103.93,0,42.4,0,2.14,0,9.11,0,0,0,0,0,6.4,15.56,0,0,16.48,0,0,0,0,0,41.68

91,22:30-22:45,341.57,20.8,0,0,0,0,0,52.03,118.76,0,2.33,0,0,0,654.31,148.3,42.08,0,0,26.39,1.66,0,70.16,0,0,0,0,92,0,18.83,0,21.92,65.76,418.77,20.56,0,0,20.01,0,33.69,0,0,0,0,8.87,0,124.32,103.93,0,42.4,0,2.14,0,9.11,0,0,0,0,0,6.4,0,0,0,16.48,0,0,0,0,0,41.68

92,22:45-23:00,341.57,20.8,0,0,0,0,0,52.03,118.76,0,2.33,0,0,0,654.31,148.3,42.08,0,0,26.39,1.66,0,70.16,0,0,0,0,92,0,18.83,0,21.92,65.76,418.77,20.56,0,0,20.01,0,33.69,0,0,0,0,8.87,0,124.32,103.93,0,42.4,0,2.14,0,9.11,0,0,0,0,0,6.4,0,0,0,16.48,0,0,0,0,0,41.68

93,23:00-23:15,341.57,20.8,0,0,0,0,0,52.03,118.76,0,2.33,0,0,0,654.31,148.3,42.08,0,0,26.39,1.66,0,70.16,0,0,0,0,92,0,18.83,0,21.92,65.76,418.77,20.56,0,0,20.01,0,33.69,0,0,0,0,8.87,0,124.32,103.93,0,42.4,0,2.14,0,9.11,0,0,0,0,0,6.4,0,0,0,16.48,0,0,0,0,0,42.74

94,23:15-23:30,341.57,20.8,0,0,0,0,0,52.03,118.76,0,2.33,0,0,0,654.31,148.3,42.08,0,0,26.39,2.76,0,70.16,0,0,0,0,92,0,18.83,0,21.92,65.76,418.77,20.56,0,0,20.01,0,33.69,0,0,0,0,8.87,0,124.32,103.93,0,42.4,0,2.14,0,9.11,0,0,0,0,0,6.4,0,0,0,16.48,0,0,0,0,0,42.74

95,23:30-23:45,341.57,20.8,0,0,0,0,0,52.03,118.76,0,2.33,0,0,0,654.31,148.3,42.08,0,0,26.39,39.19,0,70.16,0,0,0,0,92,0,18.83,0,21.92,65.76,418.77,20.56,0,0,20.01,0,33.69,0,0,0,0,8.87,0,124.32,103.93,0,42.4,0,2.14,0,9.11,0,0,0,0,0,5.76,0,0,0,16.48,0,0,0,0,0,42.74

96,23:45-24:00,341.57,20.8,0,0,0,0,0,52.03,118.76,0,2.33,0,0,0,654.31,148.3,42.08,0,0,26.39,39.19,0,70.16,0,0,0,0,92,0,4.57,0,21.92,65.76,418.77,20.56,0,0,20.01,0,33.69,0,0,0,0,8.87,0,124.32,103.93,0,42.4,0,2.14,0,9.11,0,0,0,0,0,5.76,0,0,0,16.48,0,0,0,0,0,42.74

