Time,Block,NR/2024/18759/A/10284,NR/2024/18807/A/10327,NR/2024/18806/A/10357,NR/2024/18854/C,Total
48,11:45-12:00,0.920000,0.000000,9.660000,8.08,18.66

49,12:00-12:15,0.920000,0.000000,9.660000,8.31,18.89

50,12:15-12:30,0.920000,0.000000,9.660000,8.69,19.27

51,12:30-12:45,0.920000,0.000000,9.660000,8.69,19.27

52,12:45-13:00,0.920000,0.000000,9.660000,8.31,18.89

53,13:00-13:15,0.820000,0.000000,9.660000,8.11,18.59

54,13:15-13:30,0.820000,0.000000,9.660000,7.67,18.15

55,13:30-13:45,0.820000,0.000000,9.660000,7.67,18.15

56,13:45-14:00,0.820000,0.000000,9.660000,7.34,17.82

57,14:00-14:15,0.920000,1.930000,9.660000,6.74,19.25

58,14:15-14:30,0.920000,1.930000,9.660000,6.19,18.7

59,14:30-14:45,0.920000,1.930000,9.660000,6.53,19.04

60,14:45-15:00,0.920000,1.930000,9.660000,6.15,18.66

61,15:00-15:15,0.920000,1.930000,9.660000,5.79,18.3

62,15:15-15:30,0.920000,1.930000,9.660000,5.31,17.82

63,15:30-15:45,0.920000,1.930000,9.660000,4.83,17.34

64,15:45-16:00,0.920000,1.930000,9.660000,4.5,17.01

65,16:00-16:15,0.630000,1.930000,9.660000,3.86,16.08

66,16:15-16:30,0.630000,1.930000,9.660000,3.67,15.89

67,16:30-16:45,0.630000,1.930000,9.660000,3.38,15.6

68,16:45-17:00,0.630000,1.930000,9.660000,2.9,15.12

69,17:00-17:15,0.630000,1.930000,9.660000,2.41,14.63

70,17:15-17:30,0.630000,1.930000,9.660000,1.93,14.15

71,17:30-17:45,0.630000,1.930000,9.660000,1.74,13.96

72,17:45-18:00,0.630000,1.930000,9.660000,0.54,12.76

73,18:00-18:15,0.630000,1.930000,9.660000,0.26,12.48

74,18:15-18:30,0.630000,1.930000,9.660000,0.1,12.32

75,18:30-18:45,0.630000,1.930000,9.660000,0,12.22

76,18:45-19:00,0.630000,1.930000,9.660000,0,12.22

77,19:00-19:15,0.720000,1.930000,9.660000,0,12.31

78,19:15-19:30,0.720000,1.930000,9.660000,0,12.31

79,19:30-19:45,0.720000,1.930000,9.660000,0,12.31

80,19:45-20:00,0.720000,1.930000,9.660000,0,12.31

81,20:00-20:15,0.680000,1.930000,9.660000,0,12.27

82,20:15-20:30,0.680000,1.930000,9.660000,0,12.27

83,20:30-20:45,0.680000,1.930000,9.660000,0,12.27

84,20:45-21:00,0.680000,1.930000,9.660000,0,12.27

85,21:00-21:15,0.680000,1.930000,9.660000,0,12.27

86,21:15-21:30,0.680000,1.930000,9.660000,0,12.27

87,21:30-21:45,0.680000,1.930000,9.660000,0,12.27

88,21:45-22:00,0.680000,1.930000,9.660000,0,12.27

89,22:00-22:15,0.680000,1.930000,9.660000,0,12.27

90,22:15-22:30,0.680000,1.930000,9.660000,0,12.27

91,22:30-22:45,0.680000,1.930000,9.660000,0,12.27

92,22:45-23:00,0.680000,1.930000,9.660000,0,12.27

93,23:00-23:15,0.630000,1.930000,9.660000,0,12.22

94,23:15-23:30,0.630000,1.930000,9.660000,0,12.22

95,23:30-23:45,0.630000,1.930000,9.660000,0,12.22

96,23:45-24:00,0.630000,1.930000,9.660000,0,12.22

