Block,Time,NAPP,KISHANGANGA,SINGRAULI,RIHAND3,DADRI_LF,SEWA2,RAMPUR,UNCHAHAR4,UNCHAHAR1,ANTA_RF,RAPPB,URI,RIHAND1,URI2,RAPPC,KOTESHWR,SINGRAULI_HYDRO,UNCHAHAR2,TANDA2,KOLDAM,AURY_LF,ANTA_GF,JHAJJAR,CHAMERA3,AURY_CRF,NJPC,TANAKPUR,CHAMERA1,TEHRI,SALAL,AURY_GF,BSIUL,UNCHAHAR3,ANTA_CRF,ANTA_LF,AURY_RF,PARBATI3,CHAMERA2,DADRT2,DADRI_RF,DADRI_GF,DADRI_CRF,DHAULIGNGA,RIHAND2,DULHASTI,KHSTPP-I,BRBCL,TALA,KUDGI,KHSTPP-II,FSTPP I & II,SASAN,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
8,01:45-02:00,33.574983,0.000000,134.754563,119.621759,0.000000,5.028703,0.000000,0.000000,13.745720,0.000000,0.000000,45.919666,88.991600,14.963938,49.591149,17.167640,1.036249,41.003944,0.000000,0.000000,0.000000,0.000000,625.577189,18.722749,0.000000,135.756105,12.886758,27.127928,43.876728,73.060169,0.000000,6.307570,18.184853,0.000000,0.000000,0.000000,0.000000,38.218139,483.110343,0.000000,0.000000,0.000000,35.395151,114.262312,47.819981,38.750038,15.115921,24.172827,74.48,142.691864,11.278718,402.638625,0,0,0,0,0

9,02:00-02:15,33.781598,0.000000,134.754563,119.621759,0.000000,5.028703,0.000000,0.000000,13.745720,0.000000,0.000000,27.765379,88.991600,14.963938,49.591149,17.167640,1.036249,27.831543,0.000000,0.000000,0.000000,0.000000,625.577189,18.722749,0.000000,135.756105,12.886758,27.127928,43.876728,73.060169,0.000000,6.307570,18.184853,0.000000,0.000000,0.000000,0.000000,38.218139,439.581843,0.000000,0.000000,0.000000,35.395151,114.262312,47.819981,29.469375,16.494149,24.172827,74.48,142.691864,9.226978,402.638625,0,0,0,0,0

10,02:15-02:30,33.781598,0.000000,134.754563,119.621759,0.000000,5.028703,0.000000,0.000000,13.745720,0.000000,0.000000,21.357984,88.991600,14.963938,49.591149,17.167640,1.036249,27.831543,0.000000,0.000000,0.000000,0.000000,625.577189,18.722749,0.000000,135.756105,12.886758,13.589946,43.876728,73.060169,0.000000,6.307570,18.184853,0.000000,0.000000,0.000000,0.000000,38.218139,439.581843,0.000000,0.000000,0.000000,35.395151,114.262312,47.819981,29.469375,12.998689,24.172827,74.48,142.691864,9.226978,402.638625,0,0,0,0,0

11,02:30-02:45,33.988214,0.000000,134.754563,119.621759,0.000000,5.028703,0.000000,0.000000,13.745720,0.000000,0.000000,29.901178,88.991600,14.963938,49.591149,17.167640,1.036249,27.831543,0.000000,0.000000,0.000000,0.000000,625.577189,18.722749,0.000000,135.756105,12.886758,13.589946,43.876728,73.060169,0.000000,6.307570,18.184853,0.000000,0.000000,0.000000,0.000000,38.218139,439.581843,20.313300,0.000000,0.000000,35.395151,114.262312,47.819981,29.469375,15.375203,24.172827,74.48,142.691864,9.226978,402.638625,0,0,0,0,0

12,02:45-03:00,33.988214,0.000000,134.754563,119.621759,0.000000,5.028703,0.000000,0.000000,13.745720,0.000000,0.000000,29.901178,88.991600,14.963938,49.591149,17.167640,1.036249,27.831543,0.000000,0.000000,0.000000,0.000000,625.577189,18.722749,0.000000,135.756105,12.886758,13.589946,43.876728,73.060169,0.000000,6.307570,18.184853,0.000000,0.000000,0.000000,0.000000,38.218139,439.581843,22.931201,0.000000,0.000000,35.395151,114.262312,47.819981,29.469375,18.869464,24.172827,74.48,94.533455,9.226978,402.638625,0,0,0,0,0

13,03:00-03:15,34.194829,0.000000,134.754563,119.621759,0.000000,5.028703,0.000000,0.000000,13.745720,0.000000,0.000000,29.901178,88.991600,14.963938,49.591149,17.167640,1.036249,27.831543,0.000000,0.000000,0.000000,0.000000,625.577189,18.722749,0.000000,135.756105,11.771557,13.589946,43.876728,76.769378,0.000000,6.307570,18.184853,0.000000,0.000000,0.000000,0.000000,38.218139,439.581843,22.931201,0.000000,0.000000,35.395151,114.262312,47.819981,29.469375,17.410412,24.172827,74.48,94.533455,9.226978,402.638625,0,0,0,0,0

14,03:15-03:30,34.194829,0.000000,134.754563,119.621759,0.000000,4.255056,0.000000,0.000000,13.745720,0.000000,0.000000,29.901178,88.991600,14.963938,49.591149,17.167640,1.036249,27.831543,0.000000,0.000000,0.000000,0.000000,625.577189,18.722749,0.000000,135.756105,11.771557,13.589946,43.876728,76.769378,0.000000,6.307570,18.184853,0.000000,0.000000,0.000000,0.000000,38.218139,439.581843,22.931201,0.000000,0.000000,35.395151,114.262312,47.819981,29.469375,18.399516,24.172827,74.48,94.533455,9.226978,402.638625,0,0,0,0,0

15,03:30-03:45,34.298136,0.000000,134.754563,119.621759,0.000000,0.000000,0.000000,0.000000,13.745720,0.000000,0.000000,29.901178,88.991600,14.963938,49.591149,17.167640,1.036249,27.831543,0.000000,0.000000,0.000000,0.000000,625.577189,18.722749,0.000000,135.756105,11.771557,13.589946,43.876728,76.769378,0.000000,6.307570,18.184853,0.000000,0.000000,0.000000,0.000000,38.218139,439.581843,22.931201,0.000000,0.000000,35.395151,114.262312,47.819981,29.469375,17.529863,24.172827,74.48,94.533455,9.226978,402.638625,0,0,0,0,0

16,03:45-04:00,34.298136,0.000000,134.754563,119.621759,0.000000,0.000000,0.000000,0.000000,13.745720,0.000000,0.000000,29.901178,88.991600,14.963938,49.591149,17.167640,1.036249,27.831543,0.000000,0.000000,0.000000,0.000000,625.577189,18.722749,0.000000,135.756105,11.771557,13.589946,43.876728,76.769378,0.000000,6.307570,18.184853,0.000000,0.000000,0.000000,0.000000,38.218139,439.581843,22.931201,0.000000,0.000000,35.395151,114.262312,47.819981,29.469375,19.346045,24.172827,74.48,94.533455,9.226978,402.638625,0,0,0,0,0

17,04:00-04:15,34.401444,0.000000,134.754563,119.621759,0.000000,0.000000,0.000000,0.000000,13.745720,0.000000,0.000000,29.901178,88.991600,14.963938,49.591149,17.167640,1.036249,27.831543,0.000000,0.000000,0.000000,0.000000,625.577189,18.722749,0.000000,135.756105,11.771557,13.589946,43.876728,76.769378,0.000000,6.307570,18.184853,0.000000,0.000000,0.000000,0.000000,38.218139,439.581843,22.931201,0.000000,0.000000,35.395151,114.262312,47.819981,29.469375,19.346045,24.172827,74.48,94.533455,9.226978,402.638625,0,0,0,0,0

18,04:15-04:30,34.401444,0.000000,134.754563,119.621759,0.000000,0.000000,0.000000,0.000000,13.745720,0.000000,0.000000,29.901178,88.991600,14.963938,49.591149,17.167640,1.036249,27.831543,0.000000,0.000000,0.000000,0.000000,625.577189,18.722749,0.000000,135.756105,11.771557,3.438752,43.876728,76.769378,0.000000,6.307570,18.184853,0.000000,0.000000,0.000000,0.000000,38.218139,439.581843,22.931201,0.000000,0.000000,35.395151,114.262312,47.819981,29.469375,19.346045,24.172827,74.48,94.533455,9.226978,402.638625,0,0,0,0,0

19,04:30-04:45,34.504752,0.000000,122.636519,119.621759,0.000000,0.000000,0.000000,0.000000,13.745720,0.000000,0.000000,29.901178,61.158123,14.963938,49.591149,17.167640,1.036249,27.831543,0.000000,0.000000,0.000000,0.000000,625.577189,18.722749,0.000000,135.756105,11.771557,3.438752,43.876728,76.769378,0.000000,6.307570,18.184853,0.000000,0.000000,0.000000,0.000000,38.218139,439.581843,22.931201,0.000000,0.000000,35.395151,88.263513,47.819981,29.469375,19.346045,24.172827,74.48,94.533455,9.226978,402.638625,0,0,0,0,0

20,04:45-05:00,34.504752,0.000000,122.636519,119.621759,0.000000,0.000000,0.000000,0.000000,13.745720,0.000000,0.000000,29.901178,61.158123,14.963938,49.591149,17.167640,1.036249,27.831543,0.000000,0.000000,0.000000,0.000000,625.577189,18.722749,0.000000,135.756105,11.771557,3.438752,43.876728,76.769378,0.000000,6.307570,18.184853,0.000000,0.000000,0.000000,0.000000,38.218139,439.581843,22.931201,0.000000,0.000000,35.395151,88.263513,47.819981,29.469375,19.346045,24.172827,74.48,94.533455,9.226978,402.638625,0,0,0,0,0

21,05:00-05:15,34.608059,0.000000,122.636519,119.621759,0.000000,0.000000,0.000000,0.000000,13.745720,0.000000,0.000000,24.561682,61.158123,14.963938,49.591149,17.167640,1.036249,27.831543,0.000000,0.000000,0.000000,0.000000,625.577189,18.722749,0.000000,135.756105,11.771557,3.438752,43.876728,76.769378,0.000000,6.307570,18.184853,0.000000,0.000000,0.000000,0.000000,38.218139,439.581843,22.931201,0.000000,0.000000,35.395151,88.263513,47.819981,29.469375,19.346045,24.172827,74.48,94.533455,9.226978,402.638625,0,0,0,0,0

22,05:15-05:30,34.608059,0.000000,122.636519,119.621759,0.000000,0.000000,0.000000,0.000000,13.745720,0.000000,0.000000,24.561682,61.158123,14.963938,49.591149,17.167640,1.036249,27.831543,0.000000,0.000000,0.000000,0.000000,625.577189,18.722749,0.000000,135.756105,11.771557,3.438752,43.876728,76.769378,0.000000,6.307570,18.184853,0.000000,0.000000,0.000000,0.000000,38.218139,439.581843,22.931201,0.000000,0.000000,35.395151,88.263513,47.819981,29.469375,19.346045,24.172827,74.48,94.533455,9.226978,402.638625,0,0,0,0,0

23,05:30-05:45,34.711367,0.000000,122.636519,119.621759,0.000000,0.000000,0.000000,0.000000,13.745720,0.000000,0.000000,45.919666,61.158123,31.749572,49.591149,17.167640,1.036249,27.831543,0.000000,0.000000,0.000000,0.000000,625.577189,18.722749,0.000000,135.756105,11.771557,6.113336,43.876728,78.680182,0.000000,6.307570,18.184853,0.000000,0.000000,0.000000,0.000000,38.218139,439.581843,22.931201,0.000000,0.000000,35.395151,88.263513,47.819981,29.469375,19.346045,24.172827,74.48,94.533455,9.226978,402.638625,0,0,0,0,0

24,05:45-06:00,34.711367,0.000000,122.636519,119.621759,0.000000,0.000000,0.000000,0.000000,13.745720,0.000000,0.000000,45.919666,61.158123,31.749572,49.591149,8.583820,1.036249,27.831543,0.000000,0.000000,0.000000,0.000000,625.577189,18.722749,0.000000,135.756105,11.771557,12.226672,30.469950,78.680182,0.000000,6.307570,18.184853,0.000000,0.000000,0.000000,0.000000,38.218139,439.581843,22.931201,0.000000,0.000000,35.395151,88.263513,47.819981,29.469375,19.346045,24.172827,74.48,94.533455,9.226978,402.638625,0,0,0,0,0

25,06:00-06:15,34.814675,0.000000,122.636519,119.621759,0.000000,0.000000,0.000000,0.000000,13.745720,0.000000,0.000000,24.561682,61.158123,31.749572,49.591149,8.583820,1.036249,27.831543,0.000000,0.000000,0.000000,0.000000,625.577189,18.722749,0.000000,135.756105,11.771557,27.127928,30.469950,78.680182,0.000000,6.307570,18.184853,0.000000,0.000000,0.000000,0.000000,38.218139,439.581843,22.931201,0.000000,0.000000,35.395151,88.263513,47.819981,29.469375,19.346045,24.172827,74.48,94.533455,9.226978,402.638625,0,0,0,0,0

26,06:15-06:30,34.814675,0.000000,122.636519,119.621759,0.000000,0.000000,0.000000,0.000000,13.745720,0.000000,0.000000,24.561682,61.158123,31.749572,49.591149,6.199426,1.036249,27.831543,0.000000,0.000000,0.000000,0.000000,625.577189,18.722749,0.000000,135.756105,11.771557,27.127928,15.844374,78.680182,0.000000,6.307570,18.184853,0.000000,0.000000,0.000000,0.000000,38.218139,439.581843,22.931201,0.000000,0.000000,35.395151,88.263513,47.819981,29.469375,19.346045,24.172827,74.48,94.533455,9.226978,402.638625,0,0,0,0,0

27,06:30-06:45,34.917982,0.000000,122.636519,82.591169,0.000000,0.000000,0.000000,0.000000,13.745720,0.000000,0.000000,24.561682,61.158123,14.963938,49.591149,6.199426,1.036249,27.831543,0.000000,0.000000,0.000000,0.000000,625.577189,18.722749,0.000000,135.756105,11.771557,27.127928,15.844374,78.680182,0.000000,6.307570,18.184853,0.000000,0.000000,0.000000,0.000000,38.218139,439.581843,22.931201,0.000000,0.000000,35.395151,88.263513,47.819981,29.469375,19.346045,24.172827,74.48,94.533455,9.226978,402.638625,0,0,0,0,0

28,06:45-07:00,34.917982,0.000000,122.636519,82.591169,0.000000,0.000000,0.000000,0.000000,13.745720,0.000000,0.000000,24.561682,61.158123,14.963938,49.591149,6.199426,1.036249,27.831543,0.000000,0.000000,0.000000,0.000000,625.577189,18.722749,0.000000,135.756105,11.771557,27.127928,0.000000,78.680182,0.000000,6.307570,18.184853,0.000000,0.000000,0.000000,0.000000,30.945862,439.581843,22.931201,0.000000,0.000000,35.395151,88.263513,47.819981,29.469375,19.346045,24.172827,74.48,94.533455,9.226978,402.638625,0,0,0,0,0

29,07:00-07:15,35.021290,0.000000,122.636519,82.591169,0.000000,0.000000,0.000000,0.000000,13.745720,0.000000,0.000000,24.561682,61.158123,14.963938,49.591149,6.199426,1.036249,27.831543,0.000000,0.000000,0.000000,0.000000,625.577189,18.722749,0.000000,135.756105,11.771557,27.127928,0.000000,78.680182,0.000000,6.307570,18.184853,0.000000,0.000000,0.000000,0.000000,30.945862,439.581843,22.931201,0.000000,0.000000,35.395151,88.263513,47.819981,29.469375,19.346045,24.172827,74.48,94.533455,9.226978,402.638625,0,0,0,0,0

30,07:15-07:30,35.021290,0.000000,122.636519,82.591169,0.000000,0.000000,0.000000,0.000000,13.745720,0.000000,0.000000,45.919666,61.158123,14.963938,49.591149,6.199426,1.036249,27.831543,0.000000,0.000000,0.000000,0.000000,625.577189,18.722749,0.000000,135.756105,11.771557,13.589946,0.000000,78.680182,0.000000,6.307570,18.184853,0.000000,0.000000,0.000000,0.000000,30.945862,439.581843,22.931201,0.000000,0.000000,35.395151,88.263513,47.819981,29.469375,19.346045,24.172827,74.48,94.533455,9.226978,402.638625,0,0,0,0,0

31,07:30-07:45,35.124598,0.000000,122.636519,82.591169,0.000000,0.000000,0.000000,0.000000,13.745720,0.000000,0.000000,45.919666,61.158123,14.963938,49.591149,6.199426,1.036249,27.831543,0.000000,0.000000,0.000000,0.000000,625.577189,18.722749,0.000000,135.756105,11.771557,13.589946,0.000000,78.680182,0.000000,6.307570,18.184853,0.000000,0.000000,0.000000,0.000000,30.945862,439.581843,22.931201,0.000000,0.000000,35.395151,88.263513,47.819981,29.469375,19.346045,24.172827,74.48,94.533455,9.226978,402.638625,0,0,0,0,0

32,07:45:08:00,35.124598,0.000000,122.636519,82.591169,0.000000,0.000000,0.000000,0.000000,13.745720,0.000000,0.000000,24.561682,61.158123,14.963938,49.591149,6.199426,1.036249,27.831543,0.000000,0.000000,0.000000,0.000000,625.577189,18.722749,0.000000,135.756105,11.771557,13.589946,0.000000,78.680182,0.000000,6.307570,18.184853,0.000000,0.000000,0.000000,0.000000,30.945862,439.581843,22.931201,0.000000,0.000000,35.395151,88.263513,47.819981,29.469375,19.346045,24.172827,74.48,94.533455,9.226978,402.638625,0,0,0,0,0

33,08:00-08:15,35.227905,0.000000,122.636519,82.591169,0.000000,0.000000,0.000000,0.000000,13.745720,0.000000,0.000000,24.561682,61.158123,14.963938,49.591149,6.199426,1.036249,27.831543,0.000000,0.000000,0.000000,0.000000,625.577189,18.722749,0.000000,135.756105,11.771557,12.226672,0.000000,78.680182,0.000000,6.307570,18.184853,0.000000,0.000000,0.000000,0.000000,30.945862,439.581843,22.931201,0.000000,0.000000,35.395151,88.263513,47.819981,29.469375,19.346045,24.172827,74.48,94.533455,9.226978,402.638625,0,0,0,0,0

34,08:15-08:30,35.227905,0.000000,122.636519,82.591169,0.000000,0.000000,0.000000,0.000000,13.745720,0.000000,0.000000,24.561682,61.158123,14.963938,49.591149,6.199426,1.036249,27.831543,0.000000,0.000000,0.000000,0.000000,625.577189,18.722749,0.000000,135.756105,11.771557,12.226672,0.000000,78.680182,0.000000,6.307570,18.184853,0.000000,0.000000,0.000000,0.000000,30.945862,439.581843,22.931201,0.000000,0.000000,35.395151,88.263513,47.819981,29.469375,19.346045,24.172827,74.48,94.533455,9.226978,402.638625,0,0,0,0,0

35,08:30-08:45,35.331213,0.000000,122.636519,82.591169,0.000000,0.000000,0.000000,0.000000,13.745720,0.000000,0.000000,24.561682,61.158123,14.963938,49.591149,6.199426,1.036249,27.831543,0.000000,0.000000,0.000000,0.000000,625.577189,18.722749,0.000000,141.985130,11.771557,12.226672,0.000000,78.680182,0.000000,6.307570,18.184853,0.000000,0.000000,0.000000,0.000000,30.945862,439.581843,22.931201,0.000000,0.000000,35.395151,88.263513,47.819981,29.469375,19.346045,24.172827,84.54,94.533455,9.226978,402.638625,0,0,0,0,0

36,08:45:09:00,35.331213,0.000000,122.636519,82.591169,0.000000,0.000000,0.000000,0.000000,13.745720,0.000000,0.000000,29.901178,61.158123,14.963938,49.591149,6.199426,1.036249,27.831543,0.000000,0.000000,0.000000,0.000000,625.577189,18.722749,0.000000,141.985130,11.771557,6.342586,0.000000,78.680182,0.000000,6.307570,18.184853,0.000000,0.000000,0.000000,0.000000,30.945862,439.581843,22.931201,0.000000,0.000000,35.395151,88.263513,47.819981,29.469375,19.346045,24.172827,99.54,94.533455,9.226978,402.638625,0,0,0,0,0

37,09:00:09:15,35.434521,0.000000,122.636519,82.591169,0.000000,0.000000,0.000000,0.000000,13.745720,0.000000,0.000000,29.367228,61.158123,14.963938,49.591149,6.199426,1.036249,27.831543,0.000000,0.000000,0.000000,0.000000,625.577189,18.722749,0.000000,141.985130,11.771557,0.000000,0.000000,77.556179,0.000000,6.307570,18.184853,0.000000,0.000000,0.000000,0.000000,30.945862,439.581843,22.931201,0.000000,0.000000,35.395151,88.263513,47.819981,29.469375,19.346045,24.172827,106.60,94.533455,9.226978,402.638625,0,0,0,0,0

38,09:15-09:30,35.434521,0.000000,122.636519,82.591169,0.000000,0.000000,0.000000,0.000000,13.745720,0.000000,0.000000,29.367228,61.158123,14.963938,49.591149,6.199426,1.036249,27.831543,0.000000,0.000000,0.000000,0.000000,625.577189,18.722749,0.000000,141.985130,11.771557,0.000000,0.000000,77.556179,0.000000,6.307570,18.184853,0.000000,0.000000,0.000000,0.000000,30.945862,439.581843,22.931201,0.000000,0.000000,35.395151,88.263513,47.819981,29.469375,19.346045,24.172827,119.66,94.533455,9.226978,402.638625,0,0,0,0,0

39,09:30-09:45,35.537828,0.000000,122.636519,82.591169,0.000000,0.000000,0.000000,0.000000,13.745720,0.000000,0.000000,24.561682,61.158123,18.216967,49.591149,6.199426,1.036249,27.831543,0.000000,0.000000,0.000000,0.000000,625.577189,18.722749,0.000000,141.985130,11.771557,0.000000,0.000000,76.769378,0.000000,6.307570,18.184853,0.000000,0.000000,0.000000,0.000000,30.945862,439.581843,22.931201,0.000000,0.000000,35.395151,88.263513,47.819981,29.469375,19.346045,24.172827,130.59,94.533455,9.226978,402.638625,0,0,0,0,0

40,09:45-10:00,35.537828,0.000000,122.636519,82.591169,0.000000,0.000000,0.000000,0.000000,13.745720,0.000000,0.000000,24.561682,61.158123,18.216967,49.591149,6.199426,1.036249,27.831543,0.000000,0.000000,0.000000,0.000000,625.577189,18.722749,0.000000,141.985130,11.771557,0.000000,0.000000,76.769378,0.000000,6.307570,18.184853,0.000000,0.000000,0.000000,0.000000,30.945862,439.581843,22.931201,0.000000,0.000000,35.395151,88.263513,47.819981,29.469375,19.346045,24.172827,135.42,94.533455,9.226978,402.638625,0,0,0,0,0

41,10:00-10:15,35.641136,0.000000,134.754563,119.621485,0.000000,0.000000,0.000000,0.000000,13.745720,0.000000,0.000000,45.919666,88.991600,18.216967,49.591149,6.199426,1.036249,27.831543,0.000000,0.000000,0.000000,0.000000,625.577189,9.361375,0.000000,141.985130,11.771557,0.000000,0.000000,76.769378,0.000000,6.307570,18.184853,0.000000,0.000000,0.000000,0.000000,30.945862,439.581843,22.931201,0.000000,0.000000,35.395151,114.262312,47.819981,29.469375,19.346045,24.741599,135.42,94.533455,9.226978,402.638625,0,0,0,0,0

42,10:15-10:30,35.641136,0.000000,134.754563,119.621759,0.000000,0.000000,0.000000,0.000000,13.745720,0.000000,0.000000,45.919666,88.991600,31.749572,49.591149,6.199426,1.036249,27.831543,0.000000,0.000000,0.000000,0.000000,625.577189,9.361375,0.000000,141.985130,11.771557,0.000000,0.000000,76.769378,0.000000,6.307570,18.184853,0.000000,0.000000,0.000000,0.000000,19.341164,439.581843,22.931201,0.000000,0.000000,35.395151,114.262312,47.819981,29.469375,19.346045,24.741599,135.42,94.533455,9.226978,402.638625,0,0,0,0,0

43,10:30-10:45,35.744443,0.000000,134.754563,119.621759,0.000000,0.000000,0.000000,0.000000,13.745720,0.000000,0.000000,24.561682,88.991600,31.749572,49.591149,6.199426,1.036249,27.831543,0.000000,0.000000,0.000000,0.000000,625.577189,9.361375,0.000000,147.939346,11.771557,0.000000,0.000000,76.769378,0.000000,6.307570,18.184853,0.000000,0.000000,0.000000,0.000000,19.341164,439.581843,22.931201,0.000000,0.000000,35.395151,114.262312,47.819981,29.469375,19.346045,24.741599,135.42,94.533455,9.226978,402.638625,0,0,0,0,0

44,10:45-11:00,35.744443,0.000000,134.754563,119.621759,0.000000,0.000000,0.000000,0.000000,13.745720,0.000000,0.000000,24.561682,88.991600,31.749572,49.591149,6.199426,1.036249,27.831543,0.000000,0.000000,0.000000,0.000000,625.577189,9.361375,0.000000,147.939346,11.771557,0.000000,0.000000,76.769378,0.000000,6.307570,18.184853,0.000000,0.000000,0.000000,0.000000,19.341164,439.581843,22.931201,0.000000,0.000000,35.395151,114.262312,47.819981,29.469375,19.346045,24.741599,135.42,94.533455,9.226978,402.638625,0,0,0,0,0

45,11:00-11:15,35.847751,0.000000,134.754563,119.621759,0.000000,0.000000,0.000000,0.000000,13.745720,0.000000,0.000000,24.561682,88.991600,31.749572,49.591149,6.199426,1.036249,27.831543,0.000000,0.000000,0.000000,0.000000,625.577189,9.361375,0.000000,147.939346,11.771557,0.000000,0.000000,76.769378,0.000000,0.000000,18.184853,0.000000,0.000000,0.000000,0.000000,19.341164,439.581843,6.471622,0.000000,0.000000,35.395151,114.262312,47.819981,28.813062,19.346045,24.741599,135.42,94.533455,10.631981,402.638625,0,0,0,0,0

46,11:15-11:30,35.847751,0.000000,134.754563,119.621759,0.000000,0.000000,0.000000,0.000000,13.745720,0.000000,0.000000,24.561682,88.991600,19.518179,49.591149,6.199426,1.036249,27.831543,0.000000,0.000000,0.000000,0.000000,625.577189,9.361375,0.000000,147.939346,11.771557,0.000000,0.000000,76.769378,0.000000,0.000000,18.184853,0.000000,0.000000,0.000000,0.000000,19.341164,439.581843,0.000000,0.000000,0.000000,35.395151,114.262312,47.819981,28.813062,19.346045,24.741599,135.42,94.533455,10.631981,402.638625,0,0,0,0,0

