Time,Block,WR/2024/21355/A/4799,WR/2024/21351/A/4789,NER/2024/1922/A/4785,NER/2024/1934/A/4783,NR/2024/18605/C,NR/2024/18606/C,NR/2024/18608/C,NR/2024/18388/A/4632,NR/2024/18607/C,NR/2024/18436/A/4609,NR/2024/18445/A/4801,Total
36,08:45:09:00,0.000000,0.000000,25.000000,20.000000,2.8,0.000000,0.000000,0.870000,0.000000,7.700000,158.480000,214.85

37,09:00:09:15,0.000000,0.000000,25.000000,20.000000,3.32,0.000000,0.000000,0.870000,0.000000,7.700000,158.480000,215.37

38,09:15-09:30,0.000000,0.000000,25.000000,20.000000,3.17,0.000000,0.000000,0.870000,0.000000,7.700000,158.480000,215.22

39,09:30-09:45,0.000000,0.000000,25.000000,20.000000,4.81,0.000000,0.000000,0.870000,0.000000,7.700000,158.480000,216.86

40,09:45-10:00,0.000000,0.000000,25.000000,20.000000,5.58,0.000000,0.000000,0.870000,0.000000,7.700000,158.480000,217.63

41,10:00-10:15,0.000000,0.000000,25.000000,20.000000,5.68,0.000000,0.000000,0.870000,0.000000,7.700000,158.480000,217.73

42,10:15-10:30,0.000000,0.000000,25.000000,20.000000,5.78,0.000000,0.000000,0.870000,0.000000,7.700000,158.480000,217.83

43,10:30-10:45,0.000000,0.000000,25.000000,20.000000,5.97,2.700000,3.370000,0.870000,3.370000,7.700000,158.480000,227.46

44,10:45-11:00,0.000000,0.000000,25.000000,20.000000,6.26,2.700000,3.370000,0.870000,3.370000,7.700000,158.480000,227.75

45,11:00-11:15,0.000000,0.000000,25.000000,20.000000,6.45,3.270000,3.370000,0.870000,3.370000,7.700000,158.480000,228.51

46,11:15-11:30,0.000000,0.000000,25.000000,20.000000,6.5,3.270000,3.370000,0.870000,3.370000,7.700000,158.480000,228.56

47,11:30-11:45,0.000000,0.000000,25.000000,20.000000,6.59,3.270000,3.370000,0.870000,3.370000,7.700000,158.480000,228.65

48,11:45-12:00,0.000000,0.000000,25.000000,20.000000,6.64,3.270000,3.370000,0.870000,3.370000,7.700000,158.480000,228.7

49,12:00-12:15,0.000000,0.000000,25.000000,20.000000,6.74,3.470000,3.370000,0.870000,3.370000,7.700000,158.480000,229

50,12:15-12:30,0.000000,0.000000,25.000000,20.000000,6.93,3.470000,3.370000,0.870000,3.370000,7.700000,158.480000,229.19

51,12:30-12:45,0.000000,0.000000,25.000000,20.000000,7.07,3.470000,3.370000,0.870000,3.370000,7.700000,158.480000,229.33

52,12:45-13:00,0.000000,0.000000,25.000000,20.000000,7.27,3.470000,3.370000,0.870000,3.370000,7.700000,158.480000,229.53

53,13:00-13:15,0.000000,0.000000,25.000000,20.000000,7.36,3.470000,3.370000,0.870000,3.370000,7.700000,158.480000,229.62

54,13:15-13:30,0.000000,0.000000,25.000000,20.000000,7.51,3.470000,3.370000,0.870000,3.370000,7.700000,158.480000,229.77

55,13:30-13:45,0.000000,0.000000,25.000000,20.000000,7.32,3.470000,3.370000,0.870000,3.370000,7.700000,158.480000,229.58

56,13:45-14:00,0.000000,0.000000,25.000000,20.000000,7.12,3.470000,3.370000,0.870000,3.370000,7.700000,158.480000,229.38

57,14:00-14:15,0.000000,0.000000,25.000000,20.000000,6.79,3.470000,3.370000,0.870000,3.370000,7.700000,158.480000,229.05

58,14:15-14:30,0.000000,0.000000,25.000000,20.000000,6.69,3.470000,3.370000,0.870000,3.370000,7.700000,158.480000,228.95

59,14:30-14:45,0.000000,0.000000,25.000000,20.000000,6.55,3.470000,3.370000,0.870000,3.370000,7.700000,158.480000,228.81

60,14:45-15:00,0.000000,0.000000,25.000000,20.000000,6.45,3.470000,3.370000,0.870000,3.370000,7.700000,158.480000,228.71

61,15:00-15:15,0.000000,0.000000,25.000000,20.000000,5.78,3.560000,3.370000,0.670000,3.370000,7.700000,158.480000,227.93

62,15:15-15:30,0.000000,0.000000,25.000000,20.000000,5.68,3.560000,3.370000,0.670000,3.370000,7.700000,158.480000,227.83

63,15:30-15:45,0.000000,0.000000,25.000000,20.000000,5.58,3.560000,3.370000,0.670000,3.370000,7.700000,158.480000,227.73

64,15:45-16:00,0.000000,0.000000,25.000000,20.000000,4.81,3.560000,3.370000,0.670000,3.370000,7.700000,158.480000,226.96

65,16:00-16:15,0.000000,0.000000,25.000000,20.000000,4.62,0.000000,3.370000,0.530000,3.370000,7.700000,158.480000,223.07

66,16:15-16:30,0.000000,0.000000,25.000000,20.000000,4.33,0.000000,3.370000,0.530000,3.370000,7.700000,158.480000,222.78

67,16:30-16:45,0.000000,0.000000,25.000000,20.000000,2.89,0.000000,3.370000,0.530000,3.370000,7.700000,158.480000,221.34

68,16:45-17:00,0.000000,0.000000,25.000000,20.000000,2.7,0.000000,3.370000,0.530000,3.370000,7.700000,158.480000,221.15

69,17:00-17:15,0.000000,0.000000,25.000000,20.000000,2.12,0.000000,0.000000,0.530000,0.000000,7.700000,158.480000,213.83

70,17:15-17:30,0.000000,0.000000,25.000000,20.000000,1.44,0.000000,0.000000,0.530000,0.000000,7.700000,158.480000,213.15

71,17:30-17:45,0.000000,0.000000,25.000000,20.000000,1.16,0.000000,0.000000,0.530000,0.000000,7.700000,158.480000,212.87

72,17:45-18:00,0.000000,0.000000,25.000000,20.000000,0.35,0.000000,0.000000,0.530000,0.000000,7.700000,158.480000,212.06

73,18:00-18:15,25.000000,55.000000,25.000000,20.000000,0.16,0.000000,0.000000,0.530000,0.000000,7.700000,158.480000,291.87

74,18:15-18:30,25.000000,55.000000,25.000000,20.000000,0,0.000000,0.000000,0.530000,0.000000,7.700000,158.480000,291.71

75,18:30-18:45,25.000000,55.000000,25.000000,20.000000,0,0.000000,0.000000,0.530000,0.000000,7.700000,158.480000,291.71

76,18:45-19:00,25.000000,55.000000,25.000000,20.000000,0,0.000000,0.000000,0.530000,0.000000,7.700000,158.480000,291.71

77,19:00-19:15,25.000000,55.000000,25.000000,20.000000,0,0.000000,0.000000,0.630000,0.000000,7.700000,158.480000,291.81

78,19:15-19:30,25.000000,55.000000,25.000000,20.000000,0,0.000000,0.000000,0.630000,0.000000,7.700000,158.480000,291.81

79,19:30-19:45,25.000000,55.000000,25.000000,20.000000,0,0.000000,0.000000,0.630000,0.000000,7.700000,158.480000,291.81

80,19:45-20:00,25.000000,55.000000,25.000000,20.000000,0,0.000000,0.000000,0.630000,0.000000,7.700000,158.480000,291.81

81,20:00-20:15,25.000000,55.000000,25.000000,20.000000,0,0.000000,0.000000,0.630000,0.000000,7.700000,158.480000,291.81

82,20:15-20:30,25.000000,55.000000,25.000000,20.000000,0,0.000000,0.000000,0.630000,0.000000,7.700000,158.480000,291.81

83,20:30-20:45,25.000000,55.000000,25.000000,20.000000,0,0.000000,0.000000,0.630000,0.000000,7.700000,158.480000,291.81

84,20:45-21:00,25.000000,55.000000,25.000000,20.000000,0,0.000000,0.000000,0.630000,0.000000,7.700000,158.480000,291.81

85,21:00-21:15,25.000000,55.000000,25.000000,20.000000,0,0.000000,0.000000,0.580000,0.000000,7.700000,158.480000,291.76

86,21:15-21:30,25.000000,55.000000,25.000000,20.000000,0,0.000000,0.000000,0.580000,0.000000,7.700000,158.480000,291.76

87,21:30-21:45,25.000000,55.000000,25.000000,20.000000,0,0.000000,0.000000,0.580000,0.000000,7.700000,158.480000,291.76

88,21:45-22:00,25.000000,55.000000,25.000000,20.000000,0,0.000000,0.000000,0.580000,0.000000,7.700000,158.480000,291.76

89,22:00-22:15,0.000000,55.000000,25.000000,20.000000,0,0.000000,0.000000,0.530000,0.000000,7.700000,0.000000,108.23

90,22:15-22:30,0.000000,55.000000,25.000000,20.000000,0,0.000000,0.000000,0.530000,0.000000,7.700000,0.000000,108.23

91,22:30-22:45,0.000000,55.000000,25.000000,20.000000,0,0.000000,0.000000,0.530000,0.000000,7.700000,0.000000,108.23

92,22:45-23:00,0.000000,55.000000,25.000000,20.000000,0,0.000000,0.000000,0.530000,0.000000,7.700000,0.000000,108.23

93,23:00-23:15,0.000000,0.000000,25.000000,20.000000,0,0.000000,0.000000,0.480000,0.000000,7.700000,0.000000,53.18

94,23:15-23:30,0.000000,0.000000,25.000000,20.000000,0,0.000000,0.000000,0.480000,0.000000,7.700000,0.000000,53.18

95,23:30-23:45,0.000000,0.000000,25.000000,20.000000,0,0.000000,0.000000,0.480000,0.000000,7.700000,0.000000,53.18

96,23:45-24:00,0.000000,0.000000,25.000000,20.000000,0,0.000000,0.000000,0.480000,0.000000,7.700000,0.000000,53.18

