Time,Block,WR/2024/21355/A/4799,WR/2024/21351/A/4789,NER/2024/1922/A/4785,NER/2024/1934/A/4783,NR/2024/18605/C,NR/2024/18606/C,NR/2024/18608/C,NR/2024/18388/A/4632,NR/2024/18607/C,NR/2024/18436/A/4609,NR/2024/18445/A/4801,Total
,,MANIKARAN,APPCPL,APPCPL,APPCPL,NVVNL,SJVNL,SJVNL,ITCLH,SJVNL,IEXL,MANIKARAN,Total

,,DELHI,DELHI,DELHI,DELHI,NA,TELANGANA,UTTAR PRADESH,ANDHRA PRADESH,UTTAR PRADESH,MAHARASHTRA,DELHI,
,,BRPL,BRPL,BRPL,BYPL,SOLAPUR_SOLAR,NSLKSLWPRTY,BCMLUH,ITCWIND,BCMLB001,A_A_Energy_MH_Bio,BRPL,
,,GOA,GOA,MANIPUR,NAGALAND,DELHI,DELHI,DELHI,DELHI,DELHI,DELHI,HIMACHAL PRADESH,
,,GOA_Beneficiary,GOA_Beneficiary,Manipur_Ben,Nagaland_Ben,MES (Delhi),NDMC,NDMC,ITCLH,NDMC,MES (Delhi),HP,
,,North-West,North-West,North-East-North East,North-East-North East,West-North,South-West-North,North-North,South-West-North,North-North,West-East-North,North-North,
1,00:00-00:15,0.000000,0.000000,25.000000,20.000000,0,0.000000,0.000000,0.390000,0.000000,7.700000,0.000000,53.09

2,00:15-00:30,0.000000,0.000000,25.000000,20.000000,0,0.000000,0.000000,0.390000,0.000000,7.700000,0.000000,53.09

3,00:30-00:45,0.000000,0.000000,25.000000,20.000000,0,0.000000,0.000000,0.390000,0.000000,7.700000,0.000000,53.09

4,00:45-01:00,0.000000,0.000000,25.000000,20.000000,0,0.000000,0.000000,0.390000,0.000000,7.700000,0.000000,53.09

5,01:00-01:15,0.000000,0.000000,25.000000,20.000000,0,0.000000,0.000000,0.390000,0.000000,7.700000,0.000000,53.09

6,01:15-01:30,0.000000,0.000000,25.000000,20.000000,0,0.000000,0.000000,0.390000,0.000000,7.700000,0.000000,53.09

7,01:30-01:45,0.000000,0.000000,25.000000,20.000000,0,0.000000,0.000000,0.390000,0.000000,7.700000,0.000000,53.09

8,01:45-02:00,0.000000,0.000000,25.000000,20.000000,0,0.000000,0.000000,0.390000,0.000000,7.700000,0.000000,53.09

9,02:00-02:15,0.000000,0.000000,25.000000,20.000000,0,0.000000,0.000000,0.390000,0.000000,7.700000,0.000000,53.09

10,02:15-02:30,0.000000,0.000000,25.000000,20.000000,0,0.000000,0.000000,0.390000,0.000000,7.700000,0.000000,53.09

11,02:30-02:45,0.000000,0.000000,25.000000,20.000000,0,0.000000,0.000000,0.390000,0.000000,7.700000,0.000000,53.09

12,02:45-03:00,0.000000,0.000000,25.000000,20.000000,0,0.000000,0.000000,0.390000,0.000000,7.700000,0.000000,53.09

13,03:00-03:15,0.000000,0.000000,25.000000,20.000000,0,0.000000,0.000000,0.390000,0.000000,7.700000,0.000000,53.09

14,03:15-03:30,0.000000,0.000000,25.000000,20.000000,0,0.000000,0.000000,0.390000,0.000000,7.700000,0.000000,53.09

15,03:30-03:45,0.000000,0.000000,25.000000,20.000000,0,0.000000,0.000000,0.390000,0.000000,7.700000,0.000000,53.09

16,03:45-04:00,0.000000,0.000000,25.000000,20.000000,0,0.000000,0.000000,0.390000,0.000000,7.700000,0.000000,53.09

17,04:00-04:15,0.000000,0.000000,25.000000,20.000000,0,0.000000,0.000000,0.390000,0.000000,7.700000,0.000000,53.09

18,04:15-04:30,0.000000,0.000000,25.000000,20.000000,0,0.000000,0.000000,0.390000,0.000000,7.700000,0.000000,53.09

19,04:30-04:45,0.000000,0.000000,25.000000,20.000000,0,0.000000,0.000000,0.390000,0.000000,7.700000,0.000000,53.09

20,04:45-05:00,0.000000,0.000000,25.000000,20.000000,0,0.000000,0.000000,0.390000,0.000000,7.700000,0.000000,53.09

21,05:00-05:15,0.000000,0.000000,25.000000,20.000000,0,0.000000,0.000000,0.390000,0.000000,7.700000,0.000000,53.09

22,05:15-05:30,0.000000,0.000000,25.000000,20.000000,0,0.000000,0.000000,0.390000,0.000000,7.700000,0.000000,53.09

23,05:30-05:45,0.000000,0.000000,25.000000,20.000000,0,0.000000,0.000000,0.390000,0.000000,7.700000,0.000000,53.09

24,05:45-06:00,0.000000,0.000000,25.000000,20.000000,0,0.000000,0.000000,0.390000,0.000000,7.700000,0.000000,53.09

25,06:00-06:15,0.000000,0.000000,25.000000,20.000000,0,0.000000,0.000000,0.430000,0.000000,7.700000,158.480000,211.61

26,06:15-06:30,0.000000,0.000000,25.000000,20.000000,0,0.000000,0.000000,0.430000,0.000000,7.700000,158.480000,211.61

27,06:30-06:45,0.000000,0.000000,25.000000,20.000000,0,0.000000,0.000000,0.430000,0.000000,7.700000,158.480000,211.61

28,06:45-07:00,0.000000,0.000000,25.000000,20.000000,0,0.000000,0.000000,0.430000,0.000000,7.700000,158.480000,211.61

29,07:00-07:15,0.000000,0.000000,25.000000,20.000000,0,0.000000,0.000000,0.480000,0.000000,7.700000,158.480000,211.66

30,07:15-07:30,0.000000,0.000000,25.000000,20.000000,0.17,0.000000,0.000000,0.480000,0.000000,7.700000,158.480000,211.83

31,07:30-07:45,0.000000,0.000000,25.000000,20.000000,0.55,0.000000,0.000000,0.480000,0.000000,7.700000,158.480000,212.21

32,07:45:08:00,0.000000,0.000000,25.000000,20.000000,0.92,0.000000,0.000000,0.480000,0.000000,7.700000,158.480000,212.58

33,08:00-08:15,0.000000,0.000000,25.000000,20.000000,1.31,0.000000,0.000000,0.870000,0.000000,7.700000,158.480000,213.36

34,08:15-08:30,0.000000,0.000000,25.000000,20.000000,1.75,0.000000,0.000000,0.870000,0.000000,7.700000,158.480000,213.8

35,08:30-08:45,0.000000,0.000000,25.000000,20.000000,2.27,0.000000,0.000000,0.870000,0.000000,7.700000,158.480000,214.32

