Time,Block,NR/2023/11343/F,NR/2023/11097/F,NR/2023/11099/F,NR/2023/11678/C,NR/2023/11221/F,NR/2023/11367/F,NR/2023/11369/F,NR/2023/10433/A,NR/2023/11102/F,NR/2023/11154/F,NR/2023/10197/A,NR/2023/10181/A,NR/2023/10486/A,NR/2023/11681/C,NR/2023/11166/F,NR/2023/11676/C,NR/2023/11096/F,NR/2023/11368/F,NR/2023/11683/C,NR/2023/10182/A,NR/2023/11693/C,NR/2023/11682/C,NR/2023/11104/F,NR/2023/11100/F,NR/2023/11685/C,NR/2023/11687/C,NR/2023/11341/F,NR/2023/11095/F,NR/2023/11665/D,NR/2023/11662/D,NR/2023/11664/D,Total
26,06:15-06:30,48.140000,0.360000,0.360000,0.000000,17.330000,0.310000,0.610000,24.070000,0.600000,9.630000,49.830000,99.660000,20.560000,0.000000,14.440000,30.570000,0.530000,0.310000,0.000000,49.830000,0.000000,7.810000,0.450000,0.530000,0.000000,0.000000,115.550000,2.890000,0,0,0,494.37

27,06:30-06:45,48.140000,0.360000,0.360000,0.000000,17.330000,0.310000,0.610000,24.070000,0.600000,9.630000,49.830000,99.660000,20.560000,0.000000,14.440000,30.570000,0.530000,0.310000,0.000000,49.830000,0.000000,7.810000,0.450000,0.530000,0.000000,0.000000,115.550000,2.890000,0,0,0,494.37

28,06:45-07:00,48.140000,0.360000,0.360000,0.000000,17.330000,0.310000,0.610000,24.070000,0.600000,9.630000,49.830000,99.660000,20.560000,0.000000,14.440000,30.570000,0.530000,0.310000,0.000000,49.830000,0.000000,7.810000,0.450000,0.530000,0.000000,0.000000,115.550000,2.890000,3,0,7,504.37

29,07:00-07:15,48.140000,0.360000,0.360000,0.000000,17.330000,0.310000,0.610000,24.070000,0.600000,9.630000,49.830000,99.660000,20.560000,0.000000,14.440000,28.530000,0.530000,0.310000,0.000000,49.830000,0.000000,7.810000,0.450000,0.530000,0.000000,0.000000,115.550000,2.890000,4.5,0,10.5,507.33

30,07:15-07:30,48.140000,0.360000,0.360000,0.000000,17.330000,0.310000,0.610000,24.070000,0.600000,9.630000,49.830000,99.660000,20.560000,0.000000,14.440000,28.530000,0.530000,0.310000,0.000000,49.830000,0.000000,7.810000,0.450000,0.530000,0.000000,0.000000,115.550000,2.890000,9,0.1,21,522.43

31,07:30-07:45,48.140000,0.360000,0.360000,0.000000,17.330000,0.310000,0.610000,24.070000,0.600000,9.630000,49.830000,99.660000,20.560000,0.000000,14.440000,28.530000,0.530000,0.310000,0.000000,49.830000,0.000000,7.810000,0.450000,0.530000,0.000000,0.000000,115.550000,2.890000,12,0.42,28,532.75

32,07:45:08:00,48.140000,0.360000,0.360000,0.000000,17.330000,0.310000,0.610000,24.070000,0.600000,9.630000,49.830000,99.660000,20.560000,0.000000,14.440000,28.530000,0.530000,0.310000,0.000000,49.830000,0.000000,7.810000,0.450000,0.530000,0.000000,0.000000,115.550000,2.890000,18,0.86,42,553.19

33,08:00-08:15,48.140000,0.350000,0.350000,0.000000,17.330000,0.310000,0.610000,24.070000,0.590000,9.630000,49.830000,99.660000,20.560000,0.000000,14.440000,28.530000,0.560000,0.300000,0.000000,49.830000,0.000000,7.810000,0.440000,0.560000,0.000000,0.000000,115.550000,2.890000,24,1.16,56,573.5

34,08:15-08:30,48.140000,0.350000,0.350000,0.000000,17.330000,0.310000,0.610000,24.070000,0.590000,9.630000,49.830000,99.660000,20.560000,0.000000,14.440000,28.530000,0.560000,0.300000,0.000000,49.830000,0.000000,7.810000,0.440000,0.560000,0.000000,0.000000,115.550000,2.890000,30,1.4,70,593.74

35,08:30-08:45,48.140000,0.350000,0.350000,0.000000,17.330000,0.310000,0.610000,24.070000,0.590000,9.630000,49.830000,99.660000,20.560000,0.000000,14.440000,28.530000,0.560000,0.300000,0.000000,49.830000,0.000000,7.810000,0.440000,0.560000,0.000000,0.000000,115.550000,2.890000,36.6,1.83,85.4,616.17

36,08:45:09:00,48.140000,0.350000,0.350000,0.000000,17.330000,0.310000,0.610000,24.070000,0.590000,9.630000,49.830000,99.660000,20.560000,0.000000,14.440000,28.530000,0.560000,0.300000,0.000000,49.830000,0.000000,7.810000,0.440000,0.560000,0.000000,0.000000,115.550000,2.890000,45,2.35,105,644.69

37,09:00:09:15,48.140000,0.350000,0.350000,24.070000,17.330000,0.310000,0.610000,24.070000,0.590000,9.630000,49.830000,99.660000,20.560000,0.000000,14.440000,28.530000,0.560000,0.300000,0.000000,49.830000,0.000000,7.810000,0.440000,0.560000,0.000000,0.000000,115.550000,2.890000,49.5,3.65,115.5,685.06

38,09:15-09:30,48.140000,0.350000,0.350000,24.070000,17.330000,0.310000,0.610000,24.070000,0.590000,9.630000,49.830000,99.660000,20.560000,0.000000,14.440000,28.530000,0.560000,0.300000,0.000000,49.830000,0.000000,7.810000,0.440000,0.560000,0.000000,0.000000,115.550000,2.890000,53.4,4.32,124.6,698.73

39,09:30-09:45,48.140000,0.350000,0.350000,24.070000,17.330000,0.310000,0.610000,24.070000,0.590000,9.630000,49.830000,99.660000,20.560000,0.000000,14.440000,28.530000,0.560000,0.300000,0.000000,49.830000,0.000000,7.810000,0.440000,0.560000,0.000000,0.000000,115.550000,2.890000,57.6,4.42,134.4,712.83

40,09:45-10:00,48.140000,0.350000,0.350000,24.070000,17.330000,0.310000,0.610000,24.070000,0.590000,9.630000,49.830000,99.660000,20.560000,0.000000,14.440000,28.530000,0.560000,0.300000,0.000000,49.830000,0.000000,7.810000,0.440000,0.560000,0.000000,0.000000,115.550000,2.890000,62.1,4.52,144.9,727.93

41,10:00-10:15,48.140000,0.350000,0.350000,24.070000,17.330000,0.310000,0.610000,24.070000,0.590000,9.630000,49.830000,99.660000,20.560000,0.000000,14.440000,29.550000,0.560000,0.300000,0.000000,49.830000,0.000000,7.910000,0.440000,0.560000,0.000000,0.000000,115.550000,2.890000,66,4.71,154,742.24

42,10:15-10:30,48.140000,0.350000,0.350000,24.070000,17.330000,0.310000,0.610000,24.070000,0.590000,9.630000,49.830000,99.660000,20.560000,0.000000,14.440000,29.550000,0.560000,0.300000,0.000000,49.830000,0.000000,7.910000,0.440000,0.560000,0.000000,0.000000,115.550000,2.890000,69,5,161,752.53

43,10:30-10:45,48.140000,0.350000,0.350000,24.070000,17.330000,0.310000,0.610000,24.070000,0.590000,9.630000,49.830000,99.660000,20.560000,0.000000,14.440000,29.550000,0.560000,0.300000,0.000000,49.830000,0.000000,7.910000,0.440000,0.560000,0.000000,0.000000,115.550000,2.890000,70.5,5.19,164.5,757.72

44,10:45-11:00,48.140000,0.350000,0.350000,24.070000,17.330000,0.310000,0.610000,24.070000,0.590000,9.630000,49.830000,99.660000,20.560000,0.000000,14.440000,29.550000,0.560000,0.300000,0.000000,49.830000,0.000000,7.910000,0.440000,0.560000,0.000000,0.000000,115.550000,2.890000,72,5.57,168,763.1

45,11:00-11:15,48.140000,0.350000,0.350000,24.070000,17.330000,0.310000,0.610000,24.070000,0.590000,9.630000,49.830000,99.660000,20.560000,0.000000,14.440000,29.550000,0.560000,0.300000,0.000000,49.830000,0.000000,7.910000,0.440000,0.560000,0.000000,0.000000,115.550000,2.890000,73.5,5.76,171.5,768.29

46,11:15-11:30,48.140000,0.350000,0.350000,24.070000,17.330000,0.310000,0.610000,24.070000,0.590000,9.630000,49.830000,99.660000,20.560000,0.000000,14.440000,29.550000,0.560000,0.300000,0.000000,49.830000,0.000000,7.910000,0.440000,0.560000,0.000000,0.000000,115.550000,2.890000,75,5.96,175,773.49

47,11:30-11:45,48.140000,0.350000,0.350000,24.070000,17.330000,0.310000,0.610000,24.070000,0.590000,9.630000,49.830000,99.660000,20.560000,0.000000,14.440000,29.550000,0.560000,0.300000,0.000000,49.830000,0.000000,7.910000,0.440000,0.560000,0.000000,0.000000,115.550000,2.890000,73.5,6.34,171.5,768.87

48,11:45-12:00,48.140000,0.350000,0.350000,24.070000,17.330000,0.310000,0.610000,24.070000,0.590000,9.630000,49.830000,99.660000,20.560000,0.000000,14.440000,29.550000,0.560000,0.300000,0.000000,49.830000,0.000000,7.910000,0.440000,0.560000,0.000000,0.000000,115.550000,2.890000,73.5,6.53,171.5,769.06

49,12:00-12:15,48.140000,0.350000,0.350000,24.070000,17.330000,0.310000,0.610000,24.070000,0.590000,9.630000,49.830000,99.660000,20.560000,0.000000,14.440000,29.550000,0.560000,0.300000,0.000000,49.830000,0.000000,7.910000,0.440000,0.560000,0.000000,0.000000,115.550000,2.890000,73.5,7.21,171.5,769.74

50,12:15-12:30,48.140000,0.350000,0.350000,24.070000,17.330000,0.310000,0.610000,24.070000,0.590000,9.630000,49.830000,99.660000,20.560000,0.000000,14.440000,29.550000,0.560000,0.300000,0.000000,49.830000,0.000000,7.910000,0.440000,0.560000,0.000000,0.000000,115.550000,2.890000,73.5,7.65,171.5,770.18

51,12:30-12:45,48.140000,0.350000,0.350000,24.070000,17.330000,0.310000,0.610000,24.070000,0.590000,9.630000,49.830000,99.660000,20.560000,0.000000,14.440000,29.550000,0.560000,0.300000,0.000000,49.830000,0.000000,7.910000,0.440000,0.560000,0.000000,0.000000,115.550000,2.890000,73.5,7.69,171.5,770.22

52,12:45-13:00,48.140000,0.350000,0.350000,24.070000,17.330000,0.310000,0.610000,24.070000,0.590000,9.630000,49.830000,99.660000,20.560000,0.000000,14.440000,29.550000,0.560000,0.300000,0.000000,49.830000,0.000000,7.910000,0.440000,0.560000,0.000000,0.000000,115.550000,2.890000,0,8.17,0,525.7

53,13:00-13:15,48.140000,0.350000,0.350000,24.070000,17.330000,0.310000,0.610000,24.070000,0.590000,9.630000,49.830000,99.660000,20.560000,0.000000,14.440000,29.550000,0.560000,0.300000,0.000000,49.830000,0.000000,7.910000,0.440000,0.560000,0.000000,0.000000,115.550000,2.890000,0,8.45,0,525.98

54,13:15-13:30,48.140000,0.350000,0.350000,24.070000,17.330000,0.310000,0.610000,24.070000,0.590000,9.630000,49.830000,99.660000,20.560000,0.000000,14.440000,29.550000,0.560000,0.300000,0.000000,49.830000,0.000000,7.910000,0.440000,0.560000,0.000000,0.000000,115.550000,2.890000,0,8.55,0,526.08

55,13:30-13:45,48.140000,0.350000,0.350000,24.070000,17.330000,0.310000,0.610000,24.070000,0.590000,9.630000,49.830000,99.660000,20.560000,0.000000,14.440000,29.550000,0.560000,0.300000,0.000000,49.830000,0.000000,7.910000,0.440000,0.560000,0.000000,0.000000,115.550000,2.890000,0,8.66,0,526.19

56,13:45-14:00,48.140000,0.350000,0.350000,24.070000,17.330000,0.310000,0.610000,24.070000,0.590000,9.630000,49.830000,99.660000,20.560000,0.000000,14.440000,29.550000,0.560000,0.300000,0.000000,49.830000,0.000000,7.910000,0.440000,0.560000,0.000000,0.000000,115.550000,2.890000,0,8.64,0,526.17

57,14:00-14:15,48.140000,0.350000,0.350000,24.070000,17.330000,0.310000,0.610000,24.070000,0.590000,9.630000,49.830000,99.660000,20.560000,0.000000,14.440000,29.550000,0.560000,0.300000,0.000000,49.830000,0.000000,7.910000,0.440000,0.560000,0.000000,0.000000,115.550000,2.890000,0,8.45,0,525.98

58,14:15-14:30,48.140000,0.350000,0.350000,24.070000,17.330000,0.310000,0.610000,24.070000,0.590000,9.630000,49.830000,99.660000,20.560000,0.000000,14.440000,29.550000,0.560000,0.300000,0.000000,49.830000,0.000000,7.910000,0.440000,0.560000,0.000000,0.000000,115.550000,2.890000,0,8.17,0,525.7

59,14:30-14:45,48.140000,0.350000,0.350000,24.070000,17.330000,0.310000,0.610000,24.070000,0.590000,9.630000,49.830000,99.660000,20.560000,0.000000,14.440000,29.550000,0.560000,0.300000,0.000000,49.830000,0.000000,7.910000,0.440000,0.560000,0.000000,0.000000,115.550000,2.890000,63.6,7.69,148.4,737.22

60,14:45-15:00,48.140000,0.350000,0.350000,24.070000,17.330000,0.310000,0.610000,24.070000,0.590000,9.630000,49.830000,99.660000,20.560000,0.000000,14.440000,29.550000,0.560000,0.300000,0.000000,49.830000,0.000000,7.910000,0.440000,0.560000,0.000000,0.000000,115.550000,2.890000,61.2,7.01,142.8,728.54

61,15:00-15:15,48.140000,0.350000,0.350000,0.000000,17.330000,0.310000,0.610000,24.070000,0.590000,9.630000,49.830000,99.660000,20.560000,0.000000,14.440000,29.550000,0.560000,0.300000,0.000000,49.830000,0.000000,7.910000,0.440000,0.560000,0.000000,0.000000,115.550000,2.890000,58.5,6.24,136.5,694.7

62,15:15-15:30,48.140000,0.350000,0.350000,0.000000,17.330000,0.310000,0.610000,24.070000,0.590000,9.630000,49.830000,99.660000,20.560000,0.000000,14.440000,29.550000,0.560000,0.300000,0.000000,49.830000,0.000000,7.910000,0.440000,0.560000,0.000000,0.000000,115.550000,2.890000,54,5.57,126,679.03

63,15:30-15:45,48.140000,0.350000,0.350000,0.000000,17.330000,0.310000,0.610000,24.070000,0.590000,9.630000,49.830000,99.660000,20.560000,0.000000,14.440000,29.550000,0.560000,0.300000,0.000000,49.830000,0.000000,7.910000,0.440000,0.560000,0.000000,0.000000,115.550000,2.890000,51,4.71,119,668.17

64,15:45-16:00,48.140000,0.350000,0.350000,0.000000,17.330000,0.310000,0.610000,24.070000,0.590000,9.630000,49.830000,99.660000,20.560000,0.000000,14.440000,29.550000,0.560000,0.300000,0.000000,49.830000,0.000000,7.910000,0.440000,0.560000,0.000000,0.000000,115.550000,2.890000,46.5,3.84,108.5,652.3

65,16:00-16:15,48.140000,0.350000,0.350000,0.000000,17.330000,0.310000,0.610000,24.070000,0.590000,9.630000,49.830000,99.660000,20.560000,0.000000,14.440000,31.590000,0.560000,0.300000,8.180000,49.830000,17.330000,7.910000,0.440000,0.560000,0.000000,0.000000,115.550000,2.890000,42,3.82,98,664.83

66,16:15-16:30,48.140000,0.350000,0.350000,0.000000,17.330000,0.310000,0.610000,24.070000,0.590000,9.630000,49.830000,99.660000,20.560000,0.000000,14.440000,31.590000,0.560000,0.300000,8.180000,49.830000,17.330000,7.910000,0.440000,0.560000,0.000000,0.000000,115.550000,2.890000,36.6,3.36,85.4,646.37

67,16:30-16:45,48.140000,0.350000,0.350000,0.000000,17.330000,0.310000,0.610000,24.070000,0.590000,9.630000,49.830000,99.660000,20.560000,0.000000,14.440000,31.590000,0.560000,0.300000,8.180000,49.830000,17.330000,7.910000,0.440000,0.560000,0.000000,0.000000,115.550000,2.890000,30.6,2.4,71.4,625.41

68,16:45-17:00,48.140000,0.350000,0.350000,0.000000,17.330000,0.310000,0.610000,24.070000,0.590000,9.630000,49.830000,99.660000,20.560000,0.000000,14.440000,31.590000,0.560000,0.300000,8.180000,49.830000,17.330000,7.910000,0.440000,0.560000,0.000000,0.000000,115.550000,2.890000,24.9,1.17,58.1,605.18

69,17:00-17:15,48.140000,0.350000,0.350000,0.000000,17.330000,0.310000,0.610000,24.070000,0.590000,9.630000,49.830000,99.660000,20.560000,0.000000,14.440000,32.610000,0.560000,0.300000,8.180000,49.830000,17.330000,8.000000,0.440000,0.560000,0.000000,0.000000,115.550000,2.890000,21,0.88,49,593

70,17:15-17:30,48.140000,0.350000,0.350000,0.000000,17.330000,0.310000,0.610000,24.070000,0.590000,9.630000,49.830000,99.660000,20.560000,0.000000,14.440000,32.610000,0.560000,0.300000,8.180000,49.830000,17.330000,8.000000,0.440000,0.560000,0.000000,0.000000,115.550000,2.890000,15.9,0.6,37.1,575.72

71,17:30-17:45,48.140000,0.350000,0.350000,0.000000,17.330000,0.310000,0.610000,24.070000,0.590000,9.630000,49.830000,99.660000,20.560000,0.000000,14.440000,32.610000,0.560000,0.300000,8.180000,49.830000,17.330000,8.000000,0.440000,0.560000,0.000000,0.000000,115.550000,2.890000,9.9,0.31,23.1,555.43

72,17:45-18:00,48.140000,0.350000,0.350000,0.000000,17.330000,0.310000,0.610000,24.070000,0.590000,9.630000,49.830000,99.660000,20.560000,0.000000,14.440000,32.610000,0.560000,0.300000,8.180000,49.830000,17.330000,8.000000,0.440000,0.560000,0.000000,0.000000,115.550000,2.890000,9,0.21,21,552.33

73,18:00-18:15,48.140000,0.350000,0.350000,0.000000,17.330000,0.310000,0.610000,24.070000,0.590000,9.630000,49.830000,99.660000,20.560000,0.000000,14.440000,33.630000,0.560000,0.300000,0.000000,49.830000,0.000000,8.000000,0.440000,0.560000,0.000000,0.000000,115.550000,2.890000,9,0,21,527.63

74,18:15-18:30,48.140000,0.350000,0.350000,0.000000,17.330000,0.310000,0.610000,24.070000,0.590000,9.630000,49.830000,99.660000,20.560000,0.000000,14.440000,33.630000,0.560000,0.300000,0.000000,49.830000,0.000000,8.000000,0.440000,0.560000,0.000000,0.000000,115.550000,2.890000,3,0,7,507.63

