Block,Time Block,DHAULIGNGA,FSTPP I & II,DULHASTI,DADRT2,CHAMERA2,CHAMERA3,UNCHAHAR3,UNCHAHAR1,UNCHAHAR2,SASAN,TALST2,TANAKPUR,TEHRIPSP,SIMHST1,TALA,SEWA2,SIMHST2,TEHRI,SINGRAULI,TelanganaSTPP,TANDA2,SINGRAULI_HYDRO,RSTPSU7,SALAL,RIHAND3,RSTPSU1TO6,ANTA_CRF,ANTA_GF,RIHAND1,NLCIIST1,RAPPB,NJPC,NLCIIST2,NLCTS2EXP,RAPPD,NNTPP,RAMPUR,NTPL,PARBATI3,RAPPC,PARBATI2,RIHAND2,NLCEXP,MAPS,NAPP,BRBCL,CHAMERA1,BSIUL,KKNP,KUDGI,KOTESHWR,KKNPPU2,KOLDAM,UNCHAHAR4,URI,URI2,VALLURNTECL,KGSU1AND2,KGSU3AND4,KHSTPP-II,JHAJJAR,KISHANGANGA,KHSTPP-I,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_RF,AURY_LF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
55,13:30-13:45,0,12.38,53.24,8.13,30.19,32.63,17.45,13.59,30.23,329.88,0,9.6,0,0,16.17,0,0,0,86.96,0,4.4,0.92,0,78.76,125.79,0,0,0,82.31,0,0,169,0,0,0,0,5.48,0,21.44,62.89,0,104.63,0,0,23.54,20.49,13.51,12.54,0,0,9.75,0,8.29,2.22,33.97,26.98,0,0,0,95.87,123.13,6.78,29.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

56,13:45-14:00,0,12.38,53.24,8.13,30.19,32.63,17.45,13.59,30.23,329.88,0,9.6,0,0,16.23,0,0,0,103.68,0,4.4,0.92,0,78.76,125.79,0,0,0,94.52,0,0,169,0,0,0,0,5.48,0,21.44,62.89,0,120.43,0,0,23.54,20.81,27.02,12.54,0,0,9.75,0,8.29,2.22,33.97,26.98,0,0,0,95.87,123.13,6.78,29.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

57,14:00-14:15,0,10.94,53.24,8.13,30.19,25.74,16.42,13.05,30.23,329.88,0,9.6,0,0,16.23,0,0,0,95.1,0,4.4,0.92,0,78.76,125.79,0,0,0,82.31,0,0,169,0,0,0,0,5.48,0,34.3,62.89,0,104.63,0,0,23.54,21.6,40.52,12.54,0,0,9.75,0,8.29,2.22,33.97,31.48,0,0,0,78.42,123.13,6.78,29.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

58,14:15-14:30,0,10.94,53.24,8.13,30.19,25.74,16.42,13.05,30.23,329.88,0,9.6,0,0,16.28,0,0,0,95.1,0,4.4,0.92,0,78.76,125.79,0,0,0,82.31,0,0,169,0,0,0,0,5.48,0,34.3,62.89,0,104.63,0,0,23.54,23.26,40.52,12.54,0,0,9.75,0,8.29,2.22,33.97,31.48,0,0,0,87.02,123.13,6.78,29.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

59,14:30-14:45,0,12.38,53.24,8.13,30.19,25.74,16.42,13.05,30.23,313.66,0,9.6,0,0,16.28,0,0,0,125.89,0,4.4,0.92,0,78.76,125.79,0,0,0,82.31,0,0,169,0,0,0,0,5.48,0,31.45,62.89,0,104.63,0,0,23.54,20.03,40.52,12.54,0,0,9.75,0,8.29,2.22,36.08,26.98,0,0,0,83.81,123.13,6.78,29.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

60,14:45-15:00,0,12.38,53.24,8.13,30.19,25.74,17.45,13.59,30.23,297.44,0,9.6,0,0,16.28,0,0,0,125.89,0,4.4,0.92,0,78.76,125.79,0,0,0,82.31,0,0,169,0,0,0,0,5.48,0,31.45,62.89,0,104.63,0,0,23.54,18.65,40.52,12.54,0,0,9.75,0,8.29,2.22,36.08,26.98,0,0,0,98.32,123.13,6.78,29.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

61,15:00-15:15,0,14.08,53.24,8.13,32.09,25.74,17.45,13.59,30.23,297.44,0,9.6,0,0,16.14,0,0,0,125.89,0,5.24,0.92,0,78.76,125.79,0,0,0,82.31,0,0,169,0,0,0,0,5.48,0,21.44,62.89,0,104.63,0,0,23.54,18.56,40.52,12.54,0,0,9.75,0,8.29,2.22,37.15,26.98,0,0,0,119.36,124.09,6.78,32.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

62,15:15-15:30,0,14.08,53.24,8.13,32.09,25.74,17.45,13.59,30.23,297.44,0,9.6,0,0,16.14,0,0,0,125.89,0,5.34,0.92,0,78.76,125.79,0,0,0,82.31,0,0,169,0,0,0,0,5.48,0,21.44,62.89,0,104.63,0,0,23.54,20.4,40.52,12.54,0,0,9.75,0,8.29,2.22,37.15,26.98,0,0,0,122.89,124.09,6.78,37.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

63,15:30-15:45,10.21,14.08,53.24,8.13,32.09,25.74,17.45,12.91,30.23,297.44,0,9.6,0,0,13.88,0,0,14.31,144.89,0,5.34,0.92,0,78.2,125.79,0,0,0,94.52,0,0,169,0,0,0,0,5.48,0,7.14,62.89,0,120.43,0,0,23.54,22.61,40.52,6.27,0,0,9.75,0,8.29,2.22,50.34,29.97,0,0,0,122.89,124.09,6.78,37.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

64,15:45-16:00,10.21,14.08,53.24,8.13,32.09,25.74,17.45,12.91,30.23,297.44,0,9.6,0,0,13.88,0,0,28.61,144.89,0,5.34,0.92,0,78.2,125.79,0,0,0,94.52,0,0,169,0,0,0,0,5.48,0,7.14,62.89,0,120.43,0,0,23.54,21.96,40.52,6.27,0,0,9.75,0,8.29,2.22,50.34,29.97,0,0,0,122.89,124.09,6.78,37.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

65,16:00-16:15,10.21,17.24,53.24,0,32.09,25.74,17.45,12.91,30.23,297.44,0,9.6,0,0,13.8,0,0,42.92,144.89,0,5.34,0.92,0,78.2,125.79,0,0,0,94.52,0,0,169,0,0,0,0,5.48,0,18.57,62.89,0,120.43,0,0,23.54,20.71,40.52,6.27,0,0,9.75,0,8.29,2.22,29.72,29.97,0,0,0,122.89,124.09,6.78,37.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

66,16:15-16:30,10.21,17.24,53.24,8.1,32.09,25.74,17.45,12.91,30.23,297.44,0,9.6,0,0,13.74,0,0,57.22,144.89,0,5.34,0.92,0,78.2,125.79,0,0,0,94.52,0,0,169,0,0,0,0,5.48,0,18.57,62.89,0,120.43,0,0,23.54,19.04,40.52,6.27,0,0,9.75,0,8.29,2.22,29.72,29.97,0,0,0,122.89,124.09,6.78,37.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

67,16:30-16:45,10.21,17.24,53.24,8.1,30.19,25.74,17.45,12.54,30.23,297.44,0,9.6,0,0,13.43,0,0,57.22,144.89,0,5.34,0.92,0,78.2,125.79,0,0,0,94.52,0,0,169,0,0,0,0,5.48,0,21.44,62.89,0,120.43,0,0,23.54,22.19,40.52,6.27,0,0,9.75,0,8.29,2.22,29.72,29.97,0,0,0,122.89,124.09,6.78,37.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

68,16:45-17:00,10.21,17.24,53.24,8.1,30.19,25.74,17.45,12.54,30.23,297.44,0,9.6,0,0,13.43,0,0,57.22,144.89,0,5.34,0.92,0,78.2,125.79,0,0,0,94.52,0,0,169,0,0,0,0,5.48,0,21.44,62.89,0,120.43,0,0,23.54,19.35,40.52,6.27,0,0,9.75,0,8.29,2.22,29.72,29.97,0,0,0,122.89,124.09,6.78,37.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

69,17:00-17:15,10.21,17.24,53.24,8.1,36.67,25.74,17.45,12.8,30.23,297.44,0,11.45,0,0,13.43,5.88,0,57.22,144.1,0,5.34,0.92,0,78.2,125.79,0,0,0,94.52,0,0,169,0,0,0,0,5.48,0,21.44,62.89,0,120.43,0,0,23.54,22.53,40.52,6.27,0,0,9.75,0,8.29,2.22,50.34,31.48,0,0,0,142.58,124.09,6.78,43.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

70,17:15-17:30,10.21,17.24,53.24,8.1,36.67,25.74,17.45,12.8,30.23,297.44,0,11.45,0,0,13.4,11.75,0,57.22,144.1,0,5.34,0.92,0,78.2,125.79,0,0,0,94.52,0,0,169,0,0,0,0,5.48,0,21.44,62.89,0,120.43,0,0,23.54,20.19,40.52,6.27,0,0,9.75,0,8.29,2.22,50.34,31.48,0,0,0,142.58,124.09,6.78,43.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

71,17:30-17:45,10.21,17.24,53.24,8.1,36.67,25.74,17.45,12.8,27.28,301.83,0,11.45,0,0,13.34,17.63,0,57.22,144.1,0,5.34,0.92,0,78.2,125.79,0,0,0,94.52,0,0,169,0,0,0,0,5.48,0,31.45,62.89,0,120.43,0,0,23.54,19.3,40.52,12.54,0,0,9.75,0,8.29,2.22,36.08,29.97,0,0,0,142.58,124.09,6.78,43.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

72,17:45-18:00,20.41,17.24,53.24,8.1,36.67,25.74,17.45,12.8,27.28,314.34,0,11.45,0,0,13.17,17.63,0,57.22,144.1,0,5.34,0.92,0,78.2,125.79,0,0,0,94.52,0,0,169,0,0,0,0,5.48,0,31.45,62.89,0,120.43,0,0,23.54,21.56,40.52,12.54,0,0,9.75,0,8.29,2.22,36.08,29.97,0,0,0,142.58,124.09,6.78,43.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

73,18:00-18:15,20.41,20,53.24,8.1,36.67,25.74,16.5,12.8,26.83,330.57,0,11.45,0,0,12.01,17.63,0,57.22,144.1,0,5.34,0.92,0,78.2,125.79,0,0,0,94.52,0,0,169,0,0,0,0,5.48,0,31.45,62.89,0,120.43,0,0,23.54,23.23,40.52,12.54,0,0,9.75,0,8.29,1.7,36.08,25.48,0,0,0,142.58,124.09,6.78,43.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

74,18:15-18:30,20.41,20,53.24,8.1,36.67,25.74,16.5,12.8,26.83,332.59,0,11.45,0,0,11.7,17.63,0,57.22,144.1,0,5.34,0.92,0,78.2,125.79,0,0,0,94.52,0,0,169,0,0,0,0,5.48,0,31.45,62.89,0,120.43,0,0,23.54,20.16,40.52,12.54,0,0,9.75,0,8.29,1.7,36.08,25.48,0,0,0,142.58,124.09,6.78,43.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

75,18:30-18:45,20.41,20,53.24,43.41,45.3,25.74,20,15.57,32.47,332.59,0,11.45,0,0,11.51,11.75,0,57.22,144.28,0,5.34,0.92,0,78.2,125.79,0,0,0,94.52,0,0,169,0,0,0,0,5.48,0,21.44,62.89,0,120.43,0,0,23.54,19.99,40.52,12.54,0,0,9.75,0,8.29,1.7,36.08,25.48,0,0,0,142.58,93.13,6.78,43.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

76,18:45-19:00,20.41,20,53.24,81.86,45.3,25.74,20,15.57,32.47,332.59,0,11.45,0,0,11.31,11.75,0,57.82,144.28,0,5.34,0.92,0,78.2,125.79,0,0,0,94.52,0,0,169,0,0,0,0,5.48,0,21.44,62.89,0,120.43,0,0,23.54,17.53,40.52,12.54,0,0,19.51,0,8.29,1.7,36.08,25.48,0,0,0,142.58,147.09,6.78,43.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

77,19:00-19:15,20.41,20,53.24,94.63,45.3,32.63,20.65,15.98,33.8,332.59,0,11.45,77.97,0,11.13,11.75,0,57.82,144.28,0,5.34,0.92,0,78.2,125.79,0,0,0,94.52,0,0,169,0,0,0,0,5.48,0,35.74,62.89,0,120.43,0,0,23.54,19.45,40.52,12.54,0,0,29.26,0,8.29,3.1,36.08,25.48,0,0,0,142.58,183.69,6.78,43.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

78,19:15-19:30,20.66,20,55.44,94.63,47.68,34.31,20.65,15.98,33.8,332.59,0,11.45,155.95,0,11.13,12.49,0,57.82,144.28,0,5.34,0.92,0,78.2,125.79,0,0,0,94.52,0,0,170.59,0,0,0,0,5.61,0,37.16,62.89,0,120.43,0,0,23.54,19.56,40.64,19.67,0,0,42.92,0,8.29,3.1,36.08,25.48,0,0,0,142.58,212.54,6.9,43.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

79,19:30-19:45,20.66,20,55.44,94.63,47.68,34.31,26.62,19.41,43.26,332.59,0,11.45,155.95,0,11.31,12.49,0,57.82,144.63,0,5.34,0.92,0,78.2,125.79,0,0,0,94.52,0,0,170.59,0,0,0,0,5.61,0,37.16,62.89,0,120.43,0,0,23.54,23.65,40.64,19.67,0,0,42.92,0,8.29,3.1,36.08,25.48,0,0,0,142.58,247.15,6.9,43.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

80,19:45-20:00,20.66,20,55.44,94.63,47.68,34.31,26.62,19.67,43.26,332.59,0,11.45,155.95,0,11.67,12.49,0,57.82,144.63,0,5.34,0.92,0,78.2,125.79,0,0,0,94.52,0,0,170.59,0,0,0,0,5.61,0,37.16,62.89,0,120.43,0,0,23.54,22.36,40.64,19.67,0,0,42.92,0,8.29,3.1,36.08,25.48,0,0,0,142.58,247.15,6.9,43.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

81,20:00-20:15,20.66,20,55.44,94.63,47.68,34.31,26.62,19.67,43.26,332.59,0,11.45,155.95,0,12.27,12.49,0,57.82,144.63,0,5.34,0.92,0,78.2,125.79,0,0,0,94.52,0,0,170.59,0,0,0,0,5.61,0,37.16,62.89,0,120.43,0,0,23.54,23.79,40.64,19.67,0,0,42.92,0,8.29,3.1,36.08,25.48,0,0,0,142.58,247.15,6.9,43.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

82,20:15-20:30,20.66,20,55.44,94.63,47.68,34.31,26.62,19.67,43.26,332.59,0,11.45,155.95,0,12.53,12.49,0,57.82,144.63,0,5.34,0.92,0,78.2,125.79,0,0,0,94.52,0,0,170.59,0,0,0,0,5.61,0,37.16,62.89,0,120.43,0,0,23.54,23.81,40.64,19.67,0,0,42.92,0,8.29,3.1,36.08,25.48,0,0,0,142.58,247.15,6.9,43.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,20.66,20,55.44,94.63,47.68,34.31,26.62,19.67,43.26,332.59,0,11.45,155.95,0,12.72,12.49,0,57.82,144.63,0,5.34,0.92,0,78.2,125.79,0,0,0,94.52,0,0,170.59,0,0,0,0,5.61,0,47.17,62.89,0,120.43,0,0,23.54,24.03,40.64,19.67,0,0,42.92,0,8.29,3.1,36.08,25.48,0,0,0,142.58,247.15,6.9,43.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,20.66,20,55.44,94.63,47.68,34.31,26.62,19.67,43.26,332.59,0,11.45,155.95,0,12.91,12.49,0,57.82,144.63,0,5.34,0.92,0,78.2,125.79,0,0,0,94.52,0,0,170.59,0,0,0,0,5.61,0,47.17,62.89,0,120.43,0,0,23.54,23.31,40.64,19.67,0,0,42.92,0,8.29,3.1,36.08,25.48,0,0,0,142.58,247.15,6.9,43.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,20.66,20,55.44,46.56,47.68,34.31,26.62,19.67,43.26,332.59,0,11.45,155.95,0,13.03,12.49,0,57.82,144.63,0,5.34,0.92,0,78.2,125.79,0,0,0,94.52,0,0,170.59,0,0,0,0,5.61,0,47.17,62.89,0,120.43,0,0,23.54,22.73,40.64,19.67,0,0,42.92,0,8.29,3.1,4.24,20.98,0,0,0,142.58,237.53,6.9,43.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,20.41,20,53.24,46.56,45.3,32.63,26.62,19.67,43.26,332.59,0,11.45,155.95,0,13.2,11.75,0,57.82,132.39,0,5.34,0.92,0,78.2,125.79,0,0,0,94.52,0,0,169,0,0,0,0,5.48,0,32.87,62.89,0,120.43,0,0,23.54,21.91,40.52,12.54,0,0,39,0,8.29,3.1,4.24,20.98,0,0,0,142.58,227.92,6.78,43.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,20.41,20,53.24,46.56,45.3,32.63,26.62,20.81,43.26,332.59,0,9.6,155.95,0,13.43,11.75,0,57.82,132.39,0,5.34,0.92,0,78.2,125.79,0,0,0,94.52,0,0,169,0,0,0,0,5.48,0,28.58,62.89,0,120.43,0,0,23.54,18.67,40.52,12.54,0,0,39,0,8.29,3.1,16.99,20.98,0,0,0,142.58,225.03,6.78,43.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,20.41,20,55.44,46.56,47.68,34.31,26.62,20.81,43.26,332.59,0,9.6,155.95,0,13.55,12.49,0,57.82,132.39,0,5.34,0.92,0,78.2,125.79,0,0,0,94.52,0,0,170.59,0,0,0,0,5.61,0,54.31,62.89,0,120.43,0,0,23.54,19.76,40.64,19.67,0,0,42.92,0,8.29,3.1,23.35,20.98,0,0,0,142.58,225.03,6.9,43.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,30.99,20,55.44,46.56,47.68,34.31,26.62,20.81,43.26,332.59,0,9.6,155.95,0,13.7,12.49,0,57.82,132.39,0,5.34,0.92,0,78.2,125.79,0,0,0,94.52,0,0,170.59,0,0,0,0,5.61,0,54.31,62.89,0,120.43,0,0,23.54,19.27,40.64,19.67,0,0,42.92,0,8.29,3.1,10.61,10.5,0,0,0,142.58,225.03,6.9,43.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,30.99,20,55.44,46.56,47.68,34.31,26.62,20.81,43.26,332.59,0,9.6,155.95,0,13.8,12.49,0,57.82,132.39,0,5.34,0.92,0,78.2,125.79,0,0,0,94.52,0,0,170.59,0,0,0,0,5.61,0,54.31,62.89,0,120.43,0,0,23.54,19.94,40.64,19.67,0,0,42.92,0,8.29,3.1,36.08,10.5,0,0,0,142.58,225.03,6.9,43.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,30.99,20,55.44,46.56,47.68,34.31,26.62,20.81,43.26,332.59,0,9.6,155.95,0,13.85,12.49,0,57.82,144.63,0,5.34,0.92,0,78.2,125.79,0,0,0,94.52,0,0,170.59,0,0,0,0,5.61,0,54.31,62.89,0,120.43,0,0,23.54,20.49,40.64,19.67,0,0,42.92,0,8.29,3.1,36.08,10.5,0,0,0,135.01,225.03,6.9,43.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,30.62,20,53.24,46.56,45.3,32.63,26.62,20.81,43.26,332.59,0,9.97,155.95,0,13.85,11.75,0,57.22,144.63,0,5.34,0.92,0,78.2,125.79,0,0,0,94.52,0,0,169,0,0,0,0,5.48,0,47.17,62.89,0,120.43,0,0,23.54,20.21,40.52,12.54,0,0,39,0,8.29,3.1,36.08,10.5,0,0,0,127.45,225.03,6.78,43.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,30.62,20,53.24,94.63,45.3,32.63,26.62,20.81,43.26,332.59,0,9.97,77.97,0,13.85,11.75,0,57.22,144.63,0,5.34,0.92,0,78.2,125.79,0,0,0,94.52,0,0,169,0,0,0,0,5.48,0,47.17,62.89,0,120.43,0,0,23.54,21.45,40.52,12.54,0,0,39,0,8.29,3.1,36.08,10.5,0,0,0,119.89,245.22,6.78,43.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,30.62,20,53.24,94.63,45.3,32.63,26.62,20.81,43.26,332.59,0,9.97,77.97,0,13.8,11.75,0,57.22,144.63,0,5.34,0.92,0,78.2,125.79,0,0,0,94.52,0,0,169,0,0,0,0,5.48,0,47.17,62.89,0,120.43,0,0,23.54,17.57,40.52,12.54,0,0,39,0,8.29,3.1,36.08,10.5,0,0,0,112.32,245.22,6.78,43.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,30.62,20,53.24,94.63,45.3,32.63,26.62,20.81,43.26,332.59,0,9.97,77.97,0,13.77,11.75,0,57.22,144.63,0,5.34,0.92,0,78.2,125.79,0,0,0,94.52,0,0,169,0,0,0,0,5.48,0,47.17,62.89,0,120.43,0,0,23.54,15.26,40.52,12.54,0,0,39,0,8.29,3.1,36.08,10.5,0,0,0,104.75,245.22,6.78,43.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,30.62,20,53.24,94.63,45.3,32.63,26.62,20.81,43.26,332.59,0,9.97,77.97,0,13.68,11.75,0,57.22,144.63,0,5.34,0.92,0,78.2,125.79,0,0,0,94.52,0,0,169,0,0,0,0,5.48,0,47.17,62.89,0,120.43,0,0,23.54,16.07,40.52,12.54,0,0,39,0,8.29,3.1,36.08,10.5,0,0,0,97.2,245.22,6.78,43.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

