Block,Time,LT-35,LT-36,L_NR_2012_07,LT_MEJA_Delhi,SH-06,L_NR_2012_01,LT-59,L_NR_2012_04,SH-07,L_NR_2020_02,L_NR_2023_04,L_NR_2019_11,L_NR_2012_02,LT-31,LT-05,L_NR_2019_06,L_NR_2022_10,L_NR_2021_14,L_NR_2021_12,L_NR_2021_16,L_NR_2019_05,L_NR_2022_09,L_NR_2021_15,L_NR_2022_08,L_NR_2021_13,L_NR_2019_19,L_NR_2021_17,L_NR_2018_61,L_NR_2020_06,L_NR_2020_07,L_NR_2019_07,L_NR_2020_05
16,03:45-04:00,0.000000,0.000000,87.330000,3.910000,20.860000,101.420000,10.360000,272.310000,20.860000,11.920000,0.000000,10.790000,261.990000,0.000000,116.220000,0,46.03,0,0,0,0,46.03,0,18.54,0,0,0,25.91,20.8,20.79,0,62.38

17,04:00-04:15,0.000000,0.000000,63.490000,2.150000,21.780000,101.420000,10.360000,272.310000,21.780000,11.920000,0.000000,10.790000,261.990000,0.000000,116.220000,0,46.16,0,0,0,0,46.16,0,18.55,0,0,0,25.47,20.95,20.96,0,62.86

18,04:15-04:30,0.000000,0.000000,63.490000,2.110000,21.780000,101.420000,10.360000,272.310000,21.780000,11.920000,0.000000,10.790000,261.990000,0.000000,116.220000,0,34.12,0,0,0,0,34.12,0,18.87,0,0,0,16.86,16.45,16.45,0,49.36

19,04:30-04:45,0.000000,0.000000,63.490000,2.010000,30.980000,101.420000,10.360000,272.310000,20.940000,11.920000,0.000000,10.790000,230.790000,0.000000,66.470000,0,34.61,0,0,0,0,34.61,0,18.88,0,0,0,16.73,16.45,16.45,0,49.35

20,04:45-05:00,0.000000,0.000000,63.490000,2.010000,30.980000,101.420000,10.360000,272.310000,20.940000,11.920000,0.000000,10.790000,201.740000,0.000000,66.470000,0,34.88,0,0,0,0,34.88,0,18.88,0,0,0,16.46,16.6,16.59,0,49.8

21,05:00-05:15,0.000000,0.000000,63.490000,2.010000,30.980000,101.420000,10.360000,272.310000,20.940000,11.920000,0.000000,10.790000,201.740000,0.000000,116.220000,0,34.92,0,0,0,0,34.92,0,17.01,0,0,0,16.32,16.65,16.66,0,49.97

22,05:15-05:30,0.000000,0.000000,63.490000,2.010000,30.980000,101.420000,10.360000,272.310000,20.940000,11.920000,0.000000,10.790000,201.740000,0.000000,116.220000,0,35.24,0,0,0,0,35.24,0,17.22,0,0,0,15.82,16.65,16.63,0,49.94

23,05:30-05:45,0.000000,0.000000,63.490000,2.010000,30.980000,101.420000,10.360000,272.310000,20.940000,11.920000,0.000000,10.790000,201.740000,0.000000,116.220000,0,35.4,0,0,0.28,0,35.4,0,17.23,0,0.448822,0.14,15.29,16.65,16.64,0,49.94

24,05:45-06:00,0.000000,0.000000,63.490000,2.010000,30.980000,101.420000,10.360000,272.310000,20.940000,11.920000,0.000000,10.790000,201.740000,0.000000,116.220000,0,35.55,0,0.14,1.48,0,35.55,0.33,17.4,0.03,2.166054,0.74,21.65,16.75,16.76,0,50.26

25,06:00-06:15,0.000000,0.000000,63.490000,1.360000,30.980000,101.420000,10.360000,272.310000,20.940000,11.920000,0.000000,10.790000,250.150000,0.000000,116.220000,5.52,36.18,0.03,3.03,4.06,5.74,36.18,0.74,17.68,0.61,3.893043,2.03,21.21,16.68,16.69,4.03,50.04

26,06:15-06:30,0.130000,0.130000,63.490000,1.360000,30.980000,101.420000,10.360000,272.310000,20.940000,11.920000,0.000000,10.790000,230.790000,0.130000,116.220000,13.8,37.26,0.03,6.18,6.91,14.35,37.26,1.92,17.69,1.24,10.996139,3.46,20.53,16.65,16.65,8.06,49.94

27,06:30-06:45,1.000000,1.030000,63.490000,1.360000,30.980000,101.420000,10.360000,272.310000,20.940000,11.920000,0.000000,10.790000,230.790000,1.000000,116.220000,23,38.38,0.33,12.88,10.81,23.92,38.38,3.17,13.22,2.58,15.016023,5.4,20.01,13.25,13.25,14.3,39.75

28,06:45-07:00,1.570000,1.610000,63.490000,1.360000,30.980000,101.420000,10.360000,272.310000,20.940000,11.920000,0.000000,10.790000,230.790000,1.570000,116.220000,32.19,39.35,1,21.22,15.86,32.19,39.35,4.83,14.03,4.24,19.543271,7.93,19.51,13.32,13.31,24.07,39.96

29,07:00-07:15,2.430000,2.490000,44.450000,2.180000,30.980000,101.420000,10.360000,272.310000,20.940000,11.920000,0.000000,10.790000,230.790000,2.430000,107.670000,30.65,40.01,4,31.01,21.15,30.65,40.01,6.99,13.87,6.2,24.568126,10.58,19.12,13.65,13.65,30.65,40.95

30,07:15-07:30,3.270000,3.360000,44.450000,2.170000,30.980000,101.420000,10.360000,272.310000,20.940000,11.920000,0.000000,10.790000,230.790000,3.270000,99.130000,29.65,40.05,8.33,43.13,26.18,29.65,40.05,9.53,13.68,8.63,29.56371,13.09,18.69,14.01,14.02,29.65,42.03

31,07:30-07:45,4.200000,4.310000,31.950000,2.140000,30.980000,101.420000,10.360000,272.310000,20.940000,11.920000,0.000000,10.790000,230.790000,4.200000,90.580000,30.84,40.42,13.47,62.71,31.77,30.83,40.42,12.28,13.93,12.54,34.237313,15.88,18.55,17.04,17.04,30.83,51.12

32,07:45:08:00,5.350000,5.480000,31.950000,2.060000,30.980000,101.420000,10.360000,272.310000,20.940000,11.920000,0.000000,10.790000,261.990000,5.350000,82.040000,31,38.63,20.17,80.68,38.46,31,38.63,15.2,14.16,16.14,39.076785,19.23,18.16,17.19,17.18,31,51.56

33,08:00-08:15,6.470000,6.630000,31.950000,2.060000,30.980000,72.370000,10.360000,272.310000,20.940000,11.920000,0.000000,10.790000,226.480000,6.470000,73.500000,31.84,38.76,29.53,99.3,45.6,31.83,38.76,21.03,13.88,19.86,43.847958,22.8,17.99,17.34,17.34,31.83,52.01

34,08:15-08:30,7.610000,7.800000,31.950000,2.060000,30.980000,48.410000,10.360000,272.310000,20.940000,11.920000,0.000000,10.790000,185.150000,7.610000,70.640000,32,39.03,36.9,118.13,52.27,32,39.03,24.64,13.75,23.63,48.443505,26.13,17.67,17.37,17.36,32,52.1

35,08:30-08:45,8.730000,8.960000,31.950000,3.910000,30.980000,48.410000,10.360000,272.310000,20.940000,11.920000,0.000000,10.790000,185.150000,8.730000,70.640000,32,39.1,45.27,136.71,57.78,32,39.1,28.06,14.44,27.34,52.98051,28.89,17.53,17.53,17.51,32,52.58

36,08:45:09:00,9.750000,10.000000,31.950000,3.910000,30.980000,48.410000,10.360000,272.310000,20.940000,11.920000,0.000000,10.790000,185.150000,9.750000,70.640000,32.34,39.13,52.87,154.66,62.69,32.33,39.13,31.15,14.69,30.93,57.312618,31.34,17.33,17.71,17.7,32.33,53.12

37,09:00:09:15,10.700000,10.970000,31.950000,1.940000,30.980000,48.410000,10.360000,232.370000,20.940000,11.920000,0.000000,10.790000,185.150000,10.700000,70.640000,32.34,39.43,59.23,156.86,67.96,32.33,39.43,33.7,14.77,31.37,61.547156,33.98,22.11,17.89,17.88,32.33,53.66

38,09:15-09:30,11.200000,11.480000,31.950000,1.940000,30.980000,48.410000,10.360000,232.370000,20.940000,11.920000,0.000000,10.790000,185.150000,11.200000,70.640000,32.34,45.17,64.2,171.85,73.49,32.33,45.17,35.87,21.78,34.37,65.313358,36.74,22.1,17.68,17.68,32.33,53.03

39,09:30-09:45,11.430000,11.720000,31.950000,1.940000,30.980000,48.410000,10.360000,232.370000,20.940000,11.920000,0.000000,10.790000,185.150000,11.430000,66.470000,32.34,45.52,70.83,185.98,78.1,32.33,45.52,40.09,22.12,37.2,68.240458,39.05,22.34,17.7,17.71,32.33,53.1

40,09:45-10:00,12.080000,12.380000,31.950000,1.940000,30.980000,48.410000,10.360000,232.370000,20.940000,11.920000,0.000000,10.790000,185.150000,12.080000,66.470000,32.34,45.37,76.3,199.13,81.91,32.33,45.37,42.49,22.29,39.83,71.050474,40.95,22.57,17.95,17.95,32.33,53.85

41,10:00-10:15,12.130000,12.430000,31.950000,0.390000,30.980000,48.410000,10.360000,193.640000,20.940000,11.920000,0.000000,10.790000,185.150000,12.130000,66.470000,32.34,45.92,80.9,211.13,85.58,32.33,45.92,44.24,22.45,42.22,72.748192,42.78,22.71,17.99,18,32.33,53.99

42,10:15-10:30,12.160000,12.470000,31.950000,0.390000,30.980000,48.410000,10.360000,193.640000,20.940000,11.920000,0.000000,10.790000,185.150000,12.160000,66.470000,32.34,46.78,85.23,222.08,88.89,32.33,46.78,45.18,22.74,44.41,72.640865,44.44,22.91,18.33,18.34,32.33,54.99

43,10:30-10:45,12.180000,12.490000,31.950000,0.390000,30.980000,48.410000,10.360000,232.370000,20.940000,11.920000,0.000000,10.790000,185.150000,12.180000,66.470000,32.34,47.29,88.2,232.09,91.63,32.33,47.29,45.87,26.84,46.42,72.338398,45.81,23.31,26.42,26.42,32.33,79.26

44,10:45-11:00,12.200000,12.510000,31.950000,0.390000,30.980000,48.410000,10.360000,272.310000,20.940000,11.920000,0.000000,10.790000,185.150000,12.200000,66.470000,32.34,57.51,89.63,237.5,94.22,32.33,57.51,46.33,26.96,47.5,72.660379,47.1,23.71,26.86,26.86,32.33,80.57

45,11:00-11:15,12.230000,12.530000,51.000000,0.390000,21.780000,48.410000,10.360000,272.310000,21.780000,11.920000,0.000000,10.790000,226.480000,12.230000,66.470000,32.66,58.52,90.67,237.5,96.24,32.67,58.52,46.57,27.11,47.5,73.684864,48.11,19.48,27.24,27.25,32.67,81.72

46,11:15-11:30,12.210000,12.520000,51.000000,0.390000,21.780000,48.410000,10.360000,272.310000,21.780000,11.920000,0.000000,10.790000,226.480000,12.210000,66.470000,32.66,60.2,91.2,237.5,97.09,32.67,60.2,46.62,27.33,47.5,74.182471,48.54,19.8,27.62,27.63,32.67,82.88

47,11:30-11:45,12.240000,12.540000,50.530000,0.390000,21.780000,48.410000,10.360000,272.310000,21.780000,11.920000,0.000000,10.790000,164.290000,12.240000,66.470000,32.66,61.37,91.27,237.5,97.66,32.67,61.37,46.47,27.51,47.5,73.870247,48.82,19.7,27.82,27.81,32.67,83.45

48,11:45-12:00,12.220000,12.520000,50.530000,0.390000,21.780000,77.460000,10.360000,272.310000,21.780000,11.920000,0.000000,10.790000,164.290000,12.220000,66.470000,32.66,61.4,91.27,237.5,98.04,32.67,61.4,46.2,27.84,47.5,73.880004,49.01,20.07,27.95,27.95,32.67,83.85

49,12:00-12:15,12.200000,12.510000,50.530000,0.390000,21.780000,101.420000,10.360000,272.310000,21.780000,11.920000,0.000000,10.790000,164.290000,12.200000,66.470000,32.66,61.46,91.27,237.5,98.21,32.67,61.46,45.77,28.45,47.5,78.504822,49.1,20.88,28.07,28.08,32.67,84.21

50,12:15-12:30,12.150000,12.450000,50.530000,0.390000,21.780000,101.420000,10.360000,272.310000,21.780000,11.920000,0.000000,10.790000,164.290000,12.150000,66.470000,32.66,63.86,91.27,237.5,98.3,32.67,63.86,45.61,28.58,47.5,80.953829,49.14,22.01,28.14,28.14,32.67,84.43

51,12:30-12:45,12.190000,12.500000,31.490000,0.390000,21.780000,101.420000,10.360000,272.310000,21.780000,11.920000,0.000000,10.790000,175.910000,12.190000,66.470000,32.66,63.15,91.27,237.5,98.3,32.67,63.15,50,28.75,47.5,79.236597,49.14,22.53,28.23,28.21,32.67,84.68

52,12:45-13:00,12.190000,12.500000,31.490000,0.390000,21.780000,101.420000,10.360000,272.310000,21.780000,11.920000,0.000000,10.790000,164.290000,12.190000,66.470000,32.66,64.17,91.23,237.5,98.19,32.67,64.17,50,28.89,47.5,81.685604,49.09,22.69,28.28,28.28,32.67,84.85

53,13:00-13:15,12.180000,12.480000,31.490000,2.180000,21.780000,101.420000,10.360000,272.310000,21.780000,11.920000,0.000000,10.790000,164.290000,12.180000,66.470000,32.66,64.51,91.13,237.5,97.88,32.67,64.51,50,29.33,47.5,82.15394,48.93,23.11,28.33,28.32,32.67,84.98

54,13:15-13:30,12.170000,12.480000,31.490000,2.180000,21.780000,101.420000,10.360000,272.310000,21.780000,11.920000,0.000000,10.790000,164.290000,12.170000,66.470000,32.66,65.51,91.1,237.5,97.3,32.67,65.51,49.04,29.23,47.5,82.622276,48.64,23.67,28.48,28.46,32.67,85.43

55,13:30-13:45,12.150000,12.460000,31.490000,2.180000,21.780000,101.420000,10.360000,272.310000,21.780000,11.920000,0.000000,10.790000,199.810000,12.150000,66.470000,32.66,65.84,91.13,237.5,96.49,32.67,65.84,47.91,29.44,47.5,83.315023,48.24,24.11,19.28,19.26,32.67,57.83

56,13:45-14:00,12.130000,12.440000,31.490000,2.180000,21.780000,101.420000,10.360000,272.310000,21.780000,11.920000,0.000000,10.790000,199.810000,12.130000,66.470000,32.66,46.84,90.9,237.5,94.67,32.67,46.84,46.64,20.01,47.5,81.968557,47.33,24.85,19.28,19.28,32.67,57.84

57,14:00-14:15,12.130000,12.430000,31.490000,2.180000,21.780000,101.420000,10.360000,272.310000,21.780000,11.920000,0.000000,10.790000,199.810000,12.130000,66.470000,32.66,47.04,90,237.5,86.7,32.67,47.04,46.01,19.7,47.5,79.587849,43.3,28.43,19.28,19.26,32.67,57.83

58,14:15-14:30,12.100000,12.410000,31.490000,2.180000,21.780000,101.420000,10.360000,272.310000,21.780000,11.920000,0.000000,10.790000,199.810000,12.100000,66.470000,32.66,47.28,89.43,237.5,86,32.67,47.28,44.92,19.69,47.5,76.992487,43,29.19,19.28,19.26,32.67,57.83

59,14:30-14:45,12.080000,12.390000,31.490000,2.180000,21.780000,101.420000,10.360000,272.310000,21.780000,11.920000,0.000000,10.790000,221.110000,12.080000,66.470000,32.66,47.55,88.37,236.93,82,32.67,47.55,43.53,19.96,47.38,74.83619,41,30,19.28,19.26,32.67,57.83

60,14:45-15:00,12.060000,12.360000,50.530000,2.160000,21.780000,101.420000,10.360000,272.310000,21.780000,11.920000,0.000000,10.790000,250.150000,12.060000,66.470000,32.66,47.77,86.57,230.76,78.7,32.67,47.77,41.85,20.15,46.15,72.455482,39.3,31.93,19.28,19.26,32.67,57.83

61,15:00-15:15,12.030000,12.330000,50.530000,3.910000,21.780000,101.420000,10.360000,272.310000,21.780000,11.920000,0.000000,10.790000,261.990000,12.030000,66.470000,32.66,48.17,82.47,218.44,76.7,32.67,48.17,40.02,20.63,43.69,68.503897,38.3,34.14,22.64,22.64,32.67,67.92

62,15:15-15:30,11.990000,12.280000,74.830000,3.910000,21.780000,101.420000,10.360000,272.310000,21.780000,11.920000,0.000000,10.790000,261.990000,11.990000,94.950000,32.66,46.84,76.87,207.78,69.3,32.67,46.84,37.94,20.34,41.55,64.435228,34.7,36.21,22.74,22.74,32.67,68.22

63,15:30-15:45,11.940000,12.240000,74.830000,3.910000,21.780000,101.420000,10.360000,272.310000,21.780000,11.920000,0.000000,10.790000,261.990000,11.940000,66.470000,32.66,47.42,72.53,194.87,68.3,32.67,47.42,37.41,21.72,38.97,59.839681,34.15,31.02,22.96,22.97,32.67,68.89

64,15:45-16:00,11.800000,12.090000,74.830000,3.910000,21.780000,101.420000,10.360000,272.310000,21.780000,11.920000,0.000000,10.790000,261.990000,11.800000,66.470000,32.66,47.77,66.83,180.85,62.62,32.67,47.77,35.24,22.08,36.17,55.048994,31.31,32.17,23.43,23.42,32.67,70.29

65,16:00-16:15,11.400000,11.680000,55.790000,3.910000,21.780000,101.420000,10.360000,272.310000,21.780000,11.920000,0.000000,10.790000,261.990000,11.400000,66.470000,32.66,47.75,60.87,166.53,57.21,32.67,47.75,32.64,22.81,33.3,50.472961,28.6,32.76,23.65,23.67,32.67,70.96

66,16:15-16:30,10.380000,10.640000,55.790000,3.910000,21.780000,101.420000,10.360000,272.310000,21.780000,11.920000,0.000000,10.790000,261.990000,10.380000,66.470000,32.66,48.56,54.6,151.89,51.32,32.67,48.56,29.62,23.62,30.38,45.604218,25.66,33.21,24.29,24.29,32.67,72.88

67,16:30-16:45,9.310000,9.550000,55.790000,3.910000,21.780000,101.420000,10.360000,272.310000,21.780000,11.920000,0.000000,10.790000,261.990000,9.310000,66.470000,32.66,54.18,48.23,135.73,44.69,32.67,54.18,26.42,24.2,27.15,39.506093,22.34,34.31,25.14,25.14,32.67,75.43

68,16:45-17:00,8.240000,8.450000,55.790000,3.910000,21.780000,101.420000,10.360000,272.310000,21.780000,11.920000,0.000000,10.790000,261.990000,8.240000,66.470000,33,54.17,41.9,119.63,38.03,33,54.17,23.17,26.08,23.92,32.900604,19.01,34.88,25.53,25.54,22.37,76.6

69,17:00-17:15,7.140000,7.320000,68.290000,3.910000,21.780000,101.420000,10.360000,272.310000,21.780000,11.920000,0.000000,10.790000,261.990000,7.140000,66.470000,33,54.12,33.6,102.68,31.91,33,54.12,20.54,26.11,20.53,27.056161,15.95,39.88,28.04,28.04,12.95,84.12

70,17:15-17:30,5.980000,6.130000,68.290000,3.910000,21.780000,101.420000,10.360000,272.310000,21.780000,11.920000,0.000000,10.790000,261.990000,5.980000,66.470000,31.28,54.07,27.57,86.57,26.08,32.53,54.07,17.28,26.11,17.31,22.041063,13.04,40.31,28.17,28.18,7.38,84.52

71,17:30-17:45,4.840000,4.960000,68.290000,3.910000,21.780000,101.420000,10.360000,272.310000,21.780000,11.920000,0.000000,10.790000,261.990000,4.840000,66.470000,18.4,64.11,20.2,69.91,20.55,19.14,64.11,13.98,26.11,13.98,17.582114,10.27,40.57,28.65,28.65,2.28,85.94

72,17:45-18:00,3.660000,3.740000,68.290000,3.910000,21.780000,101.420000,10.360000,272.310000,21.780000,11.920000,0.000000,10.790000,261.990000,3.660000,66.470000,11.04,63.75,11.2,53.63,15.44,11.48,63.75,10.76,29.22,10.72,13.552473,7.72,40.66,28.81,28.8,0.85,86.43

73,18:00-18:15,2.750000,2.820000,68.290000,3.910000,21.780000,101.420000,10.360000,272.310000,21.780000,11.920000,0.000000,10.790000,261.990000,2.750000,66.470000,0,63.44,7.47,39.66,10.91,0,63.44,7.96,28.88,7.93,10.205822,5.46,41.01,31.21,31.21,0,93.64

74,18:15-18:30,1.780000,1.820000,68.290000,3.910000,21.780000,101.420000,10.360000,272.310000,21.780000,11.920000,0.000000,10.790000,261.990000,1.780000,66.470000,0,63.73,2,27.79,7.16,0,63.73,5.65,28.65,5.56,6.771358,3.58,41.06,30.9,30.9,0,92.7

75,18:30-18:45,0.510000,0.530000,68.290000,3.910000,21.780000,101.420000,10.360000,272.310000,21.780000,11.920000,0.000000,10.790000,261.990000,0.510000,94.950000,0,64.19,1,18.68,4.2,0,64.19,3.85,28.58,3.74,3.532034,2.1,40.74,30.45,30.45,0,91.34

76,18:45-19:00,0.000000,0.000000,87.330000,3.910000,21.780000,101.420000,10.360000,272.310000,21.780000,11.920000,0.000000,10.790000,261.990000,0.000000,116.220000,0,63.92,0.33,11.56,2.49,0,63.92,2.44,28.55,2.31,1.473307,1.25,40.24,30.05,30.03,0,90.14

77,19:00-19:15,0.000000,0.000000,87.330000,3.910000,30.980000,101.420000,10.360000,272.310000,30.980000,11.920000,0.000000,10.790000,261.990000,0.000000,116.220000,0,63.57,0.03,6.07,1.38,0,63.57,1.28,28.55,1.21,0.429308,0.69,40.22,29.43,29.42,0,88.29

78,19:15-19:30,0.000000,0.000000,87.330000,3.910000,30.980000,101.420000,10.360000,272.310000,30.980000,11.920000,0.000000,10.790000,261.990000,0.000000,116.220000,0,63.16,0,1.85,0.53,0,63.16,0.39,28.22,0.37,0,0.26,40.14,29.39,29.39,0,88.18

79,19:30-19:45,0.000000,0.000000,78.620000,3.910000,30.980000,101.420000,10.360000,272.310000,30.980000,11.920000,0.000000,10.790000,261.990000,0.000000,116.220000,0,63.01,0,0.14,0.06,0,63.01,0,27.97,0.03,0,0.03,40.25,28.33,28.33,0,84.99

80,19:45-20:00,0.000000,0.000000,78.620000,3.910000,30.980000,101.420000,10.360000,272.310000,30.980000,11.920000,0.000000,10.790000,261.990000,0.000000,116.220000,0,61.61,0,0,0,0,61.61,0,27.24,0,0,0,40.11,27.38,27.39,0,82.15

81,20:00-20:15,0.000000,0.000000,78.620000,3.910000,30.980000,101.420000,10.360000,272.310000,30.980000,11.920000,0.000000,10.790000,261.990000,0.000000,116.220000,0,60.51,0,0,0,0,60.51,0,27.21,0,0,0,39.25,29.32,29.33,0,87.97

82,20:15-20:30,0.000000,0.000000,78.620000,3.910000,30.980000,101.420000,10.360000,272.310000,30.980000,11.920000,0.000000,10.790000,261.990000,0.000000,116.220000,0,58.86,0,0,0,0,58.86,0,26.86,0,0,0,38.49,28.58,28.58,0,85.74

83,20:30-20:45,0.000000,0.000000,78.620000,3.910000,30.980000,101.420000,10.360000,272.310000,30.980000,11.920000,0.000000,10.790000,261.990000,0.000000,116.220000,0,57.16,0,0,0,0,57.16,0,26.45,0,0,0,38.08,27.31,27.31,0,81.93

84,20:45-21:00,0.000000,0.000000,78.620000,3.910000,30.980000,101.420000,10.360000,272.310000,30.980000,11.920000,0.000000,10.790000,261.990000,0.000000,116.220000,0,55.16,0,0,0,0,55.16,0,26.14,0,0,0,37.97,26.52,26.51,0,79.56

85,21:00-21:15,0.000000,0.000000,78.620000,3.910000,30.980000,101.420000,10.360000,272.310000,30.980000,11.920000,0.000000,10.790000,261.990000,0.000000,116.220000,0,52.95,0,0,0,0,52.95,0,25.8,0,0,0,37.56,26.32,26.33,0,78.97

86,21:15-21:30,0.000000,0.000000,78.620000,3.910000,30.980000,101.420000,10.360000,272.310000,30.980000,11.920000,0.000000,10.790000,261.990000,0.000000,116.220000,0,50.86,0,0,0,0,50.86,0,25.51,0,0,0,36.25,25.86,25.87,0,77.6

87,21:30-21:45,0.000000,0.000000,78.620000,3.910000,30.980000,101.420000,10.360000,272.310000,30.980000,11.920000,0.000000,10.790000,261.990000,0.000000,116.220000,0,48.68,0,0,0,0,48.68,0,21.84,0,0,0,31.94,21.32,21.31,0,63.96

88,21:45-22:00,0.000000,0.000000,78.620000,3.910000,30.980000,101.420000,10.360000,272.310000,30.980000,11.920000,0.000000,10.790000,261.990000,0.000000,116.220000,0,46.37,0,0,0,0,46.37,0,21.37,0,0,0,30.48,20.46,20.45,0,61.37

89,22:00-22:15,0.000000,0.000000,78.620000,3.910000,30.980000,101.420000,10.320000,272.310000,30.980000,11.920000,0.000000,10.790000,261.990000,0.000000,116.220000,0,43.89,0,0,0,0,43.89,0,20.76,0,0,0,29.74,19.99,19.99,0,59.96

90,22:15-22:30,0.000000,0.000000,78.620000,3.910000,30.980000,101.420000,10.320000,272.310000,30.980000,11.920000,0.000000,10.790000,261.990000,0.000000,116.220000,0,41.37,0,0,0,0,41.37,0,19.15,0,0,0,29.54,19.94,19.94,0,59.81

91,22:30-22:45,0.000000,0.000000,78.620000,3.910000,30.980000,101.420000,10.320000,272.310000,30.980000,11.920000,0.000000,10.790000,261.990000,0.000000,116.220000,0,38.91,0,0,0,0,38.91,0,18.09,0,0,0,29.28,20.29,20.28,0,60.86

92,22:45-23:00,0.000000,0.000000,78.620000,3.910000,30.980000,101.420000,10.320000,272.310000,30.980000,11.920000,0.000000,10.790000,261.990000,0.000000,116.220000,0,37.56,0,0,0,0,37.56,0,17.16,0,0,0,28.28,20.37,20.36,0,61.1

