Block,Time Block,RIHAND1,RIHAND2,MAPS,KOTESHWR,KUDGI,KKNP,KKNPPU2,KOLDAM,KISHANGANGA,DHAULIGNGA,KHSTPP-I,CHAMERA2,CHAMERA3,CHAMERA1,DADRT2,BRBCL,BSIUL,RAPPD,SASAN,TALST2,SIMHST1,SINGRAULI_HYDRO,TANAKPUR,TelanganaSTPP,RSTPSU1TO6,SIMHST2,TALA,RSTPSU7,SEWA2,SINGRAULI,TEHRI,SALAL,RIHAND3,TANDA2,NLCEXP,NLCIIST1,RAPPB,NJPC,NLCIIST2,NLCTS2EXP,RAMPUR,NAPP,NNTPP,NTPL,PARBATI3,PARBATI2,RAPPC,DADRI_LF,ANTA_RF,AURY_LF,DADRI_GF,AURY_GF,DADRI_CRF,DADRI_RF,AURY_CRF,AURY_RF,KHSTPP-II,ANTA_LF,ANTA_CRF,ANTA_GF,FSTPP I & II,DULHASTI,KGSU3AND4,JHAJJAR,KGSU1AND2,UNCHAHAR4,URI2,URI,VALLURNTECL,UNCHAHAR1,UNCHAHAR3,UNCHAHAR2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
55,13:30-13:45,43.75,95.84,0,10.03,0,0,0,0,8.28,10.53,27.93,0,0,0,287.37,19.25,12.55,0,402.98,0,0,0.94,0,0,0,0,0,0,0,130.06,0,50.31,125.84,3.94,0,0,0,48.48,0,0,1.92,24.78,0,0,4.14,10.83,66.08,0,0,0,0,0,0,0,0,0,97.5,0,0,0,10.18,57.24,0,126.04,0,1.34,35.85,47.81,0,12.98,16.01,26.33,0,0,0,0,0

56,13:45-14:00,43.75,95.84,0,10.03,0,0,0,0,8.28,10.53,29.8,0,0,0,287.37,19.25,12.55,0,402.98,0,0,0.94,6.03,0,0,0,0,0,0,130.06,0,50.31,125.84,3.94,0,0,0,75.42,0,0,2.98,24.78,0,0,4.14,10.83,66.08,0,0,0,0,0,0,0,0,0,97.5,0,0,0,11.93,57.24,0,126.04,0,1.34,35.85,47.81,0,12.98,16.01,26.33,0,0,0,0,0

57,14:00-14:15,43.75,95.84,0,10.03,0,0,0,0,8.28,10.53,29.8,0,0,0,287.37,19.25,12.55,0,402.98,0,0,0.94,6.03,0,0,0,0,0,0,130.06,0,50.31,125.84,3.94,0,0,0,75.42,0,0,2.98,24.78,0,0,4.14,10.83,66.08,0,0,0,0,0,0,0,0,0,97.5,0,0,0,11.93,57.24,0,126.04,0,1.34,35.85,47.81,0,12.98,16.76,26.62,0,0,0,0,0

58,14:15-14:30,43.75,95.84,0,10.03,0,0,0,0,8.28,10.53,29.8,0,0,0,287.37,19.25,12.55,0,402.98,0,0,0.94,6.03,0,0,0,0,0,0,130.06,0,50.31,125.84,3.94,0,0,0,75.42,0,0,2.98,24.78,0,0,4.14,10.83,66.08,0,0,0,0,0,0,0,0,0,97.5,0,0,0,11.93,57.24,0,126.04,0,1.34,35.85,47.81,0,12.98,16.76,26.62,0,0,0,0,0

59,14:30-14:45,44.53,95.84,0,10.03,0,0,0,0,8.28,10.53,29.8,0,0,0,287.37,19.25,12.55,0,402.98,0,0,0.94,6.03,0,0,0,0,0,5.99,130.05,0,50.31,125.84,3.94,0,0,0,75.42,0,0,2.98,24.78,0,0,4.14,10.83,66.08,0,0,0,0,0,0,0,0,0,97.5,0,0,0,11.93,57.24,0,126.04,0,1.34,35.85,47.81,0,12.98,16.76,26.62,0,0,0,0,0

60,14:45-15:00,44.55,95.84,0,10.03,0,0,0,0,8.28,10.53,29.8,0,0,0,287.37,19.25,12.55,0,402.98,0,0,0.94,6.03,0,0,0,0,0,10.73,130.06,0,50.31,125.84,3.94,0,0,0,75.42,0,0,2.98,24.78,0,0,4.14,10.83,66.08,0,0,0,0,0,0,0,0,0,97.5,0,0,0,11.93,57.24,0,145.29,0,1.34,35.85,47.81,0,12.98,16.76,26.62,0,0,0,0,0

61,15:00-15:15,44.75,119.86,0,10.03,0,0,0,0,8.28,10.53,29.8,15.65,0,0,287.37,19.25,12.55,0,402.98,0,0,0.94,6.03,0,0,0,0,0,18.19,143.72,0,38.58,125.84,3.94,0,0,0,79.82,0,0,3.17,24.78,0,0,4.14,10.83,66.08,0,0,0,0,0,0,0,0,0,110.58,0,0,0,11.93,57.24,0,145.29,0,1.34,35.85,47.81,0,12.98,16.76,26.62,0,0,0,0,0

62,15:15-15:30,44.75,119.86,0,10.03,0,0,0,0,8.28,10.53,29.8,15.65,11.22,0,287.37,19.25,12.55,0,402.98,0,0,0.94,0,0,0,0,0,0,18.19,144.64,0,38.58,125.84,3.94,0,0,0,79.82,0,0,3.17,24.78,0,0,4.14,10.83,66.08,0,0,0,0,0,0,0,0,0,114.5,0,0,0,11.93,57.24,0,145.29,0,1.34,35.85,47.81,0,12.98,16.76,26.62,0,0,0,0,0

63,15:30-15:45,44.75,119.86,0,10.03,0,0,0,0,8.28,10.53,38.46,15.65,11.22,0,287.37,19.25,12.55,0,402.98,0,0,0.94,0,0,0,0,0,0,18.19,144.64,0,38.58,125.84,5.29,0,0,0,75.42,0,0,2.98,24.78,0,0,4.14,10.83,66.08,0,0,0,0,0,0,0,0,0,142.71,0,0,0,14.03,57.24,0,193.4,0,1.34,35.85,47.81,0,12.98,16.76,26.62,0,0,0,0,0

64,15:45-16:00,44.75,119.86,0,10.03,0,0,0,0,8.28,10.53,38.46,31.29,11.22,0,287.37,19.25,12.55,0,402.98,0,0,0.94,0,0,0,0,0,0,18.19,144.64,0,38.58,125.84,5.29,0,0,0,75.42,0,0,2.98,24.78,0,0,4.14,10.83,66.08,0,0,0,0,0,0,0,0,0,142.71,0,0,0,14.03,57.24,0,193.4,0,1.34,35.85,47.81,0,12.98,16.76,26.62,0,0,0,0,0

65,16:00-16:15,44.75,119.86,0,10.03,0,0,0,2.56,8.28,10.53,38.46,31.29,22.44,0,342.59,19.25,6.27,0,402.98,0,0,0.94,0,0,0,0,0,0,18.19,144.64,12.12,38.58,125.84,5.29,0,0,0,70.03,0,0,2.77,24.78,0,0,4.14,3.61,66.08,0,0,0,0,0,0,0,0,0,142.71,0,0,0,14.03,57.24,0,193.4,0,1.34,35.85,47.81,0,12.54,16.76,26.62,0,0,0,0,0

66,16:15-16:30,44.75,119.86,0,10.03,0,0,0,4.6,8.28,10.53,43.81,31.29,22.44,0,364.36,19.25,6.27,0,402.98,0,0,0.94,0,0,0,0,0,0,18.19,144.64,12.12,38.58,125.84,5.29,0,0,0,70.03,0,0,2.77,24.78,0,0,4.14,0,66.08,0,0,0,0,0,0,0,0,0,142.71,0,0,0,14.03,57.24,0,193.4,0,1.34,35.85,47.81,0,12.54,16.76,26.62,0,0,0,0,0

67,16:30-16:45,44.75,119.86,0,10.03,0,0,0,4.6,8.28,10.53,43.81,31.29,22.44,0,364.36,19.25,6.27,0,402.98,0,0,0.94,0.24,0,0,0,0,0,18.19,144.64,24.24,38.58,125.84,5.29,0,0,0,70.03,0,0,2.77,24.78,0,0,4.14,0,66.08,0,0,0,0,0,0,0,0,0,142.71,0,0,0,14.03,57.24,0,193.4,0,1.34,35.85,47.81,0,12.54,16.76,26.62,0,0,0,0,0

68,16:45-17:00,36.86,119.86,0,10.03,0,0,0,6.91,8.28,10.53,43.81,31.29,22.44,12.16,364.36,19.25,6.27,0,402.98,0,0,0.94,0.24,0,0,0,0,0,18.19,144.64,24.24,50.31,125.84,5.29,0,0,0,70.03,0,0,2.77,24.78,0,0,4.14,0,66.08,0,0,0,0,0,0,0,0,0,142.71,0,0,0,14.03,57.24,0,299.26,0,1.34,35.85,47.81,0,12.54,16.76,26.62,0,0,0,0,0

69,17:00-17:15,40.71,119.86,0,10.03,0,0,0,9.2,8.28,10.53,43.81,31.29,22.44,12.16,364.36,19.25,6.27,0,402.98,0,0,0.94,0.24,0,0,0,0,0,18.19,144.64,24.24,50.31,125.84,5.29,0,0,0,70.03,0,0,2.77,24.78,0,0,4.14,0,66.08,0,0,0,0,0,0,0,0,0,142.71,0,0,0,16.03,57.24,0,300.22,0,1.34,35.85,47.81,0,16.67,21.3,34.09,0,0,0,0,0

70,17:15-17:30,44.75,119.86,0,10.03,0,0,0,9.2,8.28,10.53,43.81,31.29,22.44,23.18,364.36,19.25,6.27,0,402.98,0,0,0.94,0.24,0,0,0,0,0,18.19,144.64,36.35,50.31,125.84,5.29,0,0,0,70.03,0,0,2.77,24.78,0,0,4.14,0,66.08,0,0,0,0,0,0,0,0,0,142.71,0,0,0,17.51,57.24,0,300.22,0,1.34,35.85,47.81,0,16.67,21.3,34.09,0,0,0,0,0

71,17:30-17:45,44.75,119.86,0,10.03,0,0,0,9.2,8.28,10.53,43.81,46.94,22.44,23.18,364.36,19.25,6.27,0,402.98,0,0,0.94,0.24,0,0,0,0,0,18.19,144.64,36.35,50.31,125.84,5.29,0,0,0,70.03,0,0,2.77,24.78,0,0,4.14,0,66.08,0,0,0,0,0,0,0,0,0,142.71,0,0,0,17.51,57.24,0,301.18,0,0.82,35.85,47.81,0,16.67,21.3,34.09,0,0,0,0,0

72,17:45-18:00,44.75,119.86,0,10.03,0,0,0,9.2,8.28,10.53,43.81,46.94,22.44,37.25,464.43,19.25,6.27,0,402.98,0,0,0.94,0.24,0,0,0,0,0,18.19,144.64,36.35,50.31,125.84,5.29,0,0,0,70.03,0,0,2.77,24.78,0,0,4.14,3.61,66.08,0,0,0,0,0,0,0,0,0,142.71,0,0,0,17.51,57.24,0,397.46,0,1.55,35.85,47.81,0,20.82,26.15,42.01,0,0,0,0,0

73,18:00-18:15,44.75,119.86,0,10.03,0,0,0,9.2,8.28,10.53,43.81,46.94,33.69,40.56,569.27,19.25,12.55,0,402.98,0,0,0.94,0.24,0,0,0,0,0,18.19,144.64,36.35,36.9,125.84,5.29,0,0,0,70.03,0,0,2.77,24.78,0,0,8.27,10.83,66.08,0,0,0,0,0,0,0,0,0,142.71,0,0,0,17.51,57.24,0,271.21,0,1.64,35.85,47.81,0,20.82,26.63,42.33,0,0,0,0,0

74,18:15-18:30,44.75,119.86,0,10.03,0,0,0,9.2,8.28,21.06,43.81,46.94,33.69,40.56,653.96,19.25,12.55,0,402.98,0,0,0.94,0.24,0,0,0,0,0,18.19,144.64,36.35,36.9,125.84,5.29,0,0,0,70.03,0,0,2.77,24.78,0,0,14.75,14.45,66.08,0,0,0,0,0,0,0,0,0,142.71,0,0,0,17.51,57.24,0,357.81,0,1.64,35.85,47.81,0,20.82,26.63,42.33,0,0,0,0,0

75,18:30-18:45,44.75,108.4,0,22.29,0,0,0,9.2,8.33,42.1,43.81,46.94,33.69,40.56,658.73,19.25,18.82,0,402.98,0,0,0.96,1.72,0,0,0,0,0,19.32,144.64,36.35,36.9,125.84,5.29,0,0,0,106.44,0,0,4.16,24.78,0,0,57.56,27.44,66.08,0,0,0,0,0,0,0,0,0,142.71,0,0,0,17.51,57.24,0,402.83,0,1.64,38.17,47.81,0,20.82,26.63,42.33,0,0,0,0,0

76,18:45-19:00,44.75,108.4,0,22.29,0,0,0,9.2,8.33,42.1,43.81,46.94,33.69,40.56,658.73,19.25,18.82,0,402.98,0,0,0.96,1.72,0,0,0,0,0,19.32,144.64,36.35,36.9,125.84,5.29,0,0,0,106.44,0,0,4.16,24.78,0,0,57.56,27.44,66.08,0,0,0,0,0,0,0,0,0,142.71,0,0,0,17.51,57.24,0,402.83,0,1.64,38.17,47.81,0,20.82,26.63,42.33,0,0,0,0,0

77,19:00-19:15,44.75,107.44,0,22.29,0,0,0,9.2,8.33,42.1,43.81,46.94,33.69,40.56,658.76,19.25,18.82,0,402.98,0,0,0.96,1.72,0,0,0,0,0,19.32,144.64,36.35,36.9,125.84,5.29,0,0,0,106.44,0,0,4.16,24.78,0,0,57.56,27.44,66.08,0,0,0,0,0,0,0,0,0,142.71,0,0,0,17.51,57.24,0,402.83,0,1.64,38.17,47.81,0,20.82,26.63,42.33,0,0,0,0,0

78,19:15-19:30,44.75,108.4,0,22.29,0,0,0,9.2,8.33,42.1,43.81,46.94,33.69,40.56,658.76,19.25,18.82,0,402.98,0,0,0.96,1.72,0,0,0,0,0,19.32,144.64,36.35,36.9,125.84,5.29,0,0,0,106.44,0,0,4.16,24.78,0,0,57.56,27.44,66.08,0,0,0,0,0,0,0,0,0,142.71,0,0,0,17.51,57.24,0,402.83,0,1.64,38.17,47.81,0,20.82,26.63,42.33,0,0,0,0,0

79,19:30-19:45,38.78,102.63,0,22.29,0,0,0,9.2,8.33,42.1,43.81,46.94,33.69,40.56,658.76,19.25,18.82,0,402.98,0,0,0.96,1.11,0,0,0,0,0,19.32,144.64,36.35,50.31,125.84,5.29,0,0,0,106.44,0,0,4.16,24.78,0,0,57.56,27.44,66.08,0,0,0,0,0,0,0,0,0,142.71,0,0,0,17.51,57.24,0,402.83,0,1.64,36.32,47.81,0,20.82,26.63,42.33,0,0,0,0,0

80,19:45-20:00,38.78,102.63,0,22.29,0,0,0,9.2,8.33,42.1,43.81,46.94,33.69,40.56,658.76,19.25,18.82,0,402.98,0,0,0.96,1.11,0,0,0,0,0,19.32,144.64,36.35,50.31,125.84,5.29,0,0,0,106.44,0,0,4.16,24.78,0,0,57.56,27.44,66.08,0,0,0,0,0,0,0,0,0,142.71,0,0,0,17.51,57.24,0,402.83,0,1.64,36.32,47.81,0,20.82,26.63,42.33,0,0,0,0,0

81,20:00-20:15,44.75,118.03,0,22.29,0,0,0,9.2,8.33,42.1,43.81,46.94,33.69,40.56,658.76,19.25,18.82,0,402.98,0,0,0.96,1.72,0,0,0,0,0,19.32,144.64,36.35,50.31,125.84,5.29,0,0,0,106.44,0,0,4.16,24.78,0,0,57.56,27.44,66.08,0,0,0,0,0,0,0,0,0,142.71,0,0,0,17.51,57.24,0,402.83,0,1.64,36.32,47.81,0,20.82,26.63,42.33,0,0,0,0,0

82,20:15-20:30,44.75,102.63,0,22.29,0,0,0,9.2,8.33,42.1,43.81,46.94,33.69,40.56,658.76,19.25,18.82,0,402.98,0,0,0.96,1.72,0,0,0,0,0,19.32,144.64,36.35,51.43,125.84,5.29,0,0,0,106.44,0,0,4.16,24.78,0,0,57.56,27.44,66.08,0,0,0,0,0,0,0,0,0,142.71,0,0,0,17.51,57.24,0,402.83,0,1.64,36.32,47.81,0,20.82,26.63,42.33,0,0,0,0,0

83,20:30-20:45,44.75,102.63,0,10.03,0,0,0,9.2,8.33,42.1,43.81,46.94,33.69,40.56,658.76,19.25,18.82,0,402.98,0,0,0.96,1.72,0,0,0,0,0,18.19,144.64,36.35,76.39,125.84,5.29,0,0,0,106.44,0,0,4.16,24.78,0,0,11.07,14.45,66.08,0,0,0,0,0,0,0,0,0,142.71,0,0,0,17.51,57.24,0,402.83,0,1.64,36.32,47.81,0,20.82,26.63,42.33,0,0,0,0,0

84,20:45-21:00,38.78,119.86,0,10.03,0,0,0,9.2,8.33,21.06,43.81,46.94,33.69,40.56,658.76,19.25,18.82,0,402.98,0,0,0.96,1.72,0,0,0,0,0,18.19,144.64,36.35,76.39,125.84,5.29,0,0,0,106.44,0,0,4.16,24.78,0,0,7.38,14.45,66.08,0,0,0,0,0,0,0,0,0,142.71,0,0,0,17.51,57.24,0,402.83,0,1.64,36.32,47.81,0,20.82,26.63,42.33,0,0,0,0,0

85,21:00-21:15,44.75,119.86,0,10.03,0,0,0,9.2,8.33,21.06,43.81,46.94,33.69,40.56,658.76,19.25,18.82,0,402.98,0,0,0.96,1.72,0,0,0,0,0,18.19,144.64,36.35,76.39,125.84,5.29,0,0,0,106.44,0,0,4.16,24.78,0,0,7.38,14.45,66.08,0,0,0,0,0,0,0,0,0,142.71,0,0,0,17.51,57.24,0,402.83,0,1.64,36.32,47.81,0,20.82,26.63,42.33,0,0,0,0,0

86,21:15-21:30,44.75,119.86,0,10.03,0,0,0,9.2,8.33,21.06,43.81,46.94,33.69,40.56,658.76,19.25,18.82,0,402.98,0,0,0.96,1.72,0,0,0,0,0,18.19,144.64,36.35,76.39,125.84,5.29,0,0,0,106.44,0,0,4.16,24.78,0,0,8.85,14.45,66.08,0,0,0,0,0,0,0,0,0,142.71,0,0,0,17.51,57.24,0,402.83,0,1.64,36.32,47.81,0,20.82,26.63,42.33,0,0,0,0,0

87,21:30-21:45,44.75,119.86,0,11.14,0,0,0,9.2,8.33,42.1,43.81,46.94,33.69,40.56,658.76,19.25,18.82,0,402.98,0,0,0.96,1.72,0,0,0,0,0,19.32,144.64,36.35,40.25,125.84,5.29,0,0,0,106.44,0,0,4.16,24.78,0,0,38.37,27.44,66.08,0,0,0,0,0,0,0,0,0,142.71,0,0,0,17.51,57.24,0,402.83,0,1.64,35.85,47.81,0,20.82,26.63,42.33,0,0,0,0,0

88,21:45-22:00,44.75,119.86,0,11.14,0,0,0,9.2,8.33,42.1,43.81,46.94,33.69,40.56,658.76,19.25,18.82,0,402.98,0,0,0.96,1.72,0,0,0,0,0,19.32,144.64,36.35,38.58,125.84,5.29,0,0,0,106.44,0,0,4.16,24.78,0,0,38.37,27.44,66.08,0,0,0,0,0,0,0,0,0,142.71,0,0,0,17.51,57.24,0,402.83,0,1.64,35.85,47.81,0,20.82,26.63,42.33,0,0,0,0,0

89,22:00-22:15,44.75,119.86,0,11.14,0,0,0,9.2,8.33,42.1,43.81,46.94,33.69,40.56,658.76,19.25,18.82,0,402.98,0,0,0.96,0.74,0,0,0,0,0,19.32,144.64,36.35,38.58,125.84,5.29,0,0,0,106.44,0,0,4.16,24.78,0,0,38.37,27.44,66.08,0,0,0,0,0,0,0,0,0,142.71,0,0,0,17.51,57.24,0,402.83,0,1.64,35.85,47.81,0,20.82,26.63,42.33,0,0,0,0,0

90,22:15-22:30,44.75,119.86,0,11.14,0,0,0,9.2,8.33,42.1,43.81,46.94,33.69,40.56,658.76,19.25,18.82,0,402.98,0,0,0.96,0.74,0,0,0,0,0,19.32,144.64,36.35,38.58,125.84,5.29,0,0,0,106.44,0,0,4.16,24.78,0,0,38.37,27.44,66.08,0,0,0,0,0,0,0,0,0,142.71,0,0,0,17.51,57.24,0,402.83,0,1.64,35.85,47.81,0,20.82,26.63,42.33,0,0,0,0,0

91,22:30-22:45,44.75,119.86,0,10.03,0,0,0,9.2,8.28,21.06,43.81,46.94,33.69,40.56,658.76,19.25,18.82,0,402.98,0,0,0.96,0.74,0,0,0,0,0,0,144.64,36.35,38.58,125.84,5.29,0,0,0,106.44,0,0,4.16,24.78,0,0,19.19,14.45,66.08,0,0,0,0,0,0,0,0,0,142.71,0,0,0,17.51,57.24,0,402.83,0,1.64,35.85,47.81,0,20.82,26.63,42.33,0,0,0,0,0

92,22:45-23:00,44.75,119.86,0,10.03,0,0,0,9.2,8.28,10.53,43.81,46.94,33.69,40.56,658.76,19.25,18.82,0,402.98,0,0,0.96,0.49,0,0,0,0,0,0,144.64,36.35,38.58,125.84,5.29,0,0,0,106.44,0,0,4.16,24.78,0,0,16.23,14.45,66.08,0,0,0,0,0,0,0,0,0,142.71,0,0,0,17.51,57.24,0,422.07,0,1.64,35.85,47.81,0,20.82,26.63,42.33,0,0,0,0,0

93,23:00-23:15,44.75,119.86,0,10.03,0,0,0,9.2,8.28,21.06,43.81,46.94,33.69,40.56,658.76,19.25,0,0,402.98,0,0,0.96,0,0,0,0,0,0,0,144.64,36.35,0,125.84,5.29,0,0,0,106.44,0,0,4.16,24.78,0,0,16.23,14.45,66.08,0,0,0,0,0,0,0,0,0,142.71,0,0,0,17.51,57.24,0,422.07,0,1.64,35.85,47.81,0,20.82,26.63,42.33,0,0,0,0,0

94,23:15-23:30,44.75,119.86,0,10.03,0,0,0,9.2,8.28,21.06,43.81,46.94,33.69,40.56,658.76,19.25,0,0,402.98,0,0,0.96,0,0,0,0,0,0,0,144.64,36.35,0,125.84,5.29,0,0,0,106.44,0,0,4.16,24.78,0,0,16.23,14.45,66.08,0,0,0,0,0,0,0,0,0,142.71,0,0,0,17.51,57.24,0,422.07,0,1.64,35.85,47.81,0,20.82,26.63,42.33,0,0,0,0,0

95,23:30-23:45,44.75,108.4,0,10.03,0,0,0,9.2,8.28,10.53,43.81,46.94,33.69,40.56,658.76,19.25,0,0,402.98,0,0,0.96,0,0,0,0,0,0,0,144.64,36.35,0,125.84,5.29,0,0,0,106.44,0,0,4.16,24.78,0,0,16.23,14.45,66.08,0,0,0,0,0,0,0,0,0,142.71,0,0,0,17.51,57.24,0,422.07,0,1.64,35.85,47.28,0,20.82,26.63,42.33,0,0,0,0,0

96,23:45-24:00,44.75,108.4,0,10.03,0,0,0,9.2,8.28,10.53,43.81,46.94,33.69,40.56,658.76,19.25,0,0,402.98,0,0,0.96,0,0,0,0,0,0,0,144.64,36.35,0,125.84,5.29,0,0,0,106.44,0,0,4.16,24.78,0,0,16.23,14.45,66.08,0,0,0,0,0,0,0,0,0,142.71,0,0,0,17.51,57.24,0,422.07,0,1.64,35.85,47.28,0,20.82,26.63,42.33,0,0,0,0,0

