Block,Time,FSTPP I & II,KHSTPP-II,NLCTS2EXP,NNTPP,RAPPB,SIMHST1,SIMHST2,TANDA2,DADRI_RF,CHAMERA3,KGSU3AND4,KKNP,NLCIIST2,RAPPD,SALAL,SEWA2,UNCHAHAR4,URI2,AURY_RF,JHAJJAR,KHSTPP-I,KUDGI,NLCIIST1,RSTPSU7,ANTA_LF,DADRT2,DHAULIGNGA,DULHASTI,KISHANGANGA,MAPS,PARBATI3,RAPPC,RIHAND2,RIHAND3,SINGRAULI,TALST2,TANAKPUR,ANTA_RF,KGSU1AND2,NLCEXP,PARBATI2,SASAN,AURY_GF,BRBCL,KKNPPU2,NAPP,NTPL,RAMPUR,RSTPSU1TO6,SINGRAULI_HYDRO,UNCHAHAR2,VALLURNTECL,AURY_CRF,DADRI_GF,DADRI_LF,KOTESHWR,NJPC,RIHAND1,TEHRI,TelanganaSTPP,UNCHAHAR1,URI,ANTA_CRF,AURY_LF,BSIUL,CHAMERA1,CHAMERA2,KOLDAM,TALA,TEHRIPSP,UNCHAHAR3,ANTA_GF,DADRI_CRF
54,13:15-13:30,19.6,148.3,0,0,0,0,0,7.07,71.9,35.09,0,0,0,25.15,83.08,0,3.98,38.16,78.22,570.85,45.83,0,0,0,0,690.85,32.89,39.74,8.71,0,67.63,68.22,126.8,132.37,153.28,0,7.68,46.67,0,0,58.05,418.77,0,24.99,0,24.49,0,7.04,0,1.19,45.62,0,0,0,0,20.88,181.16,99.81,0,0,21.83,52.99,0,0,6.52,0,48.9,10.65,10.49,0,27.99,0,0

55,13:30-13:45,19.6,148.3,0,0,0,0,0,7.07,71.9,35.09,0,0,0,25.15,83.08,0,3.98,38.16,78.22,570.85,45.83,0,0,0,0,690.85,32.89,39.74,8.71,0,67.63,68.22,126.8,132.37,153.28,0,7.68,46.8,0,0,58.05,418.77,0,24.99,0,24.49,0,7.04,0,1.19,45.62,0,0,0,0,20.88,181.16,99.81,0,0,21.83,52.99,0,0,6.52,0,48.9,10.65,10.49,0,27.99,0,0

56,13:45-14:00,19.6,148.3,0,0,0,0,0,7.07,71.9,35.09,0,0,0,25.15,83.08,0,3.98,38.16,78.22,570.85,45.83,0,0,0,0,690.85,32.89,39.74,8.71,0,67.63,68.22,126.8,132.37,153.28,0,7.68,46.8,0,0,58.05,418.77,0,24.99,0,24.49,0,7.04,0,1.19,45.62,0,0,0,0,20.88,181.16,99.81,9.89,0,21.83,52.99,0,0,6.52,0,48.9,10.65,10.49,0,27.99,0,0

57,14:00-14:15,19.6,148.3,0,0,0,0,0,7.07,71.9,35.09,0,0,0,25.15,83.08,0,3.98,38.16,78.22,570.85,45.83,0,0,0,0,490.85,32.89,39.74,8.71,0,67.63,68.22,96.8,92.37,153.28,0,7.68,46.67,0,0,58.05,418.77,0,24.99,0,24.49,0,7.04,0,1.19,45.62,0,0,0,0,20.88,181.16,64.81,19.79,0,21.83,50.79,0,0,6.52,14.05,48.9,10.65,10.21,0,27.99,0,0

58,14:15-14:30,19.6,148.3,0,0,0,0,0,7.07,71.9,35.09,0,0,0,25.15,83.08,0,3.98,38.16,78.22,570.85,45.83,0,0,0,0,490.85,32.89,39.74,8.71,0,67.63,68.22,96.8,92.37,153.28,0,7.68,46.54,0,0,58.05,418.77,0,24.99,0,24.49,0,7.04,0,1.19,45.62,0,0,0,0,20.88,181.16,64.81,29.68,0,21.83,50.79,0,0,6.52,27.97,48.9,10.65,10.21,0,27.99,0,0

59,14:30-14:45,19.6,148.3,0,0,0,0,0,7.07,71.9,35.09,0,0,0,25.15,83.08,0,3.98,38.16,78.22,570.85,45.83,0,0,0,0,490.85,32.89,39.74,8.71,0,67.63,68.22,96.8,92.37,153.28,0,7.68,46.67,0,0,58.05,418.77,0,24.99,0,24.49,0,7.04,0,1.19,45.62,0,0,0,0,20.88,181.16,64.81,29.68,0,21.83,50.79,0,0,6.52,28.1,48.9,10.65,10.21,0,27.99,0,0

60,14:45-15:00,19.6,148.3,0,0,0,0,0,7.07,71.9,35.09,0,0,0,25.15,83.08,0,3.98,38.16,78.22,570.85,45.83,0,0,0,0,490.85,32.89,39.74,8.71,0,67.63,68.22,96.8,92.37,153.28,0,7.68,46.8,0,0,58.05,418.77,0,24.99,0,24.49,0,7.04,0,1.19,45.62,0,0,0,0,20.88,181.16,64.81,29.68,0,21.83,50.79,0,0,6.52,42.15,48.9,10.65,10.21,0,27.99,0,0

61,15:00-15:15,19.6,148.3,0,0,0,0,0,7.07,71.9,35.09,0,0,0,25.15,83.08,0,3.98,38.16,78.22,570.85,45.83,0,0,0,0,490.85,32.89,39.74,8.71,0,67.63,68.22,96.8,92.37,153.28,0,12.04,46.8,0,0,58.05,418.77,0,24.99,0,24.49,0,7.04,0,1.19,45.62,0,0,0,0,20.88,181.16,64.81,29.68,0,21.83,50.23,0,0,6.52,42.15,48.9,10.65,10.21,0,27.99,0,0

62,15:15-15:30,19.6,148.3,0,0,0,0,0,7.07,71.9,35.09,0,0,0,25.15,83.08,0,3.98,38.16,78.22,570.85,45.83,0,0,0,0,490.85,32.89,39.74,8.71,0,67.63,68.22,96.8,92.37,153.28,0,12.04,46.8,0,0,58.05,418.77,0,24.99,0,24.49,0,7.04,0,1.19,45.62,0,0,0,0,20.88,181.16,64.81,29.68,0,21.83,50.23,0,0,6.52,42.15,48.9,10.65,10.21,0,27.99,0,0

63,15:30-15:45,19.6,148.3,0,0,0,0,0,7.07,71.9,35.09,0,0,0,25.15,83.08,0,3.98,38.16,78.22,570.85,45.83,0,0,0,0,490.85,32.89,39.74,8.71,0,67.63,68.22,96.8,92.37,153.28,0,12.04,46.67,0,0,58.05,418.77,0,24.99,0,24.49,0,7.04,0,1.19,45.62,0,0,0,0,20.88,181.16,64.81,29.68,0,21.83,50.23,0,0,6.52,42.15,48.9,10.65,10.29,0,27.99,0,0

64,15:45-16:00,19.6,148.3,0,0,0,0,0,7.07,71.9,35.09,0,0,0,25.15,83.08,0,3.98,38.16,78.22,570.85,45.83,0,0,0,0,490.85,32.89,39.74,8.71,0,67.63,68.22,96.8,92.37,153.28,0,12.04,46.54,0,0,58.05,418.77,0,24.99,0,24.49,0,7.04,0,1.19,45.62,0,0,0,0,20.88,181.16,64.81,29.68,0,21.83,50.23,0,0,6.52,42.15,48.9,10.65,10.29,0,27.99,0,0

65,16:00-16:15,19.6,148.3,0,0,0,0,0,7.07,71.9,35.09,0,0,0,25.15,83.08,0,3.98,38.16,78.22,570.85,45.83,0,0,0,0,490.85,21.92,39.74,8.71,0,67.63,68.22,96.8,92.37,153.28,0,12.04,46.54,0,0,58.05,418.77,0,24.99,0,24.49,0,7.04,0,1.19,45.62,0,0,0,0,20.88,181.16,64.81,29.68,0,21.83,50.23,0,0,6.52,42.15,48.9,10.65,9.76,0,27.99,0,0

66,16:15-16:30,19.6,148.3,0,0,0,0,0,7.07,71.9,35.09,0,0,0,25.15,83.08,0,3.98,38.16,78.22,670.85,45.83,0,0,0,0,490.85,21.92,39.74,8.71,0,67.63,68.22,96.8,92.37,153.28,0,12.04,46.8,0,0,58.05,418.77,0,24.99,0,24.49,0,7.04,0,1.19,45.62,0,0,0,0,20.88,181.16,64.81,29.68,0,21.83,50.23,0,0,6.52,42.15,48.9,10.65,9.76,0,27.99,0,0

67,16:30-16:45,19.6,148.3,0,0,0,0,0,7.07,71.9,35.09,0,0,0,25.15,83.08,0,3.98,38.16,78.22,670.85,45.83,0,0,0,0,490.85,21.92,39.74,8.71,0,67.63,68.22,96.8,92.37,153.28,0,12.04,46.67,0,0,58.05,418.77,0,24.99,0,24.49,0,7.04,0,1.19,45.62,0,0,0,0,20.88,181.16,64.81,29.68,0,21.83,50.23,0,0,6.52,42.15,48.9,10.65,9.76,0,27.99,0,0

68,16:45-17:00,19.6,148.3,0,0,0,0,0,7.07,71.9,35.09,0,0,0,25.15,83.08,0,3.98,38.16,78.22,670.85,45.83,0,0,0,0,490.85,21.92,39.74,8.71,0,67.63,68.22,96.8,92.37,153.28,0,12.04,46.67,0,0,58.05,418.77,0,24.99,0,24.49,0,7.04,0,1.19,45.62,0,0,0,0,20.88,181.16,64.81,29.68,0,21.83,50.23,0,0,6.52,42.15,48.9,10.65,9.76,0,27.99,0,0

69,17:00-17:15,19.6,148.3,0,0,0,0,0,7.07,71.9,35.09,0,0,0,25.15,83.08,0,3.98,38.16,78.22,670.85,45.83,0,0,0,0,490.85,32.89,39.74,8.71,0,69.16,68.22,96.8,92.37,153.28,0,12.04,46.8,0,0,58.05,418.77,0,24.99,0,24.49,0,7.04,0,1.19,45.62,0,0,0,0,20.88,181.16,64.81,29.68,0,21.83,50.23,0,0,6.52,42.15,48.9,10.65,9.76,0,27.99,0,0

70,17:15-17:30,19.6,148.3,0,0,0,0,0,7.07,71.9,35.09,0,0,0,25.15,83.08,0,3.98,38.16,78.22,670.85,45.83,0,0,0,0,490.85,32.89,39.74,8.71,0,69.16,68.22,96.8,92.37,153.28,0,12.04,46.8,0,0,58.05,418.77,0,24.99,0,24.49,0,7.04,0,1.19,45.62,0,0,0,0,20.88,181.16,64.81,29.68,0,21.83,50.23,0,0,6.52,42.15,48.9,10.65,9.55,0,27.99,0,0

71,17:30-17:45,19.6,148.3,0,0,0,0,0,7.07,71.9,35.09,0,0,0,25.15,83.08,0,3.98,38.16,78.22,670.85,45.83,0,0,0,0,490.85,43.85,39.74,8.71,0,58.4,68.22,96.8,92.37,153.28,0,12.04,46.93,0,0,58.05,418.77,0,24.99,0,24.49,0,7.04,0,1.19,45.62,0,0,0,0,20.88,181.16,64.81,29.68,0,21.83,50.23,0,0,6.52,42.15,48.9,10.65,9.27,0,27.99,0,0

72,17:45-18:00,19.6,148.3,0,0,0,0,0,7.07,71.9,35.09,0,0,0,25.15,83.08,0,3.98,38.16,78.22,670.85,45.83,0,0,0,0,490.85,43.85,39.74,8.71,0,58.4,68.22,96.8,92.37,153.28,0,12.04,46.93,0,0,58.05,418.77,0,24.99,0,24.49,0,7.04,0,1.19,45.62,0,0,0,0,20.88,181.16,64.81,29.68,0,21.83,50.23,0,0,6.52,42.15,48.9,10.65,9.27,0,27.99,0,0

73,18:00-18:15,19.6,148.3,0,0,0,0,0,7.07,71.9,35.09,0,0,0,25.15,83.08,6.31,3.98,38.16,78.22,518.85,45.83,0,0,0,0,490.85,43.85,39.74,8.71,0,58.4,68.22,96.8,92.37,153.28,0,8.2,47.06,0,0,58.05,418.77,0,24.99,0,24.49,0,7.04,0,1.19,45.62,0,0,0,0,20.88,181.16,64.81,29.68,0,21.83,50.23,0,0,6.52,42.15,48.9,10.65,9.27,0,27.99,0,0

74,18:15-18:30,19.6,148.3,0,0,0,0,0,7.07,71.9,35.09,0,0,0,25.15,83.08,12.62,3.98,38.16,78.22,518.85,45.83,0,0,0,0,490.85,43.85,39.74,8.71,0,69.16,68.22,96.8,92.37,153.28,0,8.2,47.19,0,0,58.05,418.77,0,24.99,0,24.49,0,7.04,0,1.19,45.62,0,0,0,0,20.88,181.16,64.81,29.68,0,21.83,50.23,0,0,6.52,42.15,48.9,10.65,9.27,0,27.99,0,0

75,18:30-18:45,19.6,148.3,0,0,0,0,0,7.07,71.9,35.09,0,0,0,25.15,83.08,18.93,3.98,38.16,78.22,518.85,45.83,0,0,0,0,490.85,43.85,39.74,8.71,0,69.16,68.22,96.8,92.37,153.28,0,8.2,47.32,0,0,58.05,418.77,0,24.99,0,24.49,0,7.04,0,1.19,45.62,0,0,0,0,20.88,181.16,64.81,29.68,0,21.83,50.23,0,0,13.04,42.15,48.9,10.65,11.76,0,27.99,0,0

76,18:45-19:00,19.6,148.3,0,0,0,0,0,7.07,71.9,35.09,0,0,0,25.15,83.08,18.93,3.98,38.16,78.22,518.85,45.83,0,0,0,0,490.85,43.85,39.74,8.71,0,53.79,68.22,96.8,92.37,153.28,0,8.2,47.45,0,0,58.05,418.77,0,24.99,0,24.49,0,7.04,0,1.19,45.62,0,0,0,0,20.88,181.16,64.81,29.68,0,21.83,50.23,0,0,13.04,42.15,48.9,10.65,11.76,0,27.99,0,0

77,19:00-19:15,19.6,148.3,0,0,0,0,0,6.61,71.9,35.09,0,0,0,25.15,83.08,18.93,2.4,38.16,78.22,518.85,45.83,0,0,0,0,490.85,43.85,39.74,8.71,0,53.79,68.22,96.8,92.37,153.28,0,8.2,47.6,0,0,58.05,418.77,0,24.99,0,24.49,0,7.04,0,1.19,45.1,0,0,0,0,31.32,181.16,64.81,29.68,0,21.83,50.23,0,0,13.04,42.15,48.9,10.65,12.64,0,27.99,0,0

78,19:15-19:30,19.6,148.3,0,0,0,0,0,6.62,71.9,36.89,0,0,0,25.15,83.08,20.12,2.39,40.23,78.22,518.85,45.83,0,0,0,0,490.85,46.04,59.61,8.87,0,78.97,68.22,96.8,92.37,153.28,0,8.2,47.86,0,0,61.07,418.77,0,24.99,0,24.49,0,7.22,0,1.19,45.1,0,0,0,0,34.81,182.87,64.81,29.68,0,21.83,50.23,0,0,20.46,42.89,51.47,10.65,12.64,51.99,27.99,0,0

79,19:30-19:45,19.6,148.3,0,0,0,0,0,6.61,71.9,36.89,0,0,0,25.15,83.08,20.12,2.39,40.23,78.22,518.85,45.83,0,0,0,0,490.85,46.04,59.61,8.87,0,78.97,68.22,96.8,92.37,153.28,0,8.2,48.12,0,0,61.07,418.77,0,24.99,0,24.49,0,7.22,0,1.22,45.1,0,0,0,0,34.81,182.87,64.81,29.68,0,21.83,50.23,0,0,20.46,42.89,51.47,10.65,12.64,51.99,27.99,0,0

80,19:45-20:00,19.6,148.3,0,0,0,0,0,6.61,71.9,36.89,0,0,0,25.15,83.08,20.12,2.39,40.23,78.22,518.85,45.83,0,0,0,0,490.85,46.04,59.61,8.87,0,78.97,68.22,96.8,92.37,153.28,0,8.2,48.38,0,0,61.07,418.77,0,24.99,0,24.49,0,7.22,0,1.22,45.1,0,0,0,0,34.81,182.87,64.81,29.68,0,21.83,50.23,0,0,20.46,42.89,51.47,10.65,12.64,51.99,27.99,0,0

81,20:00-20:15,19.6,148.3,0,0,0,0,0,6.61,71.9,36.89,0,0,0,25.15,83.08,20.12,2.39,40.23,78.22,518.85,45.83,0,0,0,0,550.85,46.04,59.61,8.87,0,78.97,68.22,96.8,92.37,153.28,0,8.2,48.51,0,0,61.07,418.77,0,24.99,0,24.49,0,7.22,0,1.22,45.1,0,0,0,0,34.81,182.87,64.81,29.68,0,21.83,50.23,0,0,20.46,42.89,51.47,10.65,11.76,51.99,27.99,0,0

82,20:15-20:30,19.6,148.3,0,0,0,0,0,6.61,71.9,36.89,0,0,0,25.15,83.08,20.12,2.4,40.23,78.22,518.85,45.83,0,0,0,0,550.85,46.04,59.61,8.87,0,78.97,68.22,96.8,92.37,153.28,0,8.2,48.64,0,0,61.07,418.77,0,24.99,0,24.49,0,7.22,0,1.22,45.1,0,0,0,0,34.81,182.87,64.81,29.68,0,21.83,50.23,0,0,20.46,42.89,51.47,10.65,11.76,51.99,27.99,0,0

83,20:30-20:45,19.6,148.3,0,0,0,0,0,6.61,71.9,36.89,0,0,0,25.15,81.34,20.12,2.4,40.23,78.22,518.85,45.83,0,0,0,0,550.85,46.04,59.61,8.87,0,78.97,68.22,96.8,92.37,153.28,0,8.2,49.04,0,0,61.07,418.77,0,24.99,0,24.49,0,7.22,0,1.22,45.1,0,0,0,0,34.81,182.87,64.81,29.68,0,21.83,50.23,0,0,20.46,42.89,51.47,10.65,9.7,51.99,27.99,0,0

84,20:45-21:00,19.6,148.3,0,0,0,0,0,6.61,71.9,36.89,0,0,0,25.15,81.34,20.12,2.39,40.23,78.22,518.85,45.83,0,0,0,0,550.85,46.04,59.61,8.87,0,78.97,68.22,96.8,92.37,153.28,0,8.2,49.17,0,0,61.07,418.77,0,24.99,0,24.49,0,7.22,0,1.22,45.1,0,0,0,0,34.81,182.87,64.81,29.68,0,21.83,50.23,0,0,20.46,42.89,51.47,10.65,9.7,51.99,27.99,0,0

85,21:00-21:15,19.6,148.3,0,0,0,0,0,6.61,71.9,36.89,0,0,0,25.15,81.34,20.12,2.39,40.23,78.22,518.85,45.83,0,0,0,0,550.85,46.04,59.61,8.87,0,78.97,68.22,96.8,92.37,153.28,0,8.2,49.3,0,0,61.07,418.77,0,24.99,0,24.49,0,7.22,0,1.22,45.1,0,0,0,0,34.81,182.87,64.81,29.68,0,21.83,50.23,0,0,20.46,42.89,51.47,10.65,9.7,51.99,27.99,0,0

86,21:15-21:30,19.6,148.3,0,0,0,0,0,6.61,71.9,35.09,0,0,0,25.15,81.34,18.93,2.39,38.16,78.22,518.85,45.83,0,0,0,0,550.85,43.85,58.79,8.71,0,43.03,68.22,96.8,92.37,153.28,0,8.2,49.3,0,0,58.05,418.77,0,24.99,0,24.49,0,7.04,0,1.22,45.1,0,0,0,0,31.32,181.16,64.81,29.68,0,21.83,50.23,0,0,6.52,42.15,48.9,10.65,9.7,51.99,27.99,0,0

87,21:30-21:45,19.6,148.3,0,0,0,0,0,6.61,71.9,35.09,0,0,0,25.15,81.34,18.93,2.39,38.16,78.22,518.85,45.83,0,0,0,0,550.85,43.85,58.79,8.71,0,43.03,68.22,96.8,92.37,153.28,0,8.2,49.3,0,0,58.05,418.77,0,24.99,0,24.49,0,7.04,0,1.22,45.1,0,0,0,0,31.32,181.16,64.81,29.68,0,21.83,50.23,0,0,6.52,42.15,48.9,10.65,9.7,51.99,27.99,0,0

88,21:45-22:00,19.6,148.3,0,0,0,0,0,6.61,71.9,36.89,0,0,0,25.15,81.34,20.12,2.39,40.23,78.22,518.85,45.83,0,0,0,0,550.85,46.04,59.61,8.87,0,78.97,68.22,96.8,92.37,153.28,0,8.2,49.3,0,0,61.07,418.77,0,24.99,0,24.49,0,7.22,0,1.22,45.1,0,0,0,0,34.81,182.87,64.81,29.68,0,21.83,50.23,0,0,20.46,42.89,51.47,10.65,9.7,51.99,27.99,0,0

89,22:00-22:15,19.6,148.3,0,0,0,0,0,6.61,71.9,36.89,0,0,0,25.15,81.34,20.12,2.4,40.23,78.22,518.85,45.83,0,0,0,0,550.85,46.04,59.61,8.87,0,78.97,68.22,96.8,92.37,153.28,0,8.2,49.3,0,0,61.07,418.77,0,24.99,0,24.49,0,7.22,0,1.22,45.1,0,0,0,0,34.81,182.87,64.81,29.68,0,21.83,50.23,0,0,20.46,42.89,51.47,10.65,9.7,51.99,27.99,0,0

90,22:15-22:30,19.6,148.3,0,0,0,0,0,6.61,71.9,36.89,0,0,0,25.15,81.34,20.12,2.4,40.23,78.22,518.85,45.83,0,0,0,0,550.85,46.04,59.61,8.87,0,78.97,68.22,96.8,92.37,153.28,0,8.2,49.3,0,0,61.07,418.77,0,24.99,0,24.49,0,7.22,0,1.22,45.1,0,0,0,0,34.81,182.87,64.81,29.68,0,21.83,50.23,0,0,20.46,42.89,51.47,10.65,9.7,51.99,27.99,0,0

91,22:30-22:45,19.6,148.3,0,0,0,0,0,6.61,71.9,36.89,0,0,0,25.15,81.34,20.12,2.39,40.23,78.22,518.85,45.83,0,0,0,0,550.85,46.04,59.61,8.87,0,78.97,68.22,96.8,92.37,153.28,0,8.2,49.3,0,0,61.07,418.77,0,24.99,0,24.49,0,7.22,0,1.22,45.1,0,0,0,0,34.81,182.87,64.81,29.68,0,21.83,50.23,0,0,20.46,42.89,51.47,10.65,9.7,51.99,27.99,0,0

92,22:45-23:00,19.6,148.3,0,0,0,0,0,6.61,71.9,35.09,0,0,0,25.15,81.34,18.93,2.39,38.16,78.22,518.85,45.83,0,0,0,0,550.85,43.85,58.79,8.71,0,78.39,68.22,96.8,92.37,153.28,0,8.2,49.3,0,0,58.05,418.77,0,24.99,0,24.49,0,7.04,0,1.22,45.1,0,0,0,0,11.6,181.16,64.81,29.68,0,21.83,50.23,0,0,13.04,42.15,48.9,10.65,9.7,51.99,27.99,0,0

93,23:00-23:15,19.6,148.3,0,0,0,0,0,6.61,71.9,35.09,0,0,0,25.15,81.34,12.62,2.4,38.16,78.22,518.85,45.83,0,0,0,0,550.85,43.85,58.79,8.71,0,78.39,68.22,96.8,92.37,153.28,0,8.2,48.64,0,0,58.05,418.77,0,24.99,0,24.49,0,7.04,0,1.22,45.1,0,0,0,0,10.44,181.16,64.81,29.68,0,21.83,50.23,0,0,13.04,42.15,48.9,10.65,9.7,51.99,27.99,0,0

94,23:15-23:30,19.6,148.3,0,0,0,0,0,6.61,71.9,35.09,0,0,0,25.15,81.34,6.31,2.39,38.16,78.22,518.85,45.83,0,0,0,0,550.85,43.85,58.79,8.71,0,78.39,68.22,96.8,92.37,153.28,0,8.2,48.64,0,0,58.05,418.77,0,24.99,0,24.49,0,7.04,0,1.22,45.1,0,0,0,0,10.44,181.16,64.81,29.68,0,21.83,50.23,0,0,13.04,42.15,48.9,10.65,9.7,51.99,27.99,0,0

95,23:30-23:45,19.6,148.3,0,0,0,0,0,6.61,71.9,35.09,0,0,0,25.15,81.34,6.31,2.4,38.16,78.22,518.85,45.83,0,0,0,0,550.85,43.85,58.79,8.71,0,70.7,68.22,96.8,92.37,153.28,0,6.27,48.64,0,0,58.05,418.77,0,24.99,0,24.49,0,7.04,0,1.22,45.1,0,0,0,0,10.44,181.16,64.81,29.68,0,21.83,50.23,0,0,13.04,42.15,48.9,10.65,9.7,51.99,27.99,0,0

96,23:45-24:00,19.6,148.3,0,0,0,0,0,6.61,71.9,35.09,0,0,0,25.15,81.34,6.31,2.39,38.16,78.22,518.85,45.83,0,0,0,0,550.85,43.85,58.79,8.71,0,70.7,68.22,96.8,92.37,153.28,0,6.27,48.64,0,0,58.05,418.77,0,24.99,0,24.49,0,7.04,0,1.22,45.1,0,0,0,0,10.44,181.16,64.81,29.68,0,21.83,50.23,0,0,13.04,42.15,48.9,10.65,9.7,51.99,27.99,0,0

