Time,Block,WR/2024/22155/C,NR/2024/18782/C,NR/2024/18759/A/8531,Total
,,PXIL,NVVNL,ITCLH,Total

,,DELHI,NA,ANDHRA PRADESH,
,,BYPL,SOLAPUR_SOLAR,ITCWIND,
,,CHATTISGARH,DELHI,DELHI,
,,CSEB_Beneficiary,MES (Delhi),ITCLH,
,,North-West,West-North,South-West-North,
1,00:00-00:15,120.000000,0,0.480000,120.48

2,00:15-00:30,120.000000,0,0.480000,120.48

3,00:30-00:45,120.000000,0,0.480000,120.48

4,00:45-01:00,120.000000,0,0.480000,120.48

5,01:00-01:15,120.000000,0,0.480000,120.48

6,01:15-01:30,120.000000,0,0.480000,120.48

7,01:30-01:45,120.000000,0,0.480000,120.48

8,01:45-02:00,120.000000,0,0.480000,120.48

9,02:00-02:15,100.000000,0,0.480000,100.48

10,02:15-02:30,90.000000,0,0.480000,90.48

11,02:30-02:45,80.000000,0,0.480000,80.48

12,02:45-03:00,70.000000,0,0.480000,70.48

13,03:00-03:15,70.000000,0,0.430000,70.43

14,03:15-03:30,70.000000,0,0.430000,70.43

15,03:30-03:45,70.000000,0,0.430000,70.43

16,03:45-04:00,60.000000,0,0.430000,60.43

17,04:00-04:15,50.000000,0,0.430000,50.43

18,04:15-04:30,40.000000,0,0.430000,40.43

19,04:30-04:45,30.000000,0,0.430000,30.43

20,04:45-05:00,30.000000,0,0.430000,30.43

21,05:00-05:15,30.000000,0,0.480000,30.48

22,05:15-05:30,70.000000,0,0.480000,70.48

23,05:30-05:45,100.000000,0,0.480000,100.48

24,05:45-06:00,60.000000,0,0.480000,60.48

25,06:00-06:15,0.000000,0,0.480000,0.48

26,06:15-06:30,80.000000,0,0.480000,80.48

27,06:30-06:45,110.000000,0,0.480000,110.48

28,06:45-07:00,120.000000,0.34,0.480000,120.82

29,07:00-07:15,120.000000,0.73,0.530000,121.26

30,07:15-07:30,120.000000,1.07,0.530000,121.6

31,07:30-07:45,120.000000,1.43,0.530000,121.96

32,07:45:08:00,50.000000,1.91,0.530000,52.44

33,08:00-08:15,0.000000,2.46,0.960000,3.42

34,08:15-08:30,0.000000,3.02,0.960000,3.98

35,08:30-08:45,0.000000,3.64,0.960000,4.6

36,08:45:09:00,0.000000,3.59,0.960000,4.55

37,09:00:09:15,0.000000,4.73,0.910000,5.64

38,09:15-09:30,0.000000,5.23,0.910000,6.14

39,09:30-09:45,0.000000,5.72,0.910000,6.63

40,09:45-10:00,0.000000,6.18,0.910000,7.09

41,10:00-10:15,0.000000,6.59,0.910000,7.5

42,10:15-10:30,0.000000,6.96,0.910000,7.87

43,10:30-10:45,0.000000,7.3,0.910000,8.21

44,10:45-11:00,0.000000,7.57,0.910000,8.48

45,11:00-11:15,0.000000,7.8,0.910000,8.71

46,11:15-11:30,0.000000,8.03,0.910000,8.94

47,11:30-11:45,0.000000,8.23,0.910000,9.14

48,11:45-12:00,0.000000,8.35,0.910000,9.26

49,12:00-12:15,0.000000,8.33,0.910000,9.24

50,12:15-12:30,0.000000,8.35,0.910000,9.26

51,12:30-12:45,0.000000,8.31,0.910000,9.22

52,12:45-13:00,0.000000,8.36,0.910000,9.27

53,13:00-13:15,0.000000,8.28,0.820000,9.1

54,13:15-13:30,0.000000,8.23,0.820000,9.05

55,13:30-13:45,0.000000,8.32,0.820000,9.14

56,13:45-14:00,0.000000,7.97,0.820000,8.79

57,14:00-14:15,0.000000,7.55,0.910000,8.46

58,14:15-14:30,0.000000,7.04,0.910000,7.95

59,14:30-14:45,0.000000,5.5,0.910000,6.41

60,14:45-15:00,0.000000,4.75,0.910000,5.66

61,15:00-15:15,0.000000,5.5,0.910000,6.41

62,15:15-15:30,0.000000,5.63,0.910000,6.54

63,15:30-15:45,0.000000,5.3,0.910000,6.21

64,15:45-16:00,0.000000,4.84,0.910000,5.75

65,16:00-16:15,0.000000,4.04,0.630000,4.67

66,16:15-16:30,0.000000,3.37,0.630000,4

67,16:30-16:45,0.000000,2.82,0.630000,3.45

68,16:45-17:00,0.000000,1.96,0.630000,2.59

69,17:00-17:15,0.000000,1.63,0.630000,2.26

70,17:15-17:30,0.000000,1.43,0.630000,2.06

71,17:30-17:45,0.000000,1.05,0.630000,1.68

72,17:45-18:00,0.000000,0.68,0.630000,1.31

73,18:00-18:15,0.000000,0.38,0.630000,1.01

74,18:15-18:30,0.000000,0.15,0.630000,0.78

75,18:30-18:45,0.000000,0,0.630000,0.63

76,18:45-19:00,0.000000,0,0.630000,0.63

77,19:00-19:15,0.000000,0,0.720000,0.72

78,19:15-19:30,0.000000,0,0.720000,0.72

79,19:30-19:45,0.000000,0,0.720000,0.72

80,19:45-20:00,0.000000,0,0.720000,0.72

81,20:00-20:15,0.000000,0,0.670000,0.67

82,20:15-20:30,0.000000,0,0.670000,0.67

83,20:30-20:45,0.000000,0,0.670000,0.67

84,20:45-21:00,0.000000,0,0.670000,0.67

85,21:00-21:15,0.000000,0,0.670000,0.67

86,21:15-21:30,0.000000,0,0.670000,0.67

87,21:30-21:45,0.000000,0,0.670000,0.67

88,21:45-22:00,0.000000,0,0.670000,0.67

89,22:00-22:15,0.000000,0,0.670000,0.67

90,22:15-22:30,0.000000,0,0.670000,0.67

91,22:30-22:45,0.000000,0,0.670000,0.67

92,22:45-23:00,80.000000,0,0.670000,80.67

93,23:00-23:15,80.000000,0,0.630000,80.63

94,23:15-23:30,80.000000,0,0.630000,80.63

95,23:30-23:45,80.000000,0,0.630000,80.63

96,23:45-24:00,80.000000,0,0.630000,80.63

