Block,Time,SINGRAULI,RIHAND3,CHAMERA3,KISHANGANGA,PARBATI3,DULHASTI,DHAULIGNGA,SEWA2,BSIUL,AURY_RF,KOTESHWR,JHAJJAR,RIHAND2,SINGRAULI_HYDRO,URI,AURY_CRF,ANTA_LF,DADRI_RF,DADRI_GF,DADRI_CRF,ANTA_RF,CHAMERA1,CHAMERA2,TEHRI,URI2,TANDA2,UNCHAHAR3,DADRT2,RAMPUR,UNCHAHAR4,ANTA_GF,UNCHAHAR1,KOLDAM,ANTA_CRF,SALAL,RAPPC,UNCHAHAR2,AURY_LF,DADRI_LF,RIHAND1,RAPPB,NJPC,AURY_GF,NAPP,TANAKPUR,SASAN,TALA,BRBCL,FSTPP I & II,KHSTPP-II,KHSTPP-I,KUDGI,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
9,02:00-02:15,124.582408,119.485727,0.000000,0.000000,0.000000,15.921867,0.000000,0.000000,0.000000,0.000000,8.574059,340.102400,114.132375,0.572986,6.400109,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.198929,0.000000,5.797200,231.888000,0.000000,0.000000,0.000000,4.831000,0.000000,0.000000,12.911331,49.657366,7.729600,0.000000,0.000000,88.890400,0.000000,0.000000,0.000000,0.000000,3.713107,404.615574,0.142031,12.742246,8.796865,95.016108,37.424887,58.94,0,0,0,0,0

10,02:15-02:30,124.582408,119.485727,0.000000,0.000000,0.000000,15.921867,0.000000,0.000000,0.000000,0.000000,8.574059,340.102400,114.132375,0.572986,6.400109,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.198929,0.000000,5.797200,231.888000,0.000000,0.000000,0.000000,4.831000,0.000000,0.000000,12.911331,49.657366,7.729600,0.000000,0.000000,88.890400,0.000000,0.000000,0.000000,0.000000,3.713107,404.615574,0.142031,12.742246,8.796865,95.016108,37.424887,58.94,0,0,0,0,0

11,02:30-02:45,124.582408,119.485727,0.000000,0.000000,0.000000,15.921867,0.000000,0.000000,0.000000,0.000000,8.574059,340.102400,114.132375,0.572986,6.400109,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.848795,0.000000,5.797200,212.564000,0.000000,0.000000,0.000000,4.831000,0.000000,0.000000,12.911331,49.657366,7.729600,0.000000,0.000000,88.890400,0.000000,20.129811,0.000000,0.000000,3.713107,404.615574,0.142031,12.742246,8.796865,95.016108,43.691564,57.97,0,0,0,0,0

12,02:45-03:00,124.582408,119.485727,0.000000,0.000000,0.000000,15.921867,0.000000,0.000000,0.000000,0.000000,8.574059,340.102400,114.132375,0.572986,6.400109,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.848795,0.000000,5.797200,212.564000,0.000000,0.000000,0.000000,4.831000,0.000000,0.000000,12.911331,49.657366,7.729600,0.000000,0.000000,88.890400,0.000000,20.129811,0.000000,0.000000,3.713107,404.615574,0.142031,12.742246,8.796865,95.016108,37.424887,57.97,0,0,0,0,0

13,03:00-03:15,124.582408,119.485727,0.000000,0.000000,0.000000,15.921867,0.000000,0.000000,0.000000,0.000000,8.574059,340.102400,114.132375,0.572986,6.400109,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.848795,0.000000,5.797200,212.564000,0.000000,0.000000,0.000000,4.831000,0.000000,0.000000,12.911331,49.657366,7.729600,0.000000,0.000000,88.890400,0.000000,20.129811,0.000000,0.000000,3.713107,404.615574,0.142031,12.742246,8.796865,95.016108,37.424887,57.01,0,0,0,0,0

14,03:15-03:30,124.582408,119.485727,0.000000,0.000000,0.000000,15.921867,0.000000,0.000000,0.000000,0.000000,8.574059,340.102400,114.132375,0.572986,6.400109,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.848795,0.000000,5.797200,212.564000,0.000000,0.000000,0.000000,4.831000,0.000000,0.000000,12.911331,49.657366,7.729600,0.000000,0.000000,88.890400,0.000000,20.129811,0.000000,0.000000,3.713107,404.615574,0.142031,12.742246,8.796865,95.016108,37.424887,57.01,0,0,0,0,0

15,03:30-03:45,124.582408,119.485727,0.000000,0.000000,0.000000,15.921867,0.000000,0.000000,0.000000,0.000000,8.574059,340.102400,114.132375,0.572986,6.400109,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.848795,0.000000,5.797200,231.888000,0.000000,0.000000,0.000000,4.831000,0.000000,0.000000,12.349968,49.657366,7.729600,0.000000,0.000000,88.890400,0.000000,20.129811,0.000000,0.000000,11.519294,404.615574,0.142031,12.742246,8.796865,95.016108,37.424887,57.01,0,0,0,0,0

16,03:45-04:00,124.582408,119.485727,0.000000,0.000000,0.000000,15.921867,0.000000,0.000000,0.000000,0.000000,8.574059,340.102400,114.132375,0.572986,6.400109,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.848795,0.000000,5.797200,231.888000,0.000000,0.000000,0.000000,4.831000,0.000000,0.000000,12.349968,49.657366,7.729600,0.000000,0.000000,88.890400,0.000000,20.129811,0.000000,0.000000,11.519294,404.615574,0.142031,12.742246,8.796865,95.016108,37.424887,56.04,0,0,0,0,0

17,04:00-04:15,124.582408,119.485727,0.000000,0.000000,0.000000,15.921867,0.000000,0.000000,0.000000,0.000000,8.574059,340.102400,114.132375,0.572986,6.400109,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.148527,0.000000,5.797200,251.212000,0.000000,0.000000,0.000000,4.831000,0.000000,0.000000,12.349968,49.657366,7.729600,0.000000,0.000000,88.890400,0.000000,20.129811,0.000000,0.000000,4.331958,404.615574,0.142031,12.742246,8.796865,95.016108,37.424887,56.04,0,0,0,0,0

18,04:15-04:30,124.582408,119.485727,0.000000,0.000000,0.000000,15.921867,0.000000,0.000000,0.000000,0.000000,8.574059,340.102400,114.132375,0.572986,6.400109,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.148527,0.000000,5.797200,251.212000,0.000000,0.000000,0.000000,4.831000,0.000000,0.000000,12.349968,49.657366,7.729600,0.000000,0.000000,88.890400,0.000000,20.129811,0.000000,0.000000,4.331958,404.615574,0.142031,12.742246,8.796865,95.016108,37.424887,57.01,0,0,0,0,0

19,04:30-04:45,124.582408,119.485727,0.000000,0.000000,0.000000,15.921867,0.000000,0.000000,1.062820,0.000000,8.574059,340.102400,114.132375,0.572986,6.400109,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.148527,0.000000,5.797200,284.839432,0.000000,0.000000,0.000000,4.831000,0.000000,0.000000,12.349968,49.657366,7.729600,0.000000,0.000000,88.890400,0.000000,20.129811,0.000000,0.000000,4.331958,404.615574,0.142031,12.742246,8.796865,95.016108,37.424887,57.01,0,0,0,0,0

20,04:45-05:00,124.582408,119.485727,0.000000,0.000000,0.000000,15.921867,0.000000,0.000000,1.062820,0.000000,8.574059,340.102400,114.132375,0.572986,6.400109,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.148527,0.000000,5.797200,284.839432,0.000000,0.000000,0.000000,4.831000,0.000000,0.000000,12.349968,49.657366,7.729600,0.000000,0.000000,88.890400,0.000000,20.129811,0.000000,0.000000,4.331958,404.615574,0.142031,12.742246,8.796865,95.016108,37.424887,57.01,0,0,0,0,0

21,05:00-05:15,124.582408,119.485727,0.000000,0.000000,0.000000,15.921867,1.276350,0.000000,1.062820,0.000000,8.574059,340.102400,114.132375,0.572986,6.400109,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.148527,0.000000,5.797200,284.839432,0.000000,0.000000,0.000000,4.831000,0.000000,0.000000,12.349968,49.657366,7.729600,0.000000,0.000000,88.890400,0.000000,20.129811,0.000000,0.000000,4.331958,404.615574,0.142031,12.742246,8.796865,95.016108,37.424887,59.90,0,0,0,0,0

22,05:15-05:30,124.582408,119.485727,0.000000,0.000000,0.000000,15.921867,5.105401,0.000000,1.062820,0.000000,8.574059,340.102400,114.132375,0.572986,6.400109,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.724893,14.608944,7.148527,0.000000,5.797200,304.163432,0.000000,0.000000,0.000000,4.831000,0.000000,0.000000,12.349968,49.657366,7.729600,0.000000,0.000000,88.890400,0.000000,41.174613,0.000000,0.000000,4.331958,404.615574,0.142031,12.742246,13.884294,95.016108,43.691564,61.84,0,0,0,0,0

23,05:30-05:45,124.582408,119.485727,0.000000,0.000000,0.000000,15.921867,8.806816,0.000000,1.062820,0.000000,8.574059,345.899600,114.132375,0.572986,6.400109,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.724893,15.035038,6.498661,0.000000,13.526800,327.341990,0.000000,0.000000,0.000000,8.268317,0.000000,0.000000,12.349968,49.657366,40.360493,0.000000,0.000000,88.890400,0.000000,54.899484,0.000000,0.000000,4.331958,404.615574,0.142031,13.804099,20.029326,95.016108,43.691564,64.74,0,0,0,0,0

24,05:45-06:00,124.582408,119.485727,0.000000,0.000000,3.689918,31.843734,17.613633,5.022984,1.062820,0.000000,8.574059,345.899600,114.132375,0.572986,6.400109,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.793352,12.724893,30.070076,6.498661,0.000000,13.526800,327.341990,0.000000,0.000000,0.000000,10.628200,0.000000,0.000000,12.349968,49.657366,40.360493,0.000000,0.000000,88.890400,0.000000,73.199312,0.000000,0.000000,4.331958,404.615574,0.142031,14.865953,20.029326,95.016108,43.691564,66.67,0,0,0,0,0

25,06:00-06:15,124.582408,119.485727,1.230359,0.000000,15.797768,47.765600,26.420449,10.200521,3.188460,0.000000,18.100791,378.972723,114.132375,0.572986,6.400109,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.586704,25.449785,45.105115,6.498661,0.000000,16.322778,327.341990,0.000000,0.000000,0.000000,13.741490,0.000000,0.000000,12.349968,49.657366,40.360493,0.000000,0.000000,88.890400,0.000000,91.499140,0.000000,0.000000,4.331958,404.615574,0.142031,15.927807,20.029326,95.016108,43.691564,71.50,0,0,0,0,0

26,06:15-06:30,124.582408,119.485727,18.719913,0.000000,15.797768,47.765600,35.308952,15.269871,18.901191,0.000000,28.580196,378.972723,114.132375,0.572986,6.400109,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.188834,38.174678,60.140153,6.498661,0.000000,16.425400,327.341990,0.000000,0.000000,0.000000,13.741490,0.000000,0.000000,12.349968,49.657366,40.360493,0.000000,0.000000,88.890400,0.000000,128.098796,0.000000,0.000000,4.331958,404.615574,0.142031,16.989661,20.029326,95.016108,43.691564,78.26,0,0,0,0,0

27,06:30-06:45,124.582408,119.485727,18.719913,0.000000,15.797768,47.765600,35.308952,15.269871,18.901191,0.000000,28.580196,378.972723,114.132375,0.572986,6.400109,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,38.164900,38.174678,60.140153,9.747992,0.000000,16.425400,327.341990,0.000000,0.000000,0.000000,13.741490,0.000000,0.000000,12.349968,49.657366,40.360493,0.000000,0.000000,88.890400,0.000000,128.098796,0.000000,0.000000,4.331958,404.615574,0.142031,18.051515,20.029326,95.016108,43.691564,82.13,0,0,0,0,0

28,06:45-07:00,124.582408,119.485727,18.719913,0.000000,15.797768,47.765600,35.308952,15.269871,18.901191,0.000000,28.580196,378.972723,114.132375,0.572986,6.400109,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,38.164900,38.174678,60.140153,23.915073,0.000000,16.425400,327.341990,0.000000,0.000000,0.000000,13.741490,0.000000,0.000000,12.349968,49.657366,40.360493,0.000000,0.000000,88.890400,0.000000,128.098796,0.000000,0.000000,4.331958,404.615574,0.142031,19.325739,20.029326,95.016108,43.691564,85.03,0,0,0,0,0

29,07:00-07:15,124.582408,119.485727,18.719913,0.000000,15.797768,47.765600,31.908755,15.269871,18.901191,0.000000,28.580196,378.972723,114.132375,0.572986,6.400109,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,38.164900,38.174678,60.140153,23.915073,0.000000,16.425400,327.341990,0.000000,0.000000,0.000000,13.741490,0.000000,0.000000,12.349968,49.657366,40.360493,0.000000,0.000000,88.890400,0.000000,128.098796,0.000000,0.000000,4.331958,404.615574,0.142031,19.325739,20.029326,95.016108,43.691564,87.92,0,0,0,0,0

30,07:15-07:30,124.582408,119.485727,18.719913,0.000000,15.797768,47.765600,17.613633,15.269871,18.901191,0.000000,28.580196,378.972723,114.132375,0.572986,48.000816,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.188834,38.174678,60.140153,23.915073,0.000000,16.425400,327.341990,0.000000,0.000000,0.000000,13.741490,0.000000,0.000000,12.349968,49.657366,40.360493,0.000000,0.000000,88.890400,0.000000,128.098796,0.000000,0.000000,4.331958,404.615574,0.142031,19.325739,20.029326,95.016108,43.691564,88.89,0,0,0,0,0

31,07:30-07:45,124.582408,119.485727,18.719913,0.000000,3.689918,47.765600,8.806816,15.269871,6.300397,0.000000,28.580196,378.972723,114.132375,0.572986,6.400109,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.976066,38.174678,60.140153,23.915073,0.000000,16.425400,322.820754,0.000000,0.000000,0.000000,13.741490,0.000000,0.000000,12.349968,49.657366,34.403244,0.000000,0.000000,88.890400,0.000000,128.098796,0.000000,0.000000,4.331958,404.615574,0.142031,19.325739,13.884294,95.016108,43.691564,94.69,0,0,0,0,0

32,07:45:08:00,124.582408,119.485727,0.000000,0.000000,0.000000,31.843734,0.000000,10.200521,0.000000,0.000000,18.100791,378.972723,114.132375,0.572986,6.400109,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.449785,60.140153,23.915073,0.000000,16.425400,322.820754,0.000000,0.000000,0.000000,13.741490,0.000000,0.000000,12.349968,49.657366,27.794772,0.000000,0.000000,88.890400,0.000000,91.499140,0.000000,0.000000,4.331958,404.615574,0.142031,19.325739,13.884294,95.016108,43.691564,98.55,0,0,0,0,0

33,08:00-08:15,124.582408,119.485727,0.000000,0.000000,0.000000,31.843734,0.000000,5.100261,0.000000,0.000000,9.526732,378.972723,114.132375,0.572986,4.266739,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.449785,60.140153,9.747992,0.000000,16.425400,322.820754,0.000000,0.000000,0.000000,13.741490,0.000000,0.000000,12.349968,49.657366,27.794772,0.000000,0.000000,88.890400,0.000000,73.199312,0.000000,0.000000,4.331958,404.615574,0.142031,19.325739,13.884294,95.016108,43.691564,101.45,0,0,0,0,0

34,08:15-08:30,124.582408,119.485727,0.000000,0.000000,0.000000,31.843734,0.000000,0.000000,0.000000,0.000000,8.574059,378.972723,114.132375,0.572986,48.000816,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.724893,45.105115,9.098126,0.000000,16.425400,322.820754,0.000000,0.000000,0.000000,13.741490,0.000000,0.000000,16.840866,49.657366,27.794772,0.000000,0.000000,88.890400,0.000000,55.814475,0.000000,0.000000,4.331958,404.615574,0.142031,19.325739,13.884294,95.016108,43.691564,110.15,0,0,0,0,0

35,08:30-08:45,124.582408,119.485727,0.000000,0.000000,0.000000,31.843734,0.000000,0.000000,0.000000,0.000000,8.574059,378.972723,114.132375,0.572986,6.400109,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.724893,43.826832,9.098126,0.000000,16.425400,322.820754,0.000000,0.000000,0.000000,13.741490,0.000000,0.000000,68.486188,49.657366,27.794772,0.000000,0.000000,88.890400,0.000000,36.599656,0.000000,0.000000,4.331958,404.615574,0.142031,19.325739,13.884294,95.016108,43.691564,119.81,0,0,0,0,0

36,08:45:09:00,124.582408,119.485727,0.000000,0.000000,0.000000,15.921867,0.000000,0.000000,0.000000,0.000000,8.574059,378.972723,114.132375,0.572986,6.400109,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.724893,43.826832,9.098126,0.000000,16.425400,322.820754,0.000000,0.000000,0.000000,13.741490,0.000000,0.000000,68.486188,49.657366,27.794772,0.000000,0.000000,88.890400,0.000000,18.299828,0.000000,0.000000,4.331958,404.615574,0.142031,19.325739,13.884294,95.016108,43.691564,130.44,0,0,0,0,0

37,09:00:09:15,124.582408,119.485727,0.000000,0.000000,0.000000,15.921867,0.000000,0.000000,0.000000,0.000000,8.574059,378.972723,114.132375,0.572986,6.400109,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.724893,29.339629,9.098126,0.000000,16.425400,322.820754,0.000000,0.000000,0.000000,13.741490,0.000000,0.000000,68.486188,49.657366,27.794772,0.000000,0.000000,88.890400,0.000000,18.299828,0.000000,0.000000,4.331958,404.615574,0.142031,19.325739,13.884294,95.016108,43.691564,113.05,0,0,0,0,0

38,09:15-09:30,124.582408,119.485727,0.000000,0.000000,0.000000,15.921867,0.000000,0.000000,0.000000,0.000000,8.574059,378.972723,114.132375,0.572986,6.400109,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.724893,15.217650,9.098126,0.000000,16.425400,322.820754,0.000000,0.000000,0.000000,13.741490,0.000000,0.000000,68.486188,49.657366,27.794772,0.000000,0.000000,88.890400,0.000000,18.299828,0.000000,0.000000,4.331958,404.615574,0.142031,19.325739,13.884294,95.016108,43.691564,114.49,0,0,0,0,0

39,09:30-09:45,124.582408,119.485727,0.000000,0.000000,0.000000,15.921867,0.000000,0.000000,0.000000,0.000000,8.574059,378.972723,114.132375,0.572986,10.666848,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.724893,0.000000,9.098126,0.000000,16.425400,327.341990,0.000000,0.000000,0.000000,13.741490,0.000000,0.000000,24.699937,49.657366,40.360493,0.000000,0.000000,88.890400,0.000000,18.299828,0.000000,0.000000,4.331958,404.615574,0.142031,19.325739,20.029326,95.016108,43.691564,122.71,0,0,0,0,0

40,09:45-10:00,124.582408,119.485727,0.000000,0.000000,0.000000,15.921867,0.000000,0.000000,0.000000,0.000000,8.574059,378.972723,114.132375,0.572986,48.000816,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.724893,0.000000,9.098126,0.000000,16.425400,327.341990,0.000000,0.000000,0.000000,13.741490,0.000000,0.000000,12.911331,49.657366,40.360493,0.000000,0.000000,88.890400,0.000000,18.299828,0.000000,0.000000,4.331958,404.615574,0.142031,19.325739,20.029326,95.016108,43.691564,123.67,0,0,0,0,0

41,10:00-10:15,124.582408,119.485727,0.000000,0.000000,0.000000,15.921867,0.000000,0.000000,0.000000,0.000000,8.574059,378.972723,114.132375,0.572986,48.000816,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.724893,0.000000,9.098126,0.000000,16.425400,327.341990,0.000000,0.000000,0.000000,13.741490,0.000000,0.000000,12.349968,49.657366,40.360493,0.000000,0.000000,88.890400,0.000000,0.000000,0.000000,0.000000,4.331958,404.615574,0.142031,19.325739,20.029326,95.016108,43.691564,126.57,0,0,0,0,0

42,10:15-10:30,124.582408,119.485727,0.000000,0.000000,0.000000,15.921867,0.000000,0.000000,0.000000,0.000000,8.574059,378.972723,114.132375,0.572986,6.400109,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.098126,0.000000,16.425400,327.341990,0.000000,0.000000,0.000000,13.741490,0.000000,0.000000,12.349968,49.657366,40.360493,0.000000,0.000000,88.890400,0.000000,0.000000,0.000000,0.000000,4.331958,404.615574,0.142031,19.325739,20.029326,95.016108,43.691564,128.50,0,0,0,0,0

43,10:30-10:45,124.582408,119.485727,0.000000,0.000000,0.000000,15.921867,0.000000,0.000000,0.000000,0.000000,8.574059,378.972723,114.132375,0.572986,4.800082,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,23.915073,0.000000,16.425400,327.341990,0.000000,0.000000,0.000000,13.741490,0.000000,0.000000,12.349968,49.657366,40.360493,0.000000,0.000000,88.890400,0.000000,0.000000,0.000000,0.000000,4.331958,404.615574,0.142031,19.325739,20.029326,95.016108,43.691564,127.54,0,0,0,0,0

44,10:45-11:00,124.582408,119.485727,0.000000,0.000000,0.000000,15.921867,0.000000,0.000000,0.000000,0.000000,8.574059,378.972723,114.132375,0.572986,4.800082,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,23.915073,0.000000,16.425400,327.341990,0.000000,0.000000,0.000000,13.741490,0.000000,0.000000,12.349968,49.657366,40.360493,0.000000,0.000000,88.890400,0.000000,0.000000,0.000000,0.000000,4.331958,404.615574,0.142031,19.325739,20.029326,95.016108,43.691564,131.40,0,0,0,0,0

45,11:00-11:15,124.582408,119.485727,0.000000,0.000000,0.000000,15.921867,0.000000,0.000000,0.000000,0.000000,8.574059,378.972723,114.132375,0.572986,4.800082,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,23.915073,0.000000,16.425400,327.341990,0.000000,0.000000,0.000000,13.741490,0.000000,0.000000,12.349968,49.657366,40.360493,0.000000,0.000000,88.890400,0.000000,0.000000,0.000000,0.000000,4.331958,404.615574,0.142031,19.325739,20.029326,95.016108,43.691564,133.34,0,0,0,0,0

46,11:15-11:30,124.582408,119.485727,0.000000,0.000000,0.000000,15.921867,0.000000,0.000000,0.000000,0.000000,8.574059,378.972723,114.132375,0.572986,4.800082,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,23.915073,0.000000,16.425400,327.341990,0.000000,0.000000,0.000000,13.741490,0.000000,0.000000,12.349968,49.657366,40.360493,0.000000,0.000000,88.890400,0.000000,0.000000,0.000000,0.000000,4.331958,404.615574,0.142031,19.325739,20.029326,95.016108,43.691564,132.37,0,0,0,0,0

