Block,Time Block,KHSTPP-I,RSTPSU7,ANTA_RF,ANTA_LF,ANTA_GF,AURY_CRF,DADRI_GF,AURY_GF,DADRI_CRF,DADRI_RF,AURY_RF,DADRI_LF,AURY_LF,RSTPSU1TO6,URI2,VALLURNTECL,ANTA_CRF,KGSU3AND4,KGSU1AND2,UNCHAHAR3,TEHRIPSP,UNCHAHAR2,URI,TEHRI,TelanganaSTPP,UNCHAHAR1,UNCHAHAR4,NLCEXP,TANDA2,TALST2,TANAKPUR,SINGRAULI_HYDRO,TALA,JHAJJAR,FSTPP I & II,RIHAND2,RIHAND1,RIHAND3,NNTPP,NTPL,PARBATI3,PARBATI2,NLCIIST1,NLCIIST2,NLCTS2EXP,RAMPUR,RAPPD,RAPPC,RAPPB,KHSTPP-II,KKNP,KISHANGANGA,DADRT2,DULHASTI,DHAULIGNGA,CHAMERA1,BSIUL,CHAMERA3,CHAMERA2,BRBCL,KUDGI,KKNPPU2,MAPS,NAPP,KOTESHWR,NJPC,KOLDAM,SASAN,SIMHST1,SIMHST2,SINGRAULI,SEWA2,SALAL,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
53,13:00-13:15,24.24,0,0,0,0,0,0,0,0,0,0,0,0,0,32.7,0,0,0,0,13.89,0,23.4,35.77,0,0,10.53,0.59,0,2.08,0,10.16,1.13,30.38,123.58,10.18,95.63,64.49,90.21,0,0,65.43,56.16,0,0,0,6.81,24.9,66.32,0,97.22,0,8.47,4.98,56.87,21.21,40.78,6.31,33.95,47.31,20.85,0,0,0,24.21,20.2,175.25,10.3,378.9,0,0,119.6,0,80.37,0,0,0,0,0

54,13:15-13:30,24.24,0,0,0,0,0,0,0,0,0,0,0,0,0,32.7,0,0,0,0,13.89,0,23.4,35.77,0,0,10.53,0.59,0,2.08,0,10.16,1.13,30.38,123.58,10.18,95.63,64.49,90.21,0,0,65.43,56.16,0,0,0,6.81,24.9,66.32,0,97.22,0,8.47,4.98,56.87,21.21,40.78,6.31,33.95,47.31,21.86,0,0,0,24.21,20.2,175.25,10.3,378.9,0,0,119.6,0,80.37,0,0,0,0,0

55,13:30-13:45,24.24,0,0,0,0,0,0,0,0,0,0,0,0,0,32.7,0,0,0,0,13.89,0,23.4,35.77,0,0,10.53,0.59,0,2.08,0,9.3,1.13,30.38,123.58,12.96,95.63,64.49,90.21,0,0,65.43,56.16,0,0,0,6.81,24.9,66.32,0,97.22,0,8.47,4.98,56.87,21.21,40.78,6.31,33.95,47.31,21.71,0,0,0,24.21,20.2,175.25,10.3,378.9,0,0,97.29,0,80.37,0,0,0,0,0

56,13:45-14:00,24.24,0,0,0,0,0,0,0,0,0,0,0,0,0,32.7,0,0,0,0,17.45,0,28.44,35.77,9.57,0,13.33,0.59,0,2.08,0,9.3,1.13,30.38,123.58,12.96,95.63,64.49,90.21,0,0,65.43,56.16,0,0,0,6.81,24.9,66.32,0,97.22,0,8.47,4.98,56.87,21.21,40.78,6.31,33.95,47.31,22.13,0,0,0,24.21,20.2,175.25,10.3,378.9,0,0,97.29,0,80.37,0,0,0,0,0

57,14:00-14:15,24.24,0,0,0,0,0,0,0,0,0,0,0,0,0,32.7,0,0,0,0,17.45,0,28.44,35.77,19.14,0,13.33,0.59,0,2.08,0,9.3,1.13,30.38,123.58,12.96,95.63,64.49,49.1,0,0,65.43,56.16,0,0,0,6.81,24.9,66.32,0,97.22,0,8.47,0,56.87,21.21,40.78,6.31,33.95,47.31,19.69,0,0,0,24.21,20.2,175.25,10.3,378.9,0,0,97.29,0,80.37,0,0,0,0,0

58,14:15-14:30,24.24,0,0,0,0,0,0,0,0,0,0,0,0,0,32.7,0,0,0,0,17.45,0,28.44,35.77,28.71,0,13.33,0.59,0,2.08,0,9.3,1.13,30.38,123.58,12.96,95.63,64.49,49.1,0,0,65.43,56.16,0,0,0,6.81,24.9,66.32,0,97.22,0,8.47,4.98,56.87,21.21,40.78,6.31,33.95,47.31,22.47,0,0,0,24.21,20.2,175.25,10.3,378.9,0,0,97.29,0,80.37,0,0,0,0,0

59,14:30-14:45,24.24,0,0,0,0,0,0,0,0,0,0,0,0,0,38.92,0,0,0,0,17.45,0,28.44,35.77,28.71,0,13.33,0.59,0,2.08,0,8.67,1.13,30.38,210.64,12.96,95.63,64.49,49.1,0,0,65.43,56.16,0,0,0,6.81,24.9,66.32,0,97.22,0,8.47,4.98,56.87,21.21,40.78,6.31,33.95,47.31,21.34,0,0,0,24.21,20.2,175.25,10.3,378.9,0,0,97.29,0,80.37,0,0,0,0,0

60,14:45-15:00,24.24,0,0,0,0,0,0,0,0,0,0,0,0,0,38.92,0,0,0,0,17.45,0,28.44,35.77,28.71,0,13.33,0.59,0,2.08,0,8.67,1.13,30.38,249.34,12.96,95.63,64.49,49.1,0,0,65.43,56.16,0,0,0,6.81,24.9,66.32,0,97.22,0,8.47,4.98,56.87,21.21,40.78,6.31,33.95,47.31,22.59,0,0,0,24.21,20.2,175.25,10.3,378.9,0,0,97.29,0,80.37,0,0,0,0,0

61,15:00-15:15,24.24,0,0,0,0,0,0,0,0,0,0,0,0,0,38.92,0,0,0,0,17.45,0,28.44,35.77,28.71,0,13.33,0.59,0,2.08,0,10.16,1.13,30.81,249.34,12.96,95.63,64.49,49.1,0,0,65.43,56.16,0,0,0,6.81,24.9,66.32,0,95.11,0,8.47,4.98,56.87,21.21,40.78,6.31,33.95,47.31,20.47,0,0,0,24.21,20.2,175.25,10.3,378.9,0,0,129.84,0,80.37,0,0,0,0,0

62,15:15-15:30,24.24,0,0,0,0,0,0,0,0,0,0,0,0,0,38.92,0,0,0,0,17.45,0,28.44,35.77,28.71,0,13.33,0.59,0,2.08,0,10.16,1.13,30.81,336.4,12.96,95.63,64.49,49.1,0,0,65.43,56.16,0,0,0,6.81,24.9,66.32,0,95.11,0,8.47,4.98,56.87,21.21,40.78,6.31,33.95,47.31,22.72,0,0,0,24.21,20.2,175.25,10.3,378.9,0,0,129.84,0,80.37,0,0,0,0,0

63,15:30-15:45,24.24,0,0,0,0,0,0,0,0,0,0,0,0,0,38.92,0,0,0,0,17.45,0,28.44,35.77,28.71,0,13.33,0.59,0,2.08,0,6.19,1.13,30.81,336.4,12.96,95.63,64.49,49.1,0,0,65.43,56.16,0,0,0,6.81,24.9,66.32,0,95.11,0,8.47,4.98,56.87,21.21,40.78,6.31,33.95,47.31,20.81,0,0,0,24.21,20.2,175.25,10.3,378.9,0,0,129.84,0,79.81,0,0,0,0,0

64,15:45-16:00,24.24,0,0,0,0,0,0,0,0,0,0,0,0,0,38.92,0,0,0,0,17.45,0,28.44,35.77,28.71,0,13.33,0.59,0,2.08,0,6.19,1.13,30.81,336.4,12.96,95.63,64.49,49.1,0,0,65.43,56.16,0,0,0,6.81,24.9,66.32,0,95.11,0,8.47,4.98,56.87,21.21,40.78,6.31,33.95,47.31,22.29,0,0,0,24.21,20.2,175.25,10.3,378.9,0,0,129.84,0,79.81,0,0,0,0,0

65,16:00-16:15,22.23,0,0,0,0,0,0,0,0,0,0,0,0,0,36.92,0,0,0,0,17.45,0,28.44,35.77,28.71,0,13.33,0.59,0,2.08,0,6.19,1.13,31.05,336.4,12.96,95.63,64.49,49.1,0,0,59.48,56.16,0,0,0,6.81,24.9,66.32,0,95.11,0,8.47,4.98,56.87,21.21,40.78,6.31,33.95,47.31,21.12,0,0,0,24.21,20.2,175.25,10.3,378.9,0,0,129.84,0,79.81,0,0,0,0,0

66,16:15-16:30,22.23,0,0,0,0,0,0,0,0,0,0,0,0,0,36.92,0,0,0,0,17.45,0,28.44,35.77,28.71,0,13.33,0.59,0,2.08,0,6.19,1.13,31.05,491.19,12.96,95.63,64.49,49.1,0,0,59.48,56.16,0,0,0,6.81,24.9,66.32,0,95.11,0,8.47,4.98,56.87,31.82,40.78,6.31,33.95,47.31,20.6,0,0,0,24.21,20.2,175.25,10.3,378.9,0,0,129.84,0,79.81,0,0,0,0,0

67,16:30-16:45,22.23,0,0,0,0,0,0,0,0,0,0,0,0,0,36.92,0,0,0,0,17.45,0,28.44,35.77,28.71,0,13.33,0.59,0,2.08,0,9.92,1.13,31.05,491.19,12.96,95.63,64.49,49.1,0,0,59.48,56.16,0,0,0,6.81,24.9,66.32,0,95.11,0,8.47,4.98,56.87,31.82,40.78,6.31,33.95,47.31,20.03,0,0,0,24.21,20.2,175.25,10.3,378.9,0,0,129.84,0,79.81,0,0,0,0,0

68,16:45-17:00,22.23,0,0,0,0,0,0,0,0,0,0,0,0,0,36.92,0,0,0,0,17.45,0,28.44,35.77,28.71,0,13.33,0.59,0,2.08,0,9.92,1.13,31.05,491.19,12.96,95.63,64.49,49.1,0,0,59.48,56.16,0,0,0,6.81,24.9,66.32,0,95.11,0,8.47,4.98,56.87,31.82,40.78,6.31,33.95,47.31,18.03,0,0,0,24.21,20.2,175.25,10.3,378.9,0,0,129.84,0,79.81,0,0,0,0,0

69,17:00-17:15,22.23,0,0,0,0,0,0,0,0,0,0,0,0,0,36.92,0,0,0,0,17.45,0,28.44,35.77,28.71,0,13.33,0.59,0,2.08,0,9.92,1.15,30.49,491.19,12.96,95.63,64.49,49.1,0,0,56.5,56.16,0,0,0,6.81,24.9,66.32,0,95.11,0,8.47,4.98,56.87,31.82,40.78,6.31,33.95,47.31,21.66,0,0,0,24.21,20.2,175.25,10.3,403.14,0,0,129.84,0,79.81,0,0,0,0,0

70,17:15-17:30,22.23,0,0,0,0,0,0,0,0,0,0,0,0,0,36.92,0,0,0,0,17.45,0,28.44,35.77,28.71,0,13.33,0.59,0,2.08,0,9.92,1.15,30.35,404.12,12.96,95.63,64.49,49.1,0,0,56.5,56.16,0,0,0,6.81,24.9,66.32,0,95.11,0,8.47,4.98,56.87,31.82,40.78,6.31,33.95,47.31,20.8,0,0,0,24.21,20.2,175.25,10.3,405.12,0,0,129.84,0,79.81,0,0,0,0,0

71,17:30-17:45,28.65,0,0,0,0,0,0,0,0,0,0,0,0,0,36.92,0,0,0,0,17.45,0,28.44,35.77,28.71,0,13.33,0.59,0,2.08,0,9.92,1.15,29.15,404.12,13.93,95.63,64.49,49.1,0,0,56.5,56.16,0,0,0,6.81,24.9,66.32,0,115.11,0,8.47,4.98,56.87,31.82,40.78,6.31,33.95,47.31,21.13,0,0,0,24.21,20.2,175.25,10.3,405.12,0,0,129.84,0,79.81,0,0,0,0,0

72,17:45-18:00,28.65,0,0,0,0,0,0,0,0,0,0,0,0,0,36.92,0,0,0,0,17.45,0,28.44,51.26,28.71,0,13.33,0.59,0,2.08,0,9.92,1.15,28.98,404.12,13.93,95.63,64.49,49.1,0,0,56.5,56.16,0,0,0,6.81,24.9,66.32,0,115.11,0,8.47,4.98,56.87,31.82,40.78,6.31,33.95,47.31,20.83,0,0,0,24.21,20.2,175.25,10.3,405.12,0,0,129.84,0,79.81,0,0,0,0,0

73,18:00-18:15,40.47,0,0,0,0,0,0,0,0,0,0,0,0,0,36.92,0,0,0,0,17.45,0,28.44,51.26,28.71,0,13.33,0.59,0,2.08,0,9.92,1.15,28.67,317.06,20.12,109.76,78.04,65.85,0,0,59.48,56.16,0,0,0,6.81,24.9,66.32,0,143.47,0,8.47,4.98,56.87,31.82,40.78,6.31,33.95,47.31,20.43,0,0,0,24.21,30.3,175.25,10.3,405.12,0,0,142.33,6.1,79.81,0,0,0,0,0

74,18:15-18:30,40.47,0,0,0,0,0,0,0,0,0,0,0,0,0,36.92,0,0,0,0,17.45,0,28.44,51.26,28.71,0,13.33,0.59,0,2.08,0,9.92,1.15,28.44,317.06,20.12,120.18,92.99,84.54,0,0,59.48,56.16,0,0,0,6.81,24.9,66.32,0,143.47,0,8.47,4.98,56.87,31.82,40.78,6.31,33.95,47.31,17.9,0,0,0,24.21,30.3,175.25,10.3,405.12,0,0,145.29,12.21,79.81,0,0,0,0,0

75,18:30-18:45,40.47,0,0,0,0,0,0,0,0,0,0,0,0,0,36.92,0,0,0,0,17.45,0,28.44,51.26,28.71,0,13.33,0.59,0,2.08,0,11.15,1.15,27.87,384.77,20.12,120.21,94.32,86.67,0,0,59.48,56.16,0,0,0,6.81,24.9,66.32,0,143.47,0,8.47,4.98,56.87,42.42,40.78,6.31,33.95,47.31,18.65,0,0,0,24.21,30.3,175.25,10.3,405.12,0,0,145.29,18.31,79.81,0,0,0,0,0

76,18:45-19:00,40.47,0,0,0,0,0,0,0,0,0,0,0,0,0,36.92,0,0,0,0,17.45,50.3,28.44,51.26,28.71,0,13.33,0.59,0,2.08,0,11.15,1.15,27.74,413.8,20.12,120.21,94.32,86.67,0,0,59.48,56.16,0,0,0,6.81,24.9,66.32,0,143.47,0,8.47,4.98,56.87,42.42,40.78,6.31,33.95,47.31,18.84,0,0,0,24.21,30.3,175.25,10.3,405.12,0,0,145.29,18.31,79.81,0,0,0,0,0

77,19:00-19:15,40.47,0,0,0,0,0,0,0,0,0,0,0,0,0,36.92,0,0,0,0,17.99,50.3,24.96,51.26,28.71,0,13.67,0.92,0,2.36,0,11.15,1.15,26.45,218.27,20.12,122.63,96.52,88.84,0,0,56.5,56.16,0,0,0,6.81,24.9,66.32,0,143.47,0,8.47,75.12,56.87,42.42,40.78,12.61,33.95,47.31,19.21,0,0,0,24.21,30.3,175.25,10.3,405.12,0,0,149.87,18.31,79.81,0,0,0,0,0

78,19:15-19:30,40.47,0,0,0,0,0,0,0,0,0,0,0,0,0,38.92,0,0,0,0,17.99,50.3,24.96,51.26,29.17,0,13.67,0.97,0,2.62,0,11.15,1.15,26.45,266.64,20.12,122.67,96.56,88.84,0,0,77.31,59.08,0,0,0,6.98,24.9,66.32,0,143.47,0,8.58,95.4,57.67,44.54,40.89,19.79,35.69,49.79,19.42,0,0,0,24.21,33.68,176.91,10.3,405.12,0,0,149.87,19.46,79.81,0,0,0,0,0

79,19:30-19:45,40.47,0,0,0,0,0,0,0,0,0,0,0,0,0,38.92,0,0,0,0,21.65,50.3,30.69,51.26,29.17,0,16.9,0.97,0,2.88,0,11.15,1.13,26.68,266.64,20.12,122.67,96.56,88.84,0,0,77.31,59.08,0,0,0,6.98,24.9,66.32,0,143.47,0,8.58,95.4,57.67,44.54,40.89,19.79,35.69,49.79,22.54,0,0,0,24.21,33.68,176.91,10.3,405.12,0,0,149.87,19.46,79.81,0,0,0,0,0

80,19:45-20:00,40.47,0,0,0,0,0,0,0,0,0,0,0,0,0,38.92,0,0,0,0,21.65,50.3,30.69,51.26,29.17,0,16.9,0.97,0,3.14,0,11.15,1.13,26.83,266.64,20.12,122.67,96.56,88.84,0,0,77.31,59.08,0,0,0,6.98,24.9,66.32,0,143.47,0,8.58,95.4,57.67,44.54,40.89,19.79,35.69,49.79,23.28,0,0,0,24.21,33.68,176.91,10.3,405.12,0,0,149.87,19.46,79.81,0,0,0,0,0

81,20:00-20:15,40.47,0,0,0,0,0,0,0,0,0,0,0,0,0,38.92,0,0,0,0,27.08,50.3,36.21,51.26,29.17,0,21.12,2.57,0,3.41,0,11.15,1.13,26.94,278.5,20.12,122.67,96.56,88.84,0,0,77.31,59.08,0,0,0,6.98,24.9,66.32,0,143.47,0,8.58,95.4,57.67,44.54,40.89,19.79,35.69,49.79,24.18,0,0,0,24.21,33.68,176.91,10.3,405.12,0,0,149.87,19.46,79.81,0,0,0,0,0

82,20:15-20:30,40.47,0,0,0,0,0,0,0,0,0,0,0,0,0,38.92,0,0,0,0,27.08,50.3,41.33,51.26,29.17,0,21.12,2.57,0,4.02,0,11.15,1.13,27.14,278.5,20.12,122.67,96.56,88.84,0,0,77.31,59.08,0,0,0,6.98,24.9,66.32,0,143.47,0,8.58,95.4,57.67,44.54,40.89,19.79,35.69,49.79,23.46,0,0,0,24.21,33.68,176.91,10.3,405.12,0,0,149.87,19.46,79.81,0,0,0,0,0

83,20:30-20:45,40.47,0,0,0,0,0,0,0,0,0,0,0,0,0,38.92,0,0,0,0,27.08,50.3,41.33,51.26,29.17,0,21.12,2.57,0,5.37,0,11.15,1.13,27.19,278.5,20.12,122.67,96.56,88.84,0,0,77.31,59.08,0,0,0,6.98,24.9,66.32,0,143.47,0,8.58,95.4,57.67,44.54,40.89,19.79,35.69,49.79,23.33,0,0,0,24.21,33.68,176.91,10.3,405.12,0,0,149.87,19.46,79.81,0,0,0,0,0

84,20:45-21:00,40.47,0,0,0,0,0,0,0,0,0,0,0,0,0,36.92,0,0,0,0,27.08,50.3,41.33,35.77,29.17,0,21.12,2.57,0,6.01,0,11.15,1.13,27.33,278.5,20.12,122.67,96.56,88.84,0,0,77.31,59.08,0,0,0,6.98,24.9,66.32,0,143.47,0,8.58,103.12,57.67,44.54,40.89,19.79,35.69,49.79,24.18,0,0,0,24.21,33.68,176.91,10.3,405.12,0,0,149.87,19.46,79.81,0,0,0,0,0

85,21:00-21:15,40.47,0,0,0,0,0,0,0,0,0,0,0,0,0,36.92,0,0,0,0,27.08,50.3,41.33,35.77,29.17,0,21.12,2.57,0,6.17,0,11.52,1.13,27.62,341.6,20.12,122.67,96.56,88.84,0,0,77.31,59.08,0,0,0,6.98,24.9,66.32,0,143.47,0,8.58,141.81,57.67,44.54,40.89,19.79,35.69,49.79,22.67,0,0,0,24.21,33.68,176.91,10.3,405.12,0,0,149.87,19.46,79.81,0,0,0,0,0

86,21:15-21:30,40.47,0,0,0,0,0,0,0,0,0,0,0,0,0,36.92,0,0,0,0,27.08,50.3,41.33,35.77,29.17,0,21.12,2.57,0,6.17,0,11.52,1.13,27.9,341.6,20.12,122.67,96.56,88.84,0,0,56.5,56.16,0,0,0,6.81,24.9,66.32,0,143.47,0,8.47,209.53,57.67,42.42,40.78,6.31,33.95,47.31,20.22,0,0,0,24.21,30.3,175.25,10.3,405.12,0,0,136.65,18.31,79.81,0,0,0,0,0

87,21:30-21:45,40.47,0,0,0,0,0,0,0,0,0,0,0,0,0,36.92,0,0,0,0,27.08,50.3,41.33,35.77,29.17,0,21.12,2.57,0,6.17,0,11.52,1.13,27.67,341.6,18.83,122.67,96.56,88.84,0,0,17.85,56.16,0,0,0,6.81,24.9,66.32,0,143.47,0,8.47,267.57,57.67,42.42,40.78,6.31,33.95,47.31,17.96,0,0,0,24.21,30.3,175.25,10.3,405.12,0,0,136.65,18.31,79.81,0,0,0,0,0

88,21:45-22:00,40.47,0,0,0,0,0,0,0,0,0,0,0,0,0,36.92,0,0,0,0,27.08,50.3,41.33,35.77,29.17,0,21.12,2.57,0,6.17,0,11.52,1.13,27.74,341.6,18.83,122.67,96.56,88.84,0,0,77.31,59.08,0,0,0,6.98,24.9,66.32,0,143.47,0,8.58,286.92,57.67,44.54,40.89,19.79,35.69,49.79,19.95,0,0,0,24.21,33.68,176.91,10.3,405.12,0,0,136.65,19.46,79.81,0,0,0,0,0

89,22:00-22:15,40.47,0,0,0,0,0,0,0,0,0,0,0,0,0,36.92,0,0,0,0,27.08,50.3,41.33,48.06,29.17,0,21.12,2.57,0,6.17,0,9.92,1.13,28.72,342.95,18.83,122.67,96.56,88.84,0,0,77.31,59.08,0,0,0,6.98,24.9,66.32,0,143.47,0,8.58,325.62,57.67,44.54,40.89,19.79,35.69,49.79,20.77,0,0,0,24.21,33.68,176.91,10.3,405.12,0,0,136.65,19.46,79.81,0,0,0,0,0

90,22:15-22:30,40.47,0,0,0,0,0,0,0,0,0,0,0,0,0,36.92,0,0,0,0,27.08,50.3,41.33,48.06,29.17,0,21.12,2.31,0,6.15,0,9.92,1.13,28.84,342.95,18.83,122.67,96.56,88.84,0,0,77.31,59.08,0,0,0,6.98,24.9,66.32,0,143.47,0,8.58,344.97,57.67,44.54,40.89,19.79,35.69,49.79,23.66,0,0,0,24.21,33.68,176.91,10.3,405.12,0,0,136.65,19.46,79.81,0,0,0,0,0

91,22:30-22:45,40.47,0,0,0,0,0,0,0,0,0,0,0,0,0,36.92,0,0,0,0,27.08,50.3,41.33,45.92,29.17,0,21.12,2.31,0,6.15,0,9.92,1.13,28.9,342.95,18.83,122.67,96.56,88.84,0,0,77.31,59.08,0,0,0,6.98,24.9,66.32,0,143.47,0,8.58,320.98,57.67,44.54,40.89,19.79,35.69,49.79,24.18,0,0,0,24.21,33.68,176.91,10.3,405.12,0,0,149.87,19.46,79.81,0,0,0,0,0

92,22:45-23:00,40.47,0,0,0,0,0,0,0,0,0,0,0,0,0,36.92,0,0,0,0,27.08,50.3,41.33,45.92,29.17,0,21.12,2.31,0,6.15,0,9.92,1.13,28.95,342.95,18.83,122.67,96.56,88.84,0,0,76.42,56.16,0,0,0,6.81,24.9,66.32,0,143.47,0,8.47,301.64,56.87,42.42,40.78,12.61,33.95,47.31,22.73,0,0,0,24.21,20.2,175.25,10.3,405.12,0,0,149.87,18.31,79.81,0,0,0,0,0

93,23:00-23:15,40.47,0,0,0,0,0,0,0,0,0,0,0,0,0,36.92,0,0,0,0,27.08,50.3,41.33,45.92,29.17,0,21.12,2.57,0,6.17,0,11.52,1.13,29.07,342.95,20.12,122.67,96.56,88.84,0,0,76.42,56.16,0,0,0,6.81,24.9,66.32,0,143.47,0,8.47,253.27,56.87,42.42,40.78,12.61,33.95,47.31,24.18,0,0,0,24.21,20.2,175.25,10.3,331.93,0,0,149.87,12.21,79.81,0,0,0,0,0

94,23:15-23:30,40.47,0,0,0,0,0,0,0,0,0,0,0,0,0,36.92,0,0,0,0,27.08,50.3,41.33,45.92,29.17,0,21.12,2.57,0,6.17,0,11.52,1.13,29.18,342.95,20.12,122.67,96.56,88.84,0,0,76.42,56.16,0,0,0,6.81,24.9,66.32,0,143.47,0,8.47,253.27,56.87,42.42,40.78,12.61,33.95,47.31,20.96,0,0,0,24.21,20.2,175.25,10.3,331.93,0,0,149.87,6.1,79.81,0,0,0,0,0

95,23:30-23:45,40.47,0,0,0,0,0,0,0,0,0,0,0,0,0,35.8,0,0,0,0,27.08,50.3,41.33,48.06,29.17,0,21.12,2.57,0,6.17,0,11.52,1.13,29.18,342.95,20.12,122.67,96.56,88.84,0,0,76.42,56.16,0,0,0,6.81,24.9,66.32,0,143.47,0,8.47,253.27,56.87,42.42,40.78,12.61,33.95,47.31,19.37,0,0,0,24.21,20.2,175.25,10.3,331.93,0,0,149.87,6.1,79.81,0,0,0,0,0

96,23:45-24:00,40.47,0,0,0,0,0,0,0,0,0,0,0,0,0,35.8,0,0,0,0,27.08,50.3,41.33,48.06,29.17,0,21.12,2.57,0,6.17,0,11.52,1.13,29.18,342.95,20.12,122.67,96.56,88.84,0,0,76.42,56.16,0,0,0,6.81,24.9,66.32,0,143.47,0,8.47,301.64,56.87,42.42,40.78,12.61,33.95,47.31,18.22,0,0,0,24.21,20.2,175.25,10.3,331.93,0,0,149.87,6.1,79.81,0,0,0,0,0

