Block,Time Block,ANTA_GF,AURY_CRF,ANTA_CRF,ANTA_RF,ANTA_LF,AURY_GF,AURY_RF,AURY_LF,URI,VALLURNTECL,UNCHAHAR4,URI2,DADRI_CRF,DADRI_RF,DADRI_LF,DADRI_GF,TANDA2,TALST2,UNCHAHAR3,SIMHST1,SINGRAULI_HYDRO,TANAKPUR,TelanganaSTPP,UNCHAHAR2,SIMHST2,TALA,SINGRAULI,TEHRI,UNCHAHAR1,NNTPP,RAMPUR,NTPL,PARBATI3,SEWA2,RIHAND1,SASAN,RAPPC,RSTPSU1TO6,RSTPSU7,SALAL,RIHAND3,RAPPB,RIHAND2,KHSTPP-I,KGSU1AND2,KGSU3AND4,KHSTPP-II,KKNP,KOTESHWR,KKNPPU2,KISHANGANGA,KOLDAM,KUDGI,MAPS,NLCIIST1,NLCIIST2,NAPP,NLCTS2EXP,NJPC,NLCEXP,JHAJJAR,DHAULIGNGA,DULHASTI,FSTPP I & II,CHAMERA1,CHAMERA3,BSIUL,CHAMERA2,DADRT2,BRBCL,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
63,15:30-15:45,0,0,0,0,0,0,0,0,1.07,0,0,4.27,0,0,0,0,0,0,22.78,0,0,8.01,0,18.09,0,0,107.94,0,14.91,0,0,0,0,0,43.28,402.73,51.5,0,0,1.35,116.03,0,114.21,43.49,0,0,95.08,0,8.53,0,0,0,0,0,0,0,41.9,0,0,0,243.73,0,0,17.5,0,0,0,0,408.72,19.23,0,0,0,0,0

64,15:45-16:00,0,0,0,0,0,0,0,0,1.07,0,0,4.27,0,0,0,0,0,0,22.78,0,0,0.74,0,18.09,0,0,107.94,14.96,14.91,0,0,0,0,0,43.28,402.73,51.5,0,0,1.35,116.03,0,114.21,43.49,0,0,95.08,0,8.53,0,0,0,0,0,0,0,41.9,0,0,0,256.24,0,0,17.5,0,0,0,0,456.81,19.23,0,0,0,0,0

65,16:00-16:15,0,0,0,0,0,0,0,0,1.07,0,0,4.27,0,0,0,0,0,0,22.78,0,0,2.35,0,18.09,0,0,107.94,14.96,14.91,0,0,0,0,0,43.28,402.73,51.5,0,0,1.35,116.03,0,114.21,43.49,0,0,95.08,0,8.53,0,0,0,0,0,0,0,41.9,0,22.49,0,290.86,0,0,17.5,0,0,0,0,509.7,19.23,0,0,0,0,0

66,16:15-16:30,0,0,0,0,0,0,0,0,1.07,0,0,4.27,0,0,0,0,0,0,22.78,0,0,0.74,0,18.09,0,0,107.94,29.94,14.91,0,0,0,0,0,43.28,402.73,51.5,0,0,1.35,116.03,0,114.21,43.49,0,0,95.08,0,8.53,0,0,0,0,0,0,0,41.9,0,22.49,0,353.37,0,15.85,17.5,0,0,0,0,571.85,19.23,0,0,0,0,0

67,16:30-16:45,0,0,0,0,0,0,0,0,1.07,0,0,4.27,0,0,0,0,0,0,24.2,0,0,0.74,0,20.38,0,0,107.94,44.9,15.69,0,0,0,0,0,43.28,402.73,51.5,0,0,1.35,116.03,0,114.21,43.49,0,0,95.08,0,8.53,0,0,0,0,0,0,0,41.9,0,22.49,0,422.61,0,15.85,17.5,0,0,0,0,610.31,19.23,0,0,0,0,0

68,16:45-17:00,0,0,0,0,0,0,0,0,1.07,0,0,4.27,0,0,0,0,0,0,25.38,0,0,0.74,0,20.38,0,0,107.94,59.86,17.04,0,0,0,0,0,43.28,402.73,51.5,0,0,1.35,116.03,0,114.21,43.49,0,0,95.08,0,8.53,0,0,0,0,0,0,0,41.9,0,44.99,0,422.61,0,15.85,17.5,0,0,0,3.2,652.78,19.23,0,0,0,0,0

69,17:00-17:15,0,0,0,0,0,0,0,0,1.07,0,0,4.27,0,0,0,0,0,0,25.38,0,0,6.03,0,20.38,0,0,107.94,59.86,19.71,0,0,0,0,0,43.28,402.73,51.5,0,0,1.35,116.03,0,114.21,43.49,0,0,95.08,0,8.53,0,0,0,0,0,0,0,41.9,0,67.48,0,400.82,7.75,15.85,17.5,0,0,0,12.67,652.45,19.23,0,0,0,0,0

70,17:15-17:30,0,0,0,0,0,0,0,0,1.07,0,0,4.27,0,0,0,0,0,0,25.38,0,0,2.35,0,20.38,0,0,107.94,59.86,19.77,0,0,0,0,0,43.28,402.73,51.5,0,0,1.35,116.03,0,114.21,43.49,0,0,95.08,0,8.53,0,0,0,0,0,0,0,41.9,0,89.98,0,422.19,15.5,15.85,17.5,11.55,0,1.06,12.67,652.45,19.23,0,0,0,0,0

71,17:30-17:45,0,0,0,0,0,0,0,0,1.07,0,0,4.27,0,0,0,0,0,0,25.38,0,0,2.35,0,20.38,0,0,107.94,59.86,19.77,0,0,0,0,5.07,43.28,402.73,51.5,0,0,1.35,116.03,0,114.21,43.49,0,0,95.08,0,17.07,0,0,0,0,0,0,0,41.9,0,112.47,0,422.19,23.38,31.7,17.5,23.55,9.31,6.27,25.33,652.45,19.23,0,0,0,0,0

72,17:45-18:00,0,0,0,0,0,0,0,0,1.07,0,0,4.27,0,0,0,0,0,0,25.38,0,0,1.11,0,20.38,0,0,107.94,59.86,19.77,0,0,0,0,10.14,43.28,402.73,51.5,0,0,1.35,116.03,0,114.21,43.49,0,0,95.08,0,29.02,0,0,0,0,0,0,0,41.9,0,134.96,0,422.19,35.15,31.7,17.5,40.54,27.95,12.54,25.33,652.45,19.23,0,0,0,0,0

73,18:00-18:15,0,0,0,0,0,0,0,0,25.48,0,0,4.27,0,0,0,0,0,0,25.38,0,0,1.11,0,20.38,0,0,107.94,59.86,19.77,0,0,0,0,10.14,43.28,402.73,51.5,0,0,1.35,119.56,0,114.21,43.49,0,0,95.08,0,29.02,0,0,0,0,0,0,0,41.9,0,134.96,0,422.19,35.15,31.7,17.5,40.54,27.95,12.54,25.33,652.45,19.23,0,0,0,0,0

74,18:15-18:30,0,0,0,0,0,0,0,0,25.48,0,0,4.27,0,0,0,0,0,0,25.38,0,0,1.11,0,20.38,0,0,107.94,59.86,19.77,0,0,0,0,10.14,43.28,402.73,51.5,0,0,1.35,119.56,0,114.21,43.49,0,0,95.08,0,29.02,0,0,0,0,0,0,0,41.9,0,134.96,0,422.19,35.15,31.7,17.5,40.54,27.95,12.54,25.33,652.45,19.23,0,0,0,0,0

75,18:30-18:45,0,0,0,0,0,0,0,0,25.48,0,0,4.27,0,0,0,0,0,0,25.38,0,0,1.11,0,21.12,0,0,107.94,59.86,19.77,0,0,0,0,10.14,43.28,402.73,51.5,0,0,1.35,119.56,0,114.21,43.49,0,0,95.08,0,29.02,0,0,0,0,0,0,0,41.9,0,134.96,0,422.19,35.15,31.7,17.5,40.54,27.95,12.54,25.33,652.45,19.23,0,0,0,0,0

76,18:45-19:00,0,0,0,0,0,0,0,0,3.18,0,0,4.27,0,0,0,0,0,0,25.38,0,0,1.11,0,22.06,0,0,107.94,59.86,19.77,0,0,0,0,10.14,43.28,402.73,51.5,0,0,1.35,119.56,0,114.21,43.49,0,0,95.08,0,29.02,0,0,0,0,0,0,0,41.9,0,134.96,0,422.19,35.15,31.7,17.5,40.54,27.95,12.54,25.33,652.45,19.23,0,0,0,0,0

77,19:00-19:15,0,0,0,0,0,0,0,0,1.07,0,0,4.27,0,0,0,0,0,0,25.38,0,0,1.11,0,22.06,0,0,107.94,59.86,19.77,0,0,0,3.67,5.07,43.28,402.73,51.5,0,0,1.35,119.56,0,114.21,43.49,0,0,95.08,0,29.02,0,0,0,0,0,0,0,41.9,0,112.47,0,422.61,23.63,31.7,17.5,40.54,27.95,12.54,25.33,652.78,19.23,0,0,0,0,0

78,19:15-19:30,0,0,0,0,0,0,0,0,1.07,0,0,4.27,0,0,0,0,0,0,25.38,0,0,1.11,0,23.24,0,0,107.94,59.86,19.77,0,0,0,15.92,0,43.28,402.73,51.5,0,0,1.35,119.56,0,114.21,43.49,0,0,95.08,0,17.07,0,0,0,0,0,0,0,41.9,0,89.98,0,422.61,15.5,15.85,17.5,23.55,9.31,6.27,25.33,652.78,19.23,0,0,0,0,0

79,19:30-19:45,0,0,0,0,0,0,0,0,1.07,0,0,4.27,0,0,0,0,0,0,25.38,0,0,1.11,0,23.24,0,0,107.94,59.86,17.04,0,0,0,15.92,0,43.28,402.73,51.5,0,0,1.35,119.56,0,114.21,43.49,0,0,95.08,0,8.53,0,0,0,0,0,0,0,41.9,0,67.48,0,422.61,7.75,15.85,17.5,11.55,0,1.06,25.33,652.78,19.23,0,0,0,0,0

80,19:45-20:00,0,0,0,0,0,0,0,0,1.07,0,0,4.27,0,0,0,0,0,0,25.38,0,0,1.11,0,24.19,0,0,107.94,59.86,17.04,0,0,0,15.92,0,43.28,402.73,51.5,0,0,1.35,119.56,0,114.21,43.49,0,0,95.08,0,8.53,0,0,0,0,0,0,0,41.9,0,44.99,0,422.61,0,15.85,17.5,0,0,0,25.33,652.78,19.23,0,0,0,0,0

81,20:00-20:15,0,0,0,0,0,0,0,0,7.43,0,0,4.27,0,0,0,0,0,0,25.38,0,0,1.11,0,24.19,0,0,107.94,59.86,17.04,0,0,0,15.92,0,43.28,402.73,51.5,0,0,1.35,119.56,0,114.21,43.49,0,0,95.08,0,8.53,0,0,0,0,0,0,0,41.9,0,22.49,0,422.61,0,15.85,17.5,0,0,0,12.67,595.45,19.23,0,0,0,0,0

82,20:15-20:30,0,0,0,0,0,0,0,0,7.43,0,0,4.27,0,0,0,0,0,0,25.38,0,0,1.11,0,25.37,0,0,107.94,59.86,17.04,0,0,0,15.92,0,43.28,402.73,51.5,0,0,1.35,119.56,0,114.21,43.49,0,0,95.08,0,8.53,0,0,0,0,0,0,0,41.9,0,0,0,422.61,0,15.85,17.5,0,0,0,12.67,556.98,19.23,0,0,0,0,0

83,20:30-20:45,0,0,0,0,0,0,0,0,10.62,0,0,4.27,0,0,0,0,0,0,25.38,0,0,1.11,0,25.37,0,0,107.94,59.86,17.04,0,0,0,15.92,0,43.28,402.73,51.5,0,0,1.35,119.56,0,114.21,43.49,0,0,95.08,0,8.53,0,0,0,0,0,0,0,41.9,0,0,0,422.61,0,15.85,17.5,0,0,0,0,547.36,19.23,0,0,0,0,0

84,20:45-21:00,0,0,0,0,0,0,0,0,10.62,0,0,4.27,0,0,0,0,0,0,25.38,0,0,1.11,0,25.37,0,0,107.94,44.9,17.04,0,0,0,1.84,0,43.28,402.73,51.5,0,0,1.35,119.56,0,114.21,43.49,0,0,95.08,0,8.53,0,0,0,0,0,0,0,41.9,0,0,0,422.61,0,15.85,17.5,0,0,0,0,537.74,19.23,0,0,0,0,0

85,21:00-21:15,0,0,0,0,0,0,0,0,7.43,0,0,4.27,0,0,0,0,0,0,25.38,0,0,1.11,0,26.05,0,0,107.94,44.9,17.04,0,0,0,0,0,43.28,402.73,51.5,0,0,1.35,119.56,0,114.21,43.49,0,0,95.08,0,8.53,0,0,0,0,0,0,0,41.9,0,0,0,374.52,0,15.85,17.5,0,0,0,0,518.51,19.23,0,0,0,0,0

86,21:15-21:30,0,0,0,0,0,0,0,0,7.43,0,0,4.27,0,0,0,0,0,0,25.38,0,0,1.11,0,29.99,0,0,107.94,44.9,17.04,0,0,0,0,0,43.28,402.73,51.5,0,0,1.35,119.56,0,114.21,43.49,0,0,95.08,0,8.53,0,0,0,0,0,0,0,41.9,0,0,0,312.01,0,15.85,17.5,0,0,0,0,518.51,19.23,0,0,0,0,0

87,21:30-21:45,0,0,0,0,0,0,0,0,7.43,0,0,4.27,0,0,0,0,0,0,25.38,0,0,1.11,0,32.87,0,0,107.94,29.94,17.04,0,0,0,0,0,43.28,402.73,51.5,0,0,1.35,119.56,0,114.21,43.49,0,0,95.08,0,8.53,0,0,0,0,0,0,0,41.9,0,0,0,256.24,0,15.85,17.5,0,0,0,0,499.28,19.23,0,0,0,0,0

88,21:45-22:00,0,0,0,0,0,0,0,0,7.43,0,0,4.27,0,0,0,0,0,0,25.38,0,0,1.11,0,32.87,0,0,107.94,29.94,17.04,0,0,0,0,0,43.28,402.73,51.5,0,0,1.35,119.56,0,114.21,43.49,0,0,95.08,0,8.53,0,0,0,0,0,0,0,41.9,0,0,0,256.24,0,15.85,17.5,0,0,0,0,518.51,19.23,0,0,0,0,0

89,22:00-22:15,0,0,0,0,0,0,0,0,10.62,0,0,4.27,0,0,0,0,0,0,25.38,0,0,0.74,0,34.88,0,0,107.94,29.94,17.04,0,0,0,0,0,43.28,402.73,51.5,0,0,1.35,119.56,0,114.21,43.49,0,0,95.08,0,8.53,0,0,0,0,0,0,0,41.9,0,0,0,275.47,0,15.85,17.5,0,0,0,0,518.51,19.23,0,0,0,0,0

90,22:15-22:30,0,0,0,0,0,0,0,0,10.62,0,0,4.27,0,0,0,0,0,0,25.38,0,0,2.71,0,35.59,0,0,107.94,29.94,17.04,0,0,0,0,0,43.28,402.73,51.5,0,0,1.35,119.56,0,114.21,43.49,0,0,95.08,0,8.53,0,0,0,0,0,0,0,41.9,0,0,0,275.47,0,15.85,17.5,0,0,0,0,518.51,19.23,0,0,0,0,0

91,22:30-22:45,0,0,0,0,0,0,0,0,10.62,0,0,4.27,0,0,0,0,0,0,25.38,0,0,2.71,0,35.59,0,0,107.94,29.94,17.04,0,0,0,0,0,43.28,402.73,51.5,0,0,8.93,119.56,0,114.21,43.49,0,0,95.08,0,8.53,0,0,0,0,0,0,0,41.9,0,0,0,304.32,0,15.85,17.5,0,0,0,0,493.35,19.23,0,0,0,0,0

92,22:45-23:00,0,0,0,0,0,0,0,0,10.62,0,0,4.27,0,0,0,0,0,0,25.38,0,0,2.71,0,35.59,0,0,107.94,14.96,17.04,0,0,0,0,0,43.28,402.73,51.5,0,0,40.23,119.56,0,114.21,43.49,0,0,95.08,0,8.53,0,0,0,0,0,0,0,41.9,0,0,0,304.32,0,15.85,17.5,0,0,0,0,449.11,19.23,0,0,0,0,0

93,23:00-23:15,0,0,0,0,0,0,0,0,7.43,0,0,4.27,0,0,0,0,0,0,21.88,0,0,2.71,0,30.76,0,0,107.94,14.96,17.04,0,0,0,0,0,43.28,402.73,51.5,0,0,40.23,119.56,0,114.21,43.49,0,0,95.08,0,8.53,0,0,0,0,0,0,0,41.9,0,0,0,313.82,0,15.85,15.02,0,0,0,0,413.53,19.23,0,0,0,0,0

94,23:15-23:30,0,0,0,0,0,0,0,0,7.43,0,0,4.27,0,0,0,0,0,0,21.88,0,0,2.71,0,27.13,0,0,107.94,0,17.04,0,0,0,0,0,43.28,402.73,51.5,0,0,40.23,119.56,0,114.21,43.49,0,0,95.08,0,8.53,0,0,0,0,0,0,0,41.9,0,0,0,333.17,0,15.85,15.02,0,0,0,0,447.67,19.23,0,0,0,0,0

95,23:30-23:45,0,0,0,0,0,0,0,0,10.62,0,0,4.27,0,0,0,0,0,0,21.88,0,0,3.08,0,26.52,0,0,107.94,0,17.04,0,0,0,0,0,43.28,402.73,51.5,0,0,40.23,119.56,0,114.21,43.49,0,0,95.08,0,8.53,0,0,0,0,0,0,0,41.9,0,0,0,333.17,0,15.85,15.02,0,0,0,0,412.09,19.23,0,0,0,0,0

96,23:45-24:00,0,0,0,0,0,0,0,0,10.62,0,0,4.27,0,0,0,0,0,0,21.88,0,0,3.08,0,26.52,0,0,107.94,0,17.04,0,0,0,0,0,43.28,402.73,51.5,0,0,8.93,119.56,0,114.21,43.49,0,0,95.08,0,8.53,0,0,0,0,0,0,0,41.9,0,0,0,333.17,0,15.85,15.02,0,0,0,0,324.09,18.69,0,0,0,0,0

