Block,Time,KGSU3AND4,KHSTPP-I,KKNP,NAPP,NLCIIST1,NLCIIST2,RAPPD,RSTPSU1TO6,MAPS,NLCEXP,SASAN,TelanganaSTPP,UNCHAHAR2,DADRI_CRF,DADRI_LF,CHAMERA2,KUDGI,RIHAND3,SINGRAULI,SINGRAULI_HYDRO,TANAKPUR,UNCHAHAR3,ANTA_GF,DADRI_GF,CHAMERA1,DHAULIGNGA,KGSU1AND2,NNTPP,RAPPC,SALAL,URI,URI2,AURY_CRF,KOLDAM,KOTESHWR,RIHAND2,SIMHST2,UNCHAHAR1,ANTA_LF,BSIUL,JHAJJAR,KKNPPU2,NJPC,RAMPUR,RAPPB,SIMHST1,TANDA2,TEHRI,UNCHAHAR4,ANTA_RF,AURY_RF,CHAMERA3,DADRT2,KHSTPP-II,KISHANGANGA,NTPL,PARBATI3,RIHAND1,SEWA2,TALA,ANTA_CRF,AURY_GF,BRBCL,DULHASTI,FSTPP I & II,NLCTS2EXP,PARBATI2,RSTPSU7,TALST2,TEHRIPSP,VALLURNTECL,AURY_LF,DADRI_RF
54,13:15-13:30,0,45.83,0,24.62,0,0,24.8,0,0,0,275.62,0,45,0,0,47.12,0,130.84,113.75,0.72,11.91,27.69,0,0,42.15,42.46,0,0,65.42,65.07,48.57,34.3,0,8.62,10.14,125.27,0,21.65,0,13.04,667.25,0,175.79,5.7,0,0,5.73,0,3.22,48.16,76.62,33.94,689.38,98.87,7.05,0,56.49,47.02,12.22,15.58,0,0,24.99,55.38,13.9,0,10.55,0,0,0,0,0,79.04

55,13:30-13:45,0,45.83,0,24.62,0,0,24.8,0,0,0,275.62,0,45,0,0,47.12,0,130.84,113.75,0.72,11.91,27.69,0,0,42.15,42.46,0,0,65.42,65.07,48.57,34.3,0,8.62,10.14,125.27,0,21.65,0,13.04,667.25,0,175.79,5.7,0,0,5.73,0,3.22,48.16,76.62,33.94,689.38,98.87,7.05,0,56.49,47.02,12.22,15.58,0,0,24.99,55.38,13.9,0,10.55,0,0,0,0,0,79.04

56,13:45-14:00,0,45.83,0,24.62,0,0,24.8,0,0,0,275.62,0,45,0,0,47.12,0,130.84,113.75,0.72,11.91,27.69,0,0,42.15,42.46,0,0,65.42,65.07,48.57,34.3,0,8.62,10.14,125.27,0,21.65,0,13.04,667.25,0,175.79,5.7,0,0,5.73,0,3.22,48.16,76.62,33.94,689.38,98.87,7.05,0,56.49,47.02,12.22,15.58,0,0,24.99,55.38,13.9,0,10.55,0,0,0,0,0,79.04

57,14:00-14:15,0,45.83,0,24.62,0,0,24.8,0,0,0,275.62,0,45,0,0,47.12,0,130.84,113.75,0.72,11.91,27.69,0,0,42.15,42.46,0,0,65.42,65.07,48.57,34.3,0,8.62,10.14,125.27,0,21.65,0,13.04,667.25,0,175.79,5.7,0,0,5.73,0,3.22,47.53,76.62,33.94,689.38,98.87,7.05,0,60.96,47.02,12.22,15.67,0,0,24.99,55.38,13.9,0,10.55,0,0,0,0,0,79.04

58,14:15-14:30,0,45.83,0,24.62,0,0,24.8,0,0,0,275.62,0,45,0,0,47.12,0,130.84,113.75,0.72,11.91,27.69,0,0,42.15,42.46,0,0,65.42,65.07,48.57,34.3,0,8.62,10.14,125.27,0,21.65,0,13.04,667.25,0,175.79,5.7,0,0,5.73,0,3.22,47.53,76.62,33.94,689.38,98.87,7.05,0,71.36,47.02,12.22,15.67,0,0,24.99,55.38,13.9,0,10.55,0,0,0,0,0,79.04

59,14:30-14:45,0,45.83,0,24.62,0,0,24.8,0,0,0,275.62,0,45,0,0,47.12,0,130.84,113.75,0.72,11.91,27.69,0,0,42.15,42.46,0,0,65.42,65.07,48.57,34.3,0,8.62,10.14,125.27,0,21.65,0,13.04,667.25,0,175.79,5.7,0,0,5.73,0,3.22,47.53,76.62,33.94,689.38,98.87,7.05,0,63.92,47.02,12.22,16.96,0,0,24.99,55.38,13.9,0,12.66,0,0,0,0,0,79.04

60,14:45-15:00,0,45.83,0,24.62,0,0,24.8,0,0,0,275.62,0,45,0,0,47.12,0,130.84,113.75,0.72,11.91,27.69,0,0,42.15,42.46,0,0,65.42,65.07,48.57,34.3,0,8.62,10.14,125.27,0,21.65,0,13.04,667.25,0,175.79,5.7,0,0,5.73,0,3.22,47.53,76.62,33.94,689.38,98.87,7.05,0,60.96,47.02,12.22,16.96,0,0,24.99,55.38,13.9,0,12.66,0,0,0,0,0,79.04

61,15:00-15:15,0,45.83,0,24.62,0,0,24.8,0,0,0,275.62,0,45,0,0,47.12,0,130.84,113.75,0.72,11.91,27.69,0,0,42.15,42.46,0,0,65.42,65.07,48.57,34.3,0,8.62,10.14,125.27,0,21.65,0,13.04,667.25,0,175.79,5.7,0,0,5.73,0,3.22,47.53,76.62,33.94,689.38,98.87,7.05,0,60.96,47.02,12.22,18.25,0,0,24.99,55.38,13.9,0,10.55,0,0,0,0,0,79.04

62,15:15-15:30,0,45.83,0,24.62,0,0,24.8,0,0,0,275.62,0,45,0,0,47.12,0,130.84,113.75,0.72,11.91,27.69,0,0,42.15,42.46,0,0,65.42,65.07,48.57,34.3,0,8.62,10.14,125.27,0,21.65,0,13.04,667.25,0,175.79,5.7,0,0,5.73,0,3.22,47.53,76.62,33.94,689.38,98.87,7.05,0,60.96,47.02,12.22,18.25,0,0,24.99,55.38,13.9,0,10.55,0,0,0,0,0,79.04

63,15:30-15:45,0,45.83,0,24.62,0,0,24.8,0,0,0,275.62,0,45,0,0,47.12,0,130.84,113.75,0.72,11.91,27.69,0,0,42.15,42.46,0,0,65.42,65.07,48.57,34.3,0,8.62,10.14,125.27,0,21.65,0,13.04,667.25,0,175.79,5.7,0,0,5.73,0,3.22,47.53,76.62,33.94,689.38,98.87,7.05,0,60.96,47.02,12.22,19.55,0,0,24.99,55.38,13.9,0,10.55,0,0,0,0,0,79.04

64,15:45-16:00,0,45.83,0,24.62,0,0,24.8,0,0,0,275.62,0,45,0,0,47.12,0,130.84,113.75,0.72,11.91,27.69,0,0,42.15,42.46,0,0,65.42,65.07,48.57,34.3,0,8.62,10.14,125.27,0,21.65,0,13.04,667.25,0,175.79,5.7,0,0,5.73,0,3.22,47.53,76.62,33.94,689.38,98.87,7.05,0,60.96,47.02,12.22,19.55,0,0,24.99,55.38,13.9,0,10.55,0,0,0,0,0,79.04

65,16:00-16:15,0,45.83,0,24.62,0,0,24.8,0,0,0,275.62,0,45,0,0,47.12,0,130.84,113.75,0.72,11.91,27.69,0,0,42.15,42.46,0,0,65.42,65.07,48.57,34.3,0,8.62,10.14,125.27,0,21.65,0,13.04,667.25,0,175.79,5.7,0,0,5.73,0,3.22,46.9,76.62,33.94,549.38,98.87,7.05,0,56.49,47.02,12.22,20.91,0,0,24.99,55.38,13.9,0,10.55,0,0,0,0,0,79.04

66,16:15-16:30,0,45.83,0,24.62,0,0,24.8,0,0,0,275.62,0,45,0,0,47.12,0,130.84,113.75,0.72,11.91,27.69,0,0,42.15,42.46,0,0,65.42,65.07,48.57,34.3,0,8.62,10.14,125.27,0,21.65,0,13.04,667.25,0,175.79,5.7,0,0,5.73,0,3.22,46.9,76.62,33.94,549.38,98.87,7.05,0,56.49,47.02,12.22,20.87,0,0,24.99,55.38,13.9,0,10.55,0,0,0,0,0,79.04

67,16:30-16:45,0,45.83,0,24.62,0,0,24.8,0,0,0,275.62,0,45,0,0,47.12,0,130.84,113.75,0.72,11.91,27.69,0,0,42.15,42.46,0,0,65.42,65.07,48.57,34.3,0,8.62,10.14,125.27,0,21.65,0,13.04,667.25,0,175.79,5.7,0,0,5.73,0,3.22,46.27,76.62,33.94,549.38,98.87,7.05,0,56.49,47.02,12.22,15.41,0,0,24.99,55.38,13.9,0,10.55,0,0,0,0,0,79.04

68,16:45-17:00,0,45.83,0,24.62,0,0,24.8,0,0,0,275.62,0,45,0,0,47.12,0,130.84,113.75,0.72,11.91,27.69,0,0,42.15,42.46,0,0,65.42,65.07,48.57,34.3,0,8.62,10.14,125.27,0,21.65,0,13.04,667.25,0,175.79,5.7,0,0,5.73,0,3.22,46.27,76.62,33.94,549.38,98.87,7.05,0,56.49,47.02,12.22,15.35,0,0,24.99,55.38,13.9,0,10.55,0,0,0,0,0,79.04

69,17:00-17:15,0,45.83,0,24.62,0,0,24.8,0,0,0,275.62,0,45,0,0,47.12,0,130.84,113.75,0.72,11.91,27.69,0,0,42.15,42.46,0,0,65.42,65.07,48.57,34.3,0,8.62,10.14,125.27,0,21.65,0,13.04,667.25,0,175.79,5.7,0,0,5.73,0,3.22,46.27,76.62,33.94,549.38,98.87,7.05,0,60.96,47.02,12.22,14.96,0,0,24.99,55.38,13.9,0,10.55,0,0,0,0,0,79.04

70,17:15-17:30,0,45.83,0,24.62,0,0,24.8,0,0,0,275.62,0,45,0,0,47.12,0,130.84,113.75,0.72,11.91,27.69,0,0,42.15,42.46,0,0,65.42,65.07,48.57,34.3,0,8.62,10.14,125.27,0,21.65,0,13.04,667.25,0,175.79,5.7,0,0,5.73,0,3.22,46.27,76.62,33.94,549.38,98.87,7.05,0,60.96,47.02,12.22,14.64,0,0,24.99,55.38,13.9,0,10.55,0,0,0,0,0,79.04

71,17:30-17:45,0,44.62,0,24.62,0,0,24.8,0,0,0,270,0,45,0,0,47.12,0,130.84,113.75,0.72,11.91,27.69,0,0,42.15,42.46,0,0,65.42,65.07,48.57,34.3,0,8.62,10.14,125.27,0,21.65,0,6.52,667.25,0,175.79,5.7,0,0,5.73,0,3.22,46.27,76.62,33.94,549.38,98.87,7.05,0,52.03,47.02,12.22,14.29,0,0,24.99,55.38,13.9,0,10.55,0,0,0,0,0,79.04

72,17:45-18:00,0,44.62,0,24.62,0,0,24.8,0,0,0,270,0,45,0,0,47.12,0,130.84,113.75,0.72,11.91,27.69,0,0,42.15,42.46,0,0,65.42,65.07,48.57,34.3,0,8.62,10.14,125.27,0,21.65,0,6.52,667.25,0,175.79,5.7,0,0,5.73,15.04,3.22,46.27,76.62,33.94,549.38,98.87,7.05,0,52.03,47.02,12.22,14.02,0,0,24.99,55.38,13.9,0,10.55,0,0,0,0,0,79.04

73,18:00-18:15,0,44.62,0,24.62,0,0,24.8,0,0,0,270,0,45,0,0,47.12,0,130.84,113.75,0.72,11.91,27.69,0,0,42.15,42.46,0,0,65.42,65.07,48.57,34.3,0,8.62,10.14,125.27,0,21.65,0,6.52,667.25,0,175.79,5.7,0,0,5.73,30.07,2.76,46.27,76.62,33.94,549.38,98.87,7.05,0,52.03,47.02,12.22,11.52,0,0,24.99,55.38,13.9,0,10.55,0,0,0,0,0,79.04

74,18:15-18:30,0,44.62,0,24.62,0,0,24.8,0,0,0,270,0,45,0,0,47.12,0,130.84,113.75,0.72,11.91,27.69,0,0,42.15,42.46,0,0,65.42,65.07,48.57,34.3,0,8.62,10.14,125.27,0,21.65,0,6.52,667.25,0,175.79,5.7,0,0,5.73,45.11,2.31,46.27,76.62,33.94,549.38,98.87,7.05,0,52.03,47.02,12.22,11.27,0,0,24.99,55.38,13.9,0,10.55,0,0,0,0,0,79.04

75,18:30-18:45,0,44.62,0,24.62,0,0,24.8,0,0,0,270,0,45,0,0,47.12,0,130.84,113.75,0.72,11.91,27.69,0,0,42.15,42.46,0,0,65.42,65.07,48.57,34.3,0,8.62,10.14,125.27,0,20.16,0,13.04,667.25,0,175.79,5.7,0,0,5.73,60.14,1.85,46.27,76.62,33.94,549.38,98.87,7.05,0,52.03,47.02,12.22,10.82,0,0,24.99,55.38,13.9,0,10.55,0,0,0,0,0,79.04

76,18:45-19:00,0,44.62,0,24.62,0,0,24.8,0,0,0,270,0,45,0,0,47.12,0,130.84,113.75,0.72,11.91,27.69,0,0,42.15,42.46,0,0,65.42,65.07,48.57,34.3,0,8.62,20.29,125.27,0,20.16,0,13.04,663.05,0,175.79,5.7,0,0,5.73,60.14,1.77,46.27,76.62,33.94,549.38,98.87,7.05,0,44.6,47.02,12.22,10.73,0,0,24.99,55.38,13.9,0,10.55,0,0,83.18,0,0,79.04

77,19:00-19:15,0,44.62,0,24.62,0,0,24.8,0,0,0,270,0,45,0,0,47.12,0,130.84,113.75,0.72,11.91,27.69,0,0,42.15,42.46,0,0,65.42,65.07,48.57,34.3,0,8.62,30.43,125.27,0,20.16,0,13.04,667.25,0,175.79,5.7,0,0,5.73,60.14,1.77,46.53,76.62,33.94,549.38,98.87,7.05,0,14.87,47.02,12.22,10.73,0,0,24.99,55.38,13.9,0,10.55,0,0,83.18,0,0,79.04

78,19:15-19:30,0,44.62,0,24.62,0,0,24.8,0,0,0,270,0,45,0,0,49.59,0,130.84,113.75,0.72,11.91,27.69,0,0,42.27,44.58,0,0,65.42,65.07,48.57,34.3,0,8.62,44.64,125.27,0,20.16,0,20.46,667.25,0,177.44,5.84,0,0,5.73,60.76,1.77,46.53,76.62,35.69,549.38,98.87,7.18,0,65.42,47.02,12.99,10.79,0,0,24.99,57.67,13.9,0,14.07,0,0,83.18,0,0,79.04

79,19:30-19:45,0,44.62,0,24.62,0,0,24.8,0,0,0,270,0,45,0,0,49.59,0,130.84,113.75,0.72,11.91,27.69,0,0,42.27,44.58,0,0,65.42,65.07,37.53,34.3,0,8.62,44.64,125.27,0,20.16,0,20.46,667.25,0,177.44,5.84,0,0,5.73,60.76,1.77,46.9,76.62,35.69,549.38,98.87,7.18,0,65.42,47.02,12.99,10.44,0,0,24.99,57.67,13.9,0,14.07,0,0,166.37,0,0,79.04

80,19:45-20:00,0,44.62,0,24.62,0,0,24.8,0,0,0,270,0,45,0,0,49.59,0,130.84,113.75,0.72,11.91,27.69,0,0,42.27,44.58,0,0,65.42,65.07,37.53,34.3,0,8.62,44.64,125.27,0,20.16,0,20.46,667.25,0,177.44,5.84,0,0,5.73,60.76,1.77,46.9,76.62,35.69,549.38,98.87,7.18,0,65.42,47.02,12.99,10.58,0,0,24.99,57.67,13.9,0,14.07,0,0,166.37,0,0,79.04

81,20:00-20:15,0,44.62,0,24.62,0,0,24.8,0,0,0,270,0,45,0,0,49.59,0,130.84,113.75,0.72,11.91,27.69,0,0,42.27,44.58,0,0,65.42,65.07,44.16,34.3,0,8.62,44.64,125.27,0,20.16,0,20.46,667.25,0,177.44,5.84,0,0,5.73,60.76,2.21,47.53,76.62,35.69,549.38,98.87,7.18,0,65.42,47.02,12.99,10.64,0,0,24.99,57.67,13.9,0,14.07,0,0,166.37,0,0,79.04

82,20:15-20:30,0,44.62,0,24.62,0,0,24.8,0,0,0,270,0,45,0,0,49.59,0,130.84,113.75,0.72,11.91,27.69,0,0,42.27,44.58,0,0,65.42,65.07,44.16,34.3,0,8.62,44.64,125.27,0,20.16,0,20.46,667.25,0,177.44,5.84,0,0,5.73,60.76,2.28,47.53,76.62,35.69,549.38,98.87,7.18,0,65.42,47.02,12.99,10.76,0,0,24.99,57.67,13.9,0,14.07,0,0,166.37,0,0,79.04

83,20:30-20:45,0,44.62,0,24.62,0,0,24.8,0,0,0,270,0,45,0,0,49.59,0,130.84,113.75,0.72,11.91,27.69,0,0,42.27,44.58,0,0,65.42,65.07,44.16,34.3,0,8.62,44.64,125.27,0,20.16,0,20.46,667.25,0,177.44,5.84,0,0,5.73,60.76,2.28,47.53,76.62,35.69,549.38,98.87,7.18,0,65.42,47.02,12.99,10.79,0,0,24.99,57.67,13.9,0,14.07,0,0,166.37,0,0,79.04

84,20:45-21:00,0,44.62,0,24.62,0,0,24.8,0,0,0,270,0,45,0,0,49.59,0,130.84,113.75,0.72,11.91,27.69,0,0,42.27,44.58,0,0,65.42,65.07,44.16,34.3,0,8.62,44.64,125.27,0,20.16,0,20.46,667.25,0,177.44,5.84,0,0,5.73,60.76,2.28,47.53,76.62,35.69,549.38,98.87,7.18,0,65.42,47.02,12.99,10.91,0,0,24.99,57.67,13.9,0,14.07,0,0,166.37,0,0,79.04

85,21:00-21:15,0,44.62,0,24.62,0,0,24.8,0,0,0,270,0,45,0,0,49.59,0,130.84,113.75,0.72,11.91,27.69,0,0,42.27,44.58,0,0,65.42,65.07,44.16,34.3,0,8.62,44.64,125.27,0,20.16,0,20.46,667.25,0,177.44,5.84,0,0,5.73,60.76,2.28,48.16,76.62,35.69,549.38,98.87,7.18,0,65.42,47.02,12.99,11.08,0,0,24.99,57.67,13.9,0,14.07,0,0,166.37,0,0,79.04

86,21:15-21:30,0,44.62,0,24.62,0,0,24.8,0,0,0,270,0,45,0,0,47.12,0,130.84,113.75,0.72,11.91,27.69,0,0,42.15,42.46,0,0,65.42,65.07,44.16,34.3,0,8.62,40.57,125.27,0,20.16,0,19.56,667.25,0,175.79,5.7,0,0,5.73,60.14,2.28,48.16,76.62,33.94,549.38,98.87,7.05,0,29.73,47.02,12.22,11.17,0,0,24.99,55.38,13.9,0,10.55,0,0,166.37,0,0,79.04

87,21:30-21:45,0,44.62,0,24.62,0,0,24.8,0,0,0,270,0,45,0,0,47.12,0,130.84,113.75,0.72,11.91,27.69,0,0,42.15,42.46,0,0,65.42,65.07,44.16,34.3,0,8.62,40.57,125.27,0,20.16,0,19.56,667.25,0,175.79,5.7,0,0,5.73,60.14,2.28,48.16,76.62,33.94,549.38,98.87,7.05,0,29.73,47.02,12.22,11.31,0,0,24.99,55.38,15.99,0,10.55,0,0,166.37,0,0,79.04

88,21:45-22:00,0,44.62,0,24.62,0,0,24.8,0,0,0,270,0,45,0,0,49.59,0,130.84,113.75,0.72,11.91,27.69,0,0,42.27,44.58,0,0,65.42,65.07,44.16,34.3,0,8.62,44.64,125.27,0,20.16,0,20.46,667.25,0,177.44,5.84,0,0,5.73,60.76,2.28,48.16,76.62,35.69,549.38,98.87,7.18,0,57.98,47.02,12.99,11.47,0,0,24.99,57.67,15.99,0,14.07,0,0,166.37,0,0,79.04

89,22:00-22:15,0,44.62,0,24.62,0,0,24.8,0,0,0,270,0,45,0,0,49.59,0,130.84,113.75,0.72,11.91,27.69,0,0,42.27,44.58,0,0,65.42,65.07,48.57,36.97,0,8.62,44.64,125.27,0,20.16,0,20.46,667.25,0,177.44,5.84,0,0,5.73,60.76,2.28,50.06,76.62,35.69,549.38,98.87,7.18,0,57.98,47.02,12.99,11.62,0,0,24.99,57.67,15.99,0,14.07,0,0,166.37,0,0,79.04

90,22:15-22:30,0,44.62,0,24.62,0,0,24.8,0,0,0,270,0,45,0,0,49.59,0,130.84,113.75,0.72,11.91,27.69,0,0,42.27,44.58,0,0,65.42,65.07,48.57,36.97,0,8.62,44.64,125.27,0,20.16,0,20.46,667.25,0,177.44,5.84,0,0,5.73,60.76,2.28,50.06,76.62,35.69,549.38,98.87,7.18,0,57.98,47.02,12.99,11.76,0,0,24.99,57.67,15.99,0,14.07,0,0,166.37,0,0,79.04

91,22:30-22:45,0,44.62,0,24.62,0,0,24.8,0,0,0,270,0,45,0,0,49.59,0,130.84,113.75,0.72,11.91,27.69,0,0,42.27,44.58,0,0,65.42,65.07,48.57,36.97,0,8.62,44.64,125.27,0,20.16,0,20.46,667.25,0,177.44,5.84,0,0,5.73,60.76,2.28,50.06,76.62,35.69,549.38,98.87,7.18,0,57.98,47.02,12.99,11.9,0,0,24.99,57.67,15.99,0,14.07,0,0,166.37,0,0,79.04

92,22:45-23:00,0,44.62,0,24.62,0,0,24.8,0,0,0,270,0,45,0,0,47.12,0,130.84,113.75,0.72,11.91,27.69,0,0,42.15,42.46,0,0,65.42,65.07,48.57,36.97,0,8.62,30.65,125.27,0,20.16,0,19.56,667.25,0,175.79,5.7,0,0,5.73,60.14,2.28,50.06,76.62,33.94,549.38,98.87,7.05,0,49.06,47.02,12.22,12,0,0,24.99,55.38,15.99,0,10.55,0,0,166.37,0,0,79.04

93,23:00-23:15,0,44.62,0,24.62,0,0,24.8,0,0,0,270,0,45,0,0,47.12,0,130.84,113.75,0.72,11.91,27.69,0,0,42.15,42.46,0,0,65.42,65.07,48.57,36.97,0,8.62,30.43,125.27,0,20.16,0,19.56,667.25,0,175.79,5.7,0,0,5.73,60.14,2.28,51.33,76.62,33.94,549.38,98.87,7.05,0,49.06,47.02,12.22,12.05,0,0,24.99,55.38,15.99,0,10.55,0,0,166.37,0,0,79.04

94,23:15-23:30,0,44.62,0,24.62,0,0,24.8,0,0,0,270,0,45,0,0,47.12,0,130.84,113.75,0.72,11.91,27.69,0,0,42.15,42.46,0,0,65.42,65.07,48.57,36.97,0,8.62,30.43,125.27,0,20.16,0,19.56,667.25,0,175.79,5.7,0,0,5.73,60.14,2.28,51.33,76.62,33.94,549.38,98.87,7.05,0,52.03,47.02,12.22,12.11,0,0,24.99,55.38,15.99,0,10.55,0,0,166.37,0,0,79.04

95,23:30-23:45,0,44.62,0,24.62,0,0,24.8,0,0,0,270,0,45,0,0,47.12,0,130.84,113.75,0.72,11.91,27.69,0,0,42.15,42.46,0,0,65.42,65.07,48.57,36.97,0,8.62,30.43,125.27,0,20.16,0,19.56,667.25,0,175.79,5.7,0,0,5.73,60.14,2.28,51.33,76.62,33.94,549.38,98.87,7.05,0,52.03,47.02,12.22,12.21,0,0,24.99,55.38,15.99,0,10.55,0,0,166.37,0,0,79.04

96,23:45-24:00,0,44.62,0,24.62,0,0,24.8,0,0,0,270,0,45,0,0,47.12,0,130.84,113.75,0.72,11.91,27.69,0,0,42.15,42.46,0,0,65.42,65.07,48.57,36.97,0,8.62,30.43,125.27,0,20.16,0,19.56,667.25,0,175.79,5.7,0,0,5.73,60.14,2.28,51.33,76.62,33.94,549.38,98.87,7.05,0,52.03,47.02,12.22,12.35,0,0,24.99,55.38,15.99,0,10.55,0,0,166.37,0,0,79.04

