Block,Time,TANDA2,UNCHAHAR2,UNCHAHAR1,UNCHAHAR4,TEHRI,URI2,UNCHAHAR3,DADRT2,DULHASTI,KOLDAM,NJPC,RAPPC,DHAULIGNGA,NAPP,CHAMERA3,KISHANGANGA,JHAJJAR,KOTESHWR,RIHAND2,CHAMERA2,PARBATI3,RAMPUR,RIHAND1,SINGRAULI,SEWA2,RIHAND3,SINGRAULI_HYDRO,URI,CHAMERA1,RAPPB,BSIUL,SALAL,TANAKPUR,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,RSTPSU1TO6,RSTPSU7,KKNPPU2,KKNP,NNTPP,MAPS,KGSU1AND2,KGSU3AND4,TALST2,SIMHST1,SIMHST2,KUDGI,TelanganaSTPP,VALLURNTECL,NLCIIST1,NLCIIST2,NLCEXP,NLCTS2EXP,NTPL,KHSTPP-I,KHSTPP-II,TALA,BRBCL,FSTPP I & II,SASAN
1,00:00-00:15,0,42.392196,19.985,0,45.36,31.897382,26.39091,686.779958,49.436556,0,61.555,51.0138,18.2298,40.2636,9.67784,0,462,8.874,57.96,26.34008,0,0,92,103.125,0,123.665625,0.82259,48.576,0,0,0,24.402,13.13025,0,39.9,0,0,0,83.296,0,0,0,65.16,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,13.23,17.584,20.73185,344.25

2,00:15-00:30,0,42.392196,19.985,0,30.24,31.897382,26.39091,686.779958,49.436556,0,61.555,51.0138,18.2298,40.2636,9.67784,0,462,8.874,57.96,26.34008,0,0,92,103.125,0,123.665625,0.82259,48.576,0,0,0,24.402,13.13025,0,39.9,0,0,0,83.296,0,0,0,65.16,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,13.23,17.584,20.73185,344.25

3,00:30-00:45,0,42.392196,19.985,0,15.12,31.897382,26.39091,686.779958,49.436556,0,61.555,51.0138,18.2298,40.2636,0,0,462,8.874,57.96,26.34008,0,0,92,103.125,0,123.665625,0.82259,13.248,0,0,0,24.402,13.13025,0,39.9,0,0,0,83.296,0,0,0,65.16,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,13.23,17.584,20.73185,344.25

4,00:45-01:00,0,42.392196,19.985,0,0,31.897382,26.39091,686.779958,49.436556,0,61.555,51.0138,18.2298,40.2636,0,0,462,8.874,57.96,26.34008,0,0,92,103.125,0,123.665625,0.82259,13.248,0,0,0,24.402,13.13025,0,39.9,0,0,0,83.296,0,0,0,65.16,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,13.23,17.584,20.73185,344.25

5,01:00-01:15,0,42.392196,19.985,0,0,31.897382,26.39091,686.779958,49.436556,0,46.7818,51.0138,18.2298,40.2636,0,0,462,8.874,57.96,26.34008,0,0,92,103.125,0,123.665625,0.82259,13.248,0,0,0,24.402,13.13025,0,39.9,0,0,0,83.296,0,0,0,65.16,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,13.23,17.584,20.73185,344.25

6,01:15-01:30,0,42.392196,19.985,0,0,31.897382,26.39091,686.779958,49.436556,0,46.7818,51.0138,18.2298,40.2636,0,0,462,8.874,57.96,9.331,0,0,92,103.125,0,123.665625,0.82259,13.248,0,0,0,24.402,13.13025,0,39.9,0,0,0,83.296,0,0,0,65.16,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,13.23,17.584,20.73185,344.25

7,01:30-01:45,0,42.392196,19.985,0,0,12.1068,26.39091,686.779958,49.436556,0,46.7818,51.0138,18.2298,40.2636,0,0,462,8.874,57.96,9.331,0,0,92,103.125,0,123.665625,0.82259,13.248,0,0,0,24.402,13.13025,0,39.9,0,0,0,83.296,0,0,0,65.16,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,13.23,17.584,20.73185,344.25

