Block,Time,JHAJJAR,KHSTPP-I,KOTESHWR,SASAN,SIMHST2,SINGRAULI,TANAKPUR,UNCHAHAR2,AURY_RF,DADRI_LF,NJPC,AURY_CRF,DADRI_RF,KGSU3AND4,KOLDAM,NLCIIST1,RAMPUR,RAPPB,RIHAND3,RSTPSU1TO6,SALAL,TelanganaSTPP,UNCHAHAR1,UNCHAHAR3,AURY_LF,CHAMERA3,DADRT2,KISHANGANGA,MAPS,NTPL,TALA,URI2,ANTA_LF,DADRI_CRF,BSIUL,DULHASTI,KUDGI,NLCIIST2,NNTPP,RAPPC,TANDA2,UNCHAHAR4,ANTA_GF,BRBCL,CHAMERA1,KGSU1AND2,KKNPPU2,RSTPSU7,ANTA_CRF,DADRI_GF,CHAMERA2,FSTPP I & II,NLCEXP,NLCTS2EXP,PARBATI3,RIHAND2,SEWA2,SIMHST1,URI,DHAULIGNGA,KHSTPP-II,KKNP,NAPP,RIHAND1,SINGRAULI_HYDRO,TALST2,TEHRI,VALLURNTECL,ANTA_RF,AURY_GF
64,15:45-16:00,436.2,45.22,8.88,345.94,0,125.96,3.85,42.39,0,23.57,0,70.8,5.48,0,0,0,0,0,124.32,0,2.33,0,20.56,26.39,0,0,683.14,0,0,0,0,4.31,0,41.65,0,0,0,0,0,53.43,0,0,0,20,0,0,0,0,42.74,0,0,15.99,0,0,0,118.75,0,0,6.63,0,148.3,0,43.57,92,0,0,0,0,0,0

65,16:00-16:15,436.2,45.22,8.88,345.94,0,125.96,3.85,42.39,0,23.57,0,70.8,5.48,0,0,0,0,0,124.32,0,12.78,0,20.56,26.39,0,0,683.14,0,0,0,0,4.31,0,41.65,0,0,0,0,0,53.43,0,0,0,20,0,0,0,0,42.74,0,0,15.99,0,0,0,118.75,0,0,1.11,0,148.3,0,43.57,92,0,0,15.56,0,0,0

66,16:15-16:30,436.2,45.22,8.88,345.94,0,125.96,3.85,42.39,0,23.57,0,70.8,5.48,0,0,0,0,0,124.32,0,55.77,0,20.56,26.39,0,0,683.14,0,0,0,0,4.31,0,41.65,0,0,0,0,0,53.43,0,0,0,20,0,0,0,0,42.74,0,0,15.99,0,0,0,118.75,0,0,1.11,0,148.3,0,43.57,92,0,0,31.12,0,0,0

67,16:30-16:45,436.2,45.22,8.88,345.94,0,125.96,3.85,42.39,0,23.57,0,70.8,5.48,0,0,0,0,0,124.32,0,55.77,0,20.56,26.39,0,0,683.14,0,0,0,0,4.31,0,41.65,0,0,0,0,0,53.43,0,0,0,20,0,0,0,0,42.74,0,0,15.99,0,0,0,118.75,0,0,1.11,0,148.3,0,43.57,92,0,0,46.68,0,0,0

68,16:45-17:00,436.2,45.22,8.88,345.94,0,125.96,3.85,42.39,0,23.57,23.39,70.8,5.48,0,0,0,0,0,124.32,0,55.77,0,20.56,26.39,0,0,682.78,0,0,0,0,4.31,0,41.65,0,0,0,0,0,53.43,0,0,0,20,0,0,0,0,42.74,0,0,15.99,0,0,0,118.75,0,0,1.11,0,148.3,0,43.57,92,0,0,46.68,0,0,0

69,17:00-17:15,436.2,45.22,8.88,345.94,0,125.96,3.85,42.39,0,23.57,46.79,70.8,5.48,0,0,0,0,0,124.32,0,41.83,0,20.56,26.39,0,0,682.78,0,0,0,0,4.31,0,41.65,0,16.48,0,0,0,53.43,0,0,0,20,0,0,0,0,42.94,0,3.33,15.99,0,0,0,118.75,0,0,1.11,0,148.3,0,43.57,92,0,0,62.24,0,0,0

70,17:15-17:30,436.2,45.22,17.75,345.94,0,125.96,3.85,42.39,0,23.57,70.17,70.8,5.48,0,0,0,0,0,124.32,0,41.83,0,20.56,26.39,0,0,682.78,0,0,0,0,4.31,0,41.65,1.1,32.95,0,0,0,53.43,0,0,0,20,12.16,0,0,0,43.16,0,13.17,15.99,0,0,0,118.75,5.27,0,1.11,0,148.3,0,43.57,92,0,0,62.24,0,0,0

71,17:30-17:45,436.2,45.22,26.63,345.94,0,125.96,3.85,42.39,0,23.57,93.56,70.8,5.48,0,0,0,0,0,124.32,0,41.83,0,20.56,26.39,0,9.67,682.78,0,0,0,0,4.31,0,41.65,2.2,32.95,0,0,0,53.43,0,0,0,20,14.05,0,0,0,43.36,0,13.17,15.99,0,0,0,118.75,10.53,0,1.11,8.06,148.3,0,43.57,92,0,0,62.24,0,0,0

72,17:45-18:00,436.2,45.22,39.83,345.94,0,125.96,3.85,42.39,0,23.57,116.96,70.8,5.48,0,0,0,0,0,124.32,0,12.78,0,20.56,26.39,0,19.38,682.78,0,0,0,0,4.31,0,41.65,13.04,32.95,0,0,0,53.43,0,0,0,20,28.05,0,0,0,43.47,0,26.34,15.99,0,0,0,118.75,15.06,0,1.11,15.98,148.3,0,43.57,92,0,0,62.24,0,0,0

73,18:00-18:15,436.2,45.22,39.83,345.94,0,125.96,3.85,42.39,0,23.57,116.96,71.46,5.48,0,0,0,0,0,124.32,0,2.33,0,20.56,26.39,0,19.38,682.78,0,0,0,0,4.31,0,41.65,13.04,32.95,0,0,0,53.43,0,0,0,20,28.05,0,0,0,43.68,0,26.34,15.99,0,0,0,118.75,15.06,0,1.11,27.41,148.3,0,43.57,92,0,0,62.24,0,0,0

74,18:15-18:30,436.2,45.22,39.83,345.94,0,125.96,3.85,42.39,0,23.57,116.96,71.46,5.48,0,0,0,0,0,124.32,0,2.33,0,20.56,26.39,0,19.38,682.78,0,0,0,0,4.31,0,41.65,13.04,32.95,0,0,0,53.43,0,0,0,20,28.05,0,0,0,43.68,0,26.34,15.99,0,0,0,118.75,15.06,0,1.11,27.41,148.3,0,43.57,92,0,0,62.24,0,0,0

75,18:30-18:45,436.2,45.22,39.83,345.94,0,125.96,3.85,42.39,0,23.57,116.96,71.46,5.48,0,0,0,0,0,124.32,0,2.33,0,20.56,26.39,0,19.38,682.78,0,0,0,0,8.07,0,41.65,13.04,32.95,0,0,0,53.43,0,0,0,20,28.05,0,0,0,43.89,0,26.34,15.99,0,0,0,118.75,15.06,0,1.11,27.41,148.3,0,43.57,92,0,0,62.24,0,0,0

76,18:45-19:00,436.2,45.22,39.83,345.94,0,125.96,3.85,42.39,0,23.57,116.96,71.46,5.48,0,0,0,0,0,124.32,0,2.33,0,20.56,26.39,0,19.38,682.78,0,0,0,0,8.07,0,41.65,13.04,32.95,0,0,0,53.43,0,0,0,20,28.05,0,0,0,43.89,0,26.34,15.99,0,0,0,118.75,10.53,0,1.11,27.41,148.3,0,43.57,92,0,0,62.24,0,0,0

77,19:00-19:15,436.2,45.22,39.83,345.94,0,125.96,3.85,42.39,0,23.57,94.7,71.46,5.48,0,0,0,0,0,124.32,0,2.33,0,20.56,26.39,0,19.38,682.78,0,0,0,0,8.07,0,41.65,13.04,32.95,0,0,0,53.43,0,0,0,20,24.49,0,0,0,44.1,0,26.34,15.99,0,0,3.82,118.75,5.27,0,26.49,27.41,148.3,0,43.57,92,0,0,62.24,0,0,0

78,19:15-19:30,436.2,45.22,19.72,345.94,0,125.96,3.85,42.39,0,23.57,93.56,71.46,5.48,0,0,0,0,0,124.32,0,2.33,0,20.56,26.39,0,9.67,682.78,0,0,0,0,8.07,0,41.65,6.52,32.95,0,0,0,53.43,0,0,0,20,12.01,0,0,0,44.1,0,26.34,15.99,0,0,16.55,118.75,5.27,0,26.49,15.98,148.3,0,43.57,92,0,0,62.24,0,0,0

79,19:30-19:45,436.2,45.22,17.95,345.94,0,125.96,3.85,42.39,0,23.57,70.17,71.46,5.48,0,0,0,0,0,124.32,0,2.33,0,20.56,26.39,0,9.67,682.78,0,0,0,0,8.07,0,41.65,1.1,32.95,0,0,0,53.43,0,0,0,20,12.01,0,0,0,44.1,0,26.34,15.99,0,0,16.55,118.75,0,0,26.49,7.92,148.3,0,43.57,92,0,0,62.24,0,0,0

80,19:45-20:00,436.2,45.22,17.75,345.94,0,125.96,3.85,42.39,0,23.57,46.79,71.46,5.48,0,0,0,0,0,124.32,0,2.33,0,20.56,26.39,0,9.67,682.78,0,0,0,0,8.07,0,41.65,0,32.95,0,0,0,53.43,0,0,0,20,0,0,0,0,44.1,0,26.34,15.99,0,0,16.55,118.75,0,0,26.49,0,148.3,0,43.57,92,0,0,62.24,0,0,0

81,20:00-20:15,436.2,45.22,17.75,345.94,0,125.96,3.85,42.39,0,23.57,0,71.46,5.48,0,0,0,0,0,124.32,0,2.33,0,20.56,26.39,0,9.67,683.14,0,0,0,0,4.31,0,41.65,0,32.95,0,0,0,53.43,0,0,0,20,0,0,0,0,44.1,0,3.33,15.99,0,0,16.55,118.75,0,0,26.49,0,148.3,0,43.57,92,0,0,46.68,0,0,0

82,20:15-20:30,436.2,45.22,17.75,345.94,0,125.96,3.85,42.39,0,23.57,0,71.46,5.48,0,0,0,0,0,124.32,0,2.33,0,20.56,26.39,0,9.67,683.14,0,0,0,0,4.31,0,41.65,0,32.95,0,0,0,53.43,0,0,0,20,0,0,0,0,44.31,0,0,15.99,0,0,16.55,118.75,0,0,26.49,0,148.3,0,43.57,92,0,0,31.12,0,0,0

83,20:30-20:45,436.2,45.22,8.88,345.94,0,125.96,3.85,42.39,0,23.57,0,71.46,5.48,0,0,0,0,0,124.32,0,2.33,0,20.56,26.39,0,9.67,683.14,0,0,0,0,4.31,0,41.65,0,32.95,0,0,0,53.43,0,0,0,20,0,0,0,0,44.31,0,0,15.99,0,0,16.55,118.75,0,0,26.49,0,148.3,0,43.57,92,0,0,31.12,0,0,0

84,20:45-21:00,436.2,45.22,8.88,345.94,0,125.96,3.85,42.39,0,23.57,0,71.46,5.48,0,0,0,0,0,124.32,0,2.33,0,20.56,26.39,0,9.67,683.14,0,0,0,0,4.31,0,41.65,0,32.95,0,0,0,53.43,0,0,0,20,0,0,0,0,44.31,0,0,15.99,0,0,3.56,118.75,0,0,8.83,0,148.3,0,43.57,92,0,0,31.12,0,0,0

85,21:00-21:15,436.2,45.22,8.88,345.94,0,125.96,2.05,42.39,0,23.57,0,71.46,5.48,0,0,0,0,0,124.32,0,2.33,0,20.56,26.39,0,9.67,683.14,0,0,0,0,4.31,0,41.65,0,32.95,0,0,0,53.43,0,0,0,20,0,0,0,0,44.41,0,0,13.9,0,0,0,118.75,0,0,8.83,0,148.3,0,43.57,92,0,0,31.12,0,0,0

86,21:15-21:30,436.2,45.22,8.88,345.94,0,125.96,2.05,42.39,0,23.57,0,71.46,5.48,0,0,0,0,0,124.32,0,2.33,0,20.56,26.39,0,9.67,683.14,0,0,0,0,4.31,0,41.65,0,32.95,0,0,0,53.43,0,0,0,20,0,0,0,0,44.41,0,0,13.9,0,0,0,118.75,0,0,11.04,0,148.3,0,43.57,92,0,0,31.12,0,0,0

87,21:30-21:45,436.2,45.22,8.88,345.94,0,125.96,2.05,42.39,0,23.57,0,71.46,5.48,0,0,0,0,0,124.32,0,2.33,0,20.56,26.39,0,9.67,683.14,0,0,0,0,4.31,0,41.65,0,32.95,0,0,0,53.43,0,0,0,20,0,0,0,0,44.41,0,0,13.9,0,0,0,118.75,0,0,11.04,0,148.3,0,43.57,45,0,0,15.56,0,0,0

88,21:45-22:00,436.2,45.22,8.88,345.94,0,125.96,2.05,42.39,0,23.57,0,71.46,5.48,0,0,0,0,0,124.32,0,2.33,0,20.56,26.39,0,9.67,683.14,0,0,0,0,4.31,0,41.65,0,32.95,0,0,0,53.43,0,0,0,20,0,0,0,0,44.41,0,0,13.9,0,0,0,118.75,0,0,11.04,0,148.3,0,43.57,45,0,0,7.24,0,0,0

89,22:00-22:15,436.2,45.22,8.88,345.94,0,125.96,2.05,42.39,0,23.57,0,71.46,5.48,0,0,0,0,0,124.32,0,2.33,0,20.56,26.39,0,9.67,683.14,0,0,0,0,4.31,0,41.65,0,32.95,0,0,0,53.43,0,0,0,20,0,0,0,0,44.63,0,0,13.9,0,0,0,118.75,0,0,15.45,0,148.3,0,43.57,45,0,0,0,0,0,0

90,22:15-22:30,436.2,45.22,8.88,345.94,0,125.96,2.05,42.39,0,23.57,0,71.46,5.48,0,0,0,0,0,124.32,0,2.33,0,20.56,26.39,0,9.67,683.14,0,0,0,0,4.31,0,41.65,0,32.95,0,0,0,53.43,0,0,0,20,0,0,0,0,44.83,0,0,13.9,0,0,0,118.75,0,0,15.45,0,148.3,0,43.57,45,0,0,0,0,0,0

91,22:30-22:45,436.2,45.22,8.88,345.94,0,125.96,2.05,42.39,0,23.57,0,71.46,5.48,0,0,0,0,0,124.32,0,2.33,0,20.56,26.39,0,0,683.14,0,0,0,0,4.31,0,41.65,0,32.95,0,0,0,53.43,0,0,0,20,0,0,0,0,44.83,0,0,13.9,0,0,0,118.75,0,0,14.35,0,148.3,0,43.57,45,0,0,0,0,0,0

92,22:45-23:00,436.2,45.22,8.88,345.94,0,125.96,2.05,42.39,0,23.57,0,71.46,5.48,0,0,0,0,0,124.32,0,2.33,0,20.56,26.39,0,0,683.14,0,0,0,0,4.31,0,41.65,0,32.95,0,0,0,53.43,0,0,0,20,0,0,0,0,44.83,0,0,13.9,0,0,0,118.75,0,0,14.35,0,148.3,0,43.57,45,0,0,0,0,0,0

93,23:00-23:15,436.2,45.22,8.88,345.94,0,125.96,2.05,42.39,0,23.57,0,71.46,5.48,0,0,0,0,0,124.32,0,2.33,0,20.56,26.39,0,0,683.14,0,0,0,0,4.31,0,41.65,0,32.95,0,0,0,53.43,0,0,0,20,0,0,0,0,44.83,0,0,13.9,0,0,0,118.75,0,0,3.31,0,148.3,0,43.57,45,0,0,0,0,0,0

94,23:15-23:30,436.2,45.22,8.88,345.94,0,125.96,2.05,42.39,0,23.57,0,71.46,5.48,0,0,0,0,0,124.32,0,2.33,0,20.56,26.39,0,0,683.14,0,0,0,0,4.31,0,41.65,0,32.95,0,0,0,53.43,0,0,0,20,0,0,0,0,45.05,0,0,13.9,0,0,0,118.75,0,0,3.31,0,148.3,0,43.57,45,0,0,0,0,0,0

95,23:30-23:45,436.2,45.22,8.88,345.94,0,125.96,2.05,42.39,0,23.57,0,71.46,5.48,0,0,0,0,0,124.32,0,2.33,0,20.56,26.39,0,0,683.14,0,0,0,0,4.31,0,41.65,0,32.95,0,0,0,53.43,0,0,0,20,0,0,0,0,45.05,0,0,13.9,0,0,0,118.75,0,0,3.31,0,148.3,0,43.57,45,0,0,0,0,0,0

96,23:45-24:00,436.2,45.22,8.88,345.94,0,125.96,2.05,42.39,0,23.57,0,71.46,5.48,0,0,0,0,0,124.32,0,2.33,0,20.56,26.39,0,0,683.14,0,0,0,0,4.31,0,41.65,0,32.95,0,0,0,53.43,0,0,0,20,0,0,0,0,45.05,0,0,13.9,0,0,0,118.75,0,0,3.31,0,148.3,0,43.57,45,0,0,0,0,0,0

