Block,Time,SINGRAULI_HYDRO,TANAKPUR,TANDA2,UNCHAHAR1,UNCHAHAR2,UNCHAHAR3,URI,URI2,RIHAND1,RIHAND3,SALAL,SEWA2,TEHRI,UNCHAHAR4,SINGRAULI,RIHAND2,DADRT2,DULHASTI,JHAJJAR,KISHANGANGA,KOTESHWR,NAPP,NJPC,RAPPB,RAPPC,CHAMERA1,CHAMERA2,KOLDAM,PARBATI3,BSIUL,CHAMERA3,DHAULIGNGA,RAMPUR,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,NNTPP,NTPL,RSTPSU1TO6,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,KUDGI,MAPS,NLCEXP,NLCIIST1,NLCIIST2,NLCTS2EXP,RSTPSU7,VALLURNTECL,SIMHST1,SIMHST2,TALST2,BRBCL,FSTPP I & II,TALA,KHSTPP-II,KHSTPP-I,SASAN
8,01:45-02:00,1.01389,11.1447,0,19.414,42.392196,24.1675,51.888,32.2848,92,123.665625,84.9422,15.804048,17.829,0,139.3125,118.125,686.772522,49.436556,653.1525,0,5.916,39.6228,152.9405,0,51.1407,42.66,39.51012,0,31.825,13.1076,29.41554,36.5917,0,0,24.112,61.376,0,0,42,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,20.73185,28.518,147.515625,40.062,418.77

9,02:00-02:15,1.01389,11.1447,0,19.414,42.392196,24.1675,51.888,32.2848,92,123.665625,84.9422,15.804048,17.829,0,139.3125,118.125,686.772522,49.436556,653.1525,0,5.916,39.6228,152.9405,0,51.1407,42.66,39.51012,0,31.825,13.1076,29.41554,36.5917,0,0,24.112,61.376,0,0,42,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,20.73185,28.518,147.515625,40.062,416.25

10,02:15-02:30,1.01389,11.1447,0,19.414,42.392196,24.1675,47.472,32.2848,92,123.665625,84.9422,15.804048,17.829,0,139.3125,118.125,686.772522,49.436556,653.1525,0,5.916,39.6228,152.9405,0,51.1407,42.66,39.51012,0,31.825,13.1076,29.41554,36.5917,0,0,24.112,61.376,0,0,42,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,20.73185,28.518,147.515625,40.062,416.25

11,02:30-02:45,1.01389,11.7852,0,19.414,42.392196,24.1675,47.472,32.2848,92,123.665625,84.9422,15.804048,17.829,0,139.3125,118.125,686.772522,49.436556,653.1525,0,5.916,39.6228,152.9405,0,51.1407,42.66,39.51012,0,31.825,13.1076,29.41554,36.5917,0,0,24.112,61.376,0,0,42,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,20.73185,28.518,147.515625,37.634,414

12,02:45-03:00,1.01389,11.7852,0,19.414,42.392196,24.1675,47.472,32.2848,92,123.665625,84.9422,15.804048,8.505,0,139.3125,118.125,686.772522,49.436556,653.1525,0,5.916,39.6228,152.9405,0,51.1407,42.66,39.51012,0,31.825,13.1076,29.41554,36.5917,0,0,24.112,61.376,0,0,42,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,20.73185,28.518,147.515625,37.634,414

13,03:00-03:15,1.01389,11.7852,0,19.414,42.392196,24.1675,47.472,31.897382,92,123.665625,82.502,15.804048,8.505,0,139.3125,118.125,686.772522,49.436556,653.1525,0,5.916,39.6228,152.9405,0,51.1407,42.66,39.51012,0,31.825,13.1076,29.41554,36.5917,0,0,24.112,61.376,0,0,42,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,20.73185,28.518,147.515625,37.634,414

14,03:15-03:30,1.01389,11.7852,0,19.414,42.392196,24.1675,47.472,31.897382,92,123.665625,82.502,15.804048,8.505,0,139.3125,118.125,686.772522,49.436556,653.1525,0,5.916,39.6228,152.9405,0,51.1407,42.66,39.51012,0,31.825,13.1076,29.41554,36.5917,0,0,24.112,61.376,0,0,42,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,20.73185,28.518,147.515625,37.634,414

15,03:30-03:45,1.01389,11.1447,0,19.414,42.392196,24.1675,51.888,31.897382,92,123.665625,82.502,15.804048,8.505,0,139.3125,118.125,686.772522,49.436556,653.1525,0,5.916,39.6228,152.9405,0,51.1407,42.66,39.51012,0,31.825,13.1076,29.41554,36.5917,0,0,24.112,61.376,0,0,42,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,20.73185,28.518,147.515625,38.848,414

16,03:45-04:00,1.01389,11.1447,0,19.414,42.392196,24.1675,51.888,31.897382,92,123.665625,82.502,15.804048,8.505,0,139.3125,118.125,686.772522,49.436556,653.1525,0,5.916,39.6228,152.9405,0,51.1407,42.66,39.51012,0,31.825,13.1076,29.41554,36.5917,0,0,24.112,61.376,0,0,42,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,20.73185,28.518,147.515625,38.848,414

17,04:00-04:15,1.01389,11.1447,0,19.414,42.392196,24.1675,47.472,31.897382,92,123.665625,82.502,15.804048,0,0,139.3125,118.125,686.772522,49.436556,653.1525,0,5.916,39.6228,152.9405,0,51.1407,42.66,39.51012,0,31.825,13.1076,29.41554,36.5917,0,0,24.112,61.376,0,0,42,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,20.73185,28.518,147.515625,40.062,414

18,04:15-04:30,1.01389,11.1447,0,19.414,42.392196,24.1675,47.472,31.897382,92,123.665625,82.502,15.804048,0,0,139.3125,118.125,686.772522,49.436556,653.1525,0,5.916,39.6228,152.9405,0,51.1407,42.66,39.51012,0,31.825,13.1076,29.41554,36.5917,0,0,24.112,61.376,0,0,42,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,20.73185,28.518,147.515625,40.062,414

19,04:30-04:45,1.01389,11.1447,0,19.414,42.392196,24.1675,47.472,31.897382,92,123.665625,82.502,15.804048,0,0,139.3125,118.125,686.772522,49.436556,653.1525,0,5.916,39.6228,152.9405,0,51.1407,42.66,39.51012,0,31.825,13.1076,29.41554,36.5917,0,0,24.112,61.376,0,0,42,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,20.73185,28.518,147.515625,40.062,414

20,04:45-05:00,1.01389,11.1447,0,19.414,42.392196,24.1675,47.472,31.897382,92,123.665625,82.502,15.804048,0,0,139.3125,118.125,686.772522,49.436556,653.1525,0,5.916,39.6228,152.9405,0,51.1407,42.66,39.51012,0,31.825,13.1076,29.41554,36.5917,0,0,24.112,61.376,0,0,42,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,20.73185,28.518,147.515625,40.062,414

21,05:00-05:15,1.01389,11.1447,0,19.414,42.392196,24.1675,47.472,31.897382,92,123.665625,82.502,15.804048,0,0,139.3125,118.125,686.772522,49.436556,653.1525,0,5.916,39.6228,152.9405,0,51.1407,42.66,39.51012,0,35.644,13.1076,29.41554,36.5917,0,0,24.112,61.376,0,0,42,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,20.73185,28.518,147.515625,40.062,414

22,05:15-05:30,1.01389,11.1447,0,19.414,42.392196,24.1675,47.472,31.897382,92,123.665625,82.502,15.804048,0,0,139.3125,118.125,686.772522,49.436556,653.1525,0,5.916,39.6228,152.9405,0,51.1407,42.66,39.51012,0,49.051236,13.1076,29.41554,36.5917,0,0,24.112,61.376,0,0,42,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,20.73185,28.518,147.515625,40.062,414

23,05:30-05:45,1.01389,11.7852,0,19.414,42.392196,24.1675,47.472,31.897382,92,123.665625,82.502,15.804048,0,0,139.3125,118.125,686.772522,49.436556,653.1525,0,5.916,39.6228,152.9405,0,51.1407,42.66,39.51012,0,49.051236,13.1076,29.41554,36.5917,0,0,24.112,61.376,0,0,42,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,20.73185,28.518,147.515625,41.276,414

24,05:45-06:00,1.01389,11.7852,0,19.414,42.392196,24.1675,47.472,31.897382,92,123.665625,82.502,14.7963,0,0,139.3125,118.125,686.772522,49.436556,653.1525,0,5.916,39.6228,152.9405,0,51.1407,42.66,39.51012,0,49.051236,13.1076,29.41554,36.5917,0,0,24.112,61.376,0,0,42,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,20.73185,28.518,147.515625,41.276,414

25,06:00-06:15,1.01389,11.1447,0,19.414,42.392196,24.1675,47.472,31.897382,92,123.665625,82.502,10.55736,0,0,139.3125,118.125,686.772522,49.436556,653.1525,0,5.916,39.6228,152.9405,0,51.1407,42.66,39.51012,0,49.051236,13.1076,29.41554,36.5917,0,0,24.112,61.376,0,0,42,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,20.73185,28.518,147.515625,34.79931,414

26,06:15-06:30,1.01389,11.1447,0,19.414,42.392196,24.1675,51.888,31.897382,92,123.665625,82.502,5.27868,0,0,139.3125,118.125,686.772522,49.436556,653.1525,0,5.916,39.6228,152.9405,0,51.1407,42.66,39.51012,0,49.051236,13.1076,29.41554,36.5917,0,0,24.112,61.376,0,0,42,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,20.73185,28.518,147.515625,30.957,414

27,06:30-06:45,1.01389,11.1447,0,19.414,42.392196,24.1675,51.888,31.897382,92,123.665625,82.502,0,0,0,139.3125,118.125,686.772522,49.436556,653.1525,0,5.916,39.6228,152.9405,0,51.1407,42.66,39.51012,0,49.051236,13.1076,29.41554,36.5917,0,0,24.112,61.376,0,0,42,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,20.73185,28.518,147.515625,30.957,414

28,06:45-07:00,1.01389,11.1447,0,19.414,42.392196,24.1675,47.472,31.897382,92,123.665625,82.502,0,0,0,139.3125,118.125,686.772522,49.436556,653.1525,0,5.916,39.6228,152.9405,0,51.1407,42.66,39.51012,0,19.095,13.1076,29.41554,36.5917,0,0,24.112,61.376,0,0,42,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,20.73185,28.518,147.515625,30.957,414

29,07:00-07:15,1.01389,11.1447,0,19.414,42.392196,24.1675,47.472,31.897382,92,123.665625,82.502,0,0,0,139.3125,118.125,686.772522,49.436556,653.1525,0,5.916,39.6228,152.9405,0,51.1407,42.66,39.51012,0,19.095,19.6614,29.41554,36.5917,0,0,24.112,61.376,0,0,42,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,20.73185,28.518,147.515625,30.957,414

30,07:15-07:30,1.01389,11.1447,0,19.414,42.392196,24.1675,47.472,31.897382,92,123.665625,82.502,0,0,0,139.3125,118.125,686.772522,49.436556,653.1525,0,5.916,39.6228,152.9405,0,51.1407,42.66,39.51012,0,19.095,19.6614,29.41554,36.5917,0,0,24.112,61.376,0,0,42,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,20.73185,28.518,147.515625,30.957,414

31,07:30-07:45,1.01389,11.1447,0,20.556,42.392196,26.39091,47.472,31.897382,92,123.665625,82.502,0,0,0,139.3125,118.125,686.772522,49.436556,653.1525,0,5.916,39.6228,152.9405,0,51.1407,42.66,39.51012,0,19.095,19.6614,29.41554,36.5917,0,0,24.112,61.376,0,0,42,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,20.73185,28.518,147.515625,30.957,416.25

32,07:45:08:00,1.01389,11.1447,0,20.556,42.392196,26.39091,47.472,31.897382,92,123.665625,82.502,0,0,0,139.3125,118.125,686.772522,49.436556,653.1525,0,5.916,39.6228,152.9405,0,51.1407,42.66,39.51012,0,19.095,19.6614,29.41554,36.5917,0,0,24.112,61.376,0,0,42,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,20.73185,28.518,147.515625,30.957,416.25

33,08:00-08:15,1.01389,11.1447,0,20.556,42.392196,26.39091,47.472,31.897382,92,123.665625,82.502,0,0,0,139.3125,118.125,686.772522,49.436556,653.1525,0,5.916,39.6228,152.9405,0,51.1407,42.66,39.51012,0,19.095,19.6614,29.41554,36.5917,0,0,24.112,61.376,0,0,40.95,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,20.73185,28.518,147.515625,29.743,416.25

34,08:15-08:30,1.01389,11.1447,0,20.556,42.392196,26.39091,47.472,31.897382,92,123.665625,82.502,0,0,0,139.3125,118.125,686.772522,49.436556,653.1525,0,5.916,39.6228,152.9405,0,51.1407,42.66,39.51012,0,19.095,19.6614,29.41554,36.5917,0,0,24.112,61.376,0,0,40.95,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,20.73185,28.518,147.515625,29.743,416.25

35,08:30-08:45,1.01389,11.1447,0,20.556,42.392196,26.39091,47.472,31.897382,92,123.665625,82.502,0,0,0,139.3125,118.125,686.772522,49.436556,653.1525,0,5.916,39.6228,152.9405,0,51.1407,42.66,39.51012,0,19.095,19.6614,29.41554,36.5917,0,0,24.112,61.376,0,0,40.95,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,20.73185,28.518,147.515625,29.743,416.25

36,08:45:09:00,1.01389,11.1447,0,20.556,42.392196,26.39091,47.472,31.897382,92,123.665625,82.502,0,0,0,139.3125,118.125,686.772522,49.436556,653.1525,0,5.916,39.6228,152.9405,0,51.1407,42.66,39.51012,0,19.095,19.6614,29.41554,36.5917,0,0,24.112,61.376,0,0,40.95,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,20.73185,28.518,147.515625,29.743,416.25

37,09:00:09:15,1.01389,11.1447,0,20.556,42.392196,26.39091,47.472,31.897382,92,123.665625,82.502,0,0,0,139.3125,118.125,686.772522,49.436556,653.1525,0,7.888,39.6228,152.9405,0,51.1407,42.66,39.51012,0,19.095,19.6614,29.41554,36.5917,0,0,24.112,61.376,0,0,40.425,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,20.73185,28.518,147.515625,29.136,416.25

38,09:15-09:30,1.01389,11.1447,0,20.556,42.392196,26.39091,47.472,31.897382,92,123.665625,82.502,0,0,0,139.3125,118.125,686.772522,49.436556,653.1525,0,7.888,39.6228,152.9405,0,51.1407,42.66,39.51012,0,19.095,19.6614,29.41554,36.5917,0,0,24.112,61.376,0,0,40.425,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,20.73185,28.518,147.515625,29.136,416.25

39,09:30-09:45,1.01389,11.1447,0,20.556,42.392196,26.39091,47.472,31.897382,92,123.665625,82.502,0,0,0,139.3125,118.125,686.772522,49.436556,653.1525,0,7.888,39.6228,152.9405,0,51.1407,42.66,39.51012,0,19.095,19.6614,29.41554,36.5917,0,0,24.112,61.376,0,0,40.425,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,20.73185,27.93,147.515625,30.957,416.25

40,09:45-10:00,1.01389,11.1447,0,20.556,42.392196,26.39091,47.472,31.897382,92,123.665625,82.502,0,0,0,139.3125,118.125,686.772522,49.436556,653.1525,0,7.888,39.6228,152.9405,0,51.1407,42.66,39.51012,0,19.095,19.6614,29.41554,36.5917,0,0,24.112,61.376,0,0,40.425,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,20.73185,27.93,147.515625,30.957,416.25

41,10:00-10:15,1.01389,11.1447,0,20.556,42.392196,26.39091,47.472,24.2136,92,123.665625,82.502,0,0,0,139.3125,118.125,686.772522,49.436556,653.1525,0,7.888,39.6228,152.9405,0,51.1407,42.66,39.51012,0,19.095,13.1076,29.41554,36.5917,0,0,24.112,61.376,0,0,40.425,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,20.73185,27.93,147.515625,34.79931,416.25

42,10:15-10:30,1.01389,11.1447,0,20.556,42.392196,26.39091,47.472,24.2136,92,123.665625,82.502,0,0,0,139.3125,118.125,686.772522,49.436556,653.1525,0,7.888,39.6228,152.9405,0,51.1407,42.66,39.51012,0,19.095,13.1076,29.41554,36.5917,0,0,24.112,61.376,0,0,40.425,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,20.73185,27.93,147.515625,34.79931,416.25

43,10:30-10:45,1.01389,5.7645,0,20.556,42.392196,26.39091,47.472,24.2136,92,123.665625,82.502,0,0,0,139.3125,118.125,686.772522,49.436556,653.1525,0,7.888,39.6228,152.9405,0,51.1407,42.66,39.51012,0,19.095,13.1076,29.41554,36.5917,0,0,24.112,61.376,0,0,40.425,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,20.73185,27.93,147.515625,34.79931,405

44,10:45-11:00,1.01389,4.4835,0,20.556,42.392196,26.39091,51.888,24.2136,92,123.665625,82.502,0,0,0,139.3125,118.125,686.772522,49.436556,653.1525,0,7.888,39.6228,152.9405,0,51.1407,42.66,39.51012,0,19.095,13.1076,29.41554,36.5917,0,0,24.112,61.376,0,0,40.425,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,20.73185,27.93,147.515625,34.79931,405

45,11:00-11:15,1.01389,4.4835,0,20.556,42.392196,26.39091,51.888,24.2136,92,123.665625,82.502,0,0,0,139.3125,118.125,686.772522,49.436556,653.1525,0,7.888,39.6228,152.9405,0,51.1407,42.66,39.51012,0,19.095,13.1076,29.41554,36.5917,0,0,24.112,61.376,0,0,40.425,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,20.73185,27.93,147.515625,34.79931,402.75

46,11:15-11:30,1.01389,11.1447,0,20.556,42.392196,26.39091,47.472,24.2136,92,123.665625,82.502,0,0,0,139.3125,118.125,686.772522,49.436556,653.1525,0,7.888,39.6228,152.9405,0,51.1407,42.66,39.51012,0,19.095,13.1076,29.41554,36.5917,0,0,24.112,61.376,0,0,40.425,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,20.73185,27.93,147.515625,34.79931,402.75

47,11:30-11:45,1.01389,11.1447,0,20.556,42.392196,26.39091,47.472,24.2136,92,123.665625,82.502,0,0,0,139.3125,118.125,686.772522,49.436556,653.1525,0,7.888,39.6228,152.9405,0,51.1407,42.66,39.51012,0,19.095,13.1076,29.41554,36.5917,0,0,24.112,61.376,0,0,39.9,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,20.73185,27.93,147.515625,34.79931,402.75

48,11:45-12:00,1.01389,11.1447,0,20.556,42.392196,26.39091,47.472,24.2136,92,123.665625,82.502,0,0,0,139.3125,118.125,686.772522,49.436556,653.1525,0,7.888,39.6228,152.9405,0,51.1407,42.66,39.51012,0,19.095,13.1076,29.41554,36.5917,0,0,24.112,61.376,0,0,39.9,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,20.73185,27.93,147.515625,34.79931,402.75

49,12:00-12:15,1.01389,11.1447,0,20.556,42.392196,26.39091,47.472,24.2136,92,123.665625,82.502,0,0,0,139.3125,118.125,686.772522,49.436556,653.1525,0,7.888,39.6228,152.9405,0,51.1407,42.66,39.51012,0,19.095,13.1076,29.41554,36.5917,0,0,24.112,61.376,0,0,39.9,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,20.73185,27.93,147.515625,33.385,412.875

50,12:15-12:30,1.01389,11.1447,0,20.556,42.392196,26.39091,47.472,24.2136,92,123.665625,82.502,0,0,0,139.3125,118.125,686.772522,49.436556,653.1525,0,7.888,39.6228,152.9405,0,51.1407,42.66,39.51012,0,19.095,13.1076,29.41554,36.5917,0,0,24.112,61.376,0,0,39.9,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,20.73185,27.93,147.515625,33.385,412.875

51,12:30-12:45,1.01389,11.1447,0,20.556,42.392196,26.39091,47.472,32.9574,92,123.665625,82.502,0,0,0,139.3125,118.125,686.772522,49.436556,653.1525,0,7.888,39.6228,152.9405,0,51.1407,42.66,39.51012,0,19.095,13.1076,29.41554,36.5917,0,0,24.112,61.376,0,0,39.9,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,20.73185,27.93,147.515625,33.385,412.875

52,12:45-13:00,1.01389,11.1447,0,20.556,42.392196,26.39091,47.472,32.9574,92,123.665625,82.502,0,0,0,139.3125,118.125,686.772522,49.436556,653.1525,0,7.888,39.6228,152.9405,0,51.1407,42.66,39.51012,0,19.095,13.1076,29.41554,36.5917,0,0,24.112,61.376,0,0,39.9,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,20.73185,27.93,147.515625,33.385,412.875

53,13:00-13:15,1.01389,11.1447,0,20.556,42.392196,26.39091,47.472,32.9574,92,123.665625,82.502,0,0,0,139.3125,118.125,686.772522,49.436556,653.1525,0,7.888,39.6228,152.9405,0,51.1407,42.66,39.51012,0,19.095,13.1076,29.41554,36.5917,0,0,24.112,61.376,0,0,39.9,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,20.73185,27.93,147.515625,31.564,412.875

54,13:15-13:30,1.01389,11.1447,0,20.556,42.392196,26.39091,47.472,32.9574,92,123.665625,82.502,0,0,0,139.3125,118.125,686.772522,49.436556,653.1525,0,7.888,39.6228,152.9405,0,51.1407,42.66,39.51012,0,19.095,13.1076,29.41554,36.5917,0,0,24.112,61.376,0,0,39.9,0,0,0,66.789,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,11.5395,20.73185,27.93,147.515625,31.564,412.875

