Block,Time,DADRT2,CHAMERA3,CHAMERA2,UNCHAHAR1,UNCHAHAR4,URI2,UNCHAHAR3,UNCHAHAR2,SEWA2,JHAJJAR,RIHAND2,KOTESHWR,PARBATI3,RAMPUR,RIHAND1,DULHASTI,SINGRAULI_HYDRO,KOLDAM,NJPC,RAPPC,TEHRI,DHAULIGNGA,TANDA2,RIHAND3,SINGRAULI,KISHANGANGA,NAPP,CHAMERA1,BSIUL,URI,TANAKPUR,SALAL,RAPPB,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,NLCIIST2,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,KUDGI,MAPS,NLCEXP,NLCIIST1,NLCTS2EXP,NNTPP,RSTPSU7,SIMHST1,SIMHST2,TALST2,TelanganaSTPP,VALLURNTECL,NTPL,RSTPSU1TO6,FSTPP I & II,KHSTPP-II,KHSTPP-I,TALA,BRBCL,SASAN
1,00:00-00:15,688.715947,23.197435,48.499828,11.315149,3.094586,37.890519,27.638981,44.906625,18.838674,674.817829,124.384996,10.375318,0,0,97.055943,19.725135,0.779669,0,0,33.911501,24.541844,0,5.534073,63.038967,149.98895,5.493709,51.344739,0,19.5624,33.12,0.3843,38.346,0,0,108.62768,0,0,0,84.935543,0,0,0,52.527866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.801072,148.302375,46.39908,0,20.000036,418.77

2,00:15-00:30,688.715947,23.197435,48.499828,11.315149,3.094586,37.890519,27.638981,44.906625,18.838674,674.817829,124.384996,10.375318,0,0,97.055943,19.725135,0.779669,0,0,33.911501,24.541844,0,5.534073,63.038967,149.98895,5.493709,51.344739,0,19.5624,33.12,0.3843,79.37622,0,0,108.62768,0,0,0,84.935543,0,0,0,52.527866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.801072,148.302375,46.39908,0,20.000036,418.77

3,00:30-00:45,688.715947,23.197435,48.499828,11.315149,3.094586,37.890519,27.638981,44.906625,12.559116,674.817829,124.384996,10.375318,0,0,97.055943,19.725135,0.779669,0,0,33.911501,24.541844,0,5.534073,63.038967,149.98895,5.493709,51.344739,0,19.5624,33.12,0.3843,79.37622,0,0,108.62768,0,0,0,84.935543,0,0,0,52.527866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.801072,148.302375,46.39908,0,20.000036,418.77

4,00:45-01:00,688.715947,23.197435,48.499828,11.315149,3.094586,37.890519,27.638981,44.906625,12.559116,674.817829,124.384996,10.375318,0,0,97.055943,19.725135,0.779669,0,0,33.911501,24.541844,0,5.534073,63.038967,149.98895,5.493709,51.344739,0,19.5624,33.12,0.3843,79.37622,0,0,108.62768,0,0,0,84.935543,0,0,0,52.527866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.801072,148.302375,46.39908,0,20.000036,418.77

5,01:00-01:15,688.715947,23.197435,48.499828,11.315149,3.094586,37.890519,27.638981,44.906625,12.559116,674.817829,124.384996,10.375318,0,0,97.055943,19.725135,0.779669,0,0,33.911501,24.541844,0,5.534073,63.038967,149.98895,5.493709,51.344739,0,19.5624,33.12,0.3843,79.37622,0,0,108.62768,0,0,0,84.935543,0,0,0,52.527866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.801072,148.302375,46.39908,0,20.000036,418.77

