Block,Time,NR/01102023/06022042/L_NR_2012_02,NR/01102023/25122043/GNA_MEJA_DELHI,SR/01102023/07102043/L_NR_2018_61,NR/01062024/30062024/1000011017-PPGCL-BRPL,NR/01102023/31102037/L_NR_2019_11,NR/01062024/30062024/IEPL01,NR/01102023/06022042/L_NR_2012_07,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01102023/15082037/GNA_NR_2012_01,NR/01062024/15062024/1000011005-GOHP-BRPL,NR/01062024/30062024/8588/OAN/GMRETL/GPHHPPL-BRPL,NR/01062024/15062024/1000011003-KWHPS-BRPL(DISCOM),NR/01062024/30062024/1000011034-ACBL-BRPL,NR/01102023/30042040/GNA_LT_36,NR/01102023/23072042/L_NR_2012_04,NR/01102023/19072037/LT-05,NR/01102023/22052037/LT-59,NR/01102023/30042040/GNA_LT_35,NR/30092023/26122029/SH-06,NR/01062024/30062024/NDMC/D-46/EE(Power)/2024,NR/01102023/31052040/LT-31,NR/01062024/30062024/1000011195-SIEL-BRPL(DISCOM),NR/01042024/31072024/LT_MEJA_DELHI,NR/01062024/30062024/JPL-BRPL(PTC)GNA,NR/01062024/30062024/IIPL/(JPL(TM)-BRPL)/BRPLT-169/24-25/1,NR/30092023/31122025/SH-07,NR/01102023/05012040/L_NR_2020_02,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01062024/30062024/APPCPL/180/F25/GNA/12300,NR/01062024/30062024/R2,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/02012046/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2022_09,WR/01102023/24112044/L_NR_2020_07,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,L_NR_2019_19,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/L_NR_2019_05,NR/01102023/02122045/L_NR_2021_13,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,WR/01102023/31032046/L_NR_2020_05,NR/01102023/14082046/L_NR_2021_16,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_06)
53,13:00-13:15,206.250000,0.000000,22.01,24.140000,7.520000,0.000000,57.660000,13.000000,71.640000,48.290000,24.140000,24.140000,24.140000,15.780000,0.000000,66.250000,6.990000,15.390000,22.180000,24.690000,15.390000,0.000000,7.670000,0.000000,0.000000,22.180000,5.900000,150.190000,0.000000,24.140000,23.220000,0,93,47,43,50.54,50.54,17.95,233.33,189,114.400306,17.94,30.31,30.32,46.67,90.82,81,53.85,0,15.08,30.32

54,13:15-13:30,206.250000,0.000000,22.41,24.140000,7.520000,0.000000,57.660000,13.000000,67.610000,48.290000,24.140000,24.140000,24.140000,15.580000,0.000000,66.250000,6.990000,15.190000,22.180000,24.690000,15.190000,0.000000,7.670000,0.000000,0.000000,22.180000,5.900000,193.160000,0.000000,24.140000,22.710000,0,93,47,43,51.88,51.88,19.68,233.33,189,109.724146,19.68,30.31,30.32,46.67,90.82,81,59.04,0,15.76,30.32

55,13:30-13:45,206.250000,0.000000,23.01,24.140000,7.520000,0.000000,57.660000,13.000000,77.260000,48.290000,24.140000,24.140000,24.140000,15.310000,0.000000,66.250000,6.990000,14.940000,22.180000,24.690000,14.940000,0.000000,7.670000,0.000000,0.000000,22.180000,5.900000,231.790000,0.000000,24.140000,22.710000,0,93,47,43,53.48,53.48,21.59,233.33,189,118.238654,21.59,29.99,29.98,46.67,93.44,81,64.78,0,16.47,29.98

56,13:45-14:00,206.250000,0.000000,23.61,24.140000,7.520000,0.000000,57.660000,13.000000,86.920000,48.290000,24.140000,24.140000,24.140000,14.950000,0.000000,66.250000,6.990000,14.580000,22.180000,24.690000,14.580000,0.000000,7.670000,0.000000,0.000000,22.180000,5.900000,273.080000,0.000000,24.140000,22.200000,0,93,47,42,55.55,55.55,23.73,233.33,189,114.80947,23.74,29.99,29.98,46.67,93.49,81,71.2,0,17.19,29.98

57,14:00-14:15,235.220000,0.000000,28.01,24.140000,8.060000,0.000000,57.660000,13.000000,100.620000,48.290000,24.140000,24.140000,24.140000,14.610000,0.000000,66.250000,7.380000,14.260000,22.180000,24.690000,14.260000,0.000000,7.670000,0.000000,0.000000,22.180000,5.990000,273.080000,0.000000,24.140000,22.200000,0,93,47,41,48.25,48.25,17.17,233.33,189,110.854218,17.18,29.99,29.98,46.67,93.34,81,51.51,0,11.88,29.98

58,14:15-14:30,262.210000,0.000000,28.61,24.140000,8.060000,0.000000,68.120000,13.000000,100.620000,48.290000,24.140000,24.140000,24.140000,14.160000,0.000000,66.250000,7.380000,13.820000,22.180000,24.690000,13.820000,0.000000,7.670000,0.000000,0.000000,22.180000,5.990000,273.080000,0.000000,24.140000,22.200000,0,90,45,41.67,50.36,50.36,18.17,231.67,189,106.43135,18.16,29.99,29.98,46.33,92.97,81,54.51,0,12.21,29.98

59,14:30-14:45,262.210000,0.000000,29.01,24.140000,8.060000,0.000000,87.120000,13.000000,100.620000,48.290000,24.140000,24.140000,24.140000,13.640000,0.000000,85.180000,7.380000,13.300000,22.180000,24.690000,13.300000,0.000000,7.670000,0.000000,0.000000,22.180000,5.990000,273.080000,0.000000,24.140000,22.200000,0,85,43,40.35,51.96,51.96,19.28,230,179,101.46293,19.28,29.99,29.98,46,92.27,76,57.83,0,12.55,29.98

60,14:45-15:00,262.210000,0.000000,29.62,24.140000,8.060000,0.000000,87.120000,13.000000,100.620000,48.290000,24.140000,24.140000,24.140000,13.030000,0.000000,115.470000,7.380000,12.710000,22.180000,24.690000,12.710000,0.000000,7.670000,0.000000,0.000000,22.180000,5.990000,273.080000,0.000000,24.140000,23.220000,0,80,40,39.04,52.54,52.54,20.44,218.82,168,96.241218,20.45,29.99,29.98,43.76,90.35,72,61.33,0,13.21,29.98

61,15:00-15:15,262.210000,0.000000,30.02,24.140000,8.450000,0.000000,87.120000,13.100000,100.620000,48.290000,24.140000,24.140000,24.140000,12.400000,0.000000,115.470000,7.770000,12.090000,22.180000,24.690000,12.090000,0.000000,7.670000,0.000000,0.000000,22.180000,6.130000,273.080000,0.000000,24.140000,23.220000,0,77,38,37.37,53.59,53.59,21.78,208.28,161,84.696948,21.78,30.65,30.65,41.65,86.5,69,65.34,0,16.88,30.65

62,15:15-15:30,262.210000,0.000000,30.62,24.140000,8.450000,0.000000,87.120000,13.100000,100.620000,48.290000,24.140000,24.140000,24.140000,11.730000,0.000000,94.650000,7.770000,11.440000,22.180000,24.690000,11.440000,0.000000,7.670000,0.000000,0.000000,22.180000,6.130000,273.080000,0.000000,24.140000,23.720000,0,71,36,35.27,54.59,54.59,23.29,200.33,151,79.44601,23.28,30.65,30.65,40.07,81.42,64,69.86,0,17.99,30.65

63,15:30-15:45,262.210000,0.000000,31.02,24.140000,7.830000,0.000000,87.120000,13.100000,100.620000,48.290000,24.140000,24.140000,24.140000,10.820000,0.000000,115.470000,7.770000,10.550000,16.100000,24.690000,10.550000,0.000000,7.670000,0.000000,0.000000,16.100000,6.130000,273.080000,0.000000,24.140000,24.720000,0,70,35,33.14,55.15,55.15,24.94,188.75,147,74.370428,24.95,31.31,31.32,37.75,75.95,63,74.82,0,18.55,31.32

64,15:45-16:00,262.210000,0.000000,31.22,24.140000,7.830000,0.000000,87.120000,13.100000,100.620000,48.290000,24.140000,24.140000,24.140000,10.070000,0.000000,115.470000,7.770000,9.830000,16.100000,24.690000,9.830000,0.000000,7.670000,0.000000,0.000000,16.100000,6.130000,273.080000,0.000000,24.140000,25.240000,0,65,32,31.58,55.34,55.34,25.76,176.08,137,69.02207,25.78,31.49,31.48,35.22,70.19,58,77.29,0,19.88,31.48

65,16:00-16:15,262.210000,0.000000,25.41,24.140000,7.830000,38.630000,87.120000,13.180000,100.620000,48.290000,24.140000,24.140000,24.140000,9.140000,0.000000,115.470000,8.240000,8.920000,16.100000,24.690000,8.920000,48.290000,7.670000,48.290000,24.140000,16.100000,6.410000,273.080000,0.000000,24.140000,24.720000,0,60,30,29.24,61.33,61.33,26.96,167.44,126,62.806674,26.98,31.49,31.48,33.49,64.19,54,80.89,0,21.21,31.48

66,16:15-16:30,262.210000,0.000000,26.21,24.140000,7.830000,38.630000,87.120000,13.180000,100.620000,48.290000,24.140000,24.140000,24.140000,8.200000,0.000000,94.650000,8.240000,8.000000,16.100000,24.690000,8.000000,48.290000,7.670000,48.290000,24.140000,16.100000,6.410000,273.080000,0.000000,24.140000,24.720000,0,53,27,25.55,62.67,62.67,28.21,149.91,112,55.850886,28.21,30.81,30.82,29.98,57.87,48,84.64,0,21.88,30.82

67,16:30-16:45,262.210000,0.000000,27.01,24.140000,7.830000,38.630000,87.120000,13.180000,100.620000,48.290000,24.140000,24.140000,24.140000,7.270000,0.000000,85.180000,8.240000,7.090000,16.100000,24.690000,7.090000,48.290000,7.670000,48.290000,24.140000,16.100000,6.410000,273.080000,0.000000,24.140000,25.240000,0,47,23,22.05,64,64,26.17,135.4,97,47.511734,26.16,31.16,31.17,27.08,51.25,41,78.5,0,25.66,31.17

68,16:45-17:00,262.210000,0.000000,27.81,24.140000,7.830000,38.630000,87.120000,13.180000,100.620000,48.290000,24.140000,24.140000,24.140000,6.200000,0.000000,66.250000,8.240000,6.050000,16.100000,24.690000,6.050000,48.290000,7.670000,48.290000,24.140000,16.100000,6.410000,273.080000,0.000000,24.140000,25.240000,0,40,20,20.02,65.67,65.67,26.83,118.06,81,40.546204,26.84,30,31.75,23.61,43.86,35,80.5,0,26,31.75

69,17:00-17:15,262.210000,0.000000,28.61,24.140000,8.060000,38.630000,87.120000,13.280000,100.620000,48.290000,24.140000,24.140000,24.140000,5.120000,0.000000,66.250000,8.550000,4.990000,16.100000,24.690000,4.990000,48.290000,7.670000,48.290000,24.140000,16.100000,6.830000,273.080000,0.000000,24.140000,25.240000,0,33,17,16.56,67.67,67.67,27.5,100.87,65,33.833966,27.5,20,27.11,20.17,36.39,28,82.5,0,26.34,33

70,17:15-17:30,262.210000,0.000000,29.62,24.140000,8.060000,38.630000,87.120000,13.280000,100.620000,48.290000,24.140000,24.140000,24.140000,4.140000,0.000000,66.250000,8.550000,4.030000,16.100000,24.690000,4.030000,48.290000,7.670000,48.290000,24.140000,16.100000,6.830000,273.080000,0.000000,24.140000,25.240000,0,27,13,13,68.67,68.67,28.17,84.23,49,27.355536,28.16,10,19.9,16.84,29.51,21,84.5,0,26,25.22

71,17:30-17:45,243.380000,0.000000,31.02,24.140000,8.060000,38.630000,68.120000,13.280000,100.620000,48.290000,24.140000,24.140000,24.140000,3.140000,0.000000,66.250000,7.770000,3.070000,16.100000,24.690000,3.070000,48.290000,7.670000,48.290000,24.140000,16.100000,6.830000,273.080000,0.000000,24.140000,25.240000,0,20,10,10,74,74,29.83,69.98,35,20.877106,29.84,3,13.12,13.99,22.65,15,89.5,0,27,15.24

72,17:45-18:00,243.380000,0.000000,31.62,24.140000,8.060000,38.630000,68.120000,13.280000,100.620000,48.290000,24.140000,24.140000,24.140000,2.430000,0.000000,66.250000,7.770000,2.370000,16.100000,24.690000,2.370000,48.290000,7.670000,48.290000,24.140000,16.100000,6.830000,273.080000,0.000000,24.140000,25.240000,0,13,7,8,74.67,74.67,30.33,55.34,25,14.885776,30.34,0,8.39,11.07,16.02,10,91,0,26.66,8.18

73,18:00-18:15,243.380000,0.000000,28.01,24.140000,8.060000,38.630000,68.120000,12.720000,100.620000,48.290000,24.140000,24.140000,24.140000,1.790000,0.000000,66.250000,7.770000,1.740000,16.100000,24.690000,1.740000,48.290000,7.670000,48.290000,24.140000,16.100000,7.150000,273.080000,0.000000,24.140000,25.240000,0,10,5,5,73.33,73.33,30.5,41.76,14,9.771226,30.5,0,0,8.35,10.11,6,91.5,0,26.34,0

74,18:15-18:30,243.380000,0.000000,27.41,24.140000,8.060000,38.630000,87.120000,12.720000,100.620000,48.290000,24.140000,24.140000,24.140000,1.250000,0.000000,66.250000,7.770000,1.220000,16.100000,24.690000,1.220000,48.290000,7.670000,48.290000,24.140000,16.100000,7.150000,273.080000,0.000000,24.140000,25.240000,0,5,2,4,73.33,73.33,30.67,30.2,7,5.913394,30.66,0,0,6.04,5.47,3,92,0,25.66,0

75,18:30-18:45,243.380000,0.000000,33.02,24.140000,8.060000,38.630000,87.120000,12.720000,100.620000,48.290000,24.140000,24.140000,24.140000,0.790000,0.000000,66.250000,7.770000,0.770000,16.100000,24.690000,0.770000,48.290000,7.670000,48.290000,24.140000,16.100000,7.150000,273.080000,0.000000,24.140000,25.240000,0,1,1,3,74,74,30.5,20.36,4,2.328338,30.5,0,0,4.07,2.37,1,91.5,0,24.66,0

76,18:45-19:00,243.380000,0.000000,32.22,24.140000,8.060000,38.630000,87.120000,12.720000,100.620000,48.290000,24.140000,24.140000,24.140000,0.440000,0.000000,66.250000,7.770000,0.420000,16.100000,24.690000,0.420000,48.290000,7.670000,48.290000,24.140000,16.100000,7.150000,273.080000,0.000000,24.140000,25.740000,0,0,0,2,74,74,30.17,13.13,1,0.428648,30.16,0,0,2.63,0,0,90.5,0,24.66,0

77,19:00-19:15,243.380000,0.000000,31.42,24.140000,8.370000,38.630000,87.120000,12.540000,100.620000,48.290000,24.140000,24.140000,24.140000,0.090000,0.000000,85.180000,7.770000,0.080000,16.100000,24.690000,0.080000,48.290000,7.670000,48.290000,24.140000,16.100000,7.620000,273.080000,0.000000,24.140000,26.240000,0,0,0,1,72.67,72.67,29.67,7.15,1,0,29.66,0,0,1.43,0,0,89,0,24.34,0

78,19:15-19:30,243.380000,0.000000,29.82,24.140000,8.370000,38.630000,87.120000,12.540000,100.620000,48.290000,24.140000,24.140000,24.140000,0.010000,0.000000,115.470000,7.770000,0.010000,16.100000,24.690000,0.010000,48.290000,7.670000,48.290000,24.140000,16.100000,7.620000,273.080000,0.000000,24.140000,26.740000,0,0,0,0.5,70.67,70.67,29.17,2.25,0,0,29.16,0,0,0.45,0,0,87.5,0,25,0

79,19:30-19:45,243.380000,0.000000,24.01,24.140000,8.370000,38.630000,87.120000,12.540000,100.620000,48.290000,24.140000,24.140000,24.140000,0.000000,0.000000,115.470000,7.610000,0.000000,16.100000,24.690000,0.000000,48.290000,7.670000,48.290000,24.140000,16.100000,7.620000,273.080000,0.000000,24.140000,27.250000,0,0,0,0,68.33,68.33,28.67,0,0,0,28.66,0,0,0,0,0,86,0,29.34,0

80,19:45-20:00,243.380000,0.000000,23.01,24.140000,8.370000,38.630000,87.120000,12.540000,100.620000,48.290000,24.140000,24.140000,24.140000,0.000000,0.000000,115.470000,7.610000,0.000000,16.100000,24.690000,0.000000,48.290000,7.670000,48.290000,24.140000,16.100000,7.620000,273.080000,0.000000,24.140000,27.250000,0,0,0,0,66.33,66.33,28.17,0,0,0,28.16,0,0,0,0,0,84.5,0,28.66,0

81,20:00-20:15,243.380000,0.000000,22.01,24.140000,8.370000,38.630000,87.120000,12.450000,100.620000,48.290000,24.140000,24.140000,24.140000,0.000000,0.000000,115.470000,7.610000,0.000000,30.910000,24.690000,0.000000,48.290000,7.670000,48.290000,24.140000,16.100000,7.890000,273.080000,0.000000,24.140000,30.280000,0,0,0,0,71.67,71.67,27.33,0,0,0,27.34,0,0,0,0,0,82,0,28,0

82,20:15-20:30,243.380000,0.000000,20.8,24.140000,8.370000,38.630000,87.120000,12.450000,100.620000,48.290000,24.140000,24.140000,24.140000,0.000000,0.000000,115.470000,7.610000,0.000000,30.910000,24.690000,0.000000,48.290000,7.670000,48.290000,24.140000,16.100000,7.890000,273.080000,0.000000,24.140000,30.280000,0,0,0,0,70,70,26.17,0,0,0,26.16,0,0,0,0,0,78.5,0,27.34,0

83,20:30-20:45,243.380000,0.000000,19.4,24.140000,8.370000,38.630000,87.120000,12.450000,100.620000,48.290000,24.140000,24.140000,24.140000,0.000000,0.000000,115.470000,7.380000,0.000000,30.910000,24.690000,0.000000,48.290000,7.670000,48.290000,24.140000,30.910000,7.890000,273.080000,0.000000,24.140000,30.280000,0,0,0,0,69,69,26,0,0,0,26,0,0,0,0,0,78,0,26.66,0

84,20:45-21:00,243.380000,0.000000,17.2,24.140000,8.370000,38.630000,87.120000,12.450000,100.620000,48.290000,24.140000,24.140000,24.140000,0.000000,0.000000,115.470000,7.380000,0.000000,30.910000,24.690000,0.000000,48.290000,7.670000,48.290000,24.140000,30.910000,7.890000,273.080000,0.000000,24.140000,30.280000,0,0,0,0,67,67,25.17,0,0,0,25.16,0,0,0,0,0,75.5,0,25.66,0

85,21:00-21:15,243.380000,0.000000,15.2,24.140000,8.220000,38.630000,87.120000,12.350000,100.620000,48.290000,24.140000,24.140000,24.140000,0.000000,0.000000,115.470000,7.380000,0.000000,30.910000,24.690000,0.000000,48.290000,7.670000,48.290000,24.140000,30.910000,7.890000,273.080000,0.000000,24.140000,30.280000,0,0,0,0,61.33,61.33,24,0,0,0,24,0,0,0,0,0,72,0,24.66,0

86,21:15-21:30,243.380000,0.000000,14.6,24.140000,8.220000,38.630000,87.120000,12.350000,100.620000,48.290000,24.140000,24.140000,24.140000,0.000000,0.000000,115.470000,7.380000,0.000000,30.910000,24.690000,0.000000,48.290000,7.670000,48.290000,24.140000,30.910000,7.890000,273.080000,0.000000,24.140000,30.280000,0,0,0,0,59.33,59.33,23.67,0,0,0,23.66,0,0,0,0,0,71,0,24,0

87,21:30-21:45,243.380000,0.000000,14,24.140000,8.220000,38.630000,87.120000,12.350000,100.620000,48.290000,24.140000,24.140000,24.140000,0.000000,0.000000,115.470000,7.380000,0.000000,30.910000,24.690000,0.000000,48.290000,7.670000,48.290000,24.140000,30.910000,7.890000,273.080000,0.000000,24.140000,30.280000,0,0,0,0,59,59,22.83,0,0,0,22.84,0,0,0,0,0,68.5,0,23.34,0

88,21:45-22:00,243.380000,0.000000,13.8,24.140000,8.220000,38.630000,87.120000,12.350000,100.620000,48.290000,24.140000,24.140000,24.140000,0.000000,0.000000,115.470000,7.380000,0.000000,30.910000,24.690000,0.000000,48.290000,7.670000,48.290000,24.140000,30.910000,7.890000,273.080000,0.000000,24.140000,30.280000,0,0,0,0,59.67,59.67,22.33,0,0,0,22.34,0,0,0,0,0,67,0,22.34,0

89,22:00-22:15,243.380000,0.000000,14.2,24.140000,7.830000,38.630000,87.120000,12.270000,100.620000,48.290000,24.140000,24.140000,24.140000,0.000000,0.000000,115.470000,7.220000,0.000000,30.910000,24.690000,0.000000,48.290000,7.670000,48.290000,24.140000,30.910000,7.710000,273.080000,0.000000,24.140000,29.770000,0,0,0,0,60.33,60.33,22.17,0,0,0,22.16,0,0,0,0,0,66.5,0,22,0

90,22:15-22:30,243.380000,0.000000,13.8,24.140000,7.830000,38.630000,87.120000,12.270000,100.620000,48.290000,24.140000,24.140000,24.140000,0.000000,0.000000,115.470000,7.220000,0.000000,30.910000,24.690000,0.000000,48.290000,7.670000,48.290000,24.140000,30.910000,7.710000,273.080000,0.000000,24.140000,29.770000,0,0,0,0,60.67,60.67,22.17,0,0,0,22.16,0,0,0,0,0,66.5,0,22,0

91,22:30-22:45,243.380000,0.000000,12.01,24.140000,7.830000,38.630000,87.120000,12.270000,100.620000,48.290000,24.140000,24.140000,24.140000,0.000000,0.000000,115.470000,7.220000,0.000000,30.910000,24.690000,0.000000,48.290000,7.670000,48.290000,24.140000,30.910000,7.710000,273.080000,0.000000,24.140000,29.770000,0,0,0,0,46.67,46.67,18.17,0,0,0,18.16,0,0,0,0,0,54.5,0,16.34,0

92,22:45-23:00,243.380000,0.000000,11.01,24.140000,7.830000,38.630000,87.120000,12.270000,100.620000,48.290000,24.140000,24.140000,24.140000,0.000000,0.000000,115.470000,7.220000,0.000000,30.910000,24.690000,0.000000,48.290000,7.670000,48.290000,24.140000,30.910000,7.710000,273.080000,0.000000,24.140000,29.260000,0,0,0,0,45.67,45.67,18.17,0,0,0,18.16,0,0,0,0,0,54.5,0,15.66,0

93,23:00-23:15,243.380000,0.000000,11.01,24.140000,7.680000,38.630000,87.120000,12.270000,100.620000,48.290000,24.140000,24.140000,24.140000,0.000000,0.000000,115.470000,7.220000,0.000000,30.910000,24.690000,0.000000,48.290000,7.670000,48.290000,24.140000,30.910000,7.570000,273.080000,0.000000,24.140000,29.260000,0,0,0,0,44.33,44.33,17.5,0,0,0,17.5,0,0,0,0,0,52.5,0,14.66,0

94,23:15-23:30,243.380000,0.000000,11.01,24.140000,7.680000,38.630000,87.120000,12.270000,100.620000,48.290000,24.140000,24.140000,24.140000,0.000000,0.000000,115.470000,7.220000,0.000000,30.910000,24.690000,0.000000,48.290000,7.670000,48.290000,24.140000,30.910000,7.570000,273.080000,0.000000,24.140000,28.760000,0,0,0,0,43.33,43.33,17.17,0,0,0,17.16,0,0,0,0,0,51.5,0,14.34,0

95,23:30-23:45,243.380000,0.000000,10.81,24.140000,7.680000,38.630000,87.120000,12.270000,100.620000,48.290000,24.140000,24.140000,24.140000,0.000000,0.000000,115.470000,7.220000,0.000000,30.910000,24.690000,0.000000,48.290000,7.670000,48.290000,24.140000,30.910000,7.570000,273.080000,0.000000,24.140000,28.760000,0,0,0,0,41.33,41.33,16.83,0,0,0,16.84,0,0,0,0,0,50.5,0,14.66,0

96,23:45-24:00,243.380000,0.000000,10.61,24.140000,7.680000,38.630000,87.120000,12.270000,100.620000,48.290000,24.140000,24.140000,24.140000,0.000000,0.000000,115.470000,7.220000,0.000000,30.910000,24.690000,0.000000,48.290000,7.670000,48.290000,24.140000,30.910000,7.570000,273.080000,0.000000,24.140000,28.760000,0,0,0,0,42.33,42.33,17,0,0,0,17,0,0,0,0,0,51,0,15.34,0

