Block,Time,ANTA_LF,RIHAND1,URI2,URI,CHAMERA3,RIHAND3,PARBATI3,DADRI_RF,ANTA_RF,SINGRAULI_HYDRO,SALAL,ANTA_GF,NAPP,KISHANGANGA,AURY_GF,DADRI_GF,AURY_CRF,ANTA_CRF,SEWA2,NJPC,TANAKPUR,JHAJJAR,TANDA2,KOLDAM,SINGRAULI,UNCHAHAR4,RAPPC,RAMPUR,DADRI_LF,DADRT2,DHAULIGNGA,TEHRI,AURY_LF,CHAMERA1,KOTESHWR,UNCHAHAR1,UNCHAHAR3,UNCHAHAR2,AURY_RF,BSIUL,DULHASTI,RAPPB,DADRI_CRF,KUDGI,BRBCL,KHSTPP-I,RIHAND2,CHAMERA2,KHSTPP-II,FSTPP I & II,TALA,SASAN,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
17,04:00-04:15,0.000000,88.789200,30.508934,40.487875,28.048516,119.349695,0.000000,0.000000,0.000000,0.904656,77.379788,0.000000,37.724601,0.000000,0.000000,0.000000,0.000000,0.000000,5.017265,148.242641,11.621155,562.653300,0.000000,0.000000,134.448081,0.000000,49.355890,0.000000,0.000000,428.931071,35.314650,65.178994,0.000000,41.171166,34.257190,10.206431,11.475629,27.768243,0.000000,0.000000,47.711220,0.000000,0.000000,9.65,14.476493,22.566933,114.002438,38.131217,79.756636,10.607800,25.536546,399.551400,0,0,0,0,0

18,04:15-04:30,0.000000,88.789200,30.508934,40.487875,28.048516,119.349695,0.000000,0.000000,0.000000,0.904656,77.379788,0.000000,37.724601,0.000000,0.000000,0.000000,0.000000,0.000000,5.017265,148.242641,11.621155,562.653300,0.000000,0.000000,134.448081,0.000000,49.355890,0.000000,0.000000,428.931071,35.314650,65.178994,0.000000,41.171166,34.257190,10.206431,11.475629,27.768243,0.000000,0.000000,47.711220,0.000000,0.000000,9.65,14.476493,22.566933,114.002438,38.131217,79.756636,10.607800,25.536546,399.551400,0,0,0,0,0

19,04:30-04:45,0.000000,88.789200,30.508934,35.160523,28.048516,119.349695,0.000000,0.000000,0.000000,0.904656,77.379788,0.000000,37.724601,0.000000,0.000000,0.000000,0.000000,0.000000,5.017265,148.242641,11.621155,562.653300,0.000000,0.000000,134.448081,0.000000,49.355890,0.000000,0.000000,428.931071,35.314650,65.178994,0.000000,41.171166,34.257190,10.208350,11.486350,27.768243,0.000000,0.000000,47.711220,0.000000,0.000000,9.65,14.476493,22.566933,114.002438,38.131217,79.756636,10.607800,25.536546,401.602238,0,0,0,0,0

20,04:45-05:00,0.000000,88.789200,30.508934,35.160523,28.048516,119.349695,0.000000,0.000000,0.000000,0.904656,77.379788,0.000000,37.724601,0.000000,0.000000,0.000000,0.000000,0.000000,5.017265,148.242641,11.621155,562.653300,0.000000,0.000000,134.448081,0.000000,49.355890,0.000000,0.000000,428.931071,35.314650,65.178994,0.000000,41.171166,34.257190,10.208350,11.486350,27.768243,0.000000,0.000000,47.711220,0.000000,0.000000,9.65,14.476493,22.566933,114.002438,38.131217,79.756636,10.607800,25.536546,401.722875,0,0,0,0,0

21,05:00-05:15,0.000000,88.789200,30.508934,35.160523,28.048516,119.349695,0.000000,0.000000,0.000000,0.904656,77.379788,0.000000,37.724601,0.000000,0.000000,0.000000,0.000000,0.000000,5.017265,148.242641,11.621155,562.653300,0.000000,0.000000,134.448081,0.000000,49.355890,0.000000,0.000000,428.931071,35.314650,65.178994,0.000000,41.171166,34.257190,6.755700,8.685900,27.768243,0.000000,0.000000,47.711220,0.000000,0.000000,9.65,14.476493,22.566933,114.002438,38.131217,79.756636,10.607800,25.536546,401.722875,0,0,0,0,0

22,05:15-05:30,0.000000,88.789200,30.508934,35.160523,28.048516,119.349695,0.000000,0.000000,0.000000,0.904656,77.379788,0.000000,37.724601,0.000000,0.000000,0.000000,0.000000,0.000000,5.017265,148.242641,11.621155,562.653300,0.000000,0.000000,134.448081,0.000000,49.355890,0.000000,0.000000,428.931071,35.314650,65.178994,0.000000,41.171166,34.257190,6.755700,8.685900,27.768243,0.000000,0.000000,47.711220,0.000000,0.000000,9.65,14.476493,22.566933,114.002438,38.131217,79.756636,10.607800,25.536546,401.722875,0,0,0,0,0

23,05:30-05:45,0.000000,88.789200,30.508934,35.160523,28.048516,119.349695,0.000000,0.000000,0.000000,0.904656,77.379788,0.000000,37.724601,0.000000,0.000000,0.000000,0.000000,0.000000,5.017265,148.242641,11.621155,567.700870,0.000000,0.000000,134.448081,0.000000,49.355890,0.000000,0.000000,428.931071,35.314650,65.178994,0.000000,41.171166,34.257190,10.986147,12.352937,27.768243,0.000000,0.000000,47.711220,0.000000,0.000000,9.65,14.476493,22.566933,114.002438,38.131217,79.756636,10.607800,25.536546,401.722875,0,0,0,0,0

24,05:45-06:00,0.000000,88.789200,30.508934,35.160523,28.048516,119.349695,0.000000,0.000000,0.000000,0.904656,77.379788,0.000000,37.724601,0.000000,0.000000,0.000000,0.000000,0.000000,2.830252,148.242641,11.621155,567.700870,0.000000,0.000000,134.448081,0.000000,49.355890,0.000000,0.000000,428.931071,35.314650,65.178994,0.000000,41.171166,34.257190,10.986147,12.352937,27.768243,0.000000,0.000000,47.711220,0.000000,0.000000,9.65,14.476493,22.566933,114.002438,38.131217,79.756636,10.607800,25.536546,401.722875,0,0,0,0,0

25,06:00-06:15,0.000000,88.789200,30.508934,35.160523,28.048516,119.349695,0.000000,0.000000,0.000000,0.904656,77.379788,0.000000,37.724601,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,148.242641,11.621155,567.700870,0.000000,0.000000,134.448081,0.000000,49.355890,0.000000,0.000000,428.931071,35.314650,65.178994,0.000000,41.171166,34.257190,10.919010,12.259762,27.768243,0.000000,0.000000,47.711220,0.000000,0.000000,9.65,14.476493,22.566933,114.002438,38.131217,79.756636,10.607800,25.536546,401.722875,0,0,0,0,0

26,06:15-06:30,0.000000,88.789200,30.508934,35.160523,28.048516,119.349695,0.000000,0.000000,0.000000,0.904656,77.379788,0.000000,37.724601,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,148.242641,11.621155,596.653870,0.000000,0.000000,134.448081,0.000000,49.355890,0.000000,0.000000,428.931071,35.314650,65.178994,0.000000,41.171166,34.257190,10.919010,12.259762,27.768243,0.000000,0.000000,47.711220,0.000000,0.000000,9.65,14.476493,22.566933,114.002438,38.131217,79.756636,10.607800,25.536546,401.722875,0,0,0,0,0

27,06:30-06:45,0.000000,88.789200,30.508934,35.160523,28.048516,119.349695,0.000000,0.000000,0.000000,0.904656,77.379788,0.000000,37.724601,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,148.242641,11.621155,596.653870,0.000000,0.000000,134.448081,0.000000,49.355890,0.000000,0.000000,428.931071,35.314650,65.178994,0.000000,41.171166,34.257190,13.400510,17.178394,27.768243,0.000000,0.000000,47.711220,0.000000,0.000000,9.65,14.476493,22.566933,114.002438,38.131217,79.756636,10.607800,25.536546,401.722875,0,0,0,0,0

28,06:45-07:00,0.000000,88.789200,30.508934,35.160523,28.048516,119.349695,0.000000,0.000000,0.000000,0.904656,77.379788,0.000000,37.724601,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,148.242641,11.621155,624.154394,0.000000,0.000000,134.448081,0.000000,49.355890,0.000000,0.000000,428.931071,35.314650,65.178994,0.000000,41.171166,34.257190,13.400510,17.178394,27.768243,0.000000,0.000000,47.711220,0.000000,0.000000,9.65,14.476493,22.566933,114.002438,38.131217,79.756636,10.607800,25.536546,401.722875,0,0,0,0,0

29,07:00-07:15,0.000000,88.789200,30.508934,35.160523,28.048516,119.349695,0.000000,0.000000,0.000000,0.904656,77.379788,0.000000,37.724601,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,148.242641,11.621155,624.154394,0.000000,0.000000,134.448081,0.000000,49.355890,0.000000,0.000000,428.931071,35.314650,65.178994,0.000000,41.171166,34.257190,13.400510,17.178394,27.768243,0.000000,0.000000,47.711220,0.000000,0.000000,18.34,14.476493,22.566933,114.002438,38.131217,79.756636,10.607800,25.536546,401.722875,0,0,0,0,0

30,07:15-07:30,0.000000,88.789200,22.719419,35.160523,28.048516,119.349695,0.000000,0.000000,0.000000,0.904656,77.379788,0.000000,37.724601,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,148.242641,11.621155,624.154394,0.000000,0.000000,134.448081,0.000000,49.355890,0.000000,0.000000,428.931071,35.314650,65.178994,0.000000,41.171166,34.257190,13.400510,17.178394,27.768243,0.000000,0.000000,47.711220,0.000000,0.000000,23.16,14.476493,22.566933,114.002438,38.131217,79.756636,10.607800,25.536546,401.722875,0,0,0,0,0

31,07:30-07:45,0.000000,88.789200,14.929904,35.160523,28.048516,119.349695,0.000000,0.000000,0.000000,0.904656,63.361710,0.000000,37.724601,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,148.242641,11.621155,624.154394,0.000000,0.000000,134.448081,0.000000,49.355890,0.000000,0.000000,428.931071,35.314650,65.178994,0.000000,41.171166,34.257190,13.400510,17.178394,27.768243,0.000000,0.000000,47.711220,0.000000,0.000000,33.78,14.476493,22.566933,114.002438,38.131217,79.756636,10.607800,25.536546,401.722875,0,0,0,0,0

32,07:45:08:00,0.000000,88.789200,7.529865,35.160523,28.048516,119.349695,0.000000,0.000000,0.000000,0.904656,63.361710,0.000000,37.724601,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,148.242641,11.621155,624.154394,0.000000,0.000000,134.448081,0.000000,49.355890,0.000000,0.000000,428.931071,35.314650,65.178994,0.000000,41.171166,34.257190,13.400510,17.178394,27.768243,0.000000,0.000000,47.711220,0.000000,0.000000,37.64,14.476493,22.566933,114.002438,38.131217,79.756636,10.607800,25.536546,401.722875,0,0,0,0,0

33,08:00-08:15,0.000000,88.789200,0.000000,35.160523,28.048516,119.349695,0.000000,0.000000,0.000000,0.904656,63.361710,0.000000,37.724601,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,148.242641,11.621155,624.154394,0.000000,0.000000,134.448081,0.000000,49.355890,0.000000,0.000000,428.931071,35.314650,65.178994,0.000000,41.171166,34.257190,13.400510,17.178394,27.768243,0.000000,0.000000,47.711220,0.000000,0.000000,54.05,14.476493,22.566933,114.002438,38.131217,79.756636,10.607800,25.536546,401.722875,0,0,0,0,0

34,08:15-08:30,0.000000,88.789200,0.000000,35.160523,28.048516,119.349695,0.000000,0.000000,0.000000,0.904656,63.361710,0.000000,37.724601,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,148.242641,11.621155,624.154394,0.000000,0.000000,134.448081,0.000000,49.355890,0.000000,0.000000,428.931071,35.314650,65.178994,0.000000,41.171166,34.257190,13.400510,17.178394,27.768243,0.000000,0.000000,47.711220,0.000000,0.000000,69.49,14.476493,22.566933,114.002438,38.131217,79.756636,10.607800,25.536546,401.722875,0,0,0,0,0

35,08:30-08:45,0.000000,88.789200,0.000000,35.160523,28.048516,119.349695,0.000000,0.000000,0.000000,0.904656,63.361710,0.000000,37.724601,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,148.242641,11.621155,624.154394,0.000000,0.000000,134.448081,0.000000,49.355890,0.000000,0.000000,428.931071,35.314650,65.178994,0.000000,41.171166,34.257190,13.400510,17.178394,27.768243,0.000000,0.000000,47.711220,0.000000,0.000000,79.14,14.476493,22.566933,114.002438,38.131217,79.756636,10.607800,25.536546,401.722875,0,0,0,0,0

36,08:45:09:00,0.000000,88.789200,0.000000,35.160523,28.048516,119.349695,0.000000,0.000000,0.000000,0.904656,63.361710,0.000000,37.724601,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,148.242641,11.621155,624.154394,0.000000,0.000000,134.448081,0.000000,49.355890,0.000000,0.000000,428.931071,35.314650,65.178994,0.000000,41.171166,34.257190,13.400510,17.178394,27.768243,0.000000,0.000000,47.711220,0.000000,0.000000,90.48,14.476493,22.566933,114.002438,38.131217,79.756636,10.607800,25.536546,401.722875,0,0,0,0,0

37,09:00:09:15,0.000000,88.789200,0.000000,35.160523,28.048516,119.349695,0.000000,0.000000,0.000000,0.904656,64.483156,0.000000,37.724601,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,148.242641,11.621155,624.154394,0.000000,0.000000,134.448081,0.000000,49.355890,0.000000,0.000000,428.931071,35.314650,65.178994,0.000000,41.171166,34.257190,13.400510,17.178394,27.768243,0.000000,6.293224,47.711220,0.000000,0.000000,52.12,14.476493,22.566933,114.002438,38.131217,79.756636,10.607800,25.536546,401.722875,0,0,0,0,0

38,09:15-09:30,0.000000,88.789200,0.000000,35.160523,28.048516,119.349695,0.000000,0.000000,0.000000,0.904656,64.483156,0.000000,37.724601,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,148.242641,11.621155,624.154394,0.000000,0.000000,134.448081,0.000000,49.355890,0.000000,0.000000,428.931071,35.314650,65.178994,0.000000,41.171166,34.257190,13.400510,17.178394,27.768243,0.000000,6.293224,47.711220,0.000000,0.000000,61.77,14.476493,22.566933,114.002438,38.131217,79.756636,10.607800,25.536546,401.722875,0,0,0,0,0

39,09:30-09:45,0.000000,88.789200,0.000000,35.160523,28.048516,119.349695,0.000000,0.000000,0.000000,0.904656,64.483156,0.000000,37.724601,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,148.242641,11.621155,624.154394,0.000000,0.000000,134.448081,0.000000,49.355890,0.000000,0.000000,428.931071,35.314650,65.178994,0.000000,41.171166,34.257190,13.400510,17.178394,27.768243,0.000000,6.293224,47.711220,0.000000,0.000000,70.45,14.476493,29.290785,114.002438,38.131217,127.809737,13.752675,25.536546,401.722875,0,0,0,0,0

40,09:45-10:00,0.000000,88.789200,0.000000,35.160523,28.048516,119.349695,0.000000,0.000000,0.000000,0.904656,64.483156,0.000000,37.724601,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,148.242641,11.621155,624.154394,0.000000,0.000000,134.448081,0.000000,49.355890,0.000000,0.000000,428.931071,35.314650,65.178994,0.000000,41.171166,34.257190,13.400510,17.178394,27.768243,0.000000,6.293224,47.711220,0.000000,0.000000,78.17,14.476493,29.290785,114.002438,38.131217,127.809737,13.752675,25.536546,401.722875,0,0,0,0,0

41,10:00-10:15,0.000000,88.789200,0.000000,35.160523,28.048516,119.349695,0.000000,0.000000,0.000000,0.904656,64.483156,0.000000,37.724601,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,148.242641,12.857448,624.154394,0.000000,0.000000,134.448081,0.000000,49.355890,0.000000,0.000000,428.931071,35.314650,65.178994,0.000000,41.171166,34.257190,13.400510,17.178394,27.768243,0.000000,6.293224,47.711220,0.000000,0.000000,85.42,14.476493,29.290785,114.002438,38.131217,127.809737,13.752675,25.536546,401.722875,0,0,0,0,0

42,10:15-10:30,0.000000,88.789200,0.000000,35.160523,28.048516,119.349695,0.000000,0.000000,0.000000,0.904656,64.483156,0.000000,37.724601,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,148.242641,12.857448,624.154394,0.000000,0.000000,134.448081,0.000000,49.355890,0.000000,0.000000,428.931071,35.314650,65.178994,0.000000,41.171166,34.257190,13.400510,17.178394,27.768243,0.000000,6.293224,47.711220,0.000000,0.000000,88.79,14.476493,29.290785,114.002438,38.131217,127.809737,13.752675,25.536546,401.722875,0,0,0,0,0

43,10:30-10:45,0.000000,88.789200,0.000000,35.160523,28.048516,119.349695,0.000000,0.000000,0.000000,0.904656,64.483156,0.000000,37.724601,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,148.242641,12.857448,630.357478,0.000000,0.000000,134.448081,0.000000,49.355890,0.000000,0.000000,428.931071,35.314650,65.178994,0.000000,41.171166,34.257190,13.400510,17.178394,40.910686,0.000000,12.586448,47.711220,0.000000,0.000000,88.79,14.476493,29.290785,114.002438,38.131217,127.809737,13.752675,25.536546,402.778453,0,0,0,0,0

44,10:45-11:00,0.000000,88.789200,0.000000,35.160523,28.048516,119.349695,0.000000,0.000000,0.000000,0.904656,64.483156,0.000000,37.724601,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,148.242641,11.744784,630.357478,0.000000,0.000000,134.448081,0.000000,49.355890,0.000000,0.000000,428.931071,35.314650,65.178994,0.000000,41.171166,34.257190,13.400510,17.178394,40.910686,0.000000,12.586448,47.711220,0.000000,0.000000,88.79,14.476493,29.290785,114.002438,38.131217,127.809737,13.752675,25.536546,402.808612,0,0,0,0,0

45,11:00-11:15,0.000000,88.789200,0.000000,35.160523,28.048516,119.349695,0.000000,0.000000,0.000000,0.904656,64.483156,0.000000,37.724601,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,148.242641,11.744784,630.357478,0.000000,0.000000,134.448081,0.000000,49.355890,0.000000,0.000000,428.931071,35.314650,65.178994,0.000000,41.171166,34.257190,13.400510,17.178394,40.910686,0.000000,12.586448,47.711220,0.000000,0.000000,88.79,14.476493,29.290785,114.002438,38.131217,127.809737,13.752675,25.536546,402.808612,0,0,0,0,0

46,11:15-11:30,0.000000,88.789200,0.000000,35.160523,28.048516,119.349695,0.000000,0.000000,0.000000,0.904656,64.483156,0.000000,37.724601,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,148.242641,11.744784,630.357478,0.000000,0.000000,134.448081,0.000000,49.355890,0.000000,0.000000,428.931071,35.314650,65.178994,0.000000,41.171166,34.257190,13.400510,17.178394,40.910686,0.000000,12.586448,47.711220,0.000000,0.000000,88.79,14.476493,29.290785,114.002438,38.131217,127.809737,13.752675,25.536546,402.808612,0,0,0,0,0

