Block,Time,NR/01102023/02122045/L_NR_2021_13,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/L_NR_2019_05,NR/26072023/31072042/L_NR_2023_07,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2022_09,L_NR_2019_19,NR/26072023/25122043/L_NR_2023_10,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,NR/01102023/02012046/L_NR_2021_17,WR/01102023/24112044/L_NR_2020_07,NR/22102023/11042047/L_NR_2021_16,NR/05012024/31012024/SJVN050124NR1341,NR/05012024/31012024/SJVN050124NR1342,WR/01102023/31032046/L_NR_2020_05,NR/01102023/25072045/L_NR_2021_15,NR/01102023/14082046/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,WR/01102023/30052048/L_NR_2022_10,SR/01102023/07102043/L_NR_2018_61,NR/01012024/31012024/HPX-GTAMLDCRA-141223-05423,NR/01012024/31012024/HP-26,NR/01102023/31102037/L_NR_2019_11,NR/01012024/31012024/52,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/30042040/GNA_LT_36,NR/06012024/31012024/NVVN/OA/16855,NR/01012024/31012024/HPX-TAMLDCRA-141223-05419,NR/22012024/22012024/HPX-TAMCTG-210124-05859,NR/01012024/31012024/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/01012024/31012024/HP-28,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/30042040/GNA_LT_35,NR/22012024/22012024/IEX_240121_06149,NR/01012024/31012024/HPX-GTAMLDCRA-141223-05424,NR/01012024/31012024/HP-27,NR/01102023/31052040/LT-31,NR/22012024/22012024/DD20240122NR22307,NR/01102023/23072042/L_NR_2012_04,NR/22012024/22012024/DD20240122NR22313,NR/01102023/25122043/GNA_MEJA_DELHI,NR/30092023/31122025/SH-07,NR/01102023/06022042/L_NR_2012_07,NR/01102023/22052037/LT-59,NR/30092023/26122029/SH-06,NR/01102023/05012040/L_NR_2020_02,NR/01102023/19072037/LT-05,NR/20122023/29022024/IEX_LDC_231218_00502,NR/20122023/29022024/IEX_LDC_231218_00501,NR/22012024/22012024/HPX-TAMCTG-210124-05860,NR/01012024/31032024/ ChanjuII,NR/01102023/06022042/L_NR_2012_02
51,12:30-12:45,47.66,4,31,193,31,9.33,155.737256,82,4,31,238.29,90.3,0,4,93,11.92,14.03,12,45,0,47,9.33,7.61,5.770000,77.520000,0.990000,96.120000,100.680000,17.220000,48.060000,6.730000,0.000000,48.060000,0.000000,0.000000,16.800000,0.000000,18.260000,0.000000,16.800000,0.000000,270.340000,0.000000,0.000000,30.760000,86.700000,0.690000,30.760000,1.380000,114.910000,11.530000,8.170000,0.000000,1.290000,260.100000

52,12:45-13:00,47.66,4,31,193,31,9.33,154.396034,82,4,31,238.29,90.85,0,4,93,11.92,14.03,12,45,0,47,9.33,7.61,5.770000,77.520000,0.990000,96.120000,100.680000,17.170000,48.060000,6.730000,0.000000,48.060000,0.000000,0.000000,16.750000,0.000000,18.260000,0.000000,16.750000,0.000000,270.340000,0.000000,0.000000,30.760000,86.700000,0.690000,30.760000,1.380000,114.910000,11.530000,8.170000,0.000000,1.290000,260.100000

53,13:00-13:15,47.66,4,31,193,31,9.33,151.791342,82,4,31,238.29,90.25,0,4,93,11.92,14.03,12,45,0,47,9.33,7.61,5.770000,77.520000,1.070000,96.120000,100.680000,16.940000,48.060000,6.730000,0.000000,48.060000,0.000000,0.000000,16.530000,0.000000,18.260000,0.000000,16.530000,0.000000,270.340000,0.000000,0.000000,30.760000,67.790000,0.690000,30.760000,1.380000,114.910000,11.530000,8.170000,0.000000,1.370000,233.490000

54,13:15-13:30,47.66,4,31,193,31,9.33,148.21475,82,4,31,238.29,90.14,0,4,93,11.92,14.03,12,45,0,47,9.33,7.61,5.770000,77.520000,1.070000,96.120000,100.680000,16.740000,48.060000,6.730000,0.000000,48.060000,0.000000,0.000000,16.330000,0.000000,18.260000,0.000000,16.330000,0.000000,270.340000,0.000000,0.000000,30.760000,67.790000,0.690000,30.760000,1.380000,114.910000,11.530000,8.170000,0.000000,1.370000,260.100000

55,13:30-13:45,47.66,4,31,193,31,9.33,146.096008,82,5.84,31,238.29,89.84,0,5.83,93,11.92,14.03,17.5,45,0,47,9.33,15.13,5.770000,77.520000,1.070000,96.120000,100.680000,16.490000,48.060000,6.730000,0.000000,48.060000,0.000000,0.000000,16.090000,0.000000,18.260000,0.000000,16.090000,0.000000,270.340000,0.000000,0.000000,30.760000,86.700000,0.690000,30.760000,1.380000,114.910000,11.530000,8.170000,0.000000,1.370000,260.100000

56,13:45-14:00,47.66,4,31,189,31,10.67,141.887681,81,6.34,31,238.29,89.37,0,6.33,91,11.92,14.03,19,45,0,46,10.67,14.94,5.770000,77.520000,1.070000,96.120000,100.680000,16.180000,48.060000,6.730000,0.000000,48.060000,0.000000,0.000000,15.780000,0.000000,18.260000,0.000000,15.780000,0.000000,270.340000,0.000000,0.000000,30.760000,86.700000,0.690000,30.760000,1.380000,114.910000,11.530000,8.170000,0.000000,1.370000,260.100000

57,14:00-14:15,47.66,4,31,186,31,10.67,136.629702,79,6.34,31,238.29,88.51,0,6.33,88,11.92,14.03,19,44.4,0,44,10.67,14.67,5.770000,77.520000,1.070000,96.120000,100.680000,15.690000,48.060000,6.730000,0.000000,48.060000,0.000000,0.000000,15.310000,0.000000,18.260000,0.000000,15.310000,0.000000,270.340000,0.000000,0.000000,30.760000,86.700000,0.770000,30.760000,1.380000,114.910000,11.530000,8.170000,0.000000,1.370000,260.100000

58,14:15-14:30,47.66,4,31,179,31,10.67,130.62336,76,6.34,31,238.29,86.96,0,6.33,85,11.92,14.03,19,43.35,0,43,10.67,14.53,5.770000,77.520000,1.070000,96.120000,100.680000,15.170000,48.060000,6.730000,0.000000,48.060000,0.000000,0.000000,14.800000,0.000000,18.260000,0.000000,14.800000,0.000000,270.340000,0.000000,0.000000,30.760000,86.700000,0.770000,30.760000,1.380000,114.910000,11.530000,8.170000,0.000000,1.370000,260.100000

59,14:30-14:45,46.32,4,31,175,31,10.67,123.421581,75,6.34,31,231.59,84.53,0,6.33,79,11.92,14.03,19,42.09,0,40,10.67,14.14,5.770000,77.520000,1.070000,96.120000,100.680000,14.520000,48.060000,6.730000,0.000000,48.060000,0.000000,0.000000,14.160000,0.000000,18.260000,0.000000,14.160000,0.000000,270.340000,0.000000,0.000000,30.760000,86.700000,0.770000,30.760000,1.380000,114.910000,11.530000,8.170000,0.000000,1.370000,260.100000

60,14:45-15:00,44.3,4.66,31,165,31,10.67,115.335373,70,6.34,31,221.49,80.56,0,6.33,75,11.92,14.03,19,40.72,0,37,10.67,13.73,5.770000,77.520000,1.070000,96.120000,100.680000,13.810000,48.060000,6.730000,0.000000,48.060000,0.000000,0.000000,13.480000,0.000000,18.260000,0.000000,13.480000,0.000000,270.340000,0.000000,0.000000,30.760000,86.700000,0.770000,30.760000,1.380000,114.910000,11.530000,8.170000,0.000000,1.370000,260.100000

61,15:00-15:15,40.07,5.21,31,154,31,10.67,104.547283,66,6.34,31,200.34,76.01,0,6.33,69,11.92,14.03,19,39.16,0,35,10.67,12.92,5.770000,77.520000,1.110000,96.120000,100.680000,12.960000,48.060000,6.730000,0.000000,48.060000,0.000000,0.000000,12.640000,0.000000,18.260000,0.000000,12.640000,0.000000,270.340000,0.000000,0.000000,30.760000,86.700000,0.770000,30.760000,1.430000,114.910000,11.530000,8.170000,0.000000,1.370000,260.100000

62,15:15-15:30,37.69,5.36,31,140,31,10.67,94.041044,60,6.34,31,188.46,70.83,0,6.33,65,11.92,14.03,19,37.3,0,32,10.67,12.54,5.770000,77.520000,1.110000,96.120000,100.680000,11.990000,48.060000,6.730000,0.000000,48.060000,0.000000,0.000000,11.700000,0.000000,18.260000,0.000000,11.700000,0.000000,270.340000,0.000000,0.000000,30.760000,86.700000,0.770000,30.760000,1.430000,114.910000,11.530000,8.170000,0.000000,1.370000,260.100000

63,15:30-15:45,34.9,6.01,31,125,31,10.67,82.310211,53,6.34,31,174.48,64.79,0,6.33,57,11.92,14.03,19,35.85,0,29,10.67,11.97,5.770000,77.520000,1.110000,96.120000,100.680000,10.930000,48.060000,6.730000,0.000000,48.060000,0.000000,0.000000,10.670000,0.000000,18.260000,0.000000,10.670000,0.000000,270.340000,0.000000,0.000000,30.760000,86.700000,0.770000,30.760000,1.430000,114.910000,11.530000,8.170000,0.000000,1.370000,260.100000

64,15:45-16:00,31.96,6.69,31,110,31,10.67,69.646354,47,6.34,31,159.81,58.23,0,6.33,51,11.92,14.03,19,33.48,0,25,10.67,11.9,5.770000,77.520000,1.110000,96.120000,100.680000,9.690000,48.060000,6.730000,0.000000,48.060000,0.000000,0.000000,9.450000,0.000000,18.260000,0.000000,9.450000,0.000000,270.340000,0.000000,0.000000,30.760000,86.700000,0.770000,30.760000,1.430000,114.910000,11.530000,8.170000,0.000000,1.370000,260.100000

65,16:00-16:15,28.6,7.18,33,97,24,14.17,57.001935,41,6.34,33,142.99,51.02,0,6.33,43,11.92,16.92,19,29,0,21,14.17,11.76,5.770000,77.520000,1.110000,96.120000,100.680000,8.440000,48.060000,6.730000,0.000000,48.060000,0.000000,0.000000,8.230000,0.000000,18.260000,0.000000,8.230000,0.000000,270.340000,0.000000,0.000000,30.760000,86.700000,0.850000,30.760000,1.430000,114.910000,11.530000,8.170000,0.000000,1.370000,260.100000

66,16:15-16:30,24.9,7.84,33,78,10,15.51,45.144755,33,6.34,33,124.48,43.47,0,6.33,35,11.92,11.82,19,25.75,0,18,15.51,11.8,5.770000,77.520000,1.110000,96.120000,100.680000,7.070000,48.060000,6.730000,0.000000,48.060000,0.000000,0.000000,6.900000,0.000000,18.260000,0.000000,6.900000,0.000000,270.340000,0.000000,0.000000,30.760000,86.700000,0.850000,30.760000,1.430000,114.910000,11.530000,8.170000,0.000000,1.370000,260.100000

67,16:30-16:45,21.18,8.18,23.35,63,2,15.01,35.406317,27,6.34,33,105.93,35.43,0,6.33,28,0,0,19,21.88,0,14,15.01,11.93,5.770000,77.520000,1.110000,96.120000,100.680000,5.700000,48.060000,6.730000,0.000000,48.060000,0.000000,20.190000,5.560000,0.000000,18.260000,0.000000,5.560000,0.000000,270.340000,0.000000,0.000000,30.760000,86.700000,0.850000,30.760000,1.430000,114.910000,11.530000,8.170000,0.000000,1.370000,260.100000

68,16:45-17:00,17.14,8.51,12.41,46,0,15.17,24.627946,19,6.5,30.15,85.69,27.29,0,6.5,20,0,0,19.5,17.82,0,10,15.17,12.08,5.770000,77.520000,1.110000,96.120000,100.680000,4.050000,48.060000,6.730000,0.000000,48.060000,0.000000,21.150000,3.950000,0.000000,18.260000,0.000000,3.950000,0.000000,270.340000,0.000000,0.000000,30.760000,86.700000,0.850000,30.760000,1.430000,114.910000,11.530000,8.170000,0.000000,1.370000,260.100000

69,17:00-17:15,13.08,9.18,6.74,28,0,15.28,14.267492,12,7.5,15.48,65.38,18.4,0,7.5,10,0,0,22.5,12.68,0,5,15.28,10.14,5.770000,77.520000,1.110000,96.120000,100.680000,2.620000,48.060000,6.730000,144.180000,48.060000,0.000000,21.150000,2.550000,100.930000,18.260000,0.000000,2.550000,24.030000,270.340000,0.000000,0.000000,30.760000,86.700000,0.850000,30.760000,1.430000,114.910000,11.530000,8.170000,0.000000,1.290000,260.100000

70,17:15-17:30,8.81,9.84,2.24,14,0,15.34,9.184455,6,7.5,5.49,44.07,7.74,0,7.5,3,0,0,22.5,9.02,0,1,15.34,10.08,5.770000,77.520000,1.110000,96.120000,100.680000,1.490000,48.060000,6.730000,144.180000,48.060000,0.000000,22.110000,1.450000,100.930000,18.260000,0.000000,1.450000,33.640000,270.340000,0.000000,0.000000,30.760000,86.700000,0.850000,30.760000,1.430000,114.910000,11.530000,8.170000,0.000000,1.290000,260.100000

71,17:30-17:45,4.85,8.67,0,7,0,15.67,4.120856,3,7.58,0,24.23,1.67,0,7.59,1,0,0,22.76,4.72,0,1,15.67,13.08,5.770000,77.520000,1.070000,96.120000,100.680000,0.730000,48.060000,6.730000,144.180000,48.060000,0.000000,22.110000,0.710000,100.930000,18.260000,0.000000,0.710000,103.810000,270.340000,0.000000,0.000000,30.760000,86.700000,0.850000,30.760000,1.430000,114.910000,11.530000,8.170000,0.000000,1.290000,260.100000

72,17:45-18:00,2.13,9.1,0,0,0,15.75,0.427636,0,8.08,0,10.64,0.33,0,8.09,0,0,0,24.26,0.36,0,0,15.75,13.41,5.770000,77.520000,1.070000,96.120000,100.680000,0.270000,48.060000,6.730000,144.180000,48.060000,0.000000,22.110000,0.270000,100.930000,18.260000,0.000000,0.270000,103.810000,270.340000,0.000000,0.000000,30.760000,86.700000,0.850000,30.760000,1.430000,114.910000,11.530000,8.170000,0.000000,1.290000,260.100000

73,18:00-18:15,0.57,9.29,0,0,0,15.95,0,0,8.29,0,2.88,0,0,8.28,0,0,0,24.85,0,0,0,15.95,13.65,5.770000,0.000000,1.070000,96.120000,100.680000,0.070000,48.060000,6.730000,0.000000,48.060000,0.000000,23.070000,0.070000,100.930000,18.260000,0.000000,0.070000,104.770000,270.340000,28.840000,0.000000,30.760000,86.700000,0.850000,30.760000,1.430000,114.910000,11.530000,8.170000,0.000000,1.370000,260.100000

74,18:15-18:30,0,9.58,0,0,0,16.07,0,0,8.54,0,0,0,0,8.54,0,0,0,25.61,0,0,0,16.07,13.78,5.770000,0.000000,1.070000,96.120000,100.680000,0.000000,48.060000,6.730000,0.000000,48.060000,0.000000,23.070000,0.000000,100.930000,18.260000,0.000000,0.000000,104.770000,270.340000,28.840000,0.000000,30.760000,86.700000,0.850000,30.760000,1.430000,114.910000,11.530000,8.170000,0.000000,1.370000,260.100000

75,18:30-18:45,0,8.23,0,0,0,16.17,0,0,7.5,0,0,0,0,7.5,0,0,0,22.5,0,0,0,16.17,18.11,5.770000,0.000000,1.070000,96.120000,100.680000,0.000000,48.060000,6.730000,0.000000,48.060000,0.000000,23.070000,0.000000,100.930000,18.260000,0.000000,0.000000,108.620000,270.340000,28.840000,0.000000,30.760000,86.700000,0.850000,30.760000,1.430000,114.910000,11.530000,8.170000,0.000000,1.370000,260.100000

76,18:45-19:00,0,8.14,0,0,0,16.29,0,0,7.5,0,0,0,0,7.5,0,0,0,22.5,0,0,0,16.29,18.71,5.770000,0.000000,1.070000,96.120000,100.680000,0.000000,48.060000,6.730000,0.000000,48.060000,0.000000,23.070000,0.000000,100.930000,18.260000,0.000000,0.000000,108.620000,270.340000,28.840000,0.000000,30.760000,86.700000,0.850000,30.760000,1.430000,114.910000,11.530000,8.170000,0.000000,1.370000,260.100000

77,19:00-19:15,0,7.99,0,0,0,16.4,0,0,7.5,0,0,0,0,7.5,0,0,0,22.5,0,0,0,16.4,19.11,5.770000,0.000000,1.030000,96.120000,100.680000,0.000000,48.060000,6.730000,0.000000,48.060000,0.000000,23.070000,0.000000,100.930000,18.260000,0.000000,0.000000,87.470000,270.340000,28.840000,0.000000,30.760000,86.700000,0.850000,30.760000,1.430000,114.910000,11.530000,8.170000,0.000000,1.370000,260.100000

78,19:15-19:30,0,7.99,0,0,0,16.51,0,0,7.5,0,0,0,0,7.5,0,0,0,22.5,0,0,0,16.51,18.95,5.770000,0.000000,1.030000,96.120000,100.680000,0.000000,48.060000,6.730000,0.000000,48.060000,0.000000,23.070000,0.000000,100.930000,18.260000,0.000000,0.000000,97.080000,270.340000,28.840000,0.000000,30.760000,86.700000,0.850000,30.760000,1.430000,114.910000,11.530000,8.170000,0.000000,1.370000,260.100000

79,19:30-19:45,0,9.73,0,0,0,30.11,0,0,7.5,0,0,0,0,7.5,0,0,0,22.5,0,0,0,30.11,15.31,5.770000,0.000000,1.030000,96.120000,100.680000,0.000000,48.060000,6.730000,0.000000,48.060000,0.000000,23.070000,0.000000,100.930000,18.260000,0.000000,0.000000,61.520000,270.340000,28.840000,0.000000,30.760000,86.700000,0.850000,30.760000,1.430000,114.910000,11.530000,8.170000,0.000000,1.370000,260.100000

80,19:45-20:00,0,9.77,0,0,0,30.38,0,0,7.5,0,0,0,0,7.5,0,0,0,22.5,0,0,0,30.38,15.25,5.770000,0.000000,1.030000,96.120000,100.680000,0.000000,48.060000,6.730000,0.000000,48.060000,0.000000,23.070000,0.000000,100.930000,18.260000,0.000000,0.000000,58.630000,270.340000,28.840000,0.000000,30.760000,86.700000,0.850000,30.760000,1.430000,114.910000,11.530000,8.170000,0.000000,1.370000,260.100000

81,20:00-20:15,0,13.41,0,0,0,31.22,0,0,12.26,0,0,0,0,12.25,0,0,0,36.76,0,0,0,31.22,15.17,5.770000,0.000000,1.030000,0.000000,100.680000,0.000000,48.060000,6.730000,0.000000,48.060000,0.000000,23.070000,0.000000,0.000000,18.260000,0.000000,0.000000,0.000000,270.340000,0.000000,0.000000,30.760000,86.700000,0.850000,30.760000,1.380000,114.910000,11.530000,8.170000,0.000000,1.370000,260.100000

82,20:15-20:30,0,13.27,0,0,0,31.79,0,0,13.08,0,0,0,0,13.09,0,0,0,39.26,0,0,0,31.79,15.13,5.770000,0.000000,1.030000,0.000000,100.680000,0.000000,48.060000,6.730000,0.000000,48.060000,0.000000,23.070000,0.000000,0.000000,18.260000,0.000000,0.000000,0.000000,270.340000,0.000000,0.000000,30.760000,86.700000,0.850000,30.760000,1.380000,114.910000,11.530000,8.170000,0.000000,1.370000,260.100000

83,20:30-20:45,0,13.03,0,0,0,32.71,0,0,14.19,0,0,0,0,14.21,0,0,0,42.62,0,0,0,32.71,15.11,5.770000,0.000000,1.030000,0.000000,100.680000,0.000000,48.060000,6.730000,0.000000,48.060000,0.000000,23.070000,0.000000,0.000000,18.260000,0.000000,0.000000,0.000000,270.340000,0.000000,0.000000,30.760000,86.700000,0.850000,30.760000,1.380000,114.910000,11.530000,8.170000,0.000000,1.370000,260.100000

84,20:45-21:00,0,12.96,0,0,0,33.44,0,0,14.97,0,0,0,0,14.98,0,0,0,44.94,0,0,0,33.44,15.1,5.770000,0.000000,1.030000,0.000000,100.680000,0.000000,48.060000,6.730000,0.000000,48.060000,0.000000,23.070000,0.000000,0.000000,18.260000,0.000000,0.000000,0.000000,270.340000,0.000000,0.000000,30.760000,86.700000,0.850000,30.760000,1.380000,114.910000,11.530000,8.170000,0.000000,1.370000,260.100000

85,21:00-21:15,0,12.85,0,0,0,33.37,0,0,15.28,0,0,0,0,15.27,0,0,0,45.83,0,0,0,33.37,15.07,5.770000,0.000000,0.990000,0.000000,100.680000,0.000000,48.060000,6.730000,0.000000,48.060000,0.000000,23.070000,0.000000,0.000000,18.260000,0.000000,0.000000,0.000000,270.340000,0.000000,0.000000,30.760000,86.700000,0.770000,30.760000,1.380000,114.910000,11.530000,8.170000,0.000000,1.370000,260.100000

86,21:15-21:30,0,12.74,0,0,0,33.18,0,0,15.44,0,0,0,0,15.44,0,0,0,46.31,0,0,0,33.18,14.94,5.770000,0.000000,0.990000,0.000000,100.680000,0.000000,48.060000,6.730000,0.000000,48.060000,0.000000,23.070000,0.000000,0.000000,18.260000,0.000000,0.000000,0.000000,270.340000,0.000000,0.000000,30.760000,86.700000,0.770000,30.760000,1.380000,114.910000,11.530000,8.170000,0.000000,1.370000,260.100000

87,21:30-21:45,0,16.82,0,0,0,35.11,0,0,15.45,0,0,0,0,15.47,0,0,0,46.4,0,0,0,35.11,14.64,5.770000,0.000000,0.990000,0.000000,81.700000,0.000000,48.060000,6.730000,0.000000,48.060000,0.000000,23.070000,0.000000,0.000000,18.260000,0.000000,0.000000,0.000000,270.340000,0.000000,0.000000,25.320000,85.840000,0.770000,25.320000,1.380000,114.910000,11.530000,8.170000,0.000000,1.370000,257.470000

88,21:45-22:00,0,16.7,0,0,0,35.04,0,0,15.45,0,0,0,0,15.46,0,0,0,46.38,0,0,0,35.04,14.79,5.770000,0.000000,0.990000,0.000000,81.700000,0.000000,48.060000,6.730000,0.000000,48.060000,0.000000,23.070000,0.000000,0.000000,18.260000,0.000000,0.000000,0.000000,270.340000,0.000000,0.000000,25.320000,85.840000,0.770000,25.320000,1.380000,114.910000,11.530000,8.170000,0.000000,1.370000,257.470000

89,22:00-22:15,0,16.42,0,0,0,40.07,0,0,18.54,0,0,0,0,18.56,0,0,0,55.67,0,0,0,40.07,14.47,5.770000,152.330000,0.950000,0.000000,52.870000,0.000000,48.060000,6.730000,0.000000,48.060000,24.500000,23.070000,0.000000,0.000000,18.260000,57.240000,0.000000,0.000000,270.340000,0.000000,0.000000,25.860000,75.250000,0.770000,25.860000,1.380000,114.910000,11.530000,8.170000,0.000000,1.290000,235.420000

90,22:15-22:30,0,16.1,0,0,0,39.96,0,0,18.51,0,0,0,0,18.52,0,0,0,55.56,0,0,0,39.96,13.86,5.770000,152.330000,0.950000,0.000000,52.870000,0.000000,48.060000,6.730000,0.000000,48.060000,24.500000,23.070000,0.000000,0.000000,18.260000,57.240000,0.000000,0.000000,270.340000,0.000000,0.000000,25.860000,75.250000,0.770000,25.860000,1.380000,114.910000,11.530000,8.170000,0.000000,1.290000,235.420000

91,22:30-22:45,0,15.77,0,0,0,39.85,0,0,18.49,0,0,0,0,18.47,0,0,0,55.42,0,0,0,39.85,14,5.770000,152.330000,0.950000,0.000000,52.870000,0.000000,48.060000,6.730000,0.000000,48.060000,24.500000,23.070000,0.000000,0.000000,18.260000,57.240000,0.000000,0.000000,270.340000,0.000000,0.000000,25.860000,75.250000,0.770000,25.860000,1.380000,114.910000,11.530000,8.170000,0.000000,1.290000,235.420000

92,22:45-23:00,0,15.6,0,0,0,39.7,0,0,18.37,0,0,0,0,18.37,0,0,0,55.11,0,0,0,39.7,14,5.770000,152.330000,0.950000,0.000000,52.870000,0.000000,48.060000,6.730000,0.000000,48.060000,24.500000,23.070000,0.000000,0.000000,18.260000,57.240000,0.000000,0.000000,270.340000,0.000000,0.000000,25.860000,56.350000,0.770000,25.860000,1.380000,114.910000,11.530000,8.170000,0.000000,1.290000,198.230000

93,23:00-23:15,0,15.44,0,0,0,33.44,0,0,17.92,0,0,0,0,17.92,0,0,0,53.76,0,0,0,33.44,14,5.770000,152.330000,0.950000,0.000000,52.870000,0.000000,48.060000,6.730000,0.000000,48.060000,24.500000,23.070000,0.000000,0.000000,18.260000,57.240000,0.000000,0.000000,230.690000,0.000000,0.000000,25.860000,56.350000,0.690000,25.860000,1.380000,114.910000,11.530000,8.170000,0.000000,1.290000,169.390000

94,23:15-23:30,0,15.26,0,0,0,33.04,0,0,17.58,0,0,0,0,17.59,0,0,0,52.76,0,0,0,33.04,14,5.770000,152.330000,0.950000,0.000000,52.870000,0.000000,48.060000,6.730000,0.000000,48.060000,24.500000,23.070000,0.000000,0.000000,18.260000,57.240000,0.000000,0.000000,192.240000,0.000000,0.000000,25.860000,56.350000,0.690000,25.860000,1.380000,114.910000,11.530000,8.170000,0.000000,1.290000,169.390000

95,23:30-23:45,0,15.18,0,0,0,32.44,0,0,17.21,0,0,0,0,17.2,0,0,0,51.61,0,0,0,32.44,14,5.770000,152.330000,0.950000,0.000000,52.870000,0.000000,48.060000,6.730000,0.000000,48.060000,24.500000,23.070000,0.000000,0.000000,18.260000,57.240000,0.000000,0.000000,192.240000,0.000000,0.000000,25.860000,56.350000,0.690000,25.860000,1.380000,114.910000,11.530000,8.170000,0.000000,1.290000,169.390000

96,23:45-24:00,0,15.07,0,0,0,31.9,0,0,17.21,0,0,0,0,17.2,0,0,0,51.61,0,0,0,31.9,14,5.770000,152.330000,0.950000,0.000000,52.870000,0.000000,48.060000,6.730000,0.000000,48.060000,24.500000,23.070000,0.000000,0.000000,18.260000,57.240000,0.000000,0.000000,192.240000,0.000000,0.000000,25.860000,56.350000,0.690000,25.860000,1.380000,114.910000,11.530000,8.170000,0.000000,1.290000,169.390000

