Block,Time,URI2,NAPP,RAMPUR,UNCHAHAR4,BSIUL,JHAJJAR,TANDA2,RIHAND3,RIHAND1,RAPPC,CHAMERA1,KOLDAM,NJPC,AURY_RF,RAPPB,CHAMERA3,ANTA_CRF,DADRI_GF,TANAKPUR,SINGRAULI_HYDRO,UNCHAHAR1,KISHANGANGA,SINGRAULI,DADRI_RF,AURY_GF,ANTA_RF,AURY_LF,ANTA_GF,DULHASTI,DHAULIGNGA,SEWA2,UNCHAHAR2,URI,ANTA_LF,UNCHAHAR3,KHSTPP-I,DADRI_LF,TALA,PARBATI3,RIHAND2,FSTPP I & II,KHSTPP-II,SALAL,KOTESHWR,DADRI_CRF,AURY_CRF,DADRT2,BRBCL,CHAMERA2,TEHRI,SASAN,KUDGI,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
1,00:00-00:15,33.472660,40.551227,1.710148,0.784080,0.000000,458.993075,1.348163,121.285842,90.333760,53.424540,41.294880,2.594839,154.897106,0.000000,0.000000,29.595238,0.000000,0.000000,11.780076,1.053724,13.176126,2.114555,137.456000,0.000000,0.000000,0.000000,0.000000,0.000000,50.323618,37.147370,16.058021,36.089363,45.952896,0.000000,16.379818,38.345384,0.000000,8.537760,19.445122,115.763120,14.970604,142.795004,74.237856,16.944563,0.365130,0.000000,311.838199,18.606802,40.524901,33.910814,405.369360,24.20,0,0,0,0,0

2,00:15-00:30,33.472660,40.551227,1.710148,0.784080,0.000000,362.193075,1.348163,121.285842,90.333760,53.424540,41.294880,2.594839,154.897106,0.000000,0.000000,29.595238,0.000000,0.000000,11.780076,1.053724,13.176126,2.114555,137.456000,0.000000,0.000000,0.000000,0.000000,0.000000,50.323618,37.147370,16.058021,36.089363,45.952896,0.000000,16.379818,38.345384,0.000000,8.537760,19.445122,115.763120,14.970604,142.795004,74.237856,16.944563,0.365130,0.000000,311.838199,15.312101,40.524901,33.910814,405.369360,24.20,0,0,0,0,0

3,00:30-00:45,33.472660,40.551227,1.710148,0.784080,0.000000,270.614099,1.348163,97.028673,90.333760,53.424540,41.294880,2.594839,154.897106,0.000000,0.000000,29.595238,0.000000,0.000000,11.780076,1.053724,13.176126,2.114555,137.456000,0.000000,0.000000,0.000000,0.000000,0.000000,50.323618,37.147370,16.058021,36.089363,45.952896,0.000000,16.379818,38.345384,0.000000,8.537760,19.445122,115.763120,14.970604,142.795004,73.113040,7.973913,0.365130,0.000000,311.838199,13.710241,40.524901,33.910814,405.369360,24.20,0,0,0,0,0

4,00:45-01:00,33.472660,40.551227,1.710148,0.784080,0.000000,238.289075,1.348163,97.028673,90.333760,53.424540,41.294880,2.594839,154.897106,0.000000,0.000000,29.595238,0.000000,0.000000,11.780076,1.053724,13.176126,2.114555,137.456000,0.000000,0.000000,0.000000,0.000000,0.000000,50.323618,37.147370,16.058021,36.089363,45.952896,0.000000,16.379818,38.345384,0.000000,8.537760,19.445122,115.763120,14.970604,142.795004,73.113040,7.973913,0.365130,0.000000,311.838199,10.925999,40.524901,33.910814,405.369360,24.20,0,0,0,0,0

5,01:00-01:15,33.472660,40.551227,1.710148,0.784080,0.000000,238.289075,1.348163,97.028673,90.333760,53.424540,41.294880,2.594839,154.897106,0.000000,0.000000,29.595238,0.000000,0.000000,11.780076,1.053724,13.176126,2.114555,137.456000,0.000000,0.000000,0.000000,0.000000,0.000000,50.323618,37.147370,16.058021,36.089363,45.952896,0.000000,16.379818,35.305380,0.000000,8.537760,6.481707,115.763120,14.970604,142.795004,71.988224,7.973913,0.365130,0.000000,253.758199,12.262435,40.524901,25.433111,405.369360,24.20,0,0,0,0,0

6,01:15-01:30,33.472660,40.551227,1.710148,0.784080,0.000000,238.289075,1.348163,97.028673,90.333760,53.424540,41.294880,2.594839,154.897106,0.000000,0.000000,29.595238,0.000000,0.000000,11.780076,1.053724,13.176126,2.114555,137.456000,0.000000,0.000000,0.000000,0.000000,0.000000,50.323618,37.147370,16.058021,36.089363,45.952896,0.000000,16.379818,35.305380,0.000000,8.537760,6.481707,115.763120,14.970604,142.795004,71.988224,7.973913,0.365130,0.000000,195.865528,11.335446,40.524901,16.955407,405.369360,24.20,0,0,0,0,0

7,01:30-01:45,33.472660,40.551227,1.710148,0.784080,0.000000,238.289075,1.348163,97.028673,90.333760,53.424540,41.294880,2.594839,154.897106,0.000000,0.000000,29.595238,0.000000,0.000000,11.780076,1.053724,13.176126,2.114555,137.456000,0.000000,0.000000,0.000000,0.000000,0.000000,50.323618,37.147370,16.058021,36.089363,45.952896,0.000000,16.379818,35.305380,0.000000,8.537760,19.445122,115.763120,14.970604,142.795004,69.738592,7.973913,0.365130,0.000000,180.907514,10.289821,40.524901,16.955407,405.369360,24.20,0,0,0,0,0

8,01:45-02:00,33.472660,40.551227,1.710148,0.784080,0.000000,238.289075,1.348163,97.028673,90.333760,53.424540,41.294880,2.594839,154.897106,0.000000,0.000000,29.595238,0.000000,0.000000,11.780076,1.053724,13.176126,2.114555,137.456000,0.000000,0.000000,0.000000,0.000000,0.000000,50.323618,37.147370,16.058021,36.089363,45.952896,0.000000,16.379818,35.305380,0.000000,8.537760,19.445122,115.763120,14.970604,142.795004,69.738592,7.973913,0.365130,0.000000,180.907514,13.759886,40.524901,16.955407,405.369360,24.20,0,0,0,0,0

9,02:00-02:15,33.472660,40.551227,1.710148,0.784080,0.000000,238.289075,1.348163,103.497251,90.333760,53.424540,41.294880,2.594839,154.897106,0.000000,0.000000,29.595238,0.000000,0.000000,11.780076,1.053724,13.176126,2.114555,137.456000,0.000000,0.000000,0.000000,0.000000,0.000000,50.323618,37.147370,16.058021,36.089363,45.952896,0.000000,16.379818,35.305380,0.000000,8.537760,19.445122,115.763120,14.970604,142.795004,64.114512,7.973913,0.000000,0.000000,181.409707,12.854905,40.524901,16.955407,405.369360,19.36,0,0,0,0,0

10,02:15-02:30,33.472660,40.551227,1.710148,0.784080,0.000000,238.289075,1.348163,103.497251,90.333760,53.424540,41.294880,2.594839,154.897106,0.000000,0.000000,29.595238,0.000000,0.000000,11.780076,1.053724,13.176126,2.114555,137.456000,0.000000,0.000000,0.000000,0.000000,0.000000,50.323618,37.147370,16.058021,36.089363,45.952896,0.000000,16.379818,35.305380,0.000000,8.537760,19.445122,115.763120,14.970604,142.795004,64.114512,7.973913,0.000000,0.000000,181.409707,13.111833,40.524901,16.955407,405.369360,19.36,0,0,0,0,0

11,02:30-02:45,33.472660,40.551227,1.710148,0.393575,0.000000,230.627095,1.348163,103.497251,90.333760,53.424540,41.294880,2.594839,154.897106,0.000000,0.000000,29.595238,0.000000,0.000000,11.780076,1.015406,11.593953,2.114555,137.456000,0.000000,0.000000,0.000000,0.000000,0.000000,50.323618,37.147370,16.058021,36.089363,50.227584,0.000000,13.901756,35.432962,0.000000,8.537760,32.408535,115.763120,14.970604,142.795004,64.114512,7.973913,0.000000,0.000000,181.409707,13.796430,40.524901,16.955407,405.369360,19.36,0,0,0,0,0

12,02:45-03:00,33.472660,40.551227,1.710148,0.393575,0.000000,230.627095,1.348163,103.497251,90.333760,53.424540,41.294880,2.594839,154.897106,0.000000,0.000000,29.595238,0.000000,0.000000,11.780076,1.015406,11.593953,2.114555,137.456000,0.000000,0.000000,0.000000,0.000000,0.000000,50.323618,37.147370,16.058021,23.499846,50.227584,0.000000,13.901756,23.873300,0.000000,8.537760,32.408535,115.763120,8.813446,113.508454,64.114512,7.973913,0.000000,0.000000,181.409707,12.669221,40.524901,16.955407,405.369360,19.36,0,0,0,0,0

13,03:00-03:15,32.789545,40.551227,1.710148,0.393575,0.000000,230.627095,1.348163,103.497251,90.333760,53.424540,41.294880,2.594839,154.897106,0.000000,0.000000,29.595238,0.000000,0.000000,11.160072,1.015406,11.593953,2.114555,137.456000,0.000000,0.000000,0.000000,0.000000,0.000000,50.323618,37.147370,16.058021,21.966187,45.952896,0.000000,13.901756,10.648000,0.000000,8.537760,32.408535,115.763120,8.813446,94.658590,64.114512,7.973913,0.000000,0.000000,181.409707,15.325203,40.524901,16.955407,405.369360,19.36,0,0,0,0,0

14,03:15-03:30,32.789545,40.551227,1.710148,0.393575,0.000000,230.627095,1.348163,103.497251,90.333760,53.424540,41.294880,2.594839,154.897106,0.000000,0.000000,29.595238,0.000000,0.000000,11.160072,1.015406,11.593953,2.114555,137.456000,0.000000,0.000000,0.000000,0.000000,0.000000,50.323618,37.147370,16.058021,21.966187,45.952896,0.000000,13.901756,10.648000,0.000000,8.537760,19.445122,115.763120,8.813446,94.658590,64.114512,7.973913,0.000000,0.000000,181.409707,15.284361,40.524901,16.955407,405.369360,19.36,0,0,0,0,0

15,03:30-03:45,32.789545,40.551227,1.710148,0.393575,0.000000,230.627095,1.348163,112.099886,90.333760,53.424540,41.294880,2.594839,154.897106,0.000000,0.000000,29.595238,0.000000,0.000000,11.160072,1.015406,11.593953,2.114555,137.456000,0.000000,0.000000,0.000000,0.000000,0.000000,50.323618,37.147370,16.058021,21.966187,45.952896,0.000000,13.901756,10.648000,0.000000,8.537760,19.445122,115.763120,8.813446,94.658590,64.114512,7.973913,0.000000,0.000000,181.409707,16.449852,40.524901,16.955407,405.369360,19.36,0,0,0,0,0

16,03:45-04:00,32.789545,40.551227,1.710148,0.393575,0.000000,230.627095,1.348163,121.285842,90.333760,53.424540,41.294880,2.594839,154.897106,0.000000,0.000000,29.595238,0.000000,0.000000,11.160072,1.015406,11.593953,2.114555,137.456000,0.000000,0.000000,0.000000,0.000000,0.000000,50.323618,37.147370,16.058021,21.966187,45.952896,0.000000,13.901756,10.648000,0.000000,8.537760,19.445122,115.763120,8.813446,94.658590,64.114512,7.973913,0.000000,0.000000,181.409707,16.311664,40.524901,8.477704,405.369360,19.36,0,0,0,0,0

17,04:00-04:15,32.789545,40.551227,1.710148,0.393575,0.000000,230.627095,1.348163,121.285842,90.333760,53.424540,41.294880,2.594839,154.897106,0.000000,0.000000,29.595238,0.000000,0.000000,11.160072,1.015406,11.593953,2.114555,137.456000,0.000000,0.000000,0.000000,0.000000,0.000000,50.323618,37.147370,16.058021,21.966187,50.227584,0.000000,13.901756,10.648000,0.000000,8.537760,19.445122,115.763120,8.813446,94.658590,64.114512,7.973913,0.000000,0.000000,181.409707,18.863033,40.524901,0.000000,405.369360,19.36,0,0,0,0,0

18,04:15-04:30,32.789545,40.551227,1.710148,0.393575,0.000000,230.627095,1.348163,121.285842,90.333760,53.424540,41.294880,2.594839,154.897106,0.000000,0.000000,29.595238,0.000000,0.000000,11.160072,1.015406,11.593953,2.114555,137.456000,0.000000,0.000000,0.000000,0.000000,0.000000,50.323618,37.147370,16.058021,21.966187,50.227584,0.000000,13.901756,10.648000,0.000000,8.537760,19.445122,115.763120,8.813446,94.658590,64.114512,7.973913,0.000000,0.000000,181.409707,19.359999,40.524901,0.000000,405.369360,19.36,0,0,0,0,0

19,04:30-04:45,32.789545,40.551227,1.710148,0.393575,0.000000,230.627095,1.348163,121.285842,90.333760,53.424540,41.294880,2.594839,154.897106,0.000000,0.000000,29.595238,0.000000,0.000000,11.160072,1.015406,11.593953,2.114555,137.456000,0.000000,0.000000,0.000000,0.000000,0.000000,50.323618,37.147370,16.058021,21.966187,45.952896,0.000000,13.901756,10.648000,0.000000,8.537760,19.445122,115.763120,8.813446,94.658590,64.114512,7.973913,0.000000,0.000000,181.409707,19.359999,40.524901,0.000000,405.369360,19.36,0,0,0,0,0

20,04:45-05:00,32.789545,40.551227,1.710148,0.393575,0.000000,230.627095,1.348163,121.285842,90.333760,53.424540,41.294880,2.594839,154.897106,0.000000,0.000000,29.595238,0.000000,0.000000,11.160072,1.015406,11.593953,2.114555,137.456000,0.000000,0.000000,0.000000,0.000000,0.000000,50.323618,37.147370,16.058021,21.966187,45.952896,0.000000,13.901756,10.648000,0.000000,8.537760,23.334145,115.763120,8.813446,94.658590,64.114512,7.973913,0.000000,0.000000,181.409707,16.467459,40.524901,0.000000,405.369360,19.36,0,0,0,0,0

21,05:00-05:15,32.789545,40.551227,1.710148,0.393575,0.000000,230.627095,1.348163,121.285842,90.333760,53.424540,41.294880,2.594839,154.897106,0.000000,0.000000,29.595238,0.000000,0.000000,11.160072,1.015406,11.593953,2.114555,137.456000,0.000000,0.000000,0.000000,0.000000,0.000000,50.323618,37.147370,16.058021,21.966187,45.952896,0.000000,13.901756,10.648000,0.000000,8.537760,25.926829,115.763120,8.813446,94.658590,64.114512,7.973913,0.000000,0.000000,181.409707,19.359999,40.524901,0.000000,405.369360,19.36,0,0,0,0,0

22,05:15-05:30,32.789545,40.551227,1.710148,0.393575,0.000000,230.627095,1.348163,121.285842,90.333760,53.424540,41.294880,2.594839,154.897106,0.000000,0.000000,29.595238,0.000000,0.000000,11.160072,1.015406,11.593953,2.114555,137.456000,0.000000,0.000000,0.000000,0.000000,0.000000,50.323618,37.147370,16.058021,21.966187,45.952896,0.000000,13.901756,10.648000,0.000000,8.537760,67.409755,115.763120,8.813446,94.658590,64.114512,7.973913,0.000000,0.000000,181.409707,18.188161,40.524901,0.000000,405.369360,19.36,0,0,0,0,0

23,05:30-05:45,32.789545,40.551227,1.710148,0.396144,0.000000,232.601450,1.348163,121.285842,90.333760,53.424540,41.294880,2.594839,154.897106,0.000000,0.000000,29.595238,0.000000,0.000000,11.160072,1.015406,11.593953,2.114555,137.456000,0.000000,0.000000,0.000000,0.000000,0.000000,50.323618,37.147370,16.058021,21.966187,45.952896,0.000000,13.934130,10.648000,0.000000,8.537760,67.409755,115.763120,8.813446,94.658590,64.114512,7.973913,0.000000,0.000000,181.409707,19.292398,40.524901,0.000000,405.369360,19.36,0,0,0,0,0

24,05:45-06:00,32.789545,40.551227,1.710148,0.396144,0.000000,232.601450,1.348163,121.285842,90.333760,53.424540,41.294880,2.594839,154.897106,0.000000,0.000000,29.595238,0.000000,0.000000,11.160072,1.015406,11.593953,2.114555,137.456000,0.000000,0.000000,0.000000,0.000000,0.000000,50.323618,37.147370,16.058021,21.966187,45.952896,0.000000,13.934130,10.648000,0.000000,8.537760,67.409755,115.763120,8.813446,94.658590,64.114512,7.973913,0.000000,0.000000,181.409707,19.359999,40.524901,0.000000,405.369360,19.36,0,0,0,0,0

25,06:00-06:15,32.789545,40.551227,1.710148,0.396144,0.000000,232.601450,1.348163,121.285842,90.333760,53.424540,41.294880,2.594839,154.897106,0.000000,0.000000,29.595238,0.000000,0.000000,11.160072,1.015406,11.593953,2.114555,137.456000,0.000000,0.000000,0.000000,0.000000,0.000000,50.323618,37.147370,16.058021,19.583151,45.952896,0.000000,13.934130,10.648000,0.000000,8.537760,67.409755,115.763120,8.813446,94.658590,64.114512,7.973913,0.000000,0.000000,181.409707,19.359999,40.524901,0.000000,405.369360,19.36,0,0,0,0,0

26,06:15-06:30,32.789545,40.551227,1.710148,0.393575,0.000000,230.627095,1.348163,121.285842,90.333760,53.424540,41.294880,2.594839,154.897106,0.000000,0.000000,29.595238,0.000000,0.000000,11.160072,1.015406,11.593953,2.114555,137.456000,0.000000,0.000000,0.000000,0.000000,0.000000,50.323618,37.147370,16.058021,19.583151,45.952896,0.000000,13.901756,10.648000,0.000000,8.537760,67.409755,115.763120,8.813446,94.658590,64.114512,7.973913,0.000000,0.000000,181.409707,19.359999,40.524901,0.000000,405.369360,19.36,0,0,0,0,0

27,06:30-06:45,32.789545,40.551227,1.710148,0.393575,0.000000,230.627095,1.348163,121.285842,90.333760,53.424540,41.294880,2.594839,154.897106,0.000000,0.000000,29.595238,0.000000,0.000000,11.160072,1.015406,11.593953,2.114555,137.456000,0.000000,0.000000,0.000000,0.000000,0.000000,50.323618,37.147370,16.058021,19.583151,45.952896,0.000000,13.901756,10.648000,0.000000,8.537760,67.409755,115.763120,8.813446,94.658590,64.114512,7.973913,0.000000,0.000000,181.409707,19.359999,40.524901,0.000000,405.369360,31.34,0,0,0,0,0

28,06:45-07:00,32.789545,40.551227,1.710148,0.393575,0.000000,230.627095,1.348163,121.285842,90.333760,53.424540,41.294880,2.594839,154.897106,0.000000,0.000000,29.595238,0.000000,0.000000,11.160072,1.015406,11.593953,2.114555,137.456000,0.000000,0.000000,0.000000,0.000000,0.000000,50.323618,37.147370,16.058021,19.583151,50.227584,0.000000,13.901756,10.648000,0.000000,8.537760,19.445122,115.763120,8.813446,94.658590,64.114512,7.973913,0.000000,0.000000,181.409707,19.359999,40.524901,0.000000,405.369360,33.88,0,0,0,0,0

29,07:00-07:15,32.789545,40.551227,1.710148,0.393575,0.000000,230.627095,1.348163,121.285842,90.333760,53.424540,41.294880,2.594839,154.897106,0.000000,0.000000,29.595238,0.000000,0.000000,11.160072,1.015406,11.593953,2.114555,137.456000,0.000000,0.000000,0.000000,0.000000,0.000000,50.323618,37.147370,16.058021,19.583151,50.227584,0.000000,13.901756,10.648000,0.000000,8.537760,19.445122,115.763120,8.813446,94.658590,64.114512,7.973913,0.000000,0.000000,181.409707,19.359999,40.524901,0.000000,405.369360,33.88,0,0,0,0,0

30,07:15-07:30,32.789545,40.551227,1.710148,0.393575,0.000000,230.627095,1.348163,121.285842,90.333760,53.424540,41.294880,2.594839,154.897106,0.000000,0.000000,29.595238,0.000000,0.000000,11.160072,1.015406,11.593953,2.114555,137.456000,0.000000,0.000000,0.000000,0.000000,0.000000,50.323618,37.147370,16.058021,19.583151,45.952896,0.000000,13.901756,10.648000,0.000000,8.537760,19.445122,115.763120,8.813446,94.658590,64.114512,7.973913,0.000000,0.000000,181.409707,19.359999,40.524901,0.000000,405.369360,33.88,0,0,0,0,0

31,07:30-07:45,32.789545,40.551227,1.710148,0.396144,6.344078,232.601450,1.348163,121.285842,90.333760,53.424540,41.294880,2.594839,154.897106,0.000000,0.000000,29.595238,0.000000,0.000000,11.160072,1.034565,11.593953,2.114555,137.456000,0.000000,0.000000,0.000000,0.000000,0.000000,50.323618,37.147370,16.058021,21.966187,45.952896,0.000000,13.934130,22.325662,0.000000,8.537760,19.445122,115.763120,8.813446,94.658590,64.114512,7.973913,0.000000,0.000000,181.409707,19.359999,40.524901,0.000000,405.369360,46.46,0,0,0,0,0

32,07:45:08:00,32.789545,40.551227,1.710148,0.396144,6.344078,232.601450,1.348163,121.285842,90.333760,53.424540,41.294880,2.594839,154.897106,0.000000,0.000000,29.595238,0.000000,0.000000,11.160072,1.034565,11.593953,2.114555,137.456000,0.000000,0.000000,0.000000,0.000000,0.000000,50.323618,37.147370,16.058021,23.499846,45.952896,0.000000,13.934130,22.325662,0.000000,8.537760,19.445122,115.763120,8.813446,94.658590,61.864880,7.973913,0.000000,0.000000,181.409707,19.359999,40.524901,0.000000,405.369360,55.18,0,0,0,0,0

