Block,Time,KHSTPP-I,KOTESHWR,NLCIIST1,NLCIIST2,NNTPP,RAMPUR,AURY_RF,BSIUL,RAPPB,RSTPSU1TO6,RSTPSU7,SIMHST1,DULHASTI,KHSTPP-II,NAPP,NTPL,TALA,TALST2,TANDA2,UNCHAHAR2,URI,URI2,ANTA_RF,DADRI_CRF,JHAJJAR,KISHANGANGA,KKNP,NLCTS2EXP,RIHAND2,SEWA2,SINGRAULI_HYDRO,ANTA_LF,DADRI_GF,DADRT2,NLCEXP,PARBATI3,ANTA_CRF,AURY_GF,CHAMERA1,DHAULIGNGA,KOLDAM,SALAL,TEHRI,VALLURNTECL,DADRI_LF,CHAMERA2,FSTPP I & II,KGSU1AND2,KGSU3AND4,KKNPPU2,KUDGI,NJPC,RAPPC,RIHAND1,SIMHST2,TANAKPUR,UNCHAHAR3,ANTA_GF,AURY_LF,DADRI_RF,BRBCL,CHAMERA3,MAPS,RIHAND3,SASAN,SINGRAULI,TelanganaSTPP,UNCHAHAR1,UNCHAHAR4,AURY_CRF
77,19:00-19:15,33.69,8.88,0,0,0,0,53.98,1.1,0,0,0,0,32.95,148.3,44.32,0,0,0,0,42.39,26.49,18.83,45.05,0,654.3,0,0,0,118.75,0,0,0,0,683.14,0,3.82,0,0,28.13,27.41,0,41.83,46.68,0,23.57,26.34,16.68,0,0,0,0,93.46,53.93,92,0,1.79,26.39,0,0,69.38,20,9.67,0,124.32,418.77,125.96,0,20.56,0,0

78,19:15-19:30,33.69,8.88,0,0,0,0,53.98,0,0,0,0,0,32.95,148.3,44.32,0,0,0,0,42.39,26.49,18.83,45.05,0,654.3,0,0,0,118.75,0,0,0,0,683.14,0,16.55,0,0,12.01,16.37,0,9.29,46.68,0,23.57,13.07,16.68,0,0,0,0,46.79,53.93,92,0,1.79,26.39,0,0,69.38,20,9.67,0,124.32,418.77,125.96,0,20.56,0,0

79,19:30-19:45,33.69,8.88,0,0,0,0,53.98,0,0,0,0,0,32.95,148.3,44.32,0,0,0,0,42.39,26.49,18.83,44.41,0,654.3,0,0,0,118.75,0,0,0,0,683.14,0,16.55,0,0,0,7.92,0,1.4,31.12,0,23.57,0,16.68,0,0,0,0,23.39,53.93,92,0,1.03,26.39,0,0,69.38,20,9.67,0,124.32,418.77,125.96,0,20.56,0,0

80,19:45-20:00,33.69,8.88,0,0,0,0,53.98,0,0,0,0,0,32.95,148.3,44.32,0,0,0,0,42.39,26.49,4.31,44.41,0,654.3,0,0,0,118.75,0,0,0,0,683.14,0,16.55,0,0,0,0,0,1.4,31.12,0,23.57,0,16.68,0,0,0,0,0,53.93,92,0,1.03,26.39,0,0,69.38,20,9.67,0,124.32,418.77,125.96,0,20.56,0,0

81,20:00-20:15,33.69,8.88,0,0,0,0,53.98,0,0,0,0,0,32.95,148.3,44.32,0,0,0,0,42.39,2.21,4.31,44.41,0,654.3,0,0,0,118.75,0,0,0,0,683.14,0,16.55,0,0,0,0,0,1.4,31.12,0,23.57,0,16.68,0,0,0,0,0,53.93,92,0,1.03,26.39,0,0,69.38,20,9.67,0,124.32,418.77,125.96,0,20.56,0,0

82,20:15-20:30,33.69,8.88,0,0,0,0,53.98,0,0,0,0,0,32.95,148.3,44.32,0,0,0,0,42.39,2.21,4.31,44.41,0,654.3,0,0,0,118.75,0,0,0,0,683.14,0,16.55,0,0,0,0,0,1.4,15.56,0,23.57,0,16.68,0,0,0,0,0,53.93,92,0,1.03,26.39,0,0,69.38,20,0,0,124.32,418.77,125.96,0,20.56,0,0

83,20:30-20:45,33.69,8.88,0,0,0,0,53.98,0,0,0,0,0,32.95,148.3,44.32,0,0,0,0,42.39,2.21,4.31,44.41,0,654.3,0,0,0,118.75,0,0,0,0,683.14,0,16.55,0,0,0,0,0,1.4,0,0,23.57,0,16.68,0,0,0,0,0,53.93,92,0,1.03,26.39,0,0,69.38,20,0,0,124.32,418.77,125.96,0,20.56,0,0

84,20:45-21:00,33.69,8.88,0,0,0,0,53.98,0,0,0,0,0,32.95,148.3,44.32,0,0,0,0,42.39,26.49,4.31,44.41,0,654.3,0,0,0,118.75,0,0,0,0,683.14,0,3.56,0,0,0,0,0,1.4,0,0,23.57,0,16.68,0,0,0,0,0,53.93,92,0,1.03,26.39,0,0,69.38,20,0,0,124.32,418.77,125.96,0,20.56,0,0

85,21:00-21:15,33.69,8.88,0,0,0,0,53.98,0,0,0,0,0,32.95,148.3,44.32,0,0,0,0,42.39,26.49,4.31,44.41,0,654.3,0,0,0,118.75,0,0,0,0,683.14,0,0,0,0,0,0,0,1.4,0,0,23.57,0,16.68,0,0,0,0,0,53.93,92,0,1.03,26.39,0,0,69.38,20,0,0,124.32,418.77,125.96,0,20.56,0,0

86,21:15-21:30,33.69,8.88,0,0,0,0,53.98,0,0,0,0,0,32.95,148.3,44.32,0,0,0,0,42.39,26.49,4.31,44.41,0,654.3,0,0,0,118.75,0,0,0,0,683.14,0,0,0,0,0,0,0,1.4,0,0,23.57,0,16.68,0,0,0,0,0,53.93,92,0,1.03,26.39,0,0,69.38,20,0,0,124.32,418.77,125.96,0,20.56,0,0

87,21:30-21:45,33.69,8.88,0,0,0,0,53.98,0,0,0,0,0,16.48,148.3,44.32,0,0,0,0,42.39,4.41,4.31,44.41,0,654.3,0,0,0,118.75,0,0,0,0,683.14,0,0,0,0,0,0,0,1.4,0,0,23.57,0,16.68,0,0,0,0,0,53.93,92,0,1.03,26.39,0,0,69.38,20,0,0,124.32,418.77,125.96,0,20.56,0,0

88,21:45-22:00,33.69,8.88,0,0,0,0,53.98,0,0,0,0,0,16.48,148.3,44.32,0,0,0,0,42.39,4.41,4.31,44.41,0,654.3,0,0,0,118.75,0,0,0,0,683.14,0,0,0,0,0,0,0,1.4,0,0,23.57,0,16.68,0,0,0,0,0,53.93,92,0,1.03,26.39,0,0,69.38,20,0,0,124.32,418.77,125.96,0,20.56,0,0

89,22:00-22:15,33.69,8.88,0,0,0,0,53.98,0,0,0,0,0,16.48,148.3,44.32,0,0,0,0,42.39,11.04,4.31,44.63,0,654.3,0,0,0,118.75,0,0,0,0,683.14,0,0,0,0,0,0,0,1.4,0,0,23.57,0,16.68,0,0,0,0,0,53.93,92,0,0.51,26.39,0,0,69.38,20,0,0,124.32,418.77,125.96,0,20.56,0,0

90,22:15-22:30,33.69,8.88,0,0,0,0,53.98,0,0,0,0,0,16.48,148.3,44.32,0,0,0,0,42.39,11.04,4.31,44.83,0,654.3,0,0,0,118.75,0,0,0,0,683.14,0,0,0,0,0,0,0,1.4,0,0,23.57,0,16.68,0,0,0,0,0,53.93,92,0,0.51,26.39,0,0,69.38,20,0,0,124.32,418.77,125.96,0,20.56,0,0

91,22:30-22:45,33.69,8.88,0,0,0,0,53.98,0,0,0,0,0,16.48,148.3,44.32,0,0,0,0,42.39,4.41,4.31,44.83,0,654.3,0,0,0,118.75,0,0,0,0,683.14,0,0,0,0,0,0,0,1.4,0,0,23.57,0,16.68,0,0,0,0,0,53.93,92,0,0.51,26.39,0,0,69.38,20,0,0,124.32,396.56,125.96,0,20.56,0,0

92,22:45-23:00,33.69,8.88,0,0,0,0,53.98,0,0,0,0,0,16.48,148.3,44.32,0,0,0,0,42.39,4.41,4.31,44.83,0,654.3,0,0,0,118.75,0,0,0,0,683.14,0,0,0,0,0,0,0,1.4,0,0,23.57,0,16.68,0,0,0,0,0,53.93,92,0,0,26.39,0,0,69.38,20,0,0,124.32,374.06,125.96,0,20.56,0,0

93,23:00-23:15,33.69,8.88,0,0,0,0,53.98,0,0,0,0,0,16.48,148.3,44.32,0,0,0,0,42.39,1.11,7.13,44.83,0,654.3,0,0,0,118.75,0,0,0,0,683.14,0,0,0,0,0,0,0,1.4,0,0,23.57,0,16.68,0,0,0,0,0,53.93,92,0,0,26.39,0,0,69.38,20,0,0,124.32,353.81,125.96,0,20.56,0,0

94,23:15-23:30,33.69,8.88,0,0,0,0,53.98,0,0,0,0,0,16.48,148.3,44.32,0,0,0,0,42.39,1.11,7.13,45.05,0,654.3,0,0,0,118.75,0,0,0,0,683.14,0,0,0,0,0,0,0,1.4,0,0,23.57,0,16.68,0,0,0,0,0,53.93,92,0,0,26.39,0,0,69.38,20,0,0,124.32,333.56,125.96,0,20.56,0,0

95,23:30-23:45,33.69,8.88,0,0,0,0,53.98,0,0,0,0,0,16.48,148.3,44.32,0,0,0,0,42.39,1.11,7.13,45.05,0,654.3,0,0,0,118.75,0,0,0,0,683.14,0,0,0,0,0,0,0,1.4,0,0,23.57,0,16.68,0,0,0,0,0,53.93,92,0,0,26.39,0,0,69.38,20,0,0,124.32,326.25,125.96,0,20.56,0,0

96,23:45-24:00,33.69,8.88,0,0,0,0,53.98,0,0,0,0,0,16.48,148.3,44.32,0,0,0,0,42.39,1.11,7.13,45.05,0,654.3,0,0,0,118.75,0,0,0,0,683.14,0,0,0,0,0,0,0,1.4,0,0,23.57,0,16.68,0,0,0,0,0,53.93,92,0,0,26.39,0,0,69.38,20,0,0,124.32,326.25,125.96,0,20.56,0,0

