Block,Time Block,FSTPP I & II,JHAJJAR,DHAULIGNGA,DULHASTI,KGSU1AND2,KGSU3AND4,ANTA_RF,UNCHAHAR1,UNCHAHAR4,VALLURNTECL,ANTA_LF,URI2,AURY_GF,UNCHAHAR3,ANTA_GF,AURY_CRF,TelanganaSTPP,UNCHAHAR2,URI,ANTA_CRF,DADRT2,TALST2,SASAN,SINGRAULI_HYDRO,SIMHST1,SALAL,SIMHST2,SEWA2,TALA,SINGRAULI,TEHRI,TANDA2,TANAKPUR,TEHRIPSP,RAPPC,RIHAND2,RSTPSU1TO6,RSTPSU7,RIHAND1,RAPPB,RAPPD,RAMPUR,RIHAND3,BSIUL,CHAMERA3,BRBCL,CHAMERA2,CHAMERA1,NLCEXP,NJPC,NLCIIST1,NTPL,NLCIIST2,PARBATI2,NAPP,NLCTS2EXP,NNTPP,PARBATI3,MAPS,KUDGI,KOTESHWR,KKNPPU2,KOLDAM,DADRI_CRF,DADRI_RF,AURY_RF,DADRI_LF,AURY_LF,DADRI_GF,KHSTPP-II,KISHANGANGA,KHSTPP-I,KKNP,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
53,13:00-13:15,16.56,117.9,42.38,38.4,0,0,0,10.95,1.93,0,0,32.66,0,13.39,0,0,0,23.38,42.68,0,4.98,0,337.25,1.12,0,51.65,0,0,30.68,145.78,0,3.74,11.51,0,66.26,119.04,0,0,88.08,0,24.78,6.8,125.21,6.3,33.91,19.81,47.26,38.94,0,175.07,0,0,0,56.1,23.79,0,0,57.19,0,0,10.09,0,10.29,0,0,0,0,0,0,143.32,8.47,44,0,0,0,0,0,0

54,13:15-13:30,16.56,117.9,42.38,38.4,0,0,0,10.95,1.93,0,0,32.66,0,13.39,0,0,0,23.38,42.68,0,4.98,0,337.25,1.12,0,51.65,0,0,30.68,145.78,0,3.74,11.51,0,66.26,119.04,0,0,88.08,0,24.78,6.8,125.21,6.3,33.91,18.6,47.26,38.94,0,175.07,0,0,0,56.1,23.79,0,0,57.19,0,0,10.09,0,10.29,0,0,0,0,0,0,143.32,8.47,44,0,0,0,0,0,0

55,13:30-13:45,16.56,117.9,42.38,38.4,0,0,0,10.95,1.93,0,0,32.66,0,13.39,0,0,0,23.38,42.68,0,4.98,0,337.25,1.12,0,67.38,0,0,30.68,145.78,0,3.74,11.51,0,66.26,119.04,0,0,88.08,0,24.78,6.8,125.21,12.6,33.91,18.07,47.26,38.94,0,175.07,0,0,0,56.1,23.79,0,0,57.19,0,0,10.09,0,10.29,0,0,0,0,0,0,143.32,8.47,44,0,0,0,0,0,0

56,13:45-14:00,16.56,117.9,42.38,38.4,0,0,0,10.95,1.93,0,0,32.66,0,13.39,0,0,0,23.38,42.68,0,4.98,0,337.25,1.12,0,79.73,0,0,30.68,145.78,0,3.74,11.51,0,66.26,119.04,0,0,88.08,0,24.78,6.8,125.21,12.6,33.91,19.72,47.26,38.94,0,175.07,0,0,0,56.1,23.79,0,0,57.19,0,0,10.09,0,10.29,0,0,0,0,0,0,143.32,8.47,44,0,0,0,0,0,0

57,14:00-14:15,17.8,129.5,42.38,38.4,0,0,0,10.95,1.93,0,0,32.66,0,13.39,0,0,0,23.38,42.68,0,0,0,337.25,1.12,0,79.73,0,0,30.68,145.78,0,3.74,11.51,0,66.26,119.04,0,0,88.08,0,24.78,6.8,125.21,12.6,33.91,19.23,47.26,38.94,0,175.07,0,0,0,56.1,23.79,0,0,57.19,0,0,10.09,0,10.29,0,0,0,0,0,0,143.32,8.47,38.23,0,0,0,0,0,0

58,14:15-14:30,19.73,129.5,42.38,38.4,0,0,0,10.95,1.93,0,0,32.66,0,13.39,0,0,0,23.38,42.68,0,4.98,0,337.25,1.12,0,79.73,0,0,30.68,145.78,0,3.74,11.51,0,66.26,119.04,0,0,88.08,0,24.78,6.8,125.21,12.6,33.91,21.3,47.26,38.94,0,175.07,0,0,0,56.1,23.79,0,0,57.19,0,0,10.09,0,10.29,0,0,0,0,0,0,143.32,8.47,44,0,0,0,0,0,0

59,14:30-14:45,19.73,134.33,42.38,38.4,0,0,0,14.02,1.93,0,0,32.66,0,18.82,0,0,0,31.29,35.74,0,56.05,0,337.25,1.12,0,79.73,0,0,30.97,145.78,0,3.74,11.51,0,66.26,119.04,0,0,88.08,0,24.78,6.8,125.21,12.6,33.91,21.53,47.26,38.94,0,175.07,0,0,0,56.1,23.79,0,0,57.19,0,0,10.09,0,10.29,0,0,0,0,0,0,143.32,8.47,44,0,0,0,0,0,0

60,14:45-15:00,19.73,134.33,42.38,38.4,0,0,0,15.16,1.93,0,0,32.66,0,18.82,0,0,0,31.29,35.74,0,95.09,0,337.25,1.12,0,79.73,0,0,30.97,145.78,0,3.74,11.51,0,66.26,119.04,0,0,88.08,0,24.78,6.8,125.21,12.6,33.91,20.21,47.26,38.94,0,175.07,0,0,0,56.1,23.79,0,0,57.19,0,0,10.09,0,10.29,0,0,0,0,0,0,143.32,8.47,44,0,0,0,0,0,0

61,15:00-15:15,19.73,134.33,42.38,38.4,0,0,0,15.16,1.93,0,0,27.21,0,18.82,0,0,0,31.29,35.74,0,126.98,0,337.25,1.12,0,79.73,0,0,31.25,145.78,0,3.74,11.51,0,66.26,118.58,0,0,87.94,0,24.78,6.8,124.91,12.6,33.91,18.76,47.26,38.94,0,175.07,0,0,0,56.1,23.79,0,0,57.19,0,0,10.09,0,10.29,0,0,0,0,0,0,143.32,8.47,44,0,0,0,0,0,0

62,15:15-15:30,19.73,134.33,42.38,38.4,0,0,0,15.16,1.93,0,0,27.21,0,18.82,0,0,0,31.29,35.74,0,136.65,0,337.25,1.12,0,79.73,0,0,31.25,145.78,0,3.74,11.51,0,66.26,118.58,0,0,88.08,0,24.78,6.8,124.91,12.6,33.91,20.16,47.26,40.73,0,175.07,0,0,0,56.1,23.79,0,0,57.19,0,0,10.09,0,10.29,0,0,0,0,0,0,143.32,8.47,44,0,0,0,0,0,0

63,15:30-15:45,19.73,134.33,42.38,38.4,0,0,0,15.16,1.93,0,0,27.21,0,18.82,0,0,0,31.29,35.74,0,132.78,0,337.25,1.12,0,79.73,0,0,31.25,145.78,0,3.74,11.51,0,66.26,118.58,0,0,88.08,0,24.78,6.8,124.91,12.6,33.91,20.4,47.26,40.73,0,175.07,0,0,0,5.1,23.79,0,0,0,0,0,10.09,0,10.29,0,0,0,0,0,0,143.32,8.47,44,0,0,0,0,0,0

64,15:45-16:00,19.73,134.33,42.38,38.4,0,0,0,15.16,1.93,0,0,27.21,0,18.82,0,0,0,31.29,35.74,0,128.92,0,337.25,1.12,0,79.73,0,0,31.2,145.78,0,3.74,11.51,0,66.26,118.58,0,0,88.08,0,24.78,6.8,124.91,12.6,33.91,20.1,47.26,40.73,0,175.07,0,0,0,5.1,23.79,0,0,0,0,0,10.09,0,10.29,0,0,0,0,0,0,143.32,8.47,44,0,0,0,0,0,0

65,16:00-16:15,16.5,122.73,42.38,38.4,0,0,0,15.16,1.93,0,0,27.21,0,18.82,0,0,0,31.29,35.74,0,87.35,0,337.25,1.12,0,79.73,0,0,29.23,145.58,0,3.74,5.57,0,66.26,118.58,0,0,88.08,0,24.78,6.8,124.91,12.6,33.91,20.89,47.26,40.73,0,175.07,0,0,0,0,23.79,0,0,0,0,0,10.09,0,10.29,0,0,0,0,0,0,143.32,8.47,44,0,0,0,0,0,0

66,16:15-16:30,16.5,122.73,42.38,38.4,0,0,0,15.16,1.93,0,0,27.21,0,18.82,0,0,0,31.29,35.74,0,76.72,0,337.25,1.12,0,79.73,0,0,29.19,145.58,0,3.74,5.57,0,66.26,118.58,0,0,88.08,0,24.78,6.8,124.91,12.6,33.91,20.52,47.26,40.73,0,175.07,0,0,0,0,23.79,0,0,0,0,0,10.09,0,10.29,0,0,0,0,0,0,143.32,8.47,44,0,0,0,0,0,0

67,16:30-16:45,16.5,122.73,42.38,38.4,0,0,0,15.16,1.93,0,0,27.21,0,18.82,0,0,0,31.29,42.68,0,69.96,0,337.25,1.12,0,80.4,0,0,29.12,145.58,0,3.74,5.57,0,66.26,118.58,0,0,88.08,0,24.78,6.8,124.91,12.6,33.91,19.15,47.26,40.73,0,175.07,0,0,0,0,23.79,0,0,0,0,0,10.09,0,10.29,0,0,0,0,0,0,143.32,8.47,44,0,0,0,0,0,0

68,16:45-17:00,16.5,122.73,42.38,38.4,0,0,0,15.16,1.93,0,0,27.21,0,18.82,0,0,0,31.29,42.68,0,60.29,0,337.25,1.12,0,80.4,0,0,29.04,145.58,0,3.74,11.51,0,66.26,118.58,0,0,88.08,0,24.78,6.8,124.91,12.6,33.91,17.63,47.26,40.73,0,175.07,0,0,0,0,23.79,0,0,0,0,0,10.09,0,10.29,0,0,0,0,0,0,143.32,8.47,43.36,0,0,0,0,0,0

69,17:00-17:15,18.94,134.33,42.38,38.4,0,0,0,18.39,1.93,0,0,27.21,0,22.47,0,0,0,37.01,42.68,0,4.98,0,337.25,1.12,0,80.4,0,0,28.95,145.58,0,3.74,12.38,0,66.26,118.58,0,0,88.08,0,24.78,6.8,124.91,6.3,33.91,21.43,47.26,40.73,0,175.07,0,0,0,0,23.79,0,0,0,0,0,10.09,0,10.29,0,0,0,0,0,0,143.32,8.47,44,0,0,0,0,0,0

70,17:15-17:30,19.73,134.33,42.38,38.4,0,0,0,18.39,1.93,0,0,27.21,0,22.47,0,0,0,37.01,42.68,0,4.98,0,337.25,1.12,0,80.4,0,0,28.87,145.58,0,3.74,12.38,0,66.26,118.58,0,0,87.83,0,24.78,6.8,124.91,6.3,33.91,23.69,47.26,40.73,0,175.07,0,0,0,0,23.79,0,0,0,0,0,10.09,0,10.29,0,0,0,0,0,0,143.32,8.47,44,0,0,0,0,0,0

71,17:30-17:45,19.73,134.33,42.38,38.4,0,0,0,20.32,1.93,0,0,27.21,0,22.47,0,0,0,37.01,50.6,0,53.15,0,337.25,1.12,0,80.4,0,0,28.69,145.58,10.87,3.74,12.38,0,66.26,118.58,0,0,87.63,0,24.78,6.8,124.91,6.3,33.91,21.8,47.26,40.73,0,175.07,0,0,0,0,23.79,0,0,0,0,0,10.09,0,10.29,0,0,0,0,0,0,143.32,8.47,44,0,0,0,0,0,0

72,17:45-18:00,19.73,134.33,42.38,38.4,0,0,0,20.77,1.93,0,0,27.21,0,26.51,0,0,0,43,50.6,0,101.47,0,337.25,1.12,0,80.4,0,0,28.5,145.58,10.87,3.74,12.38,0,66.26,118.58,0,0,87.18,0,24.78,6.8,124.91,6.3,33.91,22.27,47.26,40.73,0,175.07,0,0,0,0,23.79,0,0,0,0,0,10.09,0,10.29,0,0,0,0,0,0,143.32,8.47,44,0,0,0,0,0,0

73,18:00-18:15,19.73,134.33,42.38,38.4,0,0,0,20.77,1.93,0,0,27.21,0,26.51,0,0,0,43,50.6,0,149.79,0,337.25,1.12,0,80.4,0,0,28.28,145.58,21.76,3.74,12.38,0,66.26,118.58,0,0,88.08,0,24.78,6.8,124.91,12.6,33.91,19.51,47.26,40.73,0,175.07,0,0,0,0,23.79,0,0,0,0,0,10.09,0,10.29,0,0,0,0,0,0,143.32,8.47,44,0,0,0,0,0,0

74,18:15-18:30,19.73,134.33,42.38,38.4,0,0,0,20.77,1.93,0,0,27.21,0,22.47,0,0,0,39.91,50.6,0,198.11,0,337.25,1.12,0,80.4,0,0,28.04,145.58,32.64,3.74,12.38,0,66.26,118.58,0,0,88.08,0,24.78,6.8,124.91,12.6,33.91,18.63,47.26,40.73,0,175.07,0,0,0,0,23.79,0,0,0,0,0,10.09,0,10.29,0,0,0,0,0,0,143.32,8.47,44,0,0,0,0,0,0

75,18:30-18:45,19.73,143.01,42.38,38.4,0,0,0,18.73,2.31,0,0,27.21,0,23.01,0,0,0,37.6,42.68,0,221.77,0,337.25,1.12,0,80.4,0,0,27.84,150.35,43.53,5.03,12.38,57.08,66.26,121.49,0,0,90.15,0,24.78,6.8,127.92,12.6,33.91,20.79,47.26,40.73,0,175.07,0,0,0,0,23.79,0,0,0,0,0,10.09,0,10.29,0,0,0,0,0,0,143.32,8.47,44,0,0,0,0,0,0

76,18:45-19:00,19.73,143.01,42.38,38.4,0,0,0,18.73,2.31,0,0,27.21,0,23.01,0,0,0,37.6,42.68,0,242.06,0,337.25,1.12,0,80.4,0,6.1,27.71,150.35,43.53,6.17,12.38,57.08,66.26,121.49,0,0,90.17,0,24.78,6.8,127.92,12.6,33.91,19.37,47.26,40.73,0,175.07,0,0,0,0,23.79,0,0,0,0,0,10.09,0,10.29,0,0,0,0,0,0,143.32,8.47,44,0,0,0,0,0,0

77,19:00-19:15,19.73,172,42.38,38.4,0,0,0,21.1,2.31,0,0,32.66,0,27.05,0,0,0,42.68,42.68,0,312.77,0,337.25,1.12,0,80.4,0,12.2,27.11,150.35,43.53,6.17,12.38,57.08,66.26,121.49,0,0,90.17,0,24.78,6.8,127.92,12.6,33.91,20.55,47.26,40.73,0,175.07,0,0,0,0,23.79,0,0,0,0,0,20.18,0,10.29,0,0,0,0,0,0,143.32,8.47,44,0,0,0,0,0,0

78,19:15-19:30,19.73,200.99,44.49,38.4,0,0,0,21.1,2.31,0,0,32.66,0,27.05,0,0,0,43.11,42.68,0,417.95,0,337.25,1.12,0,80.4,0,12.2,27.17,150.35,43.53,6.17,12.38,57.08,66.26,121.49,0,0,90.17,0,24.78,6.98,127.92,19.77,35.65,20.57,49.74,40.85,0,176.73,0,0,0,0,23.79,0,0,0,0,0,33.64,0,10.29,0,0,0,0,0,0,143.32,8.57,44,0,0,0,0,0,0

79,19:30-19:45,19.73,227.08,44.49,38.4,0,0,0,21.1,2.31,0,0,32.66,0,27.05,0,0,0,43.11,42.68,0,507.99,0,337.25,1.12,0,79.96,0,18.52,27.33,150.35,43.53,6.17,12.38,57.08,66.26,121.49,0,0,90.17,0,24.78,6.98,127.92,19.77,35.65,23.47,49.74,40.85,0,176.73,0,0,0,0,23.79,0,0,0,0,0,33.64,0,10.29,0,0,0,0,0,0,143.32,8.57,44,0,0,0,0,0,0

80,19:45-20:00,19.73,227.08,44.49,38.4,0,0,0,21.1,2.31,0,0,32.66,0,27.05,0,0,0,43.11,42.68,0,571,0,337.25,1.12,0,79.96,0,18.52,27.56,150.35,43.53,6.17,12.38,57.08,66.26,121.49,0,0,90.17,0,24.78,6.98,127.92,19.77,35.65,23.28,49.74,40.85,0,176.73,0,0,0,0,23.79,0,0,0,0,0,33.64,0,10.29,0,0,0,0,0,0,143.32,8.57,44,0,0,0,0,0,0

81,20:00-20:15,19.73,227.08,44.49,38.4,0,0,0,21.1,2.31,0,0,32.66,0,27.05,0,0,0,43.11,37.34,0,571,0,337.25,1.12,0,79.96,0,18.52,26.88,150.35,43.53,6.17,11.51,57.08,66.26,121.49,0,0,90.17,0,24.78,6.98,127.92,19.77,35.65,24.15,49.74,40.85,0,176.73,0,0,0,0,23.79,0,0,0,0,0,33.64,0,10.29,0,0,0,0,0,0,143.32,8.57,44,0,0,0,0,0,0

82,20:15-20:30,19.73,227.08,44.49,38.4,0,0,0,21.1,2.31,0,0,32.66,0,27.05,0,0,0,43.11,37.34,0,571,0,337.25,1.12,0,79.96,0,18.52,27.17,150.35,43.53,6.17,11.51,57.08,66.26,121.49,0,0,90.17,0,24.78,6.98,127.92,19.77,35.65,21.99,49.74,40.85,0,176.73,0,0,0,0,23.79,0,0,0,0,0,33.64,0,10.29,0,0,0,0,0,0,143.32,8.57,44,0,0,0,0,0,0

83,20:30-20:45,19.73,226.12,44.49,38.4,0,0,0,21.1,2.31,0,0,32.66,0,27.05,0,0,0,43.11,37.34,0,571,0,337.25,1.12,0,79.96,0,18.37,27.17,150.35,43.53,6.17,11.51,57.08,66.26,121.49,0,0,90.17,0,24.78,6.98,127.92,19.77,35.65,24.15,49.74,40.85,0,176.73,0,0,0,0,23.79,0,0,0,0,0,33.64,0,10.29,0,0,0,0,0,0,143.32,8.57,44,0,0,0,0,0,0

84,20:45-21:00,19.73,226.12,44.49,38.4,0,0,0,21.1,2.31,0,0,32.66,0,27.05,0,0,0,43.11,37.34,0,571,0,337.25,1.12,0,79.96,0,18.37,27.3,150.35,43.53,6.17,11.51,57.08,66.26,121.49,0,0,90.17,0,24.78,6.98,127.92,19.77,35.65,23.72,49.74,40.85,0,176.73,0,0,0,0,23.79,0,0,0,0,0,33.64,0,10.29,0,0,0,0,0,0,143.32,8.57,44,0,0,0,0,0,0

85,21:00-21:15,19.73,226.12,44.49,38.4,0,0,0,21.1,2.31,0,0,32.66,0,27.05,0,0,0,43.11,37.34,0,571,0,337.25,1.12,0,79.96,0,18.37,27.45,150.35,43.53,6.17,11.51,57.08,66.26,121.49,0,0,90.17,0,24.78,6.98,127.92,19.77,35.65,20.19,49.74,40.85,0,176.73,0,0,0,0,23.79,0,0,0,0,0,33.64,0,10.29,0,0,0,0,0,0,143.32,8.57,44,0,0,0,0,0,0

86,21:15-21:30,19.73,226.12,42.38,38.4,0,0,0,21.1,2.31,0,0,32.66,0,27.05,0,0,0,43.11,37.34,0,571,0,337.25,1.12,0,79.96,0,18.37,27.59,136.53,43.53,6.17,11.51,57.08,66.26,121.49,0,0,90.17,0,24.78,6.8,127.92,6.3,33.91,24,47.26,40.73,0,175.07,0,0,0,0,23.79,0,0,0,0,0,30.27,0,10.29,0,0,0,0,0,0,143.32,8.47,44,0,0,0,0,0,0

87,21:30-21:45,19.73,226.12,42.38,38.4,0,0,0,21.1,2.31,0,0,32.66,0,27.05,0,0,0,43.11,36.27,0,571,0,337.25,1.12,0,79.96,0,18.37,27.73,136.53,43.53,6.17,11.51,57.08,66.26,121.49,0,0,90.17,0,24.78,6.8,127.92,6.3,33.91,22.79,47.26,40.73,0,175.07,0,0,0,0,23.79,0,0,0,0,0,30.27,0,10.29,0,0,0,0,0,0,143.32,8.47,44,0,0,0,0,0,0

88,21:45-22:00,19.73,226.12,44.49,38.4,0,0,0,21.1,2.31,0,0,32.66,0,27.05,0,0,0,43.11,36.27,0,571,0,337.25,1.12,0,79.96,0,18.37,27.87,136.53,43.53,6.17,11.51,57.08,66.26,121.49,0,0,90.17,0,24.78,6.98,127.92,19.77,35.65,20.78,49.74,40.85,0,176.73,0,0,0,0,23.79,0,0,0,0,0,33.64,0,10.29,0,0,0,0,0,0,143.32,8.57,44,0,0,0,0,0,0

89,22:00-22:15,19.73,226.12,44.49,38.4,0,0,0,21.1,2.31,0,0,32.66,0,27.05,0,0,0,43.11,35.21,0,571,0,337.25,1.12,0,79.96,0,18.37,28.02,136.53,43.53,6.17,11.51,57.08,66.26,121.49,0,0,90.17,0,24.78,6.98,127.92,19.77,35.65,21.72,49.74,40.85,0,176.73,0,0,0,0,23.79,0,0,0,0,0,33.64,0,10.29,0,0,0,0,0,0,143.32,8.57,44,0,0,0,0,0,0

90,22:15-22:30,19.73,226.12,44.49,38.4,0,0,0,21.1,2.31,0,0,32.66,0,27.05,0,0,0,43.11,35.21,0,571,0,337.25,1.12,0,79.96,0,18.37,28.16,136.53,43.53,6.17,11.51,57.08,66.26,121.49,0,0,90.17,0,24.78,6.98,127.92,19.77,35.65,23.26,49.74,40.85,0,176.73,0,0,0,0,23.79,0,0,0,0,0,33.64,0,10.29,0,0,0,0,0,0,143.32,8.57,44,0,0,0,0,0,0

91,22:30-22:45,19.73,226.12,44.49,38.4,0,0,0,21.1,2.31,0,0,32.66,0,27.05,0,0,0,43.11,35.21,0,571,0,337.25,1.12,0,79.96,0,18.37,28.3,150.35,43.53,6.17,11.51,57.08,66.26,121.49,0,0,90.17,0,24.78,6.98,127.92,19.77,35.65,18.97,49.74,40.85,0,176.73,0,0,0,0,23.79,0,0,0,0,0,33.64,0,10.29,0,0,0,0,0,0,143.32,8.57,44,0,0,0,0,0,0

92,22:45-23:00,19.73,226.12,42.38,38.4,0,0,0,21.1,2.31,0,0,32.66,0,27.05,0,0,0,43.11,35.21,0,571,0,337.25,1.12,0,79.96,0,12.2,28.43,150.35,43.53,6.17,11.51,57.08,66.26,121.49,0,0,90.17,0,24.78,6.8,127.92,12.6,33.91,18.36,47.26,40.73,0,175.07,0,0,0,0,23.79,0,0,0,0,0,20.18,0,10.29,0,0,0,0,0,0,143.32,8.47,44,0,0,0,0,0,0

93,23:00-23:15,19.73,226.12,42.38,38.4,0,0,0,21.1,2.31,0,0,32.66,0,27.05,0,0,0,43.11,35.21,0,571,0,337.25,1.12,0,79.96,0,0,27.98,150.35,43.53,6.17,11.51,57.08,66.26,121.49,0,0,90.17,0,24.78,6.8,127.92,12.6,33.91,21.38,47.26,40.73,0,175.07,0,0,0,0,23.79,0,0,0,0,0,10.09,0,10.29,0,0,0,0,0,0,143.32,8.47,44,0,0,0,0,0,0

94,23:15-23:30,19.73,226.12,42.38,38.4,0,0,0,21.1,2.31,0,0,32.66,0,27.05,0,0,0,43.11,35.21,0,571,0,337.25,1.12,0,79.96,0,0,27.98,150.35,43.53,6.17,11.51,57.08,66.26,121.49,0,0,90.17,0,24.78,6.8,127.92,12.6,33.91,21.08,47.26,40.73,0,175.07,0,0,0,0,23.79,0,0,0,0,0,10.09,0,10.29,0,0,0,0,0,0,143.32,8.47,44,0,0,0,0,0,0

95,23:30-23:45,19.73,226.12,42.38,38.4,0,0,0,21.1,2.31,0,0,32.66,0,27.05,0,0,0,43.11,35.21,0,571,0,337.25,1.12,0,79.96,0,0,28.07,150.35,43.53,6.17,11.51,57.08,66.26,121.49,0,0,90.17,0,24.78,6.8,127.92,12.6,33.91,18.74,47.26,40.73,0,175.07,0,0,0,0,23.79,0,0,0,0,0,10.09,0,10.29,0,0,0,0,0,0,143.32,8.47,44,0,0,0,0,0,0

96,23:45-24:00,19.73,226.12,42.38,38.4,0,0,0,21.1,2.31,0,0,32.66,0,27.05,0,0,0,43.11,35.21,0,571,0,337.25,1.12,0,79.96,0,0,28.07,150.35,43.53,6.17,11.51,57.08,66.26,121.49,0,0,90.17,0,24.78,6.8,127.92,12.6,33.91,18.25,47.26,40.73,0,175.07,0,0,0,0,23.79,0,0,0,0,0,10.09,0,10.29,0,0,0,0,0,0,143.32,8.47,44,0,0,0,0,0,0

