Time,Block,NR/2023/17165/A,NR/2023/14875/A,NR/2023/17510/F,NR/2023/17496/F,NR/2023/17746/C,WR/2023/19090/A,NR/2023/17263/F,NR/2023/17344/F,NR/2023/17402/F,NR/2023/17745/C,Total
21,05:00-05:15,62.910000,68.340000,1.010000,6.780000,5.820000,0.000000,159.210000,0.530000,0.000000,0,304.6

22,05:15-05:30,62.910000,68.340000,1.010000,6.780000,5.820000,0.000000,159.210000,0.530000,0.000000,0,304.6

23,05:30-05:45,62.910000,68.340000,1.010000,6.780000,5.820000,0.000000,159.210000,0.530000,0.000000,0,304.6

24,05:45-06:00,62.910000,68.340000,1.010000,6.780000,5.820000,0.000000,159.210000,0.530000,0.000000,0,304.6

25,06:00-06:15,62.910000,0.000000,1.010000,6.780000,5.820000,0.000000,0.000000,0.580000,161.300000,0,238.4

26,06:15-06:30,62.910000,0.000000,1.010000,6.780000,5.820000,0.000000,0.000000,0.580000,161.300000,0,238.4

27,06:30-06:45,62.910000,0.000000,1.010000,6.780000,5.820000,0.000000,0.000000,0.580000,161.300000,0.13,238.53

28,06:45-07:00,62.910000,0.000000,1.010000,6.780000,5.820000,0.000000,0.000000,0.580000,161.300000,0.47,238.87

29,07:00-07:15,62.910000,0.000000,1.010000,6.780000,5.820000,0.000000,0.000000,0.680000,161.300000,0.86,239.36

30,07:15-07:30,62.910000,0.000000,1.010000,6.780000,5.820000,0.000000,0.000000,0.680000,161.300000,1.35,239.85

31,07:30-07:45,62.910000,0.000000,1.010000,6.780000,5.820000,0.000000,0.000000,0.680000,161.300000,1.91,240.41

32,07:45:08:00,62.910000,0.000000,1.010000,6.780000,5.820000,0.000000,0.000000,0.680000,161.300000,2.51,241.01

33,08:00-08:15,62.910000,0.000000,1.010000,6.780000,5.820000,0.000000,0.000000,0.970000,161.300000,3.1,241.89

34,08:15-08:30,62.910000,0.000000,1.010000,6.780000,5.820000,0.000000,0.000000,0.970000,161.300000,3.66,242.45

35,08:30-08:45,62.910000,0.000000,1.010000,6.780000,5.820000,0.000000,0.000000,0.970000,161.300000,4.23,243.02

36,08:45:09:00,62.910000,0.000000,1.010000,6.780000,5.820000,0.000000,0.000000,0.970000,161.300000,4.81,243.6

37,09:00:09:15,62.910000,0.000000,1.010000,6.780000,5.820000,0.000000,0.000000,0.970000,161.300000,5.34,244.13

38,09:15-09:30,62.910000,0.000000,1.010000,6.780000,5.820000,0.000000,0.000000,0.970000,161.300000,5.61,244.4

39,09:30-09:45,62.910000,0.000000,1.010000,6.780000,5.820000,0.000000,0.000000,0.970000,161.300000,5.81,244.6

40,09:45-10:00,62.910000,0.000000,1.010000,6.780000,5.820000,0.000000,0.000000,0.970000,161.300000,5.9,244.69

41,10:00-10:15,62.910000,0.000000,1.010000,6.780000,5.730000,0.000000,0.000000,0.970000,161.300000,6.19,244.89

42,10:15-10:30,62.910000,0.000000,1.010000,6.780000,5.730000,0.000000,0.000000,0.970000,161.300000,6.39,245.09

43,10:30-10:45,62.910000,0.000000,1.010000,6.780000,5.730000,0.000000,0.000000,0.970000,161.300000,6.58,245.28

44,10:45-11:00,62.910000,0.000000,1.010000,6.780000,5.730000,0.000000,0.000000,0.970000,161.300000,6.78,245.48

45,11:00-11:15,62.910000,0.000000,1.010000,6.780000,5.730000,0.000000,0.000000,0.970000,161.300000,6.97,245.67

46,11:15-11:30,62.910000,0.000000,1.010000,6.780000,5.730000,0.000000,0.000000,0.970000,161.300000,7.16,245.86

47,11:30-11:45,62.910000,0.000000,1.010000,6.780000,5.730000,0.000000,0.000000,0.970000,161.300000,7.26,245.96

48,11:45-12:00,62.910000,0.000000,1.010000,6.780000,5.730000,0.000000,0.000000,0.970000,161.300000,7.36,246.06

49,12:00-12:15,62.910000,0.000000,1.010000,6.780000,5.730000,0.000000,0.000000,0.970000,161.300000,7.55,246.25

50,12:15-12:30,62.910000,0.000000,1.010000,6.780000,5.730000,0.000000,0.000000,0.970000,161.300000,7.94,246.64

51,12:30-12:45,62.910000,0.000000,1.010000,6.780000,5.730000,0.000000,0.000000,0.970000,161.300000,8.13,246.83

52,12:45-13:00,62.910000,0.000000,1.010000,6.780000,5.730000,0.000000,0.000000,0.970000,161.300000,8.52,247.22

53,13:00-13:15,62.910000,0.000000,1.010000,6.780000,5.730000,0.000000,0.000000,0.970000,161.300000,8.9,247.6

54,13:15-13:30,62.910000,0.000000,1.010000,6.780000,5.730000,0.000000,0.000000,0.970000,161.300000,8.52,247.22

55,13:30-13:45,62.910000,0.000000,1.010000,6.780000,5.730000,0.000000,0.000000,0.970000,161.300000,7.74,246.44

56,13:45-14:00,62.910000,0.000000,1.010000,6.780000,5.730000,0.000000,0.000000,0.970000,161.300000,7.16,245.86

57,14:00-14:15,62.910000,0.000000,1.010000,6.780000,5.730000,0.000000,0.000000,0.970000,161.300000,6.97,245.67

58,14:15-14:30,62.910000,0.000000,1.010000,6.780000,5.730000,0.000000,0.000000,0.970000,161.300000,6.68,245.38

59,14:30-14:45,62.910000,0.000000,1.010000,6.780000,5.730000,0.000000,0.000000,0.970000,161.300000,6.29,244.99

60,14:45-15:00,62.910000,0.000000,1.010000,6.780000,5.730000,0.000000,0.000000,0.970000,161.300000,6.22,244.92

61,15:00-15:15,62.910000,0.000000,1.010000,6.780000,5.820000,0.000000,0.000000,0.970000,161.300000,5.88,244.67

62,15:15-15:30,62.910000,0.000000,1.010000,6.780000,5.820000,0.000000,0.000000,0.970000,161.300000,5.45,244.24

63,15:30-15:45,62.910000,0.000000,1.010000,6.780000,5.820000,0.000000,0.000000,0.970000,161.300000,4.69,243.48

64,15:45-16:00,62.910000,0.000000,1.010000,6.780000,5.820000,0.000000,0.000000,0.970000,161.300000,4.11,242.9

65,16:00-16:15,62.910000,0.000000,1.010000,6.780000,5.910000,0.000000,0.000000,0.870000,161.300000,3.59,242.37

66,16:15-16:30,62.910000,0.000000,1.010000,6.780000,5.910000,0.000000,0.000000,0.870000,161.300000,3.19,241.97

67,16:30-16:45,62.910000,0.000000,1.010000,6.780000,5.910000,0.000000,0.000000,0.870000,161.300000,2.6,241.38

68,16:45-17:00,62.910000,0.000000,1.010000,6.780000,5.910000,0.000000,0.000000,0.870000,161.300000,1.92,240.7

69,17:00-17:15,62.910000,0.000000,1.010000,6.780000,6.010000,0.000000,0.000000,0.770000,161.300000,1.36,240.14

70,17:15-17:30,62.910000,0.000000,1.010000,6.780000,6.010000,0.000000,0.000000,0.770000,161.300000,0.84,239.62

71,17:30-17:45,62.910000,0.000000,1.010000,6.780000,6.010000,0.000000,0.000000,0.770000,161.300000,0.43,239.21

72,17:45-18:00,62.910000,0.000000,1.010000,6.780000,6.010000,0.000000,0.000000,0.770000,161.300000,0.23,239.01

73,18:00-18:15,62.910000,0.000000,1.010000,6.780000,6.100000,100.000000,0.000000,0.730000,0.000000,0.1,177.63

74,18:15-18:30,62.910000,0.000000,1.010000,6.780000,6.100000,100.000000,0.000000,0.730000,0.000000,0,177.53

75,18:30-18:45,62.910000,0.000000,1.010000,6.780000,6.100000,100.000000,0.000000,0.730000,0.000000,0,177.53

76,18:45-19:00,62.910000,0.000000,1.010000,6.780000,6.100000,100.000000,0.000000,0.730000,0.000000,0,177.53

77,19:00-19:15,62.910000,0.000000,1.010000,6.780000,6.190000,100.000000,0.000000,0.730000,0.000000,0,177.62

78,19:15-19:30,62.910000,0.000000,1.010000,6.780000,6.190000,100.000000,0.000000,0.730000,0.000000,0,177.62

79,19:30-19:45,62.910000,0.000000,1.010000,6.780000,6.190000,100.000000,0.000000,0.730000,0.000000,0,177.62

80,19:45-20:00,62.910000,0.000000,1.010000,6.780000,6.190000,100.000000,0.000000,0.730000,0.000000,0,177.62

81,20:00-20:15,62.910000,0.000000,1.010000,6.780000,6.190000,100.000000,0.000000,0.730000,0.000000,0,177.62

82,20:15-20:30,62.910000,0.000000,1.010000,6.780000,6.190000,100.000000,0.000000,0.730000,0.000000,0,177.62

83,20:30-20:45,62.910000,0.000000,1.010000,6.780000,6.190000,100.000000,0.000000,0.730000,0.000000,0,177.62

84,20:45-21:00,62.910000,0.000000,1.010000,6.780000,6.190000,100.000000,0.000000,0.730000,0.000000,0,177.62

85,21:00-21:15,62.910000,0.000000,1.010000,6.780000,6.100000,100.000000,0.000000,0.730000,0.000000,0,177.53

86,21:15-21:30,62.910000,0.000000,1.010000,6.780000,6.100000,100.000000,0.000000,0.730000,0.000000,0,177.53

87,21:30-21:45,62.910000,0.000000,1.010000,6.780000,6.100000,100.000000,0.000000,0.730000,0.000000,0,177.53

88,21:45-22:00,62.910000,0.000000,1.010000,6.780000,6.100000,100.000000,0.000000,0.730000,0.000000,0,177.53

89,22:00-22:15,62.910000,68.340000,1.010000,6.780000,6.010000,100.000000,159.210000,0.680000,0.000000,0,404.94

90,22:15-22:30,62.910000,68.340000,1.010000,6.780000,6.010000,100.000000,159.210000,0.680000,0.000000,0,404.94

91,22:30-22:45,62.910000,68.340000,1.010000,6.780000,6.010000,100.000000,159.210000,0.680000,0.000000,0,404.94

92,22:45-23:00,62.910000,68.340000,1.010000,6.780000,6.010000,100.000000,159.210000,0.680000,0.000000,0,404.94

93,23:00-23:15,62.910000,68.340000,1.010000,6.780000,5.910000,100.000000,159.210000,0.630000,0.000000,0,404.79

94,23:15-23:30,62.910000,68.340000,1.010000,6.780000,5.910000,100.000000,159.210000,0.630000,0.000000,0,404.79

95,23:30-23:45,62.910000,68.340000,1.010000,6.780000,5.910000,100.000000,159.210000,0.630000,0.000000,0,404.79

96,23:45-24:00,62.910000,68.340000,1.010000,6.780000,5.910000,100.000000,159.210000,0.630000,0.000000,0,404.79

