Block,Time,NR/01102023/30042040/GNA_LT_36,NR/03112023/30112023/HPX-TAMDLY-011123-05147,NR/01112023/30112023/HP-10,NR/03112023/30112023/IEX-231101-05680,NR/01112023/30112023/HP-09,NR/01102023/02122045/L_NR_2021_13,WR/01102023/24112044/L_NR_2020_07,NR/26072023/31072042/L_NR_2023_07,NR/01102023/06022042/L_NR_2012_07,NR/01102023/31052040/LT-31,L_NR_2019_19,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/08032047/L_NR_2021_14,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_35,WR/01102023/01102023/L_NR_2022_09,NR/01102023/31102037/L_NR_2019_11,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/L_NR_2019_05,NR/26072023/25122043/L_NR_2023_10,WR/01102023/31032046/L_NR_2020_05,NR/22102023/11042047/L_NR_2021_16,NR/21112023/30112023/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/01102023/06022042/L_NR_2012_02,WR/01102023/29112042/RUMS(L_NR_2019_07),SR/01102023/07102043/L_NR_2018_61,WR/01102023/01102023/L_NR_2020_06,WR/01102023/30052048/L_NR_2022_10,NR/30092023/31122025/SH-07,NR/30092023/26122029/SH-06,NR/01102023/23072042/L_NR_2012_04,NR/01102023/15082037/GNA_NR_2012_01,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/25072045/L_NR_2021_15,NR/01102023/05012040/L_NR_2020_02,NR/01102023/22052037/LT-59,SR/01112023/30112023/KSEB_BYPL-NOV23,NR/22102023/11042047/L_NR_2021_17,NR/01102023/13082046/L_NR_2021_12,NR/01102023/25122043/GNA_MEJA_DELHI
71,17:30-17:45,0.230000,48.200000,176.100000,48.200000,0.000000,0.9,25.05,2.1,86.960000,0.220000,0,26.030000,0,117.620000,0.220000,69.83,1.840000,18.32,0,0.9,75.14,1,96.410000,260.890000,0,13.01,25.03,69.83,23.300000,30.850000,271.150000,100.980000,0.91,3,2.080000,1.710000,144.62,1,4.52,0.000000

72,17:45-18:00,0.020000,48.200000,176.100000,48.200000,0.000000,0.28,23.83,0,86.960000,0.020000,0,26.030000,0,117.620000,0.020000,65.66,1.840000,17.49,0,0,71.5,0,96.410000,260.890000,0,12.51,23.84,65.66,23.300000,30.850000,271.150000,100.980000,0.47,1,2.080000,1.710000,144.62,0,1.38,0.000000

73,18:00-18:15,0.010000,48.200000,98.350000,48.200000,0.000000,0.04,22.5,0,86.960000,0.010000,0,26.030000,0,117.620000,0.010000,55,1.760000,16.86,0,0,67.5,0,96.410000,260.890000,0,16.05,22.5,55,23.300000,30.850000,271.150000,100.980000,0,0,2.080000,1.710000,144.62,0,0.22,0.000000

74,18:15-18:30,0.010000,48.200000,98.350000,48.200000,0.000000,0.02,20.83,0,86.960000,0.010000,0,26.030000,0,117.620000,0.010000,51.67,1.760000,16.08,0,0,62.5,0,96.410000,260.890000,0,15.81,20.84,51.67,23.300000,30.850000,271.150000,100.980000,0,0,2.080000,1.710000,144.62,0,0.1,0.000000

75,18:30-18:45,0.000000,48.200000,98.350000,48.200000,0.000000,0,23.17,0,86.960000,0.000000,0,26.030000,0,117.620000,0.000000,47.8,1.760000,16.96,0,0,69.5,0,96.410000,260.890000,0,15.71,23.16,47.8,19.660000,30.850000,271.150000,100.980000,0,0,2.080000,1.710000,144.62,0,0.03,0.000000

76,18:45-19:00,0.000000,48.200000,98.350000,48.200000,0.000000,0,22.67,0,86.960000,0.000000,0,26.030000,0,117.620000,0.000000,42.19,1.760000,16.42,0,0,68,0,96.410000,260.890000,0,15.45,22.66,42.19,25.030000,30.850000,271.150000,100.980000,0,0,2.080000,1.710000,144.62,0,0,0.000000

77,19:00-19:15,0.000000,48.200000,98.350000,48.200000,0.000000,0,22,0,86.960000,0.000000,0,25.070000,0,117.620000,0.000000,36.59,1.760000,15.56,0,0,66,0,96.410000,260.890000,0,15.31,22,36.59,25.670000,25.670000,271.150000,100.980000,0,0,2.080000,1.630000,144.62,0,0,0.000000

78,19:15-19:30,0.000000,48.200000,98.350000,48.200000,0.000000,0,21.17,0,86.960000,0.000000,0,25.070000,0,117.620000,0.000000,43.45,1.760000,14.66,0,0,63.5,0,96.410000,260.890000,0,15.01,21.16,43.45,25.670000,25.670000,271.150000,100.980000,0,0,2.080000,1.630000,144.62,0,0,0.000000

79,19:30-19:45,0.000000,48.200000,98.350000,48.200000,0.000000,0,20.33,0,86.960000,0.000000,0,25.070000,0,86.770000,0.000000,48.45,1.760000,14.23,0,0,61,0,96.410000,260.890000,0,14.81,20.34,48.45,25.670000,25.670000,271.150000,100.980000,0,0,2.080000,1.630000,144.62,0,0,0.000000

80,19:45-20:00,0.000000,48.200000,98.350000,48.200000,0.000000,0,19.83,0,86.960000,0.000000,0,25.070000,0,71.730000,0.000000,47.78,1.760000,13.53,0,0,59.5,0,96.410000,260.890000,0,14.65,19.84,47.78,25.670000,25.670000,271.150000,100.980000,0,0,2.080000,1.630000,144.62,0,0,0.000000

81,20:00-20:15,0.000000,48.200000,98.350000,48.200000,0.000000,0,18.67,0,86.170000,0.000000,0,25.070000,0,71.730000,0.000000,47,1.690000,16.42,0,0,56,0,96.410000,214.030000,0,14.8,18.66,47,25.670000,25.670000,271.150000,100.980000,0,0,2.040000,1.550000,144.62,0,0,0.000000

82,20:15-20:30,0.000000,48.200000,98.350000,48.200000,0.000000,0,17.5,0,86.170000,0.000000,0,25.070000,0,71.730000,0.000000,46.57,1.690000,15.56,0,0,52.5,0,96.410000,214.030000,0,15.17,17.5,46.57,25.670000,25.670000,271.150000,100.980000,0,0,2.040000,1.550000,144.62,0,0,0.000000

83,20:30-20:45,0.000000,48.200000,98.350000,48.200000,0.000000,0,16.33,0,68.000000,0.000000,0,25.070000,0,71.730000,0.000000,32.97,1.690000,14.66,0,0,49,0,96.410000,214.030000,0,17.59,16.34,32.97,25.670000,25.670000,271.150000,86.770000,0,0,2.040000,1.550000,144.62,0,0,0.000000

84,20:45-21:00,0.000000,48.200000,98.350000,48.200000,0.000000,0,15.17,0,68.000000,0.000000,0,25.070000,0,71.730000,0.000000,32.55,1.690000,14.23,0,0,45.5,0,96.410000,200.780000,0,17.5,15.16,32.55,25.670000,25.670000,271.150000,77.130000,0,0,2.040000,1.550000,144.62,0,0,0.000000

85,21:00-21:15,0.000000,48.200000,98.350000,48.200000,0.000000,0,14,0,68.000000,0.000000,0,25.070000,0,71.730000,0.000000,32.17,1.690000,13.53,0,0,42,0,96.410000,200.780000,0,23.01,14,32.17,26.020000,26.020000,271.150000,55.920000,0,0,2.040000,1.480000,144.62,0,0,0.000000

86,21:15-21:30,0.000000,48.200000,98.350000,48.200000,0.000000,0,12.83,0,68.000000,0.000000,0,25.070000,0,71.730000,0.000000,31.66,1.690000,12.73,0,0,38.5,0,96.410000,171.860000,0,23.31,12.84,31.66,26.020000,26.020000,271.150000,46.280000,0,0,2.040000,1.480000,144.62,0,0,0.000000

87,21:30-21:45,0.000000,48.200000,98.350000,48.200000,0.000000,0,10.56,0,55.550000,0.000000,0,25.070000,0,71.730000,0.000000,41.65,1.690000,12,0,0,31.69,0,96.410000,171.860000,0,23.53,10.58,41.65,26.020000,26.020000,271.150000,51.100000,0,0,2.040000,1.480000,144.62,0,0,0.000000

88,21:45-22:00,0.000000,48.200000,98.350000,48.200000,0.000000,0,9.02,0,55.550000,0.000000,0,25.070000,0,71.730000,0.000000,41.02,1.690000,6.64,0,0,27.05,0,96.410000,171.860000,0,23.59,9.01,41.02,26.020000,26.020000,271.150000,42.420000,0,0,2.040000,1.480000,144.62,0,0,0.000000

89,22:00-22:15,0.000000,48.200000,98.350000,48.200000,76.640000,0,9.14,0,55.550000,0.000000,0,24.100000,0,71.730000,0.000000,48.4,1.690000,6.19,0,0,27.41,0,96.410000,171.860000,0,23.43,9.13,48.4,26.020000,26.020000,271.150000,57.850000,0,0,2.040000,1.400000,144.62,0,0,0.000000

90,22:15-22:30,0.000000,48.200000,98.350000,48.200000,76.640000,0,9.07,0,55.550000,0.000000,0,24.100000,0,71.730000,0.000000,47.89,1.690000,5.73,0,0,27.22,0,96.410000,171.860000,0,22.96,9.08,47.89,26.020000,26.020000,271.150000,50.130000,0,0,2.040000,1.400000,144.62,0,0,0.000000

91,22:30-22:45,0.000000,48.200000,98.350000,48.200000,76.640000,0,21.03,0,55.550000,0.000000,0,24.100000,0,71.730000,0.000000,39.04,1.690000,12.88,0,0,63.1,0,96.410000,196.610000,0,14.04,21.03,39.04,26.020000,26.020000,231.380000,50.130000,0,0,2.040000,1.400000,144.62,0,0,0.000000

92,22:45-23:00,0.000000,48.200000,98.350000,48.200000,76.640000,0,20.18,0,55.550000,0.000000,0,24.100000,0,71.730000,0.000000,38.53,1.690000,12.55,0,0,60.54,0,96.410000,196.610000,0,13.74,20.18,38.53,26.020000,26.020000,231.380000,50.130000,0,0,2.040000,1.400000,144.62,0,0,0.000000

93,23:00-23:15,0.000000,48.200000,98.350000,48.200000,76.640000,0,19.88,0,30.850000,0.000000,0,24.100000,0,71.730000,0.000000,38.01,1.610000,12.11,0,0,59.62,0,96.410000,132.080000,0,13.43,19.87,38.01,26.020000,26.020000,221.740000,50.130000,0,0,2.040000,1.400000,144.62,0,0,0.000000

94,23:15-23:30,0.000000,48.200000,98.350000,48.200000,76.640000,0,18.19,0,30.850000,0.000000,0,24.100000,0,71.730000,0.000000,37.5,1.610000,11.77,0,0,54.57,0,96.410000,111.840000,0,13.15,18.18,37.5,26.020000,26.020000,192.820000,50.130000,0,0,2.040000,1.400000,144.62,0,0,0.000000

95,23:30-23:45,0.000000,48.200000,98.350000,48.200000,76.640000,0,16.17,0,30.850000,0.000000,0,24.100000,0,71.730000,0.000000,36.99,1.610000,11.11,0,0,48.52,0,96.410000,109.910000,0,12.41,16.18,36.99,26.020000,26.020000,192.820000,50.130000,0,0,2.040000,1.400000,144.62,0,0,0.000000

96,23:45-24:00,0.000000,48.200000,98.350000,48.200000,76.640000,0,16.12,0,30.850000,0.000000,0,24.100000,0,71.730000,0.000000,36.47,1.610000,10.56,0,0,48.35,0,96.410000,109.910000,0,12.01,16.1,36.47,26.020000,26.020000,192.820000,50.130000,0,0,2.040000,1.400000,144.62,0,0,0.000000

