Block,Time Block,AURY_RF,DADRI_LF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,ANTA_CRF,CHAMERA3,KGSU1AND2,BSIUL,DHAULIGNGA,FSTPP I & II,JHAJJAR,CHAMERA2,DULHASTI,DADRT2,BRBCL,CHAMERA1,KGSU3AND4,KHSTPP-I,MAPS,KOTESHWR,KHSTPP-II,KKNP,KKNPPU2,KOLDAM,KISHANGANGA,KUDGI,NLCTS2EXP,NLCEXP,NNTPP,NTPL,PARBATI3,NJPC,NAPP,NLCIIST1,NLCIIST2,RAMPUR,RIHAND1,TALA,SIMHST1,SINGRAULI_HYDRO,RSTPSU1TO6,RAPPC,SIMHST2,RSTPSU7,TALST2,SALAL,SEWA2,SINGRAULI,RIHAND3,RAPPB,RIHAND2,SASAN,UNCHAHAR4,URI2,UNCHAHAR3,TANAKPUR,TelanganaSTPP,UNCHAHAR2,URI,TEHRI,UNCHAHAR1,VALLURNTECL,TANDA2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
55,13:30-13:45,0,0,0,0,0,0,0,0,0,0,0,0,30.89,0,12.56,38.9,12.13,110.84,42.58,51.79,582.3028,14.44,41.08,0,27.92,0,18.6,115.29,0,0,5.15,2.77,0,0,0,0,0,16.91,160.9,43.43,0,0,3.41,91.1398,11.98,0,0,0,57.86,0,0,0,76.08,0,123.01,122.8699,0,117.19,368.31,0,27.03,19.0536,10.24,0,30.1805,31.89,48.28,14.7517,0,2.7,0,0,0,0,0

56,13:45-14:00,0,0,0,0,0,0,0,0,0,0,0,0,30.89,0,12.56,38.9,12.13,110.84,42.58,51.79,582.3028,14.44,41.08,0,27.74,0,18.6,115.57,0,0,5.15,2.77,0,0,0,0,0,16.91,160.9,43.43,0,0,3.41,91.1398,11.98,0,0,0,57.86,0,0,0,76.08,0,123.01,122.8699,0,117.19,368.31,0,27.03,22.6697,10.24,0,36.0186,31.89,48.28,17.5507,0,2.7,0,0,0,0,0

57,14:00-14:15,0,0,0,0,0,0,0,0,0,0,0,0,30.89,0,12.56,38.9,12.2,181.19,42.58,51.79,586.3534,14.44,41.08,0,27.74,0,18.6,115.57,0,0,5.15,2.77,0,0,0,0,0,20.3,160.9,43.43,0,0,3.41,91.1398,8.93,0,0,0,57.86,0,0,0,76.08,0,123.01,122.8699,0,117.19,368.31,0,27.03,22.6697,10.24,0,36.0186,31.89,48.28,17.5507,0,2.7,0,0,0,0,0

58,14:15-14:30,0,0,0,0,0,0,0,0,0,0,0,0,30.89,0,12.56,38.9,12.2,200.45,42.58,51.79,586.3534,14.44,41.08,0,27.74,0,18.6,115.57,0,0,5.15,2.77,0,0,0,0,0,20.3,160.9,43.43,0,0,3.41,91.1398,8.93,0,0,0,57.86,0,0,0,76.08,4.09,123.01,122.8699,0,117.19,368.31,0,27.03,22.6697,10.24,0,36.0186,31.89,48.28,17.5507,0,2.7,0,0,0,0,0

59,14:30-14:45,0,0,0,0,0,0,0,0,0,0,0,0,30.89,0,12.56,38.9,13.77,200.45,42.58,51.79,586.3534,14.44,41.08,0,30.98,0,18.6,131.31,0,0,5.15,2.77,0,0,0,0,0,20.3,160.9,43.43,0,0,3.41,91.1398,8.93,0,0,0,57.86,0,0,0,44.76,5.58,123.01,122.8699,0,117.19,368.31,0,27.03,22.6697,10.24,0,36.0186,31.89,63.83,17.5507,0,2.7,0,0,0,0,0

60,14:45-15:00,0,0,0,0,0,0,0,0,0,0,0,0,30.89,0,12.56,38.9,13.77,200.45,42.58,51.79,586.3534,14.44,41.08,0,30.98,0,18.6,131.31,0,0,5.15,2.77,0,0,0,0,0,20.3,160.9,43.43,0,0,3.41,91.1398,8.93,0,0,0,57.86,0,0,0,44.76,11.15,123.01,122.8699,0,117.19,368.31,0,27.03,22.6697,10.24,0,36.0186,31.89,63.83,17.5507,0,2.7,0,0,0,0,0

61,15:00-15:15,0,0,0,0,0,0,0,0,0,0,0,0,30.89,0,12.56,38.9,13.77,200.45,42.58,51.79,586.3534,14.44,41.08,0,30.98,0,18.6,131.31,0,0,5.15,2.77,0,0,0,0,0,20.3,160.9,43.43,0,0,3.41,91.1398,9.34,0,0,0,57.86,0,0,0,50.34,16.73,123.01,122.8699,0,117.19,368.31,0,27.03,22.6697,10.24,0,36.0186,25.51,63.83,17.5507,0,2.7,0,0,0,0,0

62,15:15-15:30,0,0,0,0,0,0,0,0,0,0,0,0,30.89,0,12.56,38.9,13.77,200.45,42.58,51.79,586.3534,14.44,41.08,0,30.98,0,18.6,131.31,0,0,5.15,2.77,0,0,0,0,0,20.3,160.9,43.43,0,0,3.41,91.1398,9.34,0,0,0,57.86,0,0,0,50.34,16.73,123.01,122.8699,0,117.19,368.31,0,27.03,22.6697,10.24,0,36.0186,25.51,63.83,17.5507,0,2.7,0,0,0,0,0

63,15:30-15:45,0,0,0,0,0,0,0,0,0,0,0,0,30.89,0,12.56,38.9,13.77,200.45,42.58,51.79,586.3534,14.44,41.08,0,30.98,0,18.6,131.31,0,0,5.15,2.77,0,0,0,0,0,20.3,160.9,43.43,0,0,3.41,91.1398,9.34,0,0,0,57.86,0,0,0,76.08,16.73,123.01,122.8699,0,117.19,368.31,0,27.03,22.6697,10.24,0,36.0186,31.89,63.83,17.5507,0,2.7,0,0,0,0,0

64,15:45-16:00,0,0,0,0,0,0,0,0,0,0,0,0,30.89,0,12.56,38.9,13.77,200.45,42.58,51.79,586.3534,14.44,41.08,0,30.98,0,18.6,131.31,0,0,5.15,2.77,0,0,0,0,0,20.3,160.9,43.43,0,0,3.41,91.1398,9.34,0,0,0,57.86,0,0,0,76.08,16.73,123.01,122.8699,0,117.19,368.31,0,27.03,22.6697,10.24,0,36.0186,31.89,63.83,17.5507,0,2.7,0,0,0,0,0

65,16:00-16:15,0,0,0,0,0,0,0,0,0,0,0,0,30.89,0,6.28,38.9,13.77,264.1146,42.58,51.79,586.3534,14.44,41.08,0,30.98,0,18.6,131.31,0,0,5.15,4.16,0,0,0,0,0,6.77,160.9,43.43,0,0,3.41,91.1398,9.06,0,0,0,57.86,0,0,0,76.08,16.73,123.01,122.8699,0,117.19,368.31,0,22.77,22.6697,10.24,0,36.0186,37.74,63.83,17.5507,0,2.7,0,0,0,0,0

66,16:15-16:30,0,0,0,0,0,0,0,0,0,0,0,0,30.89,0,6.28,38.9,13.77,264.1146,42.58,51.79,586.3534,14.44,41.08,0,30.98,0,18.6,131.31,0,0,5.15,4.16,0,0,0,0,0,6.77,160.9,43.43,0,0,3.41,91.1398,8.77,0,0,0,57.86,0,0,0,76.08,16.73,123.01,122.8699,0,117.19,368.31,0,22.77,22.6697,10.24,0,36.0186,37.74,63.83,17.5507,0,2.7,0,0,0,0,0

67,16:30-16:45,0,0,0,0,0,0,0,0,0,0,0,0,30.89,0,6.28,38.9,13.77,312.2646,42.58,51.79,586.3534,14.44,41.08,0,30.98,0,27.9,131.31,0,0,5.15,4.16,0,0,0,0,0,6.77,160.9,43.43,0,0,3.41,91.1398,8.77,0,0,0,57.86,0,0,0,76.08,16.73,123.01,122.8699,0,117.19,374.33,0,19.91,22.6697,10.24,0,36.0186,31.89,63.83,17.5507,0,2.7,0,0,0,0,0

68,16:45-17:00,0,0,0,0,0,0,0,0,0,0,0,0,30.89,0,6.28,38.9,13.77,312.2646,42.58,51.79,586.3534,14.44,41.08,0,30.98,0,27.9,131.31,0,0,5.15,4.16,0,0,0,0,0,20.3,160.9,43.43,0,0,3.41,91.1398,8.63,0,0,0,57.86,0,0,0,76.08,16.73,123.01,122.8699,0,117.19,374.81,0,19.91,22.6697,10.24,0,36.0186,31.89,63.83,17.5507,0,2.7,0,0,0,0,0

69,17:00-17:15,0,0,0,0,0,0,0,0,0,0,0,0,30.89,0,6.28,38.9,13.77,312.2646,42.58,51.79,586.3534,14.44,41.08,0,30.98,0,37.21,131.31,0,0,5.15,4.16,0,0,0,0,0,20.3,160.9,43.43,0,0,3.41,91.1398,8.93,0,0,0,57.86,0,0,0,76.08,16.73,123.01,122.8699,0,117.19,374.81,0,19.91,22.6697,10.24,0,36.0186,31.89,63.83,17.5507,0,2.7,0,0,0,0,0

70,17:15-17:30,0,0,0,0,0,0,0,0,0,0,0,0,30.89,0,6.28,38.9,13.77,312.2646,42.58,51.79,586.3534,14.44,41.08,0,30.98,0,37.21,131.31,0,0,5.15,4.16,0,0,0,0,0,20.3,160.9,43.43,0,0,3.41,91.1398,9.06,0,0,0,57.86,0,0,0,76.08,16.73,123.01,122.8699,0,117.19,374.81,0,19.91,22.6697,10.24,0,36.0186,31.89,63.83,17.5507,0,2.7,0,0,0,0,0

71,17:30-17:45,0,0,0,0,0,0,0,0,0,0,0,0,30.89,0,6.28,38.9,13.77,283.37,42.58,51.79,586.35,14.44,41.08,0,30.98,0,37.21,139.4,0,0,5.15,4.16,0,0,0,0,0,20.3,160.9,43.43,0,0,3.41,91.14,7.92,0,0,0,57.86,0,0,0,76.08,16.73,123.01,122.87,0,117.19,374.81,0,19.91,24.95,10.24,0,39.814,31.89,63.83,19.8,0,2.7,0,0,0,0,0

72,17:45-18:00,0,0,0,0,0,0,0,0,0,0,0,0,30.89,0,6.28,38.9,13.77,283.37,42.58,51.79,586.35,14.44,41.08,0,30.98,0,37.21,139.4,0,0,5.15,4.16,0,0,0,0,0,20.3,160.9,43.43,0,0,3.41,91.14,7.92,0,0,0,57.86,0,0,0,76.08,16.73,123.01,122.87,0,117.19,374.81,0,19.91,25.42,10.24,0,40.824,31.89,63.83,19.8,0,2.7,0,0,0,0,0

73,18:00-18:15,0,0,0,0,0,0,0,0,0,0,0,0,30.89,0,6.28,38.9,13.77,273.74,42.58,51.79,586.35,14.44,41.08,0,30.98,0,37.21,139.4,0,0,5.15,2.77,0,0,0,0,0,6.77,160.9,43.43,0,0,3.41,91.14,8.49,0,0,0,57.86,0,0,0,76.08,16.73,123.01,122.87,0,117.19,374.81,0,19.91,25.42,8.26,0,40.824,37.74,63.83,19.8,0,2.7,0,0,0,0,0

74,18:15-18:30,0,0,0,0,0,0,0,0,0,0,0,0,30.89,0,6.28,38.9,13.77,273.74,42.58,51.79,586.35,14.44,41.08,0,30.98,0,37.21,139.4,0,0,5.15,2.77,0,0,0,0,0,35.18,160.9,43.43,0,0,3.41,91.14,8.21,0,0,0,57.86,0,0,0,76.08,16.73,123.01,122.87,0,117.19,374.81,0,19.91,25.42,8.26,0,40.824,37.74,63.83,19.8,0,2.7,0,0,0,0,0

75,18:30-18:45,0,0,0,0,0,0,0,0,0,0,0,0,30.89,0,18.83,38.9,13.77,264.11,42.58,51.79,586.35,14.44,41.08,0,30.98,0,37.21,139.4,0,0,5.15,4.16,0,0,0,0,0,51.42,160.9,43.43,0,0,3.41,91.14,8.21,0,0,0,57.86,0,0,0,76.08,16.73,123.01,122.87,0,117.19,374.81,0,19.91,25.42,8.26,0,40.824,31.89,63.83,19.8,0,2.7,0,0,0,0,0

76,18:45-19:00,0,0,0,0,0,0,0,0,0,0,0,0,30.89,0,19.46,39.88,13.77,331.52,43.96,52.51,586.35,14.44,41.08,0,30.98,0,40.93,139.4,0,0,5.15,4.16,0,0,0,0,0,51.42,162.4,43.43,0,0,3.49,91.14,7.92,0,0,0,57.86,0,0,0,76.08,16.73,123.01,122.87,0,117.19,374.81,0,19.91,24.85,8.26,0,39.604,31.89,63.83,19.48,0,2.7,0,0,0,0,0

77,19:00-19:15,0,0,0,0,0,0,0,0,0,0,0,0,30.89,0,19.46,39.88,13.77,292.38,43.96,52.51,587.08,14.44,41.08,0,30.98,0,40.93,139.4,0,0,5.15,4.16,0,0,0,0,0,51.42,162.4,43.43,0,0,3.49,91.14,7.92,0,0,0,57.86,0,0,0,76.08,16.73,123.01,122.87,0,117.19,374.81,1.56,19.91,25.42,8.26,0,40.824,31.89,63.83,20.18,0,2.7,0,0,0,0,0

78,19:15-19:30,0,0,0,0,0,0,0,0,0,0,0,0,30.89,0,19.46,39.88,13.77,340.53,43.96,52.51,587.08,14.44,41.08,0,30.98,0,40.93,139.4,0,0,5.15,4.16,0,0,0,0,0,51.42,162.4,43.43,0,0,3.49,91.14,7.92,0,0,0,57.86,0,0,0,76.08,16.73,123.01,122.87,0,117.19,374.81,1.56,19.91,25.42,8.26,0,40.824,31.89,63.83,20.18,0,2.7,0,0,0,0,0

79,19:30-19:45,0,0,0,0,0,0,0,0,0,0,0,0,30.89,0,19.46,39.88,13.77,395.9,43.96,52.51,641.42,14.44,41.08,0,30.98,0,40.93,139.4,0,0,5.15,4.16,0,0,0,0,0,51.42,162.4,43.43,0,0,3.49,91.14,8.77,0,0,0,57.86,0,0,0,76.08,16.73,123.01,122.87,0,117.19,374.81,1.56,24.19,25.42,8.26,0,40.824,31.89,63.83,20.18,0,2.7,0,0,0,0,0

80,19:45-20:00,0,0,0,0,0,0,0,0,0,0,0,0,30.89,0,19.46,39.88,13.77,398.48,43.96,52.51,658.43,14.44,41.08,0,30.98,0,40.93,139.4,0,0,5.15,4.16,0,0,0,0,0,20.3,162.4,43.43,0,0,3.49,91.14,8.77,0,0,0,57.86,0,0,0,76.08,16.73,123.01,122.87,0,117.19,374.81,1.56,24.19,25.42,8.26,0,40.824,31.89,63.83,20.18,0,2.7,0,0,0,0,0

81,20:00-20:15,0,0,0,0,0,0,0,0,0,0,0,0,30.89,0,19.46,39.88,13.77,398.48,43.96,52.51,658.43,14.44,41.08,0,30.98,0,40.93,139.4,0,0,5.15,4.16,0,0,0,0,0,17.59,162.4,43.43,0,0,3.49,91.14,9.06,0,0,0,57.86,0,0,0,76.08,16.73,123.01,122.87,0,117.19,374.81,1.56,22.77,25.42,8.26,0,40.824,31.89,63.83,20.18,0,2.7,0,0,0,0,0

82,20:15-20:30,0,0,0,0,0,0,0,0,0,0,0,0,30.89,0,19.46,39.88,13.77,398.48,43.96,52.51,658.43,14.44,41.08,0,30.98,0,40.93,139.4,0,0,5.15,4.16,0,0,0,0,0,17.59,162.4,43.43,0,0,3.49,91.14,9.06,0,0,0,57.86,0,0,0,76.08,16.73,123.01,122.87,0,117.19,374.81,1.56,22.77,25.42,8.26,0,40.824,31.89,63.83,20.18,0,2.7,0,0,0,0,0

83,20:30-20:45,0,0,0,0,0,0,0,0,0,0,0,0,30.89,0,19.46,39.88,13.77,398.48,43.96,52.51,658.43,14.44,41.08,0,30.98,0,40.93,139.4,0,0,5.15,4.16,0,0,0,0,0,17.59,162.4,43.43,0,0,3.49,91.14,9.06,0,0,0,57.86,0,0,0,76.08,16.73,123.01,122.87,0,117.19,374.81,1.56,21.34,25.42,8.26,0,40.824,31.89,63.83,20.18,0,2.7,0,0,0,0,0

84,20:45-21:00,0,0,0,0,0,0,0,0,0,0,0,0,30.89,0,12.56,38.9,13.77,398.48,42.58,51.79,658.43,14.44,41.08,0,30.98,0,37.21,139.4,0,0,5.15,4.16,0,0,0,0,0,17.59,160.9,43.43,0,0,3.41,91.14,9.06,0,0,0,57.86,0,0,0,76.08,16.73,123.01,122.87,0,117.19,374.81,1.56,21.34,25.42,8.26,0,40.824,31.89,63.83,20.18,0,2.7,0,0,0,0,0

85,21:00-21:15,0,0,0,0,0,0,0,0,0,0,0,0,30.89,0,12.56,38.9,13.77,398.48,42.58,51.79,660.2,14.44,41.08,0,30.98,0,37.21,139.4,0,0,5.15,4.16,0,0,0,0,0,20.3,160.9,43.43,0,0,3.41,91.14,9.06,0,0,0,57.86,0,0,0,76.08,16.73,123.01,122.87,0,117.19,374.81,1.56,21.34,26.03,8.26,0,42.044,31.89,63.83,20.18,0,2.44,0,0,0,0,0

86,21:15-21:30,0,0,0,0,0,0,0,0,0,0,0,0,30.89,0,12.56,38.9,13.77,398.48,42.58,51.79,660.2,14.44,41.08,0,30.98,0,37.21,139.4,0,0,5.15,4.16,0,0,0,0,0,20.3,160.9,43.43,0,0,3.41,91.14,9.06,0,0,0,57.86,0,0,0,76.08,16.73,123.01,122.87,0,117.19,374.81,1.56,21.34,26.03,8.26,0,42.044,31.89,63.83,20.18,0,2.44,0,0,0,0,0

87,21:30-21:45,0,0,0,0,0,0,0,0,0,0,0,0,30.89,0,12.56,38.9,13.77,398.48,42.58,51.79,660.2,14.44,41.08,0,30.98,0,37.21,139.4,0,0,5.15,4.16,0,0,0,0,0,32.48,160.9,43.43,0,0,3.41,91.14,9.06,0,0,0,57.86,0,0,0,76.08,16.73,123.01,122.87,0,117.19,374.81,1.56,23.48,26.03,8.26,0,42.044,31.89,63.83,20.18,0,2.44,0,0,0,0,0

88,21:45-22:00,0,0,0,0,0,0,0,0,0,0,0,0,30.89,0,19.46,39.88,13.77,398.48,43.96,52.51,660.2,14.44,41.08,0,30.98,0,40.93,139.4,0,0,5.15,4.16,0,0,0,0,0,32.48,162.4,43.43,0,0,3.49,91.14,9.06,0,0,0,57.86,0,0,0,76.08,16.73,123.01,122.87,0,117.19,374.81,1.56,23.48,26.03,8.26,0,42.044,31.89,63.83,20.18,0,2.44,0,0,0,0,0

89,22:00-22:15,0,0,0,0,0,0,0,0,0,0,0,0,30.89,0,19.46,39.88,13.77,398.48,43.96,52.51,660.2,14.44,41.08,0,30.98,0,40.93,139.4,0,0,5.15,4.16,0,0,0,0,0,32.48,162.4,43.43,0,0,3.49,91.14,9.06,0,0,0,57.86,0,0,0,76.08,16.73,123.01,122.87,0,117.19,374.81,1.56,24.89,26.03,8.26,0,42.044,31.89,63.83,20.18,0,2.44,0,0,0,0,0

90,22:15-22:30,0,0,0,0,0,0,0,0,0,0,0,0,30.89,0,19.46,39.88,13.77,398.48,43.96,52.51,660.2,14.44,41.08,0,30.98,0,40.93,139.4,0,0,5.15,4.16,0,0,0,0,0,32.48,162.4,43.43,0,0,3.49,91.14,9.06,0,0,0,57.86,0,0,0,76.08,16.73,123.01,122.87,0,117.19,374.81,1.56,24.89,26.03,8.26,0,42.044,31.89,63.83,20.18,0,2.44,0,0,0,0,0

91,22:30-22:45,0,0,0,0,0,0,0,0,0,0,0,0,30.89,0,19.46,39.88,13.77,398.48,43.96,52.51,660.2,14.44,41.08,0,30.98,0,40.93,139.4,0,0,5.15,4.16,0,0,0,0,0,32.48,162.4,43.43,0,0,3.49,91.14,8.77,0,0,0,57.86,0,0,0,76.08,16.73,123.01,122.87,0,117.19,374.81,1.56,24.89,26.03,8.26,0,42.044,31.89,63.83,20.18,0,2.44,0,0,0,0,0

92,22:45-23:00,0,0,0,0,0,0,0,0,0,0,0,0,30.89,0,18.83,38.9,13.77,398.48,42.58,51.79,660.2,14.44,41.08,0,30.98,0,37.21,139.4,0,0,5.15,4.16,0,0,0,0,0,32.48,160.9,43.43,0,0,3.41,91.14,8.77,0,0,0,57.86,0,0,0,76.08,16.73,123.01,122.87,0,117.19,374.81,1.56,24.89,26.03,8.26,0,42.044,31.89,63.83,20.18,0,2.44,0,0,0,0,0

93,23:00-23:15,0,0,0,0,0,0,0,0,0,0,0,0,30.89,0,18.83,38.9,13.77,398.48,42.58,51.79,660.2,14.44,41.08,0,30.98,0,37.21,139.4,0,0,5.15,4.16,0,0,0,0,0,32.48,160.9,43.43,0,0,3.41,91.14,8.77,0,0,0,57.86,0,0,0,76.08,16.73,123.01,122.87,0,117.19,374.81,1.56,24.89,26.03,8.26,0,42.044,31.89,63.83,20.18,0,2.44,0,0,0,0,0

94,23:15-23:30,0,0,0,0,0,0,0,0,0,0,0,0,30.89,0,18.83,38.9,13.77,398.48,42.58,51.79,660.2,14.44,41.08,0,30.98,0,37.21,139.4,0,0,5.15,4.16,0,0,0,0,0,32.48,160.9,43.43,0,0,3.41,91.14,8.77,0,0,0,57.86,0,0,0,76.08,16.73,123.01,122.87,0,117.19,374.81,1.56,24.89,26.03,8.26,0,42.044,31.89,63.83,20.18,0,2.44,0,0,0,0,0

95,23:30-23:45,0,0,0,0,0,0,0,0,0,0,0,0,30.89,0,18.83,38.9,13.77,398.48,42.58,51.79,660.2,14.44,41.08,0,30.98,0,37.21,139.4,0,0,5.15,4.16,0,0,0,0,0,32.48,160.9,43.43,0,0,3.41,91.14,8.77,0,0,0,57.86,0,0,0,76.08,16.73,123.01,122.87,0,117.19,374.81,1.56,24.89,26.03,8.26,0,42.044,31.89,63.83,20.18,0,2.44,0,0,0,0,0

96,23:45-24:00,0,0,0,0,0,0,0,0,0,0,0,0,30.89,0,18.83,38.9,13.77,398.48,42.58,51.79,660.2,14.44,41.08,0,30.98,0,37.21,139.4,0,0,5.15,4.16,0,0,0,0,0,32.48,160.9,43.43,0,0,3.41,91.14,8.77,0,0,0,57.86,0,0,0,76.08,16.73,123.01,122.87,0,117.19,374.81,1.56,24.89,26.03,8.26,0,42.044,31.89,63.83,20.18,0,2.44,0,0,0,0,0

