Block,Time,DHAULIGNGA,DULHASTI,JHAJJAR,KOLDAM,KISHANGANGA,CHAMERA3,CHAMERA2,DADRT2,PARBATI3,RAMPUR,RIHAND1,TEHRI,UNCHAHAR3,SINGRAULI_HYDRO,NJPC,RAPPC,URI2,TANDA2,UNCHAHAR2,RIHAND3,SINGRAULI,NAPP,SEWA2,UNCHAHAR1,RIHAND2,UNCHAHAR4,KOTESHWR,CHAMERA1,BSIUL,SALAL,URI,RAPPB,TANAKPUR,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,KGSU3AND4,KKNP,KKNPPU2,NLCTS2EXP,NNTPP,NTPL,MAPS,KGSU1AND2,RSTPSU1TO6,RSTPSU7,TALST2,SIMHST1,SIMHST2,KUDGI,TelanganaSTPP,VALLURNTECL,NLCIIST1,NLCIIST2,NLCEXP,KHSTPP-I,KHSTPP-II,FSTPP I & II,TALA,BRBCL,SASAN
1,00:00-00:15,0,0,435.435,0,0,0,0,679.493168,0,0,92,0,26.39091,0.87998,0,54.6939,8.34024,0,42.392196,59.3595,124.875,21.5736,0,21.82362,100.8,0,9.367,0,0,2.324,1.5456,0,7.0455,0,87.68,0,4.932,0,71.2416,0,0,0,30.45,0,15.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,20.73185,0,20.0018,418.77

2,00:15-00:30,0,0,435.435,0,0,0,0,679.493168,0,0,92,0,26.39091,0.87998,0,54.6939,8.34024,0,42.392196,59.3595,124.875,21.5736,0,21.82362,107.1,0,9.367,0,0,2.324,1.5456,0,7.0455,0,87.68,0,4.932,0,71.2416,0,0,0,30.45,0,15.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,20.73185,0,20.0018,418.77

3,00:30-00:45,0,0,435.435,0,0,0,0,679.493168,0,0,92,0,26.39091,0.87998,0,54.6939,8.34024,0,42.392196,59.3595,124.875,21.5736,0,21.82362,113.4,0,9.367,0,0,2.324,1.5456,0,7.0455,0,87.68,0,4.932,0,71.2416,0,0,0,30.45,0,15.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,20.73185,0,20.0018,418.77

4,00:45-01:00,0,0,435.435,0,0,0,0,679.493168,0,0,92,0,26.39091,0.87998,0,54.6939,8.34024,0,42.392196,59.3595,124.875,21.5736,0,21.82362,118.125,0,9.367,0,0,2.324,1.5456,0,7.0455,0,87.68,0,4.932,0,71.2416,0,0,0,30.45,0,15.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,20.73185,0,20.0018,418.77

5,01:00-01:15,0,0,435.435,0,0,0,0,679.493168,0,0,92,0,26.39091,0.87998,0,54.6939,4.7082,0,42.392196,59.3595,124.875,21.5736,0,21.82362,118.125,0,9.367,0,0,2.324,1.5456,0,7.0455,0,87.68,0,4.932,0,71.2416,0,0,0,30.45,0,15.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,20.73185,0,20.0018,418.77

6,01:15-01:30,0,0,435.435,0,0,0,0,679.493168,0,0,92,0,26.39091,0.87998,0,54.6939,4.7082,0,42.392196,59.3595,124.875,21.5736,0,21.82362,118.125,0,9.367,0,0,2.324,1.5456,0,7.0455,0,87.68,0,4.932,0,71.2416,0,0,0,30.45,0,15.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,20.73185,0,20.0018,418.77

7,01:30-01:45,0,0,435.435,0,0,0,0,679.493168,0,0,92,0,26.39091,0.87998,0,54.6939,4.7082,0,42.392196,59.3595,124.875,21.5736,0,21.82362,118.125,0,9.367,0,0,2.324,1.5456,0,0,0,87.68,0,4.932,0,71.2416,0,0,0,30.45,0,15.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,20.73185,0,20.0018,418.77

8,01:45-02:00,0,0,435.435,0,0,0,0,679.493168,0,0,92,0,26.39091,0.87998,0,54.6939,4.7082,0,42.392196,59.3595,124.875,21.5736,0,21.82362,118.125,0,9.367,0,0,2.324,1.5456,0,0,0,87.68,0,4.932,0,71.2416,0,0,0,30.45,0,15.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.79931,147.515625,20.73185,0,20.0018,418.77

