Column1,Time,GNARE/SR/2025/01/13/4532,WR/01102023/31032046/L_NR_2020_05,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_07),GNARE/NR/2024/12/20/3668,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,NR/01102023/13082046/L_NR_2021_12,WR/01102023/16072048/L_NR_2022_08,WR/01102023/30052048/L_NR_2022_10,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/01/20/5216,GNA/WR/2025/01/01/9606,GNA/NR/2025/01/20/4698,GNA/WR/2024/11/01/4200,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/01/01/8738,GNA/NR/2025/01/20/4168,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/01/20/9046,GNA/NR/2025/01/01/3945,NR/01102023/06022042/L_NR_2012_07,NR/30092023/31122025/SH-07,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/01/01/3514,NR/30092023/26122029/SH-06,NR/01102023/19072037/LT-05,GNA/NR/2025/01/01/3733,GNA/WR/2025/01/01/8625,GNA/NR/2025/01/01/5531,GNA/NR/2025/01/02/1250,GNA/NR/2025/01/20/2470,NR/01102023/22052037/LT-59,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/01/20/9333,GNA/NR/2025/01/01/8058,GNA/NR/2025/01/01/3925,NR/01102023/02122045/L_NR_2021_13,NR/26072023/31072042/L_NR_2023_07,NR/01102023/30042040/GNA_LT_36,NR/01102023/31052040/LT-31,NR/22102023/11042047/L_NR_2021_17,GNA/NR/2025/01/01/6528,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/01/01/7459,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/01/01/6775,NR/01102023/25072045/L_NR_2021_15,NR/01102023/05012040/L_NR_2020_02
65,16:00-16:15,12.21,74.51,35.84,11,59.25,24.83,33,24.83,65,149.86,28.33,65,53,36,39,33,52.84,0,0,0,0,271.64,48.04,0,21.7,0,28.82,59.4,0,82.59,19.21,0,32.96,20.17,0,28.82,48.04,0,0,1.37,0,26.9,48.04,29.97,84,10.21,9.96,19,8.65,1.14,28.82,9.96,28.82,25,1.57

66,16:15-16:30,12.41,73.99,30.67,5,50.4,24.67,33,24.67,65,131.05,28.33,65,46,30,31,33,100.09,0,0,0,0,271.64,48.04,0,22.2,0,28.82,59.4,0,82.59,19.21,0,32.96,20.17,0,28.82,48.04,0,0,1.37,0,26.9,48.04,26.21,70,8.65,8.44,16,8.65,1.14,28.82,8.44,28.82,21,1.57

67,16:30-16:45,12.21,73.5,24.83,1,41.38,24.5,33,24.5,60,110.46,25,60,38,25,25,33,100.09,0,0,0,0,271.64,48.04,0,23.21,0,28.82,59.4,0,82.59,19.21,0,32.96,20.17,0,28.82,48.04,0,0,1.37,0,26.9,48.04,22.09,60,7.11,6.93,12,8.65,1.14,28.82,6.93,28.82,16,1.57

68,16:45-17:00,12.41,73.01,19.12,0,31.45,24.33,24.08,24.33,60,89.12,25,60,29,19,17,32.91,100.09,0,0,0,0,271.64,48.04,0,24.22,0,43.23,59.4,0,130.42,19.21,0,32.96,20.17,0,28.82,48.04,0,0,1.37,0,26.9,48.04,17.83,46,5.55,5.41,8,14.41,1.14,36.51,5.41,36.51,9,1.57

69,17:00-17:15,12.21,47.51,15.43,0,23.42,15.83,14.23,15.83,60,68.71,25,60,20,13,9,19.76,100.09,0,0,0,0,271.64,48.04,0,24.22,0,43.23,86.66,0,130.42,19.21,0,32.96,20.17,0,28.82,48.04,0,0,1.37,0,26.9,48.04,13.74,32,4.35,4.25,5,14.41,0.99,36.51,4.25,36.51,5,1.38

70,17:15-17:30,12.21,47.51,12.32,0,15.35,15.83,7.79,15.83,60,48.91,25,60,13,7,4,10.11,100.09,0,0,0,0,271.64,48.04,0,24.22,0,43.23,86.66,0,130.42,19.21,0,32.96,20.17,0,28.82,48.04,0,0,1.37,0,26.9,48.04,9.78,18,3.16,3.08,2,14.41,0.99,36.51,3.08,36.51,4,1.38

71,17:30-17:45,24.21,47.51,3.59,0,7.78,15.83,3.93,15.83,60,29.71,24.67,60,8,3,1,4.29,100.09,0,0,0,0,271.64,48.04,0,25.23,0,43.23,86.66,0,130.42,19.21,0,57.63,20.17,0,28.82,48.04,0,0,1.37,0,26.9,48.04,5.94,7,1.97,1.92,1,14.41,0.99,36.51,1.92,36.51,3,1.38

72,17:45-18:00,24.61,47.51,0,0,3.45,15.83,1.82,15.83,60,15.57,23.67,60,5,1,1,1.21,100.09,0,0,0,0,271.64,48.04,0,25.74,0,43.23,86.66,0,130.42,19.21,0,57.63,20.17,0,28.82,48.04,0,0,1.37,0,26.9,48.04,3.12,4,0.77,0.75,0,14.41,0.99,36.51,0.75,36.51,2,1.38

73,18:00-18:15,26.01,32.51,0,0,1.04,10.83,0,10.83,60,1.74,23.67,60,2,0,0,0,100.09,9.61,30,7.69,50,271.64,48.04,5.76,25.74,90.31,43.23,86.66,0,130.42,19.21,0,57.63,20.17,50,28.82,48.04,96.07,0,1.37,30.74,26.9,48.04,0.35,1,0.43,0.42,0,14.41,0.99,36.51,0.42,36.51,1,1.38

74,18:15-18:30,26.61,32.51,0,0,0.16,10.83,0,10.83,60,0.46,23.67,60,0,0,0,0,100.09,9.61,30,7.69,50,271.64,48.04,5.76,25.74,90.31,43.23,86.66,0,130.42,19.21,0,57.63,20.17,50,28.82,48.04,96.07,0,1.37,30.74,26.9,48.04,0.09,0,0.19,0.19,0,14.41,0.99,36.51,0.19,36.51,1,1.38

75,18:30-18:45,27.21,32.51,0,0,0,10.83,0,10.83,60,0,23.33,60,0,0,0,0,100.09,9.61,30,7.69,50,271.64,48.04,5.76,25.74,90.31,43.23,86.66,0,130.42,19.21,0,57.63,20.17,50,28.82,48.04,96.07,0,1.37,30.74,26.9,48.04,0,0,0,0,0,14.41,0.95,36.51,0,36.51,0,1.38

76,18:45-19:00,27.81,37.5,0,0,0,12.5,0,12.5,60,0,23.33,60,0,0,0,0,100.09,9.61,30,7.69,50,271.64,48.04,5.76,25.74,90.31,43.23,86.66,0,130.42,19.21,0,57.63,20.17,50,28.82,48.04,96.07,0,1.37,30.74,26.9,48.04,0,0,0,0,0,14.41,0.95,36.51,0,36.51,0,1.38

77,19:00-19:15,28.41,57.49,0,0,0,19.17,0,19.17,60,0,23.33,60,0,0,0,0,100.09,9.61,30,7.69,50,271.64,48.04,5.76,25.74,90.31,43.23,86.66,0,130.42,19.21,0,57.63,20.17,50,28.82,48.04,96.07,0,1.37,30.74,26.9,48.04,0,0,0,0,0,14.41,0.95,36.51,0,36.51,0,1.34

78,19:15-19:30,29.01,57.49,0,0,0,19.17,0,19.17,60,0,23.33,60,0,0,0,0,100.09,9.61,30,7.69,50,271.64,48.04,5.76,25.74,90.31,43.23,86.66,0,130.42,19.21,0,57.63,20.17,50,28.82,48.04,96.07,0,1.37,30.74,26.9,48.04,0,0,0,0,0,14.41,0.95,36.51,0,36.51,0,1.34

79,19:30-19:45,23.01,57.49,0,0,0,19.17,0,19.17,60,0,24.33,60,0,0,0,0,100.09,9.61,30,7.69,50,271.64,48.04,5.76,25.74,90.31,43.23,86.66,0,130.42,19.21,0,57.63,20.17,50,28.82,48.04,96.07,0,1.37,30.74,26.9,48.04,0,0,0,0,0,14.41,0.95,36.51,0,36.51,0,1.34

80,19:45-20:00,22.81,59.51,0,0,0,19.83,0,19.83,60.67,0,25.33,60.66,0,0,0,0,100.09,9.61,30,7.69,50,271.64,48.04,5.76,25.74,90.31,43.23,86.66,0,130.42,19.21,0,57.63,20.17,50,28.82,48.04,96.07,0,1.37,30.74,26.9,48.04,0,0,0,0,0,14.41,0.95,36.51,0,36.51,0,1.34

81,20:00-20:15,16.41,75,0,0,0,25,0,25,61.67,0,26,61.66,0,0,0,0,100.09,0,30,0,50,271.64,48.04,0,25.74,0,43.23,86.66,0,130.42,19.21,0,53.4,20.17,50,28.82,48.04,0,0,1.37,0,26.9,48.04,0,0,0,0,0,14.41,0.99,36.51,0,36.51,0,1.34

82,20:15-20:30,16.41,75,0,0,0,25,0,25,62.67,0,26.33,62.66,0,0,0,0,100.09,0,30,0,50,271.64,48.04,0,25.74,0,43.23,86.66,0,130.42,19.21,0,49.16,20.17,50,28.82,48.04,0,0,1.37,0,26.9,48.04,0,0,0,0,0,14.41,0.99,36.51,0,36.51,0,1.34

83,20:30-20:45,16.61,87.49,0,0,0,29.17,0,29.17,63.33,0,26.67,63.34,0,0,0,0,100.09,0,30,0,50,271.64,48.04,0,25.74,0,43.23,86.66,0,130.42,19.21,0,44.92,20.17,50,28.82,48.04,0,0,1.37,0,26.9,48.04,0,0,0,0,0,14.41,0.99,36.51,0,36.51,0,1.34

84,20:45-21:00,16.61,87,0,0,0,29,0,29,65,0,26.67,65,0,0,0,0,100.09,0,30,0,50,271.64,48.04,0,25.74,0,43.23,86.66,0,130.42,19.21,0,40.69,20.17,50,28.82,48.04,0,0,1.37,0,26.9,48.04,0,0,0,0,0,14.41,0.99,36.51,0,36.51,0,1.34

85,21:00-21:15,20.81,85.01,0,0,0,28.33,0,28.33,70,0,29.33,70,0,0,0,0,100.09,0,30,0,50,271.64,48.04,0,25.23,0,36.51,86.66,0,130.42,19.21,0,36.45,20.17,50,28.82,48.04,0,0,1.37,0,26.9,48.04,0,0,0,0,0,14.41,0.99,36.51,0,36.51,0,1.34

86,21:15-21:30,20.21,79.99,0,0,0,26.67,0,26.67,70,0,30.67,70,0,0,0,0,100.09,0,30,0,50,271.64,48.04,0,25.23,0,36.51,86.66,0,130.42,19.21,0,35.04,20.17,50,28.82,48.04,0,0,1.37,0,26.9,48.04,0,0,0,0,0,14.41,0.99,36.51,0,36.51,0,1.34

87,21:30-21:45,20.01,100.01,0,0,0,33.33,0,33.33,70,0,33.33,70,0,0,0,0,100.09,0,30,0,50,271.64,48.04,0,25.23,0,36.51,86.66,0,130.42,19.21,0,35.04,20.17,50,28.82,48.04,0,0,1.37,0,26.9,48.04,0,0,0,0,0,14.41,0.99,36.51,0,36.51,0,1.34

88,21:45-22:00,20.01,100.01,0,0,0,33.33,0,33.33,70,0,33.33,70,0,0,0,0,100.09,0,30,0,50,271.64,48.04,0,25.23,0,36.51,86.66,0,130.42,19.21,0,35.04,20.17,50,28.82,48.04,0,0,1.37,0,26.9,48.04,0,0,0,0,0,14.41,0.99,36.51,0,36.51,0,1.34

89,22:00-22:15,19.81,100.01,0,0,0,33.33,0,33.33,75,0,33.33,75,0,0,0,0,100.09,0,30,0,50,271.64,48.04,0,25.23,0,31.7,59.4,0,130.42,19.21,0,35.04,20.17,0,28.82,48.04,0,0.69,1.37,0,26.9,48.04,0,0,0,0,0,8.65,0.99,31.7,0,31.7,0,1.34

90,22:15-22:30,19.81,100.01,0,0,0,33.33,0,33.33,75,0,33.33,75,0,0,0,0,100.09,0,30,0,50,271.64,48.04,0,25.23,0,31.7,59.4,0,130.42,19.21,0,35.04,20.17,0,28.82,48.04,0,0.69,1.37,0,26.9,48.04,0,0,0,0,0,8.65,0.99,31.7,0,31.7,0,1.34

91,22:30-22:45,19.81,100.01,0,0,0,33.33,0,33.33,81.67,0,33.33,81.66,0,0,0,0,100.09,0,30,0,50,271.64,48.04,0,24.73,0,31.7,59.4,0,112.19,19.21,0,35.04,20.17,0,28.82,48.04,0,0.69,1.37,0,26.9,48.04,0,0,0,0,0,8.65,0.99,31.7,0,31.7,0,1.34

92,22:45-23:00,20.01,100.01,0,0,0,33.33,0,33.33,81.67,0,33.33,81.66,0,0,0,0,100.09,0,30,0,50,271.64,48.04,0,24.73,0,31.7,59.4,0,112.19,19.21,0,35.04,20.17,0,28.82,48.04,0,0.69,1.37,0,26.9,48.04,0,0,0,0,0,8.65,0.99,31.7,0,31.7,0,1.34

93,23:00-23:15,20.01,100.01,0,0,0,33.33,0,33.33,81.67,0,33.33,81.66,0,0,0,0,100.09,0,30,0,50,230.57,48.04,0,24.73,0,28.82,59.4,0,94.46,19.21,0,35.04,20.17,0,28.82,48.04,0,0.69,1.37,0,26.9,48.04,0,0,0,0,0,8.65,0.99,28.82,0,28.82,0,1.3

94,23:15-23:30,20.21,100.01,0,0,0,33.33,0,33.33,81.67,0,33.33,81.66,0,0,0,0,52.84,0,30,0,50,192.14,48.04,0,24.73,0,28.82,59.4,0,64.37,19.21,0,35.04,20.17,0,28.82,48.04,0,0.69,1.37,0,26.9,48.04,0,0,0,0,0,8.65,0.99,28.82,0,28.82,0,1.3

95,23:30-23:45,20.61,100.01,0,0,0,33.33,0,33.33,76.67,0,33.33,76.66,0,0,0,0,52.84,0,30,0,50,149.4,48.04,0,24.73,0,28.82,59.4,0,64.37,19.21,0,35.04,20.17,0,28.82,48.04,0,0.69,1.37,0,26.9,48.04,0,0,0,0,0,8.65,0.99,28.82,0,28.82,0,1.3

96,23:45-24:00,21.01,100.01,0,0,0,33.33,0,33.33,76.67,0,33.33,76.66,0,0,0,0,52.84,0,30,0,50,149.4,48.04,0,24.73,0,28.82,59.4,0,64.37,19.21,0,35.04,20.17,0,28.82,48.04,0,0.69,1.37,0,26.9,48.04,0,0,0,0,0,8.65,0.99,28.82,0,28.82,0,1.3

