Block,Time,CHAMERA3,DULHASTI,NAPP,NJPC,PARBATI2,TALA,UNCHAHAR3,ANTA_LF,DADRI_GF,DADRT2,KGSU3AND4,KKNPPU2,KOLDAM,KOTESHWR,NTPL,PARBATI3,RIHAND1,SASAN,UNCHAHAR2,URI,ANTA_CRF,DADRI_RF,CHAMERA1,RAMPUR,RIHAND2,SIMHST1,TALST2,UNCHAHAR1,VALLURNTECL,BRBCL,BSIUL,MAPS,RSTPSU1TO6,SIMHST2,SINGRAULI,TEHRI,UNCHAHAR4,ANTA_GF,AURY_LF,KISHANGANGA,NLCEXP,NLCTS2EXP,RAPPB,SINGRAULI_HYDRO,TANAKPUR,AURY_RF,KHSTPP-I,NLCIIST1,NLCIIST2,RAPPD,RSTPSU7,TelanganaSTPP,URI2,ANTA_RF,DADRI_LF,DHAULIGNGA,FSTPP I & II,JHAJJAR,KHSTPP-II,KKNP,NNTPP,RAPPC,RIHAND3,TANDA2,AURY_CRF,CHAMERA2,KGSU1AND2,KUDGI,SALAL,SEWA2,AURY_GF,DADRI_CRF
58,14:15-14:30,11.67,59.5,25.64,55.33,0,0,27.68,0,0,688.92,0,0,0,10.43,0,0,97.23,348.98,45,50.23,0,98.41,0,2.19,124.58,0,0,21.64,0,20,13.04,0,0,0,150.34,0,3.2,0,0,8.63,0,0,0,0.98,2.05,80.77,45.53,0,0,30,0,0,38.1,48.55,0,0,20.8,428.67,148.3,0,0,69.07,130.79,5.7,0,16.27,0,0,53.45,0,0,0

59,14:30-14:45,11.67,59.5,25.64,55.33,0,0,27.68,0,0,688.92,0,0,0,10.43,0,0,97.23,348.98,45,50.23,0,98.41,0,2.19,124.58,0,0,21.64,0,20,13.04,0,0,0,150.34,0,3.2,0,0,8.63,0,0,0,0.98,2.05,76.73,45.53,0,0,30,0,0,38.1,47.24,0,0,20.8,428.67,148.3,0,0,69.07,130.79,5.7,0,16.27,0,0,53.45,0,0,0

60,14:45-15:00,11.67,59.5,25.64,55.33,0,0,27.68,0,0,688.92,0,0,0,10.43,0,0,97.23,348.98,45,50.23,0,98.41,0,2.19,124.58,0,0,21.64,0,20,13.04,0,0,0,150.34,0,3.2,0,0,8.63,0,0,0,0.98,2.05,76.73,45.53,0,0,30,0,0,38.1,47.24,0,0,20.8,448.67,148.3,0,0,69.07,130.79,5.7,0,16.27,0,0,53.45,0,0,0

61,15:00-15:15,11.67,59.5,25.64,55.33,0,0,27.68,0,0,688.92,0,0,0,10.43,0,0,97.23,348.98,45,50.23,0,98.41,0,2.19,124.58,0,0,21.64,0,20,13.04,0,0,0,150.34,0,3.2,0,0,8.63,0,0,0,0.98,2.05,76.73,45.53,0,0,30,0,0,38.1,47.24,0,0,20.8,448.67,148.3,0,0,69.07,130.79,5.7,0,16.27,0,0,53.45,0,0,0

62,15:15-15:30,11.67,59.5,25.64,55.33,0,0,27.68,0,0,688.92,0,0,0,10.43,0,0,97.23,348.98,45,50.23,0,98.41,0,2.19,124.58,0,0,21.64,0,20,13.04,0,0,0,150.34,0,3.2,0,0,8.63,0,0,0,0.98,2.05,76.73,45.53,0,0,30,0,0,38.1,46.84,0,0,20.8,448.67,148.3,0,0,69.07,130.79,5.7,0,16.27,0,0,53.45,0,0,0

63,15:30-15:45,23.33,59.5,25.64,55.33,0,0,27.68,0,0,688.92,0,0,0,10.43,0,0,97.23,348.98,45,50.23,0,98.41,0,2.19,124.58,0,0,21.64,0,20,13.04,0,0,0,150.34,0,3.2,0,0,8.63,0,0,0,0.98,2.05,76.73,45.53,0,0,30,0,0,38.1,46.84,0,0,20.8,448.67,148.3,0,0,69.07,130.79,5.7,0,32.53,0,0,53.45,0,0,0

64,15:45-16:00,23.33,59.5,25.64,55.33,0,0,27.68,0,0,688.92,0,0,0,10.43,0,0,97.23,348.98,45,50.23,0,98.41,14.05,2.19,124.58,0,0,21.64,0,20,13.04,0,0,0,150.34,0,3.2,0,0,8.63,0,0,0,0.98,2.05,76.73,45.53,0,0,30,0,0,38.1,46.84,0,0,20.8,448.67,148.3,0,0,69.07,130.79,5.7,0,32.53,0,0,53.45,6.3,0,0

65,16:00-16:15,23.33,59.5,25.64,55.33,0,0,27.68,0,0,688.92,0,0,0,10.43,0,0,97.23,348.98,45,50.23,0,97.04,14.05,2.19,124.58,0,0,21.64,0,20,13.04,0,0,0,150.34,0,3.2,0,0,8.63,0,0,0,0.98,8.33,76.73,45.53,0,0,30,0,0,38.1,46.84,0,0,20.8,448.67,148.3,0,0,69.07,130.79,5.7,0,32.53,0,0,40.09,6.3,0,0

66,16:15-16:30,23.33,59.5,25.64,82.99,0,0,27.68,0,0,688.92,0,0,0,10.43,0,0,97.23,348.98,45,50.23,0,98.41,28.1,3.29,124.58,0,0,21.64,0,20,13.04,0,0,0,150.34,0,3.2,0,0,8.63,0,0,0,0.98,8.33,76.73,45.53,0,0,30,0,0,38.1,46.84,0,0,20.8,448.67,148.3,0,0,69.07,130.79,5.7,0,32.53,0,0,40.09,6.3,0,0

67,16:30-16:45,23.33,59.5,25.64,82.99,0,0,27.68,0,0,688.92,0,0,0,10.43,0,0,97.23,348.98,45,50.23,0,98.41,28.1,3.29,124.58,0,0,21.64,0,20,13.04,0,0,0,150.34,11.8,3.2,0,0,8.63,0,0,0,0.98,8.33,76.72999999999999,45.53,0,0,30,0,0,38.1,46.84,0,0,20.8,448.67,148.3,0,0,69.07,130.79,5.7,0,32.53,0,0,40.09,6.3,0,0

68,16:45-17:00,23.33,59.5,25.64,82.99,0,0,27.68,0,0,688.92,0,0,0,10.43,0,4.29,97.23,348.98,45,50.23,0,98.41,42.15,3.29,124.58,0,0,21.64,0,20,13.04,0,0,0,150.34,11.8,3.2,0,0,8.63,0,0,0,0.98,8.33,76.72999999999999,45.53,0,0,30,0,0,38.1,46.84,0,0,20.8,448.67,148.3,0,0,69.07,130.79,5.7,0,48.81,0,0,40.09,12.61,0,0

69,17:00-17:15,23.33,59.5,25.64,82.99,6.02,0,27.68,0,0,688.92,0,0,0,10.43,0,16.88,97.23,348.98,45,52.36,0,98.41,42.15,3.29,124.58,0,0,21.64,0,20,6.52,0,0,0,150.34,11.8,3.2,0,0,8.63,0,0,0,0.98,3.85,76.72999999999999,45.53,0,0,30,0,0,38.1,46.84,0,0,20.8,448.67,148.3,0,0,69.07,130.79,5.7,0,48.81,0,0,40.09,18.9,0,0

70,17:15-17:30,23.33,59.5,25.64,110.67,7.52,0,27.68,0,0,688.92,0,0,2.4,10.43,0,19.64,97.23,348.98,45,52.36,0,98.41,42.15,4.4,124.58,0,0,21.64,0,20,6.52,0,0,0,150.34,23.59,3.2,0,0,8.63,0,0,0,0.98,3.85,76.74000000000001,45.53,0,0,30,0,0,38.1,46.84,0,0,20.8,418.67,148.3,0,0,69.07,130.79,5.7,0,48.81,0,0,40.09,18.9,0,0

71,17:30-17:45,23.33,59.5,25.64,110.67,15.02,0,27.68,0,0,688.92,0,0,4.79,10.43,0,19.64,97.23,348.98,45,52.36,0,98.41,42.15,4.4,124.58,0,0,21.64,0,20,6.52,0,0,0,150.34,23.59,3.2,0,0,8.63,0,0,0,0.98,3.85,76.74000000000001,45.53,0,0,30,0,0,38.1,46.84,0,0,20.8,418.67,148.3,0,0,69.07,130.79,5.7,0,48.81,0,0,40.09,18.9,0,0

72,17:45-18:00,23.33,59.5,25.64,110.67,15.02,0,27.68,0,0,688.92,0,0,7.19,10.43,0,19.64,97.23,348.98,44.5,52.36,0,98.41,42.15,4.4,124.58,0,0,21.64,0,20,6.52,0,0,0,150.34,23.59,2.3,0,0,8.63,0,0,0,0.98,3.85,76.73,45.53,0,0,30,0,0,38.1,46.84,0,10.95,20.8,388.67,148.3,0,0,69.07,130.79,5.7,0,48.81,0,0,40.09,18.9,0,0

73,18:00-18:15,23.33,59.5,25.64,110.67,15.02,0,27.68,0,0,688.92,0,0,9.59,10.43,0,19.64,97.23,348.98,45,52.36,0,94.31,42.15,4.4,124.58,0,0,21.64,0,20,13.04,0,0,0,150.34,35.39,2.3,0,0,8.63,0,0,0,0.98,1.79,76.73,45.53,0,0,30,0,0,38.1,46.84,0,10.95,20.8,388.67,148.3,0,0,69.07,130.79,5.7,0,48.81,0,0,53.45,18.9,0,0

74,18:15-18:30,23.33,59.5,25.64,110.67,22.54,0,27.68,0,0,688.62,0,0,9.59,10.43,0,24.55,97.23,348.98,44.5,52.36,0,95.67,42.15,4.4,124.58,0,0,21.64,0,20,13.04,0,0,0,150.34,35.39,2.3,0,0,8.63,0,0,0,0.98,1.79,76.73,45.53,0,0,30,0,0,38.1,46.84,0,21.88,20.8,388.67,148.3,0,0,69.07,130.79,5.7,0,48.81,0,0,53.45,18.9,0,0

75,18:30-18:45,35.03,60.23,25.64,138.33,44.33,0,27.68,0,0,688.62,0,0,9.59,11.59,0,59.84,97.23,348.98,44.5,50.23,0,95.67,42.15,5.5,124.58,0,0,21.64,0,20,19.56,0,0,0,150.34,35.39,2.3,0,0,8.68,0,0,0,0.98,1.15,76.73,45.53,0,0,30,0,0,40.16,46.84,0,43.78,18.62,388.67,148.3,0,0,69.07,130.79,5.7,0,50.39,0,0,53.45,20.09,0,0

76,18:45-19:00,35.03,60.23,25.64,138.33,44.33,0,27.68,0,0,688.62,0,0,9.59,11.59,0,59.84,97.23,348.98,44.5,50.23,0,97.05000000000001,42.15,5.5,124.58,0,0,21.64,0,20,19.56,0,0,0,150.34,35.39,2.3,0,0,8.68,0,0,0,0.98,1.15,76.73,45.53,0,0,30,0,0,40.16,46.84,0,43.78,18.62,388.67,148.3,0,0,69.07,130.79,5.7,0,50.39,0,0,79.38,20.09,0,0

77,19:00-19:15,35.03,60.23,25.64,138.33,44.33,0,27.68,0,0,688.62,0,0,9.59,11.59,0,59.84,97.23,348.98,44.5,50.23,0,82.01,42.15,5.5,124.58,0,0,21.64,0,20,19.56,0,0,0,150.34,35.39,2.3,0,0,8.68,0,0,0,0.98,1.15,76.73,45.53,0,0,30,0,0,40.16,46.84,0,43.78,18.62,388.67,148.3,0,0,69.07,130.79,5.7,0,50.39,0,0,79.38,20.09,0,0

78,19:15-19:30,35.03,60.23,25.64,138.33,44.33,0,27.68,0,0,688.62,0,0,9.59,11.59,0,59.84,97.23,348.98,44.5,50.23,0,95.68,42.15,5.5,124.58,0,0,21.64,0,20,19.56,0,0,0,150.34,35.39,2.3,0,0,8.68,0,0,0,0.98,1.15,76.73,45.53,0,0,30,0,0,40.16,47.24,0,43.78,18.62,388.67,148.3,0,0,69.07,130.79,5.7,0,50.39,0,0,79.38,20.09,0,0

79,19:30-19:45,35.03,60.23,25.64,138.33,44.33,0,27.68,0,0,688.62,0,0,9.59,11.59,0,59.84,97.23,348.98,44.5,50.23,0,95.68,42.15,5.5,124.58,0,0,21.64,0,20,19.56,0,0,0,150.34,35.39,2.3,0,0,8.68,0,0,0,0.98,1.15,76.73,45.53,0,0,30,0,0,40.16,47.89,0,43.78,18.62,388.67,148.3,0,0,69.07,130.79,5.7,0,50.39,0,0,79.38,20.09,0,0

80,19:45-20:00,35.03,60.23,25.64,138.33,44.33,0,27.68,0,0,688.62,0,0,9.59,11.59,0,59.84,97.23,348.98,44.5,50.23,0,97.03999999999999,42.15,5.5,124.58,0,0,21.64,0,20,19.56,0,0,0,150.34,35.39,2.3,0,0,8.68,0,0,0,0.98,1.15,76.73,45.53,0,0,30,0,0,40.16,47.89,0,43.78,18.62,388.67,148.3,0,0,69.07,130.79,5.7,0,50.39,0,0,79.38,20.09,0,0

81,20:00-20:15,35.03,60.23,25.64,138.33,44.33,0,27.68,0,0,688.62,0,0,9.59,11.59,0,59.84,97.23,348.98,44.5,50.23,0,80.64,42.15,5.5,124.58,0,0,21.64,0,20,19.56,0,0,0,150.34,35.39,2.3,0,0,8.68,0,0,0,0.98,1.15,76.73,45.53,0,0,30,0,0,40.16,47.89,0,43.78,18.62,388.67,148.3,0,0,69.07,130.79,5.7,0,50.39,0,0,79.38,20.09,0,0

82,20:15-20:30,35.03,60.23,25.64,138.33,44.33,0,27.68,0,0,688.62,0,0,9.59,11.59,0,59.84,97.23,348.98,44.5,50.23,0,98.41,42.15,5.5,124.58,0,0,21.64,0,20,19.56,0,0,0,150.34,35.39,2.3,0,0,8.68,0,0,0,0.98,1.15,76.73,45.53,0,0,30,0,0,40.16,47.89,0,43.78,18.62,388.67,148.3,0,0,69.07,130.79,5.7,0,50.39,0,0,53.45,20.09,0,0

83,20:30-20:45,35.03,59.5,25.64,138.33,22.54,0,27.68,0,0,688.62,0,0,9.59,10.43,0,24.55,97.23,348.98,44.5,50.23,0,98.41,42.15,5.5,124.58,0,0,21.64,0,20,19.56,0,0,0,150.34,35.39,2.3,0,0,8.63,0,0,0,0.98,1.15,76.73,45.53,0,0,30,0,0,38.1,47.89,0,21.88,18.62,388.67,148.3,0,0,69.07,130.79,5.7,0,48.81,0,0,53.45,18.9,0,0

84,20:45-21:00,35.03,59.5,25.64,138.33,22.54,0,27.68,0,0,688.62,0,0,9.59,10.43,0,23.02,97.23,348.98,44.5,50.23,0,98.41,42.15,5.5,124.58,0,0,21.64,0,20,19.56,0,0,0,150.34,35.39,2.3,0,0,8.63,0,0,0,0.98,1.15,76.73,45.53,0,0,30,0,0,38.1,47.89,0,21.88,18.62,388.67,148.3,0,0,69.07,130.79,5.7,0,48.81,0,0,53.45,18.9,0,0

85,21:00-21:15,35.03,59.5,25.64,138.33,22.54,0,27.68,0,0,688.62,0,0,9.59,10.43,0,23.02,97.23,348.98,44.5,50.23,0,98.41,42.15,5.5,124.58,0,0,21.64,0,20,19.56,0,0,0,150.34,35.39,2.3,0,0,8.63,0,0,0,0.98,1.15,76.73,45.53,0,0,30,0,0,38.1,47.89,0,21.88,18.62,388.67,148.3,0,0,69.07,130.79,5.7,0,48.81,0,0,53.45,18.9,0,0

86,21:15-21:30,35.03,59.5,25.64,138.33,22.54,0,27.68,0,0,688.62,0,0,9.59,10.43,0,24.55,97.23,348.98,44.5,50.23,0,98.41,42.15,5.5,124.58,0,0,21.64,0,20,19.56,0,0,0,150.34,35.39,2.3,0,0,8.63,0,0,0,0.98,1.15,76.73,45.53,0,0,30,0,0,38.1,47.89,0,32.83,18.62,388.67,148.3,0,0,69.07,130.79,5.7,0,48.81,0,0,53.45,18.9,0,0

87,21:30-21:45,35.03,60.23,25.64,165.99,59.51,0,27.68,0,0,688.62,0,0,9.59,11.59,0,59.84,97.23,348.98,44.5,50.23,0,98.41,42.15,6.5,124.58,0,0,21.64,0,20,19.56,0,0,0,150.34,35.39,2.3,0,0,8.68,0,0,0,0.98,0,76.73,45.53,0,0,30,0,0,40.16,48.55,0,43.78,18.62,388.67,148.3,0,0,69.07,130.79,5.7,0,50.39,0,0,53.45,20.09,0,0

88,21:45-22:00,35.03,60.23,25.64,165.99,44.33,0,27.68,0,0,688.62,0,0,9.59,11.59,0,59.84,97.23,348.98,44.5,50.23,0,98.41,42.15,6.5,124.58,0,0,21.64,0,20,19.56,0,0,0,150.34,35.39,2.3,0,0,8.68,0,0,0,0.98,0,76.73,45.53,0,0,30,0,0,40.16,48.55,0,43.78,18.62,388.67,148.3,0,0,69.07,130.79,5.7,0,50.39,0,0,53.45,20.09,0,0

89,22:00-22:15,35.03,60.23,25.64,165.99,44.33,0,27.68,0,0,688.62,0,0,9.59,23.17,0,59.84,97.23,348.98,44.5,50.23,0,98.41,42.15,6.5,124.58,0,0,21.64,0,20,19.56,0,0,0,150.34,35.39,2.3,0,0,8.68,0,0,0,0.98,0,76.73,45.53,0,0,30,0,0,40.16,49.2,0,43.78,18.62,388.67,148.3,0,0,69.07,130.79,5.7,0,50.39,0,0,53.45,20.09,0,0

90,22:15-22:30,35.03,60.23,25.64,165.99,44.33,0,27.68,0,0,688.62,0,0,9.59,23.17,0,59.84,97.23,348.98,44.5,50.23,0,98.41,42.15,6.5,124.58,0,0,21.64,0,20,19.56,0,0,0,150.34,35.39,2.3,0,0,8.68,0,0,0,0.98,0,76.73,45.53,0,0,30,0,0,40.16,49.2,0,43.78,18.62,388.67,148.3,0,0,69.07,130.79,5.7,0,50.39,0,0,53.45,20.09,0,0

91,22:30-22:45,35.03,59.5,25.64,138.33,18.78,0,27.68,0,0,688.62,0,0,9.59,20.85,0,38.36,97.23,348.98,44.5,50.23,0,98.41,42.15,5.5,124.58,0,0,21.64,0,20,19.56,0,0,0,150.34,35.39,2.3,0,0,8.63,0,0,0,0.98,0,76.73,45.53,0,0,30,0,0,38.1,49.2,0,21.88,18.62,388.67,148.3,0,0,69.07,130.79,5.7,0,48.81,0,0,53.45,18.9,0,0

92,22:45-23:00,35.03,59.5,25.64,138.33,18.78,0,27.68,0,0,688.62,0,0,9.59,20.85,0,38.36,97.23,348.98,44.5,50.23,0,98.41,42.15,5.5,124.58,0,0,21.64,0,20,19.56,0,0,0,150.34,35.39,2.3,0,0,8.63,0,0,0,0.98,0,76.73,45.53,0,0,30,0,0,38.1,49.2,0,10.95,18.62,388.67,148.3,0,0,69.07,130.79,5.7,0,48.81,0,0,53.45,18.9,0,0

93,23:00-23:15,35.03,59.5,25.64,138.33,18.78,0,27.68,0,0,688.62,0,0,7.19,20.85,0,38.36,97.23,348.98,44.5,50.23,0,98.41,42.15,5.5,124.58,0,0,21.64,0,20,19.56,0,0,0,150.34,35.39,2.3,0,0,8.63,0,0,0,0.98,0,76.73,45.53,0,0,30,0,0,38.1,49.2,0,10.95,18.62,388.67,148.3,0,0,69.07,130.79,5.7,0,48.81,0,0,53.45,18.9,0,0

94,23:15-23:30,35.03,59.5,25.64,138.33,18.78,0,27.68,0,0,688.62,0,0,7.19,20.85,0,38.36,97.23,348.98,44.5,50.23,0,98.41,42.15,5.5,124.58,0,0,21.64,0,20,19.56,0,0,0,150.34,35.39,2.3,0,0,8.63,0,0,0,0.98,0,76.73,45.53,0,0,30,0,0,38.1,49.2,0,10.95,18.62,388.67,148.3,0,0,69.07,130.79,5.7,0,48.81,0,0,53.45,18.9,0,0

95,23:30-23:45,35.03,59.5,25.64,138.33,22.54,0,27.68,0,0,688.62,0,0,7.19,20.85,0,38.36,97.23,348.98,44.5,50.23,0,98.41,42.15,5.5,124.58,0,0,21.64,0,20,19.56,0,0,0,150.34,35.39,2.3,0,0,8.63,0,0,0,0.98,0,76.73,45.53,0,0,30,0,0,38.1,49.2,0,10.95,18.62,388.67,148.3,0,0,69.07,130.79,5.7,0,48.81,0,0,53.45,18.9,0,0

96,23:45-24:00,35.03,59.5,25.64,110.67,22.54,0,27.68,0,0,688.62,0,0,7.19,20.85,0,38.36,97.23,348.98,44.5,50.23,0,98.41,42.15,4.4,124.58,0,0,21.64,0,20,19.56,0,0,0,150.34,35.39,2.3,0,0,8.63,0,0,0,0.98,0,76.73,45.53,0,0,30,0,0,38.1,49.2,0,10.95,18.62,388.67,148.3,0,0,69.07,130.79,5.7,0,48.81,0,0,53.45,18.9,0,0

