Block,Time,CHAMERA3,DHAULIGNGA,CHAMERA2,DADRT2,JHAJJAR,DULHASTI,UNCHAHAR3,URI2,UNCHAHAR4,KOLDAM,PARBATI3,SINGRAULI,RAMPUR,RIHAND2,TANDA2,SEWA2,UNCHAHAR2,NJPC,RIHAND1,KISHANGANGA,RAPPC,NAPP,UNCHAHAR1,KOTESHWR,SINGRAULI_HYDRO,RIHAND3,TEHRI,CHAMERA1,BSIUL,URI,TANAKPUR,SALAL,RAPPB,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,NNTPP,NTPL,RSTPSU1TO6,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,KUDGI,MAPS,NLCEXP,NLCIIST1,NLCIIST2,NLCTS2EXP,RSTPSU7,VALLURNTECL,SIMHST1,SIMHST2,TALST2,KHSTPP-I,KHSTPP-II,TALA,BRBCL,FSTPP I & II,SASAN
1,00:00-00:15,29.062808,36.5917,39.51012,686.779957,435.435,49.436556,26.39091,32.41932,0,0,0,139.3125,0,118.125,0,15.804048,42.392196,153.6034,92,0,51.3945,38.6616,19.985,28.594,0.9565,123.665625,67.536,42.66,13.0416,41.952,13.1943,85.988,0,0,0,0,33.6,0,59.73,0,2.172,0,78.912,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,33.385,147.515625,24.108,15.00135,14.253199,416.25

2,00:15-00:30,29.062808,36.5917,39.51012,686.779957,435.435,49.436556,26.39091,32.41932,0,0,0,139.3125,0,118.125,0,15.804048,42.392196,153.6034,92,0,51.3945,38.6616,19.985,28.594,0.9565,123.665625,67.536,42.66,13.0416,41.952,13.1943,85.988,0,0,0,0,33.6,0,59.73,0,2.172,0,78.912,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,33.385,147.515625,24.108,15.00135,14.253199,416.25

3,00:30-00:45,29.062808,36.5917,39.51012,686.779957,435.435,49.436556,26.39091,31.6122,0,0,0,139.3125,0,118.125,0,10.5307,42.392196,153.6034,92,0,51.3945,38.6616,19.985,28.594,0.9565,123.665625,67.536,42.66,13.0416,41.952,13.1943,85.988,0,0,0,0,34.65,0,59.73,0,2.172,0,78.912,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,33.385,147.515625,24.108,15.00135,14.253199,416.25

4,00:45-01:00,29.062808,36.5917,39.51012,686.779957,435.435,49.436556,26.39091,31.6122,0,0,0,139.3125,0,118.125,0,10.5307,42.392196,153.6034,92,0,51.3945,38.6616,19.985,28.594,0.9565,123.665625,67.536,42.66,13.0416,41.952,13.1943,85.988,0,0,0,0,34.65,0,59.73,0,2.172,0,78.912,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,33.385,147.515625,24.108,15.00135,14.253199,416.25

5,01:00-01:15,29.062808,36.5917,39.51012,686.779957,435.435,49.436556,26.39091,31.6122,0,0,0,139.3125,0,118.125,0,10.55736,42.392196,153.6034,92,0,51.3945,38.6616,19.1285,28.594,0.9565,123.665625,67.536,42.66,13.0416,41.952,13.1943,85.988,0,0,0,0,34.65,0,59.73,0,2.172,0,78.912,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,33.385,147.515625,24.108,15.00135,14.253199,416.25

6,01:15-01:30,29.062808,36.5917,39.51012,686.779957,435.435,49.436556,26.39091,31.6122,0,0,0,139.3125,0,118.125,0,10.55736,42.392196,153.6034,92,0,51.3945,38.6616,19.1285,28.594,0.9565,123.665625,67.536,42.66,13.0416,41.952,13.1943,85.988,0,0,0,0,34.65,0,59.73,0,2.172,0,78.912,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,33.385,147.515625,24.108,15.00135,14.253199,416.25

7,01:30-01:45,29.062808,36.5917,39.51012,686.779957,435.435,49.436556,26.39091,31.6122,0,0,0,139.3125,0,118.125,0,10.55736,42.392196,153.6034,92,0,51.3945,38.6616,19.1285,28.594,0.9565,123.665625,67.536,42.66,13.0416,41.952,13.1943,85.988,0,0,0,0,35.7,0,59.73,0,2.172,0,78.912,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,33.385,147.515625,24.108,15.00135,14.253199,416.25

8,01:45-02:00,29.062808,36.5917,39.51012,686.779957,435.435,49.436556,26.39091,31.6122,0,0,0,139.3125,0,118.125,0,10.55736,42.392196,153.6034,92,0,51.3945,38.6616,19.1285,28.594,0.9565,123.665625,67.536,42.66,13.0416,48.576,13.1943,85.988,0,0,0,0,35.7,0,59.73,0,2.172,0,78.912,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,33.385,147.515625,24.108,15.00135,14.253199,416.25

9,02:00-02:15,29.062808,36.5917,39.51012,686.779957,435.435,49.436556,26.39091,32.41932,0,0,0,139.3125,0,118.125,0,10.55736,42.392196,153.6034,92,0,51.3945,38.6616,19.1285,28.594,0.9565,123.665625,67.536,42.66,13.0416,48.576,13.1943,85.988,0,0,0,0,36.75,0,59.73,0,2.172,0,78.912,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,33.385,147.515625,24.108,15.00135,14.253199,416.25

10,02:15-02:30,29.062808,36.5917,39.51012,686.779957,435.435,49.436556,26.39091,32.41932,0,0,0,139.3125,0,118.125,0,10.55736,42.392196,153.6034,92,0,51.3945,38.6616,19.1285,28.594,0.9565,123.665625,67.536,42.66,13.0416,41.952,13.1943,85.988,0,0,0,0,36.75,0,59.73,0,2.172,0,78.912,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,33.385,147.515625,24.108,15.00135,14.253199,416.25

11,02:30-02:45,29.062808,36.5917,39.51012,686.779957,435.435,49.436556,26.39091,31.6122,0,0,0,139.3125,0,118.125,0,10.55736,42.392196,153.6034,92,0,51.3945,38.6616,19.1285,28.594,0.9565,123.665625,67.536,42.66,13.0416,41.952,13.1943,85.988,0,0,0,0,36.75,0,59.73,0,2.172,0,78.912,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,33.385,147.515625,24.108,15.00135,14.253199,416.25

12,02:45-03:00,29.062808,36.5917,39.51012,686.779957,435.435,49.436556,26.39091,31.6122,0,0,0,139.3125,0,118.125,0,10.55736,42.392196,153.6034,92,0,51.3945,38.6616,19.1285,28.594,0.9565,123.665625,67.536,42.66,13.0416,41.952,13.1943,85.988,0,0,0,0,36.75,0,59.73,0,2.172,0,78.912,0,0,0,0,0,0,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,33.385,147.515625,24.108,15.00135,14.253199,416.25

