Block,Time,NR/01112023/30112023/HP-09,NR/01112023/30112023/HP-10,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_36,NR/01102023/06022042/L_NR_2012_02,NR/03112023/30112023/HPX-TAMDLY-011123-05147,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/23072042/L_NR_2012_04,NR/01102023/06022042/L_NR_2012_07,NR/03112023/30112023/IEX-231101-05680,NR/01102023/25122043/GNA_MEJA_DELHI,NR/30092023/31122025/SH-07,NR/30092023/26122029/SH-06,NR/01102023/22052037/LT-59,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/31052040/LT-31,NR/01102023/05012040/L_NR_2020_02,SR/01112023/30112023/KSEB_BYPL-NOV23,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_35,SR/01102023/07102043/L_NR_2018_61,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/31032046/L_NR_2020_05,L_NR_2019_19,WR/01102023/29112042/L_NR_2019_05,NR/01102023/02012046/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2020_06,WR/01102023/24112044/L_NR_2020_07,NR/01102023/14082046/L_NR_2021_16,NR/01102023/13082046/L_NR_2021_12,NR/01102023/25072045/L_NR_2021_15,WR/01102023/30052048/L_NR_2022_10,NR/22102023/11042047/L_NR_2021_17,WR/01102023/01102023/L_NR_2022_09,NR/26072023/31072042/L_NR_2023_07,WR/01102023/16072048/L_NR_2022_08
10,02:15-02:30,172.710000,73.760000,71.730000,0.000000,130.150000,48.200000,24.100000,149.130000,34.710000,48.200000,0.000000,26.020000,26.020000,1.710000,53.030000,0.000000,2.230000,144.62,1.760000,0.000000,6.61,0,0,0,0,49.57,0,0,0,0,0,16.52,16.52,0,0,0,34.33,0,34.33,0,8.96

11,02:30-02:45,172.710000,73.760000,71.730000,0.000000,110.870000,48.200000,24.100000,149.130000,33.740000,48.200000,0.000000,26.020000,26.020000,1.710000,53.030000,0.000000,2.230000,144.62,1.760000,0.000000,6.61,0,0,0,0,48.81,0,0,0,0,0,16.27,16.27,0,0,0,32.89,0,32.89,0,8.63

12,02:45-03:00,172.710000,73.760000,71.730000,0.000000,110.870000,48.200000,24.100000,149.130000,33.740000,48.200000,0.000000,26.020000,26.020000,1.710000,53.030000,0.000000,2.230000,144.62,1.760000,0.000000,6.61,0,0,0,0,48.13,0,0,0,0,0,16.04,16.05,0,0,0,33.54,0,33.54,0,8.23

13,03:00-03:15,172.710000,73.760000,71.730000,0.000000,110.870000,48.200000,24.100000,149.130000,33.740000,48.200000,0.000000,26.020000,26.020000,1.710000,53.030000,0.000000,2.230000,144.62,1.760000,0.000000,6.61,0,0,0,0,48.1,0,0,0,0,0,16.04,16.03,0,0,0,34.56,0,34.56,0,7.6

14,03:15-03:30,172.710000,73.760000,71.730000,0.000000,110.870000,48.200000,24.100000,149.130000,33.740000,48.200000,0.000000,26.020000,26.020000,1.710000,53.030000,0.000000,2.230000,144.62,1.760000,0.000000,6.61,0,0,0,0,47.71,0,0,0,0,0,15.91,15.9,0,0,0,34.95,0,34.95,0,6.67

15,03:30-03:45,172.710000,73.760000,71.730000,0.000000,110.870000,48.200000,24.100000,192.820000,33.740000,48.200000,0.000000,26.020000,26.020000,1.710000,53.030000,0.000000,2.230000,144.62,1.760000,0.000000,6.61,0,0,0,0,46.17,0,0,0,0,0,15.39,15.39,0,0,0,35.35,0,35.35,0,6.66

16,03:45-04:00,172.710000,73.760000,71.730000,0.000000,110.870000,48.200000,24.100000,192.820000,33.740000,48.200000,0.000000,26.020000,26.020000,1.710000,53.030000,0.000000,2.230000,144.62,1.760000,0.000000,10.08,0,0,0,0,45.21,0,0,0,0,0,15.06,15.07,0,0,0,35.6,0,35.6,0,6.66

17,04:00-04:15,172.710000,73.760000,71.730000,0.000000,110.870000,48.200000,24.100000,192.820000,33.740000,48.200000,0.000000,26.020000,26.020000,1.630000,53.030000,0.000000,2.230000,144.62,1.760000,0.000000,10.28,0,0,0,0,44.7,0,0,0,0,0,14.9,14.9,0,0,0,34.92,0,34.92,0,8.77

18,04:15-04:30,172.710000,73.760000,71.730000,0.000000,139.790000,48.200000,24.100000,192.820000,33.740000,48.200000,0.000000,26.020000,26.020000,1.630000,53.030000,0.000000,2.230000,144.62,1.760000,0.000000,10.52,0,0,0,0,44.33,0,0,0,0,0,14.76,14.78,0,0,0,29.33,0,29.33,0,8.66

19,04:30-04:45,172.710000,73.760000,71.730000,0.000000,139.790000,48.200000,24.100000,192.820000,33.740000,48.200000,0.000000,26.020000,26.020000,1.630000,53.030000,0.000000,2.230000,144.62,1.760000,0.000000,10.72,0,0,0,0,43.67,0,0,0,0,0,14.56,14.55,0,0,0,29.33,0,29.33,0,8.55

20,04:45-05:00,172.710000,73.760000,71.730000,0.000000,139.790000,48.200000,24.100000,192.820000,33.740000,48.200000,0.000000,26.020000,26.020000,1.630000,53.030000,0.000000,2.230000,144.62,1.760000,0.000000,8.07,0,0,0,0,43.01,0,0,0,0,0,14.32,14.34,0,0,0,29.33,0,29.33,0,8.44

21,05:00-05:15,172.710000,73.760000,71.730000,0.000000,188.000000,48.200000,24.100000,231.380000,57.480000,48.200000,0.000000,26.020000,26.020000,1.630000,53.030000,0.000000,2.230000,144.62,1.690000,0.000000,8.24,0,0,0,0,42.35,0,0,0,0,0,14.12,14.11,0,0,0,29.33,0,29.33,0,8.34

22,05:15-05:30,172.710000,73.760000,71.730000,0.000000,216.920000,48.200000,24.100000,271.150000,57.480000,48.200000,0.000000,26.020000,26.020000,1.630000,53.030000,0.000000,2.230000,144.62,1.690000,0.000000,8.32,0,0,0,0,31.26,0,0,0,0,0,10.43,10.42,0,0,0,29.33,0,29.33,0,8.23

23,05:30-05:45,172.710000,73.760000,71.730000,0.000000,232.040000,48.200000,24.100000,271.150000,57.480000,48.200000,0.000000,26.020000,26.020000,1.630000,53.030000,0.000000,2.230000,144.62,1.690000,0.000000,8.55,0,0,0,0,30.77,0,0,0,0,0,10.25,10.26,0,0,0,29.33,0,29.33,0,8.12

24,05:45-06:00,172.710000,73.760000,71.730000,0.000000,256.140000,48.200000,24.100000,271.150000,57.480000,48.200000,0.000000,26.020000,26.020000,1.630000,53.030000,0.000000,2.230000,144.62,1.690000,0.000000,7.21,0,0,0,0,30.28,0,0,0,0,0,10.09,10.09,0,0,0,28.89,0,28.89,0,8.01

25,06:00-06:15,0.000000,203.700000,96.410000,0.000000,256.140000,48.200000,24.100000,271.150000,82.460000,48.200000,0.000000,26.020000,26.020000,1.630000,51.130000,0.000000,2.230000,144.62,1.690000,0.000000,7.21,0,0,0,0.16,29.78,0,0,0,0,0,9.92,9.93,0,0,0,28.44,0,28.44,0,7.9

26,06:15-06:30,0.000000,203.700000,71.730000,0.000000,256.140000,48.200000,25.070000,271.150000,82.460000,48.200000,0.000000,26.020000,26.020000,1.550000,51.130000,0.000000,2.230000,144.62,1.690000,0.000000,7.21,0,0,0,0.32,29.28,0,2.04,0,0,1,9.77,9.76,0,0,0,28.15,0,28.15,0,7.79

27,06:30-06:45,0.000000,203.700000,71.730000,0.000000,256.140000,48.200000,25.070000,271.150000,82.460000,48.200000,0.000000,26.020000,26.020000,1.550000,100.980000,0.000000,2.230000,144.62,1.690000,0.000000,7.21,0,0,0,3.63,22,0.116724,5.85,0,0,3,7.34,7.33,0,0,0,27.54,0,27.54,0,7.67

28,06:45-07:00,0.000000,203.700000,96.410000,0.010000,256.140000,48.200000,24.100000,271.150000,82.460000,48.200000,0.000000,26.020000,26.020000,1.550000,100.980000,0.010000,2.230000,144.62,1.690000,0.010000,7.21,0,1.5,0.08,9.13,22,4.309061,13.04,0,0,10,7.34,7.33,0,0.39,0,26.89,0,26.89,3.5,6.66

29,07:00-07:15,0.000000,203.700000,118.010000,0.020000,256.140000,48.200000,23.140000,271.150000,82.460000,48.200000,0.000000,26.020000,26.020000,1.550000,100.980000,0.020000,2.180000,144.62,1.690000,0.020000,7.21,0,3,0.55,17.47,22,14.220874,22.31,0,1,17,7.34,7.33,0,2.74,2.55,26.23,0,26.23,7,6.66

30,07:15-07:30,0.000000,203.700000,118.010000,0.180000,256.140000,48.200000,23.140000,271.150000,82.460000,48.200000,0.000000,26.020000,26.020000,1.550000,100.980000,0.180000,2.180000,144.62,1.690000,0.180000,7.21,0.28,4,0.85,27.21,22,23.908966,28.29,0,1,27,7.34,7.33,0,4.27,5,26.19,1,26.19,11,6.66

31,07:30-07:45,0.000000,203.700000,118.010000,0.640000,256.140000,48.200000,23.140000,271.150000,82.460000,48.200000,0.000000,25.470000,30.850000,1.550000,100.980000,0.630000,2.180000,144.62,1.690000,0.630000,7.21,1.42,6,2.32,29,22,33.188524,29,0,5,29,7.34,7.33,0,11.63,9,26.67,3,26.67,14,6.66

32,07:45:08:00,0.000000,203.700000,118.010000,1.190000,256.140000,48.200000,23.140000,271.150000,82.460000,48.200000,0.000000,25.470000,30.850000,1.550000,100.980000,1.170000,2.180000,144.62,1.690000,1.170000,7.21,7.07,10,4.52,29,22,43.304604,29,0,10,29,7.34,7.33,0,22.58,12,25.75,5,25.75,22,6.66

33,08:00-08:15,0.000000,203.700000,118.010000,1.990000,256.140000,48.200000,23.140000,271.150000,82.460000,48.200000,0.000000,25.470000,30.850000,1.550000,100.980000,1.940000,2.180000,144.62,1.690000,1.940000,7.21,13.62,15,7.2,29.33,22,53.994577,29.33,0,15,29.34,7.34,7.33,0,36,7.93,25.66,8,25.66,35,6.66

34,08:15-08:30,0.000000,203.700000,118.010000,2.980000,256.140000,48.200000,23.140000,271.150000,82.460000,48.200000,0.000000,25.470000,30.850000,1.550000,100.980000,2.900000,2.180000,144.62,1.690000,2.900000,7.21,20.16,21,10.33,29.5,30.06,64.733185,29.5,0,21,29.5,10.01,10.02,0,51.64,12.17,24.08,11,24.08,49,6.66

35,08:30-08:45,0.000000,203.700000,106.050000,4.060000,256.140000,48.200000,23.140000,271.150000,82.460000,48.200000,0.000000,25.470000,30.850000,1.550000,100.980000,3.950000,2.180000,144.62,1.690000,3.950000,7.21,26.71,28,13.54,30.83,29.49,74.781176,30.83,0,28,30.84,9.83,9.83,0,67.69,15.24,31.99,14,31.99,67,6.66

36,08:45:09:00,0.000000,203.700000,106.050000,5.230000,256.140000,48.200000,23.140000,271.150000,82.460000,48.200000,0.000000,25.470000,30.850000,1.550000,100.980000,5.100000,2.180000,144.62,1.690000,5.100000,7.21,32.62,34,16.95,30.83,36.02,84.012099,30.83,0,35,30.84,12,12.01,0,84.78,18.53,31.22,17,31.22,81,6.66

37,09:00:09:15,0.000000,203.700000,106.050000,6.250000,256.140000,48.200000,23.140000,271.150000,82.460000,48.200000,0.000000,25.470000,30.850000,1.550000,100.980000,6.090000,2.180000,144.62,1.690000,6.090000,7.21,38.68,38,20.63,30.83,35.42,79.810035,30.83,0,42,30.84,11.81,11.81,0,103.14,21.98,30.55,21,30.55,89,6.66

38,09:15-09:30,0.000000,203.700000,106.050000,7.220000,256.140000,48.200000,23.140000,271.150000,82.460000,48.200000,0.000000,25.470000,30.850000,1.550000,100.980000,7.050000,2.180000,144.62,1.690000,7.050000,7.21,43.76,44,24.1,30.83,34.24,87.786175,30.83,0,49,30.84,11.43,11.41,0,120.5,24.2,29.88,24,29.88,102,6.66

39,09:30-09:45,0.000000,203.700000,106.050000,8.170000,256.140000,48.200000,23.140000,271.150000,82.460000,48.200000,0.000000,25.470000,30.850000,1.550000,100.980000,7.970000,2.180000,144.62,1.690000,7.970000,7.21,48.27,49,27.45,30.83,33.45,95.217603,30.83,0,55,30.84,11.15,11.15,0,137.25,26.77,29.07,27,29.07,116,6.66

40,09:45-10:00,0.000000,203.700000,106.050000,9.180000,256.140000,48.200000,23.140000,271.150000,82.460000,48.200000,0.000000,25.470000,30.850000,1.550000,100.980000,8.950000,2.180000,144.62,1.690000,8.950000,7.21,52.93,54,30.63,30.67,32.68,102.03623,30.67,0,61,30.66,10.9,10.89,0,153.18,29.63,28.44,30,28.44,126,6.66

41,10:00-10:15,0.000000,203.700000,106.050000,10.060000,256.140000,48.200000,23.140000,271.150000,82.460000,48.200000,0.000000,25.470000,30.850000,1.550000,100.980000,9.810000,2.180000,144.62,1.690000,9.810000,7.21,56.9,56,33.54,30.67,32.06,107.891884,30.67,0,66,30.66,10.68,10.69,0,167.72,31.54,27.88,33,27.88,132,6.66

42,10:15-10:30,0.000000,203.700000,106.050000,10.740000,256.140000,48.200000,23.140000,271.150000,82.460000,48.200000,0.000000,25.470000,30.850000,1.550000,100.980000,10.490000,2.180000,144.62,1.690000,10.490000,12.14,60.33,59,36.19,30.67,31.43,113.115283,30.67,0,71,30.66,10.47,10.48,0,180.95,33.82,27.22,36,27.22,139,6.66

43,10:30-10:45,0.000000,203.700000,106.050000,11.410000,256.140000,48.200000,23.140000,271.150000,82.460000,48.200000,0.000000,25.470000,30.850000,1.550000,100.980000,11.140000,2.180000,144.62,1.690000,11.140000,11.71,63.38,58,38.44,30.87,22,108.903492,30.87,0,64,30.86,7.34,7.33,0,192.21,35.27,18.43,32,18.43,137,6.66

44,10:45-11:00,0.000000,203.700000,106.050000,11.990000,256.140000,48.200000,23.140000,271.150000,82.460000,48.200000,0.000000,25.470000,30.850000,1.550000,100.980000,11.700000,2.180000,144.62,1.690000,11.700000,15.03,65.81,61,40.53,30.7,22,113.173645,30.7,0,67,30.7,7.34,7.33,0,202.68,36.87,18.49,33,18.49,144,6.66

45,11:00-11:15,0.000000,203.700000,114.730000,12.440000,256.140000,48.200000,23.140000,271.150000,82.460000,48.200000,0.000000,26.020000,26.020000,1.550000,100.980000,12.140000,2.180000,144.62,1.760000,12.140000,15.24,67.93,61,42.11,30.37,22,116.908813,30.37,0,61,30.36,7.34,7.33,0,210.56,37.72,18.96,30,18.96,144,6.66

46,11:15-11:30,0.000000,203.700000,114.730000,12.840000,256.140000,48.200000,23.140000,271.150000,82.460000,48.200000,0.000000,26.020000,26.020000,1.550000,100.980000,12.530000,2.180000,144.62,1.760000,12.530000,14.99,69.85,64,43.45,30.37,22,119.671281,30.37,0,63,30.36,7.34,7.33,0,217.24,38.11,13.33,32,13.33,151,6.66

47,11:30-11:45,0.000000,203.700000,114.730000,13.160000,256.140000,48.200000,24.100000,271.150000,82.460000,48.200000,0.000000,25.250000,25.250000,1.550000,100.980000,12.840000,2.180000,144.62,1.760000,12.840000,18.13,71.19,66,44.31,30.37,22,121.538865,30.37,0,63,30.36,7.34,7.33,0,221.53,38.65,13.33,32,13.33,154,6.66

48,11:45-12:00,0.000000,203.700000,114.730000,13.340000,256.140000,48.200000,24.100000,271.150000,82.460000,48.200000,0.000000,25.250000,25.250000,1.550000,100.980000,13.020000,2.180000,144.62,1.760000,13.020000,17.73,72.01,68,44.74,30.37,22,122.910372,30.37,0,62,30.36,7.34,7.33,0,223.72,38.67,13.33,31,13.33,160,6.66

49,12:00-12:15,0.000000,203.700000,114.730000,13.420000,256.140000,48.200000,24.100000,271.150000,82.460000,48.200000,0.000000,25.250000,25.250000,1.630000,100.980000,13.090000,2.180000,144.62,1.760000,13.090000,17.13,72.7,70,44.74,30.37,22,121.39296,30.37,0,65,30.36,7.34,7.33,0,223.72,38.76,13.33,32,13.33,165,6.66

50,12:15-12:30,0.000000,203.700000,114.730000,13.470000,256.140000,48.200000,24.100000,271.150000,82.460000,48.200000,0.000000,25.250000,25.250000,1.630000,100.980000,13.130000,2.180000,144.62,1.760000,13.130000,17.12,73.33,72,44.74,30.37,22,120.546711,30.37,0,66,30.36,7.34,7.33,0,223.72,39,13.33,33,13.33,168,6.66

51,12:30-12:45,0.000000,203.700000,114.730000,13.430000,256.140000,48.200000,24.100000,271.150000,82.460000,48.200000,0.000000,25.250000,25.250000,1.630000,88.700000,13.100000,2.180000,144.62,1.760000,13.100000,17.13,73.4,73,44.74,30.37,22,119.068207,30.37,0,68,30.36,7.34,7.33,0,223.72,39.16,13.33,34,13.33,172,6.66

52,12:45-13:00,0.000000,203.700000,114.730000,13.290000,256.140000,48.200000,24.100000,271.150000,82.460000,48.200000,0.000000,25.250000,25.250000,1.630000,77.130000,12.970000,2.180000,144.62,1.760000,12.970000,17.13,73.06,73,44.89,30.37,22,116.539187,30.37,0,68,30.36,7.34,7.33,0,224.48,39.18,13.33,34,13.33,172,6.66

53,13:00-13:15,0.000000,203.700000,96.410000,13.040000,256.140000,48.200000,24.100000,271.150000,82.460000,48.200000,0.000000,25.250000,25.250000,1.630000,48.200000,12.710000,2.230000,144.62,1.760000,12.710000,17.1,72.06,69,44.6,30.37,22,112.93047,30.37,0,66,30.36,7.34,7.33,0,223.01,38.63,16.67,33,16.67,161,6.66

54,13:15-13:30,0.000000,203.700000,67.490000,12.620000,256.140000,48.200000,24.100000,271.150000,82.460000,48.200000,0.000000,26.020000,26.020000,1.630000,48.200000,12.310000,2.230000,144.62,1.760000,12.310000,15.27,70.76,67,43.86,30.37,25,108.339326,30.37,0,62,30.36,8.34,8.33,0,219.31,38.64,16.67,31,16.67,158,6.66

55,13:30-13:45,0.000000,203.700000,67.490000,12.170000,256.140000,48.200000,24.100000,271.150000,82.460000,48.200000,0.000000,26.020000,26.020000,1.630000,77.130000,11.870000,2.230000,144.62,1.760000,11.870000,13.06,72.95,63,42.92,30.37,25,103.407737,30.37,0,44,30.36,8.34,8.33,0,214.6,38.76,16.67,22,16.67,147,6.66

56,13:45-14:00,0.000000,203.700000,96.410000,11.670000,256.140000,48.200000,24.100000,271.150000,82.460000,48.200000,0.000000,26.020000,26.020000,1.630000,79.060000,11.380000,2.230000,144.62,1.760000,11.380000,10.88,71.23,60,41.61,30.37,25,97.804985,30.37,0,41,30.36,8.34,8.33,0,208.06,37.53,16.67,20,16.67,140,6.66

57,14:00-14:15,0.000000,203.700000,114.730000,11.090000,256.140000,48.200000,24.100000,271.150000,82.460000,48.200000,0.000000,26.020000,26.020000,1.780000,67.490000,10.820000,2.230000,144.62,1.920000,10.820000,8.94,67.98,56,42.74,30.37,25,92.202233,30.37,0,32,30.36,8.34,8.33,0,213.73,36,16.99,16,16.99,132,6.66

58,14:15-14:30,0.000000,203.700000,114.730000,10.310000,256.140000,48.200000,23.140000,271.150000,82.460000,48.200000,0.000000,26.020000,26.020000,1.780000,67.490000,10.060000,2.230000,144.62,1.920000,10.060000,7.21,64.56,53,40.48,30.37,25,86.288217,30.37,0,29,30.36,8.34,8.33,0,202.41,34.29,17.24,14,17.24,125,6.66

59,14:30-14:45,0.000000,203.700000,114.730000,9.460000,256.140000,48.200000,23.140000,271.150000,82.460000,48.200000,0.000000,26.020000,26.020000,1.780000,67.490000,9.230000,2.230000,144.62,1.920000,9.230000,7.21,61.37,48,37.92,30.37,25,79.313958,30.37,0,23,30.36,8.34,8.33,0,189.63,33.03,17.6,11,17.6,112,6.66

60,14:45-15:00,0.000000,203.700000,114.730000,8.660000,256.140000,48.200000,23.140000,271.150000,82.460000,48.200000,0.000000,26.020000,26.020000,1.780000,77.130000,8.450000,2.230000,144.62,1.920000,8.450000,7.21,57.03,43,35.21,30.7,40,71.512904,30.7,0,22,30.7,13.34,13.33,0,176.03,29.44,17.74,11,17.74,102,7.01

61,15:00-15:15,0.000000,203.700000,114.730000,7.930000,256.140000,48.200000,24.100000,271.150000,82.460000,48.200000,0.000000,26.020000,26.020000,1.860000,86.770000,7.730000,2.230000,144.62,1.920000,7.730000,7.21,52.36,37,32.05,30.7,39.5,62.651607,30.7,0,17,30.7,13.16,13.17,0,160.24,28,17.88,8,17.88,85,7.34

62,15:15-15:30,0.000000,203.700000,114.730000,6.990000,256.140000,48.200000,24.100000,271.150000,82.460000,48.200000,0.000000,26.020000,26.020000,1.860000,86.770000,6.820000,2.230000,144.62,1.920000,6.820000,7.21,46.94,32,28.68,30.7,38.5,54.724102,30.7,0,13,30.7,12.84,12.83,0,143.39,26.31,17.9,7,17.9,75,7.62

63,15:30-15:45,0.000000,203.700000,114.730000,5.830000,256.140000,48.200000,24.100000,271.150000,82.460000,48.200000,0.000000,26.020000,26.020000,1.860000,100.980000,5.680000,2.230000,144.62,1.920000,5.680000,7.21,41,28,25.24,30.87,38,46.20325,30.87,0,8,30.86,12.66,12.67,0,126.22,24,18.32,4,18.32,65,8.08

64,15:45-16:00,0.000000,203.700000,114.730000,4.850000,256.140000,48.200000,24.100000,271.150000,82.460000,48.200000,0.000000,26.020000,26.020000,1.860000,100.980000,4.740000,2.230000,144.62,1.920000,4.740000,7.21,35.67,23,21.57,30.87,37.5,37.196048,30.87,0,9,30.86,12.5,12.5,0,107.88,17.05,26.15,4,26.15,55,7.95

65,16:00-16:15,0.000000,203.700000,114.730000,3.840000,256.140000,48.200000,25.070000,271.150000,82.460000,48.200000,0.000000,0.000000,30.850000,1.860000,100.980000,3.740000,2.230000,144.62,1.920000,3.740000,7.21,29.41,19,18.04,33,37.49,27.663588,32.67,0,8,25,12.49,12.5,0,90.19,15.8,26.88,4,26.88,43,14.1

66,16:15-16:30,0.000000,203.700000,114.730000,2.910000,256.140000,48.200000,25.070000,271.150000,82.460000,48.200000,0.000000,0.000000,30.850000,1.860000,100.980000,2.850000,2.230000,144.62,1.920000,2.850000,7.21,23.1,14,14.59,23.15,37.1,18.724475,29.67,0,8,13,12.36,12.37,0,72.96,12.95,18.85,4,18.85,32,14.26

67,16:30-16:45,0.000000,203.700000,114.730000,2.010000,256.140000,48.200000,25.070000,271.150000,82.460000,48.200000,0.000000,0.000000,30.850000,1.860000,100.980000,1.960000,2.230000,144.62,1.920000,1.960000,7.21,15.91,9,10.96,13.28,36.91,11.721035,20.87,0,3,3,12.31,12.3,0,54.8,11,18.99,2,18.99,21,14.29

68,16:45-17:00,0.000000,203.700000,114.730000,1.210000,256.140000,48.200000,25.070000,271.150000,82.460000,48.200000,0.000000,0.000000,30.850000,1.860000,100.980000,1.180000,2.230000,144.62,1.920000,1.180000,7.21,8.78,6,7.62,5.97,35.99,6.867262,10.97,0,6,1,12,12,0,38.09,8,19.07,3,19.07,14,14.44

69,17:00-17:15,0.000000,203.700000,114.730000,0.670000,256.140000,48.200000,25.070000,271.150000,82.460000,48.200000,0.000000,0.000000,30.370000,1.860000,100.980000,0.650000,2.280000,144.62,1.920000,0.650000,7.21,1.5,4,4.81,1.37,35.47,2.344207,4.08,0,9,0,11.83,11.82,0,24.03,5,19.14,4,19.14,11,14.49

70,17:15-17:30,0.000000,203.700000,114.730000,0.210000,256.140000,48.200000,25.070000,271.150000,82.460000,48.200000,0.000000,0.000000,30.370000,1.860000,100.980000,0.200000,2.280000,144.62,1.920000,0.200000,7.21,0.3,3,2.64,1.14,36.03,0.671163,1,0,10,0,12.01,12.01,0,13.23,2,20.09,5,20.09,7,14.55

