Block,Time,DADRT2,KOTESHWR,DULHASTI,KOLDAM,PARBATI3,CHAMERA3,DHAULIGNGA,RAMPUR,NJPC,CHAMERA2,KISHANGANGA,RAPPC,NAPP,JHAJJAR,UNCHAHAR1,SINGRAULI_HYDRO,RIHAND3,TEHRI,UNCHAHAR4,SINGRAULI,RIHAND2,TANDA2,UNCHAHAR3,RIHAND1,SEWA2,URI2,UNCHAHAR2,RAPPB,BSIUL,CHAMERA1,URI,TANAKPUR,SALAL,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,NNTPP,NTPL,RSTPSU1TO6,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,KUDGI,MAPS,NLCEXP,NLCIIST1,NLCIIST2,NLCTS2EXP,RSTPSU7,VALLURNTECL,SIMHST1,SIMHST2,TALST2,KHSTPP-I,KHSTPP-II,TALA,BRBCL,FSTPP I & II,SASAN
1,00:00-00:15,686.779957,8.874,49.436556,0,0,29.062808,27.3447,0,140.3454,39.51012,0,25.1262,38.8752,653.1525,19.985,1.07128,123.665625,45.36,0,139.3125,118.125,0,15.191,92,0,32.2848,42.392196,0,6.5538,42.14808,6.624,13.3224,85.988,0,72.336,0,0,0,48.87,0,0,0,27.3,0,0,0,0,0,0,0,0,0,77.02,0,0,0,0,0,0,0,0,0,0,42.49,98.34375,16.17,20.0018,20.3635,416.25

2,00:15-00:30,686.779957,8.874,49.436556,0,0,29.062808,27.3447,0,140.3454,39.51012,0,25.1262,38.8752,653.1525,19.985,1.07128,123.665625,45.36,0,139.3125,118.125,0,15.191,92,0,32.2848,42.392196,0,6.5538,42.14808,6.624,13.3224,85.988,0,72.336,0,0,0,48.87,0,0,0,27.3,0,0,0,0,0,0,0,0,0,77.02,0,0,0,0,0,0,0,0,0,0,42.49,98.34375,16.17,20.0018,20.3635,416.25

3,00:30-00:45,686.779957,8.874,49.436556,0,0,29.062808,27.3447,0,140.3454,39.51012,0,25.1262,38.8752,653.1525,19.985,1.07128,123.665625,45.36,0,139.3125,118.125,0,15.191,92,0,32.2848,42.392196,0,6.5538,42.14808,6.624,13.3224,85.988,0,72.336,0,0,0,48.87,0,0,0,27.3,0,0,0,0,0,0,0,0,0,77.02,0,0,0,0,0,0,0,0,0,0,42.49,98.34375,16.17,20.0018,20.3635,416.25

4,00:45-01:00,686.779957,8.874,49.436556,0,0,29.062808,27.3447,0,140.3454,39.51012,0,25.1262,38.8752,653.1525,19.985,1.07128,123.665625,30.24,0,139.3125,118.125,0,15.191,92,0,32.2848,42.392196,0,6.5538,42.14808,48.576,13.3224,85.988,0,72.336,0,0,0,48.87,0,0,0,27.3,0,0,0,0,0,0,0,0,0,77.02,0,0,0,0,0,0,0,0,0,0,42.49,98.34375,16.17,20.0018,20.3635,416.25

5,01:00-01:15,686.779957,8.874,49.436556,0,0,29.062808,27.3447,0,140.3454,39.51012,0,25.1262,38.8752,653.1525,19.985,1.07128,123.665625,30.24,0,139.3125,118.125,0,15.191,92,0,10.7616,42.392196,0,6.5538,28.045,48.576,13.3224,85.988,0,72.336,0,0,0,48.87,0,0,0,27.3,0,0,0,0,0,0,0,0,0,88.12,0,0,0,0,0,0,0,0,0,0,42.49,98.34375,16.17,20.0018,20.3635,416.25

6,01:15-01:30,686.779957,8.874,49.436556,0,0,29.062808,27.3447,0,140.3454,39.51012,0,25.1262,38.8752,653.1525,19.985,1.07128,123.665625,16.695,0,139.3125,118.125,0,15.191,92,0,9.4164,42.392196,0,6.5538,28.045,6.624,13.3224,85.988,0,72.336,0,0,0,48.87,0,0,0,27.3,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,42.49,98.34375,16.17,20.0018,20.3635,416.25

7,01:30-01:45,686.779957,8.874,49.436556,0,0,29.062808,27.3447,0,140.3454,39.51012,0,25.1262,38.8752,653.1525,19.985,1.07128,123.665625,16.695,0,139.3125,118.125,0,15.191,92,0,9.4164,42.392196,0,6.5538,28.045,6.624,13.3224,85.988,0,72.336,0,0,0,48.87,0,0,0,27.3,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,42.49,98.34375,16.17,20.0018,20.3635,416.25

8,01:45-02:00,686.779957,8.874,49.436556,0,0,29.062808,27.3447,0,140.3454,39.51012,0,25.1262,38.8752,653.1525,19.985,1.07128,123.665625,16.695,0,139.3125,118.125,0,15.191,92,0,9.4164,42.392196,0,6.5538,28.045,6.624,13.3224,85.988,0,72.336,0,0,0,48.87,0,0,0,27.3,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,42.49,98.34375,16.17,20.0018,20.3635,416.25

9,02:00-02:15,686.779957,8.874,49.436556,0,0,29.062808,27.3447,0,140.3454,39.51012,0,25.1262,38.8752,653.1525,19.985,1.07128,123.665625,0,0,139.3125,118.125,0,15.191,92,0,9.4164,42.392196,0,6.5538,28.045,6.624,13.3224,85.988,0,72.336,0,0,0,48.87,0,0,0,27.3,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,0,42.49,98.34375,16.17,20.0018,20.3635,416.25

