Block,Time Block,DADRI_LF,DADRI_RF,DADRI_GF,DADRI_CRF,UNCHAHAR1,UNCHAHAR4,AURY_GF,ANTA_CRF,VALLURNTECL,AURY_CRF,URI2,ANTA_RF,AURY_RF,ANTA_LF,URI,AURY_LF,ANTA_GF,UNCHAHAR3,UNCHAHAR2,RSTPSU1TO6,RIHAND3,RIHAND2,SEWA2,SINGRAULI_HYDRO,TelanganaSTPP,SINGRAULI,TANDA2,TEHRI,TALST2,SIMHST1,TALA,TANAKPUR,SIMHST2,SASAN,RSTPSU7,SALAL,KHSTPP-I,PARBATI2,PARBATI3,RAMPUR,RAPPD,RIHAND1,NTPL,RAPPC,RAPPB,NJPC,NLCIIST1,NAPP,NLCIIST2,NNTPP,NLCEXP,NLCTS2EXP,MAPS,KHSTPP-II,KOLDAM,KISHANGANGA,KUDGI,KKNP,KOTESHWR,KKNPPU2,BSIUL,CHAMERA3,FSTPP I & II,KGSU3AND4,DHAULIGNGA,JHAJJAR,DADRT2,KGSU1AND2,DULHASTI,BRBCL,CHAMERA1,CHAMERA2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
83,20:30-20:45,0,0,0,0,20.81,1.63,0,0,0,0,33.98,0,0,0,48.3,0,0,26.61,42.32,0,125.75,119.78,18.17,0.96,0,144.55,5.3,34.72,0,0,0,0.49,0,329.91,0,51.39,43.78,21.67,11.07,4.16,28.84,93.49,0,66.56,0,106.41,0,25.03,0,0,0,0,0,142.59,9.22,8.3,0,0,10.03,0,12.54,33.68,19.23,0,21.04,369.11,655.49,0,57.21,14.42,39.5,46.93,0,0,0,0,0

84,20:45-21:00,0,0,0,0,20.81,1.63,0,0,0,0,33.98,0,0,0,48.3,0,0,26.61,42.32,0,125.75,119.78,18.17,0.96,0,144.55,5.3,34.72,0,0,0,0.49,0,329.91,0,51.39,43.78,14.44,8.85,4.16,28.84,93.49,0,66.56,0,106.41,0,25.03,0,0,0,0,0,142.59,9.22,8.3,0,0,10.03,0,12.54,33.68,19.23,0,21.04,369.06,655.49,0,57.21,14.42,39.5,46.93,0,0,0,0,0

85,21:00-21:15,0,0,0,0,20.81,1.63,0,0,0,0,33.98,0,0,0,48.3,0,0,26.61,42.32,0,125.75,119.78,18.17,0.96,0,144.55,5.3,34.72,0,0,0,0.49,0,329.91,0,38.55,43.78,14.44,8.85,4.16,28.84,93.49,0,66.56,0,106.41,0,25.03,0,0,0,0,0,142.59,9.22,8.3,0,0,10.03,0,12.54,33.68,19.23,0,21.04,368.24,655.49,0,57.21,14.42,39.5,46.93,0,0,0,0,0

86,21:15-21:30,0,0,0,0,20.81,1.63,0,0,0,0,33.98,0,0,0,48.3,0,0,26.61,42.32,0,125.75,119.78,18.17,0.96,0,144.55,5.3,34.72,0,0,0,0.49,0,329.91,0,38.55,43.78,21.67,11.81,4.16,28.84,93.49,0,66.56,0,106.41,0,25.03,0,0,0,0,0,142.59,9.22,8.3,0,0,10.03,0,18.81,33.68,19.23,0,31.57,367.93,655.49,0,57.21,14.42,39.5,46.93,0,0,0,0,0

87,21:30-21:45,0,23.29,0,0,20.81,1.63,0,0,0,0,33.98,0,0,0,48.3,0,0,26.61,42.32,0,125.75,119.78,19.32,0.96,0,144.55,5.3,34.72,0,0,0,0.49,0,329.91,0,38.55,43.78,27.46,57.54,5.21,28.84,93.49,0,66.56,0,133,0,25.03,0,0,0,0,0,142.59,9.22,8.35,0,0,11.14,0,18.81,33.68,19.23,0,42.09,367.88,657.88,0,57.91,14.42,40.53,48.45,0,0,0,0,0

88,21:45-22:00,0,23.29,0,0,20.81,1.63,0,0,0,0,33.98,0,0,0,48.3,0,0,26.61,42.32,0,125.75,119.78,19.32,0.96,0,144.55,5.3,34.72,0,0,0,0.49,0,329.91,0,38.55,43.78,27.46,57.54,5.21,28.84,93.49,0,66.56,0,133,0,25.03,0,0,0,0,0,142.59,9.22,8.35,0,0,11.14,0,18.81,33.68,19.23,0,42.09,367.88,655.49,0,57.91,14.42,40.53,48.45,0,0,0,0,0

89,22:00-22:15,0,23.29,0,0,20.81,1.63,0,0,0,0,33.98,0,0,0,48.3,0,0,26.61,42.32,0,125.75,119.78,19.32,0.96,0,144.55,5.3,34.72,0,0,0,0,0,329.91,0,38.55,43.78,27.46,57.54,5.21,28.84,93.49,0,66.56,0,133,0,25.03,0,0,0,0,0,142.59,9.22,8.35,0,0,11.14,0,18.81,33.68,19.23,0,42.09,367.88,655.49,0,57.91,14.42,40.53,48.45,0,0,0,0,0

90,22:15-22:30,0,23.29,0,0,20.81,1.63,0,0,0,0,33.98,0,0,0,48.3,0,0,26.61,42.32,0,125.75,119.78,19.32,0.96,0,144.55,5.3,34.72,0,0,0,0,0,329.91,0,38.55,43.78,27.46,57.54,5.21,28.84,93.49,0,66.56,0,133,0,25.03,0,0,0,0,0,142.59,9.22,8.35,0,0,11.14,0,18.81,33.68,19.23,0,42.09,367.88,655.49,0,57.91,14.42,40.53,48.45,0,0,0,0,0

91,22:30-22:45,0,42.52,0,0,20.81,1.63,0,0,0,0,33.98,9.62,9.62,0,48.3,0,0,26.61,42.32,0,125.75,119.78,18.17,0.96,0,144.55,5.3,34.72,0,0,0,0,0,329.91,0,38.55,43.78,27.46,32.46,4.16,28.84,93.49,0,66.56,0,106.41,0,25.03,0,0,0,0,0,142.59,9.22,8.3,0,0,10.03,0,18.81,33.68,19.23,0,21.04,367.88,655.49,0,57.21,14.42,27.02,46.93,0,0,0,0,0

92,22:45-23:00,0,67.32,0,0,20.81,1.63,0,0,0,0,33.98,21.73,19.23,0,48.3,0,0,26.61,42.32,0,125.75,119.78,18.17,0.96,0,144.55,5.3,34.72,0,0,0,0,0,329.91,0,38.55,43.78,27.46,32.46,4.16,28.84,93.49,0,66.56,0,106.41,0,25.03,0,0,0,0,0,142.59,9.22,8.3,0,0,10.03,0,18.81,33.68,19.23,0,10.53,369.24,655.49,0,57.21,14.42,27.02,46.93,0,0,0,0,0

93,23:00-23:15,0,67.32,0,0,20.81,1.63,0,0,0,0,33.98,21.73,19.23,0,47.77,0,0,26.61,42.32,0,125.75,119.78,18.17,0.96,0,144.55,5.3,34.72,0,0,0,0,0,329.91,0,51.39,43.78,26.01,22.13,4.16,28.84,44.71,0,66.56,0,106.41,0,25.03,0,0,0,0,0,142.59,8.53,8.3,0,0,10.03,0,18.81,33.68,19.23,0,10.53,373.71,655.49,0,57.21,14.42,27.02,46.93,0,0,0,0,0

94,23:15-23:30,0,67.32,0,0,20.81,1.63,0,0,0,0,33.98,21.73,19.23,0,47.77,0,0,26.61,42.32,0,125.75,119.78,18.17,0.96,0,144.55,5.3,34.72,0,0,0,0,0,329.91,0,51.39,43.78,7.23,22.13,2.87,28.84,44.71,0,66.56,0,72.15,0,25.03,0,0,0,0,0,142.59,6.91,8.3,0,0,10.03,0,18.81,22.43,19.23,0,10.53,373.71,659.34,0,57.21,14.42,27.02,46.93,0,0,0,0,0

95,23:30-23:45,0,67.32,0,0,20.81,1.63,0,0,0,0,33.98,21.73,19.23,0,47.77,0,0,26.61,42.32,0,125.75,119.78,18.17,0.96,0,144.55,5.3,34.72,0,0,0,0,0,329.91,0,51.39,43.78,7.23,22.13,2.87,28.84,44.71,0,66.56,0,72.15,0,25.03,0,0,0,0,0,142.59,4.61,8.3,0,0,10.03,0,18.81,22.43,19.23,0,10.53,373.71,659.34,0,57.21,14.42,27.02,46.93,0,0,0,0,0

96,23:45-24:00,0,67.32,0,0,20.81,1.63,0,0,0,0,33.98,21.73,19.23,0,47.77,0,0,26.61,42.32,0,125.75,119.78,18.17,0.96,0,144.55,5.3,34.72,0,0,0,0,0,329.91,0,51.39,43.78,7.23,22.13,2.87,28.84,44.71,0,66.56,0,72.15,0,25.03,0,0,0,0,0,142.59,2.31,8.3,0,0,10.03,0,18.81,22.43,19.23,0,10.53,373.71,659.34,0,57.21,14.42,27.02,46.93,0,0,0,0,0

