Block,Time,NR/01102023/06022042/L_NR_2012_07,NR/01102023/31102037/L_NR_2019_11,NR/06012024/31012024/NVVN/OA/16855,NR/16012024/16012024/DD20240116NR22219,NR/01012024/31012024/HPX-GTAMLDCRA-141223-05423,NR/16012024/16012024/HPX-TAMCTG-150124-05780,NR/01102023/31052040/LT-31,NR/01102023/15082037/GNA_NR_2012_01,NR/01012024/31012024/HP-27,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/05012040/L_NR_2020_02,NR/01012024/31012024/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/01102023/06022042/L_NR_2012_02,NR/01012024/31012024/HP-28,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/19072037/LT-05,NR/01102023/23072042/L_NR_2012_04,NR/01012024/31012024/HPX-TAMLDCRA-141223-05419,NR/01012024/31012024/HP-26,NR/01012024/31012024/HPX-GTAMLDCRA-141223-05424,SR/01102023/07102043/L_NR_2018_61,NR/01012024/31012024/52,NR/20122023/29022024/IEX_LDC_231218_00502,NR/30092023/31122025/SH-07,NR/01012024/31032024/ ChanjuII,NR/30092023/26122029/SH-06,NR/01102023/22052037/LT-59,NR/01102023/30042040/GNA_LT_36,NR/20122023/29022024/IEX_LDC_231218_00501,NR/16012024/16012024/IEX_240115_06101,NR/01102023/30042040/GNA_LT_35,L_NR_2019_19,NR/01102023/02122045/L_NR_2021_13,WR/01102023/01102023/L_NR_2020_06,NR/26072023/25122043/L_NR_2023_10,NR/01102023/13082046/L_NR_2021_12,WR/01102023/30052048/L_NR_2022_10,NR/01102023/14082046/L_NR_2021_16,WR/01102023/29112042/L_NR_2019_05,NR/01102023/02012046/L_NR_2021_17,WR/01102023/01102023/L_NR_2022_09,NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/16072048/L_NR_2022_08,NR/26072023/31072042/L_NR_2023_07,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_17,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,NR/05012024/31012024/SJVN050124NR1341,NR/05012024/31012024/SJVN050124NR1342
53,13:00-13:15,62.590000,1.070000,48.000000,0.000000,5.760000,0.000000,14.780000,100.540000,0.000000,0.000000,1.480000,48.000000,259.750000,0.000000,0.000000,84.650000,269.970000,6.720000,229.540000,18.240000,7.21,95.990000,11.520000,24.220000,1.470000,30.720000,0.690000,15.160000,8.160000,0.000000,14.780000,137.976164,45.83,4.66,82,229.17,10,0,32.5,0,10,93,32.5,93.86,32.5,3.34,193,46,47,4.67,14,20.16,23.04

54,13:15-13:30,55.310000,1.070000,48.000000,0.000000,5.760000,0.000000,14.670000,62.390000,0.000000,0.000000,1.480000,48.000000,259.750000,0.000000,0.000000,84.650000,269.970000,6.720000,229.540000,18.240000,7.21,95.990000,11.520000,24.220000,1.470000,30.720000,0.690000,15.030000,8.160000,0.000000,14.670000,135.993692,45.83,4.66,82,229.17,10,0,32.5,0,10,93,32.5,93.75,32.5,3.34,193,46,47,4.67,14,20.16,23.04

55,13:30-13:45,74.190000,1.070000,48.000000,0.000000,5.760000,0.000000,14.540000,48.000000,0.000000,0.000000,1.480000,48.000000,259.750000,0.000000,0.000000,114.760000,269.970000,6.720000,229.540000,18.240000,7.21,95.990000,11.520000,24.220000,1.470000,30.720000,0.690000,14.900000,8.160000,0.000000,14.540000,139.667096,45.83,4.66,81,229.17,10,0,32.5,0,10,92,32.5,93.44,32.5,3.34,189,46,46,4.67,14,20.16,23.04

56,13:45-14:00,74.190000,1.070000,48.000000,0.000000,5.760000,0.000000,14.390000,48.000000,0.000000,0.000000,1.480000,48.000000,259.750000,0.000000,0.000000,114.760000,269.970000,6.720000,229.540000,18.240000,7.21,95.990000,11.520000,24.220000,1.470000,30.720000,0.690000,14.750000,8.160000,0.000000,14.390000,135.95482,45.83,4.66,79,229.17,10,0,32.5,0,10,90,32.5,92.94,32.5,3.34,186,45.3,45,4.67,14,20.16,23.04

57,14:00-14:15,74.190000,1.100000,48.000000,0.000000,5.760000,0.000000,14.230000,48.000000,0.000000,0.000000,1.480000,48.000000,259.750000,0.000000,0.000000,114.760000,269.970000,6.720000,229.540000,18.240000,7.21,95.990000,11.520000,25.660000,1.470000,25.660000,0.770000,14.580000,8.160000,0.000000,14.230000,131.183282,45.83,4.66,78,229.17,10,0,32.5,0,10,90,32.5,92.05,32.5,3.34,182,44.4,45,4.67,14,20.16,23.04

58,14:15-14:30,74.190000,1.100000,48.000000,0.000000,5.760000,0.000000,13.810000,67.190000,0.000000,0.000000,1.480000,48.000000,259.750000,0.000000,0.000000,114.760000,269.970000,6.720000,229.540000,18.240000,7.21,95.990000,11.520000,25.660000,1.470000,25.660000,0.770000,14.150000,8.160000,0.000000,13.810000,125.158122,45.83,4.66,75,229.17,10,0,32.5,0,10,87,32.5,90.43,32.5,3.34,175,43.35,43,4.67,14,20.16,23.04

59,14:30-14:45,74.190000,1.100000,48.000000,0.000000,5.760000,0.000000,13.240000,67.190000,0.000000,0.000000,1.480000,48.000000,259.750000,0.000000,0.000000,114.760000,269.970000,6.720000,229.540000,18.240000,7.61,95.990000,11.520000,25.660000,1.470000,25.660000,0.770000,13.560000,8.160000,0.000000,13.240000,118.31665,45.83,4.66,73,229.17,10,0,32.5,0,10,77,32.5,87.91,32.5,3.34,169,41.32,38,4.67,14,20.16,23.04

60,14:45-15:00,74.190000,1.100000,48.000000,0.000000,5.760000,0.000000,12.590000,67.190000,0.000000,0.000000,1.480000,48.000000,259.750000,0.000000,0.000000,114.760000,269.970000,6.720000,229.540000,18.240000,8.01,95.990000,11.520000,25.660000,1.470000,25.660000,0.770000,12.900000,8.160000,0.000000,12.590000,110.046632,45.83,4.66,68,229.17,10,0,32.5,0,10,72,32.5,83.78,32.5,3.34,160,39.4,36,4.67,14,20.16,23.04

61,15:00-15:15,74.190000,1.100000,48.000000,0.000000,5.760000,0.000000,11.750000,67.190000,0.000000,0.000000,1.530000,48.000000,259.750000,0.000000,0.000000,114.760000,269.970000,6.720000,229.540000,18.240000,8.41,95.990000,11.520000,25.660000,1.470000,25.660000,0.770000,12.040000,8.160000,0.000000,11.750000,95.508504,44.2,4.66,64,221,10,0,32.5,0,10,67,32.5,79.05,32.5,3.34,149,37.23,33,4.67,14,20.16,23.04

62,15:15-15:30,74.190000,1.100000,48.000000,0.000000,5.760000,0.000000,10.880000,67.190000,0.000000,0.000000,1.530000,48.000000,259.750000,0.000000,0.000000,114.760000,269.970000,6.720000,229.540000,18.240000,8.91,95.990000,11.520000,25.660000,1.470000,25.660000,0.770000,11.150000,8.160000,0.000000,10.880000,85.66417,41.09,4.66,58,205.48,10,0,32.5,0,10,61,32.5,73.67,32.5,3.34,137,34.72,31,4.67,14,20.16,23.04

63,15:30-15:45,86.580000,1.100000,48.000000,0.000000,5.760000,0.000000,10.060000,100.540000,0.000000,0.000000,1.530000,48.000000,259.750000,0.000000,0.000000,114.760000,269.970000,6.720000,229.540000,18.240000,9.47,95.990000,11.520000,25.660000,1.470000,25.660000,0.770000,10.300000,8.160000,0.000000,10.060000,75.090986,38.39,4.66,51,191.96,10,0,32.5,0,10,55,32.5,67.38,32.5,3.34,119,32.91,28,4.67,14,20.16,23.04

64,15:45-16:00,86.580000,1.100000,48.000000,0.000000,5.760000,0.000000,9.000000,100.540000,0.000000,0.000000,1.530000,48.000000,259.750000,0.000000,0.000000,114.760000,269.970000,6.720000,229.540000,18.240000,10.69,95.990000,11.520000,25.660000,1.470000,25.660000,0.770000,9.220000,8.160000,0.000000,9.000000,64.469212,35.31,4.66,45,176.56,10,0,33,0,10,48,30,60.56,33,3.34,105,31.01,24,4.67,14,20.16,23.04

65,16:00-16:15,86.580000,1.180000,48.000000,0.000000,5.760000,0.000000,7.920000,100.540000,0.000000,0.000000,1.530000,48.000000,259.750000,0.000000,21.120000,114.760000,269.970000,6.720000,229.540000,18.240000,10.01,95.990000,11.520000,24.370000,1.470000,30.720000,0.770000,8.120000,8.160000,0.000000,7.920000,53.575334,31.96,6.66,39,159.81,14,0,33,0,14,41,17,53.06,33,3.34,91,28.54,20,6.67,20,20.16,23.04

66,16:15-16:30,86.580000,1.180000,48.000000,0.000000,5.760000,0.000000,6.810000,100.540000,0.000000,0.000000,1.530000,48.000000,259.750000,0.000000,22.080000,114.760000,269.970000,6.720000,229.540000,18.240000,10.21,95.990000,11.520000,22.750000,1.470000,30.720000,0.770000,6.980000,8.160000,0.000000,6.810000,42.146966,28.27,6.66,31,141.36,14,0,33,0,14,33,7,45.21,33,3.34,74,25.62,17,6.67,20,20.16,23.04

67,16:30-16:45,86.580000,1.180000,48.000000,0.000000,5.760000,0.000000,5.340000,100.540000,0.000000,0.000000,1.530000,48.000000,259.750000,0.000000,22.080000,114.760000,269.970000,6.720000,229.540000,18.240000,10.41,95.990000,11.520000,30.720000,1.470000,30.720000,0.770000,5.470000,8.160000,0.000000,5.340000,31.457166,24.24,6.66,21,121.19,14,0,23.35,0,14,25,1,36.85,33,3.34,49,22.01,12,6.67,20,12.38,23.04

68,16:45-17:00,86.580000,1.180000,48.000000,0.000000,5.760000,0.000000,3.560000,100.540000,0.000000,0.000000,1.530000,48.000000,259.750000,0.000000,22.080000,114.760000,269.970000,6.720000,229.540000,18.240000,11.01,95.990000,11.520000,30.720000,1.470000,30.720000,0.770000,3.660000,8.160000,0.000000,3.560000,21.739166,19.96,6.66,15,99.82,14,0,11.6,0,14,13,0,28.39,30.15,3.34,35,18.37,7,6.67,20,0,0

69,17:00-17:15,86.580000,1.180000,48.000000,0.000000,5.760000,176.620000,2.130000,100.540000,0.000000,0.000000,1.530000,48.000000,259.750000,0.000000,23.040000,114.760000,269.970000,6.720000,229.540000,18.240000,13.1,95.990000,11.520000,30.720000,1.470000,30.720000,0.840000,2.190000,8.160000,100.790000,2.130000,12.594528,15.22,6.66,9,76.1,15.22,0,6.74,0,15.22,9,0,19.14,15.48,4.44,21,14.44,5,6.67,20,0,0

70,17:15-17:30,86.580000,1.180000,48.000000,0.000000,5.760000,176.620000,1.010000,100.540000,0.000000,0.000000,1.530000,48.000000,259.750000,0.000000,24.000000,114.760000,269.970000,6.720000,229.540000,18.240000,15.45,95.990000,11.520000,30.720000,1.470000,30.720000,0.840000,1.040000,8.160000,100.790000,1.010000,6.676266,9.33,6.66,4,46.68,16.22,0,2.24,0,16.22,3,0,8.05,5.49,5.07,11,10.55,1,6.67,20,0,0

71,17:30-17:45,86.580000,1.180000,48.000000,0.000000,5.760000,176.620000,0.360000,100.540000,0.000000,0.000000,1.530000,48.000000,259.750000,0.000000,24.000000,114.760000,269.970000,6.720000,229.540000,18.240000,16.05,95.990000,11.520000,30.720000,1.470000,30.720000,0.840000,0.370000,8.160000,100.790000,0.360000,3.8872,5.13,6.66,1,25.67,17.77,0,0,0,17.77,1,0,1.73,0,5.73,2,5.52,1,6.67,20,0,0

72,17:45-18:00,86.580000,1.180000,48.000000,0.000000,5.760000,176.620000,0.040000,100.540000,0.000000,0.000000,1.530000,48.000000,259.750000,0.000000,24.000000,114.760000,269.970000,6.720000,229.540000,18.240000,16.65,95.990000,11.520000,30.720000,1.470000,30.720000,0.840000,0.040000,8.160000,100.790000,0.040000,0.155488,1.79,6.66,0,8.95,18.55,0,0,0,18.55,1,0,0.35,0,6.55,0,0.42,0,6.67,20,0,0

73,18:00-18:15,86.580000,1.220000,48.000000,0.000000,5.760000,176.620000,0.000000,100.540000,0.000000,0.000000,1.480000,48.000000,259.750000,0.000000,24.000000,114.760000,269.970000,6.720000,152.120000,18.240000,17.05,95.990000,11.520000,30.720000,1.370000,30.720000,0.840000,0.000000,8.160000,100.790000,0.000000,0,0.29,6.9,0,1.45,19.88,0,0,0,19.88,0,0,0,0,6.66,0,0,0,6.9,20.69,0,0

74,18:15-18:30,86.580000,1.220000,48.000000,0.000000,5.760000,176.620000,0.000000,100.540000,0.000000,0.000000,1.480000,48.000000,259.750000,0.000000,24.000000,114.760000,269.970000,6.720000,152.120000,18.240000,18.05,95.990000,11.520000,30.720000,1.370000,30.720000,0.840000,0.000000,8.160000,100.790000,0.000000,0,0,8.51,0,0,22.22,0,0,0,22.22,0,0,0,0,6.66,0,0,0,8.53,25.58,0,0

75,18:30-18:45,86.580000,1.220000,48.000000,0.000000,5.760000,176.620000,0.000000,100.540000,0.000000,0.000000,1.480000,48.000000,259.750000,0.000000,24.000000,114.760000,269.970000,6.720000,152.120000,18.240000,16.68,95.990000,11.520000,30.720000,1.370000,30.720000,0.840000,0.000000,8.160000,100.790000,0.000000,0,0,10.26,0,0,26.55,0,0,0,26.55,0,0,0,0,7.25,0,0,0,10.27,30.81,0,0

76,18:45-19:00,86.580000,1.220000,48.000000,0.000000,5.760000,176.620000,0.000000,100.540000,0.000000,0.000000,1.480000,48.000000,259.750000,0.000000,24.000000,114.760000,269.970000,6.720000,152.120000,18.240000,16.03,95.990000,11.520000,30.720000,1.370000,30.720000,0.840000,0.000000,8.160000,100.790000,0.000000,0,0,11.93,0,0,32.55,0,0,0,32.55,0,0,0,0,8.55,0,0,0,11.93,35.79,0,0

77,19:00-19:15,86.580000,1.140000,48.000000,0.000000,5.760000,0.000000,0.000000,100.540000,0.000000,0.000000,1.480000,48.000000,259.750000,0.000000,24.000000,114.760000,269.970000,6.720000,0.000000,18.240000,15.5,95.990000,11.520000,30.720000,1.470000,30.720000,0.840000,0.000000,8.160000,0.000000,0.000000,0,0,12.32,0,0,34.11,0,0,0,34.11,0,0,0,0,9.88,0,0,0,12.33,36.99,0,0

78,19:15-19:30,86.580000,1.140000,48.000000,0.000000,5.760000,0.000000,0.000000,100.540000,0.000000,0.000000,1.480000,48.000000,259.750000,0.000000,24.000000,114.760000,269.970000,6.720000,0.000000,18.240000,14.92,95.990000,11.520000,30.720000,1.470000,30.720000,0.840000,0.000000,8.160000,0.000000,0.000000,0,0,12.19,0,0,33.77,0,0,0,33.77,0,0,0,0,11.88,0,0,0,12.19,36.58,0,0

79,19:30-19:45,86.580000,1.140000,48.000000,0.000000,5.760000,0.000000,0.000000,100.540000,0.000000,0.000000,1.480000,48.000000,259.750000,0.000000,24.000000,114.760000,269.970000,6.720000,0.000000,18.240000,14.05,95.990000,11.520000,30.720000,1.470000,30.720000,0.840000,0.000000,8.160000,0.000000,0.000000,0,0,11.84,0,0,33.22,0,0,0,33.22,0,0,0,0,14.36,0,0,0,11.83,35.49,0,0

80,19:45-20:00,86.580000,1.140000,48.000000,0.000000,5.760000,0.000000,0.000000,100.540000,0.000000,0.000000,1.480000,48.000000,259.750000,0.000000,24.000000,114.760000,269.970000,6.720000,0.000000,18.240000,13.85,95.990000,11.520000,30.720000,1.470000,30.720000,0.840000,0.000000,8.160000,0.000000,0.000000,0,0,11.42,0,0,32.55,0,0,0,32.55,0,0,0,0,14.38,0,0,0,11.41,34.24,0,0

81,20:00-20:15,86.580000,1.070000,48.000000,0.000000,5.760000,0.000000,0.000000,100.540000,0.000000,0.000000,1.480000,48.000000,259.750000,0.000000,24.000000,114.760000,269.970000,6.720000,0.000000,18.240000,13.65,0.000000,11.520000,30.720000,1.470000,30.720000,0.840000,0.000000,8.160000,0.000000,0.000000,0,0,12.02,0,0,31.88,0,0,0,31.88,0,0,0,0,14.16,0,0,0,12.01,36.04,0,0

82,20:15-20:30,86.580000,1.070000,48.000000,0.000000,5.760000,0.000000,0.000000,100.540000,0.000000,0.000000,1.480000,48.000000,259.750000,0.000000,24.000000,114.760000,269.970000,6.720000,0.000000,18.240000,13.05,0.000000,11.520000,30.720000,1.470000,30.720000,0.840000,0.000000,8.160000,0.000000,0.000000,0,0,12.21,0,0,30.55,0,0,0,30.55,0,0,0,0,13.4,0,0,0,12.2,36.61,0,0

83,20:30-20:45,86.580000,1.070000,48.000000,0.000000,5.760000,0.000000,0.000000,100.540000,0.000000,0.000000,1.480000,48.000000,259.750000,0.000000,24.000000,114.760000,269.970000,6.720000,0.000000,18.240000,10.06,0.000000,11.520000,30.720000,1.470000,30.720000,0.840000,0.000000,8.160000,0.000000,0.000000,0,0,12.19,0,0,28.89,0,0,0,28.89,0,0,0,0,12.62,0,0,0,12.2,36.6,0,0

84,20:45-21:00,86.580000,1.070000,48.000000,0.000000,5.760000,0.000000,0.000000,100.540000,0.000000,0.000000,1.480000,48.000000,259.750000,0.000000,24.000000,114.760000,269.970000,6.720000,0.000000,18.240000,9.63,0.000000,11.520000,30.720000,1.470000,30.720000,0.840000,0.000000,8.160000,0.000000,0.000000,0,0,12.13,0,0,28.34,0,0,0,28.34,0,0,0,0,11.91,0,0,0,12.12,36.37,0,0

85,21:00-21:15,86.580000,1.030000,48.000000,0.000000,5.760000,0.000000,0.000000,100.540000,0.000000,0.000000,1.430000,48.000000,259.750000,0.000000,24.000000,114.760000,269.970000,6.720000,0.000000,18.240000,9.33,0.000000,11.520000,30.720000,1.470000,30.720000,0.770000,0.000000,8.160000,0.000000,0.000000,0,0,11.98,0,0,28.21,0,0,0,28.21,0,0,0,0,13.04,0,0,0,12,35.99,0,0

86,21:15-21:30,86.580000,1.030000,48.000000,0.000000,5.760000,0.000000,0.000000,100.540000,0.000000,0.000000,1.430000,48.000000,259.750000,0.000000,24.000000,114.760000,269.970000,6.720000,0.000000,18.240000,9.01,0.000000,11.520000,30.720000,1.470000,30.720000,0.770000,0.000000,8.160000,0.000000,0.000000,0,0,11.63,0,0,28.17,0,0,0,28.17,0,0,0,0,12.96,0,0,0,11.62,34.87,0,0

87,21:30-21:45,86.580000,1.030000,48.000000,0.000000,5.760000,0.000000,0.000000,100.540000,0.000000,0.000000,1.430000,48.000000,259.750000,0.000000,24.000000,114.760000,269.970000,6.720000,0.000000,18.240000,8.84,0.000000,11.520000,24.220000,1.470000,30.720000,0.770000,0.000000,8.160000,0.000000,0.000000,0,0,11.17,0,0,28.04,0,0,0,28.04,0,0,0,0,12.75,0,0,0,11.19,33.56,0,0

88,21:45-22:00,74.190000,1.030000,48.000000,0.000000,5.760000,0.000000,0.000000,100.540000,0.000000,0.000000,1.430000,48.000000,259.750000,0.000000,24.960000,114.760000,269.970000,6.720000,0.000000,18.240000,8.66,0.000000,11.520000,24.220000,1.470000,30.720000,0.770000,0.000000,8.160000,0.000000,0.000000,0,0,10.72,0,0,28.03,0,0,0,28.03,0,0,0,0,12.53,0,0,0,10.71,32.14,0,0

89,22:00-22:15,74.190000,1.030000,48.000000,0.000000,5.760000,0.000000,0.000000,48.000000,57.160000,0.000000,1.430000,48.000000,239.900000,24.470000,24.960000,114.760000,269.970000,6.720000,152.120000,18.240000,8.22,0.000000,11.520000,25.660000,1.470000,25.660000,0.770000,0.000000,8.160000,0.000000,0.000000,0,0,10.6,0,0,31.88,0,0,0,31.88,0,0,0,0,11.04,0,0,0,10.61,31.83,0,0

90,22:15-22:30,74.190000,1.030000,48.000000,0.000000,5.760000,0.000000,0.000000,48.000000,57.160000,0.000000,1.430000,48.000000,230.300000,24.470000,24.000000,114.760000,269.970000,6.720000,152.120000,18.240000,7.68,0.000000,11.520000,25.660000,1.470000,25.660000,0.770000,0.000000,8.160000,0.000000,0.000000,0,0,10.71,0,0,31.23,0,0,0,31.23,0,0,0,0,10.95,0,0,0,10.71,32.13,0,0

91,22:30-22:45,74.190000,1.030000,48.000000,0.000000,5.760000,0.000000,0.000000,48.000000,57.160000,0.000000,1.430000,48.000000,224.540000,24.470000,24.000000,114.760000,269.970000,6.720000,152.120000,18.240000,7.21,0.000000,11.520000,25.660000,1.470000,25.660000,0.770000,0.000000,8.160000,0.000000,0.000000,0,0,10.92,0,0,30.13,0,0,0,30.13,0,0,0,0,10.86,0,0,0,10.93,32.78,0,0

92,22:45-23:00,74.190000,1.030000,48.000000,0.000000,5.760000,0.000000,0.000000,48.000000,57.160000,0.000000,1.430000,48.000000,224.540000,24.470000,24.000000,94.060000,269.970000,6.720000,152.120000,18.240000,7.21,0.000000,11.520000,25.660000,1.470000,25.660000,0.770000,0.000000,8.160000,0.000000,0.000000,0,0,11.16,0,0,29.52,0,0,0,29.52,0,0,0,0,10.78,0,0,0,11.16,33.47,0,0

93,23:00-23:15,55.310000,0.990000,48.000000,0.000000,5.760000,0.000000,0.000000,48.000000,57.160000,0.000000,1.430000,48.000000,224.540000,24.470000,24.000000,85.590000,269.970000,6.720000,152.120000,18.240000,7.21,0.000000,11.520000,25.660000,1.370000,25.660000,0.690000,0.000000,8.160000,0.000000,0.000000,0,0,10.89,0,0,28.65,0,0,0,28.65,0,0,0,0,10.55,0,0,0,10.89,32.67,0,0

94,23:15-23:30,55.310000,0.990000,48.000000,0.000000,5.760000,0.000000,0.000000,48.000000,57.160000,0.000000,1.430000,48.000000,193.160000,24.470000,24.000000,77.130000,269.970000,6.720000,152.120000,18.240000,7.21,0.000000,11.520000,25.660000,1.370000,25.660000,0.690000,0.000000,8.160000,0.000000,0.000000,0,0,10.4,0,0,27.71,0,0,0,27.71,0,0,0,0,10.3,0,0,0,10.41,31.22,0,0

95,23:30-23:45,55.310000,0.990000,48.000000,0.000000,5.760000,0.000000,0.000000,48.000000,57.160000,0.000000,1.430000,48.000000,193.160000,24.470000,24.000000,68.660000,269.970000,6.720000,152.120000,18.240000,7.21,0.000000,11.520000,25.660000,1.370000,25.660000,0.690000,0.000000,8.160000,0.000000,0.000000,0,0,9.87,0,0,26.24,0,0,0,26.24,0,0,0,0,10.03,0,0,0,9.88,29.64,0,0

96,23:45-24:00,55.310000,0.990000,48.000000,0.000000,5.760000,0.000000,0.000000,48.000000,57.160000,0.000000,1.430000,48.000000,193.160000,24.470000,24.000000,65.840000,269.970000,6.720000,152.120000,18.240000,7.21,0.000000,11.520000,25.660000,1.370000,25.660000,0.690000,0.000000,8.160000,0.000000,0.000000,0,0,9.34,0,0,25.28,0,0,0,25.28,0,0,0,0,9.64,0,0,0,9.36,28.07,0,0

