Time,Block,NR/2024/18551/C,NER/2024/1934/A/4161,WR/2024/21355/A/4224,WR/2024/21351/A/4171,NR/2024/18436/A/3995,NR/2024/18445/A/4223,NER/2024/1922/A/4164,NR/2024/18388/A/3976,Total
35,08:30-08:45,2.27,20.000000,0.000000,0.000000,7.700000,158.480000,25.000000,0.870000,214.32

36,08:45:09:00,2.84,20.000000,0.000000,0.000000,7.700000,158.480000,25.000000,0.870000,214.89

37,09:00:09:15,3.37,20.000000,0.000000,0.000000,7.700000,158.480000,25.000000,0.870000,215.42

38,09:15-09:30,3.88,20.000000,0.000000,0.000000,7.700000,158.480000,25.000000,0.870000,215.93

39,09:30-09:45,4.46,20.000000,0.000000,0.000000,7.700000,158.480000,25.000000,0.870000,216.51

40,09:45-10:00,4.99,20.000000,0.000000,0.000000,7.700000,158.480000,25.000000,0.870000,217.04

41,10:00-10:15,5.48,20.000000,0.000000,0.000000,7.700000,158.480000,25.000000,0.870000,217.53

42,10:15-10:30,5.58,20.000000,0.000000,0.000000,7.700000,158.480000,25.000000,0.870000,217.63

43,10:30-10:45,5.97,20.000000,0.000000,0.000000,7.700000,158.480000,25.000000,0.870000,218.02

44,10:45-11:00,6.35,20.000000,0.000000,0.000000,7.700000,158.480000,25.000000,0.870000,218.4

45,11:00-11:15,6.55,20.000000,0.000000,0.000000,7.700000,158.480000,25.000000,0.870000,218.6

46,11:15-11:30,6.93,20.000000,0.000000,0.000000,7.700000,158.480000,25.000000,0.870000,218.98

47,11:30-11:45,7.12,20.000000,0.000000,0.000000,7.700000,158.480000,25.000000,0.870000,219.17

48,11:45-12:00,7.27,20.000000,0.000000,0.000000,7.700000,158.480000,25.000000,0.870000,219.32

49,12:00-12:15,7.41,20.000000,0.000000,0.000000,7.700000,158.480000,25.000000,0.870000,219.46

50,12:15-12:30,7.51,20.000000,0.000000,0.000000,7.700000,158.480000,25.000000,0.870000,219.56

51,12:30-12:45,7.89,20.000000,0.000000,0.000000,7.700000,158.480000,25.000000,0.870000,219.94

52,12:45-13:00,7.51,20.000000,0.000000,0.000000,7.700000,158.480000,25.000000,0.870000,219.56

53,13:00-13:15,7.32,20.000000,0.000000,0.000000,7.700000,158.480000,25.000000,0.870000,219.37

54,13:15-13:30,7.03,20.000000,0.000000,0.000000,7.700000,158.480000,25.000000,0.870000,219.08

55,13:30-13:45,6.64,20.000000,0.000000,0.000000,7.700000,158.480000,25.000000,0.870000,218.69

56,13:45-14:00,6.55,20.000000,0.000000,0.000000,7.700000,158.480000,25.000000,0.870000,218.6

57,14:00-14:15,6.5,20.000000,0.000000,0.000000,7.700000,158.480000,25.000000,0.870000,218.55

58,14:15-14:30,6.35,20.000000,0.000000,0.000000,7.700000,158.480000,25.000000,0.870000,218.4

59,14:30-14:45,6.22,20.000000,0.000000,0.000000,7.700000,158.480000,25.000000,0.870000,218.27

60,14:45-15:00,6.02,20.000000,0.000000,0.000000,7.700000,158.480000,25.000000,0.870000,218.07

61,15:00-15:15,5.68,20.000000,0.000000,0.000000,7.700000,158.480000,25.000000,0.670000,217.53

62,15:15-15:30,5.14,20.000000,0.000000,0.000000,7.700000,158.480000,25.000000,0.670000,216.99

63,15:30-15:45,4.77,20.000000,0.000000,0.000000,7.700000,158.480000,25.000000,0.670000,216.62

64,15:45-16:00,4.24,20.000000,0.000000,0.000000,7.700000,158.480000,25.000000,0.670000,216.09

65,16:00-16:15,3.74,20.000000,0.000000,0.000000,7.700000,158.480000,25.000000,0.530000,215.45

66,16:15-16:30,3.13,20.000000,0.000000,0.000000,7.700000,158.480000,25.000000,0.530000,214.84

67,16:30-16:45,2.52,20.000000,0.000000,0.000000,7.700000,158.480000,25.000000,0.530000,214.23

68,16:45-17:00,1.93,20.000000,0.000000,0.000000,7.700000,158.480000,25.000000,0.530000,213.64

69,17:00-17:15,1.4,20.000000,0.000000,0.000000,7.700000,158.480000,25.000000,0.530000,213.11

70,17:15-17:30,0.98,20.000000,0.000000,0.000000,7.700000,158.480000,25.000000,0.530000,212.69

71,17:30-17:45,0.61,20.000000,0.000000,0.000000,7.700000,158.480000,25.000000,0.530000,212.32

72,17:45-18:00,0.33,20.000000,0.000000,0.000000,7.700000,158.480000,25.000000,0.530000,212.04

73,18:00-18:15,0.13,20.000000,25.000000,55.000000,7.700000,158.480000,25.000000,0.530000,291.84

74,18:15-18:30,0,20.000000,25.000000,55.000000,7.700000,158.480000,25.000000,0.530000,291.71

75,18:30-18:45,0,20.000000,25.000000,55.000000,7.700000,158.480000,25.000000,0.530000,291.71

76,18:45-19:00,0,20.000000,25.000000,55.000000,7.700000,158.480000,25.000000,0.530000,291.71

77,19:00-19:15,0,20.000000,25.000000,55.000000,7.700000,158.480000,25.000000,0.630000,291.81

78,19:15-19:30,0,20.000000,25.000000,55.000000,7.700000,158.480000,25.000000,0.630000,291.81

79,19:30-19:45,0,20.000000,25.000000,55.000000,7.700000,158.480000,25.000000,0.630000,291.81

80,19:45-20:00,0,20.000000,25.000000,55.000000,7.700000,158.480000,25.000000,0.630000,291.81

81,20:00-20:15,0,20.000000,25.000000,55.000000,7.700000,158.480000,25.000000,0.630000,291.81

82,20:15-20:30,0,20.000000,25.000000,55.000000,7.700000,158.480000,25.000000,0.630000,291.81

83,20:30-20:45,0,20.000000,25.000000,55.000000,7.700000,158.480000,25.000000,0.630000,291.81

84,20:45-21:00,0,20.000000,25.000000,55.000000,7.700000,158.480000,25.000000,0.630000,291.81

85,21:00-21:15,0,20.000000,25.000000,55.000000,7.700000,158.480000,25.000000,0.580000,291.76

86,21:15-21:30,0,20.000000,25.000000,55.000000,7.700000,158.480000,25.000000,0.580000,291.76

87,21:30-21:45,0,20.000000,25.000000,55.000000,7.700000,158.480000,25.000000,0.580000,291.76

88,21:45-22:00,0,20.000000,25.000000,55.000000,7.700000,158.480000,25.000000,0.580000,291.76

89,22:00-22:15,0,20.000000,0.000000,55.000000,7.700000,0.000000,25.000000,0.530000,108.23

90,22:15-22:30,0,20.000000,0.000000,55.000000,7.700000,0.000000,25.000000,0.530000,108.23

91,22:30-22:45,0,20.000000,0.000000,55.000000,7.700000,0.000000,25.000000,0.530000,108.23

92,22:45-23:00,0,20.000000,0.000000,55.000000,7.700000,0.000000,25.000000,0.530000,108.23

93,23:00-23:15,0,20.000000,0.000000,0.000000,7.700000,0.000000,25.000000,0.480000,53.18

94,23:15-23:30,0,20.000000,0.000000,0.000000,7.700000,0.000000,25.000000,0.480000,53.18

95,23:30-23:45,0,20.000000,0.000000,0.000000,7.700000,0.000000,25.000000,0.480000,53.18

96,23:45-24:00,0,20.000000,0.000000,0.000000,7.700000,0.000000,25.000000,0.480000,53.18

