Block,Time Block,KGSU1AND2,KGSU3AND4,KHSTPP-I,KOTESHWR,KHSTPP-II,KKNP,KKNPPU2,KOLDAM,KISHANGANGA,KUDGI,RIHAND3,RIHAND1,RAPPB,RAPPD,RAPPC,RSTPSU1TO6,RIHAND2,DHAULIGNGA,DADRT2,JHAJJAR,FSTPP I & II,DULHASTI,NTPL,PARBATI3,RAMPUR,PARBATI2,CHAMERA2,CHAMERA3,CHAMERA1,BSIUL,NLCIIST1,NLCIIST2,NLCTS2EXP,NNTPP,DADRI_LF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,AURY_CRF,AURY_RF,BRBCL,NLCEXP,ANTA_GF,ANTA_CRF,UNCHAHAR1,TALST2,UNCHAHAR4,VALLURNTECL,TANAKPUR,TEHRIPSP,TALA,URI2,UNCHAHAR3,TEHRI,TelanganaSTPP,TANDA2,UNCHAHAR2,URI,MAPS,NAPP,NJPC,SEWA2,SIMHST1,SINGRAULI_HYDRO,SIMHST2,SINGRAULI,SALAL,SASAN,RSTPSU7,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
55,13:30-13:45,0,0,42.88,9.75,93.75,0,0,8.28,6.69,0,125.75,94.5,0,23.2,63.19,0,120.4,40.81,11.83,255.8,14.95,53.23,0,0,0,0,45.29,32.62,40.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.11,0,0,0,14.8,0,2.96,0,11.45,0,24.41,35.53,19.43,0,0,5.19,31.74,46.68,0,23.53,0,11.74,0,0.63,0,107.86,61.43,329.77,0,0,0,0,0,0

56,13:45-14:00,0,0,42.88,9.75,93.75,0,0,8.28,6.69,0,125.75,94.5,0,23.2,63.19,0,120.4,40.81,11.83,260.35,14.95,53.23,0,0,0,0,45.29,32.62,40.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.16,0,0,0,14.8,0,2.96,0,11.45,0,23.57,35.53,19.43,0,0,5.19,31.74,46.68,0,23.53,0,11.74,0,0.63,0,107.86,61.43,329.77,0,0,0,0,0,0

57,14:00-14:15,0,0,42.88,9.75,93.75,0,0,8.28,6.69,0,125.75,94.5,0,23.2,63.19,0,120.4,40.81,11.83,255.94,14.95,53.23,0,4,0,0,45.29,32.62,40.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.59,0,0,0,14.8,0,2.96,0,11.45,0,23.57,35.53,19.43,0,0,5.19,31.75,47.22,0,23.53,0,11.74,0,0.63,0,107.86,61.43,329.77,0,0,0,0,0,0

58,14:15-14:30,0,0,42.88,9.75,93.75,0,0,8.28,6.69,0,125.75,94.5,0,23.2,63.19,0,120.4,40.81,11.83,261.58,14.95,53.23,0,4,0,0,45.29,32.62,40.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.52,0,0,0,14.8,0,2.96,0,11.45,0,23.57,35.53,19.43,0,0,5.19,31.75,47.22,0,23.53,0,11.74,0,0.63,0,107.86,61.43,329.77,0,0,0,0,0,0

59,14:30-14:45,0,0,42.88,9.75,93.75,0,0,8.28,6.69,0,125.75,94.5,0,23.2,63.19,0,120.4,40.81,11.83,264.58,14.95,53.23,0,18.29,0,0,45.29,32.62,40.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.45,0,0,0,16.04,0,2.83,0,11.45,0,28.84,35.53,18.34,0,0,5.06,30.51,33.96,0,23.53,0,11.74,0,0.63,0,107.86,40.2,329.77,0,0,0,0,0,0

60,14:45-15:00,0,0,42.88,9.75,93.75,0,0,8.28,6.69,0,125.75,94.5,0,23.2,63.19,0,120.4,40.81,11.83,268.3,16.7,53.23,0,18.29,0,0,45.29,32.62,40.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.02,0,0,0,16.04,0,2.83,0,11.45,0,28.84,35.53,16.71,0,0,5.06,30.51,33.96,0,23.53,0,11.74,0,0.63,0,107.86,40.2,329.77,0,0,0,0,0,0

61,15:00-15:15,0,0,42.88,9.75,93.75,0,0,8.28,6.69,0,125.75,94.5,0,23.2,63.19,0,120.4,40.81,11.83,285.15,16.7,53.23,0,18.57,0,0,45.29,32.62,40.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.74,0,0,0,16.04,0,2.83,0,11.45,0,28.57,35.53,16.71,0,0,5.06,30.51,33.96,0,23.53,0,11.74,0,0.63,0,107.86,40.2,329.77,0,0,0,0,0,0

62,15:15-15:30,0,0,42.88,9.75,93.75,0,0,8.28,6.69,0,125.75,94.5,0,23.2,63.19,0,120.4,40.81,11.83,291.52,16.7,53.23,0,18.57,0,0,45.29,32.62,40.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.28,0,0,0,16.04,0,2.83,0,11.45,0,28.57,35.53,16.71,0,0,5.06,30.51,33.96,0,23.53,0,11.74,0,0.63,0,107.86,51.37,329.77,0,0,0,0,0,0

63,15:30-15:45,0,0,42.88,9.75,93.75,0,0,8.28,6.69,0,125.75,94.5,0,23.2,63.19,0,120.4,40.81,11.83,300.43,16.7,53.23,0,36.58,0,0,45.29,32.62,40.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.02,0,0,0,15.09,0,2.83,0,11.45,0,28.28,35.53,16.71,0,0,4.7,30.51,33.96,0,23.53,0,11.74,0,0.63,0,107.86,64.77,329.77,0,0,0,0,0,0

64,15:45-16:00,0,0,42.88,9.75,93.75,0,0,8.28,6.69,0,125.75,94.5,0,23.2,63.19,0,120.4,40.81,11.83,312.39,16.7,53.23,0,36.58,0,0,45.29,32.62,40.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.02,0,0,0,15.09,0,2.83,0,11.45,0,28.14,35.53,16.71,0,0,4.7,30.51,33.96,0,23.53,0,11.74,0,0.63,0,107.86,64.77,329.77,0,0,0,0,0,0

65,16:00-16:15,0,0,42.88,9.75,93.75,0,0,8.28,6.69,0,125.75,94.5,0,23.2,63.19,0,120.4,40.81,0,329.17,16.7,53.23,0,36.58,0,0,45.29,32.62,40.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.36,0,0,0,18.04,0,3.09,0,11.45,0,28.57,35.53,23.11,0,0,5.33,37.64,33.96,0,23.53,0,11.74,0,0.63,0,107.86,64.77,329.77,0,0,0,0,0,0

66,16:15-16:30,0,0,42.88,9.75,93.75,0,0,8.28,6.69,0,125.75,94.5,0,23.2,63.19,0,120.4,40.81,47.24,347.26,16.7,53.23,0,36.58,0,0,45.29,32.62,40.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.95,0,0,0,18.04,0,3.09,0,11.45,0,28.57,35.53,23.11,0,0,5.33,37.64,33.96,0,23.53,0,11.74,0,0.63,0,107.86,64.77,329.77,0,0,0,0,0,0

67,16:30-16:45,0,0,42.88,9.75,93.75,0,0,8.28,6.69,0,125.75,94.5,0,23.2,63.19,0,120.4,40.81,88.57,352.71,16.7,53.23,0,36.58,0,0,0,0,40.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.27,0,0,0,18.04,0,3.09,0,11.45,0,27.8,35.53,23.11,0,0,5.33,37.64,47.22,0,23.53,0,11.74,0,0.63,0,107.86,64.77,329.77,0,0,0,0,0,0

68,16:45-17:00,0,0,42.88,9.75,93.75,0,0,8.28,6.69,0,125.75,94.5,0,23.2,63.19,0,120.4,40.81,88.57,352.71,16.7,53.23,0,36.58,0,0,0,0,40.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.87,0,0,0,18.04,0,3.09,0,11.45,0,27.8,35.53,23.11,0,0,5.33,37.64,47.22,0,23.53,0,11.74,0,0.63,0,107.86,64.77,329.77,0,0,0,0,0,0

69,17:00-17:15,0,0,42.88,9.75,93.75,0,0,8.28,6.69,0,125.75,94.5,0,23.2,63.19,0,120.4,40.81,88.57,352.71,14.4,53.23,0,36.58,0,0,0,0,40.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.02,0,0,0,18.04,0,3.09,0,11.45,0,27.8,35.53,23.11,0,0,5.33,37.64,47.22,0,23.53,0,11.74,0,0.63,0,107.86,64.77,329.77,0,0,0,0,0,0

70,17:15-17:30,0,0,42.88,9.75,93.75,0,0,8.28,6.69,0,125.75,94.5,0,23.2,63.19,0,120.4,40.81,88.57,352.71,14.4,53.23,0,36.58,0,0,0,0,40.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.02,0,0,0,18.04,0,3.09,0,11.45,0,27.8,35.53,23.11,0,0,5.33,37.64,47.22,0,23.53,0,11.74,0,0.63,0,107.86,64.77,329.77,0,0,0,0,0,0

71,17:30-17:45,0,0,42.88,9.75,93.75,0,0,8.28,6.69,0,125.75,94.5,0,23.2,63.19,0,120.4,40.81,155.84,352.71,14.4,53.23,0,36.58,0,0,0,0,40.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.02,0,0,0,18.04,0,3.09,0,11.45,0,27.8,35.53,23.11,0,0,5.33,37.64,47.22,0,23.53,0,11.74,0,0.63,0,107.86,64.77,329.77,0,0,0,0,0,0

72,17:45-18:00,0,0,42.88,9.75,93.75,0,0,8.28,6.69,0,125.75,94.5,0,23.2,63.19,0,120.4,40.81,232.73,352.71,14.4,53.23,0,36.58,0,0,0,0,40.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.02,0,0,0,18.04,0,3.09,0,11.45,0,27.24,35.53,23.11,0,0,5.33,37.64,50.93,0,23.53,0,11.74,0,0.63,0,107.86,64.77,329.77,0,0,0,0,0,0

73,18:00-18:15,0,0,42.88,9.75,93.75,0,0,8.28,6.69,0,125.75,94.5,0,23.2,63.19,0,120.4,40.81,259.64,352.71,16.7,53.23,0,36.58,0,0,0,0,40.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.02,0,0,0,20.39,0,3.09,0,11.45,0,27.24,35.53,26.61,15.34,0,5.33,42.76,50.93,0,23.53,0,11.74,0,0.63,0,107.86,64.77,329.77,0,0,0,0,0,0

74,18:15-18:30,0,0,42.88,9.75,93.75,0,0,8.28,6.69,0,125.75,94.5,0,23.2,63.19,0,120.4,40.81,274.06,352.71,16.7,53.23,0,36.58,0,0,0,0,40.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.02,0,0,0,20.81,0,3.09,0,11.45,0,27.24,35.53,26.61,30.68,0,5.33,43.25,47.22,0,23.53,0,11.74,0,0.63,0,107.86,64.77,329.77,0,0,0,0,0,0

75,18:30-18:45,0,0,42.88,9.75,93.75,0,0,8.28,6.69,0,125.75,94.5,0,23.2,63.19,0,120.4,40.81,319.23,352.71,16.7,53.23,0,36.58,0,0,0,0,40.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.64,0,0,0,20.81,0,3.09,0,11.45,79.94,27.1,35.53,26.61,46.02,0,5.33,43.25,47.22,0,23.53,0,11.74,0,0.63,0,107.86,64.77,329.77,0,0,0,0,0,0

76,18:45-19:00,0,0,42.88,19.5,93.75,0,0,8.28,6.69,0,125.75,94.5,0,23.2,63.19,0,120.4,40.81,389.39,406.74,16.7,53.23,0,36.58,0,0,0,0,40.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.1,0,0,0,20.81,0,3.09,0,11.45,79.94,26.77,35.53,26.61,61.37,0,5.33,43.25,47.22,0,23.53,0,11.74,0,0.63,0,107.86,64.77,329.77,0,0,0,0,0,0

77,19:00-19:15,0,0,42.88,29.25,93.75,0,0,8.28,6.69,0,125.75,94.5,0,23.2,63.19,0,120.4,40.81,424.11,338.33,16.7,53.23,0,36.58,0,0,0,0,40.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.45,0,0,0,20.81,0,3.09,0,11.45,79.94,25.57,35.53,26.61,61.37,0,5.33,43.25,47.22,0,23.53,0,11.74,0,0.63,0,107.86,64.77,324.37,0,0,0,0,0,0

78,19:15-19:30,0,0,42.88,41.82,93.75,0,0,8.28,6.9,0,125.75,94.5,0,23.2,63.19,0,120.4,43.07,424.11,423.31,16.7,55.43,0,37.15,0,0,0,0,40.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.24,0,0,0,20.81,0,3.09,0,11.45,79.94,25.57,35.53,26.61,61.65,0,5.33,43.25,47.22,0,23.53,0,12.48,0,0.63,0,107.86,64.77,324.37,0,0,0,0,0,0

79,19:30-19:45,0,0,42.88,41.82,93.75,0,0,8.28,6.9,0,125.75,94.5,0,23.2,63.19,0,120.4,43.07,485.9,431.62,16.7,55.43,0,37.15,0,0,0,0,40.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.02,0,0,0,20.81,0,3.09,0,11.45,79.94,25.86,35.53,26.61,61.65,0,5.33,43.25,47.22,0,23.53,0,12.48,0,0.63,0,107.86,64.77,324.37,0,0,0,0,0,0

80,19:45-20:00,0,0,42.88,41.82,93.75,0,0,8.28,6.9,0,125.75,94.5,0,23.2,63.19,0,120.4,43.07,528.01,431.62,16.7,55.43,0,37.15,0,0,0,0,40.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.02,0,0,0,20.81,0,3.09,0,11.45,79.94,26,35.53,26.61,61.65,0,5.33,43.25,47.22,0,23.53,0,12.48,0,0.63,0,107.86,64.77,324.37,0,0,0,0,0,0

81,20:00-20:15,0,0,42.88,41.82,93.75,0,0,8.28,6.9,0,125.75,94.5,0,23.2,63.19,0,120.4,43.07,528.01,431.45,16.7,55.43,0,37.15,0,0,0,0,40.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.02,0,0,0,18.24,0,3.09,0,11.45,79.94,26.08,35.53,26.61,61.65,0,5.33,43.25,46.68,0,23.53,0,12.48,0,0.63,0,107.86,64.77,324.37,0,0,0,0,0,0

82,20:15-20:30,0,0,42.88,41.82,93.75,0,0,8.28,6.9,0,125.75,94.5,0,23.2,63.19,0,120.4,43.07,528.01,431.45,16.7,55.43,0,37.15,0,0,0,0,40.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.75,0,0,0,18.24,0,3.09,0,11.45,79.94,26.08,35.53,26.61,0,0,5.33,43.25,46.68,0,23.53,0,12.48,0,0.63,0,107.86,64.77,324.37,0,0,0,0,0,0

83,20:30-20:45,0,0,42.88,41.82,93.75,0,0,8.28,6.9,0,125.75,94.5,0,23.2,63.19,0,120.4,43.07,528.01,431.45,16.7,55.43,0,37.15,0,0,0,0,40.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.02,0,0,0,18.24,0,3.09,0,11.45,79.94,26.08,35.53,26.61,0,0,5.33,43.25,46.68,0,23.53,0,12.48,0,0.63,0,107.86,64.77,324.37,0,0,0,0,0,0

84,20:45-21:00,0,0,42.88,41.82,93.75,0,0,8.28,6.9,0,125.75,94.5,0,23.2,63.19,0,120.4,43.07,528.01,431.45,16.7,55.43,0,37.15,0,0,0,0,40.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.02,0,0,0,18.24,0,3.09,0,11.45,79.94,26.65,35.53,26.61,0,0,5.33,43.25,46.68,0,23.53,0,12.48,0,0.63,0,107.86,64.77,324.37,0,0,0,0,0,0

85,21:00-21:15,0,0,42.88,41.82,93.75,0,0,8.28,6.9,0,125.75,94.5,0,23.2,63.19,0,120.4,43.07,528.01,431.45,16.7,55.43,0,37.15,0,0,0,0,40.63,0,0,0,0,0,0,9.75,0,0,0,0,0,19.22,0,19.21,24.02,0,0,0,17.1,0,3.09,0,11.45,79.94,26.65,35.53,26.61,0,0,5.33,43.25,46.15,0,23.53,0,12.48,0,0.63,0,107.86,64.77,324.37,0,0,0,0,0,0

86,21:15-21:30,0,0,42.88,41.82,93.75,0,0,8.28,6.78,0,125.75,94.5,0,23.2,63.19,0,120.4,40.81,528.01,431.45,16.7,53.23,0,36.58,0,0,0,0,40.51,0,0,0,0,0,0,11.53,0,0,0,0,0,19.22,0,19.21,24.02,0,0,0,17.1,0,3.09,0,11.45,79.94,26.65,35.53,26.61,0,0,5.33,43.25,46.15,0,23.53,0,11.74,0,0.63,0,106.23,64.77,324.37,0,0,0,0,0,0

87,21:30-21:45,0,0,42.88,0,93.75,0,0,8.28,6.69,0,125.75,94.5,0,23.2,63.19,0,120.4,40.81,528.01,431.45,16.7,53.23,0,36.58,0,0,0,0,40.51,0,0,0,0,0,0,11.53,0,0,0,0,0,19.22,0,19.21,21.82,0,0,0,17.1,0,3.09,0,11.45,0,26.65,35.53,26.61,0,0,5.33,43.25,45.62,0,23.53,0,11.74,0,0.63,0,106.23,64.77,324.37,0,0,0,0,0,0

88,21:45-22:00,0,0,42.88,0,93.75,0,0,8.28,6.9,0,125.75,94.5,0,23.2,63.19,0,120.4,43.07,528.01,431.45,16.7,55.43,0,37.15,0,0,0,0,40.63,0,0,0,0,0,0,11.53,0,0,0,0,0,19.22,0,19.21,23.19,0,0,0,17.1,0,3.09,0,11.45,0,26.92,35.53,26.61,0,0,5.33,43.25,45.62,0,23.53,0,12.48,0,0.63,0,106.23,64.77,324.37,0,0,0,0,0,0

89,22:00-22:15,0,0,43.94,0,93.75,0,0,8.28,6.9,0,125.75,94.5,0,23.2,63.19,0,120.4,43.07,528.01,431.45,17.5,55.43,0,37.15,0,0,0,0,40.63,0,0,0,0,0,0,12.26,0,0,0,0,0,19.22,0,19.21,22.61,0,0,0,17.1,0,3.09,0,11.45,0,26.92,35.53,26.61,0,0,5.33,43.25,45.62,0,23.53,0,12.48,0,0.63,0,106.23,64.77,324.37,0,0,0,0,0,0

90,22:15-22:30,0,0,44.05,0,93.75,0,0,8.28,6.9,0,125.75,94.5,0,23.2,63.19,0,120.4,43.07,528.01,431.45,17.64,55.43,0,37.15,0,0,0,0,40.63,0,0,0,0,0,0,12.26,0,0,0,0,0,19.22,0,19.21,24.02,0,0,0,17.1,0,3.09,0,11.45,0,26.92,35.53,26.61,0,0,5.33,43.25,45.62,0,23.53,0,12.48,0,0.63,0,106.23,64.77,324.37,0,0,0,0,0,0

91,22:30-22:45,0,0,44.05,0,93.75,0,0,8.28,6.9,0,125.75,94.5,0,23.2,63.19,0,120.4,43.07,528.01,456.38,17.64,55.43,0,0,0,0,0,0,40.63,0,0,0,0,0,0,12.26,0,0,0,0,0,19.22,0,19.22,23.63,0,0,0,17.1,0,3.09,0,11.45,0,26.92,35.53,26.61,0,0,5.33,43.25,45.62,0,23.53,0,12.48,0,0.63,0,107.86,64.77,324.37,0,0,0,0,0,0

92,22:45-23:00,0,0,44.05,0,93.75,0,0,8.28,6.69,0,125.75,94.5,0,23.2,63.19,0,120.4,40.81,528.01,456.38,17.64,53.23,0,0,0,0,0,0,40.51,0,0,0,0,0,0,12.26,0,0,0,0,0,19.22,0,19.22,24.02,0,0,0,17.1,0,3.09,0,11.45,0,27.22,35.53,26.61,0,0,5.33,43.25,45.62,0,23.53,0,11.74,0,0.63,0,107.86,64.77,324.37,0,0,0,0,0,0

93,23:00-23:15,0,0,44.05,0,93.75,0,0,8.28,6.69,0,125.75,94.5,0,23.2,63.19,0,120.4,40.81,528.01,456.38,17.64,53.23,0,0,0,0,0,0,40.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.46,0,0,0,17.1,0,3.09,0,9.48,0,27.63,35.53,26.61,0,0,5.33,43.25,45.62,0,23.53,0,11.74,0,0.63,0,107.86,64.77,324.37,0,0,0,0,0,0

94,23:15-23:30,0,0,44.05,0,93.75,0,0,8.28,6.69,0,125.75,94.5,0,23.2,63.19,0,120.4,40.81,528.01,456.38,17.64,53.23,0,0,0,0,0,0,40.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.25,0,0,0,17.1,0,3.09,0,9.48,0,27.63,35.53,26.61,0,0,5.33,43.25,45.62,0,23.53,0,11.74,0,0.63,0,107.86,64.77,324.37,0,0,0,0,0,0

95,23:30-23:45,0,0,44.05,0,93.75,0,0,8.28,6.69,0,125.75,94.5,0,23.2,63.19,0,120.4,40.81,528.01,456.38,17.64,53.23,0,0,0,0,0,0,40.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.52,0,0,0,17.1,0,3.09,0,9.48,0,27.63,35.53,26.61,0,0,5.33,43.25,45.62,0,23.53,0,11.74,0,0.63,0,107.86,64.77,324.37,0,0,0,0,0,0

96,23:45-24:00,0,0,44.05,0,93.75,0,0,8.28,6.69,0,125.75,94.5,0,23.2,63.19,0,120.4,40.81,528.01,456.38,17.64,53.23,0,0,0,0,0,0,40.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.59,0,0,0,17.1,0,3.09,0,9.48,0,27.63,35.53,26.61,0,0,5.33,43.25,45.62,0,23.53,0,11.74,0,0.63,0,107.86,64.77,324.37,0,0,0,0,0,0

